name,toll_type,nh_number,state,district,district_code,latitude,longitude,booth_count,source_url
Alluri Sitarama Raju Toll Plaza,national_highway,NH 516E,Andhra Pradesh,Alluri Sitarama Raju,684.0,17.714378,82.384079,1,https://www.openstreetmap.org
Alluri Sitarama Raju Toll Plaza,national_highway,NH 516E,Andhra Pradesh,Alluri Sitarama Raju,684.0,17.458836,82.106778,1,https://www.openstreetmap.org
Alluri Sitarama Raju Toll Plaza,national_highway,NH 30,Andhra Pradesh,Alluri Sitarama Raju,684.0,17.702508,81.0308,1,https://www.openstreetmap.org
Anakapalli Toll Plaza,national_highway,NH 16,Andhra Pradesh,Anakapalli,685.0,17.397752,82.675876,2,https://www.openstreetmap.org
Anakapalli Toll Plaza,national_highway,NH 16,Andhra Pradesh,Anakapalli,685.0,17.747515,83.068966,2,https://www.openstreetmap.org
Ananthapuramu Toll Plaza,national_highway,NH 67,Andhra Pradesh,Ananthapuramu,553.0,14.987418,77.915206,1,https://www.openstreetmap.org
Ananthapuramu Toll Plaza,highway_toll,NH 150A,Andhra Pradesh,Ananthapuramu,553.0,14.698553,77.00446,1,https://www.openstreetmap.org
Ananthapuramu Toll Plaza,national_highway,NH 42,Andhra Pradesh,Ananthapuramu,553.0,14.79274,77.362008,1,https://www.openstreetmap.org
Ananthapuramu Toll Plaza,national_highway,NH 150A,Andhra Pradesh,Ananthapuramu,553.0,14.981337,76.834118,3,https://www.openstreetmap.org
Ananthapuramu Toll Plaza,highway_toll,NH 42,Andhra Pradesh,Ananthapuramu,553.0,14.670396,77.449841,1,https://www.openstreetmap.org
Ananthapuramu Toll Plaza,national_highway,NH 67,Andhra Pradesh,Ananthapuramu,553.0,15.159101,77.476928,2,https://www.openstreetmap.org
Kasepalli,national_highway,NH 44,Andhra Pradesh,Ananthapuramu,553.0,15.061721,77.63034,2,https://www.openstreetmap.org
Marur,national_highway,NH 44,Andhra Pradesh,Ananthapuramu,553.0,14.502036,77.631319,2,https://www.openstreetmap.org
Annamayya Toll Plaza,national_highway,NH 40,Andhra Pradesh,Annamayya,693.0,13.714326,78.873307,1,https://www.openstreetmap.org
Annamayya Toll Plaza,national_highway,NH 40,Andhra Pradesh,Annamayya,693.0,14.131121,78.756701,1,https://www.openstreetmap.org
Bapatla Toll Plaza,national_highway,NH 16,Andhra Pradesh,Bapatla,691.0,15.886607,80.070853,2,https://www.openstreetmap.org
Bapatla Toll Plaza,national_highway,NH 216,Andhra Pradesh,Bapatla,691.0,15.683328,80.19176,1,https://www.openstreetmap.org
Bapatla Toll Plaza,highway_toll,NH 544D,Andhra Pradesh,Bapatla,691.0,16.106994,79.928945,2,https://www.openstreetmap.org
Bapatla Toll Plaza,national_highway,NH 216,Andhra Pradesh,Bapatla,691.0,15.993536,80.598804,1,https://www.openstreetmap.org
Bapatla Toll Plaza,national_highway,NH 167A,Andhra Pradesh,Bapatla,691.0,15.934846,80.29043,2,https://www.openstreetmap.org
Chittoor Toll Plaza,national_highway,NH 40,Andhra Pradesh,Chittoor,554.0,13.375572,79.078336,1,https://www.openstreetmap.org
Chittoor Toll Plaza,national_highway,NH 69,Andhra Pradesh,Chittoor,554.0,13.194966,79.016014,1,https://www.openstreetmap.org
Chittoor Toll Plaza,national_highway,NH 69,Andhra Pradesh,Chittoor,554.0,13.194857,79.018407,1,https://www.openstreetmap.org
Chittoor Toll Plaza,national_highway,NH 42,Andhra Pradesh,Chittoor,554.0,13.037387,78.515253,1,https://www.openstreetmap.org
Chittoor Toll Plaza,national_highway,NH 42,Andhra Pradesh,Chittoor,554.0,13.336216,78.612977,1,https://www.openstreetmap.org
Chittoor Toll Plaza,highway_toll,NH 42,Andhra Pradesh,Chittoor,554.0,13.102108,78.603044,2,https://www.openstreetmap.org
Dr. B.R. Ambedkar Konaseema Toll Plaza,national_highway,NH 216,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,687.0,16.672253,82.147428,1,https://www.openstreetmap.org
Dr. B.R. Ambedkar Konaseema Toll Plaza,national_highway,NH 216A,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,687.0,16.715208,81.82781,2,https://www.openstreetmap.org
East Godavari Toll Plaza,national_highway,NH 16,Andhra Pradesh,East Godavari,545.0,17.027283,81.719482,2,https://www.openstreetmap.org
East Godavari Toll Plaza,national_highway,NH 16,Andhra Pradesh,East Godavari,545.0,16.985161,81.476061,2,https://www.openstreetmap.org
East Godavari Toll Plaza,national_highway,NH 16,Andhra Pradesh,East Godavari,545.0,17.050802,81.527859,2,https://www.openstreetmap.org
Eluru Toll Plaza,national_highway,NH 16,Andhra Pradesh,Eluru,688.0,16.664441,81.008017,1,https://www.openstreetmap.org
Guntur Toll Plaza,national_highway,NH 16,Andhra Pradesh,Guntur,548.0,16.385198,80.533331,2,https://www.openstreetmap.org
Guntur Toll Plaza,national_highway,NH 16,Andhra Pradesh,Guntur,548.0,16.505046,80.543445,2,https://www.openstreetmap.org
Kakinada Toll Plaza,national_highway,NH 16,Andhra Pradesh,Kakinada,686.0,17.215429,82.110736,2,https://www.openstreetmap.org
Kakinada Toll Plaza,national_highway,NH 216,Andhra Pradesh,Kakinada,686.0,17.138745,82.271684,2,https://www.openstreetmap.org
Krishna Toll Plaza,national_highway,NH 16,Andhra Pradesh,Krishna,547.0,16.572406,80.862552,2,https://www.openstreetmap.org
Krishna Toll Plaza,highway_toll,NH 16,Andhra Pradesh,Krishna,547.0,16.522452,80.790058,2,https://www.openstreetmap.org
Krishna Toll Plaza,national_highway,NH 65,Andhra Pradesh,Krishna,547.0,16.412522,80.788184,2,https://www.openstreetmap.org
Krishna Toll Plaza,national_highway,NH 216,Andhra Pradesh,Krishna,547.0,16.31991,81.220705,2,https://www.openstreetmap.org
Krishna Toll Plaza,national_highway,NH 216,Andhra Pradesh,Krishna,547.0,16.054644,80.913987,1,https://www.openstreetmap.org
Krishna Toll Plaza,national_highway,NH 16,Andhra Pradesh,Krishna,547.0,16.57264,80.715116,2,https://www.openstreetmap.org
Amakathadu,national_highway,NH 44,Andhra Pradesh,Kurnool,552.0,15.486438,77.901128,2,https://www.openstreetmap.org
Kurnool Toll Plaza,national_highway,NH 40,Andhra Pradesh,Kurnool,552.0,15.740915,78.070798,2,https://www.openstreetmap.org
Kurnool Toll Plaza,national_highway,NH 167,Andhra Pradesh,Kurnool,552.0,15.818713,77.454068,1,https://www.openstreetmap.org
NTR Toll Plaza,national_highway,NH 65,Andhra Pradesh,NTR,689.0,16.71809,80.324335,2,https://www.openstreetmap.org
NTR Toll Plaza,national_highway,NH 65,Andhra Pradesh,NTR,689.0,16.885032,80.160606,2,https://www.openstreetmap.org
NTR Toll Plaza,national_highway,NH 30,Andhra Pradesh,NTR,689.0,16.85046,80.633612,6,https://www.openstreetmap.org
Nandyal Toll Plaza,national_highway,NH 40,Andhra Pradesh,Nandyal,694.0,14.979547,78.574769,2,https://www.openstreetmap.org
Nandyal Toll Plaza,national_highway,NH 40,Andhra Pradesh,Nandyal,694.0,15.460392,78.451866,2,https://www.openstreetmap.org
Palnadu Toll Plaza,highway_toll,NH 544D,Andhra Pradesh,Palnadu,690.0,16.139152,80.033188,1,https://www.openstreetmap.org
Tummalacheruvu toll plaza,national_highway,NH 167A,Andhra Pradesh,Palnadu,690.0,16.53833,79.798943,3,https://www.openstreetmap.org
Parvathipuram Manyam Toll Plaza,highway_toll,NH 26,Andhra Pradesh,Parvathipuram Manyam,683.0,18.458968,83.161821,2,https://www.openstreetmap.org
Prakasam Toll Plaza,national_highway,NH 565,Andhra Pradesh,Prakasam,549.0,15.667426,79.351843,1,https://www.openstreetmap.org
Prakasam Toll Plaza,national_highway,NH 565,Andhra Pradesh,Prakasam,549.0,15.225256,79.459179,1,https://www.openstreetmap.org
Prakasam Toll Plaza,national_highway,NH 544D,Andhra Pradesh,Prakasam,549.0,15.465974,79.072471,1,https://www.openstreetmap.org
Prakasam Toll Plaza,national_highway,NH 565,Andhra Pradesh,Prakasam,549.0,16.062644,79.305137,1,https://www.openstreetmap.org
Tanguturu Toll Plaza,national_highway,NH 16,Andhra Pradesh,Prakasam,549.0,15.358255,80.040064,3,https://www.openstreetmap.org
Sonampetty,national_highway,NH 16,Andhra Pradesh,Sri Potti Sriramulu Nellore,550.0,14.693816,79.978984,2,https://www.openstreetmap.org
Sri Potti Sriramulu Nellore Toll Plaza,national_highway,NH 16,Andhra Pradesh,Sri Potti Sriramulu Nellore,550.0,14.312206,79.916252,2,https://www.openstreetmap.org
Sri Potti Sriramulu Nellore Toll Plaza,national_highway,NH 16,Andhra Pradesh,Sri Potti Sriramulu Nellore,550.0,14.851937,79.987813,2,https://www.openstreetmap.org
Sri Potti Sriramulu Nellore Toll Plaza,national_highway,NH 67,Andhra Pradesh,Sri Potti Sriramulu Nellore,550.0,14.266899,80.074243,2,https://www.openstreetmap.org
Sri Potti Sriramulu Nellore Toll Plaza,national_highway,NH 565,Andhra Pradesh,Sri Potti Sriramulu Nellore,550.0,14.756961,79.261737,1,https://www.openstreetmap.org
Sri Potti Sriramulu Nellore Toll Plaza,national_highway,NH 67,Andhra Pradesh,Sri Potti Sriramulu Nellore,550.0,14.685376,79.5156,1,https://www.openstreetmap.org
Sri Potti Sriramulu Nellore Toll Plaza,national_highway,NH 67,Andhra Pradesh,Sri Potti Sriramulu Nellore,550.0,14.543445,79.862197,1,https://www.openstreetmap.org
Sri Sathya Sai Toll Plaza,national_highway,NH 544E,Andhra Pradesh,Sri Sathya Sai,695.0,13.85517,77.117026,1,https://www.openstreetmap.org
Sri Sathya Sai Toll Plaza,national_highway,NH 544E,Andhra Pradesh,Sri Sathya Sai,695.0,13.811498,77.576398,1,https://www.openstreetmap.org
Sri Sathya Sai Toll Plaza,national_highway,NH 42,Andhra Pradesh,Sri Sathya Sai,695.0,14.500152,77.7966,2,https://www.openstreetmap.org
Srikakulam Toll Plaza,national_highway,NH 16,Andhra Pradesh,Srikakulam,542.0,18.377345,84.000528,2,https://www.openstreetmap.org
Srikakulam Toll Plaza,national_highway,NH 16,Andhra Pradesh,Srikakulam,542.0,18.733093,84.389388,2,https://www.openstreetmap.org
Srikakulam Toll Plaza,national_highway,NH 326A,Andhra Pradesh,Srikakulam,542.0,18.619899,84.041049,2,https://www.openstreetmap.org
Srikakulam Toll Plaza,national_highway,NH 16,Andhra Pradesh,Srikakulam,542.0,19.056201,84.640706,2,https://www.openstreetmap.org
Alipiri Toll Gate,highway_toll,NH 71,Andhra Pradesh,Tirupati,692.0,13.647538,79.405534,1,https://www.openstreetmap.org
GNC Tollgate,highway_toll,NH 71,Andhra Pradesh,Tirupati,692.0,13.672913,79.351294,2,https://www.openstreetmap.org
Gadanki Toll Plaza,national_highway,NH 140,Andhra Pradesh,Tirupati,692.0,13.477992,79.187746,1,https://www.openstreetmap.org
Sullurpeta,national_highway,NH 16,Andhra Pradesh,Tirupati,692.0,13.744906,79.990937,2,https://www.openstreetmap.org
Tirupati Toll Plaza,national_highway,NH 16,Andhra Pradesh,Tirupati,692.0,14.05983,79.894496,2,https://www.openstreetmap.org
Tirupati Toll Plaza,national_highway,NH 716,Andhra Pradesh,Tirupati,692.0,13.525603,79.532851,2,https://www.openstreetmap.org
Tirupati Toll Plaza,national_highway,NH 71,Andhra Pradesh,Tirupati,692.0,13.698151,79.611658,2,https://www.openstreetmap.org
Toll Gate,highway_toll,NH 71,Andhra Pradesh,Tirupati,692.0,13.647125,79.402007,1,https://www.openstreetmap.org
Aganampudi,highway_toll,NH 16,Andhra Pradesh,Visakhapatnam,544.0,17.685542,83.150015,2,https://www.openstreetmap.org
Visakhapatnam Toll Plaza,highway_toll,NH 16,Andhra Pradesh,Visakhapatnam,544.0,17.713889,83.2122,2,https://www.openstreetmap.org
Visakhapatnam Toll Plaza,national_highway,NH 16,Andhra Pradesh,Visakhapatnam,544.0,17.888165,83.345163,2,https://www.openstreetmap.org
Vizianagaram Toll Plaza,national_highway,NH 16,Andhra Pradesh,Vizianagaram,543.0,18.057477,83.520727,2,https://www.openstreetmap.org
Vizianagaram Toll Plaza,national_highway,NH 516E,Andhra Pradesh,Vizianagaram,543.0,18.153835,83.260373,2,https://www.openstreetmap.org
Vizianagaram Toll Plaza,highway_toll,NH 26,Andhra Pradesh,Vizianagaram,543.0,18.304853,83.271736,2,https://www.openstreetmap.org
Vizianagaram Toll Plaza,national_highway,NH 516E,Andhra Pradesh,Vizianagaram,543.0,18.145996,83.283854,1,https://www.openstreetmap.org
Vizianagaram Toll Plaza,highway_toll,NH 516E,Andhra Pradesh,Vizianagaram,543.0,18.052818,83.252815,2,https://www.openstreetmap.org
Vizianagaram Toll Plaza,highway_toll,NH 516B,Andhra Pradesh,Vizianagaram,543.0,18.048237,83.251475,2,https://www.openstreetmap.org
West Godavari Toll Plaza,national_highway,NH 216A,Andhra Pradesh,West Godavari,546.0,16.749759,81.716432,2,https://www.openstreetmap.org
West Godavari Toll Plaza,national_highway,NH 216,Andhra Pradesh,West Godavari,546.0,16.423178,81.638417,1,https://www.openstreetmap.org
Palempalli Toll gate,national_highway,NH 40,Andhra Pradesh,Y.S.R.,551.0,14.513435,78.791106,2,https://www.openstreetmap.org
Y.S.R. Toll Plaza,national_highway,NH 40,Andhra Pradesh,Y.S.R.,551.0,14.624199,78.78332,2,https://www.openstreetmap.org
Y.S.R. Toll Plaza,national_highway,NH 167K,Andhra Pradesh,Y.S.R.,551.0,14.770502,78.36515,1,https://www.openstreetmap.org
Y.S.R. Toll Plaza,national_highway,NH 67,Andhra Pradesh,Y.S.R.,551.0,14.708377,78.872361,1,https://www.openstreetmap.org
BONGAIGAON Toll Plaza,national_highway,NH 27,Assam,BONGAIGAON,319.0,26.476259,90.712125,2,https://www.openstreetmap.org
CACHAR Toll Plaza,national_highway,NH 27,Assam,CACHAR,316.0,24.946442,92.756121,2,https://www.openstreetmap.org
DHUBRI Toll Plaza,national_highway,NH 17,Assam,DHUBRI,301.0,26.136877,89.833195,1,https://www.openstreetmap.org
DIMA HASAO Toll Plaza,national_highway,NH 27,Assam,DIMA HASAO,315.0,25.736483,93.138633,2,https://www.openstreetmap.org
GOLAGHAT Toll Plaza,national_highway,NH 715,Assam,GOLAGHAT,313.0,26.677577,93.919762,2,https://www.openstreetmap.org
GOLAGHAT Toll Plaza,national_highway,NH 129,Assam,GOLAGHAT,313.0,26.495345,93.921233,1,https://www.openstreetmap.org
HOJAI Toll Plaza,national_highway,NH 27,Assam,HOJAI,720.0,26.13098,92.838944,2,https://www.openstreetmap.org
KAMRUP METRO Toll Plaza,national_highway,NH 27,Assam,KAMRUP METRO,322.0,26.121355,91.937828,2,https://www.openstreetmap.org
KAMRUP RURAL Toll Plaza,national_highway,NH 27,Assam,KAMRUP RURAL,321.0,26.308985,91.716202,2,https://www.openstreetmap.org
KOKRAJHAR Toll Plaza,national_highway,NH 27,Assam,KOKRAJHAR,300.0,26.565061,90.238209,2,https://www.openstreetmap.org
KOKRAJHAR Toll Plaza,national_highway,NH 27,Assam,KOKRAJHAR,300.0,26.444049,89.942697,3,https://www.openstreetmap.org
LAKHIMPUR Toll Plaza,national_highway,NH 15,Assam,LAKHIMPUR,307.0,27.084339,93.839845,1,https://www.openstreetmap.org
NAGAON Toll Plaza,national_highway,NH 715,Assam,NAGAON,305.0,26.567568,92.869462,2,https://www.openstreetmap.org
NAGAON Toll Plaza,national_highway,NH 27,Assam,NAGAON,305.0,26.245782,92.541448,2,https://www.openstreetmap.org
SRIBHUMI Toll Plaza,national_highway,NH 37,Assam,SRIBHUMI,317.0,24.843542,92.404657,2,https://www.openstreetmap.org
Hariabara,national_highway,NH 27,Bihar,Araria,209.0,26.152642,87.445226,2,https://www.openstreetmap.org
Aurangabad Toll Plaza,national_highway,NH 120,Bihar,Aurangabad,235.0,24.99589,84.592615,2,https://www.openstreetmap.org
Begusarai Toll Plaza,national_highway,NH 122,Bihar,Begusarai,222.0,25.590267,85.875976,1,https://www.openstreetmap.org
Bhagalpur Toll Plaza,national_highway,NH 33,Bihar,Bhagalpur,224.0,25.232255,87.00983,1,https://www.openstreetmap.org
Darbhanga Toll Plaza,national_highway,NH 27,Bihar,Darbhanga,215.0,26.225103,86.15021,2,https://www.openstreetmap.org
Sawkala,national_highway,NH 19,Bihar,Gaya,236.0,24.599567,84.702777,2,https://www.openstreetmap.org
Gopalganj Toll Plaza,national_highway,NH 27,Bihar,Gopalganj,217.0,26.568862,84.308157,2,https://www.openstreetmap.org
Mohania,national_highway,NH 19,Bihar,Kaimur (Bhabua),233.0,25.188308,83.561575,2,https://www.openstreetmap.org
Kishanganj Toll Plaza,national_highway,NH 327,Bihar,Kishanganj,210.0,26.318916,87.902655,2,https://www.openstreetmap.org
Maithi,national_highway,NH 27,Bihar,Muzaffarpur,216.0,26.112687,85.564996,2,https://www.openstreetmap.org
Muzaffarpur Toll Plaza,national_highway,NH 122,Bihar,Muzaffarpur,216.0,26.038739,85.447443,1,https://www.openstreetmap.org
Muzaffarpur Toll Plaza,national_highway,NH 722,Bihar,Muzaffarpur,216.0,26.056013,85.182764,1,https://www.openstreetmap.org
Nawada Toll Plaza,national_highway,NH 20,Bihar,Nawada,237.0,24.685388,85.507017,1,https://www.openstreetmap.org
Patna Toll Plaza,national_highway,NH 31,Bihar,Patna,230.0,25.572663,85.240527,2,https://www.openstreetmap.org
Patna Toll Plaza,highway_toll,NH 922,Bihar,Patna,230.0,25.625719,85.130028,5,https://www.openstreetmap.org
Patna Toll Plaza,highway_toll,NH 922,Bihar,Patna,230.0,25.626422,85.128028,5,https://www.openstreetmap.org
Parsoni Khem,national_highway,NH 27,Bihar,Purba Champaran,204.0,26.451733,85.022724,2,https://www.openstreetmap.org
Purnia Toll Plaza,national_highway,NH 27,Bihar,Purnia,211.0,25.804692,87.590757,2,https://www.openstreetmap.org
Sasaram,national_highway,NH 19,Bihar,Rohtas,234.0,24.957156,83.954978,2,https://www.openstreetmap.org
Saran Toll Plaza,national_highway,NH 722,Bihar,Saran,219.0,25.924086,84.967915,1,https://www.openstreetmap.org
Saran Toll Plaza,national_highway,NH 31,Bihar,Saran,219.0,25.747728,84.951851,2,https://www.openstreetmap.org
Sitamarhi Toll Plaza,national_highway,NH 22,Bihar,Sitamarhi,206.0,26.37363,85.49412,1,https://www.openstreetmap.org
Sitamarhi Toll Plaza,highway_toll,NH 227,Bihar,Sitamarhi,206.0,26.659641,85.433764,1,https://www.openstreetmap.org
Asanpur,national_highway,NH 27,Bihar,Supaul,208.0,26.297812,86.632875,2,https://www.openstreetmap.org
Vaishali Toll Plaza,national_highway,NH 22,Bihar,Vaishali,220.0,25.802903,85.283436,2,https://www.openstreetmap.org
BALOD Toll Plaza,national_highway,NH 30,Chhattisgarh,BALOD,645.0,20.604762,81.419582,1,https://www.openstreetmap.org
BASTAR Toll Plaza,national_highway,NH 30,Chhattisgarh,BASTAR,414.0,19.161348,81.984693,1,https://www.openstreetmap.org
BILASPUR Toll Plaza,national_highway,NH 130,Chhattisgarh,BILASPUR,406.0,21.932373,82.011884,2,https://www.openstreetmap.org
BILASPUR Toll Plaza,national_highway,NH 49,Chhattisgarh,BILASPUR,406.0,21.967082,82.098163,2,https://www.openstreetmap.org
BILASPUR Toll Plaza,national_highway,NH 49,Chhattisgarh,BILASPUR,406.0,22.011288,82.324079,2,https://www.openstreetmap.org
DURG Toll Plaza,national_highway,NH 53,Chhattisgarh,DURG,409.0,21.214448,81.288005,2,https://www.openstreetmap.org
DURG Toll Plaza,national_highway,NH 53,Chhattisgarh,DURG,409.0,21.204506,81.336082,2,https://www.openstreetmap.org
DURG Toll Plaza,national_highway,NH 53,Chhattisgarh,DURG,409.0,21.252722,81.536927,2,https://www.openstreetmap.org
KONDAGAON Toll Plaza,national_highway,NH 30,Chhattisgarh,KONDAGAON,648.0,19.662457,81.65948,1,https://www.openstreetmap.org
KORBA Toll Plaza,national_highway,NH 130,Chhattisgarh,KORBA,404.0,22.454788,82.483258,2,https://www.openstreetmap.org
KORBA Toll Plaza,national_highway,NH 130,Chhattisgarh,KORBA,404.0,22.766539,82.480343,1,https://www.openstreetmap.org
Chuipali toll gate,national_highway,NH 53,Chhattisgarh,MAHASAMUND,411.0,21.29966,82.942826,2,https://www.openstreetmap.org
MAHASAMUND Toll Plaza,national_highway,NH 53,Chhattisgarh,MAHASAMUND,411.0,21.226902,82.42246,2,https://www.openstreetmap.org
MANENDRAGARH-CHIRMIRI-BHARATPUR Toll Plaza,national_highway,NH 43,Chhattisgarh,MANENDRAGARH-CHIRMIRI-BHARATPUR,758.0,23.29444,82.383997,1,https://www.openstreetmap.org
RAIPUR Toll Plaza,national_highway,NH 53,Chhattisgarh,RAIPUR,410.0,21.203015,81.905338,2,https://www.openstreetmap.org
RAIPUR Toll Plaza,national_highway,NH 30,Chhattisgarh,RAIPUR,410.0,21.480404,81.690959,2,https://www.openstreetmap.org
RAJNANDGAON Toll Plaza,national_highway,NH 53,Chhattisgarh,RAJNANDGAON,408.0,21.117924,81.12236,2,https://www.openstreetmap.org
SAKTI Toll Plaza,national_highway,NH 49,Chhattisgarh,SAKTI,759.0,22.017576,82.872707,1,https://www.openstreetmap.org
SURAJPUR Toll Plaza,national_highway,NH 43,Chhattisgarh,SURAJPUR,641.0,23.19521,82.925131,1,https://www.openstreetmap.org
DADRA AND NAGAR HAVELI Toll Plaza,national_highway,NH 848A,Dadra and Nagar Haveli and Daman and Diu,DADRA AND NAGAR HAVELI,496.0,20.273007,72.960493,2,https://www.openstreetmap.org
CENTRAL Toll Plaza,highway_toll,NH 44,Delhi,CENTRAL,95.0,28.640352,77.223193,1,https://www.openstreetmap.org
CENTRAL Toll Plaza,highway_toll,NH 9,Delhi,CENTRAL,95.0,28.694448,77.2154,1,https://www.openstreetmap.org
NAZUL Toll Plaza,highway_toll,NH 24,Delhi,NAZUL,,28.583958,77.294165,1,https://www.openstreetmap.org
NEW DELHI Toll Plaza,highway_toll,NH 48,Delhi,NEW DELHI,94.0,28.554042,77.09087,8,https://www.openstreetmap.org
NEW DELHI Toll Plaza,highway_toll,NH 344M,Delhi,NEW DELHI,94.0,28.558021,77.084923,5,https://www.openstreetmap.org
NEW DELHI Toll Plaza,highway_toll,NH 344M,Delhi,NEW DELHI,94.0,28.559438,77.08531,2,https://www.openstreetmap.org
Harewali Toll Plaza (MCD Toll Delhi),national_highway,NH 344P,Delhi,NORTH,91.0,28.829781,77.023897,1,https://www.openstreetmap.org
NORTH Toll Plaza,national_highway,NH 44,Delhi,NORTH,91.0,28.856314,77.125665,4,https://www.openstreetmap.org
SHAHDARA Toll Plaza,highway_toll,NH 24,Delhi,SHAHDARA,676.0,28.648899,77.316891,4,https://www.openstreetmap.org
SOUTH Toll Plaza,national_highway,NH 148A,Delhi,SOUTH,98.0,28.480985,77.116773,2,https://www.openstreetmap.org
SOUTH EAST Toll Plaza,national_highway,NH 44,Delhi,SOUTH EAST,677.0,28.489915,77.304167,4,https://www.openstreetmap.org
SOUTH EAST Toll Plaza,highway_toll,NH 44,Delhi,SOUTH EAST,677.0,28.58779,77.25298,1,https://www.openstreetmap.org
"Dwarka Expressway Toll Plaza - Towards Yashobhumi, Delhi",highway_toll,NH 344M,Delhi,SOUTH WEST,97.0,28.533985,77.03527,2,https://www.openstreetmap.org
Kapashera Border Toll Booth,highway_toll,NH 48,Delhi,SOUTH WEST,97.0,28.519272,77.081061,1,https://www.openstreetmap.org
SOUTH WEST Toll Plaza,highway_toll,NH 352R,Delhi,SOUTH WEST,97.0,28.619969,76.883802,1,https://www.openstreetmap.org
SOUTH WEST Toll Plaza,highway_toll,NH 352W,Delhi,SOUTH WEST,97.0,28.513055,76.894053,1,https://www.openstreetmap.org
Mundka - Bakkarwala Toll Plaza - Towards IGI Airport (UER-2),national_highway,NH 344M,Delhi,WEST,96.0,28.672931,77.011087,2,https://www.openstreetmap.org
NORTH GOA Toll Plaza,highway_toll,NH 166S,Goa,NORTH GOA,585.0,15.65664,73.947867,1,https://www.openstreetmap.org
NORTH GOA Toll Plaza,national_highway,NH 166S,Goa,NORTH GOA,585.0,15.689414,73.838123,2,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 947,Gujarat,AHMADABAD,474.0,23.00629,72.348888,1,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 48;47,Gujarat,AHMADABAD,474.0,22.98379,72.663798,2,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 48;47,Gujarat,AHMADABAD,474.0,22.968772,72.658633,1,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 48;47,Gujarat,AHMADABAD,474.0,22.968226,72.661897,1,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 48;47,Gujarat,AHMADABAD,474.0,22.9726,72.659696,1,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 48;47,Gujarat,AHMADABAD,474.0,22.97006,72.662101,1,https://www.openstreetmap.org
AHMADABAD Toll Plaza,highway_toll,NH 147,Gujarat,AHMADABAD,474.0,23.12851,72.592547,2,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 751D,Gujarat,AHMADABAD,474.0,22.506555,72.423453,2,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 47,Gujarat,AHMADABAD,474.0,22.630746,72.179292,2,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 48,Gujarat,AHMADABAD,474.0,23.096252,72.686278,2,https://www.openstreetmap.org
AHMADABAD Toll Plaza,highway_toll,NH 48;47,Gujarat,AHMADABAD,474.0,22.975799,72.650395,2,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 47,Gujarat,AHMADABAD,474.0,22.934781,72.519764,2,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 947,Gujarat,AHMADABAD,474.0,23.008367,72.346228,1,https://www.openstreetmap.org
AHMADABAD Toll Plaza,national_highway,NH 47,Gujarat,AHMADABAD,474.0,22.973874,72.47304,7,https://www.openstreetmap.org
AHMADABAD Toll Plaza,highway_toll,NH 147,Gujarat,AHMADABAD,474.0,23.128157,72.517781,2,https://www.openstreetmap.org
ANAND Toll Plaza,national_highway,NH 48,Gujarat,ANAND,482.0,22.453271,73.07058,2,https://www.openstreetmap.org
ARVALLI Toll Plaza,national_highway,NH 48,Gujarat,ARVALLI,650.0,23.616121,73.254322,2,https://www.openstreetmap.org
ARVALLI Toll Plaza,national_highway,NH 48,Gujarat,ARVALLI,650.0,23.719672,73.396443,1,https://www.openstreetmap.org
ARVALLI Toll Plaza,highway_toll,NH 848K,Gujarat,ARVALLI,650.0,23.36435,73.515459,2,https://www.openstreetmap.org
ARVALLI Toll Plaza,national_highway,NH 848K,Gujarat,ARVALLI,650.0,23.505125,73.303402,2,https://www.openstreetmap.org
ARVALLI Toll Plaza,national_highway,NH 48,Gujarat,ARVALLI,650.0,23.717282,73.394465,1,https://www.openstreetmap.org
BANAS KANTHA Toll Plaza,national_highway,NH 27,Gujarat,BANAS KANTHA,469.0,23.912363,71.784034,2,https://www.openstreetmap.org
BANAS KANTHA Toll Plaza,expressway_toll,NH 754K,Gujarat,BANAS KANTHA,469.0,24.378711,71.646675,2,https://www.openstreetmap.org
BANAS KANTHA Toll Plaza,expressway_toll,NH 754K,Gujarat,BANAS KANTHA,469.0,24.381914,71.646901,2,https://www.openstreetmap.org
BANAS KANTHA Toll Plaza,expressway_toll,NH 754K,Gujarat,BANAS KANTHA,469.0,24.587559,71.720257,2,https://www.openstreetmap.org
BANAS KANTHA Toll Plaza,national_highway,NH 168,Gujarat,BANAS KANTHA,469.0,24.494072,72.268975,1,https://www.openstreetmap.org
