village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
Chikhala Kasa,Rajnandgaon,408,441077,village,930,26.59,731A,481.55,Kusumkasa,29.01,Nipania,166.47,Visakhapatnam Port,416.75,ICD Raipur,94.58,Sunauli ICP,770.26,Dr. Babasaheb Ambedkar International Airport (NAG),187.14,MMLP Nagpur (Sindi),205.95,Vedadri Terminal,429.02,FCI FSD Durg,62.88
Dhobni,Rajnandgaon,408,441074,village,930,26.99,731A,478.83,Kusumkasa,28.14,Nipania,162.38,Visakhapatnam Port,417.1,ICD Raipur,90.53,Sunauli ICP,766.71,Dr. Babasaheb Ambedkar International Airport (NAG),189.7,MMLP Nagpur (Sindi),209.24,Vedadri Terminal,432.11,FCI FSD Durg,58.8
Gota Tola,Rajnandgaon,408,441022,village,930,27.4,731A,477.53,Kusumkasa,28.56,Nipania,161.06,Visakhapatnam Port,417.79,ICD Raipur,89.33,Sunauli ICP,765.29,Dr. Babasaheb Ambedkar International Airport (NAG),190.08,MMLP Nagpur (Sindi),209.96,Vedadri Terminal,433.48,FCI FSD Durg,57.46
Lalu Tola,Rajnandgaon,408,441073,village,930,28.87,731A,478.33,Kusumkasa,30.33,Nipania,163.79,Visakhapatnam Port,418.94,ICD Raipur,92.3,Sunauli ICP,767.01,Dr. Babasaheb Ambedkar International Airport (NAG),187.24,MMLP Nagpur (Sindi),206.89,Vedadri Terminal,432.3,FCI FSD Durg,60.16
Parewadeeh,Rajnandgaon,408,441083,village,930,26.1,731A,477.87,Kusumkasa,27.27,Nipania,160.23,Visakhapatnam Port,416.66,ICD Raipur,88.28,Sunauli ICP,765.13,Dr. Babasaheb Ambedkar International Airport (NAG),191.58,MMLP Nagpur (Sindi),211.39,Vedadri Terminal,433.35,FCI FSD Durg,56.68
Bawli,Rajnandgaon,408,441081,village,930,24.0,731A,475.93,Kusumkasa,25.29,Nipania,154.87,Visakhapatnam Port,415.05,ICD Raipur,82.55,Sunauli ICP,761.49,Dr. Babasaheb Ambedkar International Airport (NAG),196.77,MMLP Nagpur (Sindi),217.11,Vedadri Terminal,436.12,FCI FSD Durg,51.49
Umarwahi,Rajnandgaon,408,441068,village,53,26.26,731A,475.43,Kusumkasa,29.56,Nipania,159.11,Visakhapatnam Port,419.09,ICD Raipur,87.64,Sunauli ICP,763.08,Dr. Babasaheb Ambedkar International Airport (NAG),190.44,MMLP Nagpur (Sindi),210.86,Vedadri Terminal,435.65,FCI FSD Durg,55.49
Turregarh,Rajnandgaon,408,441069,village,53,25.8,731A,475.48,BAKAL,33.11,Nipania,163.86,Visakhapatnam Port,422.86,ICD Raipur,93.18,Sunauli ICP,765.18,Dr. Babasaheb Ambedkar International Airport (NAG),184.11,MMLP Nagpur (Sindi),204.5,Vedadri Terminal,434.81,FCI FSD Durg,60.26
Nandiya,Rajnandgaon,408,441025,village,53,24.84,731A,474.72,BAKAL,33.62,Nipania,165.8,Visakhapatnam Port,425.48,ICD Raipur,95.67,Sunauli ICP,765.5,Dr. Babasaheb Ambedkar International Airport (NAG),180.74,MMLP Nagpur (Sindi),201.33,Vedadri Terminal,435.23,FCI FSD Durg,62.31
Ayabandha,Rajnandgaon,408,441067,village,53,23.4,731A,473.06,BAKAL,30.8,Nipania,162.18,Visakhapatnam Port,424.75,ICD Raipur,91.93,Sunauli ICP,762.86,Dr. Babasaheb Ambedkar International Airport (NAG),183.86,MMLP Nagpur (Sindi),204.89,Vedadri Terminal,437.23,FCI FSD Durg,58.65
Ghupsal,Rajnandgaon,408,441021,village,53,22.64,731A,472.68,MUSRA,33.77,Nipania,167.8,Visakhapatnam Port,429.85,ICD Raipur,98.64,Sunauli ICP,764.96,Dr. Babasaheb Ambedkar International Airport (NAG),176.07,MMLP Nagpur (Sindi),197.23,Vedadri Terminal,436.88,FCI FSD Durg,64.65
Charbhatha,Rajnandgaon,408,441023,village,53,23.63,731A,473.58,BAKAL,33.34,Nipania,166.31,Visakhapatnam Port,427.43,ICD Raipur,96.62,Sunauli ICP,764.95,Dr. Babasaheb Ambedkar International Airport (NAG),178.91,MMLP Nagpur (Sindi),199.81,Vedadri Terminal,436.21,FCI FSD Durg,62.96
Garrapar,Rajnandgaon,408,440992,village,53,21.48,731A,472.25,PANIAJOB,33.96,Nipania,172.03,Visakhapatnam Port,433.93,ICD Raipur,103.74,Sunauli ICP,766.39,Dr. Babasaheb Ambedkar International Airport (NAG),170.14,MMLP Nagpur (Sindi),191.47,Vedadri Terminal,436.94,FCI FSD Durg,69.32
Latmeta,Rajnandgaon,408,441018,village,53,21.24,731A,471.26,MUSRA,32.81,Nipania,167.63,Visakhapatnam Port,431.56,ICD Raipur,98.87,Sunauli ICP,763.92,Dr. Babasaheb Ambedkar International Airport (NAG),174.95,MMLP Nagpur (Sindi),196.5,Vedadri Terminal,438.22,FCI FSD Durg,64.65
Ban Nawagaon,Rajnandgaon,408,441063,village,53,21.14,731A,470.53,BAKAL,27.51,Nipania,158.41,Visakhapatnam Port,425.1,ICD Raipur,88.26,Sunauli ICP,759.57,Dr. Babasaheb Ambedkar International Airport (NAG),186.34,MMLP Nagpur (Sindi),208.01,Vedadri Terminal,440.06,FCI FSD Durg,54.88
Ramtarai,Rajnandgaon,408,440971,village,543,20.37,731A,471.5,PANIAJOB,33.81,Sindi,176.61,Visakhapatnam Port,440.36,ICD Raipur,111.46,Sunauli ICP,768.39,Dr. Babasaheb Ambedkar International Airport (NAG),161.19,MMLP Nagpur (Sindi),182.87,Vedadri Terminal,437.42,FCI FSD Durg,76.56
Sambalpur,Rajnandgaon,408,441065,village,53,22.24,731A,470.73,BAKAL,26.5,Nipania,153.73,Visakhapatnam Port,421.19,ICD Raipur,82.68,Sunauli ICP,757.66,Dr. Babasaheb Ambedkar International Airport (NAG),192.77,MMLP Nagpur (Sindi),214.38,Talcher Terminal,439.83,FCI FSD Durg,50.09
Joshilamti,Rajnandgaon,408,440986,village,53,18.77,731A,469.74,PANIAJOB,31.39,Nipania,171.63,Visakhapatnam Port,436.86,ICD Raipur,104.06,Sunauli ICP,764.47,Dr. Babasaheb Ambedkar International Airport (NAG),168.36,MMLP Nagpur (Sindi),190.41,Vedadri Terminal,439.38,FCI FSD Durg,69.33
Dama Banjari,Rajnandgaon,408,440967,village,543,17.96,731A,470.09,PANIAJOB,33.61,Kalmeshwar,172.21,Visakhapatnam Port,444.48,ICD Raipur,115.04,Sunauli ICP,768.41,Dr. Babasaheb Ambedkar International Airport (NAG),156.54,MMLP Nagpur (Sindi),178.73,Vedadri Terminal,438.83,FCI FSD Durg,79.88
Gidarri,Rajnandgaon,408,441047,village,53,19.7,731A,468.61,BAKAL,24.62,Nipania,153.77,Visakhapatnam Port,424.05,ICD Raipur,83.4,Sunauli ICP,756.29,Dr. Babasaheb Ambedkar International Airport (NAG),190.57,MMLP Nagpur (Sindi),212.72,Talcher Terminal,441.72,FCI FSD Durg,50.19
Pathandodgi,Rajnandgaon,408,440984,village,53,18.26,731A,469.02,PANIAJOB,30.72,Nipania,170.17,Visakhapatnam Port,436.57,ICD Raipur,102.58,Sunauli ICP,763.39,Dr. Babasaheb Ambedkar International Airport (NAG),169.6,MMLP Nagpur (Sindi),191.83,Vedadri Terminal,440.15,FCI FSD Durg,67.84
Kolihalamti,Rajnandgaon,408,440985,village,53,17.06,731A,468.15,PANIAJOB,29.83,Nipania,172.09,Visakhapatnam Port,439.29,ICD Raipur,105.12,Sunauli ICP,763.54,Dr. Babasaheb Ambedkar International Airport (NAG),166.37,MMLP Nagpur (Sindi),188.9,Vedadri Terminal,440.89,FCI FSD Durg,70.17
Chirchari Kalan,Rajnandgaon,408,440993,village,53,18.47,731A,468.49,PANIAJOB,30.47,Nipania,167.67,Visakhapatnam Port,435.2,ICD Raipur,99.81,Sunauli ICP,762.02,Dr. Babasaheb Ambedkar International Airport (NAG),172.34,MMLP Nagpur (Sindi),194.68,Vedadri Terminal,440.83,FCI FSD Durg,65.17
Salhe,Rajnandgaon,408,441041,village,53,18.49,731A,467.99,BAKAL,25.84,Nipania,158.34,Visakhapatnam Port,428.4,ICD Raipur,88.99,Sunauli ICP,757.83,Dr. Babasaheb Ambedkar International Airport (NAG),183.98,MMLP Nagpur (Sindi),206.31,Vedadri Terminal,442.34,FCI FSD Durg,55.05
Choraha Banjari,Rajnandgaon,408,440994,village,53,17.29,731A,467.21,DONGARGARH,29.37,Nipania,165.92,Visakhapatnam Port,435.43,ICD Raipur,98.18,Sunauli ICP,760.42,Dr. Babasaheb Ambedkar International Airport (NAG),173.45,MMLP Nagpur (Sindi),196.11,Vedadri Terminal,442.19,FCI FSD Durg,63.47
Bhakurra,Rajnandgaon,408,440962,village,53,18.52,731A,468.21,PANIAJOB,32.06,Kalmeshwar,171.28,Visakhapatnam Port,446.31,ICD Raipur,114.91,Sunauli ICP,766.81,Dr. Babasaheb Ambedkar International Airport (NAG),155.75,MMLP Nagpur (Sindi),178.53,Vedadri Terminal,440.72,FCI FSD Durg,79.63
Muchedand,Rajnandgaon,408,441035,village,53,16.3,731A,466.1,BAKAL,25.22,Nipania,159.0,Visakhapatnam Port,431.37,ICD Raipur,90.4,Sunauli ICP,756.83,Dr. Babasaheb Ambedkar International Airport (NAG),181.37,MMLP Nagpur (Sindi),204.22,Vedadri Terminal,443.96,FCI FSD Durg,56.03
Mahrum,Rajnandgaon,408,441051,village,53,16.39,731A,465.11,RAJ NANDGAON,20.4,Nipania,147.68,Visakhapatnam Port,424.11,ICD Raipur,77.33,Sunauli ICP,751.33,Dr. Babasaheb Ambedkar International Airport (NAG),195.2,MMLP Nagpur (Sindi),218.19,Talcher Terminal,436.6,FCI FSD Durg,44.07
Deori,Rajnandgaon,408,441034,village,53,16.32,731A,465.84,BAKAL,24.0,Nipania,157.18,Visakhapatnam Port,430.3,ICD Raipur,88.34,Sunauli ICP,755.89,Dr. Babasaheb Ambedkar International Airport (NAG),183.48,MMLP Nagpur (Sindi),206.38,Vedadri Terminal,444.44,FCI FSD Durg,54.08
Khursi Tikul,Rajnandgaon,408,441032,village,53,14.64,731A,464.44,BAKAL,23.8,Nipania,157.96,Visakhapatnam Port,432.71,ICD Raipur,89.74,Sunauli ICP,755.27,Dr. Babasaheb Ambedkar International Airport (NAG),181.21,MMLP Nagpur (Sindi),204.49,Vedadri Terminal,445.61,FCI FSD Durg,55.17
Jhadi Khairi,Rajnandgaon,408,440938,village,543,13.84,731A,465.45,PANIAJOB,31.48,Kalmeshwar,166.44,Visakhapatnam Port,451.44,ICD Raipur,118.07,Sunauli ICP,765.52,Dr. Babasaheb Ambedkar International Airport (NAG),151.1,MMLP Nagpur (Sindi),174.86,Vedadri Terminal,443.58,FCI FSD Durg,82.57
Somajhitiya,Rajnandgaon,408,441007,village,53,12.34,731A,462.2,MUSRA,22.35,Nipania,157.55,Visakhapatnam Port,435.26,ICD Raipur,90.04,Sunauli ICP,753.55,Dr. Babasaheb Ambedkar International Airport (NAG),179.8,MMLP Nagpur (Sindi),203.67,Vedadri Terminal,447.71,FCI FSD Durg,55.16
Bucha Tola,Rajnandgaon,408,440947,village,53,15.34,731A,465.1,PANIAJOB,28.93,Kalmeshwar,171.52,Visakhapatnam Port,448.18,ICD Raipur,113.16,Sunauli ICP,763.65,Dr. Babasaheb Ambedkar International Airport (NAG),156.24,MMLP Nagpur (Sindi),179.91,Vedadri Terminal,443.82,FCI FSD Durg,77.73
Bakhru Tola,Rajnandgaon,408,440935,village,53,12.82,731A,462.5,PANIAJOB,27.31,Kalmeshwar,169.45,Visakhapatnam Port,451.32,ICD Raipur,113.92,Sunauli ICP,761.71,Dr. Babasaheb Ambedkar International Airport (NAG),154.37,MMLP Nagpur (Sindi),178.87,Vedadri Terminal,446.45,FCI FSD Durg,78.35
Jantar,Rajnandgaon,408,441135,village,53,9.25,731A,459.28,DONGARGARH,21.41,Nipania,159.79,Visakhapatnam Port,440.67,ICD Raipur,93.75,Sunauli ICP,752.4,Dr. Babasaheb Ambedkar International Airport (NAG),174.58,MMLP Nagpur (Sindi),199.32,Vedadri Terminal,450.2,FCI FSD Durg,58.43
Panduka,Rajnandgaon,408,441006,village,53,11.72,731A,461.62,MUSRA,22.09,Nipania,157.85,Visakhapatnam Port,436.24,ICD Raipur,90.61,Sunauli ICP,753.27,Dr. Babasaheb Ambedkar International Airport (NAG),178.91,MMLP Nagpur (Sindi),202.96,Vedadri Terminal,448.22,FCI FSD Durg,55.64
Renga Kathera,Rajnandgaon,408,441144,village,53,10.92,731A,460.76,MUSRA,20.74,Nipania,156.09,Visakhapatnam Port,435.99,ICD Raipur,88.84,Sunauli ICP,751.95,Dr. Babasaheb Ambedkar International Airport (NAG),180.43,MMLP Nagpur (Sindi),204.67,Vedadri Terminal,449.22,FCI FSD Durg,53.85
Badgaon  Charbhatha,Rajnandgaon,408,441164,village,53,16.52,731A,464.72,BAKAL,20.52,Nipania,149.82,Visakhapatnam Port,426.19,ICD Raipur,80.0,Sunauli ICP,752.01,Dr. Babasaheb Ambedkar International Airport (NAG),192.02,MMLP Nagpur (Sindi),215.12,Talcher Terminal,439.75,FCI FSD Durg,46.32
Mohad,Rajnandgaon,408,441152,village,53,13.4,731A,463.15,BAKAL,22.46,Nipania,156.79,Visakhapatnam Port,433.48,ICD Raipur,88.81,Sunauli ICP,753.89,Dr. Babasaheb Ambedkar International Airport (NAG),181.57,MMLP Nagpur (Sindi),205.18,Vedadri Terminal,446.94,FCI FSD Durg,54.12
Padguda,Rajnandgaon,408,441000,village,53,11.83,731A,461.87,DONGARGARH,24.01,Nipania,161.17,Visakhapatnam Port,438.48,ICD Raipur,94.44,Sunauli ICP,754.79,Dr. Babasaheb Ambedkar International Airport (NAG),174.92,MMLP Nagpur (Sindi),198.98,Vedadri Terminal,447.64,FCI FSD Durg,59.32
Laxman Bharda,Rajnandgaon,408,441005,village,53,9.77,731A,459.65,MUSRA,20.14,Nipania,156.38,Visakhapatnam Port,437.61,ICD Raipur,89.59,Sunauli ICP,751.3,Dr. Babasaheb Ambedkar International Airport (NAG),179.15,MMLP Nagpur (Sindi),203.69,Vedadri Terminal,450.2,FCI FSD Durg,54.45
Padram Tola,Rajnandgaon,408,440907,village,53,11.01,731A,461.27,PANIAJOB,24.18,Nipania,173.1,Visakhapatnam Port,448.78,ICD Raipur,108.65,Sunauli ICP,758.98,Dr. Babasaheb Ambedkar International Airport (NAG),159.51,MMLP Nagpur (Sindi),184.17,Vedadri Terminal,447.65,FCI FSD Durg,73.11
Rudgaon,Rajnandgaon,408,441166,village,53,10.87,731A,459.41,BAKAL,15.61,Nipania,147.92,Visakhapatnam Port,431.66,ICD Raipur,79.64,Sunauli ICP,747.63,Dr. Babasaheb Ambedkar International Airport (NAG),189.68,MMLP Nagpur (Sindi),214.1,Talcher Terminal,441.59,FCI FSD Durg,45.0
Bhakheri,Rajnandgaon,408,441167,village,53,11.59,731A,459.73,BAKAL,15.5,Nipania,146.17,Visakhapatnam Port,429.99,ICD Raipur,77.44,Sunauli ICP,747.1,Dr. Babasaheb Ambedkar International Airport (NAG),192.2,MMLP Nagpur (Sindi),216.51,Talcher Terminal,439.09,FCI FSD Durg,43.02
Bamhni Charbhatha,Rajnandgaon,408,440943,village,53,11.25,731A,461.06,PANIAJOB,24.94,Kalmeshwar,171.81,Visakhapatnam Port,450.7,ICD Raipur,111.08,Sunauli ICP,759.59,Dr. Babasaheb Ambedkar International Airport (NAG),156.85,MMLP Nagpur (Sindi),181.67,Vedadri Terminal,447.85,FCI FSD Durg,75.5
Bharri Tola,Rajnandgaon,408,440923,village,53,11.41,731A,460.98,PANIAJOB,25.87,Kalmeshwar,169.5,Visakhapatnam Port,452.32,ICD Raipur,113.23,Sunauli ICP,760.2,Dr. Babasaheb Ambedkar International Airport (NAG),154.54,MMLP Nagpur (Sindi),179.48,Vedadri Terminal,447.97,FCI FSD Durg,77.61
Khursipar,Rajnandgaon,408,441162,village,53,13.3,731A,461.45,BAKAL,17.18,Nipania,147.06,Visakhapatnam Port,428.42,ICD Raipur,77.87,Sunauli ICP,748.63,Dr. Babasaheb Ambedkar International Airport (NAG),192.59,MMLP Nagpur (Sindi),216.48,Talcher Terminal,438.85,FCI FSD Durg,43.73
Ganeri,Rajnandgaon,408,441137,village,53,8.96,731A,458.85,MUSRA,19.5,Nipania,156.09,Visakhapatnam Port,438.4,ICD Raipur,89.55,Sunauli ICP,750.62,Dr. Babasaheb Ambedkar International Airport (NAG),178.87,MMLP Nagpur (Sindi),203.62,Vedadri Terminal,450.98,FCI FSD Durg,54.33
Purram Tola,Rajnandgaon,408,440900,village,53,8.95,731A,459.09,PANIAJOB,20.87,Nipania,163.57,Visakhapatnam Port,443.85,ICD Raipur,98.27,Sunauli ICP,753.76,Dr. Babasaheb Ambedkar International Airport (NAG),169.7,MMLP Nagpur (Sindi),194.63,Vedadri Terminal,450.1,FCI FSD Durg,62.82
Bagdai,Rajnandgaon,408,441146,village,53,10.29,731A,459.61,BAKAL,16.81,Nipania,150.42,Visakhapatnam Port,433.23,ICD Raipur,82.54,Sunauli ICP,748.81,Dr. Babasaheb Ambedkar International Airport (NAG),186.66,MMLP Nagpur (Sindi),211.08,Talcher Terminal,444.63,FCI FSD Durg,47.74
Barsan Tola,Rajnandgaon,408,441150,village,53,8.87,731A,457.5,BAKAL,13.94,Nipania,147.19,Visakhapatnam Port,433.57,ICD Raipur,79.5,Sunauli ICP,746.01,Dr. Babasaheb Ambedkar International Airport (NAG),188.99,MMLP Nagpur (Sindi),213.88,Talcher Terminal,442.16,FCI FSD Durg,44.58
Alikhunta,Rajnandgaon,408,440860,village,53,8.67,731A,457.89,RAJ NANDGAON,11.21,Nipania,134.13,Visakhapatnam Port,424.06,ICD Raipur,63.71,Sunauli ICP,740.58,Dr. Babasaheb Ambedkar International Airport (NAG),206.13,MMLP Nagpur (Sindi),230.74,Talcher Terminal,425.0,FCI FSD Durg,30.49
Jarhamhaka,Rajnandgaon,408,440897,village,53,7.21,731A,457.5,PANIAJOB,19.22,Nipania,163.21,Visakhapatnam Port,445.53,ICD Raipur,98.44,Sunauli ICP,752.47,Dr. Babasaheb Ambedkar International Airport (NAG),168.95,MMLP Nagpur (Sindi),194.33,Vedadri Terminal,451.66,FCI FSD Durg,62.89
Amlidih,Rajnandgaon,408,441149,village,53,8.37,731A,457.53,BAKAL,14.61,Nipania,148.56,Visakhapatnam Port,434.51,ICD Raipur,81.12,Sunauli ICP,746.61,Dr. Babasaheb Ambedkar International Airport (NAG),187.28,MMLP Nagpur (Sindi),212.19,Talcher Terminal,443.87,FCI FSD Durg,46.12
Ranitarai,Rajnandgaon,408,440867,village,53,8.55,731A,457.91,RAJ NANDGAON,11.07,Nipania,134.98,Visakhapatnam Port,424.6,ICD Raipur,64.73,Sunauli ICP,740.99,Dr. Babasaheb Ambedkar International Airport (NAG),205.04,MMLP Nagpur (Sindi),229.65,Talcher Terminal,426.09,FCI FSD Durg,31.35
Kirgi,Rajnandgaon,408,441168,village,53,9.87,731A,458.01,BAKAL,13.75,Nipania,144.75,Visakhapatnam Port,431.17,ICD Raipur,76.4,Sunauli ICP,745.34,Dr. Babasaheb Ambedkar International Airport (NAG),192.53,MMLP Nagpur (Sindi),217.24,Talcher Terminal,438.64,FCI FSD Durg,41.76
Kutulbod  Bhatagaon,Rajnandgaon,408,441194,village,53,7.72,731A,457.31,RAJ NANDGAON,10.49,Nipania,136.59,Visakhapatnam Port,426.45,ICD Raipur,66.9,Sunauli ICP,741.32,Dr. Babasaheb Ambedkar International Airport (NAG),202.39,MMLP Nagpur (Sindi),227.16,Talcher Terminal,428.72,FCI FSD Durg,33.03
Beltikri,Rajnandgaon,408,440839,village,53,9.48,731A,457.01,RAJ NANDGAON,12.53,Nipania,129.61,Visakhapatnam Port,422.26,ICD Raipur,58.6,Sunauli ICP,737.96,Dr. Babasaheb Ambedkar International Airport (NAG),211.22,MMLP Nagpur (Sindi),236.0,Talcher Terminal,419.84,FCI FSD Durg,26.11
Gungeri Nawagaon,Rajnandgaon,408,441139,village,53,7.36,731A,456.96,MUSRA,16.67,Nipania,152.58,Visakhapatnam Port,438.16,ICD Raipur,86.11,Sunauli ICP,747.87,Dr. Babasaheb Ambedkar International Airport (NAG),181.76,MMLP Nagpur (Sindi),206.93,Talcher Terminal,449.36,FCI FSD Durg,50.84
Chhuikhadan,Rajnandgaon,408,441185,village,53,7.21,731A,456.51,RAJ NANDGAON,11.13,Nipania,139.42,Visakhapatnam Port,429.39,ICD Raipur,70.61,Sunauli ICP,742.03,Dr. Babasaheb Ambedkar International Airport (NAG),198.04,MMLP Nagpur (Sindi),223.04,Talcher Terminal,433.03,FCI FSD Durg,36.16
Maneri,Rajnandgaon,408,441143,village,53,7.92,731A,457.75,MUSRA,17.9,Nipania,154.23,Visakhapatnam Port,438.39,ICD Raipur,87.76,Sunauli ICP,749.09,Dr. Babasaheb Ambedkar International Airport (NAG),180.32,MMLP Nagpur (Sindi),205.32,Talcher Terminal,450.85,FCI FSD Durg,52.5
Bije Bhatha,Rajnandgaon,408,441172,village,53,6.69,731A,456.01,BAKAL,13.74,Nipania,148.43,Visakhapatnam Port,436.34,ICD Raipur,81.57,Sunauli ICP,745.5,Dr. Babasaheb Ambedkar International Airport (NAG),186.2,MMLP Nagpur (Sindi),211.51,Talcher Terminal,444.86,FCI FSD Durg,46.37
Riwa Tola,Rajnandgaon,408,440893,village,53,6.8,731A,456.17,PANIAJOB,18.1,Nipania,161.09,Visakhapatnam Port,445.54,ICD Raipur,96.45,Sunauli ICP,750.69,Dr. Babasaheb Ambedkar International Airport (NAG),170.59,MMLP Nagpur (Sindi),196.26,Vedadri Terminal,453.07,FCI FSD Durg,60.87
Magar Ghokhara,Rajnandgaon,408,440894,village,53,6.17,731A,456.22,PANIAJOB,17.96,Nipania,162.34,Visakhapatnam Port,446.44,ICD Raipur,97.9,Sunauli ICP,751.21,Dr. Babasaheb Ambedkar International Airport (NAG),169.09,MMLP Nagpur (Sindi),194.8,Vedadri Terminal,452.94,FCI FSD Durg,62.3
Medha,Rajnandgaon,408,441181,village,53,7.79,731A,455.9,BAKAL,11.6,Nipania,142.98,Visakhapatnam Port,432.62,ICD Raipur,75.11,Sunauli ICP,743.14,Dr. Babasaheb Ambedkar International Airport (NAG),192.99,MMLP Nagpur (Sindi),218.2,Talcher Terminal,438.06,FCI FSD Durg,40.22
Sonesarar,Rajnandgaon,408,441182,village,53,7.86,731A,456.12,BAKAL,11.9,Nipania,141.57,Visakhapatnam Port,431.36,ICD Raipur,73.34,Sunauli ICP,742.7,Dr. Babasaheb Ambedkar International Airport (NAG),194.96,MMLP Nagpur (Sindi),220.09,Talcher Terminal,436.1,FCI FSD Durg,38.6
Bhejra Tola,Rajnandgaon,408,440915,village,53,7.43,731A,456.99,PANIAJOB,21.91,Kalmeshwar,170.2,Visakhapatnam Port,454.6,ICD Raipur,111.01,Sunauli ICP,756.1,Dr. Babasaheb Ambedkar International Airport (NAG),155.57,MMLP Nagpur (Sindi),181.61,Vedadri Terminal,451.94,FCI FSD Durg,75.3
Jaitgudra,Rajnandgaon,408,440914,village,53,7.18,731A,456.76,BORTALAO,22.56,Kalmeshwar,168.43,Visakhapatnam Port,455.94,ICD Raipur,112.61,Sunauli ICP,756.41,Dr. Babasaheb Ambedkar International Airport (NAG),153.82,MMLP Nagpur (Sindi),180.02,Vedadri Terminal,452.19,FCI FSD Durg,76.88
Kumhalori,Rajnandgaon,408,440838,village,53,9.16,731A,455.59,RAJ NANDGAON,12.27,Nipania,127.71,Visakhapatnam Port,422.89,ICD Raipur,56.85,Sunauli ICP,736.17,Dr. Babasaheb Ambedkar International Airport (NAG),212.38,MMLP Nagpur (Sindi),237.46,Talcher Terminal,418.62,FCI FSD Durg,24.19
Khamhera,Rajnandgaon,408,441133,village,53,6.09,731A,456.05,MUSRA,17.99,Nipania,155.98,Visakhapatnam Port,441.81,ICD Raipur,90.48,Sunauli ICP,748.59,Dr. Babasaheb Ambedkar International Airport (NAG),176.83,MMLP Nagpur (Sindi),202.34,Vedadri Terminal,453.6,FCI FSD Durg,55.01
Margaon,Rajnandgaon,408,441118,village,53,4.77,731A,454.5,MUSRA,14.75,Nipania,151.95,Visakhapatnam Port,440.76,ICD Raipur,86.33,Sunauli ICP,745.88,Dr. Babasaheb Ambedkar International Airport (NAG),180.65,MMLP Nagpur (Sindi),206.46,Talcher Terminal,450.35,FCI FSD Durg,50.85
Jhika,Rajnandgaon,408,441173,village,53,6.55,731A,455.31,BAKAL,12.22,Nipania,146.49,Visakhapatnam Port,435.82,ICD Raipur,79.53,Sunauli ICP,744.22,Dr. Babasaheb Ambedkar International Airport (NAG),188.09,MMLP Nagpur (Sindi),213.52,Talcher Terminal,442.94,FCI FSD Durg,44.34
Asara,Rajnandgaon,408,441130,village,53,7.28,731A,457.1,DONGARGARH,19.28,Nipania,159.74,Visakhapatnam Port,443.35,ICD Raipur,94.51,Sunauli ICP,750.83,Dr. Babasaheb Ambedkar International Airport (NAG),172.95,MMLP Nagpur (Sindi),198.31,Vedadri Terminal,452.27,FCI FSD Durg,59.02
Katenga Tola,Rajnandgaon,408,440911,village,53,6.15,731A,456.5,BORTALAO,23.04,Kalmeshwar,166.02,Visakhapatnam Port,457.76,ICD Raipur,114.82,Sunauli ICP,756.88,Dr. Babasaheb Ambedkar International Airport (NAG),151.43,MMLP Nagpur (Sindi),177.82,Vedadri Terminal,452.52,FCI FSD Durg,79.08
Arjuni,Rajnandgaon,408,441178,village,53,6.83,731A,455.0,BAKAL,10.92,Nipania,143.79,Visakhapatnam Port,434.31,ICD Raipur,76.44,Sunauli ICP,742.88,Dr. Babasaheb Ambedkar International Airport (NAG),191.23,MMLP Nagpur (Sindi),216.68,Talcher Terminal,439.79,FCI FSD Durg,41.35
Surgi,Rajnandgaon,408,440837,village,53,7.94,731A,455.66,RAJ NANDGAON,11.0,Nipania,129.31,Visakhapatnam Port,423.8,ICD Raipur,58.76,Sunauli ICP,736.96,Dr. Babasaheb Ambedkar International Airport (NAG),210.35,MMLP Nagpur (Sindi),235.43,Talcher Terminal,420.65,FCI FSD Durg,25.7
Sukhri,Rajnandgaon,408,441183,village,53,6.47,731A,455.11,BAKAL,11.08,Nipania,140.13,Visakhapatnam Port,431.64,ICD Raipur,72.02,Sunauli ICP,741.39,Dr. Babasaheb Ambedkar International Airport (NAG),195.95,MMLP Nagpur (Sindi),221.3,Talcher Terminal,435.06,FCI FSD Durg,37.2
Singarpur,Rajnandgaon,408,441180,village,53,6.09,731A,454.18,BAKAL,9.88,Nipania,141.85,Visakhapatnam Port,434.01,ICD Raipur,74.46,Sunauli ICP,741.49,Dr. Babasaheb Ambedkar International Airport (NAG),193.0,MMLP Nagpur (Sindi),218.62,Talcher Terminal,437.98,FCI FSD Durg,39.36
Mokhli,Rajnandgaon,408,441184,village,53,5.52,731A,454.77,RAJ NANDGAON,9.71,Nipania,138.4,Visakhapatnam Port,430.91,ICD Raipur,70.09,Sunauli ICP,740.42,Dr. Babasaheb Ambedkar International Airport (NAG),197.85,MMLP Nagpur (Sindi),223.26,Talcher Terminal,433.14,FCI FSD Durg,35.34
