village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
Begar,Chikkamagaluru,570,608916,village,BARKUR,46.55,New Makardhokda,74.45,New Mangalore Port,74.45,ICD Mangalore (Panambur),73.99,Rupaidiha ICP,1733.27,Mangaluru International Airport (IXE),67.88,MMLP Bengaluru (Muddalinganahalli),242.57,Kottapuram Terminal,382.3,FCI Depot Hubballi,205.03
Gandagatta,Chikkamagaluru,570,608923,village,UDUPI,48.7,New Makardhokda,68.61,New Mangalore Port,68.61,ICD Mangalore (Panambur),67.97,Rupaidiha ICP,1740.71,Mangaluru International Airport (IXE),61.73,MMLP Bengaluru (Muddalinganahalli),238.64,Kottapuram Terminal,373.15,FCI Depot Mysuru,198.37
Hadi,Chikkamagaluru,570,608937,village,UDUPI,46.63,New Makardhokda,58.33,New Mangalore Port,58.33,ICD Mangalore (Panambur),57.5,Rupaidiha ICP,1752.79,Mangaluru International Airport (IXE),51.19,MMLP Bengaluru (Muddalinganahalli),238.46,Kottapuram Terminal,361.72,FCI Depot Mysuru,191.94
Hadikiruru,Chikkamagaluru,570,608939,village,NANDIKUR,47.34,New Makardhokda,57.61,New Mangalore Port,57.61,ICD Mangalore (Panambur),56.7,Rupaidiha ICP,1754.52,Mangaluru International Airport (IXE),50.39,MMLP Bengaluru (Muddalinganahalli),236.99,Kottapuram Terminal,359.17,FCI Depot Mysuru,189.58
Haruru (Harur),Chikkamagaluru,570,608930,village,UDUPI,51.19,New Makardhokda,65.47,New Mangalore Port,65.47,ICD Mangalore (Panambur),64.64,Rupaidiha ICP,1746.1,Mangaluru International Airport (IXE),58.34,MMLP Bengaluru (Muddalinganahalli),234.45,Kottapuram Terminal,365.59,FCI Depot Mysuru,191.5
K.Masige,Chikkamagaluru,570,608920,village,BARKUR,43.61,New Makardhokda,69.22,New Mangalore Port,69.22,ICD Mangalore (Panambur),68.77,Rupaidiha ICP,1738.34,Mangaluru International Airport (IXE),62.67,MMLP Bengaluru (Muddalinganahalli),244.71,Kottapuram Terminal,379.01,FCI Depot Mysuru,205.42
Kere,Chikkamagaluru,570,608934,village,UDUPI,39.34,New Makardhokda,56.38,New Mangalore Port,56.38,ICD Mangalore (Panambur),55.79,Rupaidiha ICP,1751.97,Mangaluru International Airport (IXE),49.59,MMLP Bengaluru (Muddalinganahalli),245.95,Kottapuram Terminal,367.2,FCI Depot Mysuru,199.77
Kogodu,Chikkamagaluru,570,608922,village,UDUPI,47.75,New Makardhokda,68.69,New Mangalore Port,68.69,ICD Mangalore (Panambur),68.09,Rupaidiha ICP,1740.19,Mangaluru International Airport (IXE),61.87,MMLP Bengaluru (Muddalinganahalli),239.95,Kottapuram Terminal,374.42,FCI Depot Mysuru,199.89
Kumbaragodu,Chikkamagaluru,570,608917,village,BARKUR,46.59,New Makardhokda,73.5,New Mangalore Port,73.5,ICD Mangalore (Panambur),73.03,Rupaidiha ICP,1734.34,Mangaluru International Airport (IXE),66.9,MMLP Bengaluru (Muddalinganahalli),242.28,Kottapuram Terminal,381.17,FCI Depot Mysuru,205.11
Malanadu,Chikkamagaluru,570,608938,village,UDUPI,52.25,New Makardhokda,64.71,New Mangalore Port,64.71,ICD Mangalore (Panambur),63.82,Rupaidiha ICP,1747.76,Mangaluru International Airport (IXE),57.51,MMLP Bengaluru (Muddalinganahalli),233.1,Kottapuram Terminal,363.21,FCI Depot Mysuru,189.31
Rushyashringapura (Markal),Chikkamagaluru,570,608921,village,UDUPI,44.12,New Makardhokda,66.01,New Mangalore Port,66.01,ICD Mangalore (Panambur),65.48,Rupaidiha ICP,1742.13,Mangaluru International Airport (IXE),59.31,MMLP Bengaluru (Muddalinganahalli),243.33,Kottapuram Terminal,374.7,FCI Depot Mysuru,202.18
Mathuvalli Estate,Chikkamagaluru,570,608932,village,UDUPI,45.29,New Makardhokda,59.76,New Mangalore Port,59.76,ICD Mangalore (Panambur),59.02,Rupaidiha ICP,1750.33,Mangaluru International Airport (IXE),52.73,MMLP Bengaluru (Muddalinganahalli),240.0,Kottapuram Terminal,365.0,FCI Depot Mysuru,194.72
Meega,Chikkamagaluru,570,608919,village,BARKUR,47.52,New Makardhokda,71.06,New Mangalore Port,71.06,ICD Mangalore (Panambur),70.51,Rupaidiha ICP,1737.33,Mangaluru International Airport (IXE),64.33,MMLP Bengaluru (Muddalinganahalli),240.82,Kottapuram Terminal,377.56,FCI Depot Mysuru,202.19
Muduba,Chikkamagaluru,570,608935,village,UDUPI,36.71,New Makardhokda,52.99,New Mangalore Port,52.99,ICD Mangalore (Panambur),52.43,Rupaidiha ICP,1755.0,Mangaluru International Airport (IXE),46.25,MMLP Bengaluru (Muddalinganahalli),248.39,Kottapuram Terminal,365.93,FCI Depot Mysuru,200.7
Bhandigadi,Chikkamagaluru,570,608971,village,Arasalu,48.76,New Makardhokda,84.56,New Mangalore Port,84.56,ICD Mangalore (Panambur),84.0,Rupaidiha ICP,1724.37,Mangaluru International Airport (IXE),77.81,MMLP Bengaluru (Muddalinganahalli),235.05,Kottapuram Terminal,385.87,FCI Depot Hubballi,199.25
Belavinakodige,Chikkamagaluru,570,608987,village,Chikkamanglur,52.47,New Makardhokda,76.49,New Mangalore Port,76.49,ICD Mangalore (Panambur),75.64,Rupaidiha ICP,1736.34,Mangaluru International Airport (IXE),69.33,MMLP Bengaluru (Muddalinganahalli),227.47,Kottapuram Terminal,370.61,FCI Depot Mysuru,190.02
Bilagadde,Chikkamagaluru,570,608978,village,BARKUR,52.87,New Makardhokda,76.85,New Mangalore Port,76.85,ICD Mangalore (Panambur),76.24,Rupaidiha ICP,1732.43,Mangaluru International Airport (IXE),70.02,MMLP Bengaluru (Muddalinganahalli),236.05,Kottapuram Terminal,379.19,FCI Depot Mysuru,200.19
Bhuyanakote,Chikkamagaluru,570,608986,village,Chikkamanglur,52.17,New Makardhokda,78.97,New Mangalore Port,78.97,ICD Mangalore (Panambur),78.15,Rupaidiha ICP,1733.7,Mangaluru International Airport (IXE),71.84,MMLP Bengaluru (Muddalinganahalli),226.83,Kottapuram Terminal,372.7,FCI Depot Mysuru,190.85
Chavalamane,Chikkamagaluru,570,608964,village,Arasalu,46.95,New Makardhokda,84.16,New Mangalore Port,84.16,ICD Mangalore (Panambur),83.72,Rupaidiha ICP,1723.57,Mangaluru International Airport (IXE),77.62,MMLP Bengaluru (Muddalinganahalli),240.14,Kottapuram Terminal,389.54,FCI Depot Hubballi,196.43
Devarahalli,Chikkamagaluru,570,608965,village,Arasalu,50.04,New Makardhokda,81.18,New Mangalore Port,81.18,ICD Mangalore (Panambur),80.72,Rupaidiha ICP,1726.66,Mangaluru International Airport (IXE),74.61,MMLP Bengaluru (Muddalinganahalli),240.33,Kottapuram Terminal,386.9,FCI Depot Hubballi,199.37
Halmathur,Chikkamagaluru,570,608967,village,Arasalu,47.35,New Makardhokda,84.59,New Mangalore Port,84.59,ICD Mangalore (Panambur),84.1,Rupaidiha ICP,1723.6,Mangaluru International Airport (IXE),77.96,MMLP Bengaluru (Muddalinganahalli),237.93,Kottapuram Terminal,388.22,FCI Depot Hubballi,197.34
Hariharapura,Chikkamagaluru,570,608982,village,Arasalu,53.2,New Makardhokda,82.64,New Mangalore Port,82.64,ICD Mangalore (Panambur),81.97,Rupaidiha ICP,1727.72,Mangaluru International Airport (IXE),75.71,MMLP Bengaluru (Muddalinganahalli),231.09,Kottapuram Terminal,380.59,FCI Depot Mysuru,198.01
Heddase,Chikkamagaluru,570,608988,village,Chikkamanglur,49.38,New Makardhokda,78.38,New Mangalore Port,78.38,ICD Mangalore (Panambur),77.48,Rupaidiha ICP,1735.7,Mangaluru International Airport (IXE),71.17,MMLP Bengaluru (Muddalinganahalli),224.34,Kottapuram Terminal,369.43,FCI Depot Mysuru,187.43
Heggadde,Chikkamagaluru,570,608974,village,BARKUR,51.23,New Makardhokda,78.91,New Mangalore Port,78.91,ICD Mangalore (Panambur),78.39,Rupaidiha ICP,1729.48,Mangaluru International Airport (IXE),72.22,MMLP Bengaluru (Muddalinganahalli),238.58,Kottapuram Terminal,383.35,FCI Depot Hubballi,202.8
Heggaru,Chikkamagaluru,570,608973,village,BARKUR,52.08,New Makardhokda,79.74,New Mangalore Port,79.74,ICD Mangalore (Panambur),79.21,Rupaidiha ICP,1728.78,Mangaluru International Airport (IXE),73.03,MMLP Bengaluru (Muddalinganahalli),237.88,Kottapuram Terminal,383.56,FCI Depot Hubballi,202.39
Honagaru,Chikkamagaluru,570,608968,village,BARKUR,51.03,New Makardhokda,80.48,New Mangalore Port,80.48,ICD Mangalore (Panambur),80.0,Rupaidiha ICP,1727.59,Mangaluru International Airport (IXE),73.86,MMLP Bengaluru (Muddalinganahalli),239.46,Kottapuram Terminal,385.56,FCI Depot Hubballi,200.61
Hosur,Chikkamagaluru,570,608970,village,Arasalu,49.73,New Makardhokda,82.76,New Mangalore Port,82.76,ICD Mangalore (Panambur),82.23,Rupaidiha ICP,1725.78,Mangaluru International Airport (IXE),76.06,MMLP Bengaluru (Muddalinganahalli),237.0,Kottapuram Terminal,385.74,FCI Depot Hubballi,199.82
Shirakaradi,Chikkamagaluru,570,608966,village,Arasalu,47.57,New Makardhokda,83.2,New Mangalore Port,83.2,ICD Mangalore (Panambur),82.78,Rupaidiha ICP,1724.34,Mangaluru International Airport (IXE),76.7,MMLP Bengaluru (Muddalinganahalli),241.29,Kottapuram Terminal,389.53,FCI Depot Hubballi,196.74
Kodur,Chikkamagaluru,570,608976,village,BARKUR,49.89,New Makardhokda,76.96,New Mangalore Port,76.96,ICD Mangalore (Panambur),76.45,Rupaidiha ICP,1731.32,Mangaluru International Airport (IXE),70.29,MMLP Bengaluru (Muddalinganahalli),239.5,Kottapuram Terminal,382.23,FCI Depot Mysuru,204.01
Kunimakki,Chikkamagaluru,570,608983,village,Chikkamanglur,55.34,New Makardhokda,81.36,New Mangalore Port,81.36,ICD Mangalore (Panambur),80.63,Rupaidiha ICP,1729.85,Mangaluru International Airport (IXE),74.34,MMLP Bengaluru (Muddalinganahalli),229.29,Kottapuram Terminal,377.63,FCI Depot Mysuru,195.21
Kuppali,Chikkamagaluru,570,608979,village,BARKUR,54.4,New Makardhokda,78.57,New Mangalore Port,78.57,ICD Mangalore (Panambur),77.95,Rupaidiha ICP,1730.95,Mangaluru International Airport (IXE),71.72,MMLP Bengaluru (Muddalinganahalli),234.77,Kottapuram Terminal,379.78,FCI Depot Mysuru,199.75
Melbilre,Chikkamagaluru,570,608980,village,Arasalu,55.1,New Makardhokda,79.62,New Mangalore Port,79.62,ICD Mangalore (Panambur),78.98,Rupaidiha ICP,1730.27,Mangaluru International Airport (IXE),72.73,MMLP Bengaluru (Muddalinganahalli),233.36,Kottapuram Terminal,379.58,FCI Depot Mysuru,198.79
Nilavagilu,Chikkamagaluru,570,608972,village,Arasalu,52.98,New Makardhokda,80.82,New Mangalore Port,80.82,ICD Mangalore (Panambur),80.22,Rupaidiha ICP,1728.5,Mangaluru International Airport (IXE),74.0,MMLP Bengaluru (Muddalinganahalli),234.73,Kottapuram Terminal,381.98,FCI Depot Mysuru,200.99
Shankarapura,Chikkamagaluru,570,608975,village,BARKUR,49.13,New Makardhokda,77.7,New Mangalore Port,77.7,ICD Mangalore (Panambur),77.22,Rupaidiha ICP,1730.26,Mangaluru International Airport (IXE),71.09,MMLP Bengaluru (Muddalinganahalli),240.63,Kottapuram Terminal,383.86,FCI Depot Hubballi,202.78
Shanuvalli,Chikkamagaluru,570,608977,village,BARKUR,52.42,New Makardhokda,78.53,New Mangalore Port,78.53,ICD Mangalore (Panambur),77.97,Rupaidiha ICP,1730.3,Mangaluru International Airport (IXE),71.77,MMLP Bengaluru (Muddalinganahalli),237.06,Kottapuram Terminal,381.71,FCI Depot Mysuru,202.23
Thammadavalli,Chikkamagaluru,570,608985,village,Chikkamanglur,54.38,New Makardhokda,80.07,New Mangalore Port,80.07,ICD Mangalore (Panambur),79.31,Rupaidiha ICP,1731.57,Mangaluru International Airport (IXE),73.01,MMLP Bengaluru (Muddalinganahalli),228.67,Kottapuram Terminal,375.69,FCI Depot Mysuru,193.71
Yadadanti,Chikkamagaluru,570,608981,village,Arasalu,53.01,New Makardhokda,81.77,New Mangalore Port,81.77,ICD Mangalore (Panambur),81.14,Rupaidiha ICP,1728.06,Mangaluru International Airport (IXE),74.9,MMLP Bengaluru (Muddalinganahalli),232.88,Kottapuram Terminal,381.31,FCI Depot Mysuru,199.51
Addada,Chikkamagaluru,570,608996,village,Arasalu,52.19,New Makardhokda,85.26,New Mangalore Port,85.26,ICD Mangalore (Panambur),84.56,Rupaidiha ICP,1725.79,Mangaluru International Airport (IXE),78.28,MMLP Bengaluru (Muddalinganahalli),228.41,Kottapuram Terminal,380.82,FCI Depot Mysuru,196.56
Belagola,Chikkamagaluru,570,609013,village,Chikkamanglur,51.9,New Makardhokda,81.18,New Mangalore Port,81.18,ICD Mangalore (Panambur),80.37,Rupaidiha ICP,1731.4,Mangaluru International Airport (IXE),74.07,MMLP Bengaluru (Muddalinganahalli),226.19,Kottapuram Terminal,374.45,FCI Depot Mysuru,191.5
Bintravalli,Chikkamagaluru,570,609007,village,Masarahalli,48.66,New Makardhokda,89.18,New Mangalore Port,89.18,ICD Mangalore (Panambur),88.36,Rupaidiha ICP,1724.05,Mangaluru International Airport (IXE),82.06,MMLP Bengaluru (Muddalinganahalli),222.03,Kottapuram Terminal,378.88,FCI Depot Mysuru,191.68
Bomlapura,Chikkamagaluru,570,608989,village,Arasalu,49.41,New Makardhokda,85.63,New Mangalore Port,85.63,ICD Mangalore (Panambur),85.01,Rupaidiha ICP,1724.16,Mangaluru International Airport (IXE),78.77,MMLP Bengaluru (Muddalinganahalli),231.9,Kottapuram Terminal,384.26,FCI Depot Hubballi,200.35
Bolapura,Chikkamagaluru,570,608990,village,Arasalu,47.36,New Makardhokda,87.76,New Mangalore Port,87.76,ICD Mangalore (Panambur),87.15,Rupaidiha ICP,1721.97,Mangaluru International Airport (IXE),80.92,MMLP Bengaluru (Muddalinganahalli),231.54,Kottapuram Terminal,386.02,FCI Depot Hubballi,198.4
Gunavanthe,Chikkamagaluru,570,608993,village,Shimoga,46.45,New Makardhokda,91.46,New Mangalore Port,91.46,ICD Mangalore (Panambur),90.75,Rupaidiha ICP,1719.94,Mangaluru International Airport (IXE),84.48,MMLP Bengaluru (Muddalinganahalli),225.68,Kottapuram Terminal,384.58,FCI Depot Mysuru,197.21
Herambapura,Chikkamagaluru,570,609010,village,Chikkamanglur,47.38,New Makardhokda,84.34,New Mangalore Port,84.34,ICD Mangalore (Panambur),83.45,Rupaidiha ICP,1730.04,Mangaluru International Airport (IXE),77.13,MMLP Bengaluru (Muddalinganahalli),221.45,Kottapuram Terminal,373.06,FCI Depot Mysuru,187.85
Hirekodige,Chikkamagaluru,570,608991,village,Arasalu,47.23,New Makardhokda,89.07,New Mangalore Port,89.07,ICD Mangalore (Panambur),88.43,Rupaidiha ICP,1721.17,Mangaluru International Airport (IXE),82.18,MMLP Bengaluru (Muddalinganahalli),229.61,Kottapuram Terminal,385.66,FCI Depot Hubballi,198.46
Kagga,Chikkamagaluru,570,608995,village,Arasalu,49.94,New Makardhokda,86.48,New Mangalore Port,86.48,ICD Mangalore (Panambur),85.82,Rupaidiha ICP,1723.97,Mangaluru International Airport (IXE),79.56,MMLP Bengaluru (Muddalinganahalli),229.71,Kottapuram Terminal,383.2,FCI Depot Mysuru,198.73
Kelakuli,Chikkamagaluru,570,608992,village,Shimoga,42.18,New Makardhokda,95.68,New Mangalore Port,95.68,ICD Mangalore (Panambur),94.99,Rupaidiha ICP,1715.73,Mangaluru International Airport (IXE),88.72,MMLP Bengaluru (Muddalinganahalli),224.5,Kottapuram Terminal,387.71,FCI Depot Hubballi,195.63
Kalasapura,Chikkamagaluru,570,609017,village,Chikkamanglur,46.94,New Makardhokda,83.53,New Mangalore Port,83.53,ICD Mangalore (Panambur),82.62,Rupaidiha ICP,1731.13,Mangaluru International Airport (IXE),76.31,MMLP Bengaluru (Muddalinganahalli),221.24,Kottapuram Terminal,371.94,FCI Depot Mysuru,187.05
Karimane,Chikkamagaluru,570,609016,village,Chikkamanglur,48.35,New Makardhokda,81.71,New Mangalore Port,81.71,ICD Mangalore (Panambur),80.82,Rupaidiha ICP,1732.45,Mangaluru International Airport (IXE),74.5,MMLP Bengaluru (Muddalinganahalli),222.86,Kottapuram Terminal,371.61,FCI Depot Mysuru,187.83
Kesave,Chikkamagaluru,570,608999,village,Shimoga,45.82,New Makardhokda,92.46,New Mangalore Port,92.46,ICD Mangalore (Panambur),91.71,Rupaidiha ICP,1719.78,Mangaluru International Airport (IXE),85.42,MMLP Bengaluru (Muddalinganahalli),223.26,Kottapuram Terminal,383.41,FCI Depot Mysuru,195.13
Koppa (Rural),Chikkamagaluru,570,609002,village,Shimoga,50.5,New Makardhokda,87.5,New Mangalore Port,87.5,ICD Mangalore (Panambur),86.77,Rupaidiha ICP,1723.97,Mangaluru International Airport (IXE),80.49,MMLP Bengaluru (Muddalinganahalli),226.68,Kottapuram Terminal,381.51,FCI Depot Mysuru,195.96
Kumbarkoppa,Chikkamagaluru,570,608994,village,Arasalu,47.76,New Makardhokda,89.65,New Mangalore Port,89.65,ICD Mangalore (Panambur),88.98,Rupaidiha ICP,1721.09,Mangaluru International Airport (IXE),82.72,MMLP Bengaluru (Muddalinganahalli),227.98,Kottapuram Terminal,384.82,FCI Depot Mysuru,198.68
Kunchur,Chikkamagaluru,570,609004,village,Shimoga,53.56,New Makardhokda,84.59,New Mangalore Port,84.59,ICD Mangalore (Panambur),83.84,Rupaidiha ICP,1727.13,Mangaluru International Airport (IXE),77.55,MMLP Bengaluru (Muddalinganahalli),226.98,Kottapuram Terminal,378.81,FCI Depot Mysuru,194.54
Machikoppa,Chikkamagaluru,570,609011,village,Chikkamanglur,48.83,New Makardhokda,82.99,New Mangalore Port,82.99,ICD Mangalore (Panambur),82.13,Rupaidiha ICP,1730.81,Mangaluru International Airport (IXE),75.81,MMLP Bengaluru (Muddalinganahalli),223.04,Kottapuram Terminal,373.23,FCI Depot Mysuru,188.89
Marithotlu,Chikkamagaluru,570,609005,village,Chikkamanglur,51.09,New Makardhokda,84.56,New Mangalore Port,84.56,ICD Mangalore (Panambur),83.76,Rupaidiha ICP,1728.15,Mangaluru International Airport (IXE),77.45,MMLP Bengaluru (Muddalinganahalli),224.71,Kottapuram Terminal,376.61,FCI Depot Mysuru,191.89
Harandur (CT),Chikkamagaluru,570,608998,village,Shimoga,48.27,New Makardhokda,89.91,New Mangalore Port,89.91,ICD Mangalore (Panambur),89.16,Rupaidiha ICP,1722.05,Mangaluru International Airport (IXE),82.87,MMLP Bengaluru (Muddalinganahalli),224.71,Kottapuram Terminal,382.15,FCI Depot Mysuru,195.2
Narasipura,Chikkamagaluru,570,609003,village,Chikkamanglur,53.33,New Makardhokda,82.99,New Mangalore Port,82.99,ICD Mangalore (Panambur),82.22,Rupaidiha ICP,1728.9,Mangaluru International Airport (IXE),75.93,MMLP Bengaluru (Muddalinganahalli),227.1,Kottapuram Terminal,377.26,FCI Depot Mysuru,193.69
Somlapura,Chikkamagaluru,570,609006,village,Chikkamanglur,50.23,New Makardhokda,86.93,New Mangalore Port,86.93,ICD Mangalore (Panambur),86.13,Rupaidiha ICP,1726.04,Mangaluru International Airport (IXE),79.82,MMLP Bengaluru (Muddalinganahalli),223.33,Kottapuram Terminal,377.77,FCI Depot Mysuru,191.78
Thalamakki,Chikkamagaluru,570,609000,village,Masarahalli,44.99,New Makardhokda,92.85,New Mangalore Port,92.85,ICD Mangalore (Panambur),92.03,Rupaidiha ICP,1720.78,Mangaluru International Airport (IXE),85.72,MMLP Bengaluru (Muddalinganahalli),219.96,Kottapuram Terminal,380.72,FCI Depot Mysuru,191.61
Talamakki Estate,Chikkamagaluru,570,609001,village,Masarahalli,47.31,New Makardhokda,90.74,New Mangalore Port,90.74,ICD Mangalore (Panambur),89.95,Rupaidiha ICP,1722.13,Mangaluru International Airport (IXE),83.65,MMLP Bengaluru (Muddalinganahalli),222.32,Kottapuram Terminal,380.78,FCI Depot Mysuru,193.0
Tanudi,Chikkamagaluru,570,609009,village,Chikkamanglur,48.7,New Makardhokda,85.62,New Mangalore Port,85.62,ICD Mangalore (Panambur),84.77,Rupaidiha ICP,1728.06,Mangaluru International Airport (IXE),78.46,MMLP Bengaluru (Muddalinganahalli),222.31,Kottapuram Terminal,375.36,FCI Depot Mysuru,189.74
Thuluvinakoppa,Chikkamagaluru,570,609014,village,Chikkamanglur,50.68,New Makardhokda,80.84,New Mangalore Port,80.84,ICD Mangalore (Panambur),80.0,Rupaidiha ICP,1732.31,Mangaluru International Airport (IXE),73.69,MMLP Bengaluru (Muddalinganahalli),225.14,Kottapuram Terminal,373.02,FCI Depot Mysuru,190.02
Udana,Chikkamagaluru,570,609012,village,Chikkamanglur,50.81,New Makardhokda,82.64,New Mangalore Port,82.64,ICD Mangalore (Panambur),81.81,Rupaidiha ICP,1730.31,Mangaluru International Airport (IXE),75.5,MMLP Bengaluru (Muddalinganahalli),224.9,Kottapuram Terminal,374.73,FCI Depot Mysuru,190.89
Adigebylu,Chikkamagaluru,570,609026,village,Chikkamanglur,39.54,New Makardhokda,82.7,New Mangalore Port,82.7,ICD Mangalore (Panambur),81.62,Rupaidiha ICP,1736.4,Mangaluru International Airport (IXE),75.35,MMLP Bengaluru (Muddalinganahalli),214.71,Kottapuram Terminal,363.44,FCI Depot Mysuru,178.03
Agalagandi,Chikkamagaluru,570,609022,village,Chikkamanglur,50.5,New Makardhokda,72.96,New Mangalore Port,72.96,ICD Mangalore (Panambur),72.01,Rupaidiha ICP,1741.58,Mangaluru International Airport (IXE),65.7,MMLP Bengaluru (Muddalinganahalli),225.87,Kottapuram Terminal,364.79,FCI Depot Mysuru,185.66
Attikudige,Chikkamagaluru,570,609040,village,Chikkamanglur,45.98,New Makardhokda,71.17,New Mangalore Port,71.17,ICD Mangalore (Panambur),70.03,Rupaidiha ICP,1747.47,Mangaluru International Airport (IXE),63.79,MMLP Bengaluru (Muddalinganahalli),221.13,Kottapuram Terminal,356.46,FCI Depot Mysuru,177.83
Vate Bachalakan,Chikkamagaluru,570,609029,village,Chikkamanglur,46.11,New Makardhokda,76.19,New Mangalore Port,76.19,ICD Mangalore (Panambur),75.17,Rupaidiha ICP,1740.26,Mangaluru International Airport (IXE),68.87,MMLP Bengaluru (Muddalinganahalli),221.47,Kottapuram Terminal,363.53,FCI Depot Mysuru,182.19
Byredevaru,Chikkamagaluru,570,609032,village,Chikkamanglur,49.16,New Makardhokda,71.27,New Mangalore Port,71.27,ICD Mangalore (Panambur),70.25,Rupaidiha ICP,1744.67,Mangaluru International Airport (IXE),63.95,MMLP Bengaluru (Muddalinganahalli),224.54,Kottapuram Terminal,361.1,FCI Depot Mysuru,182.68
Devagodu,Chikkamagaluru,570,609043,village,Chikkamanglur,39.81,New Makardhokda,78.12,New Mangalore Port,78.12,ICD Mangalore (Panambur),76.95,Rupaidiha ICP,1742.49,Mangaluru International Airport (IXE),70.73,MMLP Bengaluru (Muddalinganahalli),215.18,Kottapuram Terminal,357.91,FCI Depot Mysuru,174.98
Dayamballi,Chikkamagaluru,570,609018,village,Chikkamanglur,51.5,New Makardhokda,75.09,New Mangalore Port,75.09,ICD Mangalore (Panambur),74.2,Rupaidiha ICP,1738.44,Mangaluru International Airport (IXE),67.88,MMLP Bengaluru (Muddalinganahalli),226.7,Kottapuram Terminal,368.22,FCI Depot Mysuru,188.16
Guddethota,Chikkamagaluru,570,609030,village,Chikkamanglur,46.46,New Makardhokda,74.27,New Mangalore Port,74.27,ICD Mangalore (Panambur),73.22,Rupaidiha ICP,1742.55,Mangaluru International Airport (IXE),66.94,MMLP Bengaluru (Muddalinganahalli),221.86,Kottapuram Terminal,361.58,FCI Depot Mysuru,181.29
Hillikere,Chikkamagaluru,570,609039,village,Chikkamanglur,41.53,New Makardhokda,78.47,New Mangalore Port,78.47,ICD Mangalore (Panambur),77.36,Rupaidiha ICP,1740.53,Mangaluru International Airport (IXE),71.11,MMLP Bengaluru (Muddalinganahalli),216.92,Kottapuram Terminal,360.74,FCI Depot Mysuru,177.74
Haralane,Chikkamagaluru,570,609033,village,Chikkamanglur,53.63,New Makardhokda,67.77,New Mangalore Port,67.77,ICD Mangalore (Panambur),66.81,Rupaidiha ICP,1746.31,Mangaluru International Airport (IXE),60.5,MMLP Bengaluru (Muddalinganahalli),228.98,Kottapuram Terminal,362.13,FCI Depot Mysuru,186.08
Heggaru,Chikkamagaluru,570,609021,village,Chikkamanglur,52.94,New Makardhokda,70.03,New Mangalore Port,70.03,ICD Mangalore (Panambur),69.09,Rupaidiha ICP,1743.82,Mangaluru International Airport (IXE),62.78,MMLP Bengaluru (Muddalinganahalli),228.34,Kottapuram Terminal,364.11,FCI Depot Mysuru,186.8
Herthanakudige,Chikkamagaluru,570,609037,village,Chikkamanglur,45.84,New Makardhokda,72.26,New Mangalore Port,72.26,ICD Mangalore (Panambur),71.15,Rupaidiha ICP,1745.9,Mangaluru International Airport (IXE),64.9,MMLP Bengaluru (Muddalinganahalli),221.12,Kottapuram Terminal,357.97,FCI Depot Mysuru,178.71
Herur,Chikkamagaluru,570,609038,village,Chikkamanglur,43.84,New Makardhokda,76.06,New Mangalore Port,76.06,ICD Mangalore (Panambur),74.97,Rupaidiha ICP,1742.05,Mangaluru International Airport (IXE),68.71,MMLP Bengaluru (Muddalinganahalli),219.24,Kottapuram Terminal,360.58,FCI Depot Mysuru,179.07
Hiregadde,Chikkamagaluru,570,609025,village,Chikkamanglur,41.63,New Makardhokda,83.64,New Mangalore Port,83.64,ICD Mangalore (Panambur),82.62,Rupaidiha ICP,1733.91,Mangaluru International Airport (IXE),76.32,MMLP Bengaluru (Muddalinganahalli),216.47,Kottapuram Terminal,366.74,FCI Depot Mysuru,181.08
Honnagundi,Chikkamagaluru,570,609041,village,Chikkamanglur,43.08,New Makardhokda,73.92,New Mangalore Port,73.92,ICD Mangalore (Panambur),72.76,Rupaidiha ICP,1745.9,Mangaluru International Airport (IXE),66.54,MMLP Bengaluru (Muddalinganahalli),218.3,Kottapuram Terminal,356.37,FCI Depot Mysuru,176.0
Hosuru,Chikkamagaluru,570,609020,village,Chikkamanglur,45.9,New Makardhokda,84.74,New Mangalore Port,84.74,ICD Mangalore (Panambur),83.83,Rupaidiha ICP,1730.32,Mangaluru International Airport (IXE),77.51,MMLP Bengaluru (Muddalinganahalli),220.04,Kottapuram Terminal,372.04,FCI Depot Mysuru,186.4
Huligaradi,Chikkamagaluru,570,609031,village,Chikkamanglur,49.12,New Makardhokda,73.12,New Mangalore Port,73.12,ICD Mangalore (Panambur),72.13,Rupaidiha ICP,1742.24,Mangaluru International Airport (IXE),65.83,MMLP Bengaluru (Muddalinganahalli),224.51,Kottapuram Terminal,363.38,FCI Depot Mysuru,183.99
Jayapura,Chikkamagaluru,570,609024,village,Chikkamanglur,45.41,New Makardhokda,80.18,New Mangalore Port,80.18,ICD Mangalore (Panambur),79.2,Rupaidiha ICP,1735.77,Mangaluru International Airport (IXE),72.9,MMLP Bengaluru (Muddalinganahalli),220.43,Kottapuram Terminal,367.18,FCI Depot Mysuru,183.73
