village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Guirdolim,SOUTH GOA,586,626903,village,CHANDAR,0.4,ICD Mangalore (Panambur),272.54,Mormugao Port,31.44,Mangaluru International Airport (IXE),269.64,Rupaidiha ICP,1600.61
Sernabatim,SOUTH GOA,586,626905,village,SURAVALI,3.2,ICD Mangalore (Panambur),277.25,Mormugao Port,20.93,Mangaluru International Airport (IXE),274.61,Rupaidiha ICP,1606.36
Antoriem,SOUTH GOA,586,626986,village,SANVERDAM CHUCH,3.28,ICD Mangalore (Panambur),270.43,Mormugao Port,39.68,Mangaluru International Airport (IXE),267.33,Rupaidiha ICP,1595.73
Dongurli,SOUTH GOA,586,626992,village,KALEEM,4.31,ICD Mangalore (Panambur),267.67,Mormugao Port,48.43,Mangaluru International Airport (IXE),264.39,Rupaidiha ICP,1592.05
Benaulim (CT),SOUTH GOA,586,626931,village,SURAVALI,3.85,ICD Mangalore (Panambur),275.55,Mormugao Port,22.79,Mangaluru International Airport (IXE),272.89,Rupaidiha ICP,1606.96
Odxel,SOUTH GOA,586,626991,village,SONALIUM,5.16,ICD Mangalore (Panambur),268.1,Mormugao Port,50.9,Mangaluru International Airport (IXE),264.76,Rupaidiha ICP,1589.7
Rumbrem,SOUTH GOA,586,626985,village,SANVERDAM CHUCH,2.84,ICD Mangalore (Panambur),272.04,Mormugao Port,37.7,Mangaluru International Airport (IXE),268.97,Rupaidiha ICP,1595.36
Vanelim,SOUTH GOA,586,626898,village,SURAVALI,1.89,ICD Mangalore (Panambur),277.79,Mormugao Port,20.86,Mangaluru International Airport (IXE),275.12,Rupaidiha ICP,1605.11
Gaundaulim,SOUTH GOA,586,626896,village,SURAVALI,2.15,ICD Mangalore (Panambur),279.19,Mormugao Port,19.36,Mangaluru International Airport (IXE),276.53,Rupaidiha ICP,1604.55
Colva,SOUTH GOA,586,626897,village,SURAVALI,2.45,ICD Mangalore (Panambur),278.48,Mormugao Port,19.9,Mangaluru International Airport (IXE),275.83,Rupaidiha ICP,1605.26
Macasana,SOUTH GOA,586,626902,village,CHANDAR,2.94,ICD Mangalore (Panambur),274.34,Mormugao Port,31.46,Mangaluru International Airport (IXE),271.39,Rupaidiha ICP,1597.98
Seraulim,SOUTH GOA,586,626899,village,SURAVALI,0.69,ICD Mangalore (Panambur),278.18,Mormugao Port,21.08,Mangaluru International Airport (IXE),275.48,Rupaidiha ICP,1603.85
Boma,SOUTH GOA,586,626990,village,SONALIUM,2.13,ICD Mangalore (Panambur),268.91,Mormugao Port,53.09,Mangaluru International Airport (IXE),265.51,Rupaidiha ICP,1587.23
Moissal,SOUTH GOA,586,626983,village,SANVERDAM CHUCH,3.99,ICD Mangalore (Panambur),274.04,Mormugao Port,35.04,Mangaluru International Airport (IXE),271.0,Rupaidiha ICP,1595.11
Margao (M CI),SOUTH GOA,586,252087,village,MADGAON,1.3,ICD Mangalore (Panambur),276.46,Mormugao Port,23.91,Mangaluru International Airport (IXE),273.71,Rupaidiha ICP,1603.08
Duncolim,SOUTH GOA,586,626900,village,SURAVALI,0.45,ICD Mangalore (Panambur),279.27,Mormugao Port,20.28,Mangaluru International Airport (IXE),276.56,Rupaidiha ICP,1602.86
Betalbatim,SOUTH GOA,586,626895,village,MAJORDA,1.95,ICD Mangalore (Panambur),280.02,Mormugao Port,18.76,Mangaluru International Airport (IXE),277.36,Rupaidiha ICP,1603.7
Bandoli,SOUTH GOA,586,626984,village,SANVERDAM CHUCH,4.7,ICD Mangalore (Panambur),273.54,Mormugao Port,37.68,Mangaluru International Airport (IXE),270.45,Rupaidiha ICP,1593.5
Gonsua,SOUTH GOA,586,626894,village,MAJORDA,1.78,ICD Mangalore (Panambur),281.54,Mormugao Port,17.03,Mangaluru International Airport (IXE),278.89,Rupaidiha ICP,1603.28
Calata,SOUTH GOA,586,626891,village,MAJORDA,0.54,ICD Mangalore (Panambur),281.22,Mormugao Port,18.2,Mangaluru International Airport (IXE),278.53,Rupaidiha ICP,1602.09
Sonauli,SOUTH GOA,586,626989,village,DUDH SAGAR,0.82,ICD Mangalore (Panambur),269.8,Mormugao Port,55.4,Mangaluru International Airport (IXE),266.34,Rupaidiha ICP,1584.69
Curtorim (CT),SOUTH GOA,586,626926,village,CHANDAR,3.42,ICD Mangalore (Panambur),275.07,Mormugao Port,28.37,Mangaluru International Airport (IXE),272.2,Rupaidiha ICP,1600.04
Raia (CT),SOUTH GOA,586,626925,village,MADGAON,4.32,ICD Mangalore (Panambur),278.74,Mormugao Port,23.32,Mangaluru International Airport (IXE),275.94,Rupaidiha ICP,1599.92
Camarconda,SOUTH GOA,586,626982,village,SANVERDAM CHUCH,6.21,ICD Mangalore (Panambur),276.22,Mormugao Port,34.18,Mangaluru International Airport (IXE),273.17,Rupaidiha ICP,1593.13
Majorda,SOUTH GOA,586,626892,village,MAJORDA,0.52,ICD Mangalore (Panambur),282.0,Mormugao Port,17.22,Mangaluru International Airport (IXE),279.32,Rupaidiha ICP,1602.0
Nuvem (CT),SOUTH GOA,586,626924,village,SURAVALI,2.28,ICD Mangalore (Panambur),280.54,Mormugao Port,19.95,Mangaluru International Airport (IXE),277.81,Rupaidiha ICP,1600.97
Calem,SOUTH GOA,586,626988,village,KULEM,3.03,ICD Mangalore (Panambur),271.2,Mormugao Port,48.22,Mangaluru International Airport (IXE),267.88,Rupaidiha ICP,1588.14
Camurlim,SOUTH GOA,586,626890,village,SURAVALI,6.46,ICD Mangalore (Panambur),280.79,Mormugao Port,22.78,Mangaluru International Airport (IXE),277.97,Rupaidiha ICP,1597.45
Utorda,SOUTH GOA,586,626893,village,MAJORDA,1.58,ICD Mangalore (Panambur),283.28,Mormugao Port,16.17,Mangaluru International Airport (IXE),280.6,Rupaidiha ICP,1601.06
Sigao,SOUTH GOA,586,626978,village,KULEM,4.14,ICD Mangalore (Panambur),274.25,Mormugao Port,44.88,Mangaluru International Airport (IXE),270.98,Rupaidiha ICP,1587.18
Arossim,SOUTH GOA,586,626884,village,CANSAULIM,1.29,ICD Mangalore (Panambur),284.53,Mormugao Port,14.63,Mangaluru International Airport (IXE),281.87,Rupaidiha ICP,1600.88
Cansaulim,SOUTH GOA,586,626883,village,CANSAULIM,0.14,ICD Mangalore (Panambur),285.72,Mormugao Port,13.66,Mangaluru International Airport (IXE),283.06,Rupaidiha ICP,1600.02
Codli,SOUTH GOA,586,626981,village,SANVERDAM CHUCH,8.07,ICD Mangalore (Panambur),277.12,Mormugao Port,36.34,Mangaluru International Airport (IXE),274.01,Rupaidiha ICP,1590.35
Colem,SOUTH GOA,586,626977,village,KULEM,0.72,ICD Mangalore (Panambur),274.1,Mormugao Port,49.09,Mangaluru International Airport (IXE),270.74,Rupaidiha ICP,1584.38
Caranzol,SOUTH GOA,586,626976,village,CARANZOL,1.63,ICD Mangalore (Panambur),275.06,Mormugao Port,53.38,Mangaluru International Airport (IXE),271.6,Rupaidiha ICP,1580.55
Verna (CT),SOUTH GOA,586,626923,village,VERNA,3.31,ICD Mangalore (Panambur),284.25,Mormugao Port,17.64,Mangaluru International Airport (IXE),281.5,Rupaidiha ICP,1597.77
Cuelim,SOUTH GOA,586,626877,village,VERNA,0.96,ICD Mangalore (Panambur),286.94,Mormugao Port,13.45,Mangaluru International Airport (IXE),284.26,Rupaidiha ICP,1598.3
Loutulim,SOUTH GOA,586,626889,village,VERNA,7.35,ICD Mangalore (Panambur),283.28,Mormugao Port,21.3,Mangaluru International Airport (IXE),280.45,Rupaidiha ICP,1595.55
Sangod,SOUTH GOA,586,626979,village,KALEEM,7.35,ICD Mangalore (Panambur),278.06,Mormugao Port,41.22,Mangaluru International Airport (IXE),274.84,Rupaidiha ICP,1585.72
Nagoa,SOUTH GOA,586,626888,village,VERNA,1.19,ICD Mangalore (Panambur),286.19,Mormugao Port,15.19,Mangaluru International Airport (IXE),283.47,Rupaidiha ICP,1597.53
Pale,SOUTH GOA,586,626878,village,SANKVAL,2.06,ICD Mangalore (Panambur),288.26,Mormugao Port,11.35,Mangaluru International Airport (IXE),285.61,Rupaidiha ICP,1598.64
Chicolna,SOUTH GOA,586,626880,village,SANKVAL,2.34,ICD Mangalore (Panambur),290.21,Mormugao Port,7.64,Mangaluru International Airport (IXE),287.63,Rupaidiha ICP,1600.14
Issorcim,SOUTH GOA,586,626879,village,SANKVAL,1.15,ICD Mangalore (Panambur),290.2,Mormugao Port,8.28,Mangaluru International Airport (IXE),287.59,Rupaidiha ICP,1599.21
Molem,SOUTH GOA,586,626975,village,KULEM,5.8,ICD Mangalore (Panambur),279.13,Mormugao Port,48.45,Mangaluru International Airport (IXE),275.74,Rupaidiha ICP,1579.72
Dabolim,SOUTH GOA,586,626874,village,DABOLIM,0.2,ICD Mangalore (Panambur),292.04,Mormugao Port,6.83,Mangaluru International Airport (IXE),289.44,Rupaidiha ICP,1597.97
Cortalim,SOUTH GOA,586,626887,village,VERNA,3.45,ICD Mangalore (Panambur),289.14,Mormugao Port,13.74,Mangaluru International Airport (IXE),286.41,Rupaidiha ICP,1595.1
Quelossim,SOUTH GOA,586,626876,village,VERNA,5.13,ICD Mangalore (Panambur),289.1,Mormugao Port,15.86,Mangaluru International Airport (IXE),286.31,Rupaidiha ICP,1593.35
Sancoale,SOUTH GOA,586,626886,village,SANKVAL,2.38,ICD Mangalore (Panambur),290.84,Mormugao Port,9.91,Mangaluru International Airport (IXE),288.17,Rupaidiha ICP,1596.51
Sancordem,SOUTH GOA,586,626972,village,KULEM,9.15,ICD Mangalore (Panambur),281.61,Mormugao Port,41.87,Mangaluru International Airport (IXE),278.34,Rupaidiha ICP,1581.69
Chicalim,SOUTH GOA,586,626885,village,DABOLIM,1.34,ICD Mangalore (Panambur),292.3,Mormugao Port,5.8,Mangaluru International Airport (IXE),289.72,Rupaidiha ICP,1598.8
Mormugao (M Cl),SOUTH GOA,586,252084,village,VASCO DA GAMA,0.34,ICD Mangalore (Panambur),294.3,Mormugao Port,2.99,Mangaluru International Airport (IXE),291.77,Rupaidiha ICP,1599.13
Darbandora,SOUTH GOA,586,626971,village,KALEEM,12.6,ICD Mangalore (Panambur),283.0,Mormugao Port,36.11,Mangaluru International Airport (IXE),279.84,Rupaidiha ICP,1584.3
Aglote,SOUTH GOA,586,626973,village,KULEM,12.85,ICD Mangalore (Panambur),285.23,Mormugao Port,39.92,Mangaluru International Airport (IXE),281.98,Rupaidiha ICP,1579.58
Creek,SOUTH GOA,586,626875,village,VASCO DA GAMA,3.15,ICD Mangalore (Panambur),295.45,Mormugao Port,4.63,Mangaluru International Airport (IXE),292.85,Rupaidiha ICP,1595.91
Surla,SOUTH GOA,586,626974,village,CASTLE ROCK,11.73,ICD Mangalore (Panambur),285.31,Mormugao Port,47.03,Mangaluru International Airport (IXE),281.92,Rupaidiha ICP,1574.88
Sirlim,SOUTH GOA,586,626915,village,MADGAON,4.67,ICD Mangalore (Panambur),270.68,Mormugao Port,28.4,Mangaluru International Airport (IXE),267.96,Rupaidiha ICP,1608.15
Rachol,SOUTH GOA,586,626901,village,MADGAON,6.49,ICD Mangalore (Panambur),278.89,Mormugao Port,25.16,Mangaluru International Airport (IXE),276.04,Rupaidiha ICP,1597.76
Cavorem,SOUTH GOA,586,626956,village,BALLI,5.13,ICD Mangalore (Panambur),258.63,Mormugao Port,41.93,Mangaluru International Airport (IXE),255.78,Rupaidiha ICP,1612.23
Cordem,SOUTH GOA,586,626958,village,BALLI,4.94,ICD Mangalore (Panambur),256.51,Mormugao Port,42.6,Mangaluru International Airport (IXE),253.73,Rupaidiha ICP,1616.14
Tiloi,SOUTH GOA,586,626954,village,BALLI,1.97,ICD Mangalore (Panambur),259.7,Mormugao Port,38.98,Mangaluru International Airport (IXE),256.97,Rupaidiha ICP,1615.26
Quitol,SOUTH GOA,586,626951,village,BALLI,6.56,ICD Mangalore (Panambur),261.69,Mormugao Port,35.79,Mangaluru International Airport (IXE),259.08,Rupaidiha ICP,1617.87
Piliem,SOUTH GOA,586,626970,village,SANVERDAM CHUCH,15.52,ICD Mangalore (Panambur),285.35,Mormugao Port,31.71,Mangaluru International Airport (IXE),282.26,Rupaidiha ICP,1585.12
Hodar,SOUTH GOA,586,626937,village,SANVERDAM CHUCH,1.55,ICD Mangalore (Panambur),270.32,Mormugao Port,36.19,Mangaluru International Airport (IXE),267.32,Rupaidiha ICP,1599.05
Xic-Xelvona,SOUTH GOA,586,626935,village,SANVERDAM CHUCH,3.11,ICD Mangalore (Panambur),270.64,Mormugao Port,34.9,Mangaluru International Airport (IXE),267.67,Rupaidiha ICP,1599.86
Angediva,SOUTH GOA,586,627029,village,KARWAR,10.46,ICD Mangalore (Panambur),217.76,Mormugao Port,79.45,Mangaluru International Airport (IXE),215.18,Rupaidiha ICP,1648.44
Ella,NORTH GOA,585,626714,village,KARMALI,1.24,ICD Mangalore (Panambur),301.03,Mormugao Port,16.46,Mangaluru International Airport (IXE),298.2,Rupaidiha ICP,1583.62
Malar,NORTH GOA,585,626711,village,KARMALI,4.3,ICD Mangalore (Panambur),304.06,Mormugao Port,18.05,Mangaluru International Airport (IXE),301.23,Rupaidiha ICP,1581.08
Chorao,NORTH GOA,585,626706,village,KARMALI,6.36,ICD Mangalore (Panambur),305.79,Mormugao Port,16.57,Mangaluru International Airport (IXE),303.0,Rupaidiha ICP,1581.77
Calvim,NORTH GOA,585,626685,village,THIVIM,7.37,ICD Mangalore (Panambur),308.58,Mormugao Port,19.55,Mangaluru International Airport (IXE),305.76,Rupaidiha ICP,1578.63
Ucassaim,NORTH GOA,585,626681,village,THIVIM,6.27,ICD Mangalore (Panambur),312.35,Mormugao Port,19.17,Mangaluru International Airport (IXE),309.62,Rupaidiha ICP,1579.23
Guirim,NORTH GOA,585,626693,village,THIVIM,9.93,ICD Mangalore (Panambur),312.09,Mormugao Port,16.86,Mangaluru International Airport (IXE),309.43,Rupaidiha ICP,1582.35
Assonora,NORTH GOA,585,626668,village,THIVIM,2.43,ICD Mangalore (Panambur),314.25,Mormugao Port,25.15,Mangaluru International Airport (IXE),311.39,Rupaidiha ICP,1572.91
Morgim,NORTH GOA,585,626661,village,PERNEM,11.93,ICD Pune,316.0,Mormugao Port,24.51,Mangaluru International Airport (IXE),318.79,Rupaidiha ICP,1579.55
Colvale,NORTH GOA,585,626691,village,THIVIM,4.95,ICD Pune,315.58,Mormugao Port,24.25,Mangaluru International Airport (IXE),315.2,Rupaidiha ICP,1574.92
Santona,SOUTH GOA,586,626987,village,KALEEM,4.32,ICD Mangalore (Panambur),271.78,Mormugao Port,40.17,Mangaluru International Airport (IXE),268.65,Rupaidiha ICP,1593.62
Murda (CT),NORTH GOA,585,626731,village,KARMALI,7.74,ICD Mangalore (Panambur),301.26,Mormugao Port,9.5,Mangaluru International Airport (IXE),298.59,Rupaidiha ICP,1588.92
Morombi-O-Pequeno(Merces),NORTH GOA,585,626739,village,KARMALI,8.64,ICD Mangalore (Panambur),302.88,Mormugao Port,9.96,Mangaluru International Airport (IXE),300.21,Rupaidiha ICP,1588.16
Gangem,SOUTH GOA,586,626852,village,KARMALI,18.25,ICD Mangalore (Panambur),290.38,Mormugao Port,32.08,Mangaluru International Airport (IXE),287.26,Rupaidiha ICP,1580.31
Conquirem,NORTH GOA,585,626841,village,KULEM,19.47,ICD Mangalore (Panambur),290.08,Mormugao Port,34.09,Mangaluru International Airport (IXE),286.93,Rupaidiha ICP,1579.2
Ambarim,NORTH GOA,585,626705,village,THIVIM,7.37,ICD Mangalore (Panambur),308.84,Mormugao Port,18.67,Mangaluru International Airport (IXE),306.05,Rupaidiha ICP,1579.42
Caraim,NORTH GOA,585,626707,village,KARMALI,6.98,ICD Mangalore (Panambur),306.74,Mormugao Port,18.39,Mangaluru International Airport (IXE),303.93,Rupaidiha ICP,1579.99
Ambelim,SOUTH GOA,586,626922,village,BALLI,4.0,ICD Mangalore (Panambur),263.75,Mormugao Port,34.48,Mangaluru International Airport (IXE),261.06,Rupaidiha ICP,1614.0
Canca,NORTH GOA,585,626677,village,THIVIM,9.46,ICD Mangalore (Panambur),313.93,Mormugao Port,18.5,Mangaluru International Airport (IXE),311.27,Rupaidiha ICP,1581.16
Casnem,NORTH GOA,585,626641,village,PERNEM,2.16,ICD Pune,305.29,Mormugao Port,34.37,Pune Airport (PNQ),312.22,Rupaidiha ICP,1566.12
Amberem,NORTH GOA,585,626643,village,PERNEM,3.34,ICD Pune,304.37,Mormugao Port,35.38,Pune Airport (PNQ),311.27,Rupaidiha ICP,1564.88
Chopdem,NORTH GOA,585,626656,village,PERNEM,9.89,ICD Pune,315.0,Mormugao Port,25.01,Mangaluru International Airport (IXE),318.86,Rupaidiha ICP,1577.82
Cormonem,SOUTH GOA,586,626980,village,KALEEM,4.74,ICD Mangalore (Panambur),274.87,Mormugao Port,40.07,Mangaluru International Airport (IXE),271.7,Rupaidiha ICP,1590.04
Gandaulim,NORTH GOA,585,626713,village,KARMALI,2.67,ICD Mangalore (Panambur),301.24,Mormugao Port,18.8,Mangaluru International Airport (IXE),298.37,Rupaidiha ICP,1581.78
Moitem,NORTH GOA,585,626667,village,THIVIM,3.04,ICD Mangalore (Panambur),314.94,Mormugao Port,26.42,Mangaluru International Airport (IXE),312.06,Rupaidiha ICP,1571.64
Morombi-O-Grande(Merces),NORTH GOA,585,626737,village,KARMALI,6.29,ICD Mangalore (Panambur),301.36,Mormugao Port,10.91,Mangaluru International Airport (IXE),298.65,Rupaidiha ICP,1587.74
Narao,NORTH GOA,585,626712,village,KARMALI,4.32,ICD Mangalore (Panambur),303.74,Mormugao Port,19.11,Mangaluru International Airport (IXE),300.88,Rupaidiha ICP,1580.38
Ponolem,NORTH GOA,585,626684,village,THIVIM,6.94,ICD Mangalore (Panambur),308.98,Mormugao Port,20.38,Mangaluru International Airport (IXE),306.15,Rupaidiha ICP,1577.82
Punola,NORTH GOA,585,626680,village,THIVIM,7.13,ICD Mangalore (Panambur),312.37,Mormugao Port,18.6,Mangaluru International Airport (IXE),309.65,Rupaidiha ICP,1579.96
Revora,NORTH GOA,585,626664,village,THIVIM,3.2,ICD Pune,313.42,Mormugao Port,26.97,Mangaluru International Airport (IXE),316.14,Rupaidiha ICP,1571.67
Pernem (M Cl),NORTH GOA,585,252057,village,PERNEM,3.06,ICD Pune,306.86,Mormugao Port,32.74,Pune Airport (PNQ),313.85,Rupaidiha ICP,1569.07
Cuncolim (M Cl),SOUTH GOA,586,252095,village,BALLI,3.25,ICD Mangalore (Panambur),264.61,Mormugao Port,34.81,Mangaluru International Airport (IXE),261.84,Rupaidiha ICP,1610.87
Assolna,SOUTH GOA,586,626919,village,BALLI,5.72,ICD Mangalore (Panambur),266.03,Mormugao Port,32.27,Mangaluru International Airport (IXE),263.34,Rupaidiha ICP,1612.5
Virdi,NORTH GOA,585,924826,village,KARMALI,9.08,ICD Mangalore (Panambur),303.75,Mormugao Port,25.2,Mangaluru International Airport (IXE),300.78,Rupaidiha ICP,1575.82
,SOUTH GOA,586,INGA025,village,VASCO DA GAMA,8.13,ICD Mangalore (Panambur),291.38,Mormugao Port,8.48,Mangaluru International Airport (IXE),288.99,Rupaidiha ICP,1606.54
,SOUTH GOA,586,INGA024,village,VASCO DA GAMA,7.31,ICD Mangalore (Panambur),291.57,Mormugao Port,7.77,Mangaluru International Airport (IXE),289.17,Rupaidiha ICP,1605.79
,SOUTH GOA,586,INGA023,village,VASCO DA GAMA,6.77,ICD Mangalore (Panambur),291.31,Mormugao Port,7.48,Mangaluru International Airport (IXE),288.89,Rupaidiha ICP,1605.41
,SOUTH GOA,586,INGA019,village,VASCO DA GAMA,7.46,ICD Mangalore (Panambur),291.69,Mormugao Port,7.83,Mangaluru International Airport (IXE),289.29,Rupaidiha ICP,1605.88
,SOUTH GOA,586,INGA017,village,VASCO DA GAMA,6.6,ICD Mangalore (Panambur),291.26,Mormugao Port,7.37,Mangaluru International Airport (IXE),288.84,Rupaidiha ICP,1605.27
,SOUTH GOA,586,INGA021,village,VASCO DA GAMA,6.74,ICD Mangalore (Panambur),291.37,Mormugao Port,7.42,Mangaluru International Airport (IXE),288.95,Rupaidiha ICP,1605.36
,SOUTH GOA,586,INGA022,village,VASCO DA GAMA,6.91,ICD Mangalore (Panambur),291.48,Mormugao Port,7.5,Mangaluru International Airport (IXE),289.07,Rupaidiha ICP,1605.48
,SOUTH GOA,586,INGA020,village,VASCO DA GAMA,6.88,ICD Mangalore (Panambur),291.43,Mormugao Port,7.5,Mangaluru International Airport (IXE),289.01,Rupaidiha ICP,1605.47
,SOUTH GOA,586,INGA016,village,VASCO DA GAMA,6.53,ICD Mangalore (Panambur),291.24,Mormugao Port,7.33,Mangaluru International Airport (IXE),288.82,Rupaidiha ICP,1605.21
,SOUTH GOA,586,INGA018,village,VASCO DA GAMA,6.67,ICD Mangalore (Panambur),291.34,Mormugao Port,7.39,Mangaluru International Airport (IXE),288.92,Rupaidiha ICP,1605.31
,SOUTH GOA,586,INGA015,village,VASCO DA GAMA,6.11,ICD Mangalore (Panambur),290.99,Mormugao Port,7.17,Mangaluru International Airport (IXE),288.55,Rupaidiha ICP,1604.87
,SOUTH GOA,586,INGA014,village,VASCO DA GAMA,5.85,ICD Mangalore (Panambur),291.08,Mormugao Port,6.97,Mangaluru International Airport (IXE),288.64,Rupaidiha ICP,1604.62
,SOUTH GOA,586,INGA013,village,VASCO DA GAMA,6.93,ICD Mangalore (Panambur),291.8,Mormugao Port,7.38,Mangaluru International Airport (IXE),289.39,Rupaidiha ICP,1605.4
,SOUTH GOA,586,INGA008,village,VASCO DA GAMA,6.75,ICD Mangalore (Panambur),291.93,Mormugao Port,7.19,Mangaluru International Airport (IXE),289.52,Rupaidiha ICP,1605.21
,SOUTH GOA,586,INGA007,village,VASCO DA GAMA,6.12,ICD Mangalore (Panambur),291.74,Mormugao Port,6.82,Mangaluru International Airport (IXE),289.31,Rupaidiha ICP,1604.74
,SOUTH GOA,586,INGA006,village,VASCO DA GAMA,6.22,ICD Mangalore (Panambur),291.84,Mormugao Port,6.84,Mangaluru International Airport (IXE),289.42,Rupaidiha ICP,1604.8
,SOUTH GOA,586,INGA012,village,VASCO DA GAMA,6.34,ICD Mangalore (Panambur),291.42,Mormugao Port,7.12,Mangaluru International Airport (IXE),288.99,Rupaidiha ICP,1605.0
,SOUTH GOA,586,INGA002,village,DABOLIM,2.37,ICD Mangalore (Panambur),293.45,Mormugao Port,7.58,Mangaluru International Airport (IXE),290.81,Rupaidiha ICP,1595.52
