district,villages,rail_station_median_km,rail_station_mean_km,rail_station_within_10km_pct,rail_station_within_25km_pct,rail_station_within_50km_pct,freight_terminal_median_km,freight_terminal_mean_km,freight_terminal_within_10km_pct,freight_terminal_within_25km_pct,freight_terminal_within_50km_pct,port_median_km,port_mean_km,port_within_10km_pct,port_within_25km_pct,port_within_50km_pct,icd_median_km,icd_mean_km,icd_within_10km_pct,icd_within_25km_pct,icd_within_50km_pct,icp_median_km,icp_mean_km,icp_within_10km_pct,icp_within_25km_pct,icp_within_50km_pct,air_cargo_median_km,air_cargo_mean_km,air_cargo_within_10km_pct,air_cargo_within_25km_pct,air_cargo_within_50km_pct,mmlp_median_km,mmlp_mean_km,mmlp_within_10km_pct,mmlp_within_25km_pct,mmlp_within_50km_pct,iw_terminal_median_km,iw_terminal_mean_km,iw_terminal_within_10km_pct,iw_terminal_within_25km_pct,iw_terminal_within_50km_pct,fci_depot_median_km,fci_depot_mean_km,fci_depot_within_10km_pct,fci_depot_within_25km_pct,fci_depot_within_50km_pct,census2011_population
DADRA AND NAGAR HAVELI,60,22.259999999999998,21.9,13.333333333333334,58.333333333333336,100.0,118.33500000000001,119.67,0.0,0.0,0.0,111.05,109.31,0.0,0.0,0.0,78.03999999999999,77.0,0.0,0.0,0.0,1199.62,1198.75,0.0,0.0,0.0,109.32,106.59,0.0,0.0,0.0,77.85,77.1,0.0,0.0,0.0,833.98,833.6,0.0,0.0,0.0,77.85,77.1,0.0,0.0,0.0,343164.0
DAMAN,24,6.800000000000001,6.66,100.0,100.0,100.0,145.825,146.6,0.0,0.0,0.0,79.04499999999999,78.13,0.0,0.0,0.0,77.225,76.55,0.0,0.0,0.0,1177.8899999999999,1177.1,0.0,0.0,0.0,78.525,77.73,0.0,0.0,0.0,83.745,83.05,0.0,0.0,0.0,864.21,864.19,0.0,0.0,0.0,83.745,83.05,0.0,0.0,0.0,185686.0
DIU,7,11.33,12.76,14.285714285714285,100.0,100.0,221.64,220.34,0.0,0.0,0.0,64.1,59.64,0.0,0.0,42.857142857142854,171.8,171.58,0.0,0.0,0.0,1185.0,1182.07,0.0,0.0,0.0,185.29,180.85,0.0,0.0,0.0,195.57,191.12,0.0,0.0,0.0,1054.04,1050.93,0.0,0.0,0.0,172.22,171.97,0.0,0.0,0.0,49354.0
__STATE__,91,,16.22561829388935,36.26373626373626,72.52747252747253,100.0,,136.91130438391986,0.0,0.0,0.0,,95.05706736722681,0.0,0.0,3.296703296703297,,84.92859028993227,0.0,0.0,0.0,,1190.3734985921924,0.0,0.0,0.0,,103.66046315833165,0.0,0.0,0.0,,88.7432518280745,0.0,0.0,0.0,,861.974482985244,0.0,0.0,0.0,,87.10865729050646,0.0,0.0,0.0,578204.0
