state,district,villages,nh_median_km,nh_mean_km,nh_within_10km_pct,nh_within_25km_pct,nh_within_50km_pct,expressway_median_km,expressway_mean_km,expressway_within_10km_pct,expressway_within_25km_pct,expressway_within_50km_pct,rail_station_median_km,rail_station_mean_km,rail_station_within_10km_pct,rail_station_within_25km_pct,rail_station_within_50km_pct,freight_terminal_median_km,freight_terminal_mean_km,freight_terminal_within_10km_pct,freight_terminal_within_25km_pct,freight_terminal_within_50km_pct,port_median_km,port_mean_km,port_within_10km_pct,port_within_25km_pct,port_within_50km_pct,icd_median_km,icd_mean_km,icd_within_10km_pct,icd_within_25km_pct,icd_within_50km_pct,icp_median_km,icp_mean_km,icp_within_10km_pct,icp_within_25km_pct,icp_within_50km_pct,air_cargo_median_km,air_cargo_mean_km,air_cargo_within_10km_pct,air_cargo_within_25km_pct,air_cargo_within_50km_pct,mmlp_median_km,mmlp_mean_km,mmlp_within_10km_pct,mmlp_within_25km_pct,mmlp_within_50km_pct,iw_terminal_median_km,iw_terminal_mean_km,iw_terminal_within_10km_pct,iw_terminal_within_25km_pct,iw_terminal_within_50km_pct,fci_depot_median_km,fci_depot_mean_km,fci_depot_within_10km_pct,fci_depot_within_25km_pct,fci_depot_within_50km_pct,census2011_population
Telangana,NIRMAL,424,6.595000000000001,8.13,65.09433962264151,98.58490566037736,100.0,318.49,318.23,0.0,0.0,0.0,31.125,34.5,7.547169811320755,35.613207547169814,76.17924528301887,52.015,52.4,0.0,2.5943396226415096,45.28301886792453,520.415,519.16,0.0,0.0,0.0,182.105,183.12,0.0,0.0,0.0,1047.72,1048.06,0.0,0.0,0.0,204.725,205.28,0.0,0.0,0.0,176.425,176.16,0.0,0.0,0.0,327.06,324.24,0.0,0.0,0.0,189.265,190.29,0.0,0.0,0.0,654829.0
Telangana,NIZAMABAD,437,6.8,8.18,65.67505720823799,98.8558352402746,100.0,276.26,276.22,0.0,0.0,0.0,13.16,16.64,38.672768878718536,75.28604118993135,100.0,22.86,23.96,9.610983981693364,57.89473684210527,98.39816933638444,518.13,518.05,0.0,0.0,0.0,144.52,143.65,0.0,0.0,0.0,1088.52,1088.81,0.0,0.0,0.0,166.21,165.96,0.0,0.0,0.0,151.68,150.85,0.0,0.0,0.0,303.28,300.72,0.0,0.0,0.0,151.68,150.85,0.0,0.0,0.0,1375277.0
Telangana,PEDDAPALLI,204,20.535,20.43,7.352941176470589,75.0,100.0,332.04,331.46,0.0,0.0,0.0,12.38,13.75,41.66666666666667,88.72549019607843,100.0,24.125,23.68,9.803921568627452,52.45098039215687,100.0,404.885,404.87,0.0,0.0,0.0,164.87,164.32,0.0,0.0,0.0,1041.0700000000002,1041.83,0.0,0.0,0.0,186.92,185.87,0.0,0.0,0.0,169.83,168.83,0.0,0.0,0.0,208.12,209.12,0.0,0.0,0.0,169.83,168.83,0.0,0.0,0.0,717880.0
Telangana,RAJANNA SIRCILLA,165,12.28,12.71,38.18181818181819,98.1818181818182,100.0,271.82,271.04,0.0,0.0,0.0,45.99,42.67,0.0,6.0606060606060606,69.6969696969697,48.65,47.89,0.0,0.0,53.939393939393945,468.72,468.09,0.0,0.0,0.0,110.43,109.84,0.0,0.0,0.0,1090.57,1090.81,0.0,0.0,0.0,134.51,133.83,0.0,0.0,0.0,116.82,116.17,0.0,0.0,0.0,233.01,231.6,0.0,0.0,0.0,116.82,116.17,0.0,0.0,0.0,617097.0
Telangana,RANGA REDDY,466,6.970000000000001,8.1,66.09442060085837,99.57081545064378,100.0,136.78,137.09,0.0,0.0,0.0,15.21,17.96,32.40343347639485,75.32188841201717,97.63948497854076,124.215,124.19,0.0,0.0,0.0,369.405,368.35,0.0,0.0,0.0,43.585,44.24,0.0,7.939914163090128,65.23605150214593,1233.91,1234.37,0.0,0.0,0.0,30.705,29.85,5.793991416309012,32.83261802575107,95.70815450643777,39.46,39.78,0.6437768240343348,16.30901287553648,75.7510729613734,207.6,206.04,0.0,0.0,0.0,39.46,39.78,0.6437768240343348,16.30901287553648,75.7510729613734,2419911.0
Telangana,SANGAREDDY,583,5.79,6.29,79.7598627787307,100.0,100.0,170.93,172.99,0.0,0.0,0.0,19.94,21.13,18.353344768439108,62.778730703259,100.0,84.64,84.06,0.0,0.0,0.0,455.79,455.5,0.0,0.0,0.0,79.69,74.24,0.0,4.631217838765009,24.52830188679245,1191.77,1191.56,0.0,0.0,0.0,88.49,86.23,0.0,0.0,12.178387650085764,84.02,79.51,0.0,0.8576329331046313,19.382504288164665,280.38,273.55,0.0,0.0,0.0,81.99,77.81,0.0,0.8576329331046313,19.382504288164665,1415084.0
Telangana,SIDDIPET,373,14.24,13.73,31.099195710455763,97.0509383378016,100.0,237.07,236.73,0.0,0.0,0.0,29.12,29.29,4.021447721179625,36.46112600536193,96.7828418230563,73.82,72.03,0.0,0.0,6.434316353887399,429.55,431.04,0.0,0.0,0.0,72.95,70.95,0.0,0.0,19.839142091152816,1129.01,1130.42,0.0,0.0,0.0,95.2,93.64,0.0,0.0,0.0,77.77,76.24,0.0,0.0,14.47721179624665,197.95,197.84,0.0,0.0,0.0,77.77,76.24,0.0,0.0,14.47721179624665,822585.0
Telangana,SURYAPET,270,5.04,6.12,79.62962962962963,100.0,100.0,258.04,258.38,0.0,0.0,0.0,31.85,30.13,2.9629629629629632,28.14814814814815,100.0,41.23,43.55,2.592592592592593,24.074074074074076,60.37037037037037,315.45,316.81,0.0,0.0,0.0,138.515,139.6,0.0,0.0,0.0,1138.19,1138.92,0.0,0.0,0.0,139.055,139.89,0.0,0.0,0.0,111.91,109.05,0.0,0.0,0.0,67.21000000000001,67.64,0.0,0.0,20.37037037037037,110.08,106.49,0.0,0.0,0.0,909159.0
Telangana,VIKARABAD,497,8.14,8.97,61.56941649899397,100.0,100.0,110.3,111.27,0.0,0.0,0.0,9.68,11.69,50.90543259557344,91.75050301810866,100.0,96.34,93.69,0.0,0.0,0.0,415.94,414.65,0.0,0.0,0.0,78.58,80.26,0.0,0.0,2.414486921529175,1252.34,1250.8,0.0,0.0,0.0,72.24,73.39,0.0,0.0,8.853118712273641,78.32,80.37,0.0,0.0,2.0120724346076457,270.7,271.34,0.0,0.0,0.0,73.85,72.93,0.0,0.0,2.0120724346076457,2400971.0
Telangana,WANAPARTHY,224,10.55,10.41,46.875,100.0,100.0,61.95,59.89,0.0,0.0,25.892857142857142,17.104999999999997,17.37,24.553571428571427,79.01785714285714,100.0,155.655,155.85,0.0,0.0,0.0,319.375,318.66,0.0,0.0,0.0,135.41,134.42,0.0,0.0,0.0,1332.63,1330.39,0.0,0.0,0.0,112.28,110.89,0.0,0.0,0.0,129.815,128.45,0.0,0.0,0.0,247.91,248.89,0.0,0.0,0.0,129.815,128.51,0.0,0.0,0.0,505876.0
Telangana,WARANGAL,172,6.705,7.35,69.18604651162791,100.0,100.0,301.75,300.3,0.0,0.0,0.0,12.75,13.41,39.53488372093023,90.69767441860463,100.0,99.535,99.16,0.0,0.0,0.0,359.995,361.4,0.0,0.0,0.0,145.95,144.04,0.0,0.0,0.0,1087.01,1088.48,0.0,0.0,0.0,159.12,157.23,0.0,0.0,0.0,146.755,144.88,0.0,0.0,0.0,123.34,123.33,0.0,0.0,0.0,146.755,144.88,0.0,0.0,0.0,500901.0
Telangana,YADADRI BHUVANAGIRI,310,5.98,6.91,77.74193548387098,100.0,100.0,208.84,208.59,0.0,0.0,0.0,11.61,12.93,42.25806451612903,90.96774193548389,100.0,101.355,101.25,0.0,0.0,0.0,371.985,373.56,0.0,0.0,0.0,55.175,56.49,0.0,0.0,38.38709677419354,1172.65,1173.65,0.0,0.0,0.0,64.995,66.12,0.0,0.0,20.967741935483872,53.77,55.71,0.0,0.0,41.29032258064516,154.7,153.45,0.0,0.0,0.0,53.77,55.71,0.0,0.0,41.29032258064516,915556.0
Telangana,__STATE__,10455,,8.552992834150123,61.63558106169297,95.84887613582018,100.0,,230.64140420603147,0.0956480153036824,1.0521281683405068,3.472022955523673,,22.126878425442037,23.806791009086563,58.84265901482544,91.64036346245815,,85.03898793417608,1.013868962219034,6.991869918699186,25.078909612625537,,388.50766613987,0.0,0.0,0.0,,115.77522001572233,0.1721664275466284,1.3868962219033951,8.244858919177426,,1145.6818584805412,0.0,0.0,0.0,,121.14305797532496,0.2582496413199426,1.6260162601626018,7.4605451936872305,,104.32967185524666,0.2104256336681013,1.3008130081300813,8.225729316116691,,206.84171234447564,0.0956480153036824,0.7460545193687231,2.898134863701578,,106.55951123935624,0.2104256336681013,1.3008130081300813,8.225729316116691,34929981.0
Tripura,Dhalai,154,7.005000000000001,9.29,59.74025974025974,98.05194805194806,100.0,375.405,374.8,0.0,0.0,0.0,16.905,18.31,31.818181818181817,74.02597402597402,98.7012987012987,138.22500000000002,142.66,0.0,0.0,0.0,386.7000000000001,385.72,0.0,0.0,0.0,246.93,250.31,0.0,0.0,0.0,50.17,50.77,0.0,0.0,49.35064935064935,239.78,243.28,0.0,0.0,0.0,132.11,137.2,0.0,0.0,0.0,112.7,117.81,0.0,0.0,0.0,64.065,64.42,0.0,0.0,0.0,375283.0
Tripura,Gomati,133,2.77,4.1,91.72932330827066,100.0,100.0,338.36,334.95,0.0,0.0,0.0,35.78,38.4,0.0,15.037593984962406,83.45864661654136,194.27,192.67,0.0,0.0,0.0,348.66,345.2,0.0,0.0,0.0,290.31,291.46,0.0,0.0,0.0,34.81,33.44,3.7593984962406015,11.278195488721805,100.0,281.72,283.34,0.0,0.0,0.0,188.2,186.78,0.0,0.0,0.0,168.74,167.4,0.0,0.0,0.0,44.08,49.28,0.0,0.0,63.1578947368421,464796.0
Tripura,Khowai,79,3.3,3.92,96.20253164556962,100.0,100.0,354.15,355.55,0.0,0.0,0.0,14.69,15.01,34.177215189873415,86.07594936708861,100.0,150.33,149.15,0.0,0.0,0.0,365.61,366.86,0.0,0.0,0.0,237.73,238.35,0.0,0.0,0.0,27.02,28.43,0.0,36.70886075949368,100.0,229.67,230.34,0.0,0.0,0.0,147.69,146.4,0.0,0.0,0.0,120.61,120.03,0.0,0.0,0.0,39.5,40.38,0.0,0.0,83.54430379746836,584618.0
Tripura,North Tripura,88,2.895,4.97,81.81818181818183,100.0,100.0,417.275,416.81,0.0,0.0,0.0,8.845,12.29,53.40909090909091,86.36363636363636,100.0,91.695,96.92,0.0,0.0,0.0,428.545,428.08,0.0,0.0,0.0,215.84,221.43,0.0,0.0,0.0,56.650000000000006,59.39,0.0,0.0,31.818181818181817,210.445,216.11,0.0,0.0,0.0,86.47,90.97,0.0,0.0,0.0,69.53999999999999,75.27,0.0,0.0,11.363636363636363,85.955,85.39,0.0,0.0,0.0,459665.0
Tripura,Sepahijala,118,5.9,6.2,77.96610169491525,100.0,100.0,307.245,309.63,0.0,0.0,0.0,22.815,25.57,5.084745762711865,55.932203389830505,94.91525423728814,205.35,203.94,0.0,0.0,0.0,317.82,320.27,0.0,0.0,0.0,283.58,285.76,0.0,0.0,0.0,31.54,31.71,0.0,29.66101694915254,99.15254237288136,274.52,276.45,0.0,0.0,0.0,201.995,200.23,0.0,0.0,0.0,176.265,175.32,0.0,0.0,0.0,27.175,30.12,0.0,38.983050847457626,90.67796610169492,593146.0
Tripura,South Tripura,137,4.61,5.41,84.67153284671532,100.0,100.0,325.74,324.53,0.0,0.0,0.0,70.31,71.45,0.0,0.0,3.64963503649635,223.36,223.43,0.0,0.0,0.0,335.07,333.91,0.0,0.0,0.0,325.77,325.97,0.0,0.0,0.0,19.15,20.34,24.087591240875916,65.69343065693431,100.0,313.66,313.26,0.0,0.0,0.0,216.05,216.27,0.0,0.0,0.0,200.08,199.88,0.0,0.0,0.0,75.49,76.75,0.0,0.0,0.0,402727.0
Tripura,Unakoti,78,2.82,3.5,97.43589743589745,100.0,100.0,403.205,401.98,0.0,0.0,0.0,10.28,10.01,48.71794871794872,100.0,100.0,102.49,103.19,0.0,0.0,0.0,414.55,413.45,0.0,0.0,0.0,214.565,214.27,0.0,0.0,0.0,63.75,63.91,0.0,0.0,0.0,208.375,208.12,0.0,0.0,0.0,97.965,99.42,0.0,0.0,0.0,76.42500000000001,77.0,0.0,0.0,0.0,87.485,86.01,0.0,0.0,0.0,238190.0
Tripura,West Tripura,112,3.115,3.45,100.0,100.0,100.0,324.4,325.9,0.0,0.0,0.0,6.505,8.85,69.64285714285714,96.42857142857144,100.0,179.05,176.88,0.0,0.0,0.0,335.57,337.22,0.0,0.0,0.0,255.825,252.47,0.0,0.0,0.0,12.69,12.5,28.57142857142857,98.21428571428572,100.0,246.86,243.5,0.0,0.0,0.0,176.905,174.95,0.0,0.0,0.0,148.51,146.38,0.0,0.0,0.0,10.585,12.52,45.535714285714285,85.71428571428571,100.0,555491.0
Tripura,__STATE__,899,,5.055817144431174,84.31590656284762,99.6662958843159,100.0,,350.2878970395621,0.0,0.0,0.0,,24.60207630767824,27.252502780867637,58.954393770856505,81.97997775305895,,165.65925503740422,0.0,0.0,0.0,,361.1111041052654,0.0,0.0,0.0,,262.0065228383012,0.0,0.0,0.0,,34.75380968971528,7.786429365962181,31.03448275862069,75.86206896551724,,253.6696247736747,0.0,0.0,0.0,,161.25426298532685,0.0,0.0,0.0,,139.06971628638215,0.0,0.0,1.1123470522803114,,50.66933237450176,5.672969966629588,15.795328142380422,41.045606229143495,3673916.0
Uttar Pradesh,AMBEDKAR NAGAR,1703,4.77,5.22,89.13681738109219,100.0,100.0,120.72,119.84,0.0,0.0,0.0,14.25,17.17,30.47563123899002,72.87140340575455,100.0,54.1,53.95,0.0,0.0,37.75689958896066,701.51,701.44,0.0,0.0,0.0,175.43,176.18,0.0,0.0,0.0,134.55,136.43,0.0,0.0,0.0,109.83,109.38,0.0,0.0,0.0,125.46,125.59,0.0,0.0,0.0,125.46,125.59,0.0,0.0,0.0,78.86,77.95,0.0,0.0,2.9359953024075165,2363239.0
Uttar Pradesh,Agra,951,7.43,9.0,59.62145110410094,99.15878023133544,100.0,176.34,183.91,0.0,0.0,0.0,9.43,10.89,52.6813880126183,95.3732912723449,100.0,80.99,84.32,0.0,0.0,2.5236593059936907,805.77,802.76,0.0,0.0,0.0,92.16,95.26,0.0,0.0,0.0,332.53,334.95,0.0,0.0,0.0,185.52,189.59,0.0,0.0,0.0,405.35,410.51,0.0,0.0,0.0,518.26,513.31,0.0,0.0,0.0,92.44,95.45,0.0,0.0,0.0,4381442.0
Uttar Pradesh,Aligarh,1169,6.72,8.11,66.55260906757913,100.0,100.0,113.27,110.08,0.0,0.0,0.0,11.96,12.74,41.06073567151412,96.74935842600512,100.0,58.01,56.03,0.0,0.8554319931565441,30.45337895637297,870.79,872.09,0.0,0.0,0.0,87.91,84.12,0.0,0.0,6.41573994867408,308.75,305.88,0.0,0.0,0.0,121.69,118.99,0.0,0.0,0.0,334.77,332.13,0.0,0.0,0.0,554.45,555.69,0.0,0.0,0.0,96.29,95.64,0.0,0.0,0.0,3586451.0
Uttar Pradesh,Amethi,992,2.855,3.58,96.57258064516128,100.0,100.0,77.28,77.47,0.0,0.0,0.6048387096774194,5.93,6.29,84.97983870967742,100.0,100.0,66.61500000000001,65.97,0.0,0.0,21.57258064516129,774.785,775.54,0.0,0.0,0.0,95.135,94.56,0.0,0.0,0.0,210.57,211.18,0.0,0.0,0.0,94.335,92.49,0.0,0.0,0.0,165.055,165.6,0.0,0.0,0.0,165.055,165.6,0.0,0.0,0.0,95.225,94.44,0.0,0.0,0.0,1348775.0
Uttar Pradesh,Amroha,1079,11.13,11.98,45.78313253012048,93.51251158480072,100.0,101.84,102.27,0.0,0.0,0.0,7.82,9.63,62.3725671918443,96.9416126042632,100.0,74.28,72.91,0.0,0.0,2.409638554216868,966.64,964.37,0.0,0.0,0.0,44.87,43.36,0.0,11.584800741427248,66.72845227062095,280.04,280.15,0.0,0.0,0.0,122.82,124.75,0.0,0.0,0.0,285.34,284.92,0.0,0.0,0.0,590.79,590.55,0.0,0.0,0.0,56.77,57.86,0.0,0.0,27.15477293790547,1746092.0
Uttar Pradesh,Auraiya,849,6.8,7.54,67.49116607773851,100.0,100.0,211.19,211.99,0.0,0.0,0.0,13.24,13.45,36.39575971731448,95.28857479387514,100.0,129.16,127.83,0.0,0.0,0.0,874.95,875.79,0.0,0.0,0.0,88.46,88.34,0.0,0.0,0.0,254.25,252.31,0.0,0.0,0.0,140.84,140.23,0.0,0.0,0.0,374.34,374.25,0.0,0.0,0.0,374.34,374.25,0.0,0.0,0.0,88.91,88.79,0.0,0.0,0.0,1363331.0
Uttar Pradesh,Ayodhya,1185,4.35,4.89,90.71729957805908,100.0,100.0,117.53,117.05,0.0,0.0,0.0,6.36,7.43,74.0928270042194,100.0,100.0,59.68,58.53,0.0,0.0,24.81012658227848,765.73,768.05,0.0,0.0,0.0,110.12,107.64,0.0,0.0,0.0,166.52,165.6,0.0,0.0,0.0,114.33,110.33,0.0,0.0,0.0,170.32,172.43,0.0,0.0,0.0,170.32,172.43,0.0,0.0,0.0,103.46,100.05,0.0,0.0,0.0,2375527.0
Uttar Pradesh,Azamgarh,4010,5.9350000000000005,6.89,69.8004987531172,100.0,100.0,116.21,116.27,0.0,0.0,0.0,12.095,13.07,39.72568578553616,90.47381546134665,100.0,79.315,79.89,0.0,0.0,1.2219451371571073,645.41,646.57,0.0,0.0,0.0,202.695,201.55,0.0,0.0,0.0,156.44,157.31,0.0,0.0,0.0,71.5,71.32,0.0,0.0,15.261845386533665,83.955,82.69,0.0,0.0,6.907730673316709,83.955,82.69,0.0,0.0,6.907730673316709,68.595,67.74,0.0,0.0,9.152119700748129,4541835.0
Uttar Pradesh,Baghpat,333,3.86,4.48,91.29129129129127,100.0,100.0,7.38,7.55,65.16516516516516,100.0,100.0,6.66,7.32,68.76876876876878,100.0,100.0,28.56,28.53,4.504504504504505,35.73573573573574,98.1981981981982,926.66,927.02,0.0,0.0,0.0,32.59,33.04,3.903903903903904,30.630630630630627,87.68768768768768,343.07,342.64,0.0,0.0,0.0,57.39,57.57,0.0,0.0,30.03003003003003,192.1,191.73,0.0,0.0,0.0,683.23,683.93,0.0,0.0,0.0,33.78,33.89,0.0,5.405405405405405,100.0,1292233.0
Uttar Pradesh,Bahraich,1386,5.53,7.01,73.66522366522366,100.0,100.0,209.195,215.77,0.0,0.0,0.0,8.45,10.46,57.287157287157285,96.82539682539682,100.0,80.64,82.64,0.0,0.0,8.080808080808081,862.015,865.41,0.0,0.0,0.0,101.325,102.46,0.0,0.0,0.0,97.86,92.78,0.3607503607503607,2.1645021645021645,9.956709956709958,112.29,113.47,0.0,0.0,0.0,278.125,283.38,0.0,0.0,0.0,278.125,283.38,0.0,0.0,0.0,101.82,102.95,0.0,0.0,0.0,3587503.0
Uttar Pradesh,Ballia,2360,4.645,5.39,84.06779661016948,100.0,100.0,195.64,196.79,0.0,0.0,0.0,6.245,7.52,74.15254237288136,100.0,100.0,44.85,44.22,0.6355932203389831,15.677966101694915,60.33898305084746,554.06,556.27,0.0,0.0,0.0,110.29,109.11,0.0,0.0,0.0,143.09,144.72,0.0,0.0,0.0,103.86,99.88,0.0,0.0,0.0423728813559322,105.135,102.49,0.0,0.0,0.0,89.315,86.42,0.0,0.0,3.728813559322034,99.68,96.93,0.0,0.0,0.0,3212493.0
Uttar Pradesh,Balrampur,1021,10.72,11.82,46.62095984329089,95.0048971596474,100.0,207.32,206.74,0.0,0.0,0.0,11.96,13.02,40.05876591576885,91.96865817825662,100.0,66.54,66.9,0.0,0.0,19.29480901077375,789.47,793.06,0.0,0.0,0.0,150.82,153.5,0.0,0.0,0.0,109.2,106.79,0.0,0.0,0.0,160.41,163.01,0.0,0.0,0.0,237.8,237.63,0.0,0.0,0.0,237.8,237.63,0.0,0.0,0.0,118.75,121.3,0.0,0.0,0.0,2123809.0
Uttar Pradesh,Banda,740,11.985,12.6,42.567567567567565,93.51351351351352,100.0,49.33,50.82,0.0,3.5135135135135136,51.621621621621614,18.465,18.07,26.486486486486488,70.13513513513514,100.0,64.6,64.41,0.0,2.027027027027027,23.10810810810811,812.905,814.88,0.0,0.0,0.0,113.94,112.5,0.0,0.0,0.0,322.39,323.84,0.0,0.0,0.0,145.135,146.66,0.0,0.0,0.0,244.625,240.87,0.0,0.0,0.0,244.625,240.87,0.0,0.0,0.0,112.84,111.4,0.0,0.0,0.0,1733256.0
Uttar Pradesh,Bara Banki,1813,5.86,6.35,77.16492002206287,100.0,100.0,149.11,148.96,0.0,0.0,0.0,7.03,7.6,70.4357418643133,99.88968560397132,100.0,27.38,26.9,7.115278543849972,41.31274131274132,98.8968560397132,842.19,843.27,0.0,0.0,0.0,45.37,44.76,0.0,7.5565361279647,64.03750689464975,155.42,155.79,0.0,0.0,0.0,53.14,52.75,0.0,0.1654715940430226,41.20242691671263,239.7,240.47,0.0,0.0,0.0,239.7,240.47,0.0,0.0,0.0,45.77,45.16,0.0,7.225592939878654,62.8792057363486,3302373.0
Uttar Pradesh,Bareilly,2074,6.4350000000000005,7.67,71.0221793635487,100.0,100.0,212.44,211.14,0.0,0.0,0.0,6.16,6.84,77.4831243972999,100.0,100.0,49.335,49.73,0.0,5.49662487945998,51.7357762777242,1002.78,1003.05,0.0,0.0,0.0,80.025,80.88,0.0,0.0,0.819672131147541,169.52499999999998,171.24,0.0,0.0,0.0,215.97,215.97,0.0,0.0,0.0,395.06,396.72,0.0,0.0,0.0,485.68,484.24,0.0,0.0,0.0,166.03500000000005,164.91,0.0,0.0,0.0,4575611.0
Uttar Pradesh,Basti,3202,3.93,4.64,92.59837601499063,100.0,100.0,151.1,152.86,0.0,0.0,0.0,11.39,11.73,42.06745783885072,99.75015615240474,100.0,21.5,21.16,11.930043722673329,65.64647095565272,100.0,731.88,731.8,0.0,0.0,0.0,166.85000000000002,163.97,0.0,0.0,0.0,108.4,108.42,0.0,0.0,0.0,145.70499999999998,147.92,0.0,0.0,0.0,168.1,167.36,0.0,0.0,0.0,168.1,167.36,0.0,0.0,0.0,72.41,74.56,0.0,0.0,4.216114928169894,2366074.0
Uttar Pradesh,Bhadohi,1190,2.71,3.1,100.0,100.0,100.0,30.365,31.69,0.0,31.008403361344534,96.47058823529412,4.09,4.25,100.0,100.0,100.0,112.505,113.46,0.0,0.0,0.0,660.0699999999999,658.54,0.0,0.0,0.0,221.815,222.22,0.0,0.0,0.0,249.88,249.93,0.0,0.0,0.0,41.43,41.41,0.0,7.73109243697479,78.4873949579832,51.625,50.52,0.0,0.0,44.70588235294118,51.625,50.52,0.0,0.0,44.70588235294118,51.625,50.52,0.0,0.0,44.70588235294118,1567898.0
Uttar Pradesh,Bijnor,3010,7.855,9.74,59.30232558139535,95.24916943521596,100.0,87.005,87.22,0.0,0.0,0.0332225913621262,5.9350000000000005,7.15,78.4717607973422,99.16943521594683,100.0,99.25,98.67,0.0,0.0,0.0,1013.44,1013.09,0.0,0.0,0.0,70.73,71.08,0.0,0.0,14.186046511627906,294.265,294.06,0.0,0.0,0.0,152.54500000000002,151.88,0.0,0.0,0.0,259.21,259.2,0.0,0.0,0.0,627.98,628.35,0.0,0.0,0.0,77.49,77.11,0.0,0.0,3.222591362126246,3788062.0
Uttar Pradesh,Budaun,1699,16.05,15.92,26.01530311948205,85.10888758092996,100.0,181.21,182.27,0.0,0.0,0.0,13.26,13.63,35.432607416127134,92.99587992937022,100.0,61.43,61.46,0.0,0.0,17.245438493231312,948.96,948.49,0.0,0.0,0.0,90.18,89.39,0.0,0.0,2.64861683343143,211.5,210.98,0.0,0.0,0.0,189.75,187.22,0.0,0.0,0.0,387.8,387.39,0.0,0.0,0.0,486.18,486.9,0.0,0.0,0.0,142.31,142.1,0.0,0.0,0.0,3028019.0
Uttar Pradesh,Bulandshahr,1256,8.385,10.01,56.44904458598726,95.14331210191082,100.0,75.82,77.2,0.0,0.0,6.926751592356688,9.55,11.32,51.910828025477706,93.55095541401272,100.0,65.92500000000001,65.22,0.0,0.0,16.878980891719745,904.085,903.36,0.0,0.0,0.0,49.525,50.39,0.0,8.04140127388535,50.87579617834395,310.91,309.83,0.0,0.0,0.0,89.97999999999999,90.86,0.0,0.0,0.0,289.735,291.47,0.0,0.0,0.0,589.255,587.23,0.0,0.0,0.0,48.47,49.06,0.0,9.63375796178344,52.70700636942676,3599270.0
Uttar Pradesh,Chandauli,1639,8.37,10.73,56.98596705308114,91.64124466137888,100.0,110.24,110.87,0.0,0.0,0.0,7.84,10.61,58.14521049420378,94.08175716900548,100.0,92.22,87.21,0.0,0.0,4.8200122025625385,582.51,583.24,0.0,0.0,0.0,192.29,191.49,0.0,0.0,0.0,241.11,244.22,0.0,0.0,0.0,51.06,50.8,0.0,0.5491153142159854,46.2477120195241,34.87,35.67,1.586333129957291,16.47345942647956,88.89566809029897,34.87,35.67,1.586333129957291,16.47345942647956,88.89566809029897,34.87,35.67,1.586333129957291,16.47345942647956,88.89566809029897,1938147.0
Uttar Pradesh,Chitrakoot,651,4.97,6.57,82.18125960061444,97.8494623655914,100.0,23.96,24.18,13.210445468509985,52.995391705069125,99.38556067588326,10.53,12.08,47.77265745007681,93.24116743471582,100.0,62.68,62.7,0.0,0.0,18.89400921658986,761.61,759.24,0.0,0.0,0.0,149.92,152.3,0.0,0.0,0.0,329.68,331.85,0.0,0.0,0.0,159.97,160.29,0.0,0.0,0.0,188.09,187.25,0.0,0.0,0.0,188.09,187.25,0.0,0.0,0.0,147.5,148.59,0.0,0.0,0.0,1020100.0
Uttar Pradesh,Deoria,2093,4.49,5.31,85.71428571428571,100.0,100.0,199.7,199.39,0.0,0.0,0.0,5.77,7.61,72.86192068800764,99.90444338270426,100.0,24.94,26.36,15.957955088389872,50.54945054945055,94.88772097467748,612.34,611.05,0.0,0.0,0.0,155.14,154.15,0.0,0.0,0.0,111.88,110.78,0.0,0.0,0.0,135.24,137.78,0.0,0.0,0.0,139.57,142.41,0.0,0.0,0.0,129.87,127.82,0.0,0.0,0.0,61.0,62.19,0.0,0.0,28.093645484949832,3079826.0
Uttar Pradesh,Etah,880,6.68,8.15,69.54545454545455,97.5,100.0,184.3,186.27,0.0,0.0,0.0,9.375,10.34,53.75,100.0,100.0,22.69,26.4,14.545454545454543,55.45454545454545,88.06818181818183,884.0350000000001,882.95,0.0,0.0,0.0,140.86,140.22,0.0,0.0,0.0,258.18,256.68,0.0,0.0,0.0,184.9,185.96,0.0,0.0,0.0,405.57,406.36,0.0,0.0,0.0,479.49,478.49,0.0,0.0,0.0,147.70499999999998,148.05,0.0,0.0,0.0,1702955.0
Uttar Pradesh,Etawah,694,4.005,4.94,89.04899135446685,100.0,100.0,243.865,242.25,0.0,0.0,0.0,9.06,10.69,55.18731988472623,94.95677233429394,100.0,94.935,96.75,0.0,0.0,0.0,854.46,855.43,0.0,0.0,0.0,107.075,106.58,0.0,0.0,0.0,269.67,268.88,0.0,0.0,0.0,174.66500000000002,175.9,0.0,0.0,0.0,411.53,413.09,0.0,0.0,0.0,411.53,413.09,0.0,0.0,0.0,107.165,106.62,0.0,0.0,0.0,1559596.0
Uttar Pradesh,Farrukhabad,984,10.114999999999998,13.64,49.39024390243903,80.9959349593496,100.0,250.545,246.44,0.0,0.0,0.0,5.36,6.49,79.57317073170732,99.89837398373984,100.0,84.215,82.39,0.0,0.0,0.8130081300813009,928.985,929.37,0.0,0.0,0.0,133.715,131.62,0.0,0.0,0.0,197.655,197.11,0.0,0.0,0.0,153.865,156.08,0.0,0.0,0.0,410.77,411.43,0.0,0.0,0.0,410.77,412.57,0.0,0.0,0.0,135.2,135.81,0.0,0.0,0.0,1869531.0
