district,villages,nh_median_km,nh_mean_km,nh_within_10km_pct,nh_within_25km_pct,nh_within_50km_pct,expressway_median_km,expressway_mean_km,expressway_within_10km_pct,expressway_within_25km_pct,expressway_within_50km_pct,rail_station_median_km,rail_station_mean_km,rail_station_within_10km_pct,rail_station_within_25km_pct,rail_station_within_50km_pct,freight_terminal_median_km,freight_terminal_mean_km,freight_terminal_within_10km_pct,freight_terminal_within_25km_pct,freight_terminal_within_50km_pct,port_median_km,port_mean_km,port_within_10km_pct,port_within_25km_pct,port_within_50km_pct,icd_median_km,icd_mean_km,icd_within_10km_pct,icd_within_25km_pct,icd_within_50km_pct,icp_median_km,icp_mean_km,icp_within_10km_pct,icp_within_25km_pct,icp_within_50km_pct,air_cargo_median_km,air_cargo_mean_km,air_cargo_within_10km_pct,air_cargo_within_25km_pct,air_cargo_within_50km_pct,mmlp_median_km,mmlp_mean_km,mmlp_within_10km_pct,mmlp_within_25km_pct,mmlp_within_50km_pct,iw_terminal_median_km,iw_terminal_mean_km,iw_terminal_within_10km_pct,iw_terminal_within_25km_pct,iw_terminal_within_50km_pct,fci_depot_median_km,fci_depot_mean_km,fci_depot_within_10km_pct,fci_depot_within_25km_pct,fci_depot_within_50km_pct,toll_plaza_median_km,toll_plaza_mean_km,toll_plaza_within_10km_pct,toll_plaza_within_25km_pct,toll_plaza_within_50km_pct,census2011_population
CHHATARPUR,1318,7.405,10.24,61.68437025796661,89.98482549317147,100.0,138.6,133.09,0.0,0.0,0.07587253414264036,28.810000000000002,28.76,13.732928679817904,41.7298937784522,90.06069802731412,173.185,162.8,0.0,0.0,0.0,787.7049999999999,786.41,0.0,0.0,0.0,184.82,184.98,0.0,0.0,0.0,409.865,414.97,0.0,0.0,0.0,239.7,243.47,0.0,0.0,0.0,337.94,330.54,0.0,0.0,0.0,337.94,332.67,0.0,0.0,0.0,108.465,112.05,0.0,0.0,0.0,20.735,22.48,13.429438543247343,62.67071320182094,100.0,1773765.0
CHHINDWARA,1897,14.76,17.89,35.79335793357934,73.06273062730627,97.04797047970479,330.81,331.3,0.0,0.0,0.0,14.2,16.26,37.11122825513969,77.96520822351081,100.0,105.67,106.44,0.0,0.0,2.0031628887717448,630.44,631.52,0.0,0.0,0.0,121.66,120.98,0.0,0.0,0.0,715.57,711.83,0.0,0.0,0.0,122.4,121.76,0.0,0.0,0.0,169.54,170.79,0.0,0.0,0.0,534.31,531.88,0.0,0.0,0.0,117.86,115.92,0.0,0.0,0.0,33.78,33.67,1.3178703215603584,22.509225092250922,92.51449657353716,1757837.0
DAMOH,1302,14.23,14.9,34.485407066052225,84.25499231950845,100.0,204.20499999999998,203.89,0.0,0.0,0.0,22.244999999999997,22.58,23.502304147465438,56.374807987711215,96.46697388632872,241.745,241.77,0.0,0.0,0.0,738.825,740.36,0.0,0.0,0.0,271.765,270.11,0.0,0.0,0.0,518.7,519.33,0.0,0.0,0.0,299.61,295.08,0.0,0.0,0.0,350.52,346.05,0.0,0.0,0.0,377.9,378.19,0.0,0.0,0.0,149.615,150.98,0.0,0.0,0.0,27.465,27.91,6.29800307219662,41.78187403993856,94.54685099846391,1270780.0
DATIA,681,9.62,9.57,52.42290748898678,99.85315712187959,100.0,239.34,239.93,0.0,0.0,0.0,17.1,19.29,24.229074889867842,70.92511013215858,100.0,104.03,102.76,0.0,0.0,0.0,753.1,750.96,0.0,0.0,0.0,62.19,65.45,0.0,0.0,9.985315712187958,377.98,379.61,0.0,0.0,0.0,246.95,249.15,0.0,0.0,0.0,421.34,417.74,0.0,0.0,0.0,434.28,436.69,0.0,0.0,0.0,60.74,61.22,0.0,0.0,14.537444933920703,17.25,17.16,16.44640234948605,86.63729809104258,100.0,814930.0
DEWAS,1195,10.93,12.1,45.52301255230125,92.63598326359833,100.0,79.11,81.1,0.0,3.765690376569038,19.581589958158997,30.15,29.95,14.393305439330545,39.581589958159,89.5397489539749,202.54,202.67,0.0,0.0,0.0,408.5,412.32,0.0,0.0,0.0,77.48,82.72,0.0,0.0,7.364016736401674,768.73,769.46,0.0,0.0,0.0,63.82,69.52,0.0,0.0,24.10041841004184,59.15,64.63,0.0,1.7573221757322177,31.715481171548117,711.46,708.96,0.0,0.0,0.0,56.06,57.57,0.0,6.02510460251046,39.6652719665272,30.83,33.61,13.05439330543933,41.75732217573222,74.56066945606695,1565515.0
DHAR,1616,9.95,12.35,50.18564356435643,86.44801980198021,100.0,104.995,106.13,0.0,0.0,0.0,50.905,50.85,0.4331683168316832,8.53960396039604,48.39108910891089,169.73,172.49,0.0,0.0,0.0,284.005,278.83,0.0,0.0,0.0,61.1,62.8,0.3094059405940594,5.693069306930694,32.73514851485149,874.835,876.34,0.0,0.0,0.0,72.685,76.43,0.0,0.24752475247524752,14.356435643564355,77.52000000000001,81.36,0.0,0.06188118811881188,11.200495049504951,807.665,806.86,0.0,0.0,0.0,75.83500000000001,80.48,0.0,0.06188118811881188,11.448019801980198,25.575,25.19,12.252475247524753,48.20544554455445,99.25742574257426,2209040.0
DINDORI,984,7.57,9.23,61.58536585365854,95.02032520325203,100.0,249.84,249.86,0.0,0.0,0.0,45.605000000000004,45.17,0.0,6.199186991869919,64.32926829268293,162.11,160.59,0.0,0.0,0.0,616.71,614.65,0.0,0.0,0.0,196.0,194.71,0.0,0.0,0.0,549.745,549.81,0.0,0.0,0.0,283.14,282.63,0.0,0.0,0.0,320.385,319.48,0.0,0.0,0.0,326.995,327.6,0.0,0.0,0.0,47.835,49.84,0.0,7.621951219512195,54.47154471544715,51.86,51.63,0.0,0.20325203252032523,41.86991869918699,708942.0
GUNA,1387,11.68,12.53,42.60994953136265,92.71809661139149,100.0,199.78,197.36,0.0,0.0,0.0,13.14,15.24,39.36553713049747,79.81254506128334,100.0,115.3,113.03,0.0,0.0,0.0,559.42,559.21,0.0,0.0,0.0,210.36,204.26,0.0,0.0,0.0,574.66,576.43,0.0,0.0,0.0,236.17,233.17,0.0,0.0,0.0,236.96,236.18,0.0,0.0,0.0,582.03,580.29,0.0,0.0,0.0,120.44,118.05,0.0,0.0,0.0,22.37,22.16,12.25666906993511,60.70656092285508,100.0,1252959.0
GWALIOR,685,9.85,11.23,50.51094890510949,93.13868613138686,100.0,242.31,239.26,0.0,0.0,0.0,12.26,13.56,39.56204379562044,88.02919708029196,100.0,85.1,85.37,0.0,0.0,2.335766423357664,735.16,735.14,0.0,0.0,0.0,33.26,31.87,2.627737226277372,31.97080291970803,92.7007299270073,389.55,389.39,0.0,0.0,0.0,247.08,244.66,0.0,0.0,0.0,427.02,426.84,0.0,0.0,0.0,475.6,477.11,0.0,0.0,0.0,33.07,31.74,2.627737226277372,32.11678832116788,92.7007299270073,22.69,22.07,8.613138686131387,57.08029197080292,100.0,1786914.0
HARDA,581,13.38,13.38,35.45611015490533,95.86919104991394,100.0,167.32,167.38,0.0,0.0,0.0,12.48,13.88,40.103270223752155,89.50086058519794,100.0,180.42,180.92,0.0,0.0,0.0,464.63,465.51,0.0,0.0,0.0,147.6,148.03,0.0,0.0,0.0,779.95,779.89,0.0,0.0,0.0,139.46,139.95,0.0,0.0,0.0,134.04,134.61,0.0,0.0,0.0,663.99,664.89,0.0,0.0,0.0,114.36,113.63,0.0,0.0,0.0,78.39,78.79,0.0,0.0,0.17211703958691912,572680.0
