village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
FATEHPURI PIPA,REWARI,85,62609,village,REWARI,7.71,Farukh Nagar,33.62,Dahej Port,815.9,ICD Bawal,14.79,Attari ICP,375.83,Indira Gandhi International Airport (DEL),56.76,MMLP Sangrur,237.91,Varanasi Multi-Modal Terminal,688.55,FCI Depot Delhi (NCR),68.68
AMBOLI,JHAJJAR,83,61918,village,Kosli,5.0,Farukh Nagar,31.53,Dahej Port,831.33,ICD Bawal,40.52,Attari ICP,342.52,Indira Gandhi International Airport (DEL),58.85,MMLP Sangrur,205.53,Varanasi Multi-Modal Terminal,716.99,FCI Depot Delhi (NCR),70.53
MAHABATPUR,FARIDABAD,88,63464,village,FARIDABAD,10.1,Palwal,32.15,Dahej Port,876.97,ICD Ballabhgarh,13.84,Rupaidiha ICP,366.61,Indira Gandhi International Airport (DEL),32.08,MMLP Sangrur,246.37,Varanasi Multi-Modal Terminal,640.59,FCI Depot Delhi (NCR),26.76
MAYAR,HISAR,80,61019,village,Mayar,0.29,Bhattu,58.88,Deendayal Port (Kandla),861.08,ICD Garhi Harsaru,126.8,Attari ICP,249.54,Indira Gandhi International Airport (DEL),132.94,MMLP Sangrur,123.86,Varanasi Multi-Modal Terminal,805.11,FCI FSD Safidon,83.05
GAGARWAS,MAHENDRAGARH,84,62068,village,Bojawas,5.63,Farukh Nagar,62.33,Dahej Port,801.72,ICD Bawal,41.07,Attari ICP,346.16,Indira Gandhi International Airport (DEL),90.21,MMLP Sangrur,217.72,Varanasi Multi-Modal Terminal,733.04,FCI Depot Delhi (NCR),102.26
Sheo Ramnathpura,MAHENDRAGARH,84,62272,village,Amarpur Jorasi,8.35,Farukh Nagar,85.92,Dahej Port,769.09,ICD Bawal,45.29,Attari ICP,372.59,Indira Gandhi International Airport (DEL),112.69,MMLP Sangrur,249.01,Varanasi Multi-Modal Terminal,727.52,FCI Depot Jaipur,119.95
PITHANWAS,REWARI,85,62651,village,KARNAWAS,8.96,Farukh Nagar,39.03,Dahej Port,810.84,ICD Bawal,10.66,Attari ICP,380.49,Indira Gandhi International Airport (DEL),61.2,MMLP Sangrur,243.15,Varanasi Multi-Modal Terminal,686.46,FCI Depot Delhi (NCR),72.94
LADHAUT,ROHTAK,82,61669,village,MAKRAULI,2.81,Lahli,21.77,Dahej Port,885.25,ICD Garhi Harsaru,61.18,Attari ICP,307.12,Indira Gandhi International Airport (DEL),59.54,MMLP Sangrur,161.74,Varanasi Multi-Modal Terminal,730.41,FCI FSD Safidon,52.08
RAMBAS,CHARKI DADRI,81,61393,village,Nangal Degrota,14.06,Lahli,52.39,Dahej Port,817.66,ICD Bawal,66.76,Attari ICP,317.99,Indira Gandhi International Airport (DEL),98.2,MMLP Sangrur,191.3,Varanasi Multi-Modal Terminal,755.78,FCI Depot Delhi (NCR),109.22
DHANURWAS,JHAJJAR,83,61922,village,Sudharana,2.63,Farukh Nagar,37.0,Dahej Port,831.3,ICD Bawal,44.9,Attari ICP,337.05,Indira Gandhi International Airport (DEL),63.79,MMLP Sangrur,201.01,Varanasi Multi-Modal Terminal,723.32,FCI Depot Delhi (NCR),75.22
NAYAGAON,REWARI,85,62555,village,KUMBHAWAS MUNDA,3.46,Farukh Nagar,31.03,Dahej Port,818.54,ICD Bawal,18.33,Attari ICP,367.26,Indira Gandhi International Airport (DEL),56.81,MMLP Sangrur,229.86,Varanasi Multi-Modal Terminal,696.58,FCI Depot Delhi (NCR),69.0
ROOPGARH,BHIWANI,81,61185,village,Dhana Ladanpur,7.88,Lahli,36.46,Dahej Port,838.62,ICD Bawal,81.74,Attari ICP,299.62,Indira Gandhi International Airport (DEL),96.49,MMLP Sangrur,169.82,Varanasi Multi-Modal Terminal,763.27,FCI FSD Safidon,93.77
JALALPUR,GURUGRAM,86,62940,village,PIYALA BLOCK HUT,19.0,Palwal,25.35,Dahej Port,846.81,ICD Ballabhgarh,20.34,Attari ICP,391.26,Indira Gandhi International Airport (DEL),30.44,MMLP Sangrur,246.21,Varanasi Multi-Modal Terminal,655.72,FCI Depot Delhi (NCR),37.63
KHERA RANGHARAN,HISAR,80,61106,village,JAI JAI WANTI,10.26,Lahli,36.12,Dahej Port,889.09,ICD Garhi Harsaru,101.17,Attari ICP,266.22,Indira Gandhi International Airport (DEL),102.69,MMLP Sangrur,125.73,Varanasi Multi-Modal Terminal,774.1,FCI FSD Safidon,47.27
Muthra,CHARKI DADRI,81,61550,village,Sohansra,10.54,Lahli,65.26,Dahej Port,810.24,ICD Bawal,80.61,Attari ICP,310.55,Indira Gandhi International Airport (DEL),115.67,MMLP Sangrur,189.85,Varanasi Multi-Modal Terminal,771.66,FCI FSD Safidon,123.23
Thanwas,MAHENDRAGARH,84,62326,village,Nizampur,19.81,Farukh Nagar,94.67,Dahej Port,757.19,ICD Bawal,49.82,Attari ICP,386.45,Jaipur International Airport (JAI),115.1,MMLP Sangrur,263.48,Varanasi Multi-Modal Terminal,720.87,FCI Depot Jaipur,106.72
GINDOKHAR,REWARI,85,62527,village,Kishangarh Balawas,1.69,Farukh Nagar,34.16,Dahej Port,816.27,ICD Bawal,18.32,Attari ICP,364.46,Indira Gandhi International Airport (DEL),60.7,MMLP Sangrur,228.02,Varanasi Multi-Modal Terminal,701.18,FCI Depot Delhi (NCR),72.93
DHANI SOTHANI,REWARI,85,62673,village,KARNAWAS,1.48,Farukh Nagar,44.74,Dahej Port,804.53,ICD Bawal,4.15,Attari ICP,377.14,Indira Gandhi International Airport (DEL),68.92,MMLP Sangrur,241.8,Varanasi Multi-Modal Terminal,694.34,FCI Depot Delhi (NCR),80.9
KAUNSIWAS,REWARI,85,62615,village,ANAJ MANDI,4.14,Farukh Nagar,36.34,Dahej Port,812.95,ICD Bawal,11.71,Attari ICP,374.7,Indira Gandhi International Airport (DEL),60.32,MMLP Sangrur,237.63,Varanasi Multi-Modal Terminal,691.65,FCI Depot Delhi (NCR),72.32
LACHHMAN KI DHANI,BHIWANI,81,61351,village,Parvezpur,11.85,Lahli,67.63,Dahej Port,816.1,ICD Bawal,94.11,Attari ICP,297.3,Indira Gandhi International Airport (DEL),124.56,MMLP Sangrur,179.24,Varanasi Multi-Modal Terminal,784.36,FCI FSD Safidon,120.7
KHURSHAIDNAGAR,REWARI,85,62342,village,Sudharana,6.7,Farukh Nagar,45.44,Dahej Port,824.47,ICD Bawal,45.33,Attari ICP,335.64,Indira Gandhi International Airport (DEL),72.56,MMLP Sangrur,201.95,Varanasi Multi-Modal Terminal,729.33,FCI Depot Delhi (NCR),84.09
RAHMANA,SONIPAT,76,59775,village,RAJLU GARHI,10.91,Naultha,23.71,Dahej Port,912.59,ICD Loni,53.0,Attari ICP,309.19,Indira Gandhi International Airport (DEL),62.54,MMLP Sangrur,159.57,Varanasi Multi-Modal Terminal,720.31,FCI Depot Panipat,32.17
JAMNIKHERA,HISAR,80,61102,village,KINANA,8.7,Lahli,41.69,Dahej Port,893.66,ICD Garhi Harsaru,106.31,Attari ICP,260.96,Indira Gandhi International Airport (DEL),107.23,MMLP Sangrur,120.0,Varanasi Multi-Modal Terminal,778.08,FCI FSD Safidon,45.07
JAITSARI,CHARKI DADRI,81,61472,village,Fatehgarh Haryana,6.25,Lahli,24.91,Dahej Port,843.43,ICD Garhi Harsaru,65.99,Attari ICP,312.5,Indira Gandhi International Airport (DEL),77.14,MMLP Sangrur,177.54,Varanasi Multi-Modal Terminal,744.59,FCI Depot Delhi (NCR),86.91
BADARPUR SAIYID,FARIDABAD,88,63473,village,FARIDABAD,10.08,Palwal,28.08,Dahej Port,873.71,ICD Ballabhgarh,11.11,Rupaidiha ICP,366.14,Indira Gandhi International Airport (DEL),34.38,MMLP Sangrur,250.07,Varanasi Multi-Modal Terminal,638.01,FCI Depot Delhi (NCR),30.21
SAHARYARPUR,BHIWANI,81,61324,village,Parvezpur,19.99,Lahli,67.24,Deendayal Port (Kandla),821.75,ICD Bawal,103.24,Attari ICP,286.37,Indira Gandhi International Airport (DEL),128.7,MMLP Sangrur,168.94,Varanasi Multi-Modal Terminal,791.99,FCI FSD Safidon,115.69
SULELA,NUH,87,63273,village,Ramgarh,29.89,Palwal,51.43,Dahej Port,796.62,ICD Bawal,47.97,Rupaidiha ICP,413.34,Indira Gandhi International Airport (DEL),82.47,MMLP Sangrur,286.49,Varanasi Multi-Modal Terminal,645.69,FCI Depot Delhi (NCR),90.69
BAHADRI,NUH,87,63093,village,ASAOTI,28.03,Palwal,29.33,Dahej Port,834.6,ICD Garhi Harsaru,28.36,Attari ICP,394.37,Indira Gandhi International Airport (DEL),40.33,MMLP Sangrur,251.0,Varanasi Multi-Modal Terminal,658.1,FCI Depot Delhi (NCR),48.96
GANGAICHA JAT,REWARI,85,62532,village,Kishangarh Balawas,4.55,Farukh Nagar,29.16,Dahej Port,820.96,ICD Bawal,21.57,Attari ICP,363.77,Indira Gandhi International Airport (DEL),55.7,MMLP Sangrur,226.26,Varanasi Multi-Modal Terminal,699.04,FCI Depot Delhi (NCR),67.94
JITPURA,CHARKI DADRI,81,61517,village,Manheru,23.39,Lahli,51.88,Dahej Port,824.27,ICD Bawal,81.6,Attari ICP,303.35,Indira Gandhi International Airport (DEL),107.32,MMLP Sangrur,178.66,Varanasi Multi-Modal Terminal,769.28,FCI FSD Safidon,108.96
KISRENTI,ROHTAK,82,61684,village,ISMAILA HARYANA,7.27,Lahli,30.74,Dahej Port,883.46,ICD Garhi Harsaru,49.54,Attari ICP,320.09,Indira Gandhi International Airport (DEL),46.29,MMLP Sangrur,173.95,Varanasi Multi-Modal Terminal,717.07,FCI Depot Delhi (NCR),50.47
KALALI,CHARKI DADRI,81,61421,village,Charkhi Dadri,11.92,Lahli,43.47,Dahej Port,825.11,ICD Bawal,61.9,Attari ICP,319.97,Indira Gandhi International Airport (DEL),87.57,MMLP Sangrur,189.74,Varanasi Multi-Modal Terminal,747.75,FCI Depot Delhi (NCR),98.47
BARAUDA,SONIPAT,76,59646,village,GOHANA,7.23,Naultha,33.55,Dahej Port,902.21,ICD Loni,75.92,Attari ICP,288.65,Indira Gandhi International Airport (DEL),77.78,MMLP Sangrur,141.64,Varanasi Multi-Modal Terminal,744.62,FCI FSD Safidon,31.23
JANTI KALAN,SONIPAT,76,59893,village,NARELA,7.01,Narela,7.01,Dahej Port,901.85,ICD Loni,16.36,Attari ICP,345.83,Indira Gandhi International Airport (DEL),33.04,MMLP Sangrur,196.16,Varanasi Multi-Modal Terminal,684.73,FCI Depot Delhi (NCR),26.72
Mangali Surtia,HISAR,80,60942,village,Charaud,5.67,Bhattu,52.94,Deendayal Port (Kandla),844.53,ICD Bawal,133.5,Attari ICP,250.61,Indira Gandhi International Airport (DEL),143.41,MMLP Sangrur,133.27,Varanasi Multi-Modal Terminal,814.22,FCI FSD Safidon,100.5
BANIPUR,REWARI,85,62669,village,BAWAL,3.98,Farukh Nagar,46.24,Dahej Port,803.1,ICD Bawal,1.98,Attari ICP,380.69,Indira Gandhi International Airport (DEL),69.54,MMLP Sangrur,245.19,Varanasi Multi-Modal Terminal,691.24,FCI Depot Delhi (NCR),81.39
PAHLADPUR,PALWAL,89,63702,village,PALWAL,13.02,Palwal,13.02,Dahej Port,854.02,ICD Ballabhgarh,26.52,Rupaidiha ICP,361.1,Indira Gandhi International Airport (DEL),58.11,MMLP Sangrur,277.03,Varanasi Multi-Modal Terminal,618.43,FCI Depot Delhi (NCR),57.73
TAJPUR,NUH,87,63180,village,RUNDHI,23.71,Palwal,25.86,Dahej Port,824.33,ICD Ballabhgarh,38.86,Rupaidiha ICP,397.58,Indira Gandhi International Airport (DEL),56.62,MMLP Sangrur,268.8,Varanasi Multi-Modal Terminal,644.86,FCI Depot Delhi (NCR),63.65
ISLAMPUR,MAHENDRAGARH,84,62299,village,Nizampur,5.43,Farukh Nagar,96.73,Dahej Port,760.02,ICD Bawal,56.15,Attari ICP,373.55,Jaipur International Airport (JAI),121.55,MMLP Sangrur,253.11,Varanasi Multi-Modal Terminal,734.81,FCI Depot Jaipur,112.61
FATEHPURI,JHAJJAR,83,61883,village,Kosli,16.95,Farukh Nagar,23.96,Dahej Port,842.92,ICD Garhi Harsaru,35.52,Attari ICP,339.64,Indira Gandhi International Airport (DEL),49.42,MMLP Sangrur,200.05,Varanasi Multi-Modal Terminal,713.67,FCI Depot Delhi (NCR),60.59
DEOLAWAS,REWARI,85,62453,village,Nangal Mundi,1.93,Farukh Nagar,37.63,Dahej Port,814.62,ICD Bawal,21.0,Attari ICP,360.26,Indira Gandhi International Airport (DEL),64.88,MMLP Sangrur,224.92,Varanasi Multi-Modal Terminal,707.05,FCI Depot Delhi (NCR),77.11
DIDHARA,NUH,87,63032,village,TAJ NAGAR,22.05,Farukh Nagar,30.08,Dahej Port,830.3,ICD Garhi Harsaru,24.94,Attari ICP,386.75,Indira Gandhi International Airport (DEL),41.46,MMLP Sangrur,244.71,Varanasi Multi-Modal Terminal,668.44,FCI Depot Delhi (NCR),51.88
Garhi,MAHENDRAGARH,84,61982,village,Nangal Degrota,8.15,Lahli,56.15,Dahej Port,812.57,ICD Bawal,59.61,Attari ICP,325.9,Indira Gandhi International Airport (DEL),95.85,MMLP Sangrur,198.88,Varanasi Multi-Modal Terminal,749.8,FCI Depot Delhi (NCR),107.23
BHAINSRAOLI,FARIDABAD,88,63535,village,BALLABGARH,10.81,Palwal,24.6,Dahej Port,871.05,ICD Ballabhgarh,10.16,Rupaidiha ICP,365.24,Indira Gandhi International Airport (DEL),37.21,MMLP Sangrur,253.74,Varanasi Multi-Modal Terminal,635.24,FCI Depot Delhi (NCR),33.82
SIDAULA,FARIDABAD,88,63480,village,FARIDABAD,12.74,Palwal,28.64,Dahej Port,875.06,ICD Ballabhgarh,13.21,Rupaidiha ICP,363.49,Indira Gandhi International Airport (DEL),36.81,MMLP Sangrur,251.81,Varanasi Multi-Modal Terminal,635.63,FCI Depot Delhi (NCR),32.13
BUDANA,REWARI,85,62580,village,KUMBHAWAS MUNDA,4.22,Farukh Nagar,29.37,Dahej Port,819.97,ICD Bawal,18.71,Attari ICP,372.16,Indira Gandhi International Airport (DEL),53.35,MMLP Sangrur,233.76,Varanasi Multi-Modal Terminal,690.21,FCI Depot Delhi (NCR),65.4
BADOPUR,NUH,87,63297,village,Jadoli Ka Bas,20.27,Palwal,60.73,Dahej Port,786.89,ICD Bawal,53.26,Rupaidiha ICP,417.48,Indira Gandhi International Airport (DEL),92.89,MMLP Sangrur,295.08,Varanasi Multi-Modal Terminal,643.9,FCI Depot Delhi (NCR),101.14
CHAK CHKMALIKPUR,MAHENDRAGARH,84,62287,village,Nizampur,15.64,Farukh Nagar,91.02,Dahej Port,761.93,ICD Bawal,47.58,Attari ICP,380.87,Indira Gandhi International Airport (DEL),117.18,MMLP Sangrur,257.67,Varanasi Multi-Modal Terminal,723.56,FCI Depot Jaipur,111.97
REWARAH,SONIPAT,76,59669,village,JASIA,9.07,Lahli,33.85,Dahej Port,897.73,ICD Loni,59.55,Attari ICP,305.32,Indira Gandhi International Airport (DEL),61.34,MMLP Sangrur,157.84,Varanasi Multi-Modal Terminal,728.19,FCI FSD Safidon,43.32
MURADWAS,NUH,87,63153,village,RUNDHI,35.71,Palwal,36.03,Dahej Port,820.32,ICD Bawal,37.84,Attari ICP,401.96,Indira Gandhi International Airport (DEL),54.41,MMLP Sangrur,260.45,Varanasi Multi-Modal Terminal,657.37,FCI Depot Delhi (NCR),63.41
RATHIWAS,MAHENDRAGARH,84,62000,village,Zarpur Pali,6.56,Lahli,70.03,Dahej Port,798.3,ICD Bawal,54.39,Attari ICP,337.63,Indira Gandhi International Airport (DEL),101.98,MMLP Sangrur,212.84,Varanasi Multi-Modal Terminal,746.54,FCI Depot Delhi (NCR),113.84
TATARPUR,JHAJJAR,83,61841,village,SAMPLA,16.58,Farukh Nagar,23.59,Dahej Port,859.69,ICD Garhi Harsaru,33.39,Attari ICP,334.28,Indira Gandhi International Airport (DEL),40.39,MMLP Sangrur,191.47,Varanasi Multi-Modal Terminal,711.28,FCI Depot Delhi (NCR),49.77
JUJAR NAGLA,NUH,87,63317,village,BANCHARI,32.98,Palwal,43.43,Dahej Port,804.47,ICD Bawal,49.73,Rupaidiha ICP,406.73,Indira Gandhi International Airport (DEL),76.34,MMLP Sangrur,283.65,Varanasi Multi-Modal Terminal,642.61,FCI Depot Delhi (NCR),84.02
PRATAPNAGAR,NUH,87,63182,village,RUNDHI,24.69,Palwal,27.81,Dahej Port,821.52,ICD Ballabhgarh,41.76,Rupaidiha ICP,398.26,Indira Gandhi International Airport (DEL),59.79,MMLP Sangrur,271.5,Varanasi Multi-Modal Terminal,643.77,FCI Depot Delhi (NCR),66.84
SEPEDARNAGAR,GURUGRAM,86,62799,village,PATAUDI ROAD,6.09,Farukh Nagar,18.73,Dahej Port,831.39,ICD Garhi Harsaru,21.36,Attari ICP,370.25,Indira Gandhi International Airport (DEL),41.42,MMLP Sangrur,229.57,Varanasi Multi-Modal Terminal,685.84,FCI Depot Delhi (NCR),53.48
MAHIUDDINPUR,REWARI,85,62435,village,Kishangarh Balawas,4.27,Farukh Nagar,29.5,Dahej Port,821.74,ICD Bawal,23.86,Attari ICP,360.31,Indira Gandhi International Airport (DEL),56.69,MMLP Sangrur,223.1,Varanasi Multi-Modal Terminal,702.49,FCI Depot Delhi (NCR),68.92
GARHKHERA,FARIDABAD,88,63565,village,PIYALA BLOCK HUT,8.49,Palwal,16.12,Dahej Port,863.25,ICD Ballabhgarh,10.0,Rupaidiha ICP,366.93,Indira Gandhi International Airport (DEL),41.47,MMLP Sangrur,259.81,Varanasi Multi-Modal Terminal,632.27,FCI Depot Delhi (NCR),40.21
DHANI MANSUKH,BHIWANI,81,61372,village,Kushal Pura,3.1,Lahli,75.96,Dahej Port,802.66,ICD Bawal,87.95,Attari ICP,309.71,Indira Gandhi International Airport (DEL),126.56,MMLP Sangrur,193.29,Varanasi Multi-Modal Terminal,779.89,FCI FSD Safidon,132.43
GAIBAR,NUH,87,63151,village,KHALILPUR,34.58,Palwal,37.33,Dahej Port,820.74,ICD Bawal,36.1,Attari ICP,399.65,Indira Gandhi International Airport (DEL),53.22,MMLP Sangrur,258.26,Varanasi Multi-Modal Terminal,659.63,FCI Depot Delhi (NCR),62.51
BEGOPUR,MAHENDRAGARH,84,62293,village,Nizampur,5.17,Farukh Nagar,94.15,Dahej Port,762.56,ICD Bawal,53.89,Attari ICP,372.4,Indira Gandhi International Airport (DEL),121.09,MMLP Sangrur,251.31,Varanasi Multi-Modal Terminal,733.87,FCI Depot Jaipur,114.89
HASAKA,GURUGRAM,86,62790,village,INCHHAPURI,6.08,Farukh Nagar,20.95,Dahej Port,828.99,ICD Garhi Harsaru,23.76,Attari ICP,370.97,Indira Gandhi International Airport (DEL),43.82,MMLP Sangrur,230.72,Varanasi Multi-Modal Terminal,686.35,FCI Depot Delhi (NCR),55.85
SHADIPUR,REWARI,85,62439,village,KHALILPUR,5.11,Farukh Nagar,26.61,Dahej Port,823.55,ICD Bawal,23.89,Attari ICP,362.72,Indira Gandhi International Airport (DEL),53.32,MMLP Sangrur,224.71,Varanasi Multi-Modal Terminal,698.68,FCI Depot Delhi (NCR),65.55
DHANI SANTRO,REWARI,85,62478,village,Khori,2.36,Farukh Nagar,42.13,Dahej Port,808.39,ICD Bawal,13.81,Attari ICP,367.17,Indira Gandhi International Airport (DEL),68.42,MMLP Sangrur,232.38,Varanasi Multi-Modal Terminal,703.21,FCI Depot Delhi (NCR),80.63
BHOJAWAS,MAHENDRAGARH,84,62271,village,Amarpur Jorasi,9.32,Farukh Nagar,86.89,Dahej Port,767.81,ICD Bawal,45.78,Attari ICP,373.85,Indira Gandhi International Airport (DEL),113.58,MMLP Sangrur,250.4,Varanasi Multi-Modal Terminal,727.08,FCI Depot Jaipur,118.57
BHATLA,HISAR,80,61066,village,Hansi,9.35,Lahli,60.6,Deendayal Port (Kandla),870.89,ICD Garhi Harsaru,126.44,Attari ICP,245.95,Indira Gandhi International Airport (DEL),131.13,MMLP Sangrur,116.49,Varanasi Multi-Modal Terminal,803.51,FCI FSD Safidon,74.42
KUBJANAGAR,CHARKI DADRI,81,61540,village,Nangal Degrota,15.65,Lahli,52.9,Dahej Port,818.03,ICD Bawal,69.69,Attari ICP,315.45,Indira Gandhi International Airport (DEL),100.57,MMLP Sangrur,189.4,Varanasi Multi-Modal Terminal,758.72,FCI Depot Delhi (NCR),111.49
SISAR,HISAR,80,61091,village,Jitakheri,15.65,Lahli,37.48,Deendayal Port (Kandla),875.85,ICD Garhi Harsaru,103.57,Attari ICP,266.38,Indira Gandhi International Airport (DEL),107.86,MMLP Sangrur,130.76,Varanasi Multi-Modal Terminal,780.23,FCI FSD Safidon,62.18
GARHI UJALE KHAN,SONIPAT,76,59692,village,GOHANA,3.38,Naultha,24.9,Dahej Port,908.52,ICD Loni,68.37,Attari ICP,294.43,Indira Gandhi International Airport (DEL),73.41,MMLP Sangrur,145.97,Varanasi Multi-Modal Terminal,736.72,FCI FSD Safidon,30.11
PIRTHIPURA,REWARI,85,62392,village,INCHHAPURI,12.08,Farukh Nagar,19.9,Dahej Port,833.73,ICD Garhi Harsaru,29.86,Attari ICP,353.18,Indira Gandhi International Airport (DEL),47.79,MMLP Sangrur,214.01,Varanasi Multi-Modal Terminal,703.51,FCI Depot Delhi (NCR),59.86
MALIAKI,REWARI,85,62400,village,INCHHAPURI,7.73,Farukh Nagar,20.06,Dahej Port,831.11,ICD Garhi Harsaru,28.71,Attari ICP,357.8,Indira Gandhi International Airport (DEL),47.61,MMLP Sangrur,218.64,Varanasi Multi-Modal Terminal,699.81,FCI Depot Delhi (NCR),59.82
GAJIWAS,REWARI,85,62622,village,ANAJ MANDI,2.75,Farukh Nagar,39.39,Dahej Port,809.89,ICD Bawal,9.16,Attari ICP,374.08,Indira Gandhi International Airport (DEL),63.91,MMLP Sangrur,237.84,Varanasi Multi-Modal Terminal,694.3,FCI Depot Delhi (NCR),75.96
KANMAIDA,NUH,87,63276,village,Ramgarh,26.4,Palwal,54.71,Dahej Port,793.14,ICD Bawal,49.67,Rupaidiha ICP,414.8,Indira Gandhi International Airport (DEL),86.19,MMLP Sangrur,289.54,Varanasi Multi-Modal Terminal,645.04,FCI Depot Delhi (NCR),94.42
GUMAT BIHARI,NUH,87,63238,village,KHAIRTHAL,32.76,Palwal,45.42,Dahej Port,805.51,ICD Bawal,38.62,Attari ICP,413.37,Indira Gandhi International Airport (DEL),70.42,MMLP Sangrur,273.58,Varanasi Multi-Modal Terminal,653.57,FCI Depot Delhi (NCR),79.27
NAGAR,SONIPAT,76,59682,village,GOHANA,3.86,Naultha,27.0,Dahej Port,906.22,ICD Loni,67.03,Attari ICP,296.1,Indira Gandhi International Airport (DEL),71.38,MMLP Sangrur,147.88,Varanasi Multi-Modal Terminal,735.55,FCI FSD Safidon,32.49
GAMRA,HISAR,80,61034,village,BARSOLA,18.52,Lahli,57.61,Deendayal Port (Kandla),889.94,ICD Garhi Harsaru,123.32,Attari ICP,244.48,Indira Gandhi International Airport (DEL),125.04,MMLP Sangrur,107.06,Varanasi Multi-Modal Terminal,796.15,FCI FSD Safidon,56.03
CHAMDHERA,MAHENDRAGARH,84,62022,village,Zarpur Pali,4.4,Farukh Nagar,68.89,Dahej Port,796.39,ICD Bawal,45.07,Attari ICP,346.23,Indira Gandhi International Airport (DEL),96.77,MMLP Sangrur,219.72,Varanasi Multi-Modal Terminal,737.23,FCI Depot Delhi (NCR),108.83
KASAULI,REWARI,85,62653,village,KARNAWAS,5.97,Farukh Nagar,42.71,Dahej Port,806.87,ICD Bawal,6.39,Attari ICP,380.93,Indira Gandhi International Airport (DEL),65.39,MMLP Sangrur,244.47,Varanasi Multi-Modal Terminal,688.49,FCI Depot Delhi (NCR),77.17
LADPUR,SONIPAT,76,59877,village,RATHDHANA,2.44,Narela,9.07,Dahej Port,902.25,ICD Loni,29.48,Attari ICP,332.92,Indira Gandhi International Airport (DEL),40.12,MMLP Sangrur,183.57,Varanasi Multi-Modal Terminal,698.0,FCI Depot Delhi (NCR),37.09
CHHICHRANA,SONIPAT,76,59664,village,RUKHI,4.28,Lahli,30.15,Dahej Port,897.84,ICD Loni,70.63,Attari ICP,294.93,Indira Gandhi International Airport (DEL),71.38,MMLP Sangrur,148.21,Varanasi Multi-Modal Terminal,739.25,FCI FSD Safidon,37.23
MANDAPUR,NUH,87,63275,village,Ramgarh,29.02,Palwal,52.12,Dahej Port,795.76,ICD Bawal,49.19,Rupaidiha ICP,413.1,Indira Gandhi International Airport (DEL),83.76,MMLP Sangrur,287.93,Varanasi Multi-Modal Terminal,644.71,FCI Depot Delhi (NCR),91.9
Nanagwas,MAHENDRAGARH,84,62053,village,Zarpur Pali,11.15,Farukh Nagar,70.38,Dahej Port,791.12,ICD Bawal,41.66,Attari ICP,352.8,Indira Gandhi International Airport (DEL),98.16,MMLP Sangrur,226.47,Varanasi Multi-Modal Terminal,733.35,FCI Depot Delhi (NCR),110.33
SURKHPUR TAPPA HAWELI,JHAJJAR,83,61837,village,SAMPLA,16.75,Farukh Nagar,22.69,Dahej Port,859.58,ICD Garhi Harsaru,32.44,Attari ICP,335.19,Indira Gandhi International Airport (DEL),39.5,MMLP Sangrur,192.31,Varanasi Multi-Modal Terminal,710.33,FCI Depot Delhi (NCR),48.96
BALI,SONIPAT,76,59678,village,RUKHI,6.48,Naultha,31.26,Dahej Port,901.69,ICD Loni,62.1,Attari ICP,301.78,Indira Gandhi International Airport (DEL),65.28,MMLP Sangrur,153.9,Varanasi Multi-Modal Terminal,730.8,FCI FSD Safidon,38.79
BAHALI,MAHENDRAGARH,84,62155,village,Ateli,4.3,Farukh Nagar,67.01,Dahej Port,786.62,ICD Bawal,28.96,Attari ICP,367.72,Indira Gandhi International Airport (DEL),93.85,MMLP Sangrur,239.31,Varanasi Multi-Modal Terminal,718.58,FCI Depot Delhi (NCR),106.08
PICHOPA KHURD,CHARKI DADRI,81,61526,village,Nanwan,18.24,Lahli,51.3,Dahej Port,820.25,ICD Bawal,71.68,Attari ICP,312.97,Indira Gandhi International Airport (DEL),100.77,MMLP Sangrur,186.77,Varanasi Multi-Modal Terminal,760.13,FCI Depot Delhi (NCR),111.55
BASHIRWAS,BHIWANI,81,61367,village,Kushal Pura,7.37,Lahli,70.62,Dahej Port,806.7,ICD Bawal,84.71,Attari ICP,309.52,Indira Gandhi International Airport (DEL),121.43,MMLP Sangrur,191.05,Varanasi Multi-Modal Terminal,776.28,FCI FSD Safidon,127.64
JAKOPUR,NUH,87,63155,village,PALWAL,34.42,Palwal,34.42,Dahej Port,822.43,ICD Garhi Harsaru,38.6,Attari ICP,401.24,Indira Gandhi International Airport (DEL),52.49,MMLP Sangrur,259.41,Varanasi Multi-Modal Terminal,657.0,FCI Depot Delhi (NCR),61.38
BALAUR,JHAJJAR,83,61806,village,BAHADURGARH,4.0,Farukh Nagar,23.42,Dahej Port,872.47,ICD Garhi Harsaru,25.11,Attari ICP,346.34,Indira Gandhi International Airport (DEL),20.67,MMLP Sangrur,200.16,Varanasi Multi-Modal Terminal,692.99,FCI Depot Delhi (NCR),27.99
KHANPUR KALAN,JHAJJAR,83,61960,village,Jharili,5.15,Lahli,42.26,Dahej Port,826.96,ICD Bawal,50.31,Attari ICP,330.66,Indira Gandhi International Airport (DEL),74.57,MMLP Sangrur,197.21,Varanasi Multi-Modal Terminal,733.59,FCI Depot Delhi (NCR),85.84
