village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km,nearest_toll_plaza,dist_toll_plaza_km
Chak Ramdas,KOTPUTLI-BEHROR,131,071778,village,11,0.94,Trans Haryana Expressway,14.74,Kathuwas,1.23,Farukh Nagar,59.1,Dahej Port,794.96,ICD Bawal,25.35,Attari ICP,363.43,Indira Gandhi International Airport (DEL),86.23,MMLP Sangrur,233.27,Varanasi Multi-Modal Terminal,717.24,FCI Depot Delhi (NCR),98.46,REWARI Toll Plaza,2.17
Balahir,KOTPUTLI-BEHROR,131,071787,village,11,3.76,Trans Haryana Expressway,26.67,Pali,3.98,Farukh Nagar,50.14,Dahej Port,800.73,ICD Bawal,14.15,Attari ICP,369.07,Indira Gandhi International Airport (DEL),76.39,MMLP Sangrur,236.08,Varanasi Multi-Modal Terminal,706.29,FCI Depot Delhi (NCR),88.59,REWARI Toll Plaza,9.77
Vijaynagar,KOTPUTLI-BEHROR,131,071797,village,11,3.01,Trans Haryana Expressway,13.36,Kathuwas,4.59,Farukh Nagar,63.68,Dahej Port,789.78,ICD Bawal,26.59,Attari ICP,366.76,Indira Gandhi International Airport (DEL),90.56,MMLP Sangrur,237.54,Varanasi Multi-Modal Terminal,717.23,FCI Depot Delhi (NCR),102.79,REWARI Toll Plaza,6.35
NAGAL,KOTPUTLI-BEHROR,131,071801,village,48,7.87,Trans Haryana Expressway,19.88,Kathuwas,9.44,Farukh Nagar,63.45,Dahej Port,787.67,ICD Bawal,21.52,Attari ICP,373.92,Indira Gandhi International Airport (DEL),89.46,MMLP Sangrur,243.85,Varanasi Multi-Modal Terminal,710.27,FCI Depot Delhi (NCR),101.62,KOTPUTLI-BEHROR Toll Plaza,7.99
Jamalpur,KOTPUTLI-BEHROR,131,071860,village,48,7.3,Trans Haryana Expressway,16.98,Ateli,12.9,Farukh Nagar,74.38,Dahej Port,777.38,ICD Bawal,31.42,Attari ICP,376.66,Indira Gandhi International Airport (DEL),100.43,MMLP Sangrur,249.25,Varanasi Multi-Modal Terminal,715.23,FCI Depot Delhi (NCR),112.58,KOTPUTLI-BEHROR Toll Plaza,11.67
Khatiwas,KOTPUTLI-BEHROR,131,071840,village,48,7.79,Trans Haryana Expressway,16.45,Ateli,12.02,Farukh Nagar,73.49,Dahej Port,778.36,ICD Bawal,30.84,Attari ICP,375.89,Indira Gandhi International Airport (DEL),99.61,MMLP Sangrur,248.33,Varanasi Multi-Modal Terminal,715.35,FCI Depot Delhi (NCR),111.77,KOTPUTLI-BEHROR Toll Plaza,12.39
BIGHANA,KOTPUTLI-BEHROR,131,071857,village,48,3.27,Trans Haryana Expressway,21.0,Ateli,16.4,Farukh Nagar,74.33,Dahej Port,776.46,ICD Bawal,29.74,Attari ICP,380.4,Indira Gandhi International Airport (DEL),99.89,MMLP Sangrur,252.45,Varanasi Multi-Modal Terminal,711.44,FCI Depot Delhi (NCR),111.98,KOTPUTLI-BEHROR Toll Plaza,7.88
MUJRIKHOLA,KHAIRTHAL-TIJARA,104,072033,village,48,8.12,Trans Haryana Expressway,32.65,AJARAKA,16.22,Farukh Nagar,74.09,Dahej Port,775.22,ICD Bawal,26.41,Attari ICP,390.82,Indira Gandhi International Airport (DEL),97.88,MMLP Sangrur,261.14,Varanasi Multi-Modal Terminal,699.93,FCI Depot Delhi (NCR),109.68,KOTPUTLI-BEHROR Toll Plaza,6.59
Kalooka,KHAIRTHAL-TIJARA,104,072030,village,48,12.32,Trans Haryana Expressway,36.98,KHANPUR AHIR,14.55,Farukh Nagar,74.77,Dahej Port,774.52,ICD Bawal,26.74,Attari ICP,394.79,Indira Gandhi International Airport (DEL),97.79,MMLP Sangrur,264.57,Varanasi Multi-Modal Terminal,695.8,FCI Depot Delhi (NCR),109.45,KOTPUTLI-BEHROR Toll Plaza,10.21
BHIWARA,KHAIRTHAL-TIJARA,104,072029,village,48,11.5,Trans Haryana Expressway,36.36,KHANPUR AHIR,13.94,Farukh Nagar,73.59,Dahej Port,775.69,ICD Bawal,25.57,Attari ICP,393.84,Indira Gandhi International Airport (DEL),96.7,MMLP Sangrur,263.47,Varanasi Multi-Modal Terminal,695.99,FCI Depot Delhi (NCR),108.37,KOTPUTLI-BEHROR Toll Plaza,10.27
Shreekrishan Nagar,KHAIRTHAL-TIJARA,104,072044,village,48,18.21,Trans Haryana Expressway,43.16,HARSAULI,11.67,Farukh Nagar,75.75,Dahej Port,773.97,ICD Bawal,27.99,Attari ICP,400.31,Indira Gandhi International Airport (DEL),97.58,MMLP Sangrur,269.28,Varanasi Multi-Modal Terminal,689.76,FCI Depot Delhi (NCR),108.99,KOTPUTLI-BEHROR Toll Plaza,16.16
Jeevan Singhpura,KHAIRTHAL-TIJARA,104,072065,village,48,15.01,Trans Haryana Expressway,39.61,KHANPUR AHIR,17.59,Farukh Nagar,79.43,Dahej Port,769.91,ICD Bawal,31.38,Attari ICP,398.5,Indira Gandhi International Airport (DEL),102.15,MMLP Sangrur,268.91,Varanasi Multi-Modal Terminal,695.12,FCI Depot Delhi (NCR),113.72,KOTPUTLI-BEHROR Toll Plaza,11.32
BADHNWAS,KHAIRTHAL-TIJARA,104,072067,village,48,10.85,Trans Haryana Expressway,35.72,KHANPUR AHIR,20.26,Farukh Nagar,79.79,Dahej Port,769.49,ICD Bawal,31.91,Attari ICP,395.17,Indira Gandhi International Airport (DEL),103.24,MMLP Sangrur,266.33,Varanasi Multi-Modal Terminal,699.41,FCI Depot Delhi (NCR),114.96,KOTPUTLI-BEHROR Toll Plaza,7.22
Qyara,KHAIRTHAL-TIJARA,104,072072,village,48,10.27,Trans Haryana Expressway,35.35,KHANPUR AHIR,21.41,Farukh Nagar,80.68,Dahej Port,768.61,ICD Bawal,32.87,Attari ICP,395.05,Indira Gandhi International Airport (DEL),104.24,MMLP Sangrur,266.49,Varanasi Multi-Modal Terminal,700.27,FCI Depot Delhi (NCR),115.98,KOTPUTLI-BEHROR Toll Plaza,6.86
Chhabriwas,KHAIRTHAL-TIJARA,104,072071,village,48,10.41,Trans Haryana Expressway,36.04,KHANPUR AHIR,23.65,Farukh Nagar,83.25,Dahej Port,766.05,ICD Bawal,35.44,Attari ICP,396.25,Indira Gandhi International Airport (DEL),106.81,MMLP Sangrur,268.21,Varanasi Multi-Modal Terminal,700.97,FCI Depot Jaipur,113.88,KOTPUTLI-BEHROR Toll Plaza,8.08
Bhagwarikhurd,KOTPUTLI-BEHROR,131,071868,village,148B,3.4,Trans Haryana Expressway,11.16,Narnaul,7.77,Farukh Nagar,81.84,Dahej Port,772.7,ICD Bawal,41.39,Attari ICP,371.89,Indira Gandhi International Airport (DEL),108.6,MMLP Sangrur,247.21,Varanasi Multi-Modal Terminal,725.17,FCI Depot Delhi (NCR),120.82,MAHENDRAGARH Toll Plaza,7.66
Dooghera,KOTPUTLI-BEHROR,131,071884,village,48,0.87,Trans Haryana Expressway,25.17,Ateli,20.27,Farukh Nagar,74.66,Dahej Port,775.38,ICD Bawal,28.66,Attari ICP,384.31,Indira Gandhi International Airport (DEL),99.65,MMLP Sangrur,255.88,Varanasi Multi-Modal Terminal,707.59,FCI Depot Delhi (NCR),111.66,KOTPUTLI-BEHROR Toll Plaza,4.36
FATEHPUR,KOTPUTLI-BEHROR,131,071878,village,48,0.41,Trans Haryana Expressway,23.99,Ateli,18.67,Farukh Nagar,72.78,Dahej Port,777.38,ICD Bawal,27.17,Attari ICP,382.66,Indira Gandhi International Airport (DEL),97.93,MMLP Sangrur,253.95,Varanasi Multi-Modal Terminal,707.94,FCI Depot Delhi (NCR),109.96,KOTPUTLI-BEHROR Toll Plaza,6.42
KHATANPURA,KOTPUTLI-BEHROR,131,071887,village,48,3.89,Trans Haryana Expressway,21.29,Mirzapur Bachhaud,17.77,Farukh Nagar,78.92,Dahej Port,772.08,ICD Bawal,34.2,Attari ICP,381.78,Indira Gandhi International Airport (DEL),104.5,MMLP Sangrur,254.93,Varanasi Multi-Modal Terminal,713.42,FCI Depot Delhi (NCR),116.59,KOTPUTLI-BEHROR Toll Plaza,7.66
Naglisadh,KOTPUTLI-BEHROR,131,071890,village,48,6.75,Trans Haryana Expressway,18.55,Mirzapur Bachhaud,15.24,Farukh Nagar,79.14,Dahej Port,772.54,ICD Bawal,35.41,Attari ICP,379.23,Indira Gandhi International Airport (DEL),105.06,MMLP Sangrur,252.81,Varanasi Multi-Modal Terminal,716.17,FCI Depot Delhi (NCR),117.19,KOTPUTLI-BEHROR Toll Plaza,10.51
TALWAR MOMANPUR,KOTPUTLI-BEHROR,131,071914,village,48,4.02,Trans Haryana Expressway,30.02,Mirzapur Bachhaud,26.65,Farukh Nagar,83.09,Dahej Port,766.66,ICD Bawal,36.17,Attari ICP,390.67,Indira Gandhi International Airport (DEL),107.6,MMLP Sangrur,263.59,Varanasi Multi-Modal Terminal,707.18,FCI Depot Jaipur,114.73,KOTPUTLI-BEHROR Toll Plaza,4.99
Sarbilandpura,KOTPUTLI-BEHROR,131,071913,village,148B,3.83,Trans Haryana Expressway,29.37,AJARAKA,25.2,Farukh Nagar,81.32,Dahej Port,768.42,ICD Bawal,34.46,Attari ICP,389.77,Indira Gandhi International Airport (DEL),105.87,MMLP Sangrur,262.33,Varanasi Multi-Modal Terminal,706.78,FCI Depot Jaipur,116.48,KOTPUTLI-BEHROR Toll Plaza,3.23
Jaisinghpura,KOTPUTLI-BEHROR,131,071919,village,48,2.85,Trans Haryana Expressway,22.77,Mirzapur Bachhaud,19.48,Farukh Nagar,80.68,Dahej Port,770.12,ICD Bawal,35.53,Attari ICP,383.48,Indira Gandhi International Airport (DEL),106.12,MMLP Sangrur,256.88,Varanasi Multi-Modal Terminal,713.01,FCI Depot Delhi (NCR),118.19,KOTPUTLI-BEHROR Toll Plaza,7.12
Krishan Nagar,KOTPUTLI-BEHROR,131,071930,village,48,3.46,Trans Haryana Expressway,24.42,Narnaul,21.08,Farukh Nagar,85.93,Dahej Port,765.07,ICD Bawal,40.66,Attari ICP,385.31,Indira Gandhi International Airport (DEL),111.37,MMLP Sangrur,259.94,Varanasi Multi-Modal Terminal,715.14,FCI Depot Jaipur,113.85,KOTPUTLI-BEHROR Toll Plaza,10.65
GUJARWAS,KOTPUTLI-BEHROR,131,071943,village,48,5.26,Trans Haryana Expressway,31.22,AJARAKA,26.28,Farukh Nagar,83.24,Dahej Port,766.38,ICD Bawal,36.11,Attari ICP,391.82,Indira Gandhi International Airport (DEL),107.58,MMLP Sangrur,264.58,Varanasi Multi-Modal Terminal,706.03,FCI Depot Jaipur,114.38,KOTPUTLI-BEHROR Toll Plaza,5.29
HariNagar,KHAIRTHAL-TIJARA,104,071955N001,village,48,3.18,Trans Haryana Expressway,32.11,MAJRI NANGAL,8.74,Farukh Nagar,63.34,Dahej Port,785.97,ICD Bawal,15.83,Attari ICP,385.3,Indira Gandhi International Airport (DEL),87.31,MMLP Sangrur,253.58,Varanasi Multi-Modal Terminal,698.1,FCI Depot Delhi (NCR),99.18,KOTPUTLI-BEHROR Toll Plaza,4.67
Phusa Pur,KHAIRTHAL-TIJARA,104,071961,village,48,9.27,Trans Haryana Expressway,38.12,AJARAKA,4.76,Farukh Nagar,64.67,Dahej Port,784.72,ICD Bawal,16.66,Attari ICP,391.13,Indira Gandhi International Airport (DEL),87.39,MMLP Sangrur,258.75,Varanasi Multi-Modal Terminal,692.23,FCI Depot Delhi (NCR),99.03,KOTPUTLI-BEHROR Toll Plaza,10.82
Vijay Nagar,KHAIRTHAL-TIJARA,104,071963,village,48,6.42,Trans Haryana Expressway,36.42,AJARAKA,4.62,Farukh Nagar,61.68,Dahej Port,787.62,ICD Bawal,13.64,Attari ICP,388.0,Indira Gandhi International Airport (DEL),84.84,MMLP Sangrur,255.36,Varanasi Multi-Modal Terminal,693.72,FCI Depot Delhi (NCR),96.58,KOTPUTLI-BEHROR Toll Plaza,9.03
Sheel Gaon Khurd,KHAIRTHAL-TIJARA,104,071985,village,48,11.21,Trans Haryana Expressway,44.91,AJARAKA,5.84,Farukh Nagar,56.48,Dahej Port,793.68,ICD Bawal,10.87,Attari ICP,391.48,Indira Gandhi International Airport (DEL),77.82,MMLP Sangrur,256.75,Varanasi Multi-Modal Terminal,685.39,FCI Depot Delhi (NCR),89.27,KHAIRTHAL-TIJARA Toll Plaza,15.88
Bheekhawas,KHAIRTHAL-TIJARA,104,071999,village,48,11.32,Trans Haryana Expressway,38.26,AJARAKA,8.58,Farukh Nagar,68.89,Dahej Port,780.51,ICD Bawal,20.86,Attari ICP,393.42,Indira Gandhi International Airport (DEL),91.55,MMLP Sangrur,261.8,Varanasi Multi-Modal Terminal,692.74,FCI Depot Delhi (NCR),103.16,KOTPUTLI-BEHROR Toll Plaza,12.09
Dhokal Nagar,KHAIRTHAL-TIJARA,104,072035,village,48,10.48,Trans Haryana Expressway,34.89,AJARAKA,16.56,Farukh Nagar,75.54,Dahej Port,773.73,ICD Bawal,27.64,Attari ICP,393.24,Indira Gandhi International Airport (DEL),98.97,MMLP Sangrur,263.53,Varanasi Multi-Modal Terminal,698.26,FCI Depot Delhi (NCR),110.7,KOTPUTLI-BEHROR Toll Plaza,7.72
Bapdoli,KHAIRTHAL-TIJARA,104,072032,village,48,6.79,Trans Haryana Expressway,31.26,AJARAKA,16.93,Farukh Nagar,74.01,Dahej Port,775.36,ICD Bawal,26.55,Attari ICP,389.58,Indira Gandhi International Airport (DEL),98.04,MMLP Sangrur,260.09,Varanasi Multi-Modal Terminal,701.3,FCI Depot Delhi (NCR),109.89,KOTPUTLI-BEHROR Toll Plaza,5.57
Khohri,KHAIRTHAL-TIJARA,104,072004,village,48,5.45,Trans Haryana Expressway,30.42,AJARAKA,15.19,Farukh Nagar,71.45,Dahej Port,777.95,ICD Bawal,24.11,Attari ICP,387.9,Indira Gandhi International Airport (DEL),95.59,MMLP Sangrur,257.99,Varanasi Multi-Modal Terminal,701.22,FCI Depot Delhi (NCR),107.46,KOTPUTLI-BEHROR Toll Plaza,7.4
Lakheempur,KHAIRTHAL-TIJARA,104,072069,village,48,6.35,Trans Haryana Expressway,31.68,AJARAKA,23.67,Farukh Nagar,80.98,Dahej Port,768.51,ICD Bawal,33.67,Attari ICP,391.82,Indira Gandhi International Airport (DEL),105.16,MMLP Sangrur,263.93,Varanasi Multi-Modal Terminal,704.24,FCI Depot Jaipur,116.44,KOTPUTLI-BEHROR Toll Plaza,3.78
Chachiyawas,KHAIRTHAL-TIJARA,104,072158,village,48,15.63,Trans Haryana Expressway,52.14,KHANPUR AHIR,13.11,Farukh Nagar,54.01,Dahej Port,797.88,ICD Bawal,14.61,Attari ICP,395.06,Indira Gandhi International Airport (DEL),73.35,MMLP Sangrur,258.84,Varanasi Multi-Modal Terminal,678.49,FCI Depot Delhi (NCR),84.44,KHAIRTHAL-TIJARA Toll Plaza,13.12
Bhojpur,KHAIRTHAL-TIJARA,104,072208,village,48,23.28,Trans Haryana Expressway,51.55,HARSAULI,2.32,Farukh Nagar,70.96,Dahej Port,780.64,ICD Bawal,25.88,Attari ICP,404.78,Indira Gandhi International Airport (DEL),90.6,MMLP Sangrur,271.33,Varanasi Multi-Modal Terminal,679.57,FCI Depot Delhi (NCR),101.58,KHAIRTHAL-TIJARA Toll Plaza,18.7
Bahadari,KHAIRTHAL-TIJARA,104,072217,village,919,3.96,Delhi-Gurugram Expressway,26.1,INCHHAPURI,22.9,Farukh Nagar,32.74,Dahej Port,824.8,ICD Garhi Harsaru,29.25,Attari ICP,387.55,Indira Gandhi International Airport (DEL),46.71,MMLP Sangrur,246.47,Varanasi Multi-Modal Terminal,670.49,FCI Depot Delhi (NCR),57.36,KHAIRTHAL-TIJARA Toll Plaza,6.04
UDHANWAS,KHAIRTHAL-TIJARA,104,072244,village,919,6.69,Delhi-Gurugram Expressway,27.93,JATAULA SAMPHKA,29.26,Farukh Nagar,37.53,Dahej Port,825.38,ICD Garhi Harsaru,32.1,Attari ICP,393.82,Indira Gandhi International Airport (DEL),47.49,MMLP Sangrur,252.08,Varanasi Multi-Modal Terminal,663.4,FCI Depot Delhi (NCR),57.23,NUH Toll Plaza,9.65
Banjhra,KHAIRTHAL-TIJARA,104,072268,village,248A,9.07,Delhi-Gurugram Expressway,34.21,KUMBHAWAS MUNDA,30.43,Palwal,42.06,Dahej Port,818.48,ICD Bawal,31.2,Attari ICP,396.52,Indira Gandhi International Airport (DEL),54.16,MMLP Sangrur,255.81,Varanasi Multi-Modal Terminal,664.27,FCI Depot Delhi (NCR),64.08,KHAIRTHAL-TIJARA Toll Plaza,12.73
Ameer Nagar,KHAIRTHAL-TIJARA,104,072309,village,248A,11.66,Delhi-Gurugram Expressway,44.19,HARSAULI,30.4,Palwal,46.68,Dahej Port,809.16,ICD Bawal,30.47,Attari ICP,403.6,Indira Gandhi International Airport (DEL),64.08,MMLP Sangrur,264.02,Varanasi Multi-Modal Terminal,661.97,FCI Depot Delhi (NCR),73.79,KHAIRTHAL-TIJARA Toll Plaza,9.6
Pahar Samlat@Roondh Roopbas,KHAIRTHAL-TIJARA,104,072325,village,248A,9.29,Delhi-Gurugram Expressway,46.73,HARSAULI,30.96,Palwal,46.01,Dahej Port,807.81,ICD Bawal,33.31,Attari ICP,407.14,Indira Gandhi International Airport (DEL),66.29,MMLP Sangrur,267.48,Varanasi Multi-Modal Terminal,658.93,FCI Depot Delhi (NCR),75.68,KHAIRTHAL-TIJARA Toll Plaza,8.79
Baliyawas,KHAIRTHAL-TIJARA,104,072333,village,248A,15.17,Delhi-Gurugram Expressway,49.51,HARSAULI,24.75,Palwal,52.18,Dahej Port,803.16,ICD Bawal,28.45,Attari ICP,405.28,Indira Gandhi International Airport (DEL),69.68,MMLP Sangrur,266.73,Varanasi Multi-Modal Terminal,663.78,FCI Depot Delhi (NCR),79.6,KHAIRTHAL-TIJARA Toll Plaza,3.78
Mainaki,KHAIRTHAL-TIJARA,104,072344,village,248A,15.89,Delhi-Gurugram Expressway,53.64,HARSAULI,20.98,Palwal,56.12,Dahej Port,798.73,ICD Bawal,28.09,Attari ICP,406.9,Indira Gandhi International Airport (DEL),73.93,MMLP Sangrur,269.08,Varanasi Multi-Modal Terminal,664.79,FCI Depot Delhi (NCR),83.95,KHAIRTHAL-TIJARA Toll Plaza,1.7
Tohra,KHAIRTHAL-TIJARA,104,072345,village,248A,17.88,Delhi-Gurugram Expressway,52.33,HARSAULI,20.43,Palwal,56.5,Dahej Port,799.54,ICD Bawal,26.01,Attari ICP,404.72,Indira Gandhi International Airport (DEL),72.75,MMLP Sangrur,266.97,Varanasi Multi-Modal Terminal,666.68,FCI Depot Delhi (NCR),82.94,KHAIRTHAL-TIJARA Toll Plaza,3.53
Ibrahimpur @ Virampur,KHAIRTHAL-TIJARA,104,072349,village,248A,16.61,Delhi-Gurugram Expressway,50.4,HARSAULI,22.96,Palwal,53.97,Dahej Port,801.84,ICD Bawal,27.11,Attari ICP,404.71,Indira Gandhi International Airport (DEL),70.71,MMLP Sangrur,266.49,Varanasi Multi-Modal Terminal,665.23,FCI Depot Delhi (NCR),80.77,KHAIRTHAL-TIJARA Toll Plaza,3.32
Rahmatnagar,KHAIRTHAL-TIJARA,104,072353,village,248A,6.67,Delhi-Gurugram Expressway,51.85,KHAIRTHAL,31.07,Palwal,47.03,Dahej Port,804.33,ICD Bawal,37.16,Attari ICP,412.64,Indira Gandhi International Airport (DEL),71.04,MMLP Sangrur,273.13,Varanasi Multi-Modal Terminal,655.06,FCI Depot Delhi (NCR),80.06,KHAIRTHAL-TIJARA Toll Plaza,8.86
Palasali,KHAIRTHAL-TIJARA,104,072356,village,248A,7.51,Delhi-Gurugram Expressway,54.31,KHAIRTHAL,28.02,Palwal,50.19,Dahej Port,801.2,ICD Bawal,36.24,Attari ICP,413.27,Indira Gandhi International Airport (DEL),73.74,MMLP Sangrur,274.31,Varanasi Multi-Modal Terminal,656.29,FCI Depot Delhi (NCR),82.94,KHAIRTHAL-TIJARA Toll Plaza,6.92
Husaipur,KHAIRTHAL-TIJARA,104,072359,village,248A,9.02,Delhi-Gurugram Expressway,53.84,KHAIRTHAL,27.08,Palwal,50.97,Dahej Port,801.01,ICD Bawal,34.74,Attari ICP,411.99,Indira Gandhi International Airport (DEL),73.45,MMLP Sangrur,273.19,Varanasi Multi-Modal Terminal,657.8,FCI Depot Delhi (NCR),82.8,KHAIRTHAL-TIJARA Toll Plaza,5.42
Shahmat Nagar,KHAIRTHAL-TIJARA,104,072370,village,248A,18.68,Delhi-Gurugram Expressway,54.49,HARSAULI,18.08,Palwal,58.87,Dahej Port,797.15,ICD Bawal,25.58,Attari ICP,405.18,Indira Gandhi International Airport (DEL),74.99,MMLP Sangrur,267.89,Varanasi Multi-Modal Terminal,667.71,FCI Depot Delhi (NCR),85.26,KHAIRTHAL-TIJARA Toll Plaza,4.83
Maliyar Gurjar,KHAIRTHAL-TIJARA,104,072388,village,248A,7.45,Delhi-Gurugram Expressway,56.53,KHAIRTHAL,26.21,Palwal,52.26,Dahej Port,798.85,ICD Bawal,36.52,Attari ICP,414.48,Indira Gandhi International Airport (DEL),76.04,MMLP Sangrur,275.85,Varanasi Multi-Modal Terminal,656.45,FCI Depot Delhi (NCR),85.28,KHAIRTHAL-TIJARA Toll Plaza,7.0
Alapur Jatt,KHAIRTHAL-TIJARA,104,072397,village,248A,11.46,Delhi-Gurugram Expressway,61.52,KHAIRTHAL,20.03,Palwal,58.84,Dahej Port,792.57,ICD Bawal,35.35,Attari ICP,415.34,Indira Gandhi International Airport (DEL),81.44,MMLP Sangrur,277.88,Varanasi Multi-Modal Terminal,659.53,FCI Depot Delhi (NCR),91.01,KHAIRTHAL-TIJARA Toll Plaza,8.54
Naya Gaon,KHAIRTHAL-TIJARA,104,072407,village,248A,23.02,Delhi-Gurugram Expressway,57.69,HARSAULI,12.74,Farukh Nagar,61.01,Dahej Port,793.21,ICD Bawal,22.94,Attari ICP,403.68,Indira Gandhi International Airport (DEL),78.4,MMLP Sangrur,267.43,Varanasi Multi-Modal Terminal,671.98,FCI Depot Delhi (NCR),88.99,KHAIRTHAL-TIJARA Toll Plaza,10.12
Kaushalpur,KHAIRTHAL-TIJARA,104,072415,village,48,23.12,Trans Haryana Expressway,55.12,HARSAULI,8.13,Farukh Nagar,63.64,Dahej Port,789.34,ICD Bawal,22.36,Attari ICP,403.29,Indira Gandhi International Airport (DEL),82.05,MMLP Sangrur,267.97,Varanasi Multi-Modal Terminal,675.05,FCI Depot Delhi (NCR),92.83,KHAIRTHAL-TIJARA Toll Plaza,14.56
DAMOKHARBAS,KHAIRTHAL-TIJARA,104,072447,village,248A,13.22,Delhi-Gurugram Expressway,65.61,KHAIRTHAL,16.85,Palwal,63.03,Dahej Port,788.15,ICD Bawal,36.44,Attari ICP,417.14,Indira Gandhi International Airport (DEL),85.66,MMLP Sangrur,280.41,Varanasi Multi-Modal Terminal,660.49,FCI Depot Delhi (NCR),95.33,KHAIRTHAL-TIJARA Toll Plaza,12.35
Manothadi,KHAIRTHAL-TIJARA,104,072448,village,248A,12.12,Delhi-Gurugram Expressway,67.67,KHAIRTHAL,17.4,Palwal,63.91,Dahej Port,786.6,ICD Bawal,38.63,Attari ICP,419.41,Indira Gandhi International Airport (DEL),87.62,MMLP Sangrur,282.75,Varanasi Multi-Modal Terminal,659.05,FCI Depot Delhi (NCR),97.18,KHAIRTHAL-TIJARA Toll Plaza,11.31
Chaundawata,KHAIRTHAL-TIJARA,104,072472,village,248A,10.04,Delhi-Gurugram Expressway,67.48,KHAIRTHAL,19.47,Palwal,62.46,Dahej Port,787.53,ICD Bawal,40.06,Attari ICP,420.66,Indira Gandhi International Airport (DEL),87.26,MMLP Sangrur,283.67,Varanasi Multi-Modal Terminal,657.05,FCI Depot Delhi (NCR),96.65,KHAIRTHAL-TIJARA Toll Plaza,12.62
Beda Ka Bas,KHAIRTHAL-TIJARA,104,072483,village,248A,17.01,Trans Haryana Expressway,66.87,KHAIRTHAL,11.1,Palwal,70.44,Dahej Port,781.23,ICD Bawal,37.05,Attari ICP,417.93,Indira Gandhi International Airport (DEL),91.78,MMLP Sangrur,282.59,Varanasi Multi-Modal Terminal,664.39,FCI Depot Delhi (NCR),101.76,KHAIRTHAL-TIJARA Toll Plaza,6.41
RUNDH ISMAILPUR,KHAIRTHAL-TIJARA,104,072494,village,248A,17.1,Trans Haryana Expressway,65.79,GHATLA,6.67,Palwal,78.18,Dahej Port,773.54,ICD Bawal,40.47,Attari ICP,420.24,Indira Gandhi International Airport (DEL),99.04,MMLP Sangrur,286.34,Varanasi Multi-Modal Terminal,667.36,FCI Depot Delhi (NCR),109.21,KHAIRTHAL-TIJARA Toll Plaza,4.58
Ballabhgram,KHAIRTHAL-TIJARA,104,072505,village,248A,23.83,Trans Haryana Expressway,58.23,KHAIRTHAL,2.58,Farukh Nagar,77.61,Dahej Port,775.66,ICD Bawal,33.77,Attari ICP,412.76,Indira Gandhi International Airport (DEL),95.95,MMLP Sangrur,279.38,Varanasi Multi-Modal Terminal,674.2,FCI Depot Delhi (NCR),106.56,KHAIRTHAL-TIJARA Toll Plaza,11.58
ISMAILPUR,KHAIRTHAL-TIJARA,104,072499,village,248A,21.17,Trans Haryana Expressway,61.69,KHAIRTHAL,5.24,Palwal,75.65,Dahej Port,777.76,ICD Bawal,34.87,Attari ICP,414.92,Indira Gandhi International Airport (DEL),94.28,MMLP Sangrur,280.75,Varanasi Multi-Modal Terminal,670.22,FCI Depot Delhi (NCR),104.66,KHAIRTHAL-TIJARA Toll Plaza,8.28
Jheera,KOTPUTLI-BEHROR,131,072903,village,48,8.11,Trans Haryana Expressway,34.74,KHANPUR AHIR,25.85,Farukh Nagar,84.58,Dahej Port,764.8,ICD Bawal,36.97,Attari ICP,395.3,Indira Gandhi International Airport (DEL),108.43,MMLP Sangrur,267.82,Varanasi Multi-Modal Terminal,703.17,FCI Depot Jaipur,112.67,KOTPUTLI-BEHROR Toll Plaza,7.81
BABRYA,KOTPUTLI-BEHROR,131,072905,village,48,10.61,Trans Haryana Expressway,38.54,KHANPUR AHIR,25.9,Farukh Nagar,86.58,Dahej Port,762.69,ICD Bawal,38.67,Attari ICP,399.12,Indira Gandhi International Airport (DEL),109.9,MMLP Sangrur,271.5,Varanasi Multi-Modal Terminal,700.36,FCI Depot Jaipur,110.51,KOTPUTLI-BEHROR Toll Plaza,11.35
Jaggoo ka Bas,KOTPUTLI-BEHROR,131,072911,village,48,16.66,Trans Haryana Expressway,41.37,HARSAULI,17.66,Farukh Nagar,80.56,Dahej Port,768.86,ICD Bawal,32.53,Attari ICP,400.34,Indira Gandhi International Airport (DEL),103.0,MMLP Sangrur,270.71,Varanasi Multi-Modal Terminal,693.8,FCI Depot Delhi (NCR),114.51,KOTPUTLI-BEHROR Toll Plaza,12.99
Shiv Nagar,KOTPUTLI-BEHROR,131,072922,village,48,20.79,Trans Haryana Expressway,46.38,GHATLA,16.45,Farukh Nagar,84.06,Dahej Port,765.73,ICD Bawal,36.25,Attari ICP,405.56,Indira Gandhi International Airport (DEL),105.72,MMLP Sangrur,275.87,Varanasi Multi-Modal Terminal,690.19,FCI Depot Jaipur,113.85,KOTPUTLI-BEHROR Toll Plaza,17.87
