village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km,nearest_toll_plaza,dist_toll_plaza_km
Sopakha,Gyalshing,242,261028,village,510,21.84,19,503.86,Darjeeling,34.47,Budhma,190.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,515.99,ICD Siliguri,71.85,Jogbani ICP,125.69,Jay Prakash Narayan International Airport (PAT),344.21,MMLP Jogighopa,271.87,Sahibganj Multi-Modal Terminal,225.54,FCI Depot Gangtok,21.53,DARJILING Toll Plaza,37.42
Forest,Gyalshing,242,,village,510,25.35,19,524.28,Darjeeling,49.84,Budhma,212.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,536.37,ICD Siliguri,87.35,Jogbani ICP,147.54,Jay Prakash Narayan International Airport (PAT),362.81,MMLP Jogighopa,273.51,Hatsingimari Ro-Ro Terminal,236.32,FCI Depot Gangtok,19.86,DARJILING Toll Plaza,53.39
Barphok,Gyalshing,242,261041,village,510,3.3,19,501.71,Darjeeling,26.13,Budhma,201.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,513.77,ICD Siliguri,63.1,Jogbani ICP,136.77,Lokpriya Gopinath Bordoloi International Airport (GAU),350.61,MMLP Jogighopa,254.46,Hatsingimari Ro-Ro Terminal,214.33,FCI Depot Gangtok,7.1,DARJILING Toll Plaza,29.79
Chingthang,Gyalshing,242,261042,village,510,2.35,19,502.37,Darjeeling,26.74,Budhma,202.84,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,514.42,ICD Siliguri,63.49,Jogbani ICP,137.93,Lokpriya Gopinath Bordoloi International Airport (GAU),349.93,MMLP Jogighopa,253.88,Hatsingimari Ro-Ro Terminal,213.99,FCI Depot Gangtok,6.18,DARJILING Toll Plaza,30.41
Megyong,Gyalshing,242,261043,village,510,0.72,19,501.42,Darjeeling,25.8,Budhma,203.38,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,513.47,ICD Siliguri,62.14,Jogbani ICP,138.56,Lokpriya Gopinath Bordoloi International Airport (GAU),347.92,MMLP Jogighopa,251.85,Hatsingimari Ro-Ro Terminal,212.02,FCI Depot Gangtok,6.95,DARJILING Toll Plaza,29.47
Meyong,Gyalshing,242,261044,village,510,1.94,19,500.06,Darjeeling,24.43,Budhma,202.37,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,512.1,ICD Siliguri,60.82,Jogbani ICP,137.58,Lokpriya Gopinath Bordoloi International Airport (GAU),347.46,MMLP Jogighopa,251.28,Hatsingimari Ro-Ro Terminal,211.16,FCI Depot Gangtok,8.31,DARJILING Toll Plaza,28.1
Pelling Forest Block,Gyalshing,242,261049,village,510,21.88,19,511.43,Darjeeling,39.99,Budhma,198.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,523.56,ICD Siliguri,77.77,Jogbani ICP,132.89,Jay Prakash Narayan International Airport (PAT),349.84,MMLP Jogighopa,273.51,Hatsingimari Ro-Ro Terminal,233.11,FCI Depot Gangtok,19.27,DARJILING Toll Plaza,43.21
Legship Forest Block,Gyalshing,242,261050,village,510,1.79,19,503.32,Darjeeling,27.67,Budhma,204.19,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,515.37,ICD Siliguri,64.17,Jogbani ICP,139.29,Lokpriya Gopinath Bordoloi International Airport (GAU),349.38,MMLP Jogighopa,253.45,Hatsingimari Ro-Ro Terminal,213.87,FCI Depot Gangtok,5.08,DARJILING Toll Plaza,31.35
Gyalsing,Gyalshing,242,261015,village,510,7.8,19,507.2,Darjeeling,31.87,Budhma,203.94,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,519.27,ICD Siliguri,69.1,Jogbani ICP,138.85,Lokpriya Gopinath Bordoloi International Airport (GAU),355.11,MMLP Jogighopa,259.33,Hatsingimari Ro-Ro Terminal,219.9,FCI Depot Gangtok,5.29,DARJILING Toll Plaza,35.49
Dentam Forest Block,Gyalshing,242,261051,village,510,16.21,19,505.16,Darjeeling,32.71,Budhma,195.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,517.27,ICD Siliguri,70.52,Jogbani ICP,130.57,Jay Prakash Narayan International Airport (PAT),349.99,MMLP Jogighopa,267.23,Hatsingimari Ro-Ro Terminal,226.17,FCI Depot Gangtok,15.49,DARJILING Toll Plaza,35.97
Chadey,Gangtok,244,261259,village,310A,8.69,19,508.74,Darjeeling,39.52,Budhma,223.36,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,520.68,ICD Siliguri,67.74,Jogbani ICP,159.04,Lokpriya Gopinath Bordoloi International Airport (GAU),330.73,MMLP Jogighopa,236.31,Hatsingimari Ro-Ro Terminal,200.98,FCI Depot Gangtok,21.73,DARJILING Toll Plaza,42.68
Lingzey,Gangtok,244,261262,village,510,8.8,19,507.54,Darjeeling,37.47,Budhma,221.13,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,519.5,ICD Siliguri,66.45,Jogbani ICP,156.77,Lokpriya Gopinath Bordoloi International Airport (GAU),332.14,MMLP Jogighopa,237.5,Hatsingimari Ro-Ro Terminal,201.61,FCI Depot Gangtok,19.74,DARJILING Toll Plaza,40.68
Patuk,Gangtok,244,261263,village,310A,8.29,19,509.7,Darjeeling,39.88,Budhma,223.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,521.64,ICD Siliguri,68.65,Jogbani ICP,159.04,Lokpriya Gopinath Bordoloi International Airport (GAU),331.91,MMLP Jogighopa,237.55,Hatsingimari Ro-Ro Terminal,202.29,FCI Depot Gangtok,20.9,DARJILING Toll Plaza,43.09
Simik,Gangtok,244,261260,village,510,8.16,19,506.65,Darjeeling,36.97,Budhma,220.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,518.59,ICD Siliguri,65.57,Jogbani ICP,156.56,Lokpriya Gopinath Bordoloi International Airport (GAU),331.33,MMLP Jogighopa,236.61,Hatsingimari Ro-Ro Terminal,200.61,FCI Depot Gangtok,20.31,DARJILING Toll Plaza,40.14
Tumin,Gangtok,244,261258,village,310A,7.01,19,509.69,Darjeeling,41.66,Budhma,225.77,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,521.61,ICD Siliguri,68.89,Jogbani ICP,161.51,Lokpriya Gopinath Bordoloi International Airport (GAU),328.75,MMLP Jogighopa,234.56,Hatsingimari Ro-Ro Terminal,199.82,FCI Depot Gangtok,24.28,DARJILING Toll Plaza,44.75
Tathangchen,Gangtok,244,261308,village,10,1.14,19,507.79,Darjeeling,46.66,Jogighopa,224.45,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,519.66,ICD Siliguri,68.64,Jogbani ICP,167.83,Lokpriya Gopinath Bordoloi International Airport (GAU),318.55,MMLP Jogighopa,224.67,Hatsingimari Ro-Ro Terminal,191.15,FCI Depot Gangtok,34.38,DARJILING Toll Plaza,49.28
Syari,Gangtok,244,261309,village,10,1.04,19,505.94,Darjeeling,44.76,Deotala,223.34,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,517.82,ICD Siliguri,66.66,Jogbani ICP,165.99,Lokpriya Gopinath Bordoloi International Airport (GAU),318.7,MMLP Jogighopa,224.56,Hatsingimari Ro-Ro Terminal,190.48,FCI Depot Gangtok,33.55,DARJILING Toll Plaza,47.34
Rongyek,Gangtok,244,261307,village,310,0.49,19,511.9,Darjeeling,51.69,Jogighopa,223.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,523.75,ICD Siliguri,73.34,Jogbani ICP,172.79,Lokpriya Gopinath Bordoloi International Airport (GAU),317.21,MMLP Jogighopa,223.99,Hatsingimari Ro-Ro Terminal,191.92,FCI Depot Gangtok,37.67,DARJILING Toll Plaza,54.34
Byang Sang,Gangtok,244,261275,village,510,5.55,19,503.57,Darjeeling,35.64,Budhma,220.14,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,515.51,ICD Siliguri,62.64,Jogbani ICP,156.07,Lokpriya Gopinath Bordoloi International Airport (GAU),328.27,MMLP Jogighopa,233.33,Hatsingimari Ro-Ro Terminal,196.98,FCI Depot Gangtok,22.8,DARJILING Toll Plaza,38.62
Tshalumthang,Gangtok,244,261272,village,10,3.15,19,502.36,Darjeeling,36.63,Deotala,219.2,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,514.29,ICD Siliguri,61.75,Jogbani ICP,157.57,Lokpriya Gopinath Bordoloi International Airport (GAU),325.0,MMLP Jogighopa,230.07,Hatsingimari Ro-Ro Terminal,193.92,FCI Depot Gangtok,26.02,DARJILING Toll Plaza,39.43
Chisopani,Gangtok,244,261271,village,10,2.39,19,500.54,Darjeeling,34.33,Deotala,217.29,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,512.46,ICD Siliguri,59.77,Jogbani ICP,155.31,Lokpriya Gopinath Bordoloi International Airport (GAU),325.7,MMLP Jogighopa,230.52,Hatsingimari Ro-Ro Terminal,193.75,FCI Depot Gangtok,25.11,DARJILING Toll Plaza,37.12
Namgeythang,Gangtok,244,261274,village,510,3.98,19,502.14,Darjeeling,34.07,Budhma,218.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,514.08,ICD Siliguri,61.16,Jogbani ICP,154.61,Lokpriya Gopinath Bordoloi International Airport (GAU),328.42,MMLP Jogighopa,233.3,Hatsingimari Ro-Ro Terminal,196.54,FCI Depot Gangtok,22.45,DARJILING Toll Plaza,37.04
Nazitam,Gangtok,244,261278,village,10,4.98,19,504.6,Darjeeling,38.3,Deotala,221.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,516.52,ICD Siliguri,63.96,Jogbani ICP,159.0,Lokpriya Gopinath Bordoloi International Airport (GAU),325.82,MMLP Jogighopa,231.13,Hatsingimari Ro-Ro Terminal,195.46,FCI Depot Gangtok,25.6,DARJILING Toll Plaza,41.18
Phengyong,Gangtok,244,261276,village,10,5.04,19,503.65,Darjeeling,36.5,Deotala,220.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,515.58,ICD Siliguri,62.83,Jogbani ICP,157.1,Lokpriya Gopinath Bordoloi International Airport (GAU),327.08,MMLP Jogighopa,232.2,Hatsingimari Ro-Ro Terminal,196.07,FCI Depot Gangtok,24.07,DARJILING Toll Plaza,39.42
Rabdang,Gangtok,244,261273,village,10,3.07,19,501.68,Darjeeling,35.35,Deotala,218.45,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,513.61,ICD Siliguri,60.93,Jogbani ICP,156.25,Lokpriya Gopinath Bordoloi International Airport (GAU),325.85,MMLP Jogighopa,230.8,Hatsingimari Ro-Ro Terminal,194.32,FCI Depot Gangtok,25.05,DARJILING Toll Plaza,38.18
Sakyong,Gangtok,244,261270,village,510,3.24,19,501.13,Darjeeling,33.8,Deotala,217.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,513.06,ICD Siliguri,60.21,Jogbani ICP,154.56,Lokpriya Gopinath Bordoloi International Airport (GAU),327.31,MMLP Jogighopa,232.12,Hatsingimari Ro-Ro Terminal,195.25,FCI Depot Gangtok,23.51,DARJILING Toll Plaza,36.69
Sirwani,Gangtok,244,261269,village,510,3.02,19,501.37,Darjeeling,32.93,Budhma,217.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,513.32,ICD Siliguri,60.34,Jogbani ICP,153.43,Lokpriya Gopinath Bordoloi International Airport (GAU),329.0,MMLP Jogighopa,233.76,Hatsingimari Ro-Ro Terminal,196.7,FCI Depot Gangtok,21.8,DARJILING Toll Plaza,35.91
Tirkutam,Gangtok,244,261277,village,10,6.14,19,505.01,Darjeeling,37.73,Deotala,221.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,516.94,ICD Siliguri,64.21,Jogbani ICP,158.21,Lokpriya Gopinath Bordoloi International Airport (GAU),327.29,MMLP Jogighopa,232.58,Hatsingimari Ro-Ro Terminal,196.79,FCI Depot Gangtok,24.14,DARJILING Toll Plaza,40.7
Kambal,Gangtok,244,261255,village,310A,2.13,19,515.78,Darjeeling,46.39,Budhma,229.57,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,527.71,ICD Siliguri,74.88,Jogbani ICP,165.04,Lokpriya Gopinath Bordoloi International Airport (GAU),331.87,MMLP Jogighopa,238.31,Hatsingimari Ro-Ro Terminal,204.73,FCI Depot Gangtok,24.6,DARJILING Toll Plaza,49.63
Rakdong,Gangtok,244,261253,village,310A,0.18,19,517.1,Darjeeling,49.94,Budhma,233.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,529.0,ICD Siliguri,76.67,Jogbani ICP,169.35,Lokpriya Gopinath Bordoloi International Airport (GAU),327.98,MMLP Jogighopa,234.85,Hatsingimari Ro-Ro Terminal,202.32,FCI Depot Gangtok,29.51,DARJILING Toll Plaza,53.05
Raleykhesey,Gangtok,244,261257,village,310A,4.89,19,512.08,Darjeeling,43.33,Budhma,227.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,524.01,ICD Siliguri,71.21,Jogbani ICP,162.68,Lokpriya Gopinath Bordoloi International Airport (GAU),330.22,MMLP Jogighopa,236.26,Hatsingimari Ro-Ro Terminal,201.94,FCI Depot Gangtok,23.95,DARJILING Toll Plaza,46.5
Samdong,Gangtok,244,261256,village,310A,3.6,19,513.58,Darjeeling,44.56,Budhma,228.08,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,525.51,ICD Siliguri,72.7,Jogbani ICP,163.64,Lokpriya Gopinath Bordoloi International Airport (GAU),330.88,MMLP Jogighopa,237.08,Hatsingimari Ro-Ro Terminal,203.06,FCI Depot Gangtok,24.16,DARJILING Toll Plaza,47.76
Tintek,Gangtok,244,261254,village,310A,0.44,19,516.2,Darjeeling,47.73,Budhma,231.22,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,528.13,ICD Siliguri,75.47,Jogbani ICP,166.74,Lokpriya Gopinath Bordoloi International Airport (GAU),330.22,MMLP Jogighopa,236.82,Hatsingimari Ro-Ro Terminal,203.64,FCI Depot Gangtok,26.6,DARJILING Toll Plaza,50.92
Chuba,Gangtok,244,261286,village,10,1.04,19,502.83,Darjeeling,40.11,Deotala,219.97,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,514.72,ICD Siliguri,62.9,Jogbani ICP,161.34,Lokpriya Gopinath Bordoloi International Airport (GAU),320.88,MMLP Jogighopa,226.21,Hatsingimari Ro-Ro Terminal,190.87,FCI Depot Gangtok,30.41,DARJILING Toll Plaza,42.71
Chinzey,Gangtok,244,261293,village,10,0.74,19,505.29,Darjeeling,42.31,Deotala,222.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,517.19,ICD Siliguri,65.45,Jogbani ICP,163.42,Lokpriya Gopinath Bordoloi International Airport (GAU),321.13,MMLP Jogighopa,226.78,Hatsingimari Ro-Ro Terminal,192.09,FCI Depot Gangtok,30.76,DARJILING Toll Plaza,44.98
Marchak,Gangtok,244,261290,village,10,0.4,19,504.49,Darjeeling,42.0,Deotala,221.7,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,516.38,ICD Siliguri,64.73,Jogbani ICP,163.18,Lokpriya Gopinath Bordoloi International Airport (GAU),320.49,MMLP Jogighopa,226.06,Hatsingimari Ro-Ro Terminal,191.26,FCI Depot Gangtok,31.21,DARJILING Toll Plaza,44.63
Namin,Gangtok,244,261289,village,10,0.62,19,503.68,Darjeeling,41.5,Deotala,220.9,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,515.57,ICD Siliguri,63.96,Jogbani ICP,162.73,Lokpriya Gopinath Bordoloi International Airport (GAU),320.13,MMLP Jogighopa,225.62,Hatsingimari Ro-Ro Terminal,190.64,FCI Depot Gangtok,31.39,DARJILING Toll Plaza,44.09
Namli,Gangtok,244,261287,village,717A,0.15,19,503.17,Darjeeling,42.0,Deotala,220.48,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,515.06,ICD Siliguri,63.7,Jogbani ICP,163.3,Lokpriya Gopinath Bordoloi International Airport (GAU),318.85,MMLP Jogighopa,224.34,Hatsingimari Ro-Ro Terminal,189.43,FCI Depot Gangtok,32.62,DARJILING Toll Plaza,44.52
Rawtey Rumtek,Gangtok,244,261292,village,10,0.44,19,506.49,Darjeeling,43.51,Deotala,223.7,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,518.38,ICD Siliguri,66.71,Jogbani ICP,164.57,Lokpriya Gopinath Bordoloi International Airport (GAU),321.09,MMLP Jogighopa,226.89,Hatsingimari Ro-Ro Terminal,192.56,FCI Depot Gangtok,31.2,DARJILING Toll Plaza,46.22
Sajong Rumtek,Gangtok,244,261291,village,10,1.67,19,506.4,Darjeeling,42.53,Deotala,223.52,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,518.3,ICD Siliguri,66.38,Jogbani ICP,163.5,Lokpriya Gopinath Bordoloi International Airport (GAU),322.32,MMLP Jogighopa,228.05,Hatsingimari Ro-Ro Terminal,193.48,FCI Depot Gangtok,29.85,DARJILING Toll Plaza,45.29
Tumlabong,Gangtok,244,261288,village,10,0.12,19,503.16,Darjeeling,41.45,Deotala,220.41,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,515.05,ICD Siliguri,63.53,Jogbani ICP,162.73,Lokpriya Gopinath Bordoloi International Airport (GAU),319.54,MMLP Jogighopa,224.99,Hatsingimari Ro-Ro Terminal,189.97,FCI Depot Gangtok,31.89,DARJILING Toll Plaza,44.0
Barbing,Gangtok,244,261296,village,10,0.85,19,508.68,Darjeeling,45.73,Deotala,225.95,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,520.56,ICD Siliguri,69.03,Jogbani ICP,166.69,Lokpriya Gopinath Bordoloi International Airport (GAU),321.01,MMLP Jogighopa,227.11,Hatsingimari Ro-Ro Terminal,193.42,FCI Depot Gangtok,32.11,DARJILING Toll Plaza,48.47
Luing,Gangtok,244,261305,village,310,0.1,19,512.35,Darjeeling,49.2,Jogighopa,227.71,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,524.22,ICD Siliguri,72.84,Jogbani ICP,169.93,Lokpriya Gopinath Bordoloi International Airport (GAU),321.34,MMLP Jogighopa,227.94,Hatsingimari Ro-Ro Terminal,195.24,FCI Depot Gangtok,33.51,DARJILING Toll Plaza,52.01
Lingdum,Gangtok,244,261299,village,10,2.06,19,509.38,Darjeeling,45.35,Deotala,226.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,521.27,ICD Siliguri,69.46,Jogbani ICP,166.12,Lokpriya Gopinath Bordoloi International Airport (GAU),322.56,MMLP Jogighopa,228.67,Hatsingimari Ro-Ro Terminal,194.9,FCI Depot Gangtok,30.76,DARJILING Toll Plaza,48.17
Parbing,Gangtok,244,261306,village,310,1.67,19,512.13,Darjeeling,48.03,Jogighopa,229.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,524.02,ICD Siliguri,72.33,Jogbani ICP,168.62,Lokpriya Gopinath Bordoloi International Airport (GAU),322.74,MMLP Jogighopa,229.22,Hatsingimari Ro-Ro Terminal,196.21,FCI Depot Gangtok,31.92,DARJILING Toll Plaza,50.9
Ranka,Gangtok,244,261294,village,310,0.57,19,510.26,Darjeeling,47.14,Jogighopa,227.35,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,522.14,ICD Siliguri,70.65,Jogbani ICP,168.0,Lokpriya Gopinath Bordoloi International Airport (GAU),321.26,MMLP Jogighopa,227.57,Hatsingimari Ro-Ro Terminal,194.28,FCI Depot Gangtok,32.55,DARJILING Toll Plaza,49.92
Rey-Mindu,Gangtok,244,261297,village,10,3.0,19,507.4,Darjeeling,42.58,Deotala,224.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,519.3,ICD Siliguri,67.19,Jogbani ICP,163.35,Lokpriya Gopinath Bordoloi International Airport (GAU),323.68,MMLP Jogighopa,229.47,Hatsingimari Ro-Ro Terminal,194.95,FCI Depot Gangtok,28.75,DARJILING Toll Plaza,45.41
Rey-Brock,Gangtok,244,261298,village,10,3.58,19,508.99,Darjeeling,44.1,Deotala,226.05,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,520.89,ICD Siliguri,68.83,Jogbani ICP,164.75,Lokpriya Gopinath Bordoloi International Airport (GAU),323.81,MMLP Jogighopa,229.8,Hatsingimari Ro-Ro Terminal,195.7,FCI Depot Gangtok,29.25,DARJILING Toll Plaza,46.96
Sangtong,Gangtok,244,261295,village,10,1.55,19,510.43,Darjeeling,46.6,Deotala,227.64,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,522.32,ICD Siliguri,70.62,Jogbani ICP,167.34,Lokpriya Gopinath Bordoloi International Airport (GAU),322.29,MMLP Jogighopa,228.56,Hatsingimari Ro-Ro Terminal,195.14,FCI Depot Gangtok,31.53,DARJILING Toll Plaza,49.42
Bhusuk,Gangtok,244,261314,village,310,1.66,19,511.06,Darjeeling,51.71,Jogighopa,222.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,522.91,ICD Siliguri,72.75,Jogbani ICP,172.9,Lokpriya Gopinath Bordoloi International Airport (GAU),316.07,MMLP Jogighopa,222.81,Hatsingimari Ro-Ro Terminal,190.7,FCI Depot Gangtok,38.45,DARJILING Toll Plaza,54.3
Naitam,Gangtok,244,261311,village,310,3.97,19,506.87,NEW MAL JN,48.34,Jogighopa,220.46,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,518.71,ICD Siliguri,68.75,Jogbani ICP,170.28,Lokpriya Gopinath Bordoloi International Airport (GAU),314.45,MMLP Jogighopa,220.68,Hatsingimari Ro-Ro Terminal,187.63,FCI Depot Gangtok,38.4,DARJILING Toll Plaza,51.37
Namong,Gangtok,244,261312,village,310,1.49,19,508.15,Darjeeling,47.78,Jogighopa,223.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,520.01,ICD Siliguri,69.28,Jogbani ICP,168.99,Lokpriya Gopinath Bordoloi International Airport (GAU),317.53,MMLP Jogighopa,223.76,Hatsingimari Ro-Ro Terminal,190.53,FCI Depot Gangtok,35.61,DARJILING Toll Plaza,50.36
Nandok,Gangtok,244,261310,village,10,1.71,19,506.4,Darjeeling,45.84,Jogighopa,223.61,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,518.27,ICD Siliguri,67.34,Jogbani ICP,167.09,Lokpriya Gopinath Bordoloi International Airport (GAU),317.85,MMLP Jogighopa,223.82,Hatsingimari Ro-Ro Terminal,190.02,FCI Depot Gangtok,34.61,DARJILING Toll Plaza,48.4
Lingdok,Gangtok,244,261301,village,310A,0.58,19,516.21,Darjeeling,51.81,Jogighopa,230.19,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,528.1,ICD Siliguri,76.51,Jogbani ICP,172.06,Lokpriya Gopinath Bordoloi International Airport (GAU),323.39,MMLP Jogighopa,230.42,Hatsingimari Ro-Ro Terminal,198.47,FCI Depot Gangtok,33.65,DARJILING Toll Plaza,54.76
Namphong,Gangtok,244,261300,village,310A,0.64,19,516.31,Darjeeling,50.92,Jogighopa,231.67,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,528.2,ICD Siliguri,76.32,Jogbani ICP,170.93,Lokpriya Gopinath Bordoloi International Airport (GAU),324.96,MMLP Jogighopa,231.9,Hatsingimari Ro-Ro Terminal,199.69,FCI Depot Gangtok,32.09,DARJILING Toll Plaza,53.92
Navey,Gangtok,244,261302,village,310A,0.09,19,515.81,Darjeeling,52.27,Jogighopa,228.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,527.68,ICD Siliguri,76.35,Jogbani ICP,172.72,Lokpriya Gopinath Bordoloi International Airport (GAU),322.04,MMLP Jogighopa,229.1,Hatsingimari Ro-Ro Terminal,197.28,FCI Depot Gangtok,34.8,DARJILING Toll Plaza,55.16
Penlong,Gangtok,244,261304,village,310A,0.13,19,513.3,Darjeeling,51.21,Jogighopa,226.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,525.17,ICD Siliguri,74.18,Jogbani ICP,172.04,Lokpriya Gopinath Bordoloi International Airport (GAU),319.84,MMLP Jogighopa,226.67,Hatsingimari Ro-Ro Terminal,194.52,FCI Depot Gangtok,35.62,DARJILING Toll Plaza,53.98
Shotak,Gangtok,244,261303,village,310A,0.14,19,515.25,Darjeeling,53.1,Jogighopa,226.84,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,527.11,ICD Siliguri,76.22,Jogbani ICP,173.82,Lokpriya Gopinath Bordoloi International Airport (GAU),319.97,MMLP Jogighopa,227.07,Hatsingimari Ro-Ro Terminal,195.47,FCI Depot Gangtok,36.62,DARJILING Toll Plaza,55.91
Aritar,Gangtok,244,261261,village,510,7.21,19,505.73,Darjeeling,36.04,Budhma,219.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,517.68,ICD Siliguri,64.65,Jogbani ICP,155.71,Lokpriya Gopinath Bordoloi International Airport (GAU),331.29,MMLP Jogighopa,236.47,Hatsingimari Ro-Ro Terminal,200.23,FCI Depot Gangtok,20.08,DARJILING Toll Plaza,39.2
Beng Khamdong,Gangtok,244,261267,village,510,5.17,19,503.49,Darjeeling,34.83,Budhma,219.21,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,515.44,ICD Siliguri,62.47,Jogbani ICP,155.09,Lokpriya Gopinath Bordoloi International Airport (GAU),329.41,MMLP Jogighopa,234.4,Hatsingimari Ro-Ro Terminal,197.85,FCI Depot Gangtok,21.6,DARJILING Toll Plaza,37.88
Dungdung,Gangtok,244,261265,village,510,5.53,19,504.53,Darjeeling,34.21,Budhma,218.05,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,516.49,ICD Siliguri,63.4,Jogbani ICP,153.77,Lokpriya Gopinath Bordoloi International Airport (GAU),332.3,MMLP Jogighopa,237.28,Hatsingimari Ro-Ro Terminal,200.56,FCI Depot Gangtok,18.74,DARJILING Toll Plaza,37.4
Khamdong,Gangtok,244,261268,village,510,4.1,19,502.56,Darjeeling,33.38,Budhma,217.7,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,514.51,ICD Siliguri,61.47,Jogbani ICP,153.57,Lokpriya Gopinath Bordoloi International Airport (GAU),330.2,MMLP Jogighopa,235.04,Hatsingimari Ro-Ro Terminal,198.11,FCI Depot Gangtok,20.66,DARJILING Toll Plaza,36.45
