village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km,nearest_toll_plaza,dist_toll_plaza_km
Jhikarhati,Murshidabad,333,315835,village,116A,8.71,19,154.7,MALLARPUR,16.94,Andal Jn,86.04,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,166.92,ICD Tatanagar (Jamshedpur),215.65,Petrapole ICP,142.47,Netaji Subhas Chandra Bose International Airport (CCU),159.7,MMLP Kolkata,165.5,Farrakka Terminal,83.96,FCI Depot Kolkata,165.5,BIRBH@M Toll Plaza,24.39
Sitalgram,Murshidabad,333,315837,village,116A,6.2,19,154.05,TARAPITH ROAD,19.08,Andal Jn,88.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,166.28,ICD Tatanagar (Jamshedpur),217.68,Petrapole ICP,140.77,Netaji Subhas Chandra Bose International Airport (CCU),158.84,MMLP Kolkata,164.8,Farrakka Terminal,83.93,FCI Depot Kolkata,164.8,BIRBH@M Toll Plaza,25.15
Daspara,Murshidabad,333,315839,village,116A,6.84,19,153.43,MALLARPUR,18.87,Andal Jn,87.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,165.66,ICD Tatanagar (Jamshedpur),216.53,Petrapole ICP,140.67,Netaji Subhas Chandra Bose International Airport (CCU),158.31,MMLP Kolkata,164.21,Farrakka Terminal,84.78,FCI Depot Kolkata,164.21,BIRBH@M Toll Plaza,25.69
Siddheswari,Murshidabad,333,315840,village,116A,4.98,19,151.75,MALLARPUR,20.84,Andal Jn,87.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,163.99,ICD Tatanagar (Jamshedpur),217.04,Petrapole ICP,138.61,Netaji Subhas Chandra Bose International Airport (CCU),156.54,MMLP Kolkata,162.51,Farrakka Terminal,86.1,FCI Depot Kolkata,162.51,BIRBH@M Toll Plaza,27.46
Kalyanpur,Murshidabad,333,315842,village,116A,6.59,19,151.86,MALLARPUR,19.32,Andal Jn,85.96,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,164.08,ICD Tatanagar (Jamshedpur),215.38,Petrapole ICP,139.55,Netaji Subhas Chandra Bose International Airport (CCU),156.8,MMLP Kolkata,162.64,Farrakka Terminal,86.46,FCI Depot Kolkata,162.64,BIRBH@M Toll Plaza,27.24
Kapsa,Murshidabad,333,315844,village,116A,7.88,19,151.68,MALLARPUR,18.28,Andal Jn,84.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,163.89,ICD Tatanagar (Jamshedpur),213.88,Petrapole ICP,140.11,Netaji Subhas Chandra Bose International Airport (CCU),156.75,MMLP Kolkata,162.49,Farrakka Terminal,87.06,FCI Depot Kolkata,162.49,BIRBH@M Toll Plaza,27.44
Kundal,Murshidabad,333,315846,village,116A,9.41,19,152.51,MALLARPUR,16.77,Andal Jn,83.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,164.71,ICD Tatanagar (Jamshedpur),212.96,Petrapole ICP,141.44,Netaji Subhas Chandra Bose International Airport (CCU),157.69,MMLP Kolkata,163.35,Farrakka Terminal,86.66,FCI Depot Kolkata,163.35,BIRBH@M Toll Plaza,26.71
Padmalabhbati,Murshidabad,333,315845,village,116A,9.03,19,151.73,MALLARPUR,17.36,Andal Jn,83.25,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,163.94,ICD Tatanagar (Jamshedpur),212.73,Petrapole ICP,140.73,Netaji Subhas Chandra Bose International Airport (CCU),156.91,MMLP Kolkata,162.57,Farrakka Terminal,87.38,FCI Depot Kolkata,162.57,BIRBH@M Toll Plaza,27.48
Bahara,Murshidabad,333,315841,village,116A,5.29,19,150.9,MALLARPUR,20.67,Andal Jn,86.6,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,163.13,ICD Tatanagar (Jamshedpur),215.91,Petrapole ICP,138.26,Netaji Subhas Chandra Bose International Airport (CCU),155.76,MMLP Kolkata,161.67,Farrakka Terminal,87.14,FCI Depot Kolkata,161.67,BIRBH@M Toll Plaza,28.24
Bhabani Nagar,Murshidabad,333,315864,village,116A,3.5,19,150.74,MALLARPUR,22.34,Andal Jn,88.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,162.98,ICD Tatanagar (Jamshedpur),217.69,Petrapole ICP,137.2,Netaji Subhas Chandra Bose International Airport (CCU),155.43,MMLP Kolkata,161.47,Farrakka Terminal,86.84,FCI Depot Kolkata,161.47,BIRBH@M Toll Plaza,28.6
Lakshmi Narayanpur,Murshidabad,333,315865,village,116A,2.23,19,149.81,KANTHALIYA ROAD,23.24,Andal Jn,89.05,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,162.05,ICD Tatanagar (Jamshedpur),218.18,Petrapole ICP,135.95,Netaji Subhas Chandra Bose International Airport (CCU),154.42,MMLP Kolkata,160.52,Farrakka Terminal,87.57,FCI Depot Kolkata,160.52,Shibpur Toll Plaza,29.03
Badda,Murshidabad,333,315847,village,114,9.85,19,151.16,MALLARPUR,16.9,Andal Jn,81.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,163.36,ICD Tatanagar (Jamshedpur),211.26,Petrapole ICP,140.85,Netaji Subhas Chandra Bose International Airport (CCU),156.46,MMLP Kolkata,162.02,Farrakka Terminal,88.36,FCI Depot Kolkata,162.02,BIRBH@M Toll Plaza,28.21
Bichhur,Murshidabad,333,315848,village,116A,8.24,19,150.24,MALLARPUR,18.57,Andal Jn,82.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,162.44,ICD Tatanagar (Jamshedpur),212.34,Petrapole ICP,139.34,Netaji Subhas Chandra Bose International Airport (CCU),155.41,MMLP Kolkata,161.07,Farrakka Terminal,88.76,FCI Depot Kolkata,161.07,BIRBH@M Toll Plaza,28.95
Mallikpur,Murshidabad,333,315849,village,116A,7.2,19,150.24,MALLARPUR,19.35,Andal Jn,84.1,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,162.45,ICD Tatanagar (Jamshedpur),213.42,Petrapole ICP,138.8,Netaji Subhas Chandra Bose International Airport (CCU),155.31,MMLP Kolkata,161.05,Farrakka Terminal,88.42,FCI Depot Kolkata,161.05,BIRBH@M Toll Plaza,28.88
Andi,Murshidabad,333,315850,village,116A,5.39,19,149.93,MALLARPUR,20.89,Andal Jn,85.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,162.16,ICD Tatanagar (Jamshedpur),215.05,Petrapole ICP,137.66,Netaji Subhas Chandra Bose International Airport (CCU),154.84,MMLP Kolkata,160.71,Farrakka Terminal,88.21,FCI Depot Kolkata,160.71,BIRBH@M Toll Plaza,29.18
Kharjuna,Murshidabad,333,315863,village,116A,3.63,19,149.01,MALLARPUR,22.63,Andal Jn,87.01,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,161.25,ICD Tatanagar (Jamshedpur),216.12,Petrapole ICP,136.14,Netaji Subhas Chandra Bose International Airport (CCU),153.8,MMLP Kolkata,159.76,Farrakka Terminal,88.74,FCI Depot Kolkata,159.76,BIRBH@M Toll Plaza,30.19
Haribati,Murshidabad,333,315866,village,116A,2.03,19,148.53,KANTHALIYA ROAD,23.26,Andal Jn,88.35,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,160.77,ICD Tatanagar (Jamshedpur),217.37,Petrapole ICP,134.99,Netaji Subhas Chandra Bose International Airport (CCU),153.18,MMLP Kolkata,159.25,Farrakka Terminal,88.89,FCI Depot Kolkata,159.25,Shibpur Toll Plaza,29.83
Kapsakismat,Murshidabad,333,315853,village,116A,9.48,19,149.72,MALLARPUR,17.92,Andal Jn,81.19,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,161.91,ICD Tatanagar (Jamshedpur),210.55,Petrapole ICP,139.68,Netaji Subhas Chandra Bose International Airport (CCU),155.04,MMLP Kolkata,160.58,Farrakka Terminal,89.8,FCI Depot Kolkata,160.58,BIRBH@M Toll Plaza,29.67
Debagram,Murshidabad,333,315852,village,116A,7.6,19,148.74,MALLARPUR,19.66,Andal Jn,82.49,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,160.95,ICD Tatanagar (Jamshedpur),211.72,Petrapole ICP,138.06,Netaji Subhas Chandra Bose International Airport (CCU),153.92,MMLP Kolkata,159.58,Farrakka Terminal,90.22,FCI Depot Kolkata,159.58,BIRBH@M Toll Plaza,30.45
Mahishgram,Murshidabad,333,315851,village,116A,6.05,19,149.24,MALLARPUR,20.62,Andal Jn,84.6,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,161.46,ICD Tatanagar (Jamshedpur),213.82,Petrapole ICP,137.54,Netaji Subhas Chandra Bose International Airport (CCU),154.24,MMLP Kolkata,160.04,Farrakka Terminal,89.15,FCI Depot Kolkata,160.04,BIRBH@M Toll Plaza,29.86
Mudda,Murshidabad,333,315867,village,116A,1.16,19,147.98,KANTHALIYA ROAD,22.45,Andal Jn,88.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,160.22,ICD Tatanagar (Jamshedpur),217.83,Petrapole ICP,134.17,Netaji Subhas Chandra Bose International Airport (CCU),152.57,MMLP Kolkata,158.69,Farrakka Terminal,89.29,FCI Depot Kolkata,158.69,Shibpur Toll Plaza,29.39
Ruithanpur,Murshidabad,333,315868,village,116A,1.76,19,147.69,KANTHALIYA ROAD,23.16,Andal Jn,88.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,159.93,ICD Tatanagar (Jamshedpur),216.99,Petrapole ICP,134.28,Netaji Subhas Chandra Bose International Airport (CCU),152.35,MMLP Kolkata,158.41,Farrakka Terminal,89.73,FCI Depot Kolkata,158.41,Shibpur Toll Plaza,30.23
Kuli,Murshidabad,333,315870,village,116A,0.75,19,146.34,KANTHALIYA ROAD,22.48,Andal Jn,88.17,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,158.58,ICD Tatanagar (Jamshedpur),216.94,Petrapole ICP,132.87,Netaji Subhas Chandra Bose International Airport (CCU),150.96,MMLP Kolkata,157.05,Farrakka Terminal,90.96,FCI Depot Kolkata,157.05,Shibpur Toll Plaza,30.38
Rojkhara,Murshidabad,333,315869,village,116A,2.22,19,147.56,KANTHALIYA ROAD,23.69,Andal Jn,87.48,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,159.8,ICD Tatanagar (Jamshedpur),216.42,Petrapole ICP,134.44,Netaji Subhas Chandra Bose International Airport (CCU),152.27,MMLP Kolkata,158.29,Farrakka Terminal,89.96,FCI Depot Kolkata,158.29,Shibpur Toll Plaza,30.8
Haldi,Murshidabad,333,315862,village,116A,3.34,19,147.47,MALLARPUR,23.37,Andal Jn,86.19,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,159.7,ICD Tatanagar (Jamshedpur),215.16,Petrapole ICP,134.98,Netaji Subhas Chandra Bose International Airport (CCU),152.29,MMLP Kolkata,158.22,Farrakka Terminal,90.34,FCI Depot Kolkata,158.22,BIRBH@M Toll Plaza,31.7
Kamar Muni,Murshidabad,333,315859,village,116A,5.99,19,147.34,MALLARPUR,21.38,Andal Jn,83.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,159.55,ICD Tatanagar (Jamshedpur),212.18,Petrapole ICP,136.36,Netaji Subhas Chandra Bose International Airport (CCU),152.44,MMLP Kolkata,158.16,Farrakka Terminal,91.26,FCI Depot Kolkata,158.16,BIRBH@M Toll Plaza,31.78
Amrita Muni,Murshidabad,333,315860,village,116A,5.28,19,147.44,MALLARPUR,21.88,Andal Jn,84.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,159.66,ICD Tatanagar (Jamshedpur),213.08,Petrapole ICP,136.01,Netaji Subhas Chandra Bose International Airport (CCU),152.46,MMLP Kolkata,158.24,Farrakka Terminal,90.92,FCI Depot Kolkata,158.24,BIRBH@M Toll Plaza,31.65
Barutia,Murshidabad,333,315861,village,116A,4.6,19,147.51,MALLARPUR,22.38,Andal Jn,84.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,159.73,ICD Tatanagar (Jamshedpur),213.88,Petrapole ICP,135.67,Netaji Subhas Chandra Bose International Airport (CCU),152.46,MMLP Kolkata,158.29,Farrakka Terminal,90.64,FCI Depot Kolkata,158.29,BIRBH@M Toll Plaza,31.59
Belgram,Murshidabad,333,315854,village,114,9.42,19,149.09,GADADHARPUR,17.12,Andal Jn,79.71,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,161.28,ICD Tatanagar (Jamshedpur),209.05,Petrapole ICP,139.77,Netaji Subhas Chandra Bose International Airport (CCU),154.53,MMLP Kolkata,159.98,Farrakka Terminal,90.85,FCI Depot Kolkata,159.98,BIRBH@M Toll Plaza,30.53
Mahula,Murshidabad,333,315855,village,116A,9.04,19,148.69,GADADHARPUR,18.34,Andal Jn,80.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,160.88,ICD Tatanagar (Jamshedpur),210.03,Petrapole ICP,138.86,Netaji Subhas Chandra Bose International Airport (CCU),154.03,MMLP Kolkata,159.56,Farrakka Terminal,90.82,FCI Depot Kolkata,159.56,BIRBH@M Toll Plaza,30.72
Misra Talwan,Murshidabad,333,315856,village,116A,8.53,19,147.98,GADADHARPUR,18.84,Andal Jn,80.71,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,160.18,ICD Tatanagar (Jamshedpur),209.92,Petrapole ICP,138.17,Netaji Subhas Chandra Bose International Airport (CCU),153.31,MMLP Kolkata,158.85,Farrakka Terminal,91.45,FCI Depot Kolkata,158.85,BIRBH@M Toll Plaza,31.39
Ful Sikhar,Murshidabad,333,315857,village,116A,8.3,19,146.88,SAINTHIA,19.0,Andal Jn,80.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,159.07,ICD Tatanagar (Jamshedpur),209.13,Petrapole ICP,137.41,Netaji Subhas Chandra Bose International Airport (CCU),152.26,MMLP Kolkata,157.75,Farrakka Terminal,92.64,FCI Depot Kolkata,157.75,BIRBH@M Toll Plaza,32.55
Biprasekhar,Murshidabad,333,315858,village,116A,6.98,19,147.0,GADADHARPUR,20.38,Andal Jn,81.65,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,159.21,ICD Tatanagar (Jamshedpur),210.73,Petrapole ICP,136.74,Netaji Subhas Chandra Bose International Airport (CCU),152.23,MMLP Kolkata,157.85,Farrakka Terminal,92.0,FCI Depot Kolkata,157.85,BIRBH@M Toll Plaza,32.22
Ramrampur,Murshidabad,333,315871,village,116A,1.66,19,146.3,KANTHALIYA ROAD,23.5,Andal Jn,87.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,158.54,ICD Tatanagar (Jamshedpur),215.96,Petrapole ICP,133.33,Netaji Subhas Chandra Bose International Airport (CCU),151.01,MMLP Kolkata,157.03,Farrakka Terminal,91.2,FCI Depot Kolkata,157.03,Shibpur Toll Plaza,31.32
Komadda,Murshidabad,333,315872,village,116A,3.22,19,146.46,MALLARPUR,23.82,Andal Jn,85.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,158.69,ICD Tatanagar (Jamshedpur),214.44,Petrapole ICP,134.28,Netaji Subhas Chandra Bose International Airport (CCU),151.33,MMLP Kolkata,157.23,Farrakka Terminal,91.41,FCI Depot Kolkata,157.23,BIRBH@M Toll Plaza,32.67
Rahigram,Murshidabad,333,315873,village,116A,2.13,19,145.38,KANTHALIYA ROAD,24.47,Andal Jn,85.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,157.61,ICD Tatanagar (Jamshedpur),214.62,Petrapole ICP,133.04,Netaji Subhas Chandra Bose International Airport (CCU),150.19,MMLP Kolkata,156.13,Farrakka Terminal,92.33,FCI Depot Kolkata,156.13,Shibpur Toll Plaza,32.69
Gopipur,Murshidabad,333,315874,village,116A,2.2,19,144.06,SAINTHIA,25.01,Andal Jn,84.7,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.28,ICD Tatanagar (Jamshedpur),213.3,Petrapole ICP,132.33,Netaji Subhas Chandra Bose International Airport (CCU),148.96,MMLP Kolkata,154.83,Farrakka Terminal,93.83,FCI Depot Kolkata,154.83,Shibpur Toll Plaza,34.1
Barwan,Murshidabad,333,315890,village,116A,1.87,19,143.29,MALIHATI TALIBPUR ROAD,24.58,Andal Jn,84.49,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,155.51,ICD Tatanagar (Jamshedpur),212.99,Petrapole ICP,131.68,Netaji Subhas Chandra Bose International Airport (CCU),148.2,MMLP Kolkata,154.06,Farrakka Terminal,94.59,FCI Depot Kolkata,154.06,Shibpur Toll Plaza,34.5
Sabaldaha,Murshidabad,333,315876,village,116A,4.91,19,145.89,GADADHARPUR,22.45,Andal Jn,83.1,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,158.11,ICD Tatanagar (Jamshedpur),212.0,Petrapole ICP,134.92,Netaji Subhas Chandra Bose International Airport (CCU),150.97,MMLP Kolkata,156.7,Farrakka Terminal,92.57,FCI Depot Kolkata,156.7,BIRBH@M Toll Plaza,33.22
Kantur,Murshidabad,333,315877,village,116A,5.12,19,145.35,SAINTHIA,22.12,Andal Jn,82.4,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,157.56,ICD Tatanagar (Jamshedpur),211.26,Petrapole ICP,134.73,Netaji Subhas Chandra Bose International Airport (CCU),150.48,MMLP Kolkata,156.17,Farrakka Terminal,93.25,FCI Depot Kolkata,156.17,BIRBH@M Toll Plaza,33.78
Srinarayanpur,Murshidabad,333,315878,village,116A,5.53,19,145.24,SAINTHIA,21.64,Andal Jn,81.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,157.45,ICD Tatanagar (Jamshedpur),210.72,Petrapole ICP,134.89,Netaji Subhas Chandra Bose International Airport (CCU),150.42,MMLP Kolkata,156.07,Farrakka Terminal,93.5,FCI Depot Kolkata,156.07,BIRBH@M Toll Plaza,33.92
Baugram,Murshidabad,333,315880,village,116A,6.23,19,145.59,SAINTHIA,20.95,Andal Jn,81.34,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,157.79,ICD Tatanagar (Jamshedpur),210.26,Petrapole ICP,135.49,Netaji Subhas Chandra Bose International Airport (CCU),150.82,MMLP Kolkata,156.43,Farrakka Terminal,93.35,FCI Depot Kolkata,156.43,BIRBH@M Toll Plaza,33.63
Karbelia,Murshidabad,333,315879,village,116A,5.1,19,144.21,SAINTHIA,21.91,Andal Jn,81.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.41,ICD Tatanagar (Jamshedpur),210.3,Petrapole ICP,134.03,Netaji Subhas Chandra Bose International Airport (CCU),149.4,MMLP Kolkata,155.04,Farrakka Terminal,94.52,FCI Depot Kolkata,155.04,BIRBH@M Toll Plaza,34.96
Durajjay Palsa,Murshidabad,333,315881,village,116A,6.82,19,145.47,SAINTHIA,20.28,Andal Jn,80.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,157.66,ICD Tatanagar (Jamshedpur),209.51,Petrapole ICP,135.75,Netaji Subhas Chandra Bose International Airport (CCU),150.77,MMLP Kolkata,156.32,Farrakka Terminal,93.69,FCI Depot Kolkata,156.32,BIRBH@M Toll Plaza,33.83
Ghosh Palsa,Murshidabad,333,315882,village,116A,7.74,19,145.42,SAINTHIA,19.28,Andal Jn,79.51,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,157.61,ICD Tatanagar (Jamshedpur),208.47,Petrapole ICP,136.23,Netaji Subhas Chandra Bose International Airport (CCU),150.82,MMLP Kolkata,156.3,Farrakka Terminal,94.08,FCI Depot Kolkata,156.3,BIRBH@M Toll Plaza,34.03
Surjya Bati,Murshidabad,333,315883,village,116A,8.39,19,144.62,SAINTHIA,18.61,Andal Jn,78.3,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.8,ICD Tatanagar (Jamshedpur),207.2,Petrapole ICP,136.04,Netaji Subhas Chandra Bose International Airport (CCU),150.12,MMLP Kolkata,155.52,Farrakka Terminal,95.2,FCI Depot Kolkata,155.52,BIRBH@M Toll Plaza,35.0
Samatari,Murshidabad,333,315884,village,116A,7.64,19,144.12,SAINTHIA,19.38,Andal Jn,78.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.31,ICD Tatanagar (Jamshedpur),207.64,Petrapole ICP,135.3,Netaji Subhas Chandra Bose International Airport (CCU),149.56,MMLP Kolkata,155.01,Farrakka Terminal,95.46,FCI Depot Kolkata,155.01,BIRBH@M Toll Plaza,35.38
Ekpaharia,Murshidabad,333,315885,village,116A,6.94,19,144.04,SAINTHIA,20.07,Andal Jn,79.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.23,ICD Tatanagar (Jamshedpur),208.29,Petrapole ICP,134.88,Netaji Subhas Chandra Bose International Airport (CCU),149.42,MMLP Kolkata,154.91,Farrakka Terminal,95.31,FCI Depot Kolkata,154.91,BIRBH@M Toll Plaza,35.35
Akundi,Murshidabad,333,315886,village,116A,6.37,19,144.7,SAINTHIA,20.63,Andal Jn,80.51,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.89,ICD Tatanagar (Jamshedpur),209.35,Petrapole ICP,135.03,Netaji Subhas Chandra Bose International Airport (CCU),149.99,MMLP Kolkata,155.55,Farrakka Terminal,94.4,FCI Depot Kolkata,155.55,BIRBH@M Toll Plaza,34.58
Srihatti,Murshidabad,333,315887,village,116A,5.53,19,143.09,SAINTHIA,21.54,Andal Jn,80.49,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,155.29,ICD Tatanagar (Jamshedpur),209.11,Petrapole ICP,133.48,Netaji Subhas Chandra Bose International Airport (CCU),148.36,MMLP Kolkata,153.94,Farrakka Terminal,95.85,FCI Depot Kolkata,153.94,BIRBH@M Toll Plaza,36.15
Salpa,Murshidabad,333,315888,village,116A,4.01,19,143.28,SAINTHIA,22.97,Andal Jn,82.14,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,155.49,ICD Tatanagar (Jamshedpur),210.73,Petrapole ICP,132.85,Netaji Subhas Chandra Bose International Airport (CCU),148.41,MMLP Kolkata,154.1,Farrakka Terminal,95.19,FCI Depot Kolkata,154.1,BIRBH@M Toll Plaza,35.84
Ruhina,Murshidabad,333,315889,village,116A,3.55,19,144.45,SAINTHIA,23.63,Andal Jn,83.48,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.67,ICD Tatanagar (Jamshedpur),212.19,Petrapole ICP,133.32,Netaji Subhas Chandra Bose International Airport (CCU),149.47,MMLP Kolkata,155.25,Farrakka Terminal,93.76,FCI Depot Kolkata,155.25,BIRBH@M Toll Plaza,34.64
Ekamba,Murshidabad,333,315892,village,116A,0.51,19,144.13,KANTHALIYA ROAD,22.06,Andal Jn,87.87,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.37,ICD Tatanagar (Jamshedpur),216.36,Petrapole ICP,130.82,Netaji Subhas Chandra Bose International Airport (CCU),148.74,MMLP Kolkata,154.84,Farrakka Terminal,93.09,FCI Depot Kolkata,154.84,Shibpur Toll Plaza,31.22
Katna,Murshidabad,333,315893,village,116A,0.61,19,144.8,KANTHALIYA ROAD,21.57,Andal Jn,88.53,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,157.04,ICD Tatanagar (Jamshedpur),217.09,Petrapole ICP,131.15,Netaji Subhas Chandra Bose International Airport (CCU),149.36,MMLP Kolkata,155.49,Farrakka Terminal,92.34,FCI Depot Kolkata,155.49,Shibpur Toll Plaza,30.44
Chawki,Murshidabad,333,315894,village,116A,1.16,19,145.23,KANTHALIYA ROAD,20.79,Andal Jn,89.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,157.48,ICD Tatanagar (Jamshedpur),218.0,Petrapole ICP,131.14,Netaji Subhas Chandra Bose International Airport (CCU),149.72,MMLP Kolkata,155.91,Farrakka Terminal,91.78,FCI Depot Kolkata,155.91,Shibpur Toll Plaza,29.52
Nabagram,Murshidabad,333,315895,village,116A,0.35,19,146.4,KANTHALIYA ROAD,21.24,Andal Jn,89.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,158.65,ICD Tatanagar (Jamshedpur),218.12,Petrapole ICP,132.32,Netaji Subhas Chandra Bose International Airport (CCU),150.91,MMLP Kolkata,157.09,Farrakka Terminal,90.68,FCI Depot Kolkata,157.09,Shibpur Toll Plaza,29.23
Monai Kandra,Murshidabad,333,315896,village,116A,0.71,19,148.71,KANTHALIYA ROAD,21.84,Andal Jn,89.84,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,160.95,ICD Tatanagar (Jamshedpur),218.83,Petrapole ICP,134.43,Netaji Subhas Chandra Bose International Airport (CCU),153.22,MMLP Kolkata,159.39,Farrakka Terminal,88.44,FCI Depot Kolkata,159.39,Shibpur Toll Plaza,28.38
Nabadurga,Murshidabad,333,315901,village,116A,2.31,19,144.54,KANTHALIYA ROAD,19.8,Andal Jn,90.18,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.79,ICD Tatanagar (Jamshedpur),218.63,Petrapole ICP,130.08,Netaji Subhas Chandra Bose International Airport (CCU),148.94,MMLP Kolkata,155.2,Farrakka Terminal,92.32,FCI Depot Kolkata,155.2,Shibpur Toll Plaza,29.07
Golahat,Murshidabad,333,315902,village,116A,3.46,19,144.18,KANTHALIYA ROAD,18.69,Andal Jn,91.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,156.43,ICD Tatanagar (Jamshedpur),219.51,Petrapole ICP,129.22,Netaji Subhas Chandra Bose International Airport (CCU),148.48,MMLP Kolkata,154.81,Farrakka Terminal,92.54,FCI Depot Kolkata,154.81,Shibpur Toll Plaza,28.37
Singadda,Murshidabad,333,315904,village,116A,1.78,19,143.08,KANTHALIYA ROAD,21.2,Andal Jn,88.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,155.33,ICD Tatanagar (Jamshedpur),216.78,Petrapole ICP,129.49,Netaji Subhas Chandra Bose International Airport (CCU),147.62,MMLP Kolkata,153.77,Farrakka Terminal,93.98,FCI Depot Kolkata,153.77,Shibpur Toll Plaza,31.06
Raniara Masadda,Murshidabad,333,315905,village,116A,1.06,19,142.59,TENYA,22.18,Andal Jn,87.25,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,154.84,ICD Tatanagar (Jamshedpur),215.54,Petrapole ICP,129.63,Netaji Subhas Chandra Bose International Airport (CCU),147.24,MMLP Kolkata,153.31,Farrakka Terminal,94.65,FCI Depot Kolkata,153.31,Shibpur Toll Plaza,32.28
