district,villages,nh_median_km,nh_mean_km,nh_within_10km_pct,nh_within_25km_pct,nh_within_50km_pct,expressway_median_km,expressway_mean_km,expressway_within_10km_pct,expressway_within_25km_pct,expressway_within_50km_pct,rail_station_median_km,rail_station_mean_km,rail_station_within_10km_pct,rail_station_within_25km_pct,rail_station_within_50km_pct,freight_terminal_median_km,freight_terminal_mean_km,freight_terminal_within_10km_pct,freight_terminal_within_25km_pct,freight_terminal_within_50km_pct,port_median_km,port_mean_km,port_within_10km_pct,port_within_25km_pct,port_within_50km_pct,icd_median_km,icd_mean_km,icd_within_10km_pct,icd_within_25km_pct,icd_within_50km_pct,icp_median_km,icp_mean_km,icp_within_10km_pct,icp_within_25km_pct,icp_within_50km_pct,air_cargo_median_km,air_cargo_mean_km,air_cargo_within_10km_pct,air_cargo_within_25km_pct,air_cargo_within_50km_pct,mmlp_median_km,mmlp_mean_km,mmlp_within_10km_pct,mmlp_within_25km_pct,mmlp_within_50km_pct,iw_terminal_median_km,iw_terminal_mean_km,iw_terminal_within_10km_pct,iw_terminal_within_25km_pct,iw_terminal_within_50km_pct,fci_depot_median_km,fci_depot_mean_km,fci_depot_within_10km_pct,fci_depot_within_25km_pct,fci_depot_within_50km_pct,census2011_population
NICOBARS,86,381.855,425.21,0.0,0.0,0.0,1605.28,1622.83,0.0,0.0,0.0,1509.4650000000001,1537.1,0.0,0.0,0.0,1510.5349999999999,1552.02,0.0,0.0,0.0,1504.6550000000002,1539.43,0.0,0.0,0.0,1550.865,1571.73,0.0,0.0,0.0,1623.06,1660.31,0.0,0.0,0.0,1526.875,1559.76,0.0,0.0,0.0,1524.915,1558.45,0.0,0.0,0.0,1504.6550000000002,1549.78,0.0,0.0,0.0,1524.915,1556.59,0.0,0.0,0.0,35779.0
NORTH AND MIDDLE ANDAMAN,305,6.49,9.07,69.50819672131148,93.44262295081968,99.34426229508196,1157.82,1162.97,0.0,0.0,0.0,1044.14,1050.29,0.0,0.0,0.0,1044.61,1050.76,0.0,0.0,0.0,1037.72,1043.86,0.0,0.0,0.0,1097.26,1103.18,0.0,0.0,0.0,1107.8,1110.2,0.0,0.0,0.0,1096.8,1102.7,0.0,0.0,0.0,1152.84,1152.36,0.0,0.0,0.0,1037.72,1043.86,0.0,0.0,0.0,1100.41,1106.32,0.0,0.0,0.0,105930.0
SOUTH ANDAMANS,191,5.85,15.91,63.87434554973822,74.86910994764398,94.24083769633508,1272.36,1272.76,0.0,0.0,0.0,1140.62,1141.15,0.0,0.0,0.0,1141.03,1141.56,0.0,0.0,0.0,1134.68,1135.18,0.0,0.0,0.0,1188.05,1188.87,0.0,0.0,0.0,1239.01,1237.27,0.0,0.0,0.0,1187.25,1187.9,0.0,0.0,0.0,1209.65,1209.74,0.0,0.0,0.0,1134.68,1135.18,0.0,0.0,0.0,1191.26,1191.64,0.0,0.0,0.0,238872.0
__STATE__,582,,52.485087826244616,57.388316151202744,73.53951890034365,82.9896907216495,,1275.111929891403,0.0,0.0,0.0,,1153.08410929605,0.0,0.0,0.0,,1154.874916771988,0.0,0.0,0.0,,1147.7663696558684,0.0,0.0,0.0,,1201.0125038033952,0.0,0.0,0.0,,1241.6722772024877,0.0,0.0,0.0,,1199.1447624552986,0.0,0.0,0.0,,1226.5517475386316,0.0,0.0,0.0,,1148.7393889342873,0.0,0.0,0.0,,1202.2017423097843,0.0,0.0,0.0,380581.0
