village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
KARIYAMANICKAM (WEST),TIRUCHIRAPPALLI,614,635863,village,81,2.46,Bengaluru-Mysuru Expressway,250.87,ELAMANUR,2.98,Uttangal Mangalam,115.15,Karaikal Port,137.81,ICD Salem,97.05,Petrapole ICP,1714.04,Tiruchirappalli International Airport (TRZ),20.14,MMLP Coimbatore,179.91,Aluva Terminal,261.74,FCI Depot Tiruchirappalli,17.74
PAKIRIKARADU R.F,TIRUCHIRAPPALLI,614,636139,village,83,1.05,Bengaluru-Mysuru Expressway,264.6,KALPATTICHATRAM,3.48,Uttangal Mangalam,175.89,Karaikal Port,185.73,ICD Madurai,64.06,Petrapole ICP,1774.99,Tiruchirappalli International Airport (TRZ),62.54,MMLP Coimbatore,149.75,Aluva Terminal,209.43,FCI Depot Tiruchirappalli,63.45
THETHUR,TIRUCHIRAPPALLI,614,636131,village,38,3.84,Bengaluru-Mysuru Expressway,290.35,VALYAMPATTI,26.42,Uttangal Mangalam,179.6,V.O. Chidambaranar Port (Tuticorin),170.53,ICD Madurai,49.75,Petrapole ICP,1782.25,Tiruchirappalli International Airport (TRZ),64.05,MMLP Coimbatore,172.86,Aluva Terminal,221.88,FCI Depot Madurai,50.22
KALLAGAM,TIRUCHIRAPPALLI,614,635894,village,81,0.71,716B,235.79,KALLAGAM,1.21,Uttangal Mangalam,72.51,Karaikal Port,93.65,ICD Salem,116.07,Petrapole ICP,1675.57,Tiruchirappalli International Airport (TRZ),43.38,MMLP Coimbatore,224.23,Aluva Terminal,308.93,FCI Depot Tiruchirappalli,41.93
Palayankottai,TIRUCHIRAPPALLI,614,636067,village,83,3.52,Bengaluru-Mysuru Expressway,261.03,CHETTIYAPATTI,5.51,Uttangal Mangalam,159.59,Karaikal Port,171.38,ICD Madurai,77.45,Petrapole ICP,1758.98,Tiruchirappalli International Airport (TRZ),46.86,MMLP Coimbatore,157.28,Aluva Terminal,223.65,FCI Depot Tiruchirappalli,47.56
Kumbagudi,TIRUCHIRAPPALLI,614,636029,village,83,0.93,716B,274.8,Kumaramangalam,3.83,Uttangal Mangalam,117.52,Karaikal Port,121.72,ICD Madurai,111.35,Petrapole ICP,1720.64,Tiruchirappalli International Airport (TRZ),8.73,MMLP Coimbatore,201.27,Aluva Terminal,273.34,FCI Depot Tiruchirappalli,11.35
VENGANGUDI,TIRUCHIRAPPALLI,614,635871,village,81,0.71,716B,253.19,PICHCHANDARKOVL,2.73,Uttangal Mangalam,103.78,Karaikal Port,123.35,ICD Salem,104.54,Petrapole ICP,1704.99,Tiruchirappalli International Airport (TRZ),15.65,MMLP Coimbatore,194.29,Aluva Terminal,275.57,FCI Depot Tiruchirappalli,12.92
K.PERIAPATTI NORTH,TIRUCHIRAPPALLI,614,636045,village,83,2.87,Bengaluru-Mysuru Expressway,262.08,SAMUDRAM,4.23,Uttangal Mangalam,141.68,Karaikal Port,154.01,ICD Madurai,91.61,Petrapole ICP,1742.17,Tiruchirappalli International Airport (TRZ),28.72,MMLP Coimbatore,170.18,Aluva Terminal,241.29,FCI Depot Tiruchirappalli,29.29
MANAMEDU,TIRUCHIRAPPALLI,614,635690,village,381B,0.77,Bengaluru-Mysuru Expressway,231.52,TIMMACHIPURAM,2.39,Uttangal Mangalam,129.17,Karaikal Port,159.45,ICD Salem,81.49,Petrapole ICP,1721.38,Tiruchirappalli International Airport (TRZ),41.49,MMLP Coimbatore,157.89,Aluva Terminal,244.18,FCI Depot Tiruchirappalli,39.57
IKKARAIKOSAKURICHI,TIRUCHIRAPPALLI,614,636127,village,785,2.59,Bengaluru-Mysuru Expressway,282.29,KALPATTICHATRAM,18.52,Uttangal Mangalam,178.13,V.O. Chidambaranar Port (Tuticorin),176.5,ICD Madurai,53.21,Petrapole ICP,1780.03,Tiruchirappalli International Airport (TRZ),62.51,MMLP Coimbatore,165.48,Aluva Terminal,217.64,FCI Depot Madurai,53.71
Sukkalampatti Kombai,TIRUCHIRAPPALLI,614,635754,village,44,30.73,Mysore Road,203.6,ATTUR,32.28,Uttangal Mangalam,108.13,Karaikal Port,159.4,ICD Salem,48.63,Petrapole ICP,1684.66,Tiruchirappalli International Airport (TRZ),69.75,MMLP Coimbatore,168.05,Aluva Terminal,268.72,FCI Depot Tiruchirappalli,66.97
MURUGUR,TIRUCHIRAPPALLI,614,635784,village,38,28.1,Mysore Road,226.2,PERUGAMANI,32.56,Uttangal Mangalam,99.72,Karaikal Port,141.15,ICD Salem,71.38,Petrapole ICP,1689.73,Tiruchirappalli International Airport (TRZ),48.14,MMLP Coimbatore,179.62,Aluva Terminal,273.12,FCI Depot Tiruchirappalli,45.31
Ponnambalapatti,TIRUCHIRAPPALLI,614,636089,village,83,0.22,Bengaluru-Mysuru Expressway,263.43,KALPATTICHATRAM,3.12,Uttangal Mangalam,169.31,Karaikal Port,179.72,ICD Madurai,69.08,Petrapole ICP,1768.61,Tiruchirappalli International Airport (TRZ),56.07,MMLP Coimbatore,152.98,Aluva Terminal,215.33,FCI Depot Tiruchirappalli,56.92
ESANAKORAI,TIRUCHIRAPPALLI,614,635950,village,81,2.51,716B,257.23,VALADI,1.86,Uttangal Mangalam,105.09,Karaikal Port,121.02,ICD Salem,109.65,Petrapole ICP,1707.12,Tiruchirappalli International Airport (TRZ),11.69,MMLP Coimbatore,197.15,Aluva Terminal,276.56,FCI Depot Tiruchirappalli,9.32
KOTTAPALAYAM (WEST),TIRUCHIRAPPALLI,614,635767,village,381B,31.6,Mysore Road,211.65,TIMMACHIPURAM,37.18,Uttangal Mangalam,107.02,Karaikal Port,154.47,ICD Salem,56.33,Petrapole ICP,1688.75,Tiruchirappalli International Airport (TRZ),61.59,MMLP Coimbatore,169.63,Aluva Terminal,267.61,FCI Depot Tiruchirappalli,58.81
ANGARAI,TIRUCHIRAPPALLI,614,635941,village,81,1.87,716B,254.7,LALGUDI,1.43,Uttangal Mangalam,99.47,Karaikal Port,114.51,ICD Salem,112.31,Petrapole ICP,1701.99,Tiruchirappalli International Airport (TRZ),16.24,MMLP Coimbatore,203.41,Aluva Terminal,283.19,FCI Depot Tiruchirappalli,14.56
KONAPPAMPATTI,TIRUCHIRAPPALLI,614,635701,village,381B,13.08,Bengaluru-Mysuru Expressway,219.89,TIMMACHIPURAM,16.24,Uttangal Mangalam,123.05,Karaikal Port,160.95,ICD Salem,67.63,Petrapole ICP,1710.09,Tiruchirappalli International Airport (TRZ),51.2,MMLP Coimbatore,157.51,Aluva Terminal,249.81,FCI Depot Tiruchirappalli,48.82
K.PERIAPATTI SOUTH,TIRUCHIRAPPALLI,614,636049,village,83,0.43,Bengaluru-Mysuru Expressway,265.26,SAMUDRAM,1.22,Uttangal Mangalam,140.32,Karaikal Port,151.05,ICD Madurai,91.66,Petrapole ICP,1741.42,Tiruchirappalli International Airport (TRZ),26.26,MMLP Coimbatore,173.75,Aluva Terminal,244.1,FCI Depot Tiruchirappalli,27.11
SENGAMPATTI KOMBAI BIT II,TIRUCHIRAPPALLI,614,635756,village,44,31.2,Mysore Road,207.55,ATTUR,35.98,Uttangal Mangalam,108.66,Karaikal Port,157.78,ICD Salem,52.2,Petrapole ICP,1687.8,Tiruchirappalli International Airport (TRZ),65.6,MMLP Coimbatore,167.64,Aluva Terminal,266.93,FCI Depot Tiruchirappalli,62.84
GUNDUR (CT),TIRUCHIRAPPALLI,614,636030,village,336,1.14,716B,272.43,Kumaramangalam,3.68,Uttangal Mangalam,117.25,Karaikal Port,124.2,ICD Madurai,111.68,Petrapole ICP,1720.16,Tiruchirappalli International Airport (TRZ),4.64,MMLP Coimbatore,197.73,Aluva Terminal,271.04,FCI Depot Tiruchirappalli,7.4
SITTILARAI,TIRUCHIRAPPALLI,614,635727,village,381B,3.84,Bengaluru-Mysuru Expressway,231.15,KULITALAI,7.26,Uttangal Mangalam,124.18,Karaikal Port,155.82,ICD Salem,79.54,Petrapole ICP,1716.31,Tiruchirappalli International Airport (TRZ),40.5,MMLP Coimbatore,161.55,Aluva Terminal,249.01,FCI Depot Tiruchirappalli,38.34
ANIYAPPUR,TIRUCHIRAPPALLI,614,636042,village,83,10.51,Bengaluru-Mysuru Expressway,254.4,MANAPARAI,11.5,Uttangal Mangalam,151.67,Karaikal Port,167.15,ICD Madurai,87.13,Petrapole ICP,1750.02,Tiruchirappalli International Airport (TRZ),41.5,MMLP Coimbatore,157.11,Aluva Terminal,228.45,FCI Depot Tiruchirappalli,41.7
Kannukuli,TIRUCHIRAPPALLI,614,636102,village,38,11.43,Bengaluru-Mysuru Expressway,289.48,SAMUDRAM,24.09,Uttangal Mangalam,152.7,Karaikal Port,149.85,ICD Madurai,76.23,Petrapole ICP,1755.83,Tiruchirappalli International Airport (TRZ),38.48,MMLP Coimbatore,188.39,Aluva Terminal,247.29,FCI Depot Tiruchirappalli,40.85
Nagaiyanallur,TIRUCHIRAPPALLI,614,635675,village,381B,2.98,Bengaluru-Mysuru Expressway,217.31,SITHALAVAI,7.42,Uttangal Mangalam,140.37,Karaikal Port,175.29,ICD Salem,71.86,Petrapole ICP,1726.18,Tiruchirappalli International Airport (TRZ),57.97,MMLP Coimbatore,142.17,Aluva Terminal,232.45,FCI Depot Tiruchirappalli,56.16
VAZHAIYUR,TIRUCHIRAPPALLI,614,635838,village,38,5.33,716B,233.69,KATTUR,22.02,Uttangal Mangalam,87.57,Karaikal Port,118.96,ICD Salem,94.01,Petrapole ICP,1686.59,Tiruchirappalli International Airport (TRZ),35.1,MMLP Coimbatore,199.4,Aluva Terminal,287.24,FCI Depot Tiruchirappalli,32.48
POIGAIPATTI,TIRUCHIRAPPALLI,614,636071,village,83,2.87,Bengaluru-Mysuru Expressway,268.04,CHETTIYAPATTI,3.73,Uttangal Mangalam,155.07,Karaikal Port,163.54,ICD Madurai,77.79,Petrapole ICP,1756.02,Tiruchirappalli International Airport (TRZ),40.48,MMLP Coimbatore,166.46,Aluva Terminal,231.5,FCI Depot Tiruchirappalli,41.6
KARUPPUR REDDIAPATTI R.F,TIRUCHIRAPPALLI,614,636144,village,83,6.68,Bengaluru-Mysuru Expressway,271.07,VALYAMPATTI,5.92,Uttangal Mangalam,164.06,Karaikal Port,170.88,ICD Madurai,69.09,Petrapole ICP,1765.07,Tiruchirappalli International Airport (TRZ),49.16,MMLP Coimbatore,163.4,Aluva Terminal,224.47,FCI Depot Tiruchirappalli,50.41
NACHIKKURICHI,TIRUCHIRAPPALLI,614,635992,village,83,1.94,Bengaluru-Mysuru Expressway,262.79,TIRUCHIRAPPALLI,4.67,Uttangal Mangalam,117.21,Karaikal Port,132.22,ICD Salem,109.14,Petrapole ICP,1718.62,Tiruchirappalli International Airport (TRZ),8.53,MMLP Coimbatore,187.19,Aluva Terminal,264.43,FCI Depot Tiruchirappalli,6.82
MOOKUREDDIAPATTI,TIRUCHIRAPPALLI,614,636084,village,83,1.12,Bengaluru-Mysuru Expressway,263.24,VALYAMPATTI,2.18,Uttangal Mangalam,163.34,Karaikal Port,173.95,ICD Madurai,73.45,Petrapole ICP,1762.97,Tiruchirappalli International Airport (TRZ),50.03,MMLP Coimbatore,156.74,Aluva Terminal,221.06,FCI Depot Tiruchirappalli,50.87
I.REDDIAPATTI,TIRUCHIRAPPALLI,614,636068,village,83,3.23,Bengaluru-Mysuru Expressway,261.62,CHETTIYAPATTI,4.44,Uttangal Mangalam,158.61,Karaikal Port,170.16,ICD Madurai,77.88,Petrapole ICP,1758.18,Tiruchirappalli International Airport (TRZ),45.69,MMLP Coimbatore,158.45,Aluva Terminal,224.87,FCI Depot Tiruchirappalli,46.42
ALATHUDAIYANPATTI,TIRUCHIRAPPALLI,614,635772,village,381B,28.33,Mysore Road,214.65,TIMMACHIPURAM,32.67,Uttangal Mangalam,109.58,Karaikal Port,154.79,ICD Salem,58.89,Petrapole ICP,1692.98,Tiruchirappalli International Airport (TRZ),58.3,MMLP Coimbatore,167.64,Aluva Terminal,264.37,FCI Depot Tiruchirappalli,55.57
ALUNDUR,TIRUCHIRAPPALLI,614,636003,village,38,1.12,Bengaluru-Mysuru Expressway,269.66,PUNGGUDI,5.66,Uttangal Mangalam,128.71,Karaikal Port,137.99,ICD Madurai,101.25,Petrapole ICP,1730.82,Tiruchirappalli International Airport (TRZ),13.4,MMLP Coimbatore,185.18,Aluva Terminal,257.22,FCI Depot Tiruchirappalli,14.73
SIRUKALAPUR,TIRUCHIRAPPALLI,614,635885,village,81,8.35,716B,235.78,KALLAKKUDI PLGH,9.68,Uttangal Mangalam,79.04,Karaikal Port,104.14,ICD Salem,107.39,Petrapole ICP,1681.14,Tiruchirappalli International Airport (TRZ),37.1,MMLP Coimbatore,213.76,Aluva Terminal,299.32,FCI Depot Tiruchirappalli,35.17
ELAMANAM,TIRUCHIRAPPALLI,614,636090,village,83,6.01,Bengaluru-Mysuru Expressway,269.22,KALPATTICHATRAM,6.22,Uttangal Mangalam,170.73,Karaikal Port,178.42,ICD Madurai,64.81,Petrapole ICP,1771.06,Tiruchirappalli International Airport (TRZ),56.3,MMLP Coimbatore,157.39,Aluva Terminal,216.95,FCI Depot Tiruchirappalli,57.43
KULUMANI,TIRUCHIRAPPALLI,614,635968,village,81,3.33,Bengaluru-Mysuru Expressway,256.26,JIYAPURAM,3.27,Uttangal Mangalam,118.28,Karaikal Port,137.06,ICD Salem,102.98,Petrapole ICP,1718.4,Tiruchirappalli International Airport (TRZ),15.18,MMLP Coimbatore,181.52,Aluva Terminal,260.71,FCI Depot Tiruchirappalli,13.23
KODIYALAM,TIRUCHIRAPPALLI,614,635967,village,81,2.01,Bengaluru-Mysuru Expressway,253.41,ELAMANUR,1.98,Uttangal Mangalam,118.85,Karaikal Port,139.21,ICD Salem,100.31,Petrapole ICP,1718.3,Tiruchirappalli International Airport (TRZ),18.07,MMLP Coimbatore,179.08,Aluva Terminal,259.14,FCI Depot Tiruchirappalli,16.09
Poolambadi R.F.,TIRUCHIRAPPALLI,614,635829,village,136,30.47,Mysore Road,218.83,KULITALAI,36.61,Uttangal Mangalam,100.93,Karaikal Port,146.21,ICD Salem,64.16,Petrapole ICP,1687.05,Tiruchirappalli International Airport (TRZ),55.32,MMLP Coimbatore,176.58,Aluva Terminal,272.55,FCI Depot Tiruchirappalli,52.49
MANAKADU R.F,TIRUCHIRAPPALLI,614,636140,village,83,0.3,Bengaluru-Mysuru Expressway,263.82,KALPATTICHATRAM,3.17,Uttangal Mangalam,175.51,Karaikal Port,185.71,ICD Madurai,64.81,Petrapole ICP,1774.48,Tiruchirappalli International Airport (TRZ),62.33,MMLP Coimbatore,149.27,Aluva Terminal,209.42,FCI Depot Tiruchirappalli,63.2
SETHURAPATTI,TIRUCHIRAPPALLI,614,636002,village,38,2.19,Bengaluru-Mysuru Expressway,269.54,KOLATUR,4.51,Uttangal Mangalam,132.06,Karaikal Port,141.09,ICD Madurai,98.1,Petrapole ICP,1734.07,Tiruchirappalli International Airport (TRZ),16.81,MMLP Coimbatore,182.87,Aluva Terminal,254.04,FCI Depot Tiruchirappalli,18.11
VALASIRAMANI,TIRUCHIRAPPALLI,614,635699,village,381B,11.81,Bengaluru-Mysuru Expressway,215.98,TIMMACHIPURAM,18.51,Uttangal Mangalam,125.38,Karaikal Port,164.64,ICD Salem,64.31,Petrapole ICP,1710.47,Tiruchirappalli International Airport (TRZ),55.18,MMLP Coimbatore,154.21,Aluva Terminal,247.71,FCI Depot Tiruchirappalli,52.83
THIRANIPALAYAM,TIRUCHIRAPPALLI,614,635877,village,38,7.23,716B,231.49,KALLAGAM,13.96,Uttangal Mangalam,76.92,Karaikal Port,105.96,ICD Salem,103.64,Petrapole ICP,1678.3,Tiruchirappalli International Airport (TRZ),40.21,MMLP Coimbatore,212.62,Aluva Terminal,299.73,FCI Depot Tiruchirappalli,38.1
T.KANAPADI EXTENSION R.F,TIRUCHIRAPPALLI,614,635811,village,136,22.6,Mysore Road,206.12,ATTUR,26.43,Uttangal Mangalam,98.82,Karaikal Port,151.72,ICD Salem,53.34,Petrapole ICP,1676.96,Tiruchirappalli International Airport (TRZ),69.28,MMLP Coimbatore,177.36,Aluva Terminal,277.83,FCI Depot Tiruchirappalli,66.44
Kumarikatti Hills R.F,TIRUCHIRAPPALLI,614,636143,village,83,10.06,Bengaluru-Mysuru Expressway,274.18,VALYAMPATTI,9.33,Uttangal Mangalam,169.28,Karaikal Port,174.6,ICD Madurai,63.57,Petrapole ICP,1770.51,Tiruchirappalli International Airport (TRZ),54.09,MMLP Coimbatore,163.02,Aluva Terminal,221.19,FCI Depot Tiruchirappalli,55.46
KALIAMMAN KOIL THITTU R.F,TIRUCHIRAPPALLI,614,635827,village,136,22.68,716B,215.65,ATTUR,35.68,Uttangal Mangalam,93.27,Karaikal Port,140.78,ICD Salem,66.13,Petrapole ICP,1679.69,Tiruchirappalli International Airport (TRZ),57.59,MMLP Coimbatore,183.78,Aluva Terminal,280.38,FCI Depot Tiruchirappalli,54.75
KOPPAMPATTI,TIRUCHIRAPPALLI,614,635753,village,136,30.37,Mysore Road,207.55,ATTUR,33.29,Uttangal Mangalam,105.51,Karaikal Port,155.53,ICD Salem,52.78,Petrapole ICP,1684.69,Tiruchirappalli International Airport (TRZ),66.05,MMLP Coimbatore,170.74,Aluva Terminal,270.24,FCI Depot Tiruchirappalli,63.26
THIRUPPANGALI (NORTH),TIRUCHIRAPPALLI,614,635860,village,81,8.2,Bengaluru-Mysuru Expressway,250.3,MEKKUDI,8.37,Uttangal Mangalam,108.31,Karaikal Port,133.02,ICD Salem,95.28,Petrapole ICP,1707.17,Tiruchirappalli International Airport (TRZ),21.86,MMLP Coimbatore,184.36,Aluva Terminal,267.93,FCI Depot Tiruchirappalli,19.08
Kannudayanpatti,TIRUCHIRAPPALLI,614,636052,village,83,0.85,Bengaluru-Mysuru Expressway,265.46,SAMUDRAM,4.86,Uttangal Mangalam,145.87,Karaikal Port,156.11,ICD Madurai,86.67,Petrapole ICP,1746.79,Tiruchirappalli International Airport (TRZ),31.76,MMLP Coimbatore,170.24,Aluva Terminal,238.94,FCI Depot Tiruchirappalli,32.68
Thiruvallarai,TIRUCHIRAPPALLI,614,635851,village,38,8.22,716B,247.92,UTTAMARKOVIL,9.96,Uttangal Mangalam,103.73,Karaikal Port,128.65,ICD Salem,96.34,Petrapole ICP,1703.09,Tiruchirappalli International Airport (TRZ),22.3,MMLP Coimbatore,188.69,Aluva Terminal,272.69,FCI Depot Tiruchirappalli,19.45
KAMALAPURAM,TIRUCHIRAPPALLI,614,635670,village,381B,2.77,Bengaluru-Mysuru Expressway,219.77,MAHADANAPURAM,9.55,Uttangal Mangalam,133.34,Karaikal Port,168.63,ICD Salem,71.24,Petrapole ICP,1720.4,Tiruchirappalli International Airport (TRZ),53.27,MMLP Coimbatore,148.98,Aluva Terminal,239.45,FCI Depot Tiruchirappalli,51.26
Sathamangalam,TIRUCHIRAPPALLI,614,635958,village,81,5.14,716B,256.06,KATTUR,3.84,Uttangal Mangalam,97.39,Karaikal Port,109.16,ICD Salem,117.39,Petrapole ICP,1700.39,Tiruchirappalli International Airport (TRZ),18.88,MMLP Coimbatore,209.04,Aluva Terminal,287.83,FCI Depot Tiruchirappalli,17.95
Valavandankottai (CT),TIRUCHIRAPPALLI,614,252749,village,83,1.68,716B,266.99,TONDAMANPATTI,2.63,Uttangal Mangalam,107.09,Karaikal Port,112.37,ICD Madurai,121.88,Petrapole ICP,1710.27,Tiruchirappalli International Airport (TRZ),13.57,MMLP Coimbatore,208.3,Aluva Terminal,283.0,FCI Depot Tiruchirappalli,14.41
SENGATHUR R.F,TIRUCHIRAPPALLI,614,635822,village,136,17.7,716B,208.97,ATTUR,29.28,Uttangal Mangalam,90.09,Karaikal Port,141.39,ICD Salem,63.22,Petrapole ICP,1673.67,Tiruchirappalli International Airport (TRZ),63.8,MMLP Coimbatore,186.24,Aluva Terminal,284.67,FCI Depot Tiruchirappalli,60.96
PUTHANATHAM R.F,TIRUCHIRAPPALLI,614,636145,village,38,6.69,Bengaluru-Mysuru Expressway,276.89,CHETTIYAPATTI,11.91,Uttangal Mangalam,163.49,Karaikal Port,167.42,ICD Madurai,67.47,Petrapole ICP,1765.35,Tiruchirappalli International Airport (TRZ),47.94,MMLP Coimbatore,169.28,Aluva Terminal,228.46,FCI Depot Tiruchirappalli,49.5
VEERAMALAI R.F,TIRUCHIRAPPALLI,614,636133,village,83,10.39,Bengaluru-Mysuru Expressway,254.49,MANAPARAI,11.19,Uttangal Mangalam,148.07,Karaikal Port,163.79,ICD Madurai,89.87,Petrapole ICP,1746.64,Tiruchirappalli International Airport (TRZ),38.07,MMLP Coimbatore,159.66,Aluva Terminal,231.95,FCI Depot Tiruchirappalli,38.19
MOHAVANUR (NORTH),TIRUCHIRAPPALLI,614,636064,village,83,6.99,Bengaluru-Mysuru Expressway,257.38,VALYAMPATTI,8.08,Uttangal Mangalam,161.51,Karaikal Port,174.97,ICD Madurai,78.15,Petrapole ICP,1759.99,Tiruchirappalli International Airport (TRZ),49.95,MMLP Coimbatore,152.87,Aluva Terminal,220.15,FCI Depot Tiruchirappalli,50.46
Thandalaiputhur,TIRUCHIRAPPALLI,614,635732,village,81,10.37,Bengaluru-Mysuru Expressway,239.32,PETTAIVAYATALAI,10.96,Uttangal Mangalam,114.58,Karaikal Port,144.17,ICD Salem,85.37,Petrapole ICP,1709.91,Tiruchirappalli International Airport (TRZ),31.74,MMLP Coimbatore,173.19,Aluva Terminal,259.42,FCI Depot Tiruchirappalli,29.23
KADUVETTI,TIRUCHIRAPPALLI,614,635683,village,81,3.38,Bengaluru-Mysuru Expressway,220.2,MAYANOOR,3.95,Uttangal Mangalam,141.97,Karaikal Port,175.21,ICD Salem,75.43,Petrapole ICP,1729.09,Tiruchirappalli International Airport (TRZ),56.37,MMLP Coimbatore,142.13,Aluva Terminal,230.82,FCI Depot Tiruchirappalli,54.7
MADANAVELI EXTENSION R.F,TIRUCHIRAPPALLI,614,636138,village,83,1.15,Bengaluru-Mysuru Expressway,262.31,KALPATTICHATRAM,4.44,Uttangal Mangalam,176.17,Karaikal Port,187.05,ICD Madurai,65.44,Petrapole ICP,1774.76,Tiruchirappalli International Airport (TRZ),63.37,MMLP Coimbatore,147.46,Aluva Terminal,208.02,FCI Depot Tiruchirappalli,64.18
MARUNGAPURI,TIRUCHIRAPPALLI,614,636121,village,38,1.93,Bengaluru-Mysuru Expressway,281.88,CHETTIYAPATTI,16.69,Uttangal Mangalam,164.65,Karaikal Port,166.1,ICD Madurai,65.14,Petrapole ICP,1767.04,Tiruchirappalli International Airport (TRZ),48.99,MMLP Coimbatore,173.41,Aluva Terminal,230.53,FCI Depot Tiruchirappalli,50.78
KOMBAI,TIRUCHIRAPPALLI,614,635782,village,136,20.97,716B,216.7,ATTUR,37.89,Uttangal Mangalam,90.8,Karaikal Port,137.12,ICD Salem,69.86,Petrapole ICP,1679.2,Tiruchirappalli International Airport (TRZ),55.18,MMLP Coimbatore,186.75,Aluva Terminal,282.43,FCI Depot Tiruchirappalli,52.34
UMAIYALPURAM,TIRUCHIRAPPALLI,614,635743,village,81,1.98,Bengaluru-Mysuru Expressway,238.74,MARUDUR,2.45,Uttangal Mangalam,124.7,Karaikal Port,152.13,ICD Salem,87.29,Petrapole ICP,1719.68,Tiruchirappalli International Airport (TRZ),33.52,MMLP Coimbatore,165.33,Aluva Terminal,249.62,FCI Depot Tiruchirappalli,31.55
Musiri (TP),TIRUCHIRAPPALLI,614,803620,village,81,1.99,Bengaluru-Mysuru Expressway,237.2,KULITALAI,3.33,Uttangal Mangalam,125.02,Karaikal Port,153.21,ICD Salem,85.84,Petrapole ICP,1719.45,Tiruchirappalli International Airport (TRZ),35.04,MMLP Coimbatore,164.19,Aluva Terminal,249.04,FCI Depot Tiruchirappalli,33.05
Chettiapatti,TIRUCHIRAPPALLI,614,636069,village,83,0.74,Bengaluru-Mysuru Expressway,265.55,CHETTIYAPATTI,1.38,Uttangal Mangalam,158.67,Karaikal Port,168.28,ICD Madurai,75.89,Petrapole ICP,1759.01,Tiruchirappalli International Airport (TRZ),44.7,MMLP Coimbatore,161.87,Aluva Terminal,226.73,FCI Depot Tiruchirappalli,45.66
Vellayakonepatti,TIRUCHIRAPPALLI,614,636095,village,38,1.97,Bengaluru-Mysuru Expressway,278.4,CHETTIYAPATTI,13.13,Uttangal Mangalam,157.59,Karaikal Port,160.72,ICD Madurai,72.38,Petrapole ICP,1759.85,Tiruchirappalli International Airport (TRZ),41.93,MMLP Coimbatore,174.46,Aluva Terminal,235.09,FCI Depot Tiruchirappalli,43.64
ADANUR,TIRUCHIRAPPALLI,614,635807,village,81,19.16,Bengaluru-Mysuru Expressway,235.3,PERUGAMANI,19.75,Uttangal Mangalam,107.41,Karaikal Port,141.51,ICD Salem,79.93,Petrapole ICP,1701.18,Tiruchirappalli International Airport (TRZ),37.19,MMLP Coimbatore,176.53,Aluva Terminal,265.75,FCI Depot Tiruchirappalli,34.44
Nadupatti,TIRUCHIRAPPALLI,614,636086,village,83,0.62,Bengaluru-Mysuru Expressway,262.27,KALPATTICHATRAM,2.63,Uttangal Mangalam,174.18,Karaikal Port,185.08,ICD Madurai,66.66,Petrapole ICP,1772.9,Tiruchirappalli International Airport (TRZ),61.34,MMLP Coimbatore,148.72,Aluva Terminal,209.97,FCI Depot Tiruchirappalli,62.14
VEERAMACHANPATTI,TIRUCHIRAPPALLI,614,635803,village,381B,21.34,Bengaluru-Mysuru Expressway,225.68,KULITALAI,24.24,Uttangal Mangalam,109.49,Karaikal Port,148.53,ICD Salem,70.32,Petrapole ICP,1698.95,Tiruchirappalli International Airport (TRZ),46.63,MMLP Coimbatore,170.8,Aluva Terminal,263.31,FCI Depot Tiruchirappalli,43.92
Thenparanadu,TIRUCHIRAPPALLI,614,635762,village,136,22.22,716B,213.13,ATTUR,32.55,Uttangal Mangalam,94.06,Karaikal Port,143.35,ICD Salem,62.79,Petrapole ICP,1678.35,Tiruchirappalli International Airport (TRZ),60.97,MMLP Coimbatore,182.51,Aluva Terminal,280.24,FCI Depot Tiruchirappalli,58.12
AYAMPORUVAI,TIRUCHIRAPPALLI,614,636110,village,38,4.85,Bengaluru-Mysuru Expressway,287.5,CHETTIYAPATTI,21.98,Uttangal Mangalam,161.68,Karaikal Port,160.16,ICD Madurai,67.24,Petrapole ICP,1764.59,Tiruchirappalli International Airport (TRZ),46.45,MMLP Coimbatore,180.86,Aluva Terminal,237.27,FCI Depot Tiruchirappalli,48.54
MummudiCholamangalam,TIRUCHIRAPPALLI,614,932061,village,81,4.84,716B,256.0,LALGUDI,2.54,Uttangal Mangalam,98.43,Karaikal Port,111.08,ICD Salem,115.92,Petrapole ICP,1701.31,Tiruchirappalli International Airport (TRZ),17.49,MMLP Coimbatore,207.09,Aluva Terminal,286.05,FCI Depot Tiruchirappalli,16.36
SORBANAM R.F,TIRUCHIRAPPALLI,614,636142,village,83,4.28,Bengaluru-Mysuru Expressway,267.48,KALPATTICHATRAM,3.91,Uttangal Mangalam,174.5,Karaikal Port,183.02,ICD Madurai,63.15,Petrapole ICP,1774.28,Tiruchirappalli International Airport (TRZ),60.51,MMLP Coimbatore,153.33,Aluva Terminal,212.3,FCI Depot Tiruchirappalli,61.54
