village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
Paruthi Kottai,THIRUVARUR,619,638209,village,83,9.47,716B,274.24,Mannargudi,6.66,Uttangal Mangalam,92.77,Karaikal Port,54.44,ICD Madurai,165.51,Petrapole ICP,1680.03,Tiruchirappalli International Airport (TRZ),76.46,MMLP Coimbatore,271.23,Aluva Terminal,342.5,FCI Depot Tiruchirappalli,77.31
Thappalanpuliyur II,THIRUVARUR,619,638116,village,83,3.8,716B,276.06,ADIYAKKAMANGALAM,2.98,Uttangal Mangalam,93.76,Karaikal Port,28.19,ICD Madurai,193.53,Petrapole ICP,1660.38,Tiruchirappalli International Airport (TRZ),106.38,MMLP Chennai (Mappedu),266.52,Aluva Terminal,372.8,FCI Depot Tiruchirappalli,107.06
ANNIYUR,THIRUVARUR,619,637919,village,136B,9.71,716B,247.53,NARASINGAMPET,9.57,Uttangal Mangalam,64.88,Karaikal Port,30.49,ICD Salem,173.37,Petrapole ICP,1644.9,Tiruchirappalli International Airport (TRZ),97.17,MMLP Chennai (Mappedu),241.52,Aluva Terminal,367.05,FCI Depot Tiruchirappalli,97.08
Elavangargudi (CT),THIRUVARUR,619,637990,village,83,1.57,716B,268.38,Kodikkalpalaiym,2.88,Uttangal Mangalam,85.8,Karaikal Port,28.31,ICD Salem,188.28,Petrapole ICP,1658.13,Tiruchirappalli International Airport (TRZ),100.52,MMLP Chennai (Mappedu),260.58,Aluva Terminal,368.33,FCI Depot Tiruchirappalli,101.02
PUDUKKUDI,THIRUVARUR,619,637966,village,83,4.58,716B,260.51,KORADACHERI,8.06,Uttangal Mangalam,77.82,Karaikal Port,37.59,ICD Salem,174.78,Petrapole ICP,1660.39,Tiruchirappalli International Airport (TRZ),88.5,MMLP Chennai (Mappedu),256.75,Aluva Terminal,357.43,FCI Depot Tiruchirappalli,88.82
THIRUKKUDI,THIRUVARUR,619,637964,village,83,5.96,716B,259.24,KORADACHERI,8.69,Uttangal Mangalam,76.86,Karaikal Port,42.43,ICD Salem,170.23,Petrapole ICP,1662.87,Tiruchirappalli International Airport (TRZ),83.5,MMLP Chennai (Mappedu),257.19,Aluva Terminal,352.58,FCI Depot Tiruchirappalli,83.79
CHANDRASEKARAPURAM,THIRUVARUR,619,637858,village,36,6.17,716B,253.07,DARASURAM,6.33,Uttangal Mangalam,72.13,Karaikal Port,52.57,ICD Salem,158.45,Petrapole ICP,1665.13,Tiruchirappalli International Airport (TRZ),73.38,MMLP Chennai (Mappedu),254.77,Aluva Terminal,343.11,FCI Depot Tiruchirappalli,73.45
Melavasal,THIRUVARUR,619,638220,village,83,13.32,716B,277.76,Mannargudi,3.93,Uttangal Mangalam,96.04,Karaikal Port,54.23,ICD Madurai,165.64,Petrapole ICP,1681.58,Tiruchirappalli International Airport (TRZ),78.91,MMLP Coimbatore,273.76,Aluva Terminal,343.95,FCI Depot Tiruchirappalli,79.87
PUTHAGARAM,THIRUVARUR,619,638317,village,32,3.65,716B,302.84,Atirampattinam,21.07,Uttangal Mangalam,120.33,Karaikal Port,62.22,ICD Madurai,166.39,Petrapole ICP,1694.61,Tiruchirappalli International Airport (TRZ),96.43,MMLP Coimbatore,289.88,Aluva Terminal,352.47,FCI Depot Tiruchirappalli,97.96
Kothamangalam,THIRUVARUR,619,638342,village,32,4.87,716B,293.38,Mannargudi,21.62,Uttangal Mangalam,110.61,Karaikal Port,47.72,ICD Madurai,179.24,Petrapole ICP,1680.09,Tiruchirappalli International Airport (TRZ),102.13,MMLP Chennai (Mappedu),286.23,Aluva Terminal,363.09,FCI Depot Tiruchirappalli,103.32
VELANGUDI,THIRUVARUR,619,638028,village,32,10.44,716B,251.08,Kollumangudi,8.08,Uttangal Mangalam,70.88,Karaikal Port,13.69,ICD Salem,189.08,Petrapole ICP,1634.46,Tiruchirappalli International Airport (TRZ),114.53,MMLP Chennai (Mappedu),238.85,Aluva Terminal,384.29,FCI Depot Tiruchirappalli,114.52
VIJAYAPURAM,THIRUVARUR,619,638103,village,83,1.07,716B,272.26,THIRUVARUR JN,1.51,Uttangal Mangalam,89.65,Karaikal Port,30.39,ICD Madurai,189.82,Petrapole ICP,1661.28,Tiruchirappalli International Airport (TRZ),100.7,MMLP Chennai (Mappedu),264.46,Aluva Terminal,367.77,FCI Depot Tiruchirappalli,101.31
Thuraikkadu,THIRUVARUR,619,638385,village,32,1.43,716B,310.52,Atirampattinam,12.76,Uttangal Mangalam,128.33,Karaikal Port,71.56,ICD Madurai,159.58,Petrapole ICP,1703.95,Tiruchirappalli International Airport (TRZ),95.87,MMLP Coimbatore,287.72,Aluva Terminal,347.44,FCI Depot Tiruchirappalli,97.63
Katchanam,THIRUVARUR,619,638323,village,32,8.55,716B,286.9,ADIYAKKAMANGALAM,14.46,Uttangal Mangalam,104.33,Karaikal Port,38.28,ICD Madurai,187.34,Petrapole ICP,1670.63,Tiruchirappalli International Airport (TRZ),106.08,MMLP Chennai (Mappedu),278.0,Aluva Terminal,369.59,FCI Depot Tiruchirappalli,107.05
Perungavazhandan-I,THIRUVARUR,619,638312,village,32,8.99,716B,297.44,Mannargudi,19.66,Uttangal Mangalam,115.08,Karaikal Port,60.17,ICD Madurai,165.12,Petrapole ICP,1692.3,Tiruchirappalli International Airport (TRZ),91.61,MMLP Coimbatore,285.56,Aluva Terminal,349.71,FCI Depot Tiruchirappalli,93.05
Manapparavai,THIRUVARUR,619,637961,village,83,7.19,716B,257.68,KORADACHERI,10.35,Uttangal Mangalam,75.36,Karaikal Port,43.03,ICD Salem,168.7,Petrapole ICP,1662.19,Tiruchirappalli International Airport (TRZ),82.77,MMLP Chennai (Mappedu),255.94,Aluva Terminal,352.04,FCI Depot Tiruchirappalli,83.01
KADALANGUDI,THIRUVARUR,619,637929,village,136B,8.88,716B,249.68,TIRUVIDAIMARUTHUR,8.42,Uttangal Mangalam,66.94,Karaikal Port,36.54,ICD Salem,169.23,Petrapole ICP,1651.38,Tiruchirappalli International Airport (TRZ),90.12,MMLP Chennai (Mappedu),245.95,Aluva Terminal,359.94,FCI Depot Tiruchirappalli,90.09
Amaravathi,THIRUVARUR,619,637887,village,83,5.74,716B,258.02,KOYILVENNI,8.36,Uttangal Mangalam,76.53,Karaikal Port,49.87,ICD Salem,163.73,Petrapole ICP,1667.03,Tiruchirappalli International Airport (TRZ),75.95,MMLP Chennai (Mappedu),258.52,Aluva Terminal,345.21,FCI Depot Tiruchirappalli,76.21
Mathur,THIRUVARUR,619,637885,village,83,4.54,716B,259.56,NIDAMANGALAM,7.29,Uttangal Mangalam,77.57,Karaikal Port,46.41,ICD Salem,167.44,Petrapole ICP,1665.79,Tiruchirappalli International Airport (TRZ),79.54,MMLP Chennai (Mappedu),258.79,Aluva Terminal,348.6,FCI Depot Tiruchirappalli,79.85
AMMAIYAPPAN,THIRUVARUR,619,637986,village,83,0.46,716B,266.51,KULIKARAI,3.48,Uttangal Mangalam,83.75,Karaikal Port,32.98,ICD Salem,183.01,Petrapole ICP,1660.71,Tiruchirappalli International Airport (TRZ),94.82,MMLP Chennai (Mappedu),260.57,Aluva Terminal,362.88,FCI Depot Tiruchirappalli,95.3
Peruntharakkudi,THIRUVARUR,619,638007,village,83,2.71,716B,270.74,KULIKARAI,1.52,Uttangal Mangalam,88.01,Karaikal Port,32.8,ICD Salem,187.07,Petrapole ICP,1662.58,Tiruchirappalli International Airport (TRZ),97.14,MMLP Chennai (Mappedu),264.07,Aluva Terminal,364.44,FCI Depot Tiruchirappalli,97.73
Mettupalayamm,THIRUVARUR,619,638343,village,32,6.27,716B,291.68,Mannargudi,20.36,Uttangal Mangalam,108.91,Karaikal Port,46.52,ICD Madurai,179.55,Petrapole ICP,1678.91,Tiruchirappalli International Airport (TRZ),101.4,MMLP Chennai (Mappedu),284.63,Aluva Terminal,362.94,FCI Depot Tiruchirappalli,102.56
Palangalathur,THIRUVARUR,619,638153,village,83,3.82,716B,268.7,KORADACHERI,4.35,Uttangal Mangalam,86.51,Karaikal Port,46.59,ICD Madurai,173.66,Petrapole ICP,1671.6,Tiruchirappalli International Airport (TRZ),81.81,MMLP Chennai (Mappedu),266.98,Aluva Terminal,349.3,FCI Depot Tiruchirappalli,82.43
SERUGUDI,THIRUVARUR,619,638096,village,83,5.11,716B,267.43,Virkudi,3.53,Uttangal Mangalam,85.39,Karaikal Port,21.77,ICD Salem,192.47,Petrapole ICP,1652.67,Tiruchirappalli International Airport (TRZ),106.85,MMLP Chennai (Mappedu),257.55,Aluva Terminal,374.93,FCI Depot Tiruchirappalli,107.29
Tuttukkudi,THIRUVARUR,619,932178,village,83,11.73,716B,258.51,Nannilam,1.43,Uttangal Mangalam,76.24,Karaikal Port,22.86,ICD Salem,184.54,Petrapole ICP,1648.53,Tiruchirappalli International Airport (TRZ),102.95,MMLP Chennai (Mappedu),249.99,Aluva Terminal,372.15,FCI Depot Tiruchirappalli,103.17
VILANGADU,THIRUVARUR,619,638376,village,32,4.47,716B,306.92,Atirampattinam,28.16,Uttangal Mangalam,124.15,Karaikal Port,59.53,ICD Madurai,174.96,Petrapole ICP,1691.19,Tiruchirappalli International Airport (TRZ),106.63,MMLP Chennai (Mappedu),299.76,Aluva Terminal,362.15,FCI Depot Tiruchirappalli,108.13
Palayavalam,THIRUVARUR,619,638095,village,83,3.06,716B,269.61,Kodikkalpalaiym,3.9,Uttangal Mangalam,87.55,Karaikal Port,22.72,ICD Salem,193.92,Petrapole ICP,1654.2,Tiruchirappalli International Airport (TRZ),107.22,MMLP Chennai (Mappedu),259.63,Aluva Terminal,374.95,FCI Depot Tiruchirappalli,107.72
PERUNGUDI,THIRUVARUR,619,638112,village,83,2.6,716B,272.54,THIRUVARUR JN,3.03,Uttangal Mangalam,89.85,Karaikal Port,31.93,ICD Madurai,188.23,Petrapole ICP,1662.6,Tiruchirappalli International Airport (TRZ),99.22,MMLP Chennai (Mappedu),265.22,Aluva Terminal,366.2,FCI Depot Tiruchirappalli,99.85
Keelakoothangudi,THIRUVARUR,619,638114,village,83,2.34,716B,274.17,THIRUVARUR JN,2.94,Uttangal Mangalam,91.56,Karaikal Port,31.05,ICD Madurai,189.54,Petrapole ICP,1662.42,Tiruchirappalli International Airport (TRZ),101.4,MMLP Chennai (Mappedu),266.18,Aluva Terminal,368.08,FCI Depot Tiruchirappalli,102.06
PADAGACHERI,THIRUVARUR,619,637878,village,83,7.12,716B,256.68,KOYILVENNI,9.2,Uttangal Mangalam,75.38,Karaikal Port,50.85,ICD Salem,162.08,Petrapole ICP,1666.72,Tiruchirappalli International Airport (TRZ),74.92,MMLP Chennai (Mappedu),257.6,Aluva Terminal,344.34,FCI Depot Tiruchirappalli,75.13
Kalathur,THIRUVARUR,619,638018,village,83,3.47,716B,269.27,KORADACHERI,1.93,Uttangal Mangalam,86.83,Karaikal Port,43.83,ICD Madurai,176.22,Petrapole ICP,1669.97,Tiruchirappalli International Airport (TRZ),84.89,MMLP Chennai (Mappedu),266.56,Aluva Terminal,352.3,FCI Depot Tiruchirappalli,85.51
Kamukakudi,THIRUVARUR,619,638000,village,83,0.1,716B,265.22,KORADACHERI,3.47,Uttangal Mangalam,82.88,Karaikal Port,43.94,ICD Salem,173.65,Petrapole ICP,1667.76,Tiruchirappalli International Airport (TRZ),83.23,MMLP Chennai (Mappedu),263.08,Aluva Terminal,351.42,FCI Depot Tiruchirappalli,83.72
Sathangudi,THIRUVARUR,619,638330,village,32,3.88,716B,292.37,ADIYAKKAMANGALAM,19.61,Uttangal Mangalam,109.8,Karaikal Port,42.24,ICD Madurai,186.6,Petrapole ICP,1674.23,Tiruchirappalli International Airport (TRZ),108.42,MMLP Chennai (Mappedu),283.11,Aluva Terminal,370.31,FCI Depot Tiruchirappalli,109.52
Meladichamangalam,THIRUVARUR,619,637983,village,83,2.36,716B,263.64,KORADACHERI,4.16,Uttangal Mangalam,81.11,Karaikal Port,41.09,ICD Salem,174.52,Petrapole ICP,1664.83,Tiruchirappalli International Airport (TRZ),85.65,MMLP Chennai (Mappedu),260.75,Aluva Terminal,354.11,FCI Depot Tiruchirappalli,86.08
UBHAYAVEDANTAPURAM,THIRUVARUR,619,638043,village,32,13.01,716B,255.45,Punthottam,5.78,Uttangal Mangalam,74.46,Karaikal Port,14.55,ICD Salem,189.29,Petrapole ICP,1639.9,Tiruchirappalli International Airport (TRZ),111.51,MMLP Chennai (Mappedu),244.13,Aluva Terminal,381.01,FCI Depot Tiruchirappalli,111.62
Sekarai,THIRUVARUR,619,638167,village,83,6.38,716B,272.78,TIRUMANTHIKUNAM,4.63,Uttangal Mangalam,90.13,Karaikal Port,41.72,ICD Madurai,178.15,Petrapole ICP,1670.17,Tiruchirappalli International Airport (TRZ),88.94,MMLP Chennai (Mappedu),268.79,Aluva Terminal,355.62,FCI Depot Tiruchirappalli,89.65
Kallikudi,THIRUVARUR,619,638107,village,83,1.25,716B,271.64,ADIYAKKAMANGALAM,2.3,Uttangal Mangalam,89.6,Karaikal Port,23.43,ICD Salem,195.56,Petrapole ICP,1655.34,Tiruchirappalli International Airport (TRZ),107.97,MMLP Chennai (Mappedu),261.45,Aluva Terminal,375.35,FCI Depot Tiruchirappalli,108.52
VANGANAGAR,THIRUVARUR,619,638354,village,32,3.34,716B,298.04,Mannargudi,23.88,Uttangal Mangalam,115.28,Karaikal Port,52.85,ICD Madurai,175.88,Petrapole ICP,1685.16,Tiruchirappalli International Airport (TRZ),101.88,MMLP Chennai (Mappedu),291.42,Aluva Terminal,360.9,FCI Depot Tiruchirappalli,103.2
ALANGUDI,THIRUVARUR,619,638056,village,83,13.76,716B,256.02,Nannilam,3.26,Uttangal Mangalam,73.75,Karaikal Port,23.33,ICD Salem,182.72,Petrapole ICP,1647.03,Tiruchirappalli International Airport (TRZ),102.48,MMLP Chennai (Mappedu),247.74,Aluva Terminal,371.9,FCI Depot Tiruchirappalli,102.63
Venkathangudi,THIRUVARUR,619,638300,village,32,9.63,716B,293.48,Mannargudi,16.61,Uttangal Mangalam,110.91,Karaikal Port,54.67,ICD Madurai,169.82,Petrapole ICP,1686.8,Tiruchirappalli International Airport (TRZ),93.37,MMLP Coimbatore,287.81,Aluva Terminal,353.45,FCI Depot Tiruchirappalli,94.66
NALLUR,THIRUVARUR,619,638294,village,32,11.4,716B,291.55,Mannargudi,14.81,Uttangal Mangalam,108.98,Karaikal Port,53.38,ICD Madurai,170.35,Petrapole ICP,1685.35,Tiruchirappalli International Airport (TRZ),92.61,MMLP Coimbatore,287.18,Aluva Terminal,353.43,FCI Depot Tiruchirappalli,93.86
AKKARAI KOTTAGAM,THIRUVARUR,619,638295,village,32,10.72,716B,291.64,Mannargudi,15.92,Uttangal Mangalam,108.98,Karaikal Port,51.65,ICD Madurai,172.61,Petrapole ICP,1683.81,Tiruchirappalli International Airport (TRZ),94.82,MMLP Chennai (Mappedu),286.71,Aluva Terminal,355.8,FCI Depot Tiruchirappalli,96.05
Anaikuppam,THIRUVARUR,619,638075,village,83,8.05,716B,260.93,Nannilam,5.1,Uttangal Mangalam,78.4,Karaikal Port,26.17,ICD Salem,183.7,Petrapole ICP,1652.55,Tiruchirappalli International Airport (TRZ),99.98,MMLP Chennai (Mappedu),253.36,Aluva Terminal,368.9,FCI Depot Tiruchirappalli,100.28
Munnaval Kottai,THIRUVARUR,619,638140,village,83,4.38,716B,269.37,KOYILVENNI,4.05,Uttangal Mangalam,88.53,Karaikal Port,56.56,ICD Madurai,164.21,Petrapole ICP,1678.82,Tiruchirappalli International Airport (TRZ),71.85,MMLP Coimbatore,266.38,Aluva Terminal,339.12,FCI Depot Tiruchirappalli,72.56
Annavasal Thenpathi,THIRUVARUR,619,638163,village,83,9.39,716B,274.31,Mannargudi,3.57,Uttangal Mangalam,92.18,Karaikal Port,49.19,ICD Madurai,170.67,Petrapole ICP,1676.34,Tiruchirappalli International Airport (TRZ),82.0,MMLP Chennai (Mappedu),272.58,Aluva Terminal,348.14,FCI Depot Tiruchirappalli,82.81
Perumpugalore,THIRUVARUR,619,638086,village,83,3.28,716B,266.84,Virkudi,2.77,Uttangal Mangalam,84.31,Karaikal Port,27.06,ICD Salem,187.82,Petrapole ICP,1656.49,Tiruchirappalli International Airport (TRZ),101.03,MMLP Chennai (Mappedu),258.87,Aluva Terminal,369.12,FCI Depot Tiruchirappalli,101.49
ADIYAKKAMANGALAM,THIRUVARUR,619,638108,village,83,0.43,716B,272.97,ADIYAKKAMANGALAM,0.39,Uttangal Mangalam,90.78,Karaikal Port,25.32,ICD Salem,195.47,Petrapole ICP,1657.28,Tiruchirappalli International Airport (TRZ),106.91,MMLP Chennai (Mappedu),263.16,Aluva Terminal,374.0,FCI Depot Tiruchirappalli,107.5
KARUPPUR,THIRUVARUR,619,638118,village,83,1.93,716B,274.39,ADIYAKKAMANGALAM,1.12,Uttangal Mangalam,92.16,Karaikal Port,26.54,ICD Madurai,194.75,Petrapole ICP,1658.62,Tiruchirappalli International Airport (TRZ),106.76,MMLP Chennai (Mappedu),264.67,Aluva Terminal,373.55,FCI Depot Tiruchirappalli,107.39
Mahadeva Pattinam,THIRUVARUR,619,638259,village,83,20.15,716B,285.25,Mannargudi,10.38,Uttangal Mangalam,103.88,Karaikal Port,60.62,ICD Madurai,159.74,Petrapole ICP,1689.42,Tiruchirappalli International Airport (TRZ),77.96,MMLP Coimbatore,272.63,Aluva Terminal,340.26,FCI Depot Tiruchirappalli,79.19
Melapalaiyur,THIRUVARUR,619,637963,village,83,6.28,716B,258.55,KORADACHERI,9.57,Uttangal Mangalam,76.25,Karaikal Port,43.33,ICD Salem,169.07,Petrapole ICP,1663.01,Tiruchirappalli International Airport (TRZ),82.53,MMLP Chennai (Mappedu),256.85,Aluva Terminal,351.7,FCI Depot Tiruchirappalli,82.8
Pinnavasal,THIRUVARUR,619,638131,village,83,10.03,716B,281.98,ADIYAKKAMANGALAM,10.65,Uttangal Mangalam,99.35,Karaikal Port,35.81,ICD Madurai,187.2,Petrapole ICP,1668.11,Tiruchirappalli International Airport (TRZ),103.23,MMLP Chennai (Mappedu),273.7,Aluva Terminal,368.04,FCI Depot Tiruchirappalli,104.1
UMAMAHESWARAPURAM,THIRUVARUR,619,638130,village,83,9.72,716B,281.35,THIRUVARUR JN,10.33,Uttangal Mangalam,98.67,Karaikal Port,36.55,ICD Madurai,185.93,Petrapole ICP,1668.71,Tiruchirappalli International Airport (TRZ),101.64,MMLP Chennai (Mappedu),273.56,Aluva Terminal,366.54,FCI Depot Tiruchirappalli,102.5
Talayamangalam,THIRUVARUR,619,638286,village,32,16.97,716B,287.64,Mannargudi,9.83,Uttangal Mangalam,105.37,Karaikal Port,54.66,ICD Madurai,167.02,Petrapole ICP,1685.58,Tiruchirappalli International Airport (TRZ),86.84,MMLP Coimbatore,281.53,Aluva Terminal,348.77,FCI Depot Tiruchirappalli,88.04
SURAIKKAYUR,THIRUVARUR,619,637922,village,136B,12.26,716B,248.42,Kollumangudi,4.91,Uttangal Mangalam,66.14,Karaikal Port,25.8,ICD Salem,177.63,Petrapole ICP,1642.09,Tiruchirappalli International Airport (TRZ),101.87,MMLP Chennai (Mappedu),240.71,Aluva Terminal,371.72,FCI Depot Tiruchirappalli,101.81
Pichankottagam,THIRUVARUR,619,638359,village,32,4.81,716B,303.51,Velankanni,30.75,Uttangal Mangalam,120.81,Karaikal Port,53.39,ICD Madurai,181.34,Petrapole ICP,1684.59,Tiruchirappalli International Airport (TRZ),110.13,MMLP Chennai (Mappedu),294.8,Aluva Terminal,367.77,FCI Depot Tiruchirappalli,111.5
Chithraiyur,THIRUVARUR,619,638194,village,83,8.41,716B,280.22,THIRUVARUR JN,9.02,Uttangal Mangalam,97.57,Karaikal Port,35.15,ICD Madurai,187.08,Petrapole ICP,1667.28,Tiruchirappalli International Airport (TRZ),102.16,MMLP Chennai (Mappedu),272.21,Aluva Terminal,367.39,FCI Depot Tiruchirappalli,102.98
Paravakkottai,THIRUVARUR,619,638265,village,32,19.78,716B,288.61,Mannargudi,11.82,Uttangal Mangalam,106.93,Karaikal Port,60.33,ICD Madurai,160.84,Petrapole ICP,1690.39,Tiruchirappalli International Airport (TRZ),81.44,MMLP Coimbatore,275.94,Aluva Terminal,342.57,FCI Depot Tiruchirappalli,82.74
DEVARKANDANALLUR,THIRUVARUR,619,638008,village,83,2.05,716B,270.57,KULIKARAI,2.27,Uttangal Mangalam,87.86,Karaikal Port,31.91,ICD Salem,187.59,Petrapole ICP,1661.83,Tiruchirappalli International Airport (TRZ),97.97,MMLP Chennai (Mappedu),263.63,Aluva Terminal,365.33,FCI Depot Tiruchirappalli,98.55
Aravoor,THIRUVARUR,619,637916,village,83,0.56,716B,264.94,NIDAMANGALAM,3.6,Uttangal Mangalam,82.85,Karaikal Port,46.53,ICD Salem,171.46,Petrapole ICP,1669.37,Tiruchirappalli International Airport (TRZ),80.52,MMLP Chennai (Mappedu),263.68,Aluva Terminal,348.75,FCI Depot Tiruchirappalli,81.02
Thillaivilagam,THIRUVARUR,619,638388,village,32,3.03,716B,309.39,Atirampattinam,20.27,Uttangal Mangalam,126.78,Karaikal Port,65.96,ICD Madurai,167.15,Petrapole ICP,1698.12,Tiruchirappalli International Airport (TRZ),101.51,MMLP Coimbatore,294.2,Aluva Terminal,354.85,FCI Depot Tiruchirappalli,103.15
Keezhakavathugudi,THIRUVARUR,619,638100,village,83,2.82,716B,268.22,Kodikkalpalaiym,1.52,Uttangal Mangalam,85.74,Karaikal Port,26.66,ICD Salem,189.41,Petrapole ICP,1656.8,Tiruchirappalli International Airport (TRZ),102.15,MMLP Chennai (Mappedu),259.89,Aluva Terminal,370.02,FCI Depot Tiruchirappalli,102.64
DEVADANAM,THIRUVARUR,619,638310,village,32,4.42,716B,300.03,Mannargudi,22.89,Uttangal Mangalam,117.45,Karaikal Port,59.21,ICD Madurai,168.33,Petrapole ICP,1691.59,Tiruchirappalli International Airport (TRZ),96.29,MMLP Coimbatore,290.15,Aluva Terminal,353.72,FCI Depot Tiruchirappalli,97.74
PANAIYUR,THIRUVARUR,619,638339,village,32,11.84,716B,288.42,Mannargudi,14.64,Uttangal Mangalam,105.69,Karaikal Port,47.84,ICD Madurai,175.61,Petrapole ICP,1679.92,Tiruchirappalli International Airport (TRZ),95.69,MMLP Chennai (Mappedu),282.96,Aluva Terminal,357.97,FCI Depot Tiruchirappalli,96.81
Abivirutheeswaram,THIRUVARUR,619,637999,village,83,1.05,716B,264.68,KORADACHERI,3.24,Uttangal Mangalam,82.22,Karaikal Port,42.44,ICD Salem,174.33,Petrapole ICP,1666.39,Tiruchirappalli International Airport (TRZ),84.58,MMLP Chennai (Mappedu),262.11,Aluva Terminal,352.87,FCI Depot Tiruchirappalli,85.05
THITTANIMUTTAM,THIRUVARUR,619,638014,village,83,4.66,716B,270.93,TIRUMANTHIKUNAM,2.75,Uttangal Mangalam,88.26,Karaikal Port,40.42,ICD Madurai,179.44,Petrapole ICP,1668.36,Tiruchirappalli International Airport (TRZ),89.25,MMLP Chennai (Mappedu),266.82,Aluva Terminal,356.36,FCI Depot Tiruchirappalli,89.9
MANNUKKUMUNDAN,THIRUVARUR,619,638311,village,32,6.34,716B,299.47,Mannargudi,21.9,Uttangal Mangalam,117.01,Karaikal Port,60.36,ICD Madurai,166.29,Petrapole ICP,1692.67,Tiruchirappalli International Airport (TRZ),94.07,MMLP Coimbatore,287.88,Aluva Terminal,351.48,FCI Depot Tiruchirappalli,95.53
Thirukkandeeswaram,THIRUVARUR,619,638067,village,83,10.49,716B,259.88,Nannilam,1.92,Uttangal Mangalam,77.59,Karaikal Port,23.07,ICD Salem,185.28,Petrapole ICP,1649.63,Tiruchirappalli International Airport (TRZ),102.88,MMLP Chennai (Mappedu),251.36,Aluva Terminal,371.94,FCI Depot Tiruchirappalli,103.14
KANDAMANGALAM,THIRUVARUR,619,638246,village,83,17.13,716B,283.54,Mannargudi,8.58,Uttangal Mangalam,100.94,Karaikal Port,47.87,ICD Madurai,173.43,Petrapole ICP,1678.89,Tiruchirappalli International Airport (TRZ),90.55,MMLP Chennai (Mappedu),279.42,Aluva Terminal,354.21,FCI Depot Tiruchirappalli,91.58
Vadanattam,THIRUVARUR,619,651337,village,136B,8.81,716B,247.67,NARASINGAMPET,8.7,Uttangal Mangalam,64.93,Karaikal Port,32.96,ICD Salem,171.35,Petrapole ICP,1646.93,Tiruchirappalli International Airport (TRZ),94.48,MMLP Chennai (Mappedu),242.59,Aluva Terminal,364.36,FCI Depot Tiruchirappalli,94.39
KURUNGULAM,THIRUVARUR,619,638039,village,32,14.15,716B,251.39,Peralam Jn,4.38,Uttangal Mangalam,70.38,Karaikal Port,16.67,ICD Salem,186.3,Petrapole ICP,1637.6,Tiruchirappalli International Airport (TRZ),110.69,MMLP Chennai (Mappedu),240.48,Aluva Terminal,380.43,FCI Depot Tiruchirappalli,110.7
Vaduvur Thenpathi -II,THIRUVARUR,619,638223,village,83,12.17,716B,275.9,AMMAPET,11.33,Uttangal Mangalam,95.8,Karaikal Port,63.02,ICD Madurai,157.09,Petrapole ICP,1686.81,Tiruchirappalli International Airport (TRZ),68.48,MMLP Coimbatore,263.34,Aluva Terminal,333.84,FCI Depot Tiruchirappalli,69.47
GOVINDAKUDI,THIRUVARUR,619,637856,village,36,3.54,716B,250.82,SWAMIMALAI,4.29,Uttangal Mangalam,70.39,Karaikal Port,54.94,ICD Salem,155.28,Petrapole ICP,1664.91,Tiruchirappalli International Airport (TRZ),71.35,MMLP Chennai (Mappedu),253.41,Aluva Terminal,341.2,FCI Depot Tiruchirappalli,71.32
Thiruvathiraimangalam,THIRUVARUR,619,638090,village,83,5.04,716B,268.39,KUTHUR,6.06,Uttangal Mangalam,86.66,Karaikal Port,19.76,ICD Salem,195.06,Petrapole ICP,1651.38,Tiruchirappalli International Airport (TRZ),109.62,MMLP Chennai (Mappedu),257.61,Aluva Terminal,377.6,FCI Depot Tiruchirappalli,110.08
JAMBUVANODAI,THIRUVARUR,619,638386,village,32,2.07,716B,310.0,Atirampattinam,15.4,Uttangal Mangalam,127.63,Karaikal Port,69.48,ICD Madurai,162.24,Petrapole ICP,1701.83,Tiruchirappalli International Airport (TRZ),97.75,MMLP Coimbatore,289.93,Aluva Terminal,350.02,FCI Depot Tiruchirappalli,99.46
Thirukkalar,THIRUVARUR,619,638296,village,32,8.56,716B,292.4,Mannargudi,18.04,Uttangal Mangalam,109.66,Karaikal Port,50.13,ICD Madurai,175.11,Petrapole ICP,1682.47,Tiruchirappalli International Airport (TRZ),97.66,MMLP Chennai (Mappedu),286.61,Aluva Terminal,358.59,FCI Depot Tiruchirappalli,98.87
Neelakudi,THIRUVARUR,619,638085,village,83,3.21,716B,266.0,Virkudi,3.72,Uttangal Mangalam,83.41,Karaikal Port,27.91,ICD Salem,186.43,Petrapole ICP,1656.71,Tiruchirappalli International Airport (TRZ),99.79,MMLP Chennai (Mappedu),258.44,Aluva Terminal,367.99,FCI Depot Tiruchirappalli,100.23
Koothanur,THIRUVARUR,619,638022,village,136B,10.76,716B,246.2,Manganallur,4.05,Uttangal Mangalam,65.27,Karaikal Port,19.89,ICD Salem,182.95,Petrapole ICP,1634.27,Tiruchirappalli International Airport (TRZ),110.39,MMLP Chennai (Mappedu),235.66,Aluva Terminal,380.29,FCI Depot Tiruchirappalli,110.26
