village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
Kalavoor (CT),Alappuzha,598,628226,village,KALAVUR HALT,0.94,Balaramapuram,152.35,Cochin Port,44.03,ICD Kochi (Edappally),45.29,Petrapole ICP,1985.63,Cochin International Airport (COK),65.18,MMLP Coimbatore,175.68,Cherthala Terminal,14.72,FCI Depot Kochi,40.16
Mannanchery (CT),Alappuzha,598,628232,village,MARARIKULAM,5.08,Balaramapuram,150.38,Cochin Port,44.37,ICD Kochi (Edappally),44.9,Petrapole ICP,1981.68,Cochin International Airport (COK),63.74,MMLP Coimbatore,172.86,Thanneermukkom Terminal,12.51,FCI Depot Kochi,40.3
Komalapuram (CT),Alappuzha,598,628234,village,KALAVUR HALT,4.81,Balaramapuram,148.04,Cochin Port,47.02,ICD Kochi (Edappally),47.65,Petrapole ICP,1983.9,Cochin International Airport (COK),66.53,MMLP Coimbatore,175.48,Thanneermukkom Terminal,15.06,FCI Depot Kochi,42.98
Pathirappally (CT),Alappuzha,598,628233,village,TUMBOLI,2.18,Balaramapuram,148.74,Cochin Port,48.13,ICD Kochi (Edappally),49.4,Petrapole ICP,1988.59,Cochin International Airport (COK),69.19,MMLP Coimbatore,179.31,Cherthala Terminal,18.73,FCI Depot Kochi,44.27
Thumboli South,Alappuzha,598,000000,village,TUMBOLI,1.19,Balaramapuram,145.7,Cochin Port,51.49,ICD Kochi (Edappally),52.75,Petrapole ICP,1990.86,Cochin International Airport (COK),72.43,MMLP Coimbatore,182.19,Thanneermukkom Terminal,21.88,FCI Depot Kochi,47.63
Aryad South,Alappuzha,598,628227,village,TUMBOLI,2.69,Balaramapuram,145.37,Cochin Port,50.66,ICD Kochi (Edappally),51.58,Petrapole ICP,1988.13,Cochin International Airport (COK),70.79,MMLP Coimbatore,179.93,Thanneermukkom Terminal,19.51,FCI Depot Kochi,46.7
Alappuzha West,Alappuzha,598,913812,village,ALLEPPEY,1.07,Balaramapuram,142.34,Cochin Port,55.09,ICD Kochi (Edappally),56.3,Petrapole ICP,1993.07,Cochin International Airport (COK),75.83,MMLP Coimbatore,185.14,Thanneermukkom Terminal,24.72,FCI Depot Kochi,51.22
Mullakkal (Part),Alappuzha,598,628228,village,TUMBOLI,5.32,Balaramapuram,143.66,Cochin Port,51.64,ICD Kochi (Edappally),52.26,Petrapole ICP,1986.74,Cochin International Airport (COK),70.97,MMLP Coimbatore,179.29,Thanneermukkom Terminal,19.0,FCI Depot Kochi,47.61
Pazhaveedu,Alappuzha,598,913813,village,ALLEPPEY,3.2,Balaramapuram,141.02,Cochin Port,55.53,ICD Kochi (Edappally),56.48,Petrapole ICP,1991.6,Cochin International Airport (COK),75.62,MMLP Coimbatore,184.28,Thanneermukkom Terminal,23.93,FCI Depot Kochi,51.59
Paravoor (CT),Alappuzha,598,913811,village,PUNNAPURA,1.3,Balaramapuram,139.1,Cochin Port,58.09,ICD Kochi (Edappally),59.15,Petrapole ICP,1994.1,Cochin International Airport (COK),78.39,MMLP Coimbatore,187.05,Thanneermukkom Terminal,26.72,FCI Depot Kochi,54.18
Punnapra (CT),Alappuzha,598,628235,village,PUNNAPRA,1.38,Balaramapuram,136.11,Cochin Port,61.16,ICD Kochi (Edappally),62.16,Petrapole ICP,1995.73,Cochin International Airport (COK),81.24,MMLP Coimbatore,189.42,Thanneermukkom Terminal,29.3,FCI Depot Kochi,57.24
Ambalappuzha North,Alappuzha,598,916074,village,AMBALAPUZHA,2.03,Balaramapuram,133.83,Cochin Port,63.89,ICD Kochi (Edappally),64.93,Petrapole ICP,1997.88,Cochin International Airport (COK),84.01,MMLP Coimbatore,192.02,Kayamkulam Terminal,29.88,FCI Depot Kochi,59.98
Karumady (CT),Alappuzha,598,628230,village,AMBALAPUZHA,2.44,Balaramapuram,130.81,Cochin Port,65.87,ICD Kochi (Edappally),66.6,Petrapole ICP,1996.73,Cochin International Airport (COK),85.14,MMLP Coimbatore,192.08,Kayamkulam Terminal,27.04,FCI Depot Kochi,61.88
Purakkad (CT),Alappuzha,598,628231,village,TAKAZHI,4.0,Balaramapuram,126.11,Cochin Port,71.34,ICD Kochi (Edappally),72.14,Petrapole ICP,2000.87,Cochin International Airport (COK),90.68,MMLP Coimbatore,197.24,Kayamkulam Terminal,22.13,FCI Depot Kochi,67.37
Aroor (CT),Alappuzha,598,628215,village,AROOR HALT,1.94,Balaramapuram,180.55,Cochin Port,13.18,ICD Kochi (Edappally),13.12,Petrapole ICP,1961.24,Cochin International Airport (COK),33.88,MMLP Coimbatore,147.07,Maradu (Kochi) Terminal,9.98,FCI Depot Kochi,8.92
Arookutty (CT),Alappuzha,598,628214,village,AROOR HALT,5.61,Balaramapuram,177.51,Cochin Port,16.65,ICD Kochi (Edappally),15.31,Petrapole ICP,1959.84,Cochin International Airport (COK),34.3,MMLP Coimbatore,146.49,Maradu (Kochi) Terminal,11.1,FCI Depot Kochi,12.43
Perumbalam (CT),Alappuzha,598,628206,village,KANJIRAMITTAM,5.83,Balaramapuram,177.16,Cochin Port,17.48,ICD Kochi (Edappally),15.54,Petrapole ICP,1958.46,Cochin International Airport (COK),33.63,MMLP Coimbatore,145.37,Maradu (Kochi) Terminal,11.0,FCI Depot Kochi,13.34
Panavally (CT),Alappuzha,598,628207,village,EZHUPPUNNA,4.34,Balaramapuram,175.17,Cochin Port,18.67,ICD Kochi (Edappally),17.89,Petrapole ICP,1962.18,Cochin International Airport (COK),37.1,MMLP Coimbatore,149.12,Vaikom Terminal,12.43,FCI Depot Kochi,14.4
Ezhupunna (CT),Alappuzha,598,628216,village,EZHUPPUNNA,1.0,Balaramapuram,177.59,Cochin Port,16.17,ICD Kochi (Edappally),16.84,Petrapole ICP,1964.61,Cochin International Airport (COK),37.69,MMLP Coimbatore,150.73,Maradu (Kochi) Terminal,13.8,FCI Depot Kochi,12.02
Kodamthuruth (CT),Alappuzha,598,628217,village,EZHUPPUNNA,2.02,Balaramapuram,174.76,Cochin Port,19.11,ICD Kochi (Edappally),19.83,Petrapole ICP,1966.62,Cochin International Airport (COK),40.43,MMLP Coimbatore,153.15,Cherthala Terminal,11.49,FCI Depot Kochi,14.99
Thykattussery (CT),Alappuzha,598,628218,village,TURAVUR,4.91,Balaramapuram,170.56,Cochin Port,23.17,ICD Kochi (Edappally),22.6,Petrapole ICP,1964.86,Cochin International Airport (COK),41.39,MMLP Coimbatore,152.62,Vaikom Terminal,7.9,FCI Depot Kochi,18.91
Pallippuram (CT),Alappuzha,598,628221,village,VAYALAR,5.65,Balaramapuram,165.75,Cochin Port,27.94,ICD Kochi (Edappally),27.57,Petrapole ICP,1967.93,Cochin International Airport (COK),46.1,MMLP Coimbatore,156.57,Vaikom Terminal,3.85,FCI Depot Kochi,23.71
Thuravoor Thekku (CT),Alappuzha,598,628208,village,TURAVUR,1.89,Balaramapuram,170.24,Cochin Port,23.58,ICD Kochi (Edappally),23.92,Petrapole ICP,1968.22,Cochin International Airport (COK),43.76,MMLP Coimbatore,155.64,Cherthala Terminal,7.12,FCI Depot Kochi,19.42
Kuthiathode (CT),Alappuzha,598,628219,village,TURAVUR,1.38,Balaramapuram,172.91,Cochin Port,21.23,ICD Kochi (Edappally),22.26,Petrapole ICP,1968.89,Cochin International Airport (COK),42.95,MMLP Coimbatore,155.6,Cherthala Terminal,9.44,FCI Depot Kochi,17.2
Pattanakkad (CT),Alappuzha,598,628209,village,VAYALAR,1.42,Balaramapuram,167.99,Cochin Port,26.6,ICD Kochi (Edappally),27.72,Petrapole ICP,1972.88,Cochin International Airport (COK),48.17,MMLP Coimbatore,160.31,Cherthala Terminal,4.83,FCI Depot Kochi,22.63
Kadakkarappally (CT),Alappuzha,598,628210,village,SHERTALAI,2.81,Balaramapuram,165.25,Cochin Port,29.7,ICD Kochi (Edappally),30.92,Petrapole ICP,1975.38,Cochin International Airport (COK),51.3,MMLP Coimbatore,163.2,Cherthala Terminal,3.81,FCI Depot Kochi,25.78
Vayalar East (CT),Alappuzha,598,628220,village,VAYALAR,3.33,Balaramapuram,165.35,Cochin Port,28.66,ICD Kochi (Edappally),29.1,Petrapole ICP,1971.62,Cochin International Airport (COK),48.65,MMLP Coimbatore,159.87,Cherthala Terminal,1.95,FCI Depot Kochi,24.54
Cherthala South (CT),Alappuzha,598,628212,village,TIRUVIZHA,1.72,Balaramapuram,159.67,Cochin Port,35.24,ICD Kochi (Edappally),36.18,Petrapole ICP,1977.95,Cochin International Airport (COK),55.97,MMLP Coimbatore,166.93,Cherthala Terminal,5.56,FCI Depot Kochi,31.26
Cherthala (M),Alappuzha,598,000000,village,SHERTALAI,1.16,Balaramapuram,162.08,Cochin Port,32.17,ICD Kochi (Edappally),32.74,Petrapole ICP,1974.31,Cochin International Airport (COK),52.22,MMLP Coimbatore,163.1,Cherthala Terminal,1.75,FCI Depot Kochi,28.09
Kokkothamangalam (CT),Alappuzha,598,628223,village,SHERTALAI,5.0,Balaramapuram,159.85,Cochin Port,33.93,ICD Kochi (Edappally),33.83,Petrapole ICP,1972.21,Cochin International Airport (COK),52.25,MMLP Coimbatore,161.93,Cherthala Terminal,4.21,FCI Depot Kochi,29.74
Thanneermukkam Vadakku (CT),Alappuzha,598,628222,village,TIRUVIZHA,5.04,Balaramapuram,157.48,Cochin Port,36.45,ICD Kochi (Edappally),36.54,Petrapole ICP,1974.53,Cochin International Airport (COK),55.08,MMLP Coimbatore,164.61,Thanneermukkom Terminal,5.64,FCI Depot Kochi,32.29
Thanneermukkam Thekku (CT),Alappuzha,598,628225,village,TIRUVIZHA,5.89,Balaramapuram,152.98,Cochin Port,41.18,ICD Kochi (Edappally),41.4,Petrapole ICP,1977.93,Cochin International Airport (COK),59.89,MMLP Coimbatore,168.87,Thanneermukkom Terminal,8.58,FCI Depot Kochi,37.05
Kanjikkuzhi (CT),Alappuzha,598,628224,village,TIRUVIZHA,2.62,Balaramapuram,155.47,Cochin Port,39.29,ICD Kochi (Edappally),39.98,Petrapole ICP,1979.39,Cochin International Airport (COK),59.27,MMLP Coimbatore,169.36,Cherthala Terminal,8.96,FCI Depot Kochi,35.25
Mararikkulam North (CT),Alappuzha,598,628213,village,MARARIKULAM,1.65,Balaramapuram,155.91,Cochin Port,39.91,ICD Kochi (Edappally),41.12,Petrapole ICP,1982.45,Cochin International Airport (COK),61.07,MMLP Coimbatore,171.89,Cherthala Terminal,10.64,FCI Depot Kochi,36.02
Kainakary North,Alappuzha,598,628236,village,TUMBOLI,8.1,Balaramapuram,142.72,Cochin Port,51.87,ICD Kochi (Edappally),52.15,Petrapole ICP,1984.52,Cochin International Airport (COK),70.28,MMLP Coimbatore,177.75,Thanneermukkom Terminal,17.88,FCI Depot Kochi,47.77
Kainakary,Alappuzha,598,628237,village,PUNNAPURA,6.11,Balaramapuram,138.35,Cochin Port,57.13,ICD Kochi (Edappally),57.69,Petrapole ICP,1989.78,Cochin International Airport (COK),76.14,MMLP Coimbatore,183.63,Thanneermukkom Terminal,23.82,FCI Depot Kochi,53.09
Kavalam,Alappuzha,598,628240,village,CHINGAVANAM,7.71,Balaramapuram,137.69,Cochin Port,56.07,ICD Kochi (Edappally),55.57,Petrapole ICP,1980.95,Cochin International Airport (COK),72.08,MMLP Coimbatore,176.7,Thanneermukkom Terminal,19.99,FCI Depot Kochi,51.85
Pulincunnu,Alappuzha,598,628238,village,PUNNAPURA,9.83,Balaramapuram,137.51,Cochin Port,57.03,ICD Kochi (Edappally),57.19,Petrapole ICP,1986.62,Cochin International Airport (COK),74.93,MMLP Coimbatore,181.31,Thanneermukkom Terminal,22.39,FCI Depot Kochi,52.91
Kunnumma,Alappuzha,598,628239,village,CHINGAVANAM,11.2,Balaramapuram,135.51,Cochin Port,58.57,ICD Kochi (Edappally),58.41,Petrapole ICP,1984.93,Cochin International Airport (COK),75.49,MMLP Coimbatore,180.69,Thanneermukkom Terminal,23.08,FCI Depot Kochi,54.4
Neelamperoor,Alappuzha,598,628241,village,CHINGAVANAM,6.73,Balaramapuram,133.33,Cochin Port,60.36,ICD Kochi (Edappally),59.6,Petrapole ICP,1980.68,Cochin International Airport (COK),75.36,MMLP Coimbatore,178.24,Thanneermukkom Terminal,23.98,FCI Depot Kochi,56.13
Nedumudy,Alappuzha,598,628245,village,PUNNAPRA,5.23,Balaramapuram,134.18,Cochin Port,61.75,ICD Kochi (Edappally),62.36,Petrapole ICP,1993.08,Cochin International Airport (COK),80.78,MMLP Coimbatore,187.84,Thanneermukkom Terminal,28.38,FCI Depot Kochi,57.73
Champakulam,Alappuzha,598,628244,village,TAKAZHI,5.4,Balaramapuram,130.51,Cochin Port,64.51,ICD Kochi (Edappally),64.75,Petrapole ICP,1991.68,Cochin International Airport (COK),82.44,MMLP Coimbatore,188.01,Kayamkulam Terminal,27.77,FCI Depot Kochi,60.41
Veliyanad,Alappuzha,598,628242,village,CHANGANASERI,7.12,Balaramapuram,129.4,Cochin Port,64.45,ICD Kochi (Edappally),64.02,Petrapole ICP,1985.62,Cochin International Airport (COK),80.35,MMLP Coimbatore,183.64,Thanneermukkom Terminal,28.44,FCI Depot Kochi,60.25
Ramankary,Alappuzha,598,628243,village,TAKAZHI,8.61,Balaramapuram,129.42,Cochin Port,64.78,ICD Kochi (Edappally),64.62,Petrapole ICP,1988.32,Cochin International Airport (COK),81.53,MMLP Coimbatore,185.73,Kayamkulam Terminal,28.02,FCI Depot Kochi,60.61
Muttar,Alappuzha,598,628248,village,CHANGANASERI,8.42,Balaramapuram,125.76,Cochin Port,68.24,ICD Kochi (Edappally),67.9,Petrapole ICP,1988.41,Cochin International Airport (COK),84.32,MMLP Coimbatore,187.3,Kayamkulam Terminal,25.22,FCI Depot Kochi,64.05
Thalavady,Alappuzha,598,628249,village,TIRUVALLA,9.21,Balaramapuram,121.88,Cochin Port,72.18,ICD Kochi (Edappally),71.86,Petrapole ICP,1990.58,Cochin International Airport (COK),88.2,MMLP Coimbatore,190.59,Kayamkulam Terminal,21.44,FCI Depot Kochi,67.99
Edathua,Alappuzha,598,628247,village,TAKAZHI,5.79,Balaramapuram,125.14,Cochin Port,69.53,ICD Kochi (Edappally),69.56,Petrapole ICP,1992.6,Cochin International Airport (COK),86.7,MMLP Coimbatore,190.82,Kayamkulam Terminal,22.94,FCI Depot Kochi,65.4
Thakazhy,Alappuzha,598,628246,village,TAKAZHI,1.42,Balaramapuram,126.62,Cochin Port,69.18,ICD Kochi (Edappally),69.6,Petrapole ICP,1996.1,Cochin International Airport (COK),87.52,MMLP Coimbatore,193.08,Kayamkulam Terminal,23.2,FCI Depot Kochi,65.12
Karuvatta,Alappuzha,598,628250,village,KARUVATTA HALT,1.55,Balaramapuram,122.35,Cochin Port,74.31,ICD Kochi (Edappally),74.87,Petrapole ICP,2000.56,Cochin International Airport (COK),92.94,MMLP Coimbatore,198.37,Kayamkulam Terminal,18.47,FCI Depot Kochi,70.29
Thrikkunnapuzha (CT),Alappuzha,598,628254,village,KARUVATTA HALT,5.15,Balaramapuram,119.22,Cochin Port,78.67,ICD Kochi (Edappally),79.41,Petrapole ICP,2005.08,Cochin International Airport (COK),97.72,MMLP Coimbatore,203.31,Kayamkulam Terminal,15.31,FCI Depot Kochi,74.69
Kumarapuram (CT),Alappuzha,598,628257,village,KARUVATTA HALT,2.96,Balaramapuram,119.34,Cochin Port,77.62,ICD Kochi (Edappally),78.19,Petrapole ICP,2002.7,Cochin International Airport (COK),96.2,MMLP Coimbatore,201.28,Kayamkulam Terminal,15.36,FCI Depot Kochi,73.6
Cheruthana,Alappuzha,598,628251,village,KARUVATTA HALT,1.64,Balaramapuram,121.12,Cochin Port,74.64,ICD Kochi (Edappally),74.95,Petrapole ICP,1998.4,Cochin International Airport (COK),92.56,MMLP Coimbatore,197.07,Kayamkulam Terminal,17.67,FCI Depot Kochi,70.56
Veeyapuram,Alappuzha,598,628252,village,HARIPPAD,4.55,Balaramapuram,118.64,Cochin Port,76.37,ICD Kochi (Edappally),76.44,Petrapole ICP,1996.84,Cochin International Airport (COK),93.5,MMLP Coimbatore,196.81,Kayamkulam Terminal,16.06,FCI Depot Kochi,72.25
Pallippad (CT),Alappuzha,598,628253,village,HARIPPAD,1.88,Balaramapuram,114.69,Cochin Port,80.68,ICD Kochi (Edappally),80.8,Petrapole ICP,1999.92,Cochin International Airport (COK),97.89,MMLP Coimbatore,200.87,Kayamkulam Terminal,11.67,FCI Depot Kochi,76.57
Haripad,Alappuzha,598,628256,village,HARIPPAD,1.79,Balaramapuram,117.49,Cochin Port,78.3,ICD Kochi (Edappally),78.57,Petrapole ICP,2000.1,Cochin International Airport (COK),96.0,MMLP Coimbatore,199.88,Kayamkulam Terminal,13.99,FCI Depot Kochi,74.21
Karthikappally (CT),Alappuzha,598,628258,village,HARIPPAD,3.33,Balaramapuram,116.08,Cochin Port,80.89,ICD Kochi (Edappally),81.4,Petrapole ICP,2004.17,Cochin International Airport (COK),99.25,MMLP Coimbatore,203.76,Kayamkulam Terminal,12.09,FCI Depot Kochi,76.85
Arattupuzha (CT),Alappuzha,598,628255,village,CHEPPAD HALT,5.99,Balaramapuram,108.81,Cochin Port,89.27,ICD Kochi (Edappally),89.85,Petrapole ICP,2010.18,Trivandrum International Airport (TRV),95.44,MMLP Coimbatore,211.6,Kayamkulam Terminal,6.3,FCI Depot Kochi,85.26
Chingoli (CT),Alappuzha,598,628259,village,CHEPPAD HALT,3.31,Balaramapuram,113.72,Cochin Port,82.86,ICD Kochi (Edappally),83.25,Petrapole ICP,2004.17,Trivandrum International Airport (TRV),100.75,MMLP Coimbatore,204.69,Kayamkulam Terminal,9.76,FCI Depot Kochi,78.8
Cheppad (CT),Alappuzha,598,628260,village,CHEPPAD HALT,1.58,Balaramapuram,111.16,Cochin Port,84.56,ICD Kochi (Edappally),84.72,Petrapole ICP,2002.62,Trivandrum International Airport (TRV),98.39,MMLP Coimbatore,204.49,Kayamkulam Terminal,7.75,FCI Depot Kochi,80.45
Pathiyoor (CT),Alappuzha,598,628261,village,KAYANKULAM JN,3.05,Balaramapuram,106.67,Cochin Port,89.21,ICD Thiruvananthapuram,89.14,Petrapole ICP,2005.07,Trivandrum International Airport (TRV),93.81,MMLP Coimbatore,208.34,Kayamkulam Terminal,3.17,FCI Depot Kochi,85.1
Muthukulam (CT),Alappuzha,598,628263,village,CHEPPAD HALT,2.61,Balaramapuram,110.51,Cochin Port,86.49,ICD Kochi (Edappally),86.91,Petrapole ICP,2006.71,Trivandrum International Airport (TRV),97.39,MMLP Coimbatore,208.06,Kayamkulam Terminal,6.59,FCI Depot Kochi,82.44
Kandalloor (CT),Alappuzha,598,628264,village,KAYANKULAM JN,5.16,Balaramapuram,106.12,Cochin Port,91.34,ICD Thiruvananthapuram,88.53,Petrapole ICP,2009.82,Trivandrum International Airport (TRV),92.84,MMLP Coimbatore,212.39,Kayamkulam Terminal,3.69,FCI Depot Kochi,87.3
Keerikkad (CT),Alappuzha,598,628262,village,CHEPPAD HALT,3.97,Balaramapuram,107.13,Cochin Port,89.47,ICD Thiruvananthapuram,89.57,Petrapole ICP,2007.07,Trivandrum International Airport (TRV),94.08,MMLP Coimbatore,209.74,Kayamkulam Terminal,3.18,FCI Depot Kochi,85.39
Kayamkulam,Alappuzha,598,913815,village,KAYANKULAM JN,0.32,Balaramapuram,103.35,Cochin Port,92.39,ICD Thiruvananthapuram,85.82,Petrapole ICP,2006.03,Trivandrum International Airport (TRV),90.51,MMLP Coimbatore,210.53,Kayamkulam Terminal,1.77,FCI Depot Kochi,88.27
Krishnapuram (CT),Alappuzha,598,628266,village,KAYANKULAM JN,2.83,Balaramapuram,100.8,Cochin Port,94.91,ICD Thiruvananthapuram,83.26,Petrapole ICP,2007.01,Trivandrum International Airport (TRV),87.94,MMLP Coimbatore,212.42,Kayamkulam Terminal,3.47,FCI Depot Kochi,90.79
Puthuppally (CT),Alappuzha,598,628265,village,OCHIRA,4.1,Balaramapuram,101.95,Cochin Port,95.07,ICD Thiruvananthapuram,84.36,Petrapole ICP,2010.43,Trivandrum International Airport (TRV),88.72,MMLP Coimbatore,214.64,Kayamkulam Terminal,3.27,FCI Depot Kochi,90.99
Thiruvanvandoor(CT),Alappuzha,598,628269,village,CHENGANNUR,3.87,Balaramapuram,115.0,Cochin Port,78.7,ICD Kochi (Edappally),77.76,Petrapole ICP,1987.06,Cochin International Airport (COK),92.53,MMLP Coimbatore,191.12,Kayamkulam Terminal,20.82,FCI Depot Kochi,74.45
Mannar (CT),Alappuzha,598,628276,village,CHERIYANAD,5.95,Balaramapuram,113.29,Cochin Port,80.69,ICD Kochi (Edappally),80.23,Petrapole ICP,1993.52,Cochin International Airport (COK),96.08,MMLP Coimbatore,196.57,Kayamkulam Terminal,14.84,FCI Depot Kochi,76.49
Pandanad (CT),Alappuzha,598,628268,village,CHENGANNUR,3.64,Balaramapuram,113.85,Cochin Port,79.84,ICD Kochi (Edappally),79.01,Petrapole ICP,1988.84,Cochin International Airport (COK),94.02,MMLP Coimbatore,192.92,Kayamkulam Terminal,18.98,FCI Depot Kochi,75.6
Chengannur,Alappuzha,598,628270,village,CHENGANNUR,1.36,Balaramapuram,110.81,Cochin Port,83.01,ICD Kochi (Edappally),81.89,Petrapole ICP,1986.59,Cochin International Airport (COK),96.07,MMLP Coimbatore,192.87,Kayamkulam Terminal,20.86,FCI Depot Kochi,78.76
Mulakkuzha (Part),Alappuzha,598,628271,village,CHENGANNUR,6.11,Balaramapuram,105.9,Cochin Port,88.04,ICD Kochi (Edappally),86.82,Petrapole ICP,1987.4,Trivandrum International Airport (TRV),95.05,MMLP Coimbatore,195.95,Kayamkulam Terminal,20.85,FCI Depot Kochi,83.78
Ennakkad(CT),Alappuzha,598,628267,village,CHERIYANAD,3.54,Balaramapuram,111.28,Cochin Port,82.56,ICD Kochi (Edappally),81.98,Petrapole ICP,1992.97,Cochin International Airport (COK),97.5,MMLP Coimbatore,197.09,Kayamkulam Terminal,14.73,FCI Depot Kochi,78.35
Puliyoor (CT),Alappuzha,598,628273,village,CHERIYANAD,2.66,Balaramapuram,110.59,Cochin Port,83.16,ICD Kochi (Edappally),82.48,Petrapole ICP,1992.08,Cochin International Airport (COK),97.75,MMLP Coimbatore,196.77,Kayamkulam Terminal,15.45,FCI Depot Kochi,78.94
Ala,Alappuzha,598,628272,village,CHERIYANAD,3.42,Balaramapuram,107.65,Cochin Port,86.05,ICD Kochi (Edappally),85.11,Petrapole ICP,1990.17,Trivandrum International Airport (TRV),96.35,MMLP Coimbatore,196.88,Kayamkulam Terminal,17.44,FCI Depot Kochi,81.81
Venmony,Alappuzha,598,628275,village,CHERIYANAD,4.35,Balaramapuram,104.23,Cochin Port,89.46,ICD Thiruvananthapuram,87.13,Petrapole ICP,1992.57,Trivandrum International Airport (TRV),92.83,MMLP Coimbatore,200.23,Kayamkulam Terminal,15.73,FCI Depot Kochi,85.23
Cheriyanad(CT),Alappuzha,598,628274,village,CHERIYANAD,0.55,Balaramapuram,107.55,Cochin Port,86.18,ICD Kochi (Edappally),85.46,Petrapole ICP,1992.95,Trivandrum International Airport (TRV),95.94,MMLP Coimbatore,198.85,Kayamkulam Terminal,14.55,FCI Depot Kochi,81.95
Kurattissery (CT),Alappuzha,598,628277,village,HARIPPAD,6.97,Balaramapuram,116.16,Cochin Port,78.11,ICD Kochi (Edappally),77.85,Petrapole ICP,1994.35,Cochin International Airport (COK),94.19,MMLP Coimbatore,195.92,Kayamkulam Terminal,15.63,FCI Depot Kochi,73.94
Thriperumthura(CT),Alappuzha,598,628278,village,HARIPPAD,5.88,Balaramapuram,113.13,Cochin Port,81.37,ICD Kochi (Edappally),81.18,Petrapole ICP,1996.9,Cochin International Airport (COK),97.61,MMLP Coimbatore,199.19,Kayamkulam Terminal,12.25,FCI Depot Kochi,77.21
Chennithala (CT),Alappuzha,598,628288,village,MAVELIKARA,4.43,Balaramapuram,110.96,Cochin Port,83.19,ICD Kochi (Edappally),82.82,Petrapole ICP,1995.76,Cochin International Airport (COK),98.81,MMLP Coimbatore,199.29,Kayamkulam Terminal,12.19,FCI Depot Kochi,79.0
Kannamangalam (CT),Alappuzha,598,628287,village,MAVELIKARA,3.44,Balaramapuram,108.94,Cochin Port,86.03,ICD Kochi (Edappally),85.96,Petrapole ICP,2000.8,Trivandrum International Airport (TRV),96.42,MMLP Coimbatore,204.02,Kayamkulam Terminal,7.35,FCI Depot Kochi,81.89
Mavelikkara,Alappuzha,598,913814,village,MAVELIKARA,0.92,Balaramapuram,107.8,Cochin Port,86.62,ICD Kochi (Edappally),86.35,Petrapole ICP,1998.73,Trivandrum International Airport (TRV),95.54,MMLP Coimbatore,202.94,Kayamkulam Terminal,8.8,FCI Depot Kochi,82.45
Thazhakara (CT),Alappuzha,598,628289,village,MAVELIKARA,2.39,Balaramapuram,107.05,Cochin Port,86.98,ICD Kochi (Edappally),86.52,Petrapole ICP,1996.55,Trivandrum International Airport (TRV),95.06,MMLP Coimbatore,201.67,Kayamkulam Terminal,10.89,FCI Depot Kochi,82.78
Vettiyar(CT),Alappuzha,598,628279,village,CHERIYANAD,4.17,Balaramapuram,104.0,Cochin Port,89.84,ICD Thiruvananthapuram,86.75,Petrapole ICP,1995.97,Trivandrum International Airport (TRV),92.21,MMLP Coimbatore,202.71,Kayamkulam Terminal,12.12,FCI Depot Kochi,85.62
Nooranad,Alappuzha,598,628283,village,CHERIYANAD,8.77,Balaramapuram,99.22,Cochin Port,94.49,ICD Thiruvananthapuram,82.07,Petrapole ICP,1995.68,Trivandrum International Airport (TRV),87.73,MMLP Coimbatore,204.88,Kayamkulam Terminal,14.96,FCI Depot Kochi,90.26
Palamel,Alappuzha,598,628284,village,CHERIYANAD,13.75,Balaramapuram,94.4,Vizhinjam International Seaport,97.05,ICD Thiruvananthapuram,77.32,Petrapole ICP,1996.44,Trivandrum International Airport (TRV),83.1,MMLP Coimbatore,207.9,Kayamkulam Terminal,17.97,FCI Depot Kochi,95.06
Thamarakkulam,Alappuzha,598,628285,village,OCHIRA,10.12,Balaramapuram,94.63,Vizhinjam International Seaport,96.7,ICD Thiruvananthapuram,77.3,Petrapole ICP,2001.83,Trivandrum International Airport (TRV),82.62,MMLP Coimbatore,211.45,Kayamkulam Terminal,12.97,FCI Depot Kochi,95.21
Chunakkara,Alappuzha,598,628282,village,MAVELIKARA,7.2,Balaramapuram,99.89,Cochin Port,94.17,ICD Thiruvananthapuram,82.56,Petrapole ICP,1999.74,Trivandrum International Airport (TRV),87.87,MMLP Coimbatore,207.39,Kayamkulam Terminal,10.31,FCI Depot Kochi,89.97
Thekkekara (CT),Alappuzha,598,628280,village,MAVELIKARA,2.94,Balaramapuram,103.97,Cochin Port,90.38,ICD Thiruvananthapuram,86.58,Petrapole ICP,1999.92,Trivandrum International Airport (TRV),91.74,MMLP Coimbatore,205.59,Kayamkulam Terminal,7.9,FCI Depot Kochi,86.2
Peringala (CT),Alappuzha,598,628281,village,KAYANKULAM JN,2.66,Balaramapuram,104.93,Cochin Port,90.29,ICD Thiruvananthapuram,87.44,Petrapole ICP,2003.51,Trivandrum International Airport (TRV),92.29,MMLP Coimbatore,207.87,Kayamkulam Terminal,3.94,FCI Depot Kochi,86.15
Bharanikkavu (CT),Alappuzha,598,628290,village,KAYANKULAM JN,3.52,Balaramapuram,101.01,Cochin Port,94.08,ICD Thiruvananthapuram,83.52,Petrapole ICP,2004.63,Trivandrum International Airport (TRV),88.39,MMLP Coimbatore,210.49,Kayamkulam Terminal,4.85,FCI Depot Kochi,89.93
