village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
Kayyar,Kasaragod,588,"627076
",village,UPPALA,6.72,New Makardhokda,32.04,New Mangalore Port,32.04,ICD Mangalore (Panambur),30.73,Rupaidiha ICP,1828.14,Mangaluru International Airport (IXE),33.57,MMLP Bengaluru (Muddalinganahalli),267.54,Kottapuram Terminal,305.37,FCI Depot Kozhikode,179.49
Kudalamerkala,Kasaragod,588,"627077
",village,KUMBLA,9.42,New Makardhokda,34.77,New Mangalore Port,34.77,ICD Mangalore (Panambur),33.37,Rupaidiha ICP,1828.25,Mangaluru International Airport (IXE),35.76,MMLP Bengaluru (Muddalinganahalli),264.52,Kottapuram Terminal,302.75,FCI Depot Kozhikode,176.74
Angadimogaru,Kasaragod,588,627082,village,KUMBLA,9.06,New Makardhokda,37.5,New Mangalore Port,37.5,ICD Mangalore (Panambur),36.09,Rupaidiha ICP,1829.88,Mangaluru International Airport (IXE),38.4,MMLP Bengaluru (Muddalinganahalli),263.46,Kottapuram Terminal,300.05,FCI Depot Kozhikode,174.03
Badoor,Kasaragod,588,"627081
",village,KUMBLA,12.14,New Makardhokda,37.09,New Mangalore Port,37.09,ICD Mangalore (Panambur),35.58,Rupaidiha ICP,1827.18,Mangaluru International Airport (IXE),37.4,MMLP Bengaluru (Muddalinganahalli),260.76,Kottapuram Terminal,300.89,FCI Depot Kozhikode,174.72
Aruvikkara (CT),Thiruvananthapuram,601,628499,village,TRIVANDRUM CENTRAL,11.93,Balaramapuram,16.9,Vizhinjam International Seaport,22.76,ICD Thiruvananthapuram,7.33,Petrapole ICP,2027.13,Trivandrum International Airport (TRV),14.54,MMLP Coimbatore,272.92,Kollam Terminal,56.89,FCI Depot Kochi,172.94
Karakulam (CT),Thiruvananthapuram,601,628504,village,TRIVANDRUM CENTRAL,9.48,Balaramapuram,17.31,Vizhinjam International Seaport,21.62,ICD Thiruvananthapuram,3.73,Petrapole ICP,2029.98,Trivandrum International Airport (TRV),11.54,MMLP Coimbatore,273.83,Kollam Terminal,54.83,FCI Depot Kochi,172.14
Vattappara (CT),Thiruvananthapuram,601,628503,village,KAZHAKUTTAM,10.18,Balaramapuram,20.17,Vizhinjam International Seaport,23.8,ICD Thiruvananthapuram,3.96,Petrapole ICP,2029.69,Trivandrum International Airport (TRV),12.26,MMLP Coimbatore,271.81,Kollam Terminal,51.8,FCI Depot Kochi,169.32
Nedumangad,Thiruvananthapuram,601,913452,village,KAZHAKUTTAM,13.47,Balaramapuram,21.13,Vizhinjam International Seaport,25.96,ICD Thiruvananthapuram,7.15,Petrapole ICP,2026.26,Trivandrum International Airport (TRV),15.46,MMLP Coimbatore,269.48,Kollam Terminal,52.28,FCI Depot Kochi,168.45
Karippur (Part),Thiruvananthapuram,601,645802,village,TRIVANDRUM CENTRAL,16.28,Balaramapuram,21.24,Vizhinjam International Seaport,27.43,ICD Thiruvananthapuram,10.53,Petrapole ICP,2022.98,Trivandrum International Airport (TRV),18.54,MMLP Coimbatore,268.32,Kollam Terminal,54.68,FCI Depot Kochi,169.23
Vembayam (CT),Thiruvananthapuram,601,628498,village,KANIYAPURAM,9.04,Balaramapuram,24.83,Vizhinjam International Seaport,27.81,ICD Thiruvananthapuram,7.67,Petrapole ICP,2028.72,Trivandrum International Airport (TRV),15.02,MMLP Coimbatore,268.31,Kollam Terminal,47.1,FCI Depot Kochi,164.76
Theakada,Thiruvananthapuram,601,628491,village,KANIYAPURAM,13.49,Balaramapuram,25.87,Vizhinjam International Seaport,30.27,ICD Thiruvananthapuram,10.47,Petrapole ICP,2024.2,Trivandrum International Airport (TRV),18.61,MMLP Coimbatore,265.27,Kollam Terminal,47.95,FCI Depot Kochi,163.68
Anad (CT),Thiruvananthapuram,601,628492,village,KAZHAKUTTAM,16.98,Balaramapuram,24.02,Vizhinjam International Seaport,29.68,ICD Thiruvananthapuram,11.33,Petrapole ICP,2022.12,Trivandrum International Airport (TRV),19.64,MMLP Coimbatore,265.84,Kollam Terminal,51.74,FCI Depot Kochi,166.18
Panavoor,Thiruvananthapuram,601,628487,village,KANIYAPURAM,18.48,Balaramapuram,28.97,Vizhinjam International Seaport,34.48,ICD Thiruvananthapuram,15.39,Petrapole ICP,2018.81,Trivandrum International Airport (TRV),23.68,MMLP Coimbatore,260.98,Kollam Terminal,48.32,FCI Depot Kochi,161.46
Pullampara,Thiruvananthapuram,601,628488,village,KANIYAPURAM,16.9,Balaramapuram,32.19,Vizhinjam International Seaport,36.79,ICD Thiruvananthapuram,16.87,Petrapole ICP,2019.43,Trivandrum International Airport (TRV),24.8,MMLP Coimbatore,258.79,Kollam Terminal,43.77,FCI Depot Kochi,157.61
Kallara,Thiruvananthapuram,601,628481,village,MURUKKAMPUZHA,20.49,Balaramapuram,35.3,Vizhinjam International Seaport,40.42,ICD Thiruvananthapuram,20.7,Petrapole ICP,2015.51,Trivandrum International Airport (TRV),28.75,MMLP Coimbatore,255.05,Kollam Terminal,43.44,FCI Depot Kochi,155.11
Edamon,Kollam,600,628391,village,Punalur,8.99,Balaramapuram,70.18,Vizhinjam International Seaport,76.17,ICD Thiruvananthapuram,56.57,Petrapole ICP,1985.26,Trivandrum International Airport (TRV),64.51,MMLP Coimbatore,219.3,Kollam Terminal,45.68,FCI Depot Kochi,126.99
Valacode,Kollam,600,628390,village,Punalur,3.6,Balaramapuram,66.8,Vizhinjam International Seaport,72.21,ICD Thiruvananthapuram,52.32,Petrapole ICP,1991.43,Trivandrum International Airport (TRV),60.02,MMLP Coimbatore,223.34,Kollam Terminal,39.66,FCI Depot Kochi,127.24
Punalur,Kollam,600,913826,village,Punalur,1.99,Balaramapuram,66.31,Vizhinjam International Seaport,71.31,ICD Thiruvananthapuram,51.26,Petrapole ICP,1994.41,Trivandrum International Airport (TRV),58.76,MMLP Coimbatore,224.56,Kollam Terminal,36.08,FCI Depot Kochi,126.24
Karavaloor (Part),Kollam,600,628397,village,Punalur,4.12,Balaramapuram,64.59,Vizhinjam International Seaport,69.42,ICD Thiruvananthapuram,49.33,Petrapole ICP,1996.67,Trivandrum International Airport (TRV),56.74,MMLP Coimbatore,226.61,Kollam Terminal,34.41,FCI Depot Kochi,127.32
Arackal,Kollam,600,628398,village,Auvaneeswaram,9.22,Balaramapuram,62.53,Vizhinjam International Seaport,66.62,ICD Thiruvananthapuram,46.46,Petrapole ICP,2002.51,Trivandrum International Airport (TRV),53.45,MMLP Coimbatore,230.42,Kollam Terminal,28.72,FCI Depot Kochi,127.77
Edamulackal,Kollam,600,628399,village,Punalur,14.04,Balaramapuram,57.5,Vizhinjam International Seaport,61.42,ICD Thiruvananthapuram,41.27,Petrapole ICP,2006.54,Trivandrum International Airport (TRV),48.2,MMLP Coimbatore,235.66,Kollam Terminal,28.21,FCI Depot Kochi,132.44
Anchal,Kollam,600,628400,village,Punalur,9.47,Balaramapuram,59.25,Vizhinjam International Seaport,63.98,ICD Thiruvananthapuram,43.88,Petrapole ICP,2000.81,Trivandrum International Airport (TRV),51.3,MMLP Coimbatore,232.04,Kollam Terminal,33.5,FCI Depot Kochi,132.06
Ayiranalloor,Kollam,600,628396,village,Punalur,8.95,Balaramapuram,61.28,Vizhinjam International Seaport,67.02,ICD Thiruvananthapuram,47.33,Petrapole ICP,1993.56,Trivandrum International Airport (TRV),55.23,MMLP Coimbatore,228.43,Kollam Terminal,41.36,FCI Depot Kochi,133.25
Eroor,Kollam,600,628401,village,Punalur,11.45,Balaramapuram,57.07,Vizhinjam International Seaport,62.48,ICD Thiruvananthapuram,42.63,Petrapole ICP,1998.56,Trivandrum International Airport (TRV),50.42,MMLP Coimbatore,233.03,Kollam Terminal,38.48,FCI Depot Kochi,135.77
Alayamon,Kollam,600,628402,village,Punalur,14.81,Balaramapuram,53.79,Vizhinjam International Seaport,59.34,ICD Thiruvananthapuram,39.59,Petrapole ICP,2000.25,Trivandrum International Airport (TRV),47.48,MMLP Coimbatore,236.12,Kollam Terminal,39.61,FCI Depot Kochi,139.07
Thinkalkarikkom,Kollam,600,628395,village,Punalur,16.81,Balaramapuram,54.33,Vizhinjam International Seaport,60.62,ICD Thiruvananthapuram,41.43,Petrapole ICP,1996.04,Trivandrum International Airport (TRV),49.58,MMLP Coimbatore,235.02,Kollam Terminal,45.1,FCI Depot Kochi,141.22
Channappetta,Kollam,600,628403,village,Punalur,18.31,Balaramapuram,50.34,Vizhinjam International Seaport,56.02,ICD Thiruvananthapuram,36.39,Petrapole ICP,2002.18,Trivandrum International Airport (TRV),44.37,MMLP Coimbatore,239.43,Kollam Terminal,40.86,FCI Depot Kochi,142.48
Mancodu,Kollam,600,628428,village,MURUKKAMPUZHA,26.06,Balaramapuram,41.32,Vizhinjam International Seaport,46.86,ICD Thiruvananthapuram,27.3,Petrapole ICP,2009.5,Trivandrum International Airport (TRV),35.36,MMLP Coimbatore,248.58,Kollam Terminal,42.44,FCI Depot Kochi,150.22
Kummil,Kollam,600,628427,village,AKATHUMURI,21.78,Balaramapuram,42.35,Vizhinjam International Seaport,46.9,ICD Thiruvananthapuram,26.82,Petrapole ICP,2012.93,Trivandrum International Airport (TRV),34.41,MMLP Coimbatore,248.91,Kollam Terminal,37.44,FCI Depot Kochi,147.78
Chithara,Kollam,600,628429,village,Punalur,23.26,Balaramapuram,45.33,Vizhinjam International Seaport,51.1,ICD Thiruvananthapuram,31.63,Petrapole ICP,2005.52,Trivandrum International Airport (TRV),39.71,MMLP Coimbatore,244.36,Kollam Terminal,42.45,FCI Depot Kochi,147.15
West Kallada (CT),Kollam,600,628381,village,MUNROTURUTTU,3.05,Balaramapuram,81.41,Vizhinjam International Seaport,82.78,ICD Thiruvananthapuram,63.87,Petrapole ICP,2012.94,Trivandrum International Airport (TRV),68.63,MMLP Coimbatore,226.04,Kollam Terminal,14.13,FCI Depot Kochi,109.56
Sasthamcotta (CT),Kollam,600,628378,village,SASTHANKOTTA,3.91,Balaramapuram,84.11,Vizhinjam International Seaport,85.73,ICD Thiruvananthapuram,66.63,Petrapole ICP,2009.87,Trivandrum International Airport (TRV),71.6,MMLP Coimbatore,222.45,Kollam Terminal,17.72,FCI Depot Kochi,106.39
Mynagappally (CT),Kollam,600,628380,village,SASTHANKOTTA,1.82,Balaramapuram,86.13,Vizhinjam International Seaport,87.23,ICD Thiruvananthapuram,68.55,Petrapole ICP,2013.59,Trivandrum International Airport (TRV),73.07,MMLP Coimbatore,224.24,Kollam Terminal,16.96,FCI Depot Kochi,105.59
Sooranad South,Kollam,600,628379,village,SASTHANKOTTA,4.83,Balaramapuram,87.61,Vizhinjam International Seaport,89.17,ICD Thiruvananthapuram,70.12,Petrapole ICP,2009.16,Trivandrum International Airport (TRV),75.03,MMLP Coimbatore,220.2,Kayamkulam Terminal,16.67,FCI Depot Kochi,103.05
Sooranad North,Kollam,600,628375,village,SASTHANKOTTA,9.69,Balaramapuram,90.3,Vizhinjam International Seaport,92.28,ICD Thiruvananthapuram,72.93,Petrapole ICP,2004.39,Trivandrum International Airport (TRV),78.19,MMLP Coimbatore,215.43,Kayamkulam Terminal,15.67,FCI Depot Kochi,99.65
Poruvazhy,Kollam,600,628376,village,SASTHANKOTTA,9.27,Balaramapuram,86.19,Vizhinjam International Seaport,88.36,ICD Thiruvananthapuram,68.88,Petrapole ICP,2004.33,Trivandrum International Airport (TRV),74.31,MMLP Coimbatore,217.49,Kayamkulam Terminal,20.04,FCI Depot Kochi,103.53
Kunnathur,Kollam,600,628377,village,SASTHANKOTTA,9.58,Balaramapuram,82.23,Vizhinjam International Seaport,84.48,ICD Thiruvananthapuram,64.95,Petrapole ICP,2005.38,Trivandrum International Airport (TRV),70.45,MMLP Coimbatore,220.29,Kollam Terminal,20.32,FCI Depot Kochi,107.42
Thekkumbhagom (CT),Kollam,600,628362,village,MUNROTURUTTU,6.29,Balaramapuram,80.94,Vizhinjam International Seaport,81.22,ICD Thiruvananthapuram,63.35,Petrapole ICP,2021.89,Trivandrum International Airport (TRV),67.11,MMLP Coimbatore,233.21,Kollam Terminal,9.69,FCI Depot Kochi,113.12
Chavara (CT),Kollam,600,628372,village,MUNROTURUTTU,7.56,Balaramapuram,83.92,Vizhinjam International Seaport,84.16,ICD Thiruvananthapuram,66.33,Petrapole ICP,2021.58,Trivandrum International Airport (TRV),70.06,MMLP Coimbatore,231.59,Kollam Terminal,12.64,FCI Depot Kochi,110.53
Thevalakkara (CT),Kollam,600,628361,village,SASTHANKOTTA,4.13,Balaramapuram,83.65,Vizhinjam International Seaport,84.37,ICD Thiruvananthapuram,66.05,Petrapole ICP,2017.64,Trivandrum International Airport (TRV),70.22,MMLP Coimbatore,228.55,Kollam Terminal,13.27,FCI Depot Kochi,109.12
Panmana (CT),Kollam,600,628371,village,KARUNAGAPALLI,6.18,Balaramapuram,87.35,Vizhinjam International Seaport,87.69,ICD Thiruvananthapuram,69.76,Petrapole ICP,2019.95,Trivandrum International Airport (TRV),73.58,MMLP Coimbatore,228.72,Kollam Terminal,16.16,FCI Depot Kochi,106.99
Vadakkumthala (CT),Kollam,600,628370,village,KARUNAGAPALLI,3.94,Balaramapuram,87.61,Vizhinjam International Seaport,88.28,ICD Thiruvananthapuram,70.01,Petrapole ICP,2017.0,Trivandrum International Airport (TRV),74.13,MMLP Coimbatore,226.22,Kollam Terminal,16.98,FCI Depot Kochi,105.54
Ayanivelikulangara (CT),Kollam,600,628369,village,KARUNAGAPALLI,3.84,Balaramapuram,89.55,Vizhinjam International Seaport,90.03,ICD Thiruvananthapuram,71.94,Petrapole ICP,2018.11,Trivandrum International Airport (TRV),75.9,MMLP Coimbatore,226.25,Kayamkulam Terminal,16.28,FCI Depot Kochi,104.38
Karimkunnam (Part),Idukki,596,628095,village,KURUPPANTHARA,24.52,Balaramapuram,164.27,Cochin Port,51.38,ICD Kochi (Edappally),46.14,Petrapole ICP,1934.75,Cochin International Airport (COK),46.64,MMLP Coimbatore,132.78,Vaikom Terminal,36.39,FCI Depot Kochi,48.33
Thodupuzha (Part),Idukki,596,628092,village,KURUPPANTHARA,29.08,Balaramapuram,168.87,Cochin Port,52.24,ICD Kochi (Edappally),46.65,Petrapole ICP,1929.56,Cochin International Airport (COK),44.52,MMLP Coimbatore,127.33,Vaikom Terminal,40.31,FCI Depot Kochi,49.53
Karikkode (Part),Idukki,596,628091,village,KURUPPANTHARA,31.08,Balaramapuram,167.11,Cochin Port,55.65,ICD Kochi (Edappally),50.08,Petrapole ICP,1928.31,Cochin International Airport (COK),47.76,MMLP Coimbatore,127.74,Vaikom Terminal,42.77,FCI Depot Kochi,52.9
Kumaramangalam (Part),Idukki,596,628084,village,PIRAVAM ROAD,32.94,Balaramapuram,173.66,Cochin Port,53.32,ICD Kochi (Edappally),47.45,Petrapole ICP,1924.52,Cochin International Airport (COK),42.68,MMLP Coimbatore,121.88,Maradu (Kochi) Terminal,43.65,FCI Depot Kochi,50.96
Kodikkulam,Idukki,596,628085,village,PIRAVAM ROAD,37.63,Balaramapuram,174.0,Cochin Port,57.84,ICD Kochi (Edappally),51.92,Petrapole ICP,1920.66,Cochin International Airport (COK),45.98,MMLP Coimbatore,119.79,Maradu (Kochi) Terminal,48.21,FCI Depot Kochi,55.57
Vannappuram,Idukki,596,628086,village,PIRAVAM ROAD,44.68,Balaramapuram,177.05,Cochin Port,63.85,ICD Kochi (Edappally),57.79,Petrapole ICP,1913.77,Cochin International Airport (COK),49.69,MMLP Coimbatore,114.87,Aluva Terminal,52.79,FCI Depot Kochi,61.8
Neyyasseri,Idukki,596,628089,village,KURUPPANTHARA,39.39,Balaramapuram,171.54,Cochin Port,61.26,ICD Kochi (Edappally),55.41,Petrapole ICP,1920.02,Cochin International Airport (COK),49.85,MMLP Coimbatore,121.14,Vaikom Terminal,50.83,FCI Depot Kochi,58.87
Karimannoor,Idukki,596,628090,village,KURUPPANTHARA,35.75,Balaramapuram,168.06,Cochin Port,59.76,ICD Kochi (Edappally),54.07,Petrapole ICP,1924.13,Cochin International Airport (COK),50.27,MMLP Coimbatore,125.2,Vaikom Terminal,47.51,FCI Depot Kochi,57.14
Udumbannoor,Idukki,596,628088,village,KURUPPANTHARA,41.44,Balaramapuram,167.18,Cochin Port,66.2,ICD Kochi (Edappally),60.47,Petrapole ICP,1919.93,Cochin International Airport (COK),55.74,MMLP Coimbatore,124.23,Vaikom Terminal,53.52,FCI Depot Kochi,63.61
Velliyamattom,Idukki,596,628098,village,ETTUMANUR,36.65,Balaramapuram,160.64,Cochin Port,65.71,ICD Kochi (Edappally),60.29,Petrapole ICP,1926.21,Cochin International Airport (COK),58.16,MMLP Coimbatore,131.18,Thanneermukkom Terminal,49.43,FCI Depot Kochi,62.77
Alakkode,Idukki,596,628097,village,KURUPPANTHARA,32.78,Balaramapuram,163.74,Cochin Port,59.6,ICD Kochi (Edappally),54.15,Petrapole ICP,1928.2,Cochin International Airport (COK),52.24,MMLP Coimbatore,129.83,Vaikom Terminal,45.0,FCI Depot Kochi,56.72
Muttom,Idukki,596,628096,village,KURUPPANTHARA,27.01,Balaramapuram,160.97,Cochin Port,55.98,ICD Kochi (Edappally),50.81,Petrapole ICP,1934.03,Cochin International Airport (COK),51.27,MMLP Coimbatore,134.34,Thanneermukkom Terminal,39.23,FCI Depot Kochi,52.85
Kudayathoor,Idukki,596,628101,village,ETTUMANUR,31.49,Balaramapuram,157.5,Cochin Port,62.97,ICD Kochi (Edappally),57.81,Petrapole ICP,1931.54,Cochin International Airport (COK),57.63,MMLP Coimbatore,135.44,Thanneermukkom Terminal,44.59,FCI Depot Kochi,59.82
Arakkulam,Idukki,596,628100,village,ETTUMANUR,37.36,Balaramapuram,153.52,Cochin Port,71.09,ICD Kochi (Edappally),65.96,Petrapole ICP,1928.94,Cochin International Airport (COK),65.29,MMLP Coimbatore,137.43,Thanneermukkom Terminal,51.17,FCI Depot Kochi,67.91
Elappally,Idukki,596,628102,village,ETTUMANUR,34.73,Balaramapuram,151.75,Cochin Port,69.74,ICD Kochi (Edappally),64.74,Petrapole ICP,1931.86,Cochin International Airport (COK),65.05,MMLP Coimbatore,139.68,Thanneermukkom Terminal,48.71,FCI Depot Kochi,66.45
Mannamkandam,Idukki,596,628056,village,PIRAVAM ROAD,51.47,Balaramapuram,182.39,Cochin Port,69.0,ICD Kochi (Edappally),62.83,Petrapole ICP,1906.22,Cochin International Airport (COK),52.36,MMLP Coimbatore,108.41,Aluva Terminal,56.34,FCI Depot Kochi,67.27
Mankulam,Idukki,596,628055,village,ANAIMALAI ROAD,56.0,Balaramapuram,189.98,Cochin Port,78.02,ICD Kochi (Edappally),71.77,Petrapole ICP,1894.94,Cochin International Airport (COK),58.77,MMLP Coimbatore,99.64,Aluva Terminal,63.7,FCI Depot Kochi,76.65
Anaviratty,Idukki,596,628057,village,KURUPPANTHARA,61.38,Balaramapuram,181.02,Cochin Port,80.45,ICD Kochi (Edappally),74.31,Petrapole ICP,1899.23,Cochin International Airport (COK),63.79,MMLP Coimbatore,108.34,Aluva Terminal,67.91,FCI Depot Kochi,78.61
Pallivasal,Idukki,596,628058,village,ANAIMALAI ROAD,65.77,Balaramapuram,180.86,Cochin Port,88.85,ICD Kochi (Edappally),82.72,Petrapole ICP,1893.89,Cochin International Airport (COK),72.08,MMLP Coimbatore,108.71,Aluva Terminal,76.31,FCI Depot Kochi,86.97
Vellathooval,Idukki,596,628060,village,KURUPPANTHARA,62.07,Balaramapuram,174.56,Cochin Port,84.53,ICD Kochi (Edappally),78.51,Petrapole ICP,1901.3,Cochin International Airport (COK),69.63,MMLP Coimbatore,114.78,Aluva Terminal,73.24,FCI Depot Kochi,82.38
Kunjithanni,Idukki,596,628059,village,KURUPPANTHARA,66.95,Balaramapuram,177.29,Cochin Port,88.7,ICD Kochi (Edappally),82.62,Petrapole ICP,1896.6,Cochin International Airport (COK),72.89,MMLP Coimbatore,112.28,Aluva Terminal,76.82,FCI Depot Kochi,86.66
Kannan Devan Hills,Idukki,596,628054,village,Palani,52.94,Balaramapuram,191.9,Cochin Port,103.63,ICD Kanjikode (Palakkad),95.58,Petrapole ICP,1877.24,Cochin International Airport (COK),84.44,MMLP Coimbatore,100.35,Aluva Terminal,89.52,FCI Depot Coimbatore,100.35
Marayoor,Idukki,596,628049,village,POLLACHI JN,43.77,Balaramapuram,208.56,Cochin Port,106.83,ICD Kanjikode (Palakkad),82.61,Petrapole ICP,1864.98,Cochin International Airport (COK),84.52,MMLP Coimbatore,83.77,Aluva Terminal,90.59,FCI Depot Coimbatore,83.77
Keezhanthoor,Idukki,596,628050,village,Palani,38.7,Balaramapuram,208.66,Cochin Port,113.22,ICD Coimbatore,86.38,Petrapole ICP,1860.96,Cochin International Airport (COK),91.25,MMLP Coimbatore,86.2,Aluva Terminal,97.23,FCI Depot Coimbatore,86.2
Kottakamboor,Idukki,596,628052,village,Palani,39.37,Balaramapuram,201.37,Cochin Port,115.82,ICD Coimbatore,95.44,Petrapole ICP,1863.96,Cochin International Airport (COK),95.28,MMLP Coimbatore,95.27,Aluva Terminal,100.83,FCI Depot Coimbatore,95.27
Kanthalloor,Idukki,596,628051,village,Palani,45.52,Balaramapuram,200.56,Cochin Port,108.08,ICD Kanjikode (Palakkad),91.15,Petrapole ICP,1868.97,Cochin International Airport (COK),87.32,MMLP Coimbatore,92.79,Aluva Terminal,92.91,FCI Depot Coimbatore,92.79
Vattavada,Idukki,596,628053,village,Palani,43.71,Balaramapuram,195.63,Cochin Port,114.27,ICD Madurai,98.82,Petrapole ICP,1868.64,Cochin International Airport (COK),94.73,MMLP Coimbatore,100.56,Aluva Terminal,99.96,FCI Depot Madurai,98.94
Bisonvalley,Idukki,596,628063,village,Palani,68.24,Balaramapuram,176.77,Cochin Port,95.09,ICD Kochi (Edappally),89.03,Petrapole ICP,1893.06,Cochin International Airport (COK),79.31,MMLP Coimbatore,113.63,Aluva Terminal,83.28,FCI Depot Kochi,93.0
Rajakkad,Idukki,596,628062,village,ETTUMANUR,68.22,Balaramapuram,171.5,Cochin Port,93.41,ICD Kochi (Edappally),87.46,Petrapole ICP,1898.12,Cochin International Airport (COK),79.04,MMLP Coimbatore,118.6,Thanneermukkom Terminal,81.14,FCI Depot Kochi,91.13
Kanthippara,Idukki,596,628067,village,Palani,71.43,Balaramapuram,169.43,Cochin Port,99.24,ICD Kochi (Edappally),93.33,Petrapole ICP,1896.35,Cochin International Airport (COK),85.25,MMLP Coimbatore,121.74,Thanneermukkom Terminal,85.72,FCI Depot Kochi,96.87
Santhanpara,Idukki,596,628068,village,Palani,66.55,Balaramapuram,170.59,Cochin Port,107.43,ICD Madurai,100.06,Petrapole ICP,1890.9,Cochin International Airport (COK),93.03,MMLP Coimbatore,122.92,Thanneermukkom Terminal,93.63,FCI Depot Madurai,100.05
Attappadi,Palakkad,593,000000,village,KOTTEKAD,19.12,Balaramapuram,288.64,Cochin Port,121.56,ICD Kanjikode (Palakkad),21.72,Petrapole ICP,1842.82,Calicut International Airport (CCJ),77.58,MMLP Coimbatore,34.54,Kottapuram Terminal,99.73,FCI Depot Coimbatore,34.54
Agali,Palakkad,593,627611,village,KOTTEKAD,32.05,New Makardhokda,281.36,Cochin Port,132.71,ICD Kanjikode (Palakkad),34.0,Petrapole ICP,1834.97,Calicut International Airport (CCJ),73.26,MMLP Coimbatore,37.76,Kottapuram Terminal,109.93,FCI Depot Coimbatore,37.76
Sholayur,Palakkad,593,627613,village,CHULLIMADA,25.53,New Makardhokda,291.65,Cochin Port,130.81,ICD Coimbatore,28.18,Petrapole ICP,1832.93,Calicut International Airport (CCJ),82.92,MMLP Coimbatore,27.77,Kottapuram Terminal,109.37,FCI Depot Coimbatore,27.77
Kottathara,Palakkad,593,627612,village,Periyanaikanpalayam,27.76,New Makardhokda,286.55,Cochin Port,136.61,ICD Coimbatore,30.17,Petrapole ICP,1828.48,Calicut International Airport (CCJ),81.72,MMLP Coimbatore,29.84,Kottapuram Terminal,114.73,FCI Depot Coimbatore,29.84
Perumpadappa,Malappuram,592,627560,village,GURUVAYUR,13.13,New Makardhokda,277.1,Cochin Port,86.93,ICD Kanjikode (Palakkad),68.39,Petrapole ICP,1914.56,Calicut International Airport (CCJ),48.84,MMLP Coimbatore,112.42,Kottapuram Terminal,60.41,FCI Depot Kozhikode,66.23
Nannammukku (CT),Malappuram,592,627561,village,KUTTIPPURAM,14.1,New Makardhokda,276.51,Cochin Port,88.15,ICD Kanjikode (Palakkad),64.74,Petrapole ICP,1910.54,Calicut International Airport (CCJ),46.82,MMLP Coimbatore,108.49,Kottapuram Terminal,61.42,FCI Depot Kozhikode,65.25
Veliyancode (CT),Malappuram,592,627559,village,KUTTIPPURAM,16.24,New Makardhokda,272.7,Cochin Port,91.05,ICD Kanjikode (Palakkad),71.9,Petrapole ICP,1915.03,Calicut International Airport (CCJ),45.77,MMLP Coimbatore,115.26,Kottapuram Terminal,64.71,FCI Depot Kozhikode,62.18
Alankode (CT),Malappuram,592,627564,village,PERSSANNUR,11.77,New Makardhokda,276.42,Cochin Port,89.05,ICD Kanjikode (Palakkad),61.27,Petrapole ICP,1906.95,Calicut International Airport (CCJ),45.59,MMLP Coimbatore,104.79,Kottapuram Terminal,62.19,FCI Depot Kozhikode,64.96
Marancheri (CT),Malappuram,592,627565,village,KUTTIPPURAM,12.68,New Makardhokda,270.36,Cochin Port,93.69,ICD Kanjikode (Palakkad),70.2,Petrapole ICP,1911.59,Calicut International Airport (CCJ),42.43,MMLP Coimbatore,112.96,Kottapuram Terminal,67.17,FCI Depot Kozhikode,59.47
Ezhuvathiruthy,Malappuram,592,913310,village,TIRUNNAVAYA,11.18,New Makardhokda,267.07,Cochin Port,96.94,ICD Kanjikode (Palakkad),71.7,Petrapole ICP,1910.57,Calicut International Airport (CCJ),39.56,MMLP Coimbatore,113.82,Kottapuram Terminal,70.45,FCI Depot Kozhikode,56.22
Ponnani Nagaram,Malappuram,592,913309,village,TIRUNNAVAYA,14.13,New Makardhokda,267.91,Cochin Port,95.78,ICD Kanjikode (Palakkad),74.16,Petrapole ICP,1913.77,Calicut International Airport (CCJ),41.81,MMLP Coimbatore,116.66,Kottapuram Terminal,69.49,FCI Depot Kozhikode,57.54
Morayur (CT),Malappuram,592,627456,village,VALLIKUNNU,18.67,New Makardhokda,237.94,Cochin Port,131.55,ICD Kanjikode (Palakkad),73.81,Petrapole ICP,1877.55,Calicut International Airport (CCJ),7.15,MMLP Coimbatore,103.58,Kottapuram Terminal,104.62,FCI Depot Kozhikode,30.22
Kuzhimanna,Malappuram,592,627453,village,FEROK,19.45,New Makardhokda,232.04,Cochin Port,137.91,ICD Kanjikode (Palakkad),78.13,Petrapole ICP,1873.85,Calicut International Airport (CCJ),7.38,MMLP Coimbatore,105.65,Kottapuram Terminal,110.98,FCI Depot Kozhikode,26.47
Muthuvallur,Malappuram,592,627454,village,FEROK,16.46,New Makardhokda,229.04,Cochin Port,140.07,ICD Kanjikode (Palakkad),81.58,Petrapole ICP,1874.86,Calicut International Airport (CCJ),6.73,MMLP Coimbatore,108.98,Kottapuram Terminal,113.14,FCI Depot Kozhikode,23.02
Cheekkode,Malappuram,592,627446,village,FEROK,16.75,New Makardhokda,226.08,Cochin Port,143.33,ICD Kanjikode (Palakkad),83.75,Petrapole ICP,1872.79,Calicut International Airport (CCJ),9.7,MMLP Coimbatore,110.01,Kottapuram Terminal,116.41,FCI Depot Kozhikode,21.78
