state,district,district_code,pop_2011,is_island,target_port,road_distance_km,road_cost_per_ton_inr,rail_cost_per_ton_inr,dfc_cost_per_ton_inr,optimal_mode,modal_shift_savings_inr,modal_shift_savings_pct,break_even_distance_km,road_drive_time_hours
Meghalaya,SOUTH WEST GARO HILLS,660.0,161540,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1084.1,4119.6,2988.6,,Conventional Rail,1131.1,27.5,380.0,15.81
Meghalaya,SOUTH WEST KHASI HILLS,668.0,96783,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1073.5,4081.9,2971.8,,Conventional Rail,1110.0,27.2,380.0,15.81
Meghalaya,WEST GARO HILLS,293.0,496469,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1051.3,3998.5,2936.8,,Conventional Rail,1061.8,26.6,380.0,15.24
Meghalaya,WEST JAINTIA HILLS,299.0,186439,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1172.1,4441.2,3127.6,,Conventional Rail,1313.6,29.6,380.0,16.89
Meghalaya,WEST KHASI HILLS,296.0,204319,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1040.0,3956.8,2918.9,,Conventional Rail,1037.9,26.2,380.0,15.04
Mizoram,AIZAWL,283.0,204186,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1557.7,5855.8,3736.6,,Conventional Rail,2119.2,36.2,380.0,22.4
Mizoram,CHAMPHAI,284.0,57446,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1647.1,6183.8,3877.8,,Conventional Rail,2306.0,37.3,380.0,23.68
Mizoram,HNAHTHIAL,713.0,27077,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1640.3,6159.7,3867.1,,Conventional Rail,2292.6,37.2,380.0,23.69
Mizoram,KHAWZAWL,703.0,36751,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1621.8,6091.4,3837.9,,Conventional Rail,2253.5,37.0,380.0,23.37
Mizoram,KOLASIB,282.0,76671,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1425.3,5370.2,3527.5,,Conventional Rail,1842.7,34.3,380.0,20.53
Mizoram,LAWNGTLAI,287.0,107666,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1767.5,6627.6,4068.0,,Conventional Rail,2559.6,38.6,380.0,25.68
Mizoram,LUNGLEI,286.0,116327,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1737.6,6516.8,4020.8,,Conventional Rail,2496.0,38.3,380.0,25.1
Mizoram,MAMIT,281.0,76430,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1452.0,5468.6,3569.7,,Conventional Rail,1898.9,34.7,380.0,20.97
Mizoram,SAIHA,288.0,38340,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1818.4,6812.5,4148.4,,Conventional Rail,2664.1,39.1,380.0,26.16
Mizoram,SAITUAL,682.0,297007,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1615.9,6070.1,3828.6,,Conventional Rail,2241.6,36.9,380.0,23.34
Mizoram,SERCHHIP,285.0,59303,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1583.3,5950.4,3777.1,,Conventional Rail,2173.4,36.5,380.0,22.86
Nagaland,CHUMOUKEDIMA,711.0,308147,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1392.4,5249.4,3475.5,,Conventional Rail,1773.8,33.8,380.0,20.04
Nagaland,DIMAPUR,265.0,30590,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1312.7,4957.1,3349.7,,Conventional Rail,1607.5,32.4,380.0,18.92
Nagaland,KIPHIRE,269.0,71224,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1640.1,6158.4,3866.8,,Conventional Rail,2291.6,37.2,380.0,23.61
Nagaland,KOHIMA,270.0,229596,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1435.5,5407.6,3543.6,,Conventional Rail,1864.0,34.5,380.0,20.67
Nagaland,LONGLENG,268.0,53015,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1641.0,6161.9,3868.2,,Conventional Rail,2293.7,37.2,380.0,23.66
Nagaland,MOKOKCHUNG,262.0,198579,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1389.4,5239.4,3470.8,,Conventional Rail,1768.6,33.8,380.0,20.13
Nagaland,MON,261.0,262850,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1695.1,6359.9,3953.7,,Conventional Rail,2406.2,37.8,380.0,24.36
Nagaland,NIULAND,709.0,30977,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1411.3,5320.1,3505.4,,Conventional Rail,1814.8,34.1,380.0,20.5
Nagaland,NOKLAK,708.0,74596,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1715.7,6436.8,3986.2,,Conventional Rail,2450.6,38.1,380.0,24.83
Nagaland,PEREN,271.0,100009,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1383.3,5217.7,3461.2,,Conventional Rail,1756.5,33.7,380.0,20.13
Nagaland,PHEK,266.0,154411,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1692.0,6348.8,3948.8,,Conventional Rail,2400.1,37.8,380.0,24.36
Nagaland,SHAMATOR,712.0,37716,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1695.0,6360.2,3953.5,,Conventional Rail,2406.7,37.8,380.0,24.45
Nagaland,TSEMINYU,710.0,51815,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1481.5,5576.8,3616.3,,Conventional Rail,1960.6,35.2,380.0,21.39
Nagaland,TUENSANG,267.0,64644,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1769.5,6633.0,4071.2,,Conventional Rail,2561.8,38.6,380.0,25.45
Nagaland,WOKHA,264.0,162495,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1517.7,5710.7,3673.5,,Conventional Rail,2037.3,35.7,380.0,22.05
Nagaland,ZUNHEBOTO,263.0,147838,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1604.1,6026.0,3809.9,,Conventional Rail,2216.1,36.8,380.0,23.06
Odisha,ANUGUL,384.0,1278369,False,Paradip Port,451.4,1797.4,1866.2,,Road Trucking,0.0,0.0,380.0,6.63
Odisha,BALANGIR,393.0,1656214,False,Paradip Port,499.2,1974.6,1957.6,,Conventional Rail,17.0,0.9,380.0,7.56
Odisha,BALASORE,377.0,2288802,False,Dhamra Port,180.7,804.8,1280.0,,Road Trucking,0.0,0.0,380.0,2.83
Odisha,BARGARH,370.0,1489765,False,Paradip Port,465.2,1847.3,1895.3,,Road Trucking,0.0,0.0,380.0,6.73
Odisha,BHADRAK,378.0,1509391,False,Dhamra Port,123.6,596.6,975.4,,Road Trucking,0.0,0.0,380.0,2.18
Odisha,BOUDH,391.0,437710,False,Paradip Port,402.8,1620.0,1761.0,,Road Trucking,0.0,0.0,380.0,6.06
Odisha,CUTTACK,381.0,2562386,False,Dhamra Port,209.5,912.3,1126.9,,Road Trucking,0.0,0.0,380.0,3.49
Odisha,DEOGARH,373.0,344217,False,Paradip Port,349.9,1424.3,1646.4,,Road Trucking,0.0,0.0,380.0,5.08
Odisha,DHENKANAL,383.0,1198423,False,Paradip Port,173.0,776.0,1097.9,,Road Trucking,0.0,0.0,380.0,2.65
Odisha,GAJAPATI,389.0,597457,False,Gangavaram Port,241.9,1029.4,1412.6,,Road Trucking,0.0,0.0,380.0,3.72
Odisha,GANJAM,388.0,3509632,False,Gangavaram Port,313.7,1293.0,1568.0,,Road Trucking,0.0,0.0,380.0,4.77
Odisha,JAGATSINGHPUR,380.0,1120376,False,Dhamra Port,213.4,925.5,1247.9,,Road Trucking,0.0,0.0,380.0,3.39
Odisha,JAJAPUR,382.0,1827544,False,Dhamra Port,99.2,506.5,734.8,,Road Trucking,0.0,0.0,380.0,1.76
Odisha,JHARSUGUDA,371.0,576512,False,Paradip Port,428.9,1714.6,1528.1,,Conventional Rail,186.5,10.9,380.0,6.27
Odisha,KALAHANDI,395.0,1587808,False,Gangavaram Port,380.1,1537.2,1711.8,,Road Trucking,0.0,0.0,380.0,5.79
Odisha,KANDHAMAL,390.0,736047,False,Gangavaram Port,431.1,1724.3,1822.3,,Road Trucking,0.0,0.0,380.0,6.52
Odisha,KENDRAPARA,379.0,1435800,False,Paradip Port,52.6,334.8,749.9,,Road Trucking,0.0,0.0,380.0,1.0
Odisha,KEONJHAR (KENDUJHAR),375.0,1813036,False,Dhamra Port,195.3,858.2,1296.5,,Road Trucking,0.0,0.0,380.0,3.02
Odisha,KHORDHA,386.0,2328209,False,Dhamra Port,221.7,955.3,1234.4,,Road Trucking,0.0,0.0,380.0,3.43
Odisha,KORAPUT,398.0,1331316,False,Gangavaram Port,246.4,1046.7,1390.0,,Road Trucking,0.0,0.0,380.0,3.88
Odisha,MALKANGIRI,399.0,611009,False,Gangavaram Port,335.2,1372.7,1614.6,,Road Trucking,0.0,0.0,380.0,5.18
Odisha,MAYURBHANJ,376.0,2537032,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,262.3,1105.1,1456.7,,Road Trucking,0.0,0.0,380.0,4.12
Odisha,NABARANGAPUR,397.0,1255617,False,Gangavaram Port,333.3,1368.0,1610.5,,Road Trucking,0.0,0.0,380.0,5.46
Odisha,NAYAGARH,385.0,968485,False,Dhamra Port,279.8,1168.7,1494.6,,Road Trucking,0.0,0.0,380.0,4.29
Odisha,NUAPARHA,394.0,610872,False,Gangavaram Port,551.5,2166.3,2053.3,,Conventional Rail,113.0,5.2,380.0,8.28
Odisha,PURI,387.0,1661262,False,Dhamra Port,249.0,1055.5,1408.2,,Road Trucking,0.0,0.0,380.0,3.83
Odisha,RAYAGARHA,396.0,968526,False,Gangavaram Port,365.5,1484.9,1680.2,,Road Trucking,0.0,0.0,380.0,5.75
Odisha,SAMBALPUR,372.0,1018647,False,Paradip Port,400.8,1612.2,1756.6,,Road Trucking,0.0,0.0,380.0,5.96
Odisha,SUBARNAPUR,392.0,609309,False,Paradip Port,407.5,1635.5,1771.2,,Road Trucking,0.0,0.0,380.0,5.89
Odisha,SUNDARGARH,374.0,2104442,False,Paradip Port,376.5,1522.2,1704.0,,Road Trucking,0.0,0.0,380.0,5.5
Puducherry,KARAIKAL,637.0,213920,False,Karaikal Port,5.2,159.4,863.4,,Road Trucking,0.0,0.0,380.0,0.12
Puducherry,PUDUCHERRY,635.0,1034033,False,Karaikal Port,145.0,672.1,1202.7,,Road Trucking,0.0,0.0,380.0,2.09
Punjab,AMRITSAR,49.0,2449828,False,Deendayal Port (Kandla),1215.4,4583.9,2930.5,2020.5,Dedicated Freight Corridor (DFC),2563.4,55.9,210.0,15.36
Punjab,BARNALA,54.0,560976,False,Deendayal Port (Kandla),1064.8,4031.0,2840.5,1977.1,Dedicated Freight Corridor (DFC),2053.9,51.0,210.0,13.16
Punjab,BATHINDA,46.0,1363419,False,Deendayal Port (Kandla),1015.5,3850.6,2880.2,2032.1,Dedicated Freight Corridor (DFC),1818.6,47.2,210.0,12.52
Punjab,FARIDKOT,45.0,607898,False,Deendayal Port (Kandla),1060.9,4016.9,2951.9,2089.7,Dedicated Freight Corridor (DFC),1927.2,48.0,210.0,13.13
Punjab,FATEHGARH SAHIB,40.0,608938,False,Deendayal Port (Kandla),1217.6,4592.0,2971.0,2060.3,Dedicated Freight Corridor (DFC),2531.8,55.1,210.0,15.4
Punjab,FAZILKA,673.0,1098493,False,Deendayal Port (Kandla),1061.8,4020.3,2652.6,1790.2,Dedicated Freight Corridor (DFC),2230.1,55.5,210.0,13.15
Punjab,FIROZPUR,43.0,1116158,False,Deendayal Port (Kandla),1104.6,4177.4,3021.0,2145.2,Dedicated Freight Corridor (DFC),2032.2,48.6,210.0,13.78
Punjab,GURDASPUR,35.0,1957725,False,Deendayal Port (Kandla),1253.5,4723.7,2861.4,1939.5,Dedicated Freight Corridor (DFC),2784.2,58.9,210.0,15.91
Punjab,HOSHIARPUR,38.0,1564614,False,Deendayal Port (Kandla),1234.1,4652.7,3005.0,2089.2,Dedicated Freight Corridor (DFC),2563.5,55.1,210.0,15.65
Punjab,JALANDHAR,37.0,2162051,False,Deendayal Port (Kandla),1175.2,4436.1,3043.4,2145.8,Dedicated Freight Corridor (DFC),2290.3,51.6,210.0,14.75
Punjab,KAPURTHALA,36.0,775913,False,Deendayal Port (Kandla),1185.6,4474.9,3148.9,2248.1,Dedicated Freight Corridor (DFC),2226.8,49.8,210.0,14.98
Punjab,LUDHIANA,41.0,3465593,False,Deendayal Port (Kandla),1177.0,4443.5,2843.0,1944.9,Dedicated Freight Corridor (DFC),2498.7,56.2,210.0,14.88
Punjab,MALER KOTLA,748.0,306601,False,Deendayal Port (Kandla),1208.7,4562.1,2931.7,2023.7,Dedicated Freight Corridor (DFC),2538.3,55.6,210.0,15.63
Punjab,MANSA,47.0,743171,False,Deendayal Port (Kandla),1082.4,4096.5,2985.9,2117.0,Dedicated Freight Corridor (DFC),1979.4,48.3,210.0,13.53
Punjab,MOGA,42.0,941538,False,Deendayal Port (Kandla),1094.0,4138.1,2992.9,2120.4,Dedicated Freight Corridor (DFC),2017.7,48.8,210.0,13.57
Punjab,PATHANKOT,678.0,586929,False,Deendayal Port (Kandla),1299.4,4892.1,3201.0,2264.9,Dedicated Freight Corridor (DFC),2627.2,53.7,210.0,16.57
Punjab,PATIALA,48.0,1855704,False,Deendayal Port (Kandla),1161.6,4387.0,3065.6,2172.3,Dedicated Freight Corridor (DFC),2214.7,50.5,210.0,14.65
Punjab,RUPNAGAR,51.0,651796,False,Deendayal Port (Kandla),1266.3,4771.0,3232.7,2306.9,Dedicated Freight Corridor (DFC),2464.1,51.6,210.0,16.13
Punjab,SANGRUR,53.0,1313771,False,Deendayal Port (Kandla),1111.1,4201.4,2718.3,1840.6,Dedicated Freight Corridor (DFC),2360.8,56.2,210.0,13.89
Punjab,SAS NAGAR (SAHIBZADA AJIT SINGH NAGAR),52.0,1004882,False,Deendayal Port (Kandla),1215.2,4583.3,3187.3,2277.3,Dedicated Freight Corridor (DFC),2306.0,50.3,210.0,15.37
Punjab,SHAHID BHAGAT SINGH NAGAR,39.0,597508,False,Deendayal Port (Kandla),1238.4,4668.0,3232.3,2315.1,Dedicated Freight Corridor (DFC),2352.8,50.4,210.0,15.65
Punjab,SRI MUKTSAR SAHIB,44.0,909149,False,Deendayal Port (Kandla),1020.6,3869.0,2818.1,1968.4,Dedicated Freight Corridor (DFC),1900.5,49.1,210.0,12.54
Punjab,TARN TARAN,50.0,1100684,False,Deendayal Port (Kandla),1155.4,4364.1,3027.7,2136.2,Dedicated Freight Corridor (DFC),2227.9,51.0,210.0,14.55
Rajasthan,AJMER,119.0,2111138,False,Deendayal Port (Kandla),717.8,2773.0,2357.8,1654.0,Dedicated Freight Corridor (DFC),1118.9,40.4,210.0,10.2
Rajasthan,ALWAR,104.0,2073427,False,Deendayal Port (Kandla),967.4,3689.0,2804.3,1971.0,Dedicated Freight Corridor (DFC),1718.0,46.6,210.0,13.81
Rajasthan,BALOTRA,785.0,882010,False,Deendayal Port (Kandla),461.5,1829.8,1888.1,1328.6,Dedicated Freight Corridor (DFC),501.2,27.4,210.0,6.15
Rajasthan,BANSWARA,125.0,1803030,False,Hazira Port,572.9,2242.2,2092.5,1470.0,Dedicated Freight Corridor (DFC),772.2,34.4,210.0,8.24
Rajasthan,BARAN,128.0,1264478,False,Deendayal Port (Kandla),883.0,3380.4,2660.2,1863.8,Dedicated Freight Corridor (DFC),1516.6,44.9,210.0,12.74
Rajasthan,BARMER,115.0,1748290,False,Deendayal Port (Kandla),611.0,2380.2,2162.2,1518.4,Dedicated Freight Corridor (DFC),861.8,36.2,210.0,8.55
Rajasthan,BEAWAR,779.0,989943,False,Deendayal Port (Kandla),638.2,2480.8,2212.0,1553.0,Dedicated Freight Corridor (DFC),927.8,37.4,210.0,9.04
Rajasthan,BHARATPUR,105.0,1458562,False,Deendayal Port (Kandla),1074.1,4081.3,2972.8,2106.5,Dedicated Freight Corridor (DFC),1974.8,48.4,210.0,15.45
Rajasthan,BHILWARA,122.0,2358644,False,Deendayal Port (Kandla),682.7,2645.6,2293.5,1609.5,Dedicated Freight Corridor (DFC),1036.2,39.2,210.0,9.89
Rajasthan,BIKANER,101.0,2381561,False,Deendayal Port (Kandla),1195.8,4527.1,3165.0,2261.0,Dedicated Freight Corridor (DFC),2266.0,50.1,210.0,17.09
Rajasthan,BUNDI,121.0,1148813,False,Deendayal Port (Kandla),800.9,3079.6,2509.9,1759.6,Dedicated Freight Corridor (DFC),1320.0,42.9,210.0,11.62
Rajasthan,CHITTAURGARH,126.0,1562629,False,Deendayal Port (Kandla),591.4,2310.4,2126.4,1493.5,Dedicated Freight Corridor (DFC),816.9,35.4,210.0,8.55
Rajasthan,CHURU,102.0,2052727,False,Deendayal Port (Kandla),1035.6,3940.2,2912.0,2057.6,Dedicated Freight Corridor (DFC),1882.6,47.8,210.0,14.92
Rajasthan,DAUSA,109.0,1618863,False,Deendayal Port (Kandla),983.3,3747.5,2829.4,1991.2,Dedicated Freight Corridor (DFC),1756.3,46.9,210.0,14.06
Rajasthan,DEEG,774.0,1084727,False,Deendayal Port (Kandla),1050.9,3998.4,2936.1,2077.0,Dedicated Freight Corridor (DFC),1921.4,48.1,210.0,15.41
Rajasthan,DHAULPUR,106.0,1214189,False,Deendayal Port (Kandla),1173.0,4442.9,3129.0,2232.1,Dedicated Freight Corridor (DFC),2210.8,49.8,210.0,16.7
Rajasthan,DIDWANA-KUCHAMAN,787.0,1283879,False,Deendayal Port (Kandla),1133.0,4299.6,3065.8,2181.3,Dedicated Freight Corridor (DFC),2118.4,49.3,210.0,16.59
Rajasthan,DUNGARPUR,124.0,1396027,False,Hazira Port,492.8,1949.2,1945.9,1368.3,Dedicated Freight Corridor (DFC),580.9,29.8,210.0,7.21
Rajasthan,GANGANAGAR,99.0,2036360,False,Deendayal Port (Kandla),1170.4,4419.9,3124.9,2228.8,Dedicated Freight Corridor (DFC),2191.1,49.6,210.0,14.86
Rajasthan,HANUMANGARH,100.0,1729648,False,Deendayal Port (Kandla),887.0,3380.6,2667.5,1868.9,Dedicated Freight Corridor (DFC),1511.7,44.7,210.0,10.87
Rajasthan,JAIPUR,110.0,5817193,False,Deendayal Port (Kandla),841.8,3228.0,2584.7,1811.5,Dedicated Freight Corridor (DFC),1416.5,43.9,210.0,11.99
Rajasthan,JAISALMER,114.0,653530,False,Deendayal Port (Kandla),1514.1,5694.8,3667.8,2665.3,Dedicated Freight Corridor (DFC),3029.5,53.2,210.0,21.63
Rajasthan,JALOR,116.0,1833059,False,Deendayal Port (Kandla),412.3,1653.2,1781.5,1266.1,Dedicated Freight Corridor (DFC),387.1,23.4,210.0,5.97
Rajasthan,JHALAWAR,129.0,1448458,False,Deendayal Port (Kandla),913.9,3493.4,2716.7,1903.1,Dedicated Freight Corridor (DFC),1590.4,45.5,210.0,13.14
Rajasthan,JHUNJHUNUN,103.0,2146150,False,Deendayal Port (Kandla),1063.2,4040.9,2955.6,2092.7,Dedicated Freight Corridor (DFC),1948.3,48.2,210.0,15.24
Rajasthan,JODHPUR,113.0,2156916,False,Deendayal Port (Kandla),556.8,2177.7,2063.0,1449.6,Dedicated Freight Corridor (DFC),728.1,33.4,210.0,7.28
Rajasthan,KARAULI,107.0,1466707,False,Deendayal Port (Kandla),1106.2,4197.7,3023.5,2147.3,Dedicated Freight Corridor (DFC),2050.4,48.8,210.0,15.72
Rajasthan,KHAIRTHAL-TIJARA,777.0,895501,False,Deendayal Port (Kandla),1011.6,3852.4,2818.2,1971.3,Dedicated Freight Corridor (DFC),1881.2,48.8,210.0,14.61
Rajasthan,KOTA,127.0,1785506,False,Deendayal Port (Kandla),795.0,3057.1,2499.1,1752.1,Dedicated Freight Corridor (DFC),1305.0,42.7,210.0,11.42
Rajasthan,KOTPUTLI-BEHROR,780.0,1478597,False,Deendayal Port (Kandla),947.7,3616.6,2773.1,1946.0,Dedicated Freight Corridor (DFC),1670.6,46.2,210.0,13.51
Rajasthan,NAGAUR,112.0,2044363,False,Deendayal Port (Kandla),1179.4,4467.5,3139.1,2240.2,Dedicated Freight Corridor (DFC),2227.2,49.9,210.0,16.93
Rajasthan,PALI,118.0,1642235,False,Deendayal Port (Kandla),575.0,2250.3,2096.3,1472.7,Dedicated Freight Corridor (DFC),777.6,34.6,210.0,8.32
Rajasthan,PHALODI,783.0,1545297,False,Deendayal Port (Kandla),1334.4,5036.5,3383.9,2437.1,Dedicated Freight Corridor (DFC),2599.5,51.6,210.0,19.2
Rajasthan,PRATAPGARH,131.0,897461,False,Hazira Port,666.1,2585.3,2263.1,1588.4,Dedicated Freight Corridor (DFC),996.9,38.6,210.0,9.73
Rajasthan,RAJSAMAND,123.0,1071283,False,Deendayal Port (Kandla),608.5,2373.2,2157.7,1515.2,Dedicated Freight Corridor (DFC),858.0,36.2,210.0,8.8
Rajasthan,SALUMBAR,775.0,686891,False,Hazira Port,501.8,1983.8,1962.3,1379.7,Dedicated Freight Corridor (DFC),604.1,30.5,210.0,7.55
Rajasthan,SAWAI MADHOPUR,108.0,1319482,False,Deendayal Port (Kandla),1005.8,3831.3,2864.9,2019.8,Dedicated Freight Corridor (DFC),1811.6,47.3,210.0,14.55
Rajasthan,SIKAR,111.0,2692344,False,Deendayal Port (Kandla),960.7,3664.4,2793.7,1962.5,Dedicated Freight Corridor (DFC),1701.9,46.4,210.0,13.71
Rajasthan,SIROHI,117.0,1030215,False,Deendayal Port (Kandla),452.2,1799.8,1867.9,1316.7,Dedicated Freight Corridor (DFC),483.1,26.8,210.0,6.57
Rajasthan,TONK,120.0,1407991,False,Deendayal Port (Kandla),903.0,3454.1,2696.8,1889.2,Dedicated Freight Corridor (DFC),1564.9,45.3,210.0,13.07
Rajasthan,UDAIPUR,130.0,2330313,False,Deendayal Port (Kandla),511.7,2018.2,1980.5,1392.3,Dedicated Freight Corridor (DFC),625.9,31.0,210.0,7.44
Sikkim,GANGTOK,244.0,131307,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,757.5,2920.3,2430.4,,Conventional Rail,489.9,16.8,380.0,10.99
Sikkim,GYALSHING,242.0,24289,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,795.9,3062.7,2500.7,,Conventional Rail,562.0,18.3,380.0,11.74
Sikkim,MANGAN,241.0,11540,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,828.2,3182.3,2559.9,,Conventional Rail,622.4,19.6,380.0,12.35
Sikkim,NAMCHI,243.0,395324,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,761.0,2932.9,2436.8,,Conventional Rail,496.1,16.9,380.0,11.01
Sikkim,PAKYONG,702.0,36414,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,745.1,2874.7,2407.7,,Conventional Rail,467.0,16.2,380.0,10.8
Sikkim,SORENG,701.0,11704,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,792.4,3049.4,2494.3,,Conventional Rail,555.1,18.2,380.0,11.63
Tamil Nadu,ARIYALUR,616.0,751485,False,Karaikal Port,128.1,610.1,1098.9,,Road Trucking,0.0,0.0,380.0,1.85
Tamil Nadu,CHENGALPATTU,754.0,2319356,False,Chennai Port,332.9,1363.2,1376.5,,Road Trucking,0.0,0.0,380.0,5.01
Tamil Nadu,CHENNAI,603.0,4801403,False,Chennai Port,345.8,1410.4,1637.5,,Road Trucking,0.0,0.0,380.0,5.17
Tamil Nadu,COIMBATORE,632.0,3475300,False,Cochin Port,205.4,894.7,1333.5,,Road Trucking,0.0,0.0,380.0,3.09
Tamil Nadu,CUDDALORE,617.0,2614879,False,Karaikal Port,159.6,725.7,856.8,,Road Trucking,0.0,0.0,380.0,2.3
Tamil Nadu,DHARMAPURI,630.0,1497244,False,Cochin Port,402.4,1616.9,1760.1,,Road Trucking,0.0,0.0,380.0,5.83
Tamil Nadu,DINDIGUL,612.0,2167100,False,V.O. Chidambaranar Port (Tuticorin),284.7,1185.5,1505.2,,Road Trucking,0.0,0.0,380.0,4.2
Tamil Nadu,ERODE,610.0,2255237,False,Cochin Port,291.0,1209.2,1518.9,,Road Trucking,0.0,0.0,380.0,4.37
Tamil Nadu,KALLAKURICHI,760.0,1594463,False,Karaikal Port,231.5,990.0,1354.8,,Road Trucking,0.0,0.0,380.0,3.4
Tamil Nadu,KANCHEEPURAM,604.0,1472624,False,Chennai Port,297.4,1232.2,1358.9,,Road Trucking,0.0,0.0,380.0,4.4
Tamil Nadu,KANNIYAKUMARI,629.0,1865666,False,Vizhinjam International Seaport,49.9,326.4,751.3,,Road Trucking,0.0,0.0,380.0,1.16
Tamil Nadu,KARUR,613.0,1066913,False,V.O. Chidambaranar Port (Tuticorin),397.9,1601.8,1750.4,,Road Trucking,0.0,0.0,380.0,5.95
Tamil Nadu,KRISHNAGIRI,631.0,1879875,False,New Mangalore Port,453.5,1803.9,1870.8,,Road Trucking,0.0,0.0,380.0,6.5
Tamil Nadu,MADURAI,623.0,3046063,False,V.O. Chidambaranar Port (Tuticorin),212.2,919.1,1348.2,,Road Trucking,0.0,0.0,380.0,3.11
Tamil Nadu,MAYILADUTHURAI,696.0,759883,False,Karaikal Port,47.5,314.5,972.7,,Road Trucking,0.0,0.0,380.0,0.71
Tamil Nadu,NAGAPATTINAM,618.0,827350,False,Karaikal Port,44.1,302.0,963.9,,Road Trucking,0.0,0.0,380.0,0.66
Tamil Nadu,NAMAKKAL,609.0,1730664,False,Cochin Port,369.5,1496.4,1688.9,,Road Trucking,0.0,0.0,380.0,5.39
Tamil Nadu,PERAMBALUR,615.0,565375,False,Karaikal Port,181.8,807.4,1175.3,,Road Trucking,0.0,0.0,380.0,2.65
Tamil Nadu,PUDUKKOTTAI,621.0,1619897,False,Karaikal Port,181.5,806.5,1281.8,,Road Trucking,0.0,0.0,380.0,2.68
Tamil Nadu,RAMANATHAPURAM,626.0,1398496,False,Karaikal Port,263.4,1106.7,1459.1,,Road Trucking,0.0,0.0,380.0,3.81
Tamil Nadu,RANIPET,750.0,1202775,False,Chennai Port,249.8,1057.6,1429.7,,Road Trucking,0.0,0.0,380.0,3.72
Tamil Nadu,SALEM,608.0,3476500,False,Cochin Port,361.3,1465.9,1671.1,,Road Trucking,0.0,0.0,380.0,5.22
Tamil Nadu,SIVAGANGA,622.0,1325676,False,Karaikal Port,221.7,954.2,1368.8,,Road Trucking,0.0,0.0,380.0,3.28
Tamil Nadu,TENKASI,764.0,1281150,False,V.O. Chidambaranar Port (Tuticorin),127.4,611.7,1164.6,,Road Trucking,0.0,0.0,380.0,2.4
Tamil Nadu,THANJAVUR,620.0,2396575,False,Karaikal Port,113.5,557.7,1134.5,,Road Trucking,0.0,0.0,380.0,1.79
Tamil Nadu,THE NILGIRIS,611.0,736565,False,Cochin Port,303.7,1254.8,1546.4,,Road Trucking,0.0,0.0,380.0,4.42
