state,district,district_code,pop_2011,is_island,target_port,road_distance_km,road_cost_per_ton_inr,rail_cost_per_ton_inr,dfc_cost_per_ton_inr,optimal_mode,modal_shift_savings_inr,modal_shift_savings_pct,break_even_distance_km,road_drive_time_hours
Chhattisgarh,BASTAR,414.0,717379,False,Gangavaram Port,344.5,1407.0,1431.5,,Road Trucking,0.0,0.0,380.0,5.34
Chhattisgarh,BEMETARA,644.0,1112540,False,Paradip Port,752.1,2900.9,2365.5,,Conventional Rail,535.4,18.5,380.0,10.97
Chhattisgarh,BIJAPUR,417.0,252415,False,Gangavaram Port,475.0,1884.5,1913.3,,Road Trucking,0.0,0.0,380.0,7.04
Chhattisgarh,BILASPUR,406.0,1140557,False,Paradip Port,684.9,2653.2,2073.7,,Conventional Rail,579.6,21.8,380.0,9.86
Chhattisgarh,DAKSHIN BASTAR DANTEWARA,416.0,168700,False,Gangavaram Port,419.7,1682.6,1797.6,,Road Trucking,0.0,0.0,380.0,6.38
Chhattisgarh,DHAMTARI,412.0,803752,False,Paradip Port,829.6,3187.3,2562.4,,Conventional Rail,624.9,19.6,380.0,12.35
Chhattisgarh,DURG,409.0,899331,False,Paradip Port,715.8,2766.6,2354.1,,Conventional Rail,412.5,14.9,380.0,10.3
Chhattisgarh,GARIYABAND,647.0,1591045,False,Paradip Port,842.3,3231.2,2585.7,,Conventional Rail,645.6,20.0,380.0,12.18
Chhattisgarh,GAURELA-PENDRA-MARWAHI,669.0,639668,False,Paradip Port,1147.2,4351.3,3088.3,,Conventional Rail,1263.0,29.0,380.0,16.73
Chhattisgarh,JANJGIR - CHAMPA,405.0,930498,False,Paradip Port,606.6,2366.0,2064.7,,Conventional Rail,301.2,12.7,380.0,8.74
Chhattisgarh,JASHPUR,402.0,854099,False,Paradip Port,921.9,3522.8,2731.4,,Conventional Rail,791.5,22.5,380.0,13.26
Chhattisgarh,KAWARDHA (KABIRDHAM),407.0,821339,False,Paradip Port,802.4,3084.3,2512.6,,Conventional Rail,571.7,18.5,380.0,11.54
Chhattisgarh,KHAIRGARH-CHHUIKHADAN-GANDAI,755.0,444624,False,Paradip Port,778.5,3001.3,2468.9,,Conventional Rail,532.4,17.7,380.0,11.82
Chhattisgarh,KONDAGAON,648.0,697653,False,Gangavaram Port,401.8,1617.2,1758.8,,Road Trucking,0.0,0.0,380.0,6.15
Chhattisgarh,KORBA,404.0,1211399,False,Paradip Port,763.1,2940.6,2440.7,,Conventional Rail,499.9,17.0,380.0,11.04
Chhattisgarh,KOREA,400.0,247263,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,826.4,3172.9,2556.6,,Conventional Rail,616.3,19.4,380.0,11.95
Chhattisgarh,MAHASAMUND,411.0,1030211,False,Paradip Port,601.7,2348.5,2145.2,,Conventional Rail,203.2,8.7,380.0,8.73
Chhattisgarh,MANENDRAGARH-CHIRMIRI-BHARATPUR,758.0,412863,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,864.0,3311.7,2625.4,,Conventional Rail,686.4,20.7,380.0,12.61
Chhattisgarh,MOHLA-MANPUR-AMBAGARH CHOWKI,756.0,468694,False,Paradip Port,898.8,3439.3,2689.1,,Conventional Rail,750.2,21.8,380.0,13.09
Chhattisgarh,MUNGELI,643.0,885696,False,Paradip Port,746.3,2880.3,2409.9,,Conventional Rail,470.4,16.3,380.0,10.98
Chhattisgarh,NARAYANPUR,415.0,144234,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),1070.2,4071.0,2966.6,,Conventional Rail,1104.4,27.1,380.0,15.93
Chhattisgarh,RAIGARH,403.0,1172143,False,Paradip Port,864.7,3315.4,2626.7,,Conventional Rail,688.8,20.8,380.0,12.77
Chhattisgarh,RAIPUR,410.0,953024,False,Paradip Port,674.9,2617.0,2279.2,,Conventional Rail,337.8,12.9,380.0,9.78
Chhattisgarh,RAJNANDGAON,408.0,626305,False,Paradip Port,786.8,3027.1,2484.1,,Conventional Rail,543.1,17.9,380.0,11.32
Chhattisgarh,SAKTI,759.0,688072,False,Paradip Port,578.7,2264.7,2103.1,,Conventional Rail,161.6,7.1,380.0,8.49
Chhattisgarh,SARANGARH-BILAIGARH,757.0,544096,False,Paradip Port,561.0,2198.7,2070.7,,Conventional Rail,128.0,5.8,380.0,8.09
Chhattisgarh,SUKMA,649.0,328191,False,Gangavaram Port,462.8,1842.2,1890.9,,Road Trucking,0.0,0.0,380.0,7.19
Chhattisgarh,SURAJPUR,641.0,816860,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,791.4,3045.4,2492.5,,Conventional Rail,552.9,18.2,380.0,11.57
Chhattisgarh,SURGUJA,401.0,604019,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,773.4,2978.7,2459.5,,Conventional Rail,519.2,17.4,380.0,11.23
Chhattisgarh,UTTAR BASTAR KANKER,413.0,770434,False,Paradip Port,937.1,3582.6,2756.4,,Conventional Rail,826.2,23.1,380.0,14.01
Dadra and Nagar Haveli and Daman and Diu,DADRA AND NAGAR HAVELI,496.0,343164,False,Hazira Port,175.1,782.9,1267.9,,Road Trucking,0.0,0.0,380.0,2.57
Dadra and Nagar Haveli and Daman and Diu,DAMAN,495.0,185686,False,Hazira Port,145.5,674.2,1203.8,,Road Trucking,0.0,0.0,380.0,2.13
Dadra and Nagar Haveli and Daman and Diu,DIU,494.0,49354,False,Pipavav Port,88.8,466.5,1079.5,,Road Trucking,0.0,0.0,380.0,1.37
Delhi,CENTRAL,95.0,799575,False,Deendayal Port (Kandla),1206.6,4565.6,2820.0,,Conventional Rail,1745.6,38.2,380.0,17.1
Delhi,EAST,93.0,1114056,False,Deendayal Port (Kandla),1215.4,4598.1,2870.9,,Conventional Rail,1727.2,37.6,380.0,17.26
Delhi,NAZUL,,732989,False,Deendayal Port (Kandla),1210.5,4579.6,2843.0,,Conventional Rail,1736.6,37.9,380.0,17.12
Delhi,NEW DELHI,94.0,194984,False,Deendayal Port (Kandla),1122.5,4257.1,3049.2,,Conventional Rail,1207.8,28.4,380.0,15.9
Delhi,NORTH,91.0,1219269,False,Deendayal Port (Kandla),1330.5,5012.3,3020.8,,Conventional Rail,1991.5,39.7,380.0,17.82
Delhi,NORTH EAST,92.0,1005683,False,Deendayal Port (Kandla),1200.6,4543.6,2814.3,,Conventional Rail,1729.3,38.1,380.0,17.02
Delhi,NORTH WEST,90.0,1711505,False,Deendayal Port (Kandla),1105.7,4196.4,2984.9,,Conventional Rail,1211.5,28.9,380.0,15.79
Delhi,SHAHDARA,676.0,2820107,False,Deendayal Port (Kandla),1206.1,4563.9,2803.7,,Conventional Rail,1760.2,38.6,380.0,17.11
Delhi,SOUTH,98.0,1647066,False,Deendayal Port (Kandla),1124.9,4266.4,3053.0,,Conventional Rail,1213.4,28.4,380.0,16.01
Delhi,SOUTH EAST,677.0,1417770,False,Deendayal Port (Kandla),1339.4,5053.3,3166.3,,Conventional Rail,1887.0,37.3,380.0,19.06
Delhi,SOUTH WEST,97.0,1949768,False,Deendayal Port (Kandla),1100.2,4176.7,2953.1,,Conventional Rail,1223.6,29.3,380.0,15.77
Delhi,WEST,96.0,2175169,False,Deendayal Port (Kandla),1112.2,4220.0,3022.5,,Conventional Rail,1197.5,28.4,380.0,15.85
Goa,KUSHAVATI,793.0,422969,False,Mormugao Port,66.2,384.9,1021.1,,Road Trucking,0.0,0.0,380.0,1.22
Goa,NORTH GOA,585.0,559190,False,Mormugao Port,540.3,2123.0,2032.8,,Conventional Rail,90.2,4.2,380.0,7.83
Goa,SOUTH GOA,586.0,476386,False,Mormugao Port,28.4,244.6,923.4,,Road Trucking,0.0,0.0,380.0,0.46
Gujarat,AHMADABAD,474.0,6496453,False,Deendayal Port (Kandla),325.4,1334.3,1593.4,1155.7,Dedicated Freight Corridor (DFC),178.6,13.4,210.0,4.72
Gujarat,AMRELI,480.0,1427317,False,Pipavav Port,138.3,648.4,1188.2,918.1,Road Trucking,0.0,0.0,210.0,2.11
Gujarat,ANAND,482.0,2100423,False,Dahej Port,188.5,834.4,1296.9,981.9,Road Trucking,0.0,0.0,210.0,3.08
Gujarat,ARVALLI,650.0,1053947,False,Hazira Port,383.5,1548.2,1719.2,1229.5,Dedicated Freight Corridor (DFC),318.7,20.6,210.0,5.65
Gujarat,BANAS KANTHA,469.0,3152346,False,Deendayal Port (Kandla),286.8,1192.9,1509.8,1106.7,Dedicated Freight Corridor (DFC),86.2,7.2,210.0,4.19
Gujarat,BHARUCH,488.0,1521670,False,Hazira Port,149.1,688.9,1046.1,766.4,Road Trucking,0.0,0.0,210.0,2.38
Gujarat,BHAVNAGAR,481.0,2329324,False,Dahej Port,91.6,481.1,1086.7,858.8,Road Trucking,0.0,0.0,210.0,1.98
Gujarat,BOTAD,653.0,1057895,False,Dahej Port,150.3,695.0,1214.2,933.4,Road Trucking,0.0,0.0,210.0,2.63
Gujarat,CHHOTAUDEPUR,654.0,1941542,False,Hazira Port,331.5,1357.0,1606.6,1163.5,Dedicated Freight Corridor (DFC),193.6,14.3,210.0,4.85
Gujarat,DAHOD,485.0,2190352,False,Hazira Port,536.8,2110.0,2026.4,1424.2,Dedicated Freight Corridor (DFC),685.9,32.5,210.0,7.76
Gujarat,DANGS,489.0,231744,False,Hazira Port,216.6,935.4,1357.8,1017.6,Road Trucking,0.0,0.0,210.0,3.19
Gujarat,DEVBHUMI DWARKA,656.0,846677,False,Deendayal Port (Kandla),313.8,1292.2,1568.3,1141.0,Dedicated Freight Corridor (DFC),151.2,11.7,210.0,4.61
Gujarat,GANDHINAGAR,473.0,1401533,False,Deendayal Port (Kandla),395.8,1592.9,1745.8,1245.1,Dedicated Freight Corridor (DFC),347.8,21.8,210.0,5.77
Gujarat,GIR SOMNATH,652.0,564694,False,Pipavav Port,122.7,591.0,1154.4,898.3,Road Trucking,0.0,0.0,210.0,1.87
Gujarat,JAMNAGAR,477.0,1707586,False,Pipavav Port,385.7,1557.0,1723.9,1232.3,Dedicated Freight Corridor (DFC),324.7,20.9,210.0,5.78
Gujarat,JUNAGADH,479.0,2074644,False,Pipavav Port,208.0,906.0,1339.2,1006.6,Road Trucking,0.0,0.0,210.0,3.36
Gujarat,KACHCHH,468.0,2090570,False,Deendayal Port (Kandla),137.1,648.8,1185.6,916.6,Road Trucking,0.0,0.0,210.0,2.74
Gujarat,KHEDA,483.0,1995596,False,Hazira Port,630.9,2455.2,2198.7,1543.7,Dedicated Freight Corridor (DFC),911.5,37.1,210.0,9.1
Gujarat,MAHESANA,471.0,2031996,False,Deendayal Port (Kandla),321.9,1321.7,1585.8,1151.3,Dedicated Freight Corridor (DFC),170.4,12.9,210.0,4.7
Gujarat,MAHISAGAR,655.0,750914,False,Hazira Port,592.4,2318.1,2128.2,1494.8,Dedicated Freight Corridor (DFC),823.3,35.5,210.0,9.1
Gujarat,MORBI,657.0,1475820,False,Deendayal Port (Kandla),140.1,654.7,825.9,554.2,Dedicated Freight Corridor (DFC),100.5,15.4,210.0,2.1
Gujarat,NARMADA,487.0,595064,False,Hazira Port,525.2,2068.5,2005.2,1409.5,Dedicated Freight Corridor (DFC),659.0,31.9,210.0,7.73
Gujarat,NAVSARI,490.0,1331457,False,Hazira Port,88.4,465.0,1078.4,854.8,Road Trucking,0.0,0.0,210.0,1.35
Gujarat,PANCH MAHALS,484.0,1498314,False,Hazira Port,567.6,2223.9,2082.8,1463.3,Dedicated Freight Corridor (DFC),760.6,34.2,210.0,8.31
Gujarat,PATAN,470.0,1362004,False,Deendayal Port (Kandla),227.0,973.7,1380.3,1030.8,Road Trucking,0.0,0.0,210.0,3.37
Gujarat,PORBANDAR,478.0,593588,False,Pipavav Port,290.1,1205.6,1516.9,1110.9,Dedicated Freight Corridor (DFC),94.7,7.9,210.0,4.32
Gujarat,RAJKOT,476.0,2648396,False,Pipavav Port,194.6,856.3,1310.1,989.6,Road Trucking,0.0,0.0,210.0,3.09
Gujarat,SABAR KANTHA,472.0,1396009,False,Deendayal Port (Kandla),390.1,1571.8,1733.5,1237.9,Dedicated Freight Corridor (DFC),333.9,21.2,210.0,5.66
Gujarat,SURAT,492.0,6108237,False,Hazira Port,62.8,370.8,1012.3,822.2,Road Trucking,0.0,0.0,210.0,0.95
Gujarat,SURENDRANAGAR,475.0,1660322,False,Deendayal Port (Kandla),207.0,900.2,1337.0,1005.4,Road Trucking,0.0,0.0,210.0,3.06
Gujarat,TAPI,493.0,807495,False,Hazira Port,105.6,528.2,1117.4,876.6,Road Trucking,0.0,0.0,210.0,1.61
Gujarat,VADODARA,486.0,2284641,False,Hazira Port,205.3,894.0,1075.0,744.9,Dedicated Freight Corridor (DFC),149.1,16.7,210.0,3.04
Gujarat,VALSAD,491.0,1711120,False,Hazira Port,173.2,775.8,1263.8,962.4,Road Trucking,0.0,0.0,210.0,2.53
Haryana,AMBALA,70.0,1109877,False,Deendayal Port (Kandla),1276.8,4809.1,3293.0,2363.9,Dedicated Freight Corridor (DFC),2445.2,50.8,210.0,16.23
Haryana,BHIWANI,81.0,1163029,False,Deendayal Port (Kandla),1144.3,4338.5,3083.7,2195.6,Dedicated Freight Corridor (DFC),2142.9,49.4,210.0,16.41
Haryana,CHARKI DADRI,732.0,488072,False,Deendayal Port (Kandla),1065.6,4048.8,2891.7,2028.1,Dedicated Freight Corridor (DFC),2020.7,49.9,210.0,15.15
Haryana,FARIDABAD,88.0,1678700,False,Deendayal Port (Kandla),1318.7,4977.3,3046.7,2104.6,Dedicated Freight Corridor (DFC),2872.7,57.7,210.0,18.76
Haryana,FATEHABAD,78.0,980269,False,Deendayal Port (Kandla),1086.1,4110.0,2737.6,1867.6,Dedicated Freight Corridor (DFC),2242.4,54.6,210.0,13.58
Haryana,GURUGRAM,86.0,1524153,False,Deendayal Port (Kandla),1118.9,4244.0,3043.6,2163.4,Dedicated Freight Corridor (DFC),2080.6,49.0,210.0,15.87
Haryana,HISAR,80.0,1699184,False,Deendayal Port (Kandla),1180.6,4456.8,3141.0,2241.7,Dedicated Freight Corridor (DFC),2215.1,49.7,210.0,14.94
Haryana,JHAJJAR,83.0,957466,False,Deendayal Port (Kandla),1092.9,4149.0,3002.5,2130.4,Dedicated Freight Corridor (DFC),2018.7,48.7,210.0,15.55
Haryana,JIND,77.0,1305897,False,Deendayal Port (Kandla),1175.7,4440.9,3089.6,2191.8,Dedicated Freight Corridor (DFC),2249.1,50.6,210.0,15.15
Haryana,KAITHAL,73.0,1086526,False,Deendayal Port (Kandla),1192.9,4501.0,3132.3,2229.2,Dedicated Freight Corridor (DFC),2271.8,50.5,210.0,14.99
Haryana,KARNAL,74.0,1418199,False,Deendayal Port (Kandla),1219.8,4606.2,3202.9,2291.5,Dedicated Freight Corridor (DFC),2314.7,50.3,210.0,16.25
Haryana,KURUKSHETRA,72.0,1003833,False,Deendayal Port (Kandla),1234.1,4653.1,3225.5,2309.7,Dedicated Freight Corridor (DFC),2343.4,50.4,210.0,15.71
Haryana,MAHENDRAGARH,84.0,926603,False,Deendayal Port (Kandla),1107.4,4200.9,3025.4,2148.8,Dedicated Freight Corridor (DFC),2052.1,48.8,210.0,15.58
Haryana,NUH,87.0,1154943,False,Deendayal Port (Kandla),1053.4,4004.1,2940.1,2080.2,Dedicated Freight Corridor (DFC),1923.9,48.0,210.0,14.99
Haryana,PALWAL,89.0,1085056,False,Deendayal Port (Kandla),1285.5,4855.7,2943.8,2012.1,Dedicated Freight Corridor (DFC),2843.6,58.6,210.0,18.31
Haryana,PANCHKULA,69.0,584089,False,Deendayal Port (Kandla),1234.7,4655.3,3226.5,2310.4,Dedicated Freight Corridor (DFC),2344.8,50.4,210.0,15.71
Haryana,PANIPAT,75.0,1254394,False,Deendayal Port (Kandla),1193.3,4517.6,2769.6,1866.4,Dedicated Freight Corridor (DFC),2651.1,58.7,210.0,17.01
Haryana,REWARI,85.0,895419,False,Deendayal Port (Kandla),1182.3,4477.1,3143.7,2243.9,Dedicated Freight Corridor (DFC),2233.2,49.9,210.0,16.84
Haryana,ROHTAK,82.0,1033688,False,Deendayal Port (Kandla),1099.7,4172.3,2667.1,1792.9,Dedicated Freight Corridor (DFC),2379.4,57.0,210.0,15.43
Haryana,SIRSA,79.0,1314516,False,Deendayal Port (Kandla),1028.9,3900.2,2753.1,1900.8,Dedicated Freight Corridor (DFC),1999.3,51.3,210.0,12.76
Haryana,SONIPAT,76.0,1479068,False,Deendayal Port (Kandla),1156.9,4385.0,2976.7,2084.8,Dedicated Freight Corridor (DFC),2300.2,52.5,210.0,16.62
Haryana,YAMUNANAGAR,71.0,1208482,False,Deendayal Port (Kandla),1327.2,4995.7,3372.6,2427.9,Dedicated Freight Corridor (DFC),2567.8,51.4,210.0,17.18
Himachal Pradesh,BILASPUR,30.0,379805,False,Deendayal Port (Kandla),1362.6,5124.4,3428.5,,Conventional Rail,1696.0,33.1,380.0,17.53
Himachal Pradesh,CHAMBA,23.0,518525,False,Deendayal Port (Kandla),1402.0,5269.4,3490.7,,Conventional Rail,1778.7,33.8,380.0,18.15
Himachal Pradesh,HAMIRPUR,28.0,452435,False,Deendayal Port (Kandla),1322.3,4975.8,3261.5,,Conventional Rail,1714.3,34.5,380.0,16.85
Himachal Pradesh,KANGRA,24.0,1514722,False,Deendayal Port (Kandla),1328.7,4999.5,3292.6,,Conventional Rail,1706.9,34.1,380.0,16.97
Himachal Pradesh,KINNAUR,34.0,84562,False,Deendayal Port (Kandla),1544.4,5790.7,3715.6,,Conventional Rail,2075.0,35.8,380.0,20.03
Himachal Pradesh,KULLU,26.0,437946,False,Deendayal Port (Kandla),1506.5,5654.3,3655.8,,Conventional Rail,1998.6,35.3,380.0,19.85
Himachal Pradesh,LAHUL & SPITI,25.0,31725,False,Deendayal Port (Kandla),1655.2,6198.3,3890.6,,Conventional Rail,2307.7,37.2,380.0,21.77
Himachal Pradesh,MANDI,27.0,1003341,False,Deendayal Port (Kandla),1455.1,5463.4,3574.6,,Conventional Rail,1888.8,34.6,380.0,18.8
Himachal Pradesh,SHIMLA,33.0,814670,False,Deendayal Port (Kandla),1491.9,5599.3,3632.7,,Conventional Rail,1966.6,35.1,380.0,19.44
Himachal Pradesh,SIRMAUR,32.0,532571,False,Deendayal Port (Kandla),1324.9,4987.1,3368.9,,Conventional Rail,1618.2,32.4,380.0,17.12
Himachal Pradesh,SOLAN,31.0,573174,False,Deendayal Port (Kandla),1273.9,4799.3,3288.4,,Conventional Rail,1510.9,31.5,380.0,16.3
Himachal Pradesh,UNA,29.0,521126,False,Deendayal Port (Kandla),1273.1,4795.6,2990.2,,Conventional Rail,1805.4,37.6,380.0,16.19
Jammu and Kashmir,ANANTNAG,14.0,1094123,False,Deendayal Port (Kandla),1765.0,6600.0,4064.1,,Conventional Rail,2536.0,38.4,380.0,23.19
Jammu and Kashmir,BADGAM,2.0,815408,False,Deendayal Port (Kandla),1837.1,6866.1,4177.9,,Conventional Rail,2688.2,39.2,380.0,24.43
Jammu and Kashmir,BANDIPURA,9.0,618195,False,Deendayal Port (Kandla),1864.9,6969.6,4221.9,,Conventional Rail,2747.8,39.4,380.0,25.03
Jammu and Kashmir,BARAMULA,8.0,738332,False,Deendayal Port (Kandla),1873.8,6999.3,4235.9,,Conventional Rail,2763.4,39.5,380.0,24.76
Jammu and Kashmir,DODA,16.0,451445,False,Deendayal Port (Kandla),1555.1,5830.0,3732.5,,Conventional Rail,2097.4,36.0,380.0,20.19
Jammu and Kashmir,GANDERBAL,11.0,341209,False,Deendayal Port (Kandla),1862.3,6957.1,4217.8,,Conventional Rail,2739.3,39.4,380.0,24.59
Jammu and Kashmir,JAMMU,21.0,1645043,False,Deendayal Port (Kandla),1406.6,5285.2,3285.5,,Conventional Rail,1999.7,37.8,380.0,18.07
Jammu and Kashmir,KATHUA,7.0,707130,False,Deendayal Port (Kandla),1332.8,5016.6,3268.0,,Conventional Rail,1748.6,34.9,380.0,17.31
Jammu and Kashmir,KISHTWAR,18.0,264638,False,Deendayal Port (Kandla),1672.4,6263.3,3917.8,,Conventional Rail,2345.5,37.4,380.0,22.27
Jammu and Kashmir,KULGAM,15.0,332894,False,Deendayal Port (Kandla),1800.3,6730.1,4119.8,,Conventional Rail,2610.3,38.8,380.0,23.77
Jammu and Kashmir,KUPWARA,1.0,998407,False,Deendayal Port (Kandla),1906.1,7119.2,4286.9,,Conventional Rail,2832.3,39.8,380.0,25.41
Jammu and Kashmir,MIRPUR,,24738,False,Deendayal Port (Kandla),1548.4,5809.5,3721.9,,Conventional Rail,2087.5,35.9,380.0,20.64
Jammu and Kashmir,MUZAFFARABAD,,1532,False,Deendayal Port (Kandla),1975.2,7376.7,4396.1,,Conventional Rail,2980.6,40.4,380.0,26.92
Jammu and Kashmir,PULWAMA,12.0,642896,False,Deendayal Port (Kandla),1787.8,6684.2,4100.1,,Conventional Rail,2584.1,38.7,380.0,23.58
Jammu and Kashmir,PUNCH,5.0,536312,False,Deendayal Port (Kandla),1624.7,6086.0,3842.5,,Conventional Rail,2243.6,36.9,380.0,21.28
Jammu and Kashmir,RAJAURI,6.0,746023,False,Deendayal Port (Kandla),1530.6,5740.3,3693.8,,Conventional Rail,2046.5,35.7,380.0,19.87
Jammu and Kashmir,RAMBAN,17.0,325455,False,Deendayal Port (Kandla),1809.2,6762.3,4133.9,,Conventional Rail,2628.4,38.9,380.0,23.83
Jammu and Kashmir,RIASI,20.0,311577,False,Deendayal Port (Kandla),1514.8,5683.5,3668.9,,Conventional Rail,2014.6,35.4,380.0,19.8
Jammu and Kashmir,SAMBA,22.0,365817,False,Deendayal Port (Kandla),1364.0,5129.0,3038.8,,Conventional Rail,2090.2,40.8,380.0,17.48
Jammu and Kashmir,SHUPIYAN,13.0,305383,False,Deendayal Port (Kandla),1815.1,6784.8,4143.2,,Conventional Rail,2641.6,38.9,380.0,24.04
Jammu and Kashmir,SRINAGAR,10.0,315854,False,Deendayal Port (Kandla),1813.5,6778.2,4140.7,,Conventional Rail,2637.5,38.9,380.0,23.91
Jammu and Kashmir,UDHAMPUR,19.0,588708,False,Deendayal Port (Kandla),1495.2,5611.5,3637.9,,Conventional Rail,1973.6,35.2,380.0,19.51
Jharkhand,BOKARO,355.0,2090816,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,330.9,1355.0,1281.5,838.9,Dedicated Freight Corridor (DFC),516.1,38.1,210.0,4.86
Jharkhand,CHATRA,347.0,1084321,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,528.5,2079.3,1725.2,1127.6,Dedicated Freight Corridor (DFC),951.7,45.8,210.0,7.6
Jharkhand,DEOGHAR,350.0,1504389,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,605.7,2363.5,2152.5,1511.7,Dedicated Freight Corridor (DFC),851.8,36.0,210.0,8.84
Jharkhand,DHANBAD,354.0,2602229,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,263.0,1105.6,1380.1,998.4,Dedicated Freight Corridor (DFC),107.2,9.7,210.0,3.85
Jharkhand,DUMKA,362.0,1328447,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,633.0,2463.5,2202.5,1546.3,Dedicated Freight Corridor (DFC),917.1,37.2,210.0,9.2
Jharkhand,EAST SINGHBHUM,357.0,2315456,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,239.7,1019.9,1407.8,1046.9,Road Trucking,0.0,0.0,210.0,3.49
Jharkhand,GARHWA,346.0,1335765,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,617.5,2407.0,2174.1,1526.7,Dedicated Freight Corridor (DFC),880.3,36.6,210.0,9.03
Jharkhand,GIRIDIH,349.0,2438126,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,702.6,2720.3,2329.9,1634.7,Dedicated Freight Corridor (DFC),1085.5,39.9,210.0,10.39
Jharkhand,GODDA,351.0,1328453,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,522.6,2058.6,2000.4,1406.1,Dedicated Freight Corridor (DFC),652.5,31.7,210.0,7.65
Jharkhand,GUMLA,366.0,1037050,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,512.7,2021.7,1982.3,1393.6,Dedicated Freight Corridor (DFC),628.1,31.1,210.0,7.43
Jharkhand,HAZARIBAGH,360.0,1803408,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,736.0,2841.2,2391.1,1677.1,Dedicated Freight Corridor (DFC),1164.0,41.0,210.0,10.65
Jharkhand,JAMTARA,363.0,822471,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,250.7,1061.2,1301.8,931.1,Dedicated Freight Corridor (DFC),130.1,12.3,210.0,3.77
Jharkhand,KHUNTI,365.0,553017,False,Paradip Port,406.4,1631.7,1768.8,1258.6,Dedicated Freight Corridor (DFC),373.1,22.9,210.0,5.9
Jharkhand,KODERMA,348.0,462179,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,839.8,3222.7,2581.1,1809.0,Dedicated Freight Corridor (DFC),1413.7,43.9,210.0,12.23
Jharkhand,LATEHAR,359.0,729952,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,504.4,1991.3,1910.4,1326.3,Dedicated Freight Corridor (DFC),664.9,33.4,210.0,7.31
Jharkhand,LOHARDAGA,356.0,466683,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,466.9,1853.1,1851.0,1288.0,Dedicated Freight Corridor (DFC),565.1,30.5,210.0,6.69
Jharkhand,PAKUR,353.0,898934,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,596.1,2329.5,2135.0,1499.5,Dedicated Freight Corridor (DFC),830.0,35.6,210.0,8.86
Jharkhand,PALAMU,358.0,1948229,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,594.9,2323.6,2132.8,1498.0,Dedicated Freight Corridor (DFC),825.7,35.5,210.0,8.65
Jharkhand,RAMGARH,361.0,978312,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,397.0,1597.1,1640.5,1138.7,Dedicated Freight Corridor (DFC),458.4,28.7,210.0,5.76
Jharkhand,RANCHI,364.0,2918767,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,381.5,1540.1,1714.9,1227.0,Dedicated Freight Corridor (DFC),313.2,20.3,210.0,5.52
Jharkhand,SAHIBGANJ,352.0,1142180,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,350.7,1428.3,1648.2,1187.9,Dedicated Freight Corridor (DFC),240.4,16.8,210.0,5.23
Jharkhand,SARAIKELA-KHARSAWAN,369.0,1070376,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,321.5,1320.6,1584.9,1150.8,Dedicated Freight Corridor (DFC),169.8,12.9,210.0,4.74
Jharkhand,SIMDEGA,367.0,605300,False,Paradip Port,464.3,1844.5,1893.7,1332.1,Dedicated Freight Corridor (DFC),512.4,27.8,210.0,6.78
Jharkhand,WEST SINGHBHUM,368.0,1523273,False,Paradip Port,520.2,2050.5,1996.0,1403.1,Dedicated Freight Corridor (DFC),647.4,31.6,210.0,7.71
Karnataka,B\dar,558.0,1703747,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),586.8,2293.9,2117.9,,Conventional Rail,175.9,7.7,380.0,8.53
Karnataka,Bagalkot,556.0,1893171,False,Mormugao Port,385.8,1556.5,1724.2,,Road Trucking,0.0,0.0,380.0,5.66
