state,district,sub_district,sub_district_code,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Andhra Pradesh,BAPATLA,INKOLLU,5110,KOTTA PANDILA PALLI,12.73,ICD Hyderabad (Sanathnagar),253.19,Krishnapatnam Port,173.43,Rajiv Gandhi International Airport (HYD),240.47,Petrapole ICP,1192.19
Andhra Pradesh,BAPATLA,JANAKAVARAM PANGULURU,5111,KADAVAKUDURU,21.31,ICD Hyderabad (Sanathnagar),246.12,Krishnapatnam Port,173.34,Rajiv Gandhi International Airport (HYD),232.81,Petrapole ICP,1199.66
Andhra Pradesh,BAPATLA,KARAMCHEDU,5109,JANDRAPETA,8.93,ICD Hyderabad (Sanathnagar),257.26,Krishnapatnam Port,178.17,Rajiv Gandhi International Airport (HYD),245.33,Petrapole ICP,1182.33
Andhra Pradesh,BAPATLA,KARLAPALEM,5092,APPIKATLA,4.28,ICD Hyderabad (Sanathnagar),273.76,Krishnapatnam Port,190.77,Rajiv Gandhi International Airport (HYD),263.81,Petrapole ICP,1156.17
Andhra Pradesh,BAPATLA,KOLLURU,5088,Vemuru,5.63,ICD Hyderabad (Sanathnagar),281.57,Krishnapatnam Port,223.1,Rajiv Gandhi International Airport (HYD),274.62,Petrapole ICP,1118.95
Andhra Pradesh,BAPATLA,KORISAPADU,5122,UPPUGUNDURU,16.46,ICD Hyderabad (Sanathnagar),252.34,Krishnapatnam Port,162.22,Rajiv Gandhi International Airport (HYD),238.2,Petrapole ICP,1209.56
Andhra Pradesh,BAPATLA,MARTURU,5106,VETAPALEMU,28.33,ICD Hyderabad (Sanathnagar),237.41,Krishnapatnam Port,185.41,Rajiv Gandhi International Airport (HYD),224.86,Petrapole ICP,1191.62
Andhra Pradesh,BAPATLA,NAGARAM,5095,Palikona,11.35,ICD Hyderabad (Sanathnagar),285.41,Krishnapatnam Port,201.53,Rajiv Gandhi International Airport (HYD),276.7,Petrapole ICP,1138.67
Andhra Pradesh,BAPATLA,NIZAMPATNAM,5094,Repalle,13.3,ICD Hyderabad (Sanathnagar),290.85,Krishnapatnam Port,195.7,Rajiv Gandhi International Airport (HYD),281.76,Petrapole ICP,1142.06
Andhra Pradesh,BAPATLA,PARUCHURU,5108,STUARTPURAM,14.99,ICD Hyderabad (Sanathnagar),253.58,Krishnapatnam Port,191.51,Rajiv Gandhi International Airport (HYD),242.85,Petrapole ICP,1169.04
Andhra Pradesh,BAPATLA,PITTALAVARIPALEM,5091,MACHAVARAM,9.55,ICD Hyderabad (Sanathnagar),277.63,Krishnapatnam Port,197.28,Rajiv Gandhi International Airport (HYD),268.37,Petrapole ICP,1147.04
Andhra Pradesh,BAPATLA,REPALLE,5096,Repalle,13.96,ICD Hyderabad (Sanathnagar),304.27,Krishnapatnam Port,196.65,Rajiv Gandhi International Airport (HYD),295.46,Petrapole ICP,1135.54
Andhra Pradesh,BAPATLA,SANTAMAGULURU,5104,SANTAMAGULUR,9.23,ICD Hyderabad (Sanathnagar),217.31,Krishnapatnam Port,200.7,Rajiv Gandhi International Airport (HYD),204.91,Petrapole ICP,1192.32
Andhra Pradesh,BAPATLA,Tsunduru,5085,VALIVERU,2.01,ICD Hyderabad (Sanathnagar),264.44,Krishnapatnam Port,216.34,Rajiv Gandhi International Airport (HYD),256.56,Petrapole ICP,1134.72
Andhra Pradesh,BAPATLA,VEMURU,5087,Vemuru,1.84,ICD Hyderabad (Sanathnagar),275.39,Krishnapatnam Port,220.36,Rajiv Gandhi International Airport (HYD),268.11,Petrapole ICP,1124.69
Andhra Pradesh,BAPATLA,VETAPALEM,5124,VETAPALEMU,2.54,ICD Hyderabad (Sanathnagar),268.1,Krishnapatnam Port,167.33,Rajiv Gandhi International Airport (HYD),255.7,Petrapole ICP,1187.07
Andhra Pradesh,BAPATLA,YADDANAPUDI,5107,CHIRALA,23.72,ICD Hyderabad (Sanathnagar),242.43,Krishnapatnam Port,189.62,Rajiv Gandhi International Airport (HYD),230.8,Petrapole ICP,1180.84
Andhra Pradesh,CHITTOOR,BAIREDDIPALLE,5423,MELPATTI,33.0,ICD Melpakkam,88.02,Chennai Port,182.48,Kempegowda International Airport (BLR),98.08,Petrapole ICP,1525.63
Andhra Pradesh,CHITTOOR,BANGARUPALEM,5429,CHITTOOR,20.8,ICD Melpakkam,56.12,Chennai Port,149.5,Kempegowda International Airport (BLR),130.51,Petrapole ICP,1495.47
Andhra Pradesh,CHITTOOR,CHITTOOR RURAL,5421,CHITTOOR,3.73,ICD Melpakkam,41.3,Chennai Port,132.9,Chennai International Airport (MAA),121.87,Petrapole ICP,1480.77
Andhra Pradesh,CHITTOOR,CHITTOOR URBAN,5421,CHITTOOR,1.54,ICD Melpakkam,38.24,Chennai Port,130.33,Chennai International Airport (MAA),119.09,Petrapole ICP,1480.86
Andhra Pradesh,CHITTOOR,CHOWDEPALLE,5413,Vayalpad,21.04,ICD Melpakkam,91.12,Chennai Port,179.85,Kempegowda International Airport (BLR),107.16,Petrapole ICP,1492.61
Andhra Pradesh,CHITTOOR,GANGADHARANELLORE,5420,SIDDAMPALLI,12.14,ICD Melpakkam,26.56,Chennai Port,116.14,Chennai International Airport (MAA),105.41,Petrapole ICP,1469.92
Andhra Pradesh,CHITTOOR,GANGAVARAM,5417,GUDIYATTAM,37.43,ICD Melpakkam,74.22,Chennai Port,167.19,Kempegowda International Airport (BLR),113.18,Petrapole ICP,1503.31
Andhra Pradesh,CHITTOOR,GUDIPALA,5431,RAMAPURAM,4.41,ICD Melpakkam,30.28,Chennai Port,124.77,Chennai International Airport (MAA),112.01,Petrapole ICP,1487.9
Andhra Pradesh,CHITTOOR,Gudupalle,5426,GUDUPULLI,3.75,ICD Whitefield,79.37,Chennai Port,219.55,Kempegowda International Airport (BLR),78.99,Petrapole ICP,1574.24
Andhra Pradesh,CHITTOOR,IRALA,5411,PUTALAPATTU,13.24,ICD Melpakkam,58.47,Chennai Port,145.5,Chennai International Airport (MAA),136.1,Petrapole ICP,1475.04
Andhra Pradesh,CHITTOOR,KARVETNAGAR,5408,VEPAGUNTA,15.39,ICD Melpakkam,33.88,Kamarajar Port (Ennore),98.55,Chennai International Airport (MAA),92.31,Petrapole ICP,1443.11
Andhra Pradesh,CHITTOOR,KUPPAM,5427,KUPPAM,4.76,ICD Whitefield,89.67,Chennai Port,211.3,Kempegowda International Airport (BLR),89.35,Petrapole ICP,1571.53
Andhra Pradesh,CHITTOOR,NAGARI,5406,NAGARI,1.83,ICD Melpakkam,31.91,Kamarajar Port (Ennore),78.45,Chennai International Airport (MAA),71.39,Petrapole ICP,1436.79
Andhra Pradesh,CHITTOOR,NINDRA,5404,NAGARI,14.67,ICD Melpakkam,44.1,Kamarajar Port (Ennore),68.23,Chennai International Airport (MAA),65.87,Petrapole ICP,1424.6
Andhra Pradesh,CHITTOOR,PALASAMUDRAM,5432,THALANGAI,22.96,ICD Melpakkam,14.8,Chennai Port,100.82,Chennai International Airport (MAA),90.09,Petrapole ICP,1462.07
Andhra Pradesh,CHITTOOR,PALMANER,5422,MELALATHUR,29.99,ICD Melpakkam,75.14,Chennai Port,169.26,Kempegowda International Airport (BLR),110.73,Petrapole ICP,1512.19
Andhra Pradesh,CHITTOOR,PEDDAPANJANI,5416,Vayalpad,38.46,ICD Melpakkam,84.81,Chennai Port,177.15,Kempegowda International Airport (BLR),104.08,Petrapole ICP,1505.52
Andhra Pradesh,CHITTOOR,PENUMUR,5409,PUTALAPATTU,10.07,ICD Melpakkam,38.62,Chennai Port,122.34,Chennai International Airport (MAA),113.2,Petrapole ICP,1462.91
Andhra Pradesh,CHITTOOR,PULICHERLA,5395,Mangalampeta,1.64,ICD Melpakkam,67.15,Krishnapatnam Port,137.11,Chennai International Airport (MAA),136.0,Petrapole ICP,1452.95
Andhra Pradesh,CHITTOOR,PUNGUNURU,5415,Vayalpad,26.55,ICD Melpakkam,99.91,Chennai Port,190.47,Kempegowda International Airport (BLR),94.59,Petrapole ICP,1504.23
Andhra Pradesh,CHITTOOR,PUTHALAPATTU,5410,PUTALAPATTU,2.64,ICD Melpakkam,45.88,Chennai Port,132.01,Chennai International Airport (MAA),122.59,Petrapole ICP,1469.09
Andhra Pradesh,CHITTOOR,RAMAKUPPAM,5428,VINNAMANGALAM,21.62,ICD Melpakkam,99.68,Chennai Port,193.15,Kempegowda International Airport (BLR),96.62,Petrapole ICP,1550.64
Andhra Pradesh,CHITTOOR,ROMPICHERLA,5373,Pulicherla,11.09,ICD Melpakkam,80.21,Krishnapatnam Port,133.31,Chennai International Airport (MAA),145.66,Petrapole ICP,1445.45
Andhra Pradesh,CHITTOOR,SANTHIPURAM,5425,GUDUPULLI,13.36,ICD Whitefield,86.77,Chennai Port,208.65,Kempegowda International Airport (BLR),82.16,Petrapole ICP,1560.84
Andhra Pradesh,CHITTOOR,SODAM,5394,Piler,10.93,ICD Melpakkam,77.88,Krishnapatnam Port,152.79,Kempegowda International Airport (BLR),134.99,Petrapole ICP,1465.8
Andhra Pradesh,CHITTOOR,SOMALA,5412,Kallkiri,22.12,ICD Melpakkam,74.12,Kamarajar Port (Ennore),160.54,Kempegowda International Airport (BLR),126.16,Petrapole ICP,1479.28
Andhra Pradesh,CHITTOOR,SRIRANGARAJAPURAM,5419,RVS NAGAR,22.28,ICD Melpakkam,24.56,Chennai Port,106.67,Chennai International Airport (MAA),97.09,Petrapole ICP,1458.66
Andhra Pradesh,CHITTOOR,THAVANAMPALLE,5418,RVS NAGAR,16.83,ICD Melpakkam,54.84,Chennai Port,145.43,Chennai International Airport (MAA),134.91,Petrapole ICP,1483.65
Andhra Pradesh,CHITTOOR,VEDURUKUPPAM,5397,PANAPAKAM,14.92,ICD Melpakkam,38.58,Kamarajar Port (Ennore),111.56,Chennai International Airport (MAA),104.83,Petrapole ICP,1449.74
Andhra Pradesh,CHITTOOR,VENKATAGIRIKOTA,5424,Coromandel,30.21,ICD Melpakkam,96.25,Chennai Port,190.75,Kempegowda International Airport (BLR),91.81,Petrapole ICP,1537.5
Andhra Pradesh,CHITTOOR,VIJAYAPURAM,5405,PONPADI,14.12,ICD Melpakkam,38.56,Chennai Port,65.29,Chennai International Airport (MAA),58.45,Petrapole ICP,1431.49
Andhra Pradesh,CHITTOOR,YADAMARI,5430,PEYANAPALLI,14.59,ICD Melpakkam,45.27,Chennai Port,139.5,Chennai International Airport (MAA),127.09,Petrapole ICP,1494.58
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,AINAVALLI,4933,ANAPARTI,30.85,ICD Hyderabad (Sanathnagar),384.1,Visakhapatnam Port,167.5,Visakhapatnam International Airport (VTZ),170.49,Petrapole ICP,989.27
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,ALAMURUI,4925,KADIYAN,11.65,ICD Hyderabad (Sanathnagar),364.89,Visakhapatnam Port,169.57,Visakhapatnam International Airport (VTZ),172.2,Petrapole ICP,988.37
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,ALLAVARAM,4940,Palakollu,31.05,ICD Hyderabad (Sanathnagar),387.19,Visakhapatnam Port,184.45,Visakhapatnam International Airport (VTZ),187.61,Petrapole ICP,1006.72
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,AMALAPURAM,4941,Palakollu,30.7,ICD Hyderabad (Sanathnagar),383.39,Visakhapatnam Port,175.99,Visakhapatnam International Airport (VTZ),179.04,Petrapole ICP,998.02
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,AMBAJIPETA,4935,Palakollu,25.99,ICD Hyderabad (Sanathnagar),377.15,Visakhapatnam Port,178.27,Visakhapatnam International Airport (VTZ),181.24,Petrapole ICP,999.93
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,ATREYAPURAM,4919,KADIYAN,8.29,ICD Hyderabad (Sanathnagar),353.34,Visakhapatnam Port,176.18,Visakhapatnam International Airport (VTZ),178.66,Petrapole ICP,992.83
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,I POLAVARAM,4931,Kakinada Port,30.58,ICD Hyderabad (Sanathnagar),405.19,Visakhapatnam Port,150.96,Visakhapatnam International Airport (VTZ),154.15,Petrapole ICP,973.23
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,KAPILESWARAPURAM,4928,DWARAPUDI,17.21,ICD Hyderabad (Sanathnagar),372.42,Visakhapatnam Port,167.17,Visakhapatnam International Airport (VTZ),169.93,Petrapole ICP,987.32
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,KATRENIKONA,4943,Kakinada Port,42.38,ICD Hyderabad (Sanathnagar),404.19,Visakhapatnam Port,162.19,Visakhapatnam International Airport (VTZ),165.45,Petrapole ICP,984.38
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,KOTIPALLI GANGAVARAM,4929,ANAPARTI,25.32,ICD Hyderabad (Sanathnagar),385.86,Visakhapatnam Port,160.05,Visakhapatnam International Airport (VTZ),162.99,Petrapole ICP,981.6
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,KOTTAPETA,4927,KADIYAN,25.39,ICD Hyderabad (Sanathnagar),370.87,Visakhapatnam Port,175.11,Visakhapatnam International Airport (VTZ),177.94,Petrapole ICP,995.8
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,MALIKIPURAM,4938,Narasapur,19.4,ICD Hyderabad (Sanathnagar),376.38,Visakhapatnam Port,198.16,Visakhapatnam International Airport (VTZ),201.25,Petrapole ICP,1020.33
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,MAMIDIKUDURU,4936,Palakollu,23.29,ICD Hyderabad (Sanathnagar),379.45,Visakhapatnam Port,188.67,Visakhapatnam International Airport (VTZ),191.75,Petrapole ICP,1010.81
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,MANDAPETA,4920,DWARAPUDI,3.57,ICD Hyderabad (Sanathnagar),367.22,Visakhapatnam Port,161.58,Visakhapatnam International Airport (VTZ),164.14,Petrapole ICP,979.6
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,MUMMIDIVARAM,4932,ANAPARTI,35.13,ICD Hyderabad (Sanathnagar),393.17,Visakhapatnam Port,161.42,Visakhapatnam International Airport (VTZ),164.5,Petrapole ICP,983.57
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,P.GANNAVARAM,4934,Palakollu,20.24,ICD Hyderabad (Sanathnagar),372.18,Visakhapatnam Port,183.48,Visakhapatnam International Airport (VTZ),186.41,Petrapole ICP,1004.91
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,RAMACHANDRAPURAM,4924,BIKKAVOLU,17.06,ICD Hyderabad (Sanathnagar),383.87,Visakhapatnam Port,154.09,Visakhapatnam International Airport (VTZ),156.92,Petrapole ICP,974.9
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,RAVULAPALEM,4926,TANUKU,16.4,ICD Hyderabad (Sanathnagar),361.16,Visakhapatnam Port,177.85,Visakhapatnam International Airport (VTZ),180.53,Petrapole ICP,996.99
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,RAYAVARAM,4921,ANAPARTI,10.79,ICD Hyderabad (Sanathnagar),375.71,Visakhapatnam Port,158.47,Visakhapatnam International Airport (VTZ),161.18,Petrapole ICP,978.2
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,RAZOLE,4937,Palakollu,15.46,ICD Hyderabad (Sanathnagar),371.64,Visakhapatnam Port,196.3,Visakhapatnam International Airport (VTZ),199.32,Petrapole ICP,1018.21
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,SAKHINETIPALLE,4939,Narasapur,9.68,ICD Hyderabad (Sanathnagar),365.37,Visakhapatnam Port,209.89,Visakhapatnam International Airport (VTZ),212.92,Petrapole ICP,1031.8
Andhra Pradesh,DR.B.R.AMBEDKAR KONASEEMA,UPPALAGUPTAM,4942,Palakollu,39.26,ICD Hyderabad (Sanathnagar),393.92,Visakhapatnam Port,173.93,Visakhapatnam International Airport (VTZ),177.12,Petrapole ICP,996.21
Andhra Pradesh,EAST GODAVARI,ANAPARTHI,4917,ANAPARTI,4.55,ICD Hyderabad (Sanathnagar),373.05,Visakhapatnam Port,156.25,Visakhapatnam International Airport (VTZ),158.86,Petrapole ICP,974.96
Andhra Pradesh,EAST GODAVARI,BIKKAVOLU,4916,BIKKAVOLU,2.28,ICD Hyderabad (Sanathnagar),377.2,Visakhapatnam Port,149.0,Visakhapatnam International Airport (VTZ),151.58,Petrapole ICP,967.5
Andhra Pradesh,EAST GODAVARI,CHAGALLU,4959,CHAGALLU,5.54,ICD Hyderabad (Sanathnagar),336.83,Visakhapatnam Port,183.49,Visakhapatnam International Airport (VTZ),185.68,Petrapole ICP,995.28
Andhra Pradesh,EAST GODAVARI,DEVARAPALLI,4957,CHAGALLU,16.09,ICD Hyderabad (Sanathnagar),326.7,Visakhapatnam Port,189.51,Visakhapatnam International Airport (VTZ),191.54,Petrapole ICP,998.01
Andhra Pradesh,EAST GODAVARI,GOKAVARAM,4897,GODAVARI,29.64,ICD Hyderabad (Sanathnagar),358.9,Visakhapatnam Port,147.45,Visakhapatnam International Airport (VTZ),149.27,Petrapole ICP,954.81
Andhra Pradesh,EAST GODAVARI,GOPALAPURAM,4951,PASIVEDALA,23.7,ICD Hyderabad (Sanathnagar),322.97,Visakhapatnam Port,187.06,Visakhapatnam International Airport (VTZ),188.88,Petrapole ICP,991.28
Andhra Pradesh,EAST GODAVARI,KADIAM,4918,KADIYAN,2.03,ICD Hyderabad (Sanathnagar),358.65,Visakhapatnam Port,168.93,Visakhapatnam International Airport (VTZ),171.4,Petrapole ICP,985.74
Andhra Pradesh,EAST GODAVARI,KORUKONDA,4905,GODAVARI,17.73,ICD Hyderabad (Sanathnagar),354.47,Visakhapatnam Port,156.22,Visakhapatnam International Airport (VTZ),158.21,Petrapole ICP,966.02
Andhra Pradesh,EAST GODAVARI,KOVVURU,4958,PASIVEDALA,7.66,ICD Hyderabad (Sanathnagar),335.28,Visakhapatnam Port,182.27,Visakhapatnam International Airport (VTZ),184.38,Petrapole ICP,992.7
Andhra Pradesh,EAST GODAVARI,NALLAJERLA,4956,UNGUTURU,14.54,ICD Hyderabad (Sanathnagar),312.08,Visakhapatnam Port,207.21,Visakhapatnam International Airport (VTZ),209.24,Petrapole ICP,1014.85
Andhra Pradesh,EAST GODAVARI,NIDADAVOLE,4960,NIDADAVOLU JN,2.96,ICD Hyderabad (Sanathnagar),339.17,Visakhapatnam Port,185.26,Visakhapatnam International Airport (VTZ),187.55,Petrapole ICP,998.79
Andhra Pradesh,EAST GODAVARI,PERAVALLI,4971,TANUKU,7.54,ICD Hyderabad (Sanathnagar),352.08,Visakhapatnam Port,184.61,Visakhapatnam International Airport (VTZ),187.19,Petrapole ICP,1002.52
Andhra Pradesh,EAST GODAVARI,RAJAMAHENDRAVARAM RURAL,4907,GODAVARI,6.65,ICD Hyderabad (Sanathnagar),351.67,Visakhapatnam Port,164.02,Visakhapatnam International Airport (VTZ),166.16,Petrapole ICP,976.03
Andhra Pradesh,EAST GODAVARI,RAJAMAHENDRAVARAM URBAN,4906,GODAVARI,1.78,ICD Hyderabad (Sanathnagar),351.5,Visakhapatnam Port,167.25,Visakhapatnam International Airport (VTZ),169.48,Petrapole ICP,980.51
Andhra Pradesh,EAST GODAVARI,RAJANAGARAM,4908,KESAVARAM,13.36,ICD Hyderabad (Sanathnagar),361.82,Visakhapatnam Port,155.45,Visakhapatnam International Airport (VTZ),157.71,Petrapole ICP,969.56
Andhra Pradesh,EAST GODAVARI,RANGAMPETA,4909,BALABHADRAPURAM,9.5,ICD Hyderabad (Sanathnagar),372.84,Visakhapatnam Port,145.61,Visakhapatnam International Airport (VTZ),147.97,Petrapole ICP,961.57
Andhra Pradesh,EAST GODAVARI,SEETHANAGARAM,4896,KOVVUR,17.39,ICD Hyderabad (Sanathnagar),341.39,Visakhapatnam Port,168.12,Visakhapatnam International Airport (VTZ),170.0,Petrapole ICP,975.04
Andhra Pradesh,EAST GODAVARI,THALLAPUDI,4950,PASIVEDALA,14.48,ICD Hyderabad (Sanathnagar),335.29,Visakhapatnam Port,176.41,Visakhapatnam International Airport (VTZ),178.34,Petrapole ICP,983.79
Andhra Pradesh,EAST GODAVARI,UNDRAJAVARAM,4970,SATYAVADA,1.51,ICD Hyderabad (Sanathnagar),344.64,Visakhapatnam Port,187.77,Visakhapatnam International Airport (VTZ),190.25,Petrapole ICP,1004.05
Andhra Pradesh,ELURU,AGIRIPALLE,5005,TELAPROLU,15.02,ICD Hyderabad (Sanathnagar),257.52,Visakhapatnam Port,276.88,Rajiv Gandhi International Airport (HYD),255.22,Petrapole ICP,1081.06
Andhra Pradesh,ELURU,BHIMADOLU,4963,BHIMADOLU,6.15,ICD Hyderabad (Sanathnagar),305.65,Visakhapatnam Port,226.66,Visakhapatnam International Airport (VTZ),228.91,Petrapole ICP,1037.82
Andhra Pradesh,ELURU,BUTTAIGUDEM,4948,PASIVEDALA,44.44,ICD Hyderabad (Sanathnagar),307.09,Visakhapatnam Port,196.79,Visakhapatnam International Airport (VTZ),198.28,Petrapole ICP,992.29
Andhra Pradesh,ELURU,CHATRAYI,5001,VATLUR,36.17,ICD Hyderabad (Sanathnagar),258.56,Visakhapatnam Port,256.48,Visakhapatnam International Airport (VTZ),258.2,Petrapole ICP,1052.83
Andhra Pradesh,ELURU,CHINTALAPUDI,4944,DENDULURU,41.34,ICD Hyderabad (Sanathnagar),264.6,Visakhapatnam Port,245.06,Visakhapatnam International Airport (VTZ),246.65,Petrapole ICP,1038.73
Andhra Pradesh,ELURU,DENDULURU,4967,DENDULURU,1.16,ICD Hyderabad (Sanathnagar),292.97,Visakhapatnam Port,236.85,Visakhapatnam International Airport (VTZ),238.99,Petrapole ICP,1045.4
Andhra Pradesh,ELURU,DWARAKATIRUMALA,4955,BHIMADOLU,14.91,ICD Hyderabad (Sanathnagar),297.65,Visakhapatnam Port,221.42,Visakhapatnam International Airport (VTZ),223.38,Petrapole ICP,1026.65
Andhra Pradesh,ELURU,ELURU RURAL,4966,ELURU,10.78,ICD Hyderabad (Sanathnagar),299.84,Visakhapatnam Port,240.01,Visakhapatnam International Airport (VTZ),242.33,Petrapole ICP,1052.15
Andhra Pradesh,ELURU,ELURU URBAN,4966,POWERPET,1.33,ICD Hyderabad (Sanathnagar),288.48,Visakhapatnam Port,246.98,Visakhapatnam International Airport (VTZ),249.18,Petrapole ICP,1056.43
Andhra Pradesh,ELURU,JANGAREDDIGUDEM,4953,KAIKORAM,32.11,ICD Hyderabad (Sanathnagar),300.48,Visakhapatnam Port,210.0,Visakhapatnam International Airport (VTZ),211.75,Petrapole ICP,1010.7
Andhra Pradesh,ELURU,JILUGUMILLI,4947,BHIMADOLU,46.85,ICD Hyderabad (Sanathnagar),289.32,Visakhapatnam Port,215.34,Visakhapatnam International Airport (VTZ),216.82,Petrapole ICP,1008.57
Andhra Pradesh,ELURU,KAIKALUR,5016,PALLEVADA,1.28,ICD Hyderabad (Sanathnagar),311.4,Visakhapatnam Port,235.35,Visakhapatnam International Airport (VTZ),237.81,Petrapole ICP,1050.32
Andhra Pradesh,ELURU,KALIDINDI,5017,PALLEVADA,9.52,ICD Hyderabad (Sanathnagar),315.99,Visakhapatnam Port,239.98,Visakhapatnam International Airport (VTZ),242.55,Petrapole ICP,1056.8
Andhra Pradesh,ELURU,KAMAVARAPUKOTA,4954,SITAMPET,19.43,ICD Hyderabad (Sanathnagar),287.92,Visakhapatnam Port,229.18,Visakhapatnam International Airport (VTZ),231.05,Petrapole ICP,1031.82
Andhra Pradesh,ELURU,KOYYALAGUDEM,4952,UNGUTURU,30.67,ICD Hyderabad (Sanathnagar),312.54,Visakhapatnam Port,198.43,Visakhapatnam International Airport (VTZ),200.24,Petrapole ICP,1001.55
Andhra Pradesh,ELURU,KUKNURU,4735,Panduranga Pura,39.27,ICD Hyderabad (Sanathnagar),276.43,Visakhapatnam Port,221.61,Visakhapatnam International Airport (VTZ),222.46,Petrapole ICP,994.61
Andhra Pradesh,ELURU,LINGAPALEM,4945,DENDULURU,22.34,ICD Hyderabad (Sanathnagar),275.26,Visakhapatnam Port,243.69,Visakhapatnam International Airport (VTZ),245.55,Petrapole ICP,1045.11
Andhra Pradesh,ELURU,MANDAVALLI,5015,MANDAVALLI,2.27,ICD Hyderabad (Sanathnagar),298.78,Visakhapatnam Port,251.56,Visakhapatnam International Airport (VTZ),253.98,Petrapole ICP,1065.49
Andhra Pradesh,ELURU,MUDINEPALLE,5020,MOKHASA KALVPDI,7.75,ICD Hyderabad (Sanathnagar),305.3,Visakhapatnam Port,254.45,Visakhapatnam International Airport (VTZ),256.99,Petrapole ICP,1070.5
Andhra Pradesh,ELURU,MUSUNURU,5002,VATLUR,20.14,ICD Hyderabad (Sanathnagar),268.0,Visakhapatnam Port,255.64,Visakhapatnam International Airport (VTZ),257.57,Petrapole ICP,1057.92
Andhra Pradesh,ELURU,NIDAMARRU,4968,CHEBROL,10.89,ICD Hyderabad (Sanathnagar),318.15,Visakhapatnam Port,218.2,Visakhapatnam International Airport (VTZ),220.58,Petrapole ICP,1032.06
Andhra Pradesh,ELURU,NUZVID,5003,NUZVID,19.19,ICD Hyderabad (Sanathnagar),259.5,Visakhapatnam Port,268.78,Rajiv Gandhi International Airport (HYD),258.14,Petrapole ICP,1071.36
Andhra Pradesh,ELURU,POLAVARAM,4949,KOVVUR,37.81,ICD Hyderabad (Sanathnagar),326.4,Visakhapatnam Port,176.29,Visakhapatnam International Airport (VTZ),177.76,Petrapole ICP,973.69
Andhra Pradesh,ELURU,Pedapadu,4965,VATLUR,5.68,ICD Hyderabad (Sanathnagar),285.79,Visakhapatnam Port,254.18,Visakhapatnam International Airport (VTZ),256.42,Petrapole ICP,1064.32
Andhra Pradesh,ELURU,Pedavegi,4964,ELURU,9.64,ICD Hyderabad (Sanathnagar),284.21,Visakhapatnam Port,243.62,Visakhapatnam International Airport (VTZ),245.68,Petrapole ICP,1050.14
Andhra Pradesh,ELURU,TALAVANCHI NARASAPURAM,4946,SITAMPET,35.06,ICD Hyderabad (Sanathnagar),282.22,Visakhapatnam Port,227.36,Visakhapatnam International Airport (VTZ),229.01,Petrapole ICP,1024.14
Andhra Pradesh,ELURU,UNGUTURU,4962,UNGUTURU,0.7,ICD Hyderabad (Sanathnagar),317.07,Visakhapatnam Port,211.16,Visakhapatnam International Airport (VTZ),213.4,Petrapole ICP,1022.8
Andhra Pradesh,ELURU,Velairpadu,4734,Panduranga Pura,60.28,ICD Hyderabad (Sanathnagar),294.23,Visakhapatnam Port,204.76,Visakhapatnam International Airport (VTZ),205.83,Petrapole ICP,987.63
Andhra Pradesh,GUNTUR,CHEBROLU,5079,VEJANDLA,2.29,ICD Hyderabad (Sanathnagar),254.27,Krishnapatnam Port,219.34,Rajiv Gandhi International Airport (HYD),246.38,Petrapole ICP,1137.85
Andhra Pradesh,GUNTUR,DUGGIRALA,5076,MORAMPUDI,1.05,ICD Hyderabad (Sanathnagar),257.08,Krishnapatnam Port,235.52,Rajiv Gandhi International Airport (HYD),250.82,Petrapole ICP,1119.81
Andhra Pradesh,GUNTUR,GUNTUR EAST,5074,Manipuram Cabin,2.86,ICD Hyderabad (Sanathnagar),246.65,Krishnapatnam Port,225.0,Rajiv Gandhi International Airport (HYD),239.06,Petrapole ICP,1136.98
Andhra Pradesh,GUNTUR,GUNTUR WEST,5074,NALLAPADU,1.53,ICD Hyderabad (Sanathnagar),239.52,Krishnapatnam Port,225.97,Rajiv Gandhi International Airport (HYD),231.77,Petrapole ICP,1140.91
