village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Sadhauli,Purnia,211,223551,village,KASBA,6.01,ICD Siliguri,130.71,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,371.24,Jay Prakash Narayan International Airport (PAT),236.78,Jogbani ICP,58.59
Banaili,Purnia,211,223548,village,GARH BANAILI,8.03,ICD Siliguri,129.07,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,375.64,Jay Prakash Narayan International Airport (PAT),235.65,Jogbani ICP,54.15
Ahmadpur Pahi,Araria,209,221725,village,HALDITA BIHAR,2.43,ICD Siliguri,121.77,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,402.35,Jay Prakash Narayan International Airport (PAT),230.92,Jogbani ICP,27.21
Ahmadpur,Araria,209,221560,village,HALDITA BIHAR,1.14,ICD Siliguri,121.13,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,403.79,Jay Prakash Narayan International Airport (PAT),231.18,Jogbani ICP,25.8
Ajitnagar,Araria,209,221531,village,Lalitgram,14.74,ICD Siliguri,138.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,419.8,Jay Prakash Narayan International Airport (PAT),210.5,Jogbani ICP,21.29
Akarthappa,Araria,209,221679,village,Harapatti,11.84,ICD Siliguri,151.67,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,393.21,Jay Prakash Narayan International Airport (PAT),202.93,Jogbani ICP,45.18
Jogbani (MCl),Araria,209,801305,village,JOGBANI,2.65,ICD Siliguri,120.18,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,429.76,Jay Prakash Narayan International Airport (PAT),229.35,Jogbani ICP,0.93
Amgachhi,Araria,209,221952,village,JOGBANI,22.99,ICD Siliguri,96.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,428.25,Jay Prakash Narayan International Airport (PAT),253.37,Jogbani ICP,23.61
Amgachhi,Araria,209,221589,village,JOGBANI,7.63,ICD Siliguri,114.3,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,425.55,Jay Prakash Narayan International Airport (PAT),235.09,Jogbani ICP,6.66
Amgachhi Milik,Araria,209,221954,village,JOGBANI,20.76,ICD Siliguri,98.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,428.94,Jay Prakash Narayan International Airport (PAT),251.34,Jogbani ICP,21.44
Amgachhi Milik Arazi,Araria,209,221953,village,JOGBANI,20.7,ICD Siliguri,98.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,427.86,Jay Prakash Narayan International Airport (PAT),250.97,Jogbani ICP,21.25
Amhara,Araria,209,221583,village,DHOLBAJA,5.72,ICD Siliguri,116.67,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,418.52,Jay Prakash Narayan International Airport (PAT),233.03,Jogbani ICP,11.62
Amrori,Araria,209,221494,village,Lalitgram,10.82,ICD Siliguri,132.6,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,435.46,Jay Prakash Narayan International Airport (PAT),217.59,Jogbani ICP,14.71
Barhuwa,Araria,209,222123,village,KUSIARGAON,10.96,ICD Siliguri,106.05,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,393.66,Jay Prakash Narayan International Airport (PAT),251.35,Jogbani ICP,42.91
Bela,Araria,209,221488,village,Lalitgram,23.83,ICD Siliguri,134.23,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,454.9,Jay Prakash Narayan International Airport (PAT),220.92,Jogbani ICP,28.87
Anchraand Hanuman nagar,Araria,209,221498,village,Lalitgram,8.7,ICD Siliguri,134.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,433.95,Jay Prakash Narayan International Airport (PAT),215.45,Jogbani ICP,16.01
Arraha,Araria,209,221536,village,GOGIPOTHIA HALT,9.81,ICD Siliguri,132.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,413.07,Jay Prakash Narayan International Airport (PAT),218.02,Jogbani ICP,19.73
Arraha Madarganj,Araria,209,221557,village,SIMRAHA,1.01,ICD Siliguri,122.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,408.4,Jay Prakash Narayan International Airport (PAT),228.37,Jogbani ICP,21.04
Artia,Araria,209,222143,village,KUSIARGAON,16.45,ICD Siliguri,100.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,397.48,Jay Prakash Narayan International Airport (PAT),255.82,Jogbani ICP,42.72
Asabhag,Araria,209,221931,village,JOGBANI,11.34,ICD Siliguri,109.33,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,425.57,Jay Prakash Narayan International Airport (PAT),240.07,Jogbani ICP,11.12
Asura Kalan Khola,Araria,209,221922,village,JOGBANI,18.36,ICD Siliguri,100.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,430.29,Jay Prakash Narayan International Airport (PAT),249.29,Jogbani ICP,19.19
Asuri,Araria,209,221593,village,FORBESGANJ,7.13,ICD Siliguri,115.2,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,423.41,Jay Prakash Narayan International Airport (PAT),234.22,Jogbani ICP,7.67
Aulabari,Araria,209,221995,village,ARARIYA,26.34,ICD Siliguri,92.91,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,417.39,Jay Prakash Narayan International Airport (PAT),257.46,Jogbani ICP,31.36
Aurahi,Araria,209,221558,village,SIMRAHA,2.02,ICD Siliguri,122.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,406.39,Jay Prakash Narayan International Airport (PAT),229.32,Jogbani ICP,23.07
Azamnagar,Araria,209,221854,village,KUSIARGAON,1.09,ICD Siliguri,116.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,389.4,Jay Prakash Narayan International Airport (PAT),241.5,Jogbani ICP,42.19
Azmatpur,Araria,209,221846,village,ARARIYA COURT,5.23,ICD Siliguri,110.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,398.43,Jay Prakash Narayan International Airport (PAT),244.17,Jogbani ICP,35.0
Bagesari,Araria,209,222129,village,KUSIARGAON,8.46,ICD Siliguri,108.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,395.37,Jay Prakash Narayan International Airport (PAT),247.69,Jogbani ICP,39.45
Bhagtira,Araria,209,221906,village,JOGBANI,19.44,ICD Siliguri,100.84,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,425.03,Jay Prakash Narayan International Airport (PAT),248.59,Jogbani ICP,19.62
Baghmara,Araria,209,221582,village,DHOLBAJA,8.19,ICD Siliguri,114.18,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,419.74,Jay Prakash Narayan International Airport (PAT),235.45,Jogbani ICP,11.57
Bhag Parasi,Araria,209,221947,village,FORBESGANJ,8.95,ICD Siliguri,113.4,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,423.96,Jay Prakash Narayan International Airport (PAT),236.02,Jogbani ICP,8.5
Baghua,Araria,209,221631,village,BATHNAHA,3.62,ICD Siliguri,119.25,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,427.24,Jay Prakash Narayan International Airport (PAT),230.18,Jogbani ICP,2.22
Baghua Dibiganj,Araria,209,221518,village,BATHNAHA,9.26,ICD Siliguri,131.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,424.63,Jay Prakash Narayan International Airport (PAT),217.41,Jogbani ICP,13.26
Bagmara,Araria,209,222138,village,ARARIYA COURT,15.7,ICD Siliguri,100.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,399.17,Jay Prakash Narayan International Airport (PAT),254.7,Jogbani ICP,40.66
Bagnagar,Araria,209,222183,village,SATR HALT,3.15,ICD Siliguri,115.55,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,385.61,Jay Prakash Narayan International Airport (PAT),244.92,Jogbani ICP,46.91
Bagulaha,Araria,209,221790,village,Banmankhi Junction,18.06,ICD Siliguri,138.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,396.15,Jay Prakash Narayan International Airport (PAT),215.11,Jogbani ICP,36.14
Baharbari,Araria,209,222161,village,KUSIARGAON,18.03,ICD Siliguri,99.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,393.16,Jay Prakash Narayan International Airport (PAT),258.74,Jogbani ICP,47.99
Bahgi,Araria,209,221801,village,ARARIYA COURT,11.03,ICD Siliguri,104.81,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,402.34,Jay Prakash Narayan International Airport (PAT),248.94,Jogbani ICP,34.35
Banmali,Araria,209,221917,village,JOGBANI,17.09,ICD Siliguri,102.69,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,426.28,Jay Prakash Narayan International Airport (PAT),246.71,Jogbani ICP,17.36
Baijnathpur,Araria,209,221630,village,JOGBANI,4.29,ICD Siliguri,118.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,427.43,Jay Prakash Narayan International Airport (PAT),231.15,Jogbani ICP,2.35
Baijnathpur,Araria,209,221787,village,Banmankhi Junction,14.9,ICD Siliguri,137.96,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,391.08,Jay Prakash Narayan International Airport (PAT),217.9,Jogbani ICP,40.02
Baijnathpur,Araria,209,221609,village,GOGIPOTHIA HALT,1.41,ICD Siliguri,121.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,414.91,Jay Prakash Narayan International Airport (PAT),229.04,Jogbani ICP,14.53
Baiju Patti Milik,Araria,209,221693,village,Janakinagar,13.9,ICD Siliguri,146.77,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,393.45,Jay Prakash Narayan International Airport (PAT),207.87,Jogbani ICP,42.08
Bairgachhi,Araria,209,221999,village,HALDITA BIHAR,21.15,ICD Siliguri,100.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,417.61,Jay Prakash Narayan International Airport (PAT),249.51,Jogbani ICP,23.94
Bairgachhi,Araria,209,221858,village,ARARIYA COURT,6.43,ICD Siliguri,109.79,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,397.28,Jay Prakash Narayan International Airport (PAT),245.52,Jogbani ICP,36.67
Bakhri Milik,Araria,209,221903,village,JOGBANI,19.09,ICD Siliguri,103.04,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,422.09,Jay Prakash Narayan International Airport (PAT),246.53,Jogbani ICP,18.85
Hata Bakhri,Araria,209,221902,village,FORBESGANJ,18.19,ICD Siliguri,104.01,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,422.05,Jay Prakash Narayan International Airport (PAT),245.55,Jogbani ICP,17.96
Balua,Araria,209,222007,village,ARARIYA COURT,27.94,ICD Siliguri,90.46,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,416.89,Jay Prakash Narayan International Airport (PAT),260.1,Jogbani ICP,34.09
Balchanda,Araria,209,221910,village,JOGBANI,14.93,ICD Siliguri,105.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,425.15,Jay Prakash Narayan International Airport (PAT),243.83,Jogbani ICP,14.92
Balua,Araria,209,222098,village,ARARIYA COURT,16.06,ICD Siliguri,99.72,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,403.2,Jay Prakash Narayan International Airport (PAT),254.15,Jogbani ICP,37.27
Balua,Araria,209,221574,village,SIMRAHA,8.86,ICD Siliguri,113.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,413.16,Jay Prakash Narayan International Airport (PAT),237.07,Jogbani ICP,18.34
Banbhag,Araria,209,221715,village,SIMRAHA,6.27,ICD Siliguri,126.95,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,403.69,Jay Prakash Narayan International Airport (PAT),225.16,Jogbani ICP,25.98
Bankora,Araria,209,222149,village,KUSIARGAON,17.13,ICD Siliguri,100.36,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,394.07,Jay Prakash Narayan International Airport (PAT),257.65,Jogbani ICP,46.56
Bansbari,Araria,209,221827,village,ARARIYA,7.74,ICD Siliguri,110.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,405.61,Jay Prakash Narayan International Airport (PAT),242.04,Jogbani ICP,27.59
Bara,Araria,209,221604,village,SIMRAHA,2.07,ICD Siliguri,119.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,409.68,Jay Prakash Narayan International Airport (PAT),231.05,Jogbani ICP,19.91
Bara Istamrar,Araria,209,222156,village,KUSIARGAON,20.13,ICD Siliguri,98.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,392.24,Jay Prakash Narayan International Airport (PAT),260.95,Jogbani ICP,50.21
Baradbata,Araria,209,222024,village,ARARIYA COURT,23.3,ICD Siliguri,93.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,410.35,Jay Prakash Narayan International Airport (PAT),258.95,Jogbani ICP,36.45
Barhara,Araria,209,221507,village,Lalitgram,10.51,ICD Siliguri,136.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,425.44,Jay Prakash Narayan International Airport (PAT),212.48,Jogbani ICP,17.86
Barahmasia,Araria,209,221986,village,ARARIYA,33.05,ICD Siliguri,86.99,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,422.08,Jay Prakash Narayan International Airport (PAT),262.86,Jogbani ICP,34.76
Barahmasia Istamrar,Araria,209,221988,village,ARARIYA,31.73,ICD Siliguri,87.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,420.44,Jay Prakash Narayan International Airport (PAT),262.32,Jogbani ICP,34.8
Barahmasia Ranikatta,Araria,209,221985,village,ARARIYA,31.64,ICD Siliguri,88.31,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,421.21,Jay Prakash Narayan International Airport (PAT),261.61,Jogbani ICP,33.82
Barahmasia Simalbani,Araria,209,221987,village,ARARIYA COURT,32.18,ICD Siliguri,86.69,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,419.9,Jay Prakash Narayan International Airport (PAT),263.48,Jogbani ICP,36.12
Baraili,Araria,209,222062,village,ARARIYA COURT,22.36,ICD Siliguri,94.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,399.95,Jay Prakash Narayan International Airport (PAT),261.36,Jogbani ICP,45.03
Barakamatchistipur,Araria,209,221838,village,ARARIYA,3.72,ICD Siliguri,113.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,401.73,Jay Prakash Narayan International Airport (PAT),239.76,Jogbani ICP,30.05
Barantpur,Araria,209,221632,village,BATHNAHA,3.58,ICD Siliguri,119.18,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,425.9,Jay Prakash Narayan International Airport (PAT),230.21,Jogbani ICP,3.57
Bardaha,Araria,209,221506,village,Lalitgram,6.71,ICD Siliguri,140.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,427.85,Jay Prakash Narayan International Airport (PAT),209.41,Jogbani ICP,20.78
Bardaha,Araria,209,221970,village,ARARIYA,24.44,ICD Siliguri,97.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,419.26,Jay Prakash Narayan International Airport (PAT),252.93,Jogbani ICP,26.21
Bardenga,Araria,209,222171,village,SATR HALT,12.25,ICD Siliguri,106.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,387.26,Jay Prakash Narayan International Airport (PAT),254.15,Jogbani ICP,49.82
Bairgachhi,Araria,209,222114,village,KUSIARGAON,21.55,ICD Siliguri,95.48,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,398.02,Jay Prakash Narayan International Airport (PAT),261.2,Jogbani ICP,46.24
Bargaon,Araria,209,222046,village,ARARIYA COURT,21.53,ICD Siliguri,94.46,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,403.1,Jay Prakash Narayan International Airport (PAT),260.0,Jogbani ICP,41.85
Barhepara,Araria,209,221516,village,BATHNAHA,4.86,ICD Siliguri,127.33,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,424.02,Jay Prakash Narayan International Airport (PAT),222.06,Jogbani ICP,9.35
Barhara,Araria,209,221788,village,HALDITA BIHAR,17.76,ICD Siliguri,137.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,395.03,Jay Prakash Narayan International Airport (PAT),217.25,Jogbani ICP,36.4
Barhepara,Araria,209,221779,village,HALDITA BIHAR,13.49,ICD Siliguri,132.53,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,395.95,Jay Prakash Narayan International Airport (PAT),221.75,Jogbani ICP,34.25
Bariarpur,Araria,209,221526,village,DHOLBAJA,11.8,ICD Siliguri,134.04,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,414.68,Jay Prakash Narayan International Airport (PAT),215.87,Jogbani ICP,19.84
Barkumba,Araria,209,222043,village,ARARIYA COURT,22.46,ICD Siliguri,94.01,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,401.23,Jay Prakash Narayan International Airport (PAT),261.31,Jogbani ICP,44.13
Barmotara Hingua,Araria,209,221708,village,Banmankhi Junction,8.4,ICD Siliguri,146.49,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,387.78,Jay Prakash Narayan International Airport (PAT),210.36,Jogbani ICP,46.07
Barmotra Arazi,Araria,209,221492,village,Lalitgram,6.78,ICD Siliguri,137.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,436.57,Jay Prakash Narayan International Airport (PAT),213.23,Jogbani ICP,19.3
Basaithi,Araria,209,221764,village,ARARIYA,13.29,ICD Siliguri,129.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,391.2,Jay Prakash Narayan International Airport (PAT),226.75,Jogbani ICP,38.3
Basaithi Math,Araria,209,221765,village,ARARIYA,13.33,ICD Siliguri,130.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,393.03,Jay Prakash Narayan International Airport (PAT),225.24,Jogbani ICP,36.6
Basantpur,Araria,209,221837,village,ARARIYA COURT,5.62,ICD Siliguri,110.69,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,401.16,Jay Prakash Narayan International Airport (PAT),243.03,Jogbani ICP,32.02
Basgara,Araria,209,221723,village,HALDITA BIHAR,4.03,ICD Siliguri,123.48,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,401.46,Jay Prakash Narayan International Airport (PAT),229.4,Jogbani ICP,28.0
Basgara,Araria,209,221553,village,SIMRAHA,6.88,ICD Siliguri,127.95,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,410.01,Jay Prakash Narayan International Airport (PAT),222.73,Jogbani ICP,20.36
Basmatiya,Araria,209,221486,village,Lalitgram,18.6,ICD Siliguri,133.62,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,448.96,Jay Prakash Narayan International Airport (PAT),219.54,Jogbani ICP,23.87
Bathnaha,Araria,209,221635,village,BATHNAHA,1.71,ICD Siliguri,121.14,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,426.72,Jay Prakash Narayan International Airport (PAT),228.28,Jogbani ICP,3.17
Batraha,Araria,209,221932,village,JOGBANI,12.04,ICD Siliguri,109.83,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,423.98,Jay Prakash Narayan International Airport (PAT),239.59,Jogbani ICP,11.5
Baturbari,Araria,209,221822,village,ARARIYA,11.63,ICD Siliguri,107.4,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,409.17,Jay Prakash Narayan International Airport (PAT),244.11,Jogbani ICP,25.74
Bausi,Araria,209,221762,village,KUSIARGAON,14.07,ICD Siliguri,130.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,386.88,Jay Prakash Narayan International Airport (PAT),227.42,Jogbani ICP,42.6
Bazidpur,Araria,209,222180,village,KUSIARGAON,7.24,ICD Siliguri,111.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,388.42,Jay Prakash Narayan International Airport (PAT),247.91,Jogbani ICP,45.63
Behari,Araria,209,222048,village,ARARIYA COURT,23.9,ICD Siliguri,92.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,404.21,Jay Prakash Narayan International Airport (PAT),262.21,Jogbani ICP,42.94
Kajleta,Araria,209,222155,village,KUSIARGAON,19.96,ICD Siliguri,97.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,394.37,Jay Prakash Narayan International Airport (PAT),260.5,Jogbani ICP,48.32
Kariat,Araria,209,222197,village,SATR HALT,2.41,ICD Siliguri,118.38,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,381.76,Jay Prakash Narayan International Airport (PAT),244.0,Jogbani ICP,50.15
Karor,Araria,209,222015,village,ARARIYA COURT,25.12,ICD Siliguri,92.71,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,414.49,Jay Prakash Narayan International Airport (PAT),258.25,Jogbani ICP,33.53
Karor Deghli,Araria,209,222014,village,ARARIYA COURT,24.26,ICD Siliguri,93.15,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,413.32,Jay Prakash Narayan International Airport (PAT),258.06,Jogbani ICP,33.98
Kasaila Gachh Garha Bhagkasail,Araria,209,221805,village,ARARIYA COURT,14.59,ICD Siliguri,102.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,407.89,Jay Prakash Narayan International Airport (PAT),249.32,Jogbani ICP,30.29
Kashibari,Araria,209,222055,village,ARARIYA COURT,25.79,ICD Siliguri,90.61,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,402.71,Jay Prakash Narayan International Airport (PAT),264.49,Jogbani ICP,45.79
Kathalbari,Araria,209,222154,village,HATWAR,22.59,ICD Siliguri,94.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,395.74,Jay Prakash Narayan International Airport (PAT),263.26,Jogbani ICP,49.39
Katpahar,Araria,209,221924,village,JOGBANI,16.59,ICD Siliguri,102.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,428.21,Jay Prakash Narayan International Airport (PAT),246.96,Jogbani ICP,17.13
Kauakoh,Araria,209,221962,village,FORBESGANJ,20.36,ICD Siliguri,101.95,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,421.47,Jay Prakash Narayan International Airport (PAT),247.68,Jogbani ICP,20.23
Kuan Pokhar,Araria,209,221958,village,JOGBANI,21.45,ICD Siliguri,98.2,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,426.36,Jay Prakash Narayan International Airport (PAT),251.21,Jogbani ICP,21.84
khaira,Araria,209,221513,village,BATHNAHA,9.19,ICD Siliguri,131.61,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,427.82,Jay Prakash Narayan International Airport (PAT),217.87,Jogbani ICP,12.32
Khair Khan,Araria,209,221602,village,GOGIPOTHIA HALT,4.66,ICD Siliguri,117.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,417.04,Jay Prakash Narayan International Airport (PAT),232.06,Jogbani ICP,12.78
Khajuri,Araria,209,221665,village,Janakinagar,19.18,ICD Siliguri,146.23,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,399.63,Jay Prakash Narayan International Airport (PAT),206.45,Jogbani ICP,37.59
Bhargaon,Araria,209,221685,village,Janakinagar,8.68,ICD Siliguri,151.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,389.37,Jay Prakash Narayan International Airport (PAT),204.88,Jogbani ICP,47.39
Khamgara,Araria,209,221811,village,HALDITA BIHAR,16.82,ICD Siliguri,104.69,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,415.17,Jay Prakash Narayan International Airport (PAT),245.67,Jogbani ICP,22.27
Dhakia,Araria,209,221869,village,KUSIARGAON,3.23,ICD Siliguri,119.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,387.93,Jay Prakash Narayan International Airport (PAT),238.8,Jogbani ICP,42.79
Dhama,Araria,209,221729,village,ARARIYA,3.14,ICD Siliguri,119.95,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,400.93,Jay Prakash Narayan International Airport (PAT),233.28,Jogbani ICP,28.93
Dhanesri Milik,Araria,209,221689,village,Janakinagar,12.35,ICD Siliguri,148.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,392.26,Jay Prakash Narayan International Airport (PAT),206.93,Jogbani ICP,43.65
Dhangawan,Araria,209,222092,village,ARARIYA COURT,19.2,ICD Siliguri,96.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,407.34,Jay Prakash Narayan International Airport (PAT),255.78,Jogbani ICP,35.64
Dhaniain,Araria,209,221724,village,HALDITA BIHAR,3.54,ICD Siliguri,122.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,401.37,Jay Prakash Narayan International Airport (PAT),230.39,Jogbani ICP,28.14
Pechaili,Araria,209,222105,village,ARARIYA COURT,14.01,ICD Siliguri,101.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,402.97,Jay Prakash Narayan International Airport (PAT),251.99,Jogbani ICP,35.89
Bhorha,Araria,209,221778,village,HALDITA BIHAR,11.7,ICD Siliguri,130.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,397.18,Jay Prakash Narayan International Airport (PAT),223.01,Jogbani ICP,32.78
Bhorha,Araria,209,221891,village,GOGIPOTHIA HALT,14.98,ICD Siliguri,107.34,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,418.54,Jay Prakash Narayan International Airport (PAT),242.49,Jogbani ICP,17.42
Dabhara Jagir,Araria,209,221814,village,GOGIPOTHIA HALT,16.49,ICD Siliguri,105.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,418.52,Jay Prakash Narayan International Airport (PAT),244.04,Jogbani ICP,18.68
Gelhabari,Araria,209,221810,village,ARARIYA,16.54,ICD Siliguri,104.37,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,413.98,Jay Prakash Narayan International Airport (PAT),246.21,Jogbani ICP,23.53
