village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
,AMRITSAR,49,0,village,ATARI,19.72,ICD Ludhiana,152.47,Deendayal Port (Kandla),1042.2,Sri Guru Ram Dass Jee International Airport (ATQ),20.71,Kartarpur Sahib ICP,45.06
BAJWA,AMRITSAR,49,37117,village,Kathunangal,28.0,ICD Ludhiana,148.04,Deendayal Port (Kandla),1067.97,Sri Guru Ram Dass Jee International Airport (ATQ),24.87,Kartarpur Sahib ICP,16.52
BEHARWAL,AMRITSAR,49,37305,village,ATARI,6.09,ICD Ludhiana,140.1,Deendayal Port (Kandla),1031.19,Sri Guru Ram Dass Jee International Airport (ATQ),16.53,Kartarpur Sahib ICP,50.5
BHADAL,AMRITSAR,49,37261,village,Kathunangal,28.25,ICD Ludhiana,148.35,Deendayal Port (Kandla),1066.71,Sri Guru Ram Dass Jee International Airport (ATQ),23.95,Kartarpur Sahib ICP,18.05
BHADRU,AMRITSAR,49,37195,village,ATARI,17.9,ICD Ludhiana,155.96,Deendayal Port (Kandla),1034.96,Sri Guru Ram Dass Jee International Airport (ATQ),27.34,Kartarpur Sahib ICP,53.96
BHAGGUPUR UTTAR,AMRITSAR,49,37185,village,ATARI,18.37,ICD Ludhiana,152.12,Deendayal Port (Kandla),1040.61,Sri Guru Ram Dass Jee International Airport (ATQ),20.94,Kartarpur Sahib ICP,46.39
BHAKE TARASINGH,AMRITSAR,49,0,village,CHHEHARTA,22.61,ICD Ludhiana,143.37,Deendayal Port (Kandla),1054.92,Sri Guru Ram Dass Jee International Airport (ATQ),13.05,Kartarpur Sahib ICP,27.34
BUDHA WARSAL,AMRITSAR,49,37125,village,Kathunangal,31.81,ICD Ludhiana,151.91,Deendayal Port (Kandla),1067.47,Sri Guru Ram Dass Jee International Airport (ATQ),26.06,Kartarpur Sahib ICP,20.27
CHUCHAKWAL,AMRITSAR,49,37217,village,ATARI,19.55,ICD Ludhiana,150.25,Deendayal Port (Kandla),1043.24,Sri Guru Ram Dass Jee International Airport (ATQ),18.11,Kartarpur Sahib ICP,42.78
CHAK ALLAH BAKSH,AMRITSAR,49,37202,village,ATARI,11.47,ICD Ludhiana,150.26,Deendayal Port (Kandla),1030.94,Sri Guru Ram Dass Jee International Airport (ATQ),24.49,Kartarpur Sahib ICP,54.72
CHAK BATH,AMRITSAR,49,0,village,Kathunangal,18.51,ICD Ludhiana,138.18,Deendayal Port (Kandla),1058.08,Sri Guru Ram Dass Jee International Airport (ATQ),13.88,Kartarpur Sahib ICP,22.06
CHAK BAZID,AMRITSAR,49,37233,village,KHASA,24.2,ICD Ludhiana,151.06,Deendayal Port (Kandla),1050.21,Sri Guru Ram Dass Jee International Airport (ATQ),18.05,Kartarpur Sahib ICP,36.42
CHAK CHHANNAN,AMRITSAR,49,0,village,ATARI,17.18,ICD Ludhiana,149.95,Deendayal Port (Kandla),1040.48,Sri Guru Ram Dass Jee International Airport (ATQ),18.79,Kartarpur Sahib ICP,45.32
CHAK DAKHLI LOPOKE,AMRITSAR,49,0,village,ATARI,11.61,ICD Ludhiana,145.66,Deendayal Port (Kandla),1035.9,Sri Guru Ram Dass Jee International Airport (ATQ),17.14,Kartarpur Sahib ICP,47.79
CHAK DAWALI KOKEJA,AMRITSAR,49,0,village,ATARI,19.18,ICD Ludhiana,152.1,Deendayal Port (Kandla),1041.72,Sri Guru Ram Dass Jee International Airport (ATQ),20.5,Kartarpur Sahib ICP,45.3
CHAK FATEH KHAN,AMRITSAR,49,37229,village,KHASA,22.71,ICD Ludhiana,150.27,Deendayal Port (Kandla),1048.59,Sri Guru Ram Dass Jee International Airport (ATQ),17.24,Kartarpur Sahib ICP,37.54
CHAK HARAR KHURD,AMRITSAR,49,0,village,Verka Junction,25.03,ICD Ludhiana,144.72,Deendayal Port (Kandla),1059.37,Sri Guru Ram Dass Jee International Airport (ATQ),16.82,Kartarpur Sahib ICP,23.33
CHAK JAGDEO KALAN,AMRITSAR,49,0,village,Verka Junction,15.65,ICD Ludhiana,135.46,Deendayal Port (Kandla),1054.6,Sri Guru Ram Dass Jee International Airport (ATQ),10.4,Kartarpur Sahib ICP,25.18
CHAK KHUTRAIN KALAN,AMRITSAR,49,0,village,Kathunangal,16.98,ICD Ludhiana,136.82,Deendayal Port (Kandla),1058.63,Sri Guru Ram Dass Jee International Airport (ATQ),14.43,Kartarpur Sahib ICP,21.19
CHAK MANDIANWALA,AMRITSAR,49,0,village,ATARI,17.38,ICD Ludhiana,149.58,Deendayal Port (Kandla),1040.93,Sri Guru Ram Dass Jee International Airport (ATQ),18.23,Kartarpur Sahib ICP,44.68
CHAK PHOOLAN,AMRITSAR,49,37423,village,CHHEHARTA,25.02,ICD Ludhiana,147.15,Deendayal Port (Kandla),1055.2,Sri Guru Ram Dass Jee International Airport (ATQ),15.8,Kartarpur Sahib ICP,29.04
CHAK SHAUDIN,AMRITSAR,49,0,village,Kathunangal,16.78,ICD Ludhiana,136.47,Deendayal Port (Kandla),1057.72,Sri Guru Ram Dass Jee International Airport (ATQ),13.53,Kartarpur Sahib ICP,22.07
CHAK THATHI,AMRITSAR,49,0,village,KHASA,13.4,ICD Ludhiana,144.52,Deendayal Port (Kandla),1038.73,Sri Guru Ram Dass Jee International Airport (ATQ),14.33,Kartarpur Sahib ICP,44.49
DAKHLI LOPOKE CHAK,AMRITSAR,49,0,village,ATARI,14.87,ICD Ludhiana,148.03,Deendayal Port (Kandla),1038.66,Sri Guru Ram Dass Jee International Airport (ATQ),17.74,Kartarpur Sahib ICP,46.13
DALLA MALLIAN,AMRITSAR,49,37138,village,CHHEHARTA,31.47,ICD Ludhiana,151.97,Deendayal Port (Kandla),1060.99,Sri Guru Ram Dass Jee International Airport (ATQ),22.1,Kartarpur Sahib ICP,26.52
DHANGAI,AMRITSAR,49,37112,village,Kathunangal,30.12,ICD Ludhiana,149.81,Deendayal Port (Kandla),1071.76,Sri Guru Ram Dass Jee International Airport (ATQ),28.56,Kartarpur Sahib ICP,14.33
DIAL,AMRITSAR,49,37163,village,KHASA,27.47,ICD Ludhiana,153.91,Deendayal Port (Kandla),1052.63,Sri Guru Ram Dass Jee International Airport (ATQ),21.03,Kartarpur Sahib ICP,35.98
GAGGAR,AMRITSAR,49,37099,village,Kathunangal,33.43,ICD Ludhiana,152.66,Deendayal Port (Kandla),1075.54,Sri Guru Ram Dass Jee International Airport (ATQ),32.56,Kartarpur Sahib ICP,13.99
GHUMRAI,AMRITSAR,49,37101,village,Kathunangal,32.28,ICD Ludhiana,151.93,Deendayal Port (Kandla),1073.02,Sri Guru Ram Dass Jee International Airport (ATQ),30.27,Kartarpur Sahib ICP,15.26
GURALA,AMRITSAR,49,37250,village,CHHEHARTA,27.95,ICD Ludhiana,149.02,Deendayal Port (Kandla),1058.16,Sri Guru Ram Dass Jee International Airport (ATQ),18.59,Kartarpur Sahib ICP,27.2
GUJARPURA,AMRITSAR,49,37276,village,CHHEHARTA,28.2,ICD Ludhiana,149.53,Deendayal Port (Kandla),1058.04,Sri Guru Ram Dass Jee International Airport (ATQ),18.9,Kartarpur Sahib ICP,27.65
HASHIMPUR,AMRITSAR,49,37161,village,KHASA,28.27,ICD Ludhiana,154.7,Deendayal Port (Kandla),1053.12,Sri Guru Ram Dass Jee International Airport (ATQ),21.85,Kartarpur Sahib ICP,36.08
HETAMPUR,AMRITSAR,49,37189,village,ATARI,16.72,ICD Ludhiana,150.43,Deendayal Port (Kandla),1039.59,Sri Guru Ram Dass Jee International Airport (ATQ),19.66,Kartarpur Sahib ICP,46.44
HASANPURA,AMRITSAR,49,37225,village,KHASA,20.9,ICD Ludhiana,149.63,Deendayal Port (Kandla),1046.18,Sri Guru Ram Dass Jee International Airport (ATQ),16.8,Kartarpur Sahib ICP,39.54
JAI RAMKOT,AMRITSAR,49,37240,village,KHASA,27.37,ICD Ludhiana,152.79,Deendayal Port (Kandla),1053.57,Sri Guru Ram Dass Jee International Airport (ATQ),20.12,Kartarpur Sahib ICP,34.3
JHUNJ,AMRITSAR,49,37171,village,KHASA,25.16,ICD Ludhiana,153.59,Deendayal Port (Kandla),1048.86,Sri Guru Ram Dass Jee International Airport (ATQ),20.59,Kartarpur Sahib ICP,39.37
KAMIRPURA,AMRITSAR,49,37129,village,Kathunangal,33.26,ICD Ludhiana,153.25,Deendayal Port (Kandla),1065.17,Sri Guru Ram Dass Jee International Airport (ATQ),25.28,Kartarpur Sahib ICP,23.58
KAMSAKA,AMRITSAR,49,37301,village,ATARI,8.22,ICD Ludhiana,143.7,Deendayal Port (Kandla),1032.8,Sri Guru Ram Dass Jee International Airport (ATQ),17.74,Kartarpur Sahib ICP,50.1
KHUTRAIN KALAN,AMRITSAR,49,37354,village,Kathunangal,17.54,ICD Ludhiana,137.13,Deendayal Port (Kandla),1057.5,Sri Guru Ram Dass Jee International Airport (ATQ),13.28,Kartarpur Sahib ICP,22.43
KOT KESARSINGH,AMRITSAR,49,37414,village,Kathunangal,14.93,ICD Ludhiana,134.96,Deendayal Port (Kandla),1059.36,Sri Guru Ram Dass Jee International Airport (ATQ),15.45,Kartarpur Sahib ICP,20.2
KOTLA KAZIAN,AMRITSAR,49,37331,village,Kathunangal,20.44,ICD Ludhiana,140.45,Deendayal Port (Kandla),1060.92,Sri Guru Ram Dass Jee International Airport (ATQ),16.84,Kartarpur Sahib ICP,19.7
KOTLI AULAKH,AMRITSAR,49,37309,village,ATARI,8.85,ICD Ludhiana,142.56,Deendayal Port (Kandla),1033.83,Sri Guru Ram Dass Jee International Airport (ATQ),16.03,Kartarpur Sahib ICP,48.65
KOTLI BARWALA,AMRITSAR,49,37126,village,Kathunangal,31.1,ICD Ludhiana,151.2,Deendayal Port (Kandla),1067.85,Sri Guru Ram Dass Jee International Airport (ATQ),26.0,Kartarpur Sahib ICP,19.28
KOTLI JAMAIT SINGH,AMRITSAR,49,37264,village,Kathunangal,26.4,ICD Ludhiana,146.25,Deendayal Port (Kandla),1068.95,Sri Guru Ram Dass Jee International Airport (ATQ),25.23,Kartarpur Sahib ICP,14.15
KOTLI SHAH HABBIB,AMRITSAR,49,37106,village,Kathunangal,28.87,ICD Ludhiana,147.76,Deendayal Port (Kandla),1074.18,Sri Guru Ram Dass Jee International Airport (ATQ),30.25,Kartarpur Sahib ICP,10.11
LANGARPUR,AMRITSAR,49,37119,village,Kathunangal,30.88,ICD Ludhiana,150.88,Deendayal Port (Kandla),1069.72,Sri Guru Ram Dass Jee International Airport (ATQ),27.27,Kartarpur Sahib ICP,17.23
LANVEN,AMRITSAR,49,37306,village,KHASA,6.98,ICD Ludhiana,139.24,Deendayal Port (Kandla),1032.06,Sri Guru Ram Dass Jee International Airport (ATQ),15.21,Kartarpur Sahib ICP,49.36
LELIAN,AMRITSAR,49,37191,village,ATARI,13.44,ICD Ludhiana,148.56,Deendayal Port (Kandla),1036.51,Sri Guru Ram Dass Jee International Airport (ATQ),19.43,Kartarpur Sahib ICP,48.5
LOHARKE,AMRITSAR,49,37348,village,Kathunangal,18.14,ICD Ludhiana,138.23,Deendayal Port (Kandla),1062.99,Sri Guru Ram Dass Jee International Airport (ATQ),18.8,Kartarpur Sahib ICP,16.85
LONGO MAHAL,AMRITSAR,49,37271,village,Kathunangal,25.92,ICD Ludhiana,146.03,Deendayal Port (Kandla),1065.14,Sri Guru Ram Dass Jee International Airport (ATQ),21.88,Kartarpur Sahib ICP,18.01
MULAKOT,AMRITSAR,49,37205,village,ATARI,8.63,ICD Ludhiana,147.96,Deendayal Port (Kandla),1028.53,Sri Guru Ram Dass Jee International Airport (ATQ),24.33,Kartarpur Sahib ICP,56.01
MADOKE,AMRITSAR,49,37312,village,KHASA,8.39,ICD Ludhiana,139.26,Deendayal Port (Kandla),1036.91,Sri Guru Ram Dass Jee International Airport (ATQ),11.0,Kartarpur Sahib ICP,44.45
MAKHANPURA,AMRITSAR,49,37200,village,ATARI,9.87,ICD Ludhiana,148.48,Deendayal Port (Kandla),1030.73,Sri Guru Ram Dass Jee International Airport (ATQ),23.14,Kartarpur Sahib ICP,54.1
MANDIANWALA,AMRITSAR,49,37186,village,ATARI,18.4,ICD Ludhiana,150.85,Deendayal Port (Kandla),1041.5,Sri Guru Ram Dass Jee International Airport (ATQ),19.3,Kartarpur Sahib ICP,44.81
MANJ,AMRITSAR,49,37193,village,ATARI,16.19,ICD Ludhiana,152.24,Deendayal Port (Kandla),1037.24,Sri Guru Ram Dass Jee International Airport (ATQ),22.57,Kartarpur Sahib ICP,49.68
MIADI KHURD,AMRITSAR,49,37230,village,KHASA,22.47,ICD Ludhiana,149.47,Deendayal Port (Kandla),1049.04,Sri Guru Ram Dass Jee International Airport (ATQ),16.44,Kartarpur Sahib ICP,36.62
MUGAL KOTLI,AMRITSAR,49,37231,village,KHASA,22.45,ICD Ludhiana,148.54,Deendayal Port (Kandla),1049.84,Sri Guru Ram Dass Jee International Airport (ATQ),15.57,Kartarpur Sahib ICP,35.28
MUNGU NARU,AMRITSAR,49,37090,village,Jaintipura,30.27,ICD Ludhiana,149.06,Deendayal Port (Kandla),1078.47,Sri Guru Ram Dass Jee International Airport (ATQ),34.42,Kartarpur Sahib ICP,7.92
MUJAFFARPURA,AMRITSAR,49,37218,village,ATARI,20.5,ICD Ludhiana,150.82,Deendayal Port (Kandla),1044.12,Sri Guru Ram Dass Jee International Airport (ATQ),18.45,Kartarpur Sahib ICP,42.24
NISSOKE,AMRITSAR,49,37093,village,Jaintipura,32.85,ICD Ludhiana,151.65,Deendayal Port (Kandla),1076.84,Sri Guru Ram Dass Jee International Airport (ATQ),33.39,Kartarpur Sahib ICP,11.93
PANJURAN,AMRITSAR,49,37192,village,ATARI,14.7,ICD Ludhiana,150.04,Deendayal Port (Kandla),1037.09,Sri Guru Ram Dass Jee International Airport (ATQ),20.51,Kartarpur Sahib ICP,48.67
PINDORI SUKHASINGH,AMRITSAR,49,37326,village,CHHEHARTA,23.27,ICD Ludhiana,145.15,Deendayal Port (Kandla),1054.38,Sri Guru Ram Dass Jee International Airport (ATQ),13.93,Kartarpur Sahib ICP,28.78
RAKH KHOLI,AMRITSAR,49,37314,village,KHASA,10.73,ICD Ludhiana,139.11,Deendayal Port (Kandla),1040.5,Sri Guru Ram Dass Jee International Airport (ATQ),8.15,Kartarpur Sahib ICP,40.73
RUDALA,AMRITSAR,49,37380,village,CHHEHARTA,7.59,ICD Ludhiana,131.98,Deendayal Port (Kandla),1042.19,Sri Guru Ram Dass Jee International Airport (ATQ),2.1,Kartarpur Sahib ICP,37.53
SAFIAN,AMRITSAR,49,37258,village,Kathunangal,28.82,ICD Ludhiana,148.91,Deendayal Port (Kandla),1065.22,Sri Guru Ram Dass Jee International Airport (ATQ),23.04,Kartarpur Sahib ICP,19.98
SAHARAN,AMRITSAR,49,37085,village,Jaintipura,34.43,ICD Ludhiana,153.24,Deendayal Port (Kandla),1079.96,Sri Guru Ram Dass Jee International Airport (ATQ),36.48,Kartarpur Sahib ICP,11.8
SAIDO GAZI,AMRITSAR,49,37149,village,KHASA,30.21,ICD Ludhiana,154.83,Deendayal Port (Kandla),1056.11,Sri Guru Ram Dass Jee International Airport (ATQ),22.53,Kartarpur Sahib ICP,33.36
SAIYIDPUR,AMRITSAR,49,37183,village,ATARI,19.26,ICD Ludhiana,153.88,Deendayal Port (Kandla),1040.4,Sri Guru Ram Dass Jee International Airport (ATQ),22.8,Kartarpur Sahib ICP,47.61
JANDIALA,AMRITSAR,49,37405,village,Verka Junction,12.24,ICD Ludhiana,131.67,Deendayal Port (Kandla),1053.78,Sri Guru Ram Dass Jee International Airport (ATQ),10.55,Kartarpur Sahib ICP,25.75
SAMRAI,AMRITSAR,49,37260,village,Kathunangal,28.57,ICD Ludhiana,148.68,Deendayal Port (Kandla),1066.46,Sri Guru Ram Dass Jee International Airport (ATQ),23.88,Kartarpur Sahib ICP,18.56
SHAHLIWAL,AMRITSAR,49,37153,village,KHASA,29.54,ICD Ludhiana,155.33,Deendayal Port (Kandla),1054.57,Sri Guru Ram Dass Jee International Airport (ATQ),22.66,Kartarpur Sahib ICP,35.18
SHAHZADABAD,AMRITSAR,49,37124,village,Kathunangal,32.22,ICD Ludhiana,152.32,Deendayal Port (Kandla),1068.14,Sri Guru Ram Dass Jee International Airport (ATQ),26.73,Kartarpur Sahib ICP,20.01
SIDHAWAN,AMRITSAR,49,37211,village,ATARI,11.12,ICD Ludhiana,145.69,Deendayal Port (Kandla),1035.3,Sri Guru Ram Dass Jee International Airport (ATQ),17.57,Kartarpur Sahib ICP,48.4
SULODIN,AMRITSAR,49,37353,village,Kathunangal,17.39,ICD Ludhiana,137.25,Deendayal Port (Kandla),1058.83,Sri Guru Ram Dass Jee International Airport (ATQ),14.62,Kartarpur Sahib ICP,21.05
TALIBP-UR,AMRITSAR,49,37103,village,Kathunangal,31.96,ICD Ludhiana,150.85,Deendayal Port (Kandla),1075.9,Sri Guru Ram Dass Jee International Airport (ATQ),32.39,Kartarpur Sahib ICP,11.77
TANANA,AMRITSAR,49,37170,village,KHASA,26.64,ICD Ludhiana,154.95,Deendayal Port (Kandla),1049.82,Sri Guru Ram Dass Jee International Airport (ATQ),21.92,Kartarpur Sahib ICP,39.37
THATTA,AMRITSAR,49,37296,village,ATARI,12.23,ICD Ludhiana,143.94,Deendayal Port (Kandla),1037.13,Sri Guru Ram Dass Jee International Airport (ATQ),14.78,Kartarpur Sahib ICP,45.85
THIKRIWALA,AMRITSAR,49,37208,village,ATARI,9.66,ICD Ludhiana,145.29,Deendayal Port (Kandla),1033.74,Sri Guru Ram Dass Jee International Airport (ATQ),18.32,Kartarpur Sahib ICP,49.79
URDHAN,AMRITSAR,49,37337,village,Kathunangal,21.59,ICD Ludhiana,141.7,Deendayal Port (Kandla),1063.53,Sri Guru Ram Dass Jee International Airport (ATQ),19.46,Kartarpur Sahib ICP,17.38
VERA,AMRITSAR,49,37179,village,ATARI,22.82,ICD Ludhiana,155.58,Deendayal Port (Kandla),1044.18,Sri Guru Ram Dass Jee International Airport (ATQ),23.35,Kartarpur Sahib ICP,45.11
AJAIBWALI,AMRITSAR,49,37481,village,Kathunangal,0.79,ICD Ludhiana,120.86,Deendayal Port (Kandla),1055.3,Sri Guru Ram Dass Jee International Airport (ATQ),19.92,Kartarpur Sahib ICP,27.28
BAMAN,AMRITSAR,49,37531,village,JANDIALA,2.14,ICD Ludhiana,108.45,Deendayal Port (Kandla),1044.75,Sri Guru Ram Dass Jee International Airport (ATQ),25.82,Kartarpur Sahib ICP,41.13
BHOYA FATEHGARH,AMRITSAR,49,37500,village,Kathunangal,3.98,ICD Ludhiana,117.83,Deendayal Port (Kandla),1057.37,Sri Guru Ram Dass Jee International Airport (ATQ),24.52,Kartarpur Sahib ICP,27.77
BHULAR HANS,AMRITSAR,49,37513,village,Kathunangal,6.38,ICD Ludhiana,113.77,Deendayal Port (Kandla),1053.57,Sri Guru Ram Dass Jee International Airport (ATQ),25.25,Kartarpur Sahib ICP,32.49
BISHAMBARPUR,AMRITSAR,49,37574,village,MANANWALA,3.73,ICD Ludhiana,111.31,Deendayal Port (Kandla),1038.74,Sri Guru Ram Dass Jee International Airport (ATQ),21.73,Kartarpur Sahib ICP,44.23
BOREWAL KANG,AMRITSAR,49,37469,village,Kathunangal,5.96,ICD Ludhiana,124.01,Deendayal Port (Kandla),1060.9,Sri Guru Ram Dass Jee International Airport (ATQ),22.81,Kartarpur Sahib ICP,21.89
DARIKE,AMRITSAR,49,37504,village,Jaintipura,7.53,ICD Ludhiana,113.24,Deendayal Port (Kandla),1056.4,Sri Guru Ram Dass Jee International Airport (ATQ),28.02,Kartarpur Sahib ICP,31.48
DIALPUR,AMRITSAR,49,37479,village,Kathunangal,2.61,ICD Ludhiana,121.53,Deendayal Port (Kandla),1057.8,Sri Guru Ram Dass Jee International Airport (ATQ),21.67,Kartarpur Sahib ICP,25.25
JAND,AMRITSAR,49,37562,village,MANANWALA,2.86,ICD Ludhiana,112.98,Deendayal Port (Kandla),1044.04,Sri Guru Ram Dass Jee International Airport (ATQ),20.83,Kartarpur Sahib ICP,39.31
KURALIAN,AMRITSAR,49,37502,village,Kathunangal,5.65,ICD Ludhiana,115.76,Deendayal Port (Kandla),1056.9,Sri Guru Ram Dass Jee International Airport (ATQ),26.03,Kartarpur Sahib ICP,29.42
KOT HARDE RAM,AMRITSAR,49,37514,village,Kathunangal,5.33,ICD Ludhiana,114.84,Deendayal Port (Kandla),1054.0,Sri Guru Ram Dass Jee International Airport (ATQ),24.52,Kartarpur Sahib ICP,31.56
KOTLA AHANGARH,AMRITSAR,49,37473,village,Kathunangal,4.6,ICD Ludhiana,124.7,Deendayal Port (Kandla),1056.94,Sri Guru Ram Dass Jee International Airport (ATQ),18.27,Kartarpur Sahib ICP,24.33
KOTLA PITU,AMRITSAR,49,37478,village,Kathunangal,3.45,ICD Ludhiana,123.19,Deendayal Port (Kandla),1057.83,Sri Guru Ram Dass Jee International Airport (ATQ),20.33,Kartarpur Sahib ICP,24.35
MAAN,AMRITSAR,49,37495,village,Kathunangal,2.47,ICD Ludhiana,117.76,Deendayal Port (Kandla),1055.07,Sri Guru Ram Dass Jee International Airport (ATQ),22.57,Kartarpur Sahib ICP,29.13
RANGILPURA,AMRITSAR,49,37464,village,Jaintipura,3.31,ICD Ludhiana,119.26,Deendayal Port (Kandla),1060.55,Sri Guru Ram Dass Jee International Airport (ATQ),26.27,Kartarpur Sahib ICP,25.22
MALAKPUR,AMRITSAR,49,37554,village,MANANWALA,4.13,ICD Ludhiana,111.45,Deendayal Port (Kandla),1044.09,Sri Guru Ram Dass Jee International Airport (ATQ),22.46,Kartarpur Sahib ICP,40.0
MEHARBANPUR,AMRITSAR,49,37548,village,JANDIALA,4.33,ICD Ludhiana,108.7,Deendayal Port (Kandla),1040.5,Sri Guru Ram Dass Jee International Airport (ATQ),24.51,Kartarpur Sahib ICP,44.01
MIAN PANDHAR,AMRITSAR,49,37511,village,Kathunangal,9.09,ICD Ludhiana,111.09,Deendayal Port (Kandla),1052.94,Sri Guru Ram Dass Jee International Airport (ATQ),27.49,Kartarpur Sahib ICP,34.64
MIRAN CHAK,AMRITSAR,49,37521,village,JANDIALA,7.94,ICD Ludhiana,111.56,Deendayal Port (Kandla),1050.84,Sri Guru Ram Dass Jee International Airport (ATQ),25.6,Kartarpur Sahib ICP,35.47
MUKANDPURA,AMRITSAR,49,37510,village,Kathunangal,8.6,ICD Ludhiana,111.64,Deendayal Port (Kandla),1053.45,Sri Guru Ram Dass Jee International Airport (ATQ),27.3,Kartarpur Sahib ICP,34.0
NIZAMPUR,AMRITSAR,49,37560,village,MANANWALA,5.11,ICD Ludhiana,115.38,Deendayal Port (Kandla),1046.94,Sri Guru Ram Dass Jee International Airport (ATQ),19.46,Kartarpur Sahib ICP,36.0
RAIPUR KALAN,AMRITSAR,49,37558,village,JANDIALA,7.65,ICD Ludhiana,112.98,Deendayal Port (Kandla),1049.28,Sri Guru Ram Dass Jee International Airport (ATQ),23.19,Kartarpur Sahib ICP,35.57
RAKH MANANWALI,AMRITSAR,49,37563,village,MANANWALA,1.76,ICD Ludhiana,112.45,Deendayal Port (Kandla),1041.91,Sri Guru Ram Dass Jee International Airport (ATQ),20.86,Kartarpur Sahib ICP,41.2
SARHALA,AMRITSAR,49,37457,village,Jaintipura,3.86,ICD Ludhiana,115.22,Deendayal Port (Kandla),1060.53,Sri Guru Ram Dass Jee International Airport (ATQ),29.84,Kartarpur Sahib ICP,28.38
SULTANWIND,AMRITSAR,49,0,village,MANANWALA,2.01,ICD Ludhiana,114.44,Deendayal Port (Kandla),1040.01,Sri Guru Ram Dass Jee International Airport (ATQ),18.61,Kartarpur Sahib ICP,41.98
TALWANDI GHUMAN,AMRITSAR,49,37462,village,Jaintipura,2.03,ICD Ludhiana,119.36,Deendayal Port (Kandla),1061.79,Sri Guru Ram Dass Jee International Airport (ATQ),27.42,Kartarpur Sahib ICP,24.63
THARIEWAL,AMRITSAR,49,37465,village,Jaintipura,3.66,ICD Ludhiana,121.21,Deendayal Port (Kandla),1061.86,Sri Guru Ram Dass Jee International Airport (ATQ),25.96,Kartarpur Sahib ICP,23.21
THATHI,AMRITSAR,49,37544,village,JANDIALA,6.85,ICD Ludhiana,107.35,Deendayal Port (Kandla),1037.12,Sri Guru Ram Dass Jee International Airport (ATQ),25.69,Kartarpur Sahib ICP,47.25
UMARPURA,AMRITSAR,49,37438,village,Kathunangal,10.37,ICD Ludhiana,128.55,Deendayal Port (Kandla),1064.11,Sri Guru Ram Dass Jee International Airport (ATQ),23.27,Kartarpur Sahib ICP,17.36
BAGRIAN,AMRITSAR,49,37659,village,ATARI,2.59,ICD Ludhiana,137.11,Deendayal Port (Kandla),1024.2,Sri Guru Ram Dass Jee International Airport (ATQ),21.61,Attari ICP,51.89
BHAINI GILLAN,AMRITSAR,49,37615,village,Verka Junction,4.7,ICD Ludhiana,125.13,Deendayal Port (Kandla),1047.6,Sri Guru Ram Dass Jee International Airport (ATQ),9.85,Kartarpur Sahib ICP,32.33
BOHAD,AMRITSAR,49,37583,village,AMRITSAR JN,7.18,ICD Ludhiana,118.83,Deendayal Port (Kandla),1032.5,Sri Guru Ram Dass Jee International Airport (ATQ),16.65,Kartarpur Sahib ICP,47.67
BUT,AMRITSAR,49,37577,village,MANANWALA,9.15,ICD Ludhiana,109.13,Deendayal Port (Kandla),1033.2,Sri Guru Ram Dass Jee International Airport (ATQ),24.53,Kartarpur Sahib ICP,49.71
CHAK JHANJARPUR,AMRITSAR,49,0,village,ATARI,4.17,ICD Ludhiana,138.91,Deendayal Port (Kandla),1029.08,Sri Guru Ram Dass Jee International Airport (ATQ),17.77,Kartarpur Sahib ICP,52.28
CHAK RANIKE,AMRITSAR,49,0,village,ATARI,2.07,ICD Ludhiana,140.34,Deendayal Port (Kandla),1027.13,Sri Guru Ram Dass Jee International Airport (ATQ),20.34,Kartarpur Sahib ICP,54.63
DANDE,AMRITSAR,49,37648,village,ATARI,2.39,ICD Ludhiana,140.94,Deendayal Port (Kandla),1027.28,Sri Guru Ram Dass Jee International Airport (ATQ),20.55,Kartarpur Sahib ICP,54.67
HARDO RATTAN,AMRITSAR,49,37652,village,ATARI,5.14,ICD Ludhiana,144.77,Deendayal Port (Kandla),1025.67,Sri Guru Ram Dass Jee International Airport (ATQ),24.34,Attari ICP,56.54
JHANJARPUR,AMRITSAR,49,37656,village,ATARI,3.41,ICD Ludhiana,137.49,Deendayal Port (Kandla),1027.45,Sri Guru Ram Dass Jee International Airport (ATQ),18.62,Kartarpur Sahib ICP,53.55
KUIWAL,AMRITSAR,49,37675,village,AMRITSAR JN,4.9,ICD Ludhiana,120.61,Deendayal Port (Kandla),1034.39,Sri Guru Ram Dass Jee International Airport (ATQ),14.3,Kartarpur Sahib ICP,45.58
GALLUWALA,AMRITSAR,49,37665,village,ATARI,6.63,ICD Ludhiana,133.83,Deendayal Port (Kandla),1021.26,Sri Guru Ram Dass Jee International Airport (ATQ),23.52,Attari ICP,48.04
MIRANKOT (PART),AMRITSAR,49,37684,village,AMRITSAR JN,4.91,ICD Ludhiana,125.68,Deendayal Port (Kandla),1043.75,Sri Guru Ram Dass Jee International Airport (ATQ),7.52,Kartarpur Sahib ICP,35.94
JHITA KHURD,AMRITSAR,49,37571,village,MANANWALA,5.15,ICD Ludhiana,112.2,Deendayal Port (Kandla),1036.73,Sri Guru Ram Dass Jee International Airport (ATQ),20.96,Kartarpur Sahib ICP,45.56
