village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
BANGI RUGHU,BATHINDA,46,35846,village,Manwala Kot Bakhtu,4.62,ICD Ludhiana,131.12,Deendayal Port (Kandla),887.55,Sri Guru Ram Dass Jee International Airport (ATQ),185.12,Attari ICP,121.98
GHASO KHANA,BATHINDA,46,35869,village,MAISAR KHANA,1.44,ICD Ludhiana,110.46,Deendayal Port (Kandla),906.64,Sri Guru Ram Dass Jee International Airport (ATQ),178.19,Attari ICP,119.88
MANAK KHANA,BATHINDA,46,35870,village,MAISAR KHANA,3.76,ICD Ludhiana,107.9,Deendayal Port (Kandla),909.31,Sri Guru Ram Dass Jee International Airport (ATQ),175.5,Attari ICP,117.54
MAUR KHURD,BATHINDA,46,0,village,MAUR,1.46,ICD Ludhiana,110.4,Deendayal Port (Kandla),906.29,Sri Guru Ram Dass Jee International Airport (ATQ),185.89,Attari ICP,129.18
CHAK DHUDI,FARIDKOT,45,35569,village,FARIDKOT,9.32,ICD Ludhiana,96.48,Deendayal Port (Kandla),950.27,Sri Guru Ram Dass Jee International Airport (ATQ),108.85,Attari ICP,48.46
CHAK SEMAN,FARIDKOT,45,35479,village,Bariwala,5.65,ICD Ludhiana,116.19,Deendayal Port (Kandla),929.28,Sri Guru Ram Dass Jee International Airport (ATQ),124.15,Attari ICP,57.75
CHUGEWALA,FARIDKOT,45,35536,village,KASU BEGU,6.46,ICD Ludhiana,116.81,Deendayal Port (Kandla),949.68,Sri Guru Ram Dass Jee International Airport (ATQ),98.84,Attari ICP,31.08
GHONIWALA,FARIDKOT,45,35540,village,KASU BEGU,4.89,ICD Ludhiana,113.22,Deendayal Port (Kandla),950.7,Sri Guru Ram Dass Jee International Airport (ATQ),99.05,Attari ICP,32.22
NATHEWALA,FARIDKOT,45,35579,village,GIANI ZAIL SINGH SANDHWAN,6.08,ICD Ludhiana,98.26,Deendayal Port (Kandla),943.69,Sri Guru Ram Dass Jee International Airport (ATQ),116.46,Attari ICP,55.29
PAKHI KHURD,FARIDKOT,45,35538,village,GOLEHWALA,6.07,ICD Ludhiana,114.77,Deendayal Port (Kandla),948.53,Sri Guru Ram Dass Jee International Airport (ATQ),100.96,Attari ICP,33.75
OKANDWALA,FARIDKOT,45,35628,village,CHAND BHAN,6.48,ICD Ludhiana,99.36,Deendayal Port (Kandla),928.11,Sri Guru Ram Dass Jee International Airport (ATQ),140.3,Attari ICP,80.18
AJNALI,FATEHGARH SAHIB,40,32894,village,GOVINDGARH,1.94,ICD Ludhiana,50.97,Deendayal Port (Kandla),1019.76,Sri Guru Ram Dass Jee International Airport (ATQ),183.4,Attari ICP,168.43
ALIPUR SANDAL,FATEHGARH SAHIB,40,32812,village,GOVINDGARH,13.56,ICD Ludhiana,49.89,Deendayal Port (Kandla),1006.9,Sri Guru Ram Dass Jee International Airport (ATQ),182.81,Attari ICP,163.03
AMBE MAZRA,FATEHGARH SAHIB,40,32895,village,GOVINDGARH,3.6,ICD Ludhiana,52.48,Deendayal Port (Kandla),1019.22,Sri Guru Ram Dass Jee International Airport (ATQ),184.99,Attari ICP,169.73
BIR AMLOH,FATEHGARH SAHIB,40,32871,village,GOVINDGARH,9.1,ICD Ludhiana,49.09,Deendayal Port (Kandla),1011.35,Sri Guru Ram Dass Jee International Airport (ATQ),182.12,Attari ICP,164.04
BIR MOHAMMADI,FATEHGARH SAHIB,40,32869,village,GOVINDGARH,6.61,ICD Ludhiana,47.51,Deendayal Port (Kandla),1014.02,Sri Guru Ram Dass Jee International Airport (ATQ),180.47,Attari ICP,163.48
SHERPUR,FATEHGARH SAHIB,40,32815,village,GOVINDGARH,16.36,ICD Ludhiana,49.75,Deendayal Port (Kandla),1004.1,Sri Guru Ram Dass Jee International Airport (ATQ),182.46,Attari ICP,161.63
CHATARPURA,FATEHGARH SAHIB,40,32893,village,GOVINDGARH,3.66,ICD Ludhiana,51.22,Deendayal Port (Kandla),1017.54,Sri Guru Ram Dass Jee International Airport (ATQ),183.91,Attari ICP,168.09
GOBINDGARH(R),FATEHGARH SAHIB,40,32888,village,GOVINDGARH,0.5,ICD Ludhiana,49.51,Deendayal Port (Kandla),1020.9,Sri Guru Ram Dass Jee International Airport (ATQ),181.78,Attari ICP,167.33
HARIPUR,FATEHGARH SAHIB,40,32810,village,GOVINDGARH,11.53,ICD Ludhiana,48.78,Deendayal Port (Kandla),1008.94,Sri Guru Ram Dass Jee International Airport (ATQ),181.79,Attari ICP,162.81
HIMATGARH CHHANNAN,FATEHGARH SAHIB,40,32818,village,KHANNA,16.19,ICD Ludhiana,47.26,Deendayal Port (Kandla),1004.34,Sri Guru Ram Dass Jee International Airport (ATQ),179.94,Attari ICP,159.26
JAMBALA,FATEHGARH SAHIB,40,32804,village,SIRHIND JN,11.59,ICD Ludhiana,55.8,Deendayal Port (Kandla),1010.16,Sri Guru Ram Dass Jee International Airport (ATQ),188.84,Attari ICP,170.07
MAJRI,FATEHGARH SAHIB,40,32863,village,GOVINDGARH,8.31,ICD Ludhiana,46.1,Deendayal Port (Kandla),1012.7,Sri Guru Ram Dass Jee International Airport (ATQ),179.11,Attari ICP,161.67
MAJRI MISHRI,FATEHGARH SAHIB,40,32890,village,GOVINDGARH,2.86,ICD Ludhiana,50.3,Deendayal Port (Kandla),1017.9,Sri Guru Ram Dass Jee International Airport (ATQ),182.95,Attari ICP,167.31
MALOWAL,FATEHGARH SAHIB,40,32821,village,KHANNA,18.52,ICD Ludhiana,46.8,Deendayal Port (Kandla),1001.63,Sri Guru Ram Dass Jee International Airport (ATQ),179.11,Attari ICP,157.4
NARPURA,FATEHGARH SAHIB,40,32808,village,GOVINDGARH,12.38,ICD Ludhiana,50.38,Deendayal Port (Kandla),1008.11,Sri Guru Ram Dass Jee International Airport (ATQ),183.36,Attari ICP,164.02
NASRALI,FATEHGARH SAHIB,40,32887,village,GOVINDGARH,1.07,ICD Ludhiana,48.15,Deendayal Port (Kandla),1020.29,Sri Guru Ram Dass Jee International Airport (ATQ),180.5,Attari ICP,165.9
MUGHAL MAJRA,FATEHGARH SAHIB,40,32627,village,BASSI PATHANAM,6.44,ICD Baddi,49.72,Deendayal Port (Kandla),1027.2,Sri Guru Ram Dass Jee International Airport (ATQ),182.38,Attari ICP,170.27
BIR GORDHANPUR,FATEHGARH SAHIB,40,0,village,GOVINDGARH,9.96,ICD Ludhiana,53.14,Deendayal Port (Kandla),1011.34,Sri Guru Ram Dass Jee International Airport (ATQ),186.16,Attari ICP,167.93
BARA,FATEHGARH SAHIB,40,0,village,SIRHIND JN,1.82,ICD Baddi,54.75,Deendayal Port (Kandla),1019.73,Sri Guru Ram Dass Jee International Airport (ATQ),191.78,Attari ICP,176.34
BAHADURGARH,FATEHGARH SAHIB,40,0,village,BASSI PATHANAM,2.25,ICD Baddi,48.67,Deendayal Port (Kandla),1026.33,Sri Guru Ram Dass Jee International Airport (ATQ),189.17,Attari ICP,176.28
CHAK BAGH SIKANDAR,FATEHGARH SAHIB,40,0,village,BASSI PATHANAM,3.8,ICD Baddi,50.01,Deendayal Port (Kandla),1025.69,Sri Guru Ram Dass Jee International Airport (ATQ),186.14,Attari ICP,173.22
HARNAM NAGAR,FATEHGARH SAHIB,40,32655,village,FATEHGARH SAHIB,0.36,ICD Baddi,50.95,Deendayal Port (Kandla),1023.99,Sri Guru Ram Dass Jee International Airport (ATQ),189.21,Attari ICP,175.46
JHINJARAN,FATEHGARH SAHIB,40,32767,village,Kauli,10.33,ICD Baddi,63.43,Deendayal Port (Kandla),1010.85,Sri Guru Ram Dass Jee International Airport (ATQ),205.19,Attari ICP,186.08
MAZRI AZIM,FATEHGARH SAHIB,40,32652,village,SIRHIND JN,3.44,ICD Baddi,54.23,Deendayal Port (Kandla),1021.0,Sri Guru Ram Dass Jee International Airport (ATQ),187.6,Attari ICP,172.86
RAJINDARGARH,FATEHGARH SAHIB,40,32717,village,SADHOO GARH,4.37,ICD Baddi,50.49,Deendayal Port (Kandla),1023.64,Sri Guru Ram Dass Jee International Airport (ATQ),202.49,Attari ICP,187.81
RASHIDPURA,FATEHGARH SAHIB,40,32704,village,SADHOO GARH,4.26,ICD Baddi,49.57,Deendayal Port (Kandla),1024.53,Sri Guru Ram Dass Jee International Airport (ATQ),195.56,Attari ICP,181.61
ROHANA BHOLWEWAL,FATEHGARH SAHIB,40,0,village,SADHOO GARH,4.18,ICD Baddi,55.63,Deendayal Port (Kandla),1018.42,Sri Guru Ram Dass Jee International Airport (ATQ),201.47,Attari ICP,185.08
SHAMPUR,FATEHGARH SAHIB,40,32732,village,SADHOO GARH,4.04,ICD Baddi,54.51,Deendayal Port (Kandla),1019.61,Sri Guru Ram Dass Jee International Airport (ATQ),195.18,Attari ICP,179.52
SHAMSHER NAGAR,FATEHGARH SAHIB,40,32707,village,SIRHIND JN,1.63,ICD Baddi,52.37,Deendayal Port (Kandla),1022.02,Sri Guru Ram Dass Jee International Airport (ATQ),192.5,Attari ICP,177.84
SHEKHUPURA,FATEHGARH SAHIB,40,32649,village,SIRHIND JN,1.55,ICD Baddi,53.78,Deendayal Port (Kandla),1021.07,Sri Guru Ram Dass Jee International Airport (ATQ),189.51,Attari ICP,174.68
SAUNDHA,FATEHGARH SAHIB,40,32738,village,SIRHIND JN,6.49,ICD Ludhiana,56.26,Deendayal Port (Kandla),1015.28,Sri Guru Ram Dass Jee International Airport (ATQ),189.13,Attari ICP,172.22
KALEWAL,FATEHGARH SAHIB,40,32914,village,BASSI PATHANAM,7.03,ICD Baddi,48.81,Deendayal Port (Kandla),1028.45,Sri Guru Ram Dass Jee International Airport (ATQ),181.65,Attari ICP,170.07
KHAMANON KHURD,FATEHGARH SAHIB,40,800188,village,NOGANWAN,11.36,ICD Baddi,43.16,Deendayal Port (Kandla),1037.17,Sri Guru Ram Dass Jee International Airport (ATQ),177.07,Attari ICP,169.22
ABOHAR MANDI,FAZILKA,651,0,village,Burj Mohar,1.73,ICD Ludhiana,174.96,Deendayal Port (Kandla),868.46,Sri Guru Ram Dass Jee International Airport (ATQ),177.7,Attari ICP,109.06
KALLARKHERA,FAZILKA,651,35157,village,FATUHI,8.65,ICD Ludhiana,204.0,Deendayal Port (Kandla),842.99,Sri Guru Ram Dass Jee International Airport (ATQ),201.49,Attari ICP,133.73
RAMGARH,FAZILKA,651,35199,village,PAKKI,7.32,ICD Ludhiana,163.3,Deendayal Port (Kandla),878.23,Sri Guru Ram Dass Jee International Airport (ATQ),169.29,Attari ICP,100.5
GHATTIYANWALI BODLA,FAZILKA,651,35028,village,Chak Pakhhewala,2.56,ICD Ludhiana,165.49,Deendayal Port (Kandla),891.49,Sri Guru Ram Dass Jee International Airport (ATQ),153.22,Attari ICP,85.21
GHARUMI,FAZILKA,651,35112,village,Jandwala Kharta,8.89,ICD Ludhiana,190.24,Deendayal Port (Kandla),876.59,Sri Guru Ram Dass Jee International Airport (ATQ),167.9,Attari ICP,102.36
JIWANPURA,FAZILKA,651,35103,village,Fazilka,8.92,ICD Ludhiana,189.62,Deendayal Port (Kandla),879.39,Sri Guru Ram Dass Jee International Airport (ATQ),165.23,Attari ICP,100.04
KANDAR KE,FAZILKA,651,35104,village,Fazilka,9.46,ICD Ludhiana,190.12,Deendayal Port (Kandla),879.22,Sri Guru Ram Dass Jee International Airport (ATQ),165.44,Attari ICP,100.34
KHOKHAR,FAZILKA,651,35102,village,Fazilka,7.95,ICD Ludhiana,188.54,Deendayal Port (Kandla),880.41,Sri Guru Ram Dass Jee International Airport (ATQ),164.17,Attari ICP,98.92
KILLI,FAZILKA,651,35089,village,Fazilka,1.93,ICD Ludhiana,179.09,Deendayal Port (Kandla),885.99,Sri Guru Ram Dass Jee International Airport (ATQ),158.26,Attari ICP,91.89
MOHAR BAKAR,FAZILKA,651,0,village,Fazilka,9.14,ICD Ludhiana,187.31,Deendayal Port (Kandla),884.66,Sri Guru Ram Dass Jee International Airport (ATQ),160.11,Attari ICP,95.36
PARANPATTI,FAZILKA,651,35084,village,Chak Banwala,3.77,ICD Ludhiana,172.85,Deendayal Port (Kandla),886.35,Sri Guru Ram Dass Jee International Airport (ATQ),158.0,Attari ICP,90.54
KABUL SHAH HITHAR,FAZILKA,651,35110,village,Fazilka,6.39,ICD Ludhiana,187.21,Deendayal Port (Kandla),879.48,Sri Guru Ram Dass Jee International Airport (ATQ),164.93,Attari ICP,99.23
TILANWALI,FAZILKA,651,35130,village,Khui Khera,7.33,ICD Ludhiana,187.27,Deendayal Port (Kandla),871.12,Sri Guru Ram Dass Jee International Airport (ATQ),173.1,Attari ICP,106.15
BEHAK HASTA HITHAR,FAZILKA,651,35006,village,Ladhuka,4.98,ICD Ludhiana,174.0,Deendayal Port (Kandla),895.55,Sri Guru Ram Dass Jee International Airport (ATQ),148.74,Attari ICP,82.81
BADALKE HITHAR,FAZILKA,651,34848,village,Jalalabad,6.89,ICD Ludhiana,152.58,Deendayal Port (Kandla),919.54,Sri Guru Ram Dass Jee International Airport (ATQ),124.76,Attari ICP,57.71
MIDA,FAZILKA,651,34900,village,Jalalabad,5.83,ICD Ludhiana,154.57,Deendayal Port (Kandla),917.29,Sri Guru Ram Dass Jee International Airport (ATQ),126.98,Attari ICP,60.06
BAGHE KE HITHAR,FAZILKA,651,34911,village,Bahminiwala,6.72,ICD Ludhiana,160.24,Deendayal Port (Kandla),910.78,Sri Guru Ram Dass Jee International Airport (ATQ),133.44,Attari ICP,66.83
BARHAN BHATTI,FAZILKA,651,34882,village,Jiwa Arain,4.76,ICD Ludhiana,148.14,Deendayal Port (Kandla),920.72,Sri Guru Ram Dass Jee International Airport (ATQ),123.87,Attari ICP,56.07
BHAMBA WATTU HITHAR,FAZILKA,651,34996,village,Ladhuka,5.42,ICD Ludhiana,167.96,Deendayal Port (Kandla),901.87,Sri Guru Ram Dass Jee International Airport (ATQ),142.36,Attari ICP,76.1
CHAK DHAB KHUSHAL JOYA,FAZILKA,651,34945,village,Jalalabad,8.79,ICD Ludhiana,150.53,Deendayal Port (Kandla),909.0,Sri Guru Ram Dass Jee International Airport (ATQ),136.22,Attari ICP,67.8
CHAK GULAM RASULWALA,FAZILKA,651,34951,village,Bahminiwala,7.42,ICD Ludhiana,155.24,Deendayal Port (Kandla),905.78,Sri Guru Ram Dass Jee International Airport (ATQ),139.03,Attari ICP,70.92
CHAK JAMALGARH,FAZILKA,651,34876,village,Jiwa Arain,3.74,ICD Ludhiana,145.29,Deendayal Port (Kandla),920.3,Sri Guru Ram Dass Jee International Airport (ATQ),124.67,Attari ICP,56.4
CHAK KATHGARH,FAZILKA,651,34934,village,Jalalabad,1.59,ICD Ludhiana,151.5,Deendayal Port (Kandla),915.31,Sri Guru Ram Dass Jee International Airport (ATQ),129.25,Attari ICP,61.48
TOTIANWALA,FAZILKA,651,34971,village,Bahminiwala,1.34,ICD Ludhiana,160.14,Deendayal Port (Kandla),905.26,Sri Guru Ram Dass Jee International Airport (ATQ),139.1,Attari ICP,71.71
DOLEKEABAD UTTAR,FAZILKA,651,0,village,Jalalabad,6.93,ICD Ludhiana,152.1,Deendayal Port (Kandla),919.83,Sri Guru Ram Dass Jee International Airport (ATQ),124.49,Attari ICP,57.37
GHULLA,FAZILKA,651,34885,village,Jalalabad,6.73,ICD Ludhiana,150.4,Deendayal Port (Kandla),920.35,Sri Guru Ram Dass Jee International Airport (ATQ),124.06,Attari ICP,56.65
CHAK MANEWALA,FAZILKA,651,34930,village,Jalalabad,2.48,ICD Ludhiana,154.25,Deendayal Port (Kandla),911.4,Sri Guru Ram Dass Jee International Airport (ATQ),133.12,Attari ICP,65.4
MAHMUD KHANKE,FAZILKA,651,34904,village,Jalalabad,8.42,ICD Ludhiana,156.38,Deendayal Port (Kandla),917.9,Sri Guru Ram Dass Jee International Airport (ATQ),126.32,Attari ICP,59.93
MAUJEWALA,FAZILKA,651,34992,village,Bahminiwala,4.22,ICD Ludhiana,164.51,Deendayal Port (Kandla),905.06,Sri Guru Ram Dass Jee International Airport (ATQ),139.16,Attari ICP,72.63
MORANWALA,FAZILKA,651,34880,village,Jiwa Arain,4.11,ICD Ludhiana,146.77,Deendayal Port (Kandla),920.1,Sri Guru Ram Dass Jee International Airport (ATQ),124.68,Attari ICP,56.61
MURUKWALA,FAZILKA,651,0,village,Bahminiwala,2.05,ICD Ludhiana,160.64,Deendayal Port (Kandla),906.86,Sri Guru Ram Dass Jee International Airport (ATQ),137.42,Attari ICP,70.33
PIREKE HITHAR,FAZILKA,651,34903,village,Jalalabad,7.52,ICD Ludhiana,156.94,Deendayal Port (Kandla),916.48,Sri Guru Ram Dass Jee International Airport (ATQ),127.75,Attari ICP,61.26
RAHIME SHAH BODLA,FAZILKA,651,34852,village,Jiwa Arain,5.2,ICD Ludhiana,148.37,Deendayal Port (Kandla),922.33,Sri Guru Ram Dass Jee International Airport (ATQ),122.15,Attari ICP,54.58
SHAMSUD DIN CHISTI,FAZILKA,651,34889,village,Jalalabad,4.56,ICD Ludhiana,151.65,Deendayal Port (Kandla),918.1,Sri Guru Ram Dass Jee International Airport (ATQ),126.31,Attari ICP,58.88
NURA SARWAN,FAZILKA,651,34902,village,Jalalabad,6.68,ICD Ludhiana,156.24,Deendayal Port (Kandla),916.44,Sri Guru Ram Dass Jee International Airport (ATQ),127.8,Attari ICP,61.13
BURWALA,FAZILKA,651,34879,village,Jalalabad,4.96,ICD Ludhiana,147.98,Deendayal Port (Kandla),917.28,Sri Guru Ram Dass Jee International Airport (ATQ),127.56,Attari ICP,59.43
THARASINGH WALA  UTTAR,FAZILKA,651,34894,village,Jalalabad,5.28,ICD Ludhiana,153.32,Deendayal Port (Kandla),917.79,Sri Guru Ram Dass Jee International Airport (ATQ),126.53,Attari ICP,59.4
ARAINWALA,FAZILKA,651,34932,village,Jalalabad,4.03,ICD Ludhiana,151.89,Deendayal Port (Kandla),911.51,Sri Guru Ram Dass Jee International Airport (ATQ),133.26,Attari ICP,65.19
ALI AULAKH,FIROZPUR,43,34618,village,Firozpur City,7.35,ICD Ludhiana,125.43,Deendayal Port (Kandla),960.55,Sri Guru Ram Dass Jee International Airport (ATQ),84.65,Attari ICP,16.16
BALA MEGHA,FIROZPUR,43,34550,village,TALLI SAIDASAHU,5.54,ICD Ludhiana,108.08,Deendayal Port (Kandla),979.3,Sri Guru Ram Dass Jee International Airport (ATQ),69.57,Attari ICP,11.74
BASTI PATHANWALI,FIROZPUR,43,34719,village,Dodh,8.16,ICD Ludhiana,132.81,Deendayal Port (Kandla),947.35,Sri Guru Ram Dass Jee International Airport (ATQ),97.48,Attari ICP,29.42
DULCHI KE,FIROZPUR,43,34607,village,Firozpur City,4.17,ICD Ludhiana,115.14,Deendayal Port (Kandla),966.51,Sri Guru Ram Dass Jee International Airport (ATQ),80.74,Attari ICP,13.29
BHAMBA SINGHWALA,FIROZPUR,43,34605,village,MAHALAM,5.81,ICD Ludhiana,114.47,Deendayal Port (Kandla),971.24,Sri Guru Ram Dass Jee International Airport (ATQ),75.88,Attari ICP,9.2
BHAROLI BHAM,FIROZPUR,43,34772,village,Dodh,0.28,ICD Ludhiana,125.58,Deendayal Port (Kandla),947.29,Sri Guru Ram Dass Jee International Airport (ATQ),98.89,Attari ICP,30.1
MACHHIWARA,FIROZPUR,43,34471,village,Ferozeshah,1.65,ICD Ludhiana,102.04,Deendayal Port (Kandla),963.63,Sri Guru Ram Dass Jee International Airport (ATQ),89.28,Attari ICP,27.79
CHAK BAGGUWALA,FIROZPUR,43,34558,village,MALLANWALA KHAS,5.17,ICD Ludhiana,103.66,Deendayal Port (Kandla),981.19,Sri Guru Ram Dass Jee International Airport (ATQ),69.47,Attari ICP,16.12
CHAK GHOBAI ALIAS TANGAN,FIROZPUR,43,34715,village,Dodh,8.5,ICD Ludhiana,131.66,Deendayal Port (Kandla),949.85,Sri Guru Ram Dass Jee International Airport (ATQ),94.99,Attari ICP,26.93
CHAK JIT SINGHWALA,FIROZPUR,43,0,village,Sulhani,8.1,ICD Ludhiana,96.98,Deendayal Port (Kandla),957.59,Sri Guru Ram Dass Jee International Airport (ATQ),99.26,Attari ICP,39.23
CHAK RANWALA,FIROZPUR,43,34648,village,Dodh,5.01,ICD Ludhiana,122.16,Deendayal Port (Kandla),946.21,Sri Guru Ram Dass Jee International Airport (ATQ),101.02,Attari ICP,32.47
DONA JAIMALWALA,FIROZPUR,43,34706,village,Dodh,11.97,ICD Ludhiana,135.68,Deendayal Port (Kandla),948.4,Sri Guru Ram Dass Jee International Airport (ATQ),96.07,Attari ICP,28.9
CHAK SATARIAN,FIROZPUR,43,34676,village,Khai Phemeki,7.58,ICD Ludhiana,129.14,Deendayal Port (Kandla),955.27,Sri Guru Ram Dass Jee International Airport (ATQ),89.63,Attari ICP,21.52
CHHANGA MAKHNA,FIROZPUR,43,34690,village,Khai Phemeki,5.08,ICD Ludhiana,127.55,Deendayal Port (Kandla),951.16,Sri Guru Ram Dass Jee International Airport (ATQ),94.26,Attari ICP,25.62
DULEWALA,FIROZPUR,43,34624,village,Khai Phemeki,3.61,ICD Ludhiana,123.53,Deendayal Port (Kandla),957.37,Sri Guru Ram Dass Jee International Airport (ATQ),88.4,Attari ICP,19.62
DARYAKE,FIROZPUR,43,34758,village,Kohar Singhwala,7.27,ICD Ludhiana,137.01,Deendayal Port (Kandla),939.88,Sri Guru Ram Dass Jee International Airport (ATQ),104.83,Attari ICP,36.91
DONA RAHIMKE,FIROZPUR,43,34707,village,Dodh,10.98,ICD Ludhiana,134.41,Deendayal Port (Kandla),949.09,Sri Guru Ram Dass Jee International Airport (ATQ),95.47,Attari ICP,28.02
FIROZPUR,FIROZPUR,43,800207,village,Firozpur City,2.96,ICD Ludhiana,117.94,Deendayal Port (Kandla),965.43,Sri Guru Ram Dass Jee International Airport (ATQ),81.09,Attari ICP,12.73
FATEWALA HITHAR,FIROZPUR,43,34699,village,Khai Phemeki,8.59,ICD Ludhiana,130.6,Deendayal Port (Kandla),954.01,Sri Guru Ram Dass Jee International Airport (ATQ),90.76,Attari ICP,22.88
GADODOO,FIROZPUR,43,34510,village,Saidanwala,6.15,ICD Ludhiana,106.13,Deendayal Port (Kandla),967.52,Sri Guru Ram Dass Jee International Airport (ATQ),82.99,Attari ICP,20.2
GANDHU KILCHA HITHAR,FIROZPUR,43,34667,village,Khai Phemeki,8.81,ICD Ludhiana,129.13,Deendayal Port (Kandla),957.2,Sri Guru Ram Dass Jee International Airport (ATQ),87.61,Attari ICP,19.7
GATTI CHAK JADID,FIROZPUR,43,34702,village,Khai Phemeki,11.33,ICD Ludhiana,133.37,Deendayal Port (Kandla),953.19,Sri Guru Ram Dass Jee International Airport (ATQ),91.31,Attari ICP,24.17
GATTI MAHMMODKE,FIROZPUR,43,0,village,Khai Phemeki,9.78,ICD Ludhiana,129.92,Deendayal Port (Kandla),957.41,Sri Guru Ram Dass Jee International Airport (ATQ),87.29,Attari ICP,19.66
GOKHIWALA,FIROZPUR,43,34627,village,Firozpur City,3.84,ICD Ludhiana,121.87,Deendayal Port (Kandla),960.28,Sri Guru Ram Dass Jee International Airport (ATQ),85.65,Attari ICP,16.87
GURDITIWALA,FIROZPUR,43,34541,village,MALLANWALA KHAS,4.59,ICD Ludhiana,102.33,Deendayal Port (Kandla),982.37,Sri Guru Ram Dass Jee International Airport (ATQ),68.87,Attari ICP,17.47
HAKEWALA,FIROZPUR,43,34593,village,FIROZPUR CANT,1.8,ICD Ludhiana,114.94,Deendayal Port (Kandla),963.09,Sri Guru Ram Dass Jee International Airport (ATQ),84.51,Attari ICP,17.04
HABIBWALA,FIROZPUR,43,34622,village,Khai Phemeki,7.56,ICD Ludhiana,126.46,Deendayal Port (Kandla),958.87,Sri Guru Ram Dass Jee International Airport (ATQ),86.25,Attari ICP,17.84
HUSAIN SHAHWALA,FIROZPUR,43,34689,village,Dodh,4.31,ICD Ludhiana,127.39,Deendayal Port (Kandla),950.07,Sri Guru Ram Dass Jee International Airport (ATQ),95.47,Attari ICP,26.77
JAMA RAKHAI UTTAR,FIROZPUR,43,34755,village,Jhoktahal Singh,9.75,ICD Ludhiana,137.15,Deendayal Port (Kandla),942.32,Sri Guru Ram Dass Jee International Airport (ATQ),102.25,Attari ICP,34.64
JIWA BHEDI,FIROZPUR,43,34577,village,MAHALAM,0.58,ICD Ludhiana,109.26,Deendayal Port (Kandla),972.45,Sri Guru Ram Dass Jee International Airport (ATQ),76.36,Attari ICP,13.23
JODHPURA,FIROZPUR,43,34720,village,Dodh,6.89,ICD Ludhiana,132.11,Deendayal Port (Kandla),946.29,Sri Guru Ram Dass Jee International Airport (ATQ),98.69,Attari ICP,30.41
KULU ARAIN HITHAR,FIROZPUR,43,34700,village,Khai Phemeki,9.0,ICD Ludhiana,131.2,Deendayal Port (Kandla),953.33,Sri Guru Ram Dass Jee International Airport (ATQ),91.39,Attari ICP,23.6
KULUWARA,FIROZPUR,43,34611,village,Firozpur City,8.01,ICD Ludhiana,120.22,Deendayal Port (Kandla),969.03,Sri Guru Ram Dass Jee International Airport (ATQ),76.72,Attari ICP,7.95
KAILUWALA,FIROZPUR,43,34631,village,Firozpur City,3.03,ICD Ludhiana,120.08,Deendayal Port (Kandla),959.72,Sri Guru Ram Dass Jee International Airport (ATQ),86.69,Attari ICP,18.05
KHANE KE AHAL,FIROZPUR,43,34597,village,FIROZPUR CANT,4.18,ICD Ludhiana,113.97,Deendayal Port (Kandla),965.61,Sri Guru Ram Dass Jee International Airport (ATQ),82.08,Attari ICP,15.06
KHILCHI JADID,FIROZPUR,43,34635,village,FIROZPUR CANT,3.47,ICD Ludhiana,119.62,Deendayal Port (Kandla),958.99,Sri Guru Ram Dass Jee International Airport (ATQ),87.6,Attari ICP,19.03
KHUSHAL SINGHWALA,FIROZPUR,43,34596,village,FIROZPUR CANT,3.21,ICD Ludhiana,114.66,Deendayal Port (Kandla),964.68,Sri Guru Ram Dass Jee International Airport (ATQ),82.86,Attari ICP,15.53
KUL GARHI,FIROZPUR,43,34503,village,Dhindsa,7.82,ICD Ludhiana,101.88,Deendayal Port (Kandla),970.07,Sri Guru Ram Dass Jee International Airport (ATQ),82.16,Attari ICP,22.54
LUTHER,FIROZPUR,43,34659,village,Khai Phemeki,2.14,ICD Ludhiana,122.13,Deendayal Port (Kandla),956.71,Sri Guru Ram Dass Jee International Airport (ATQ),89.43,Attari ICP,20.67
LAKHA SINGHWALA UTTAR,FIROZPUR,43,34734,village,Jhoktahal Singh,9.85,ICD Ludhiana,136.46,Deendayal Port (Kandla),943.93,Sri Guru Ram Dass Jee International Airport (ATQ),100.64,Attari ICP,33.06
LAKHA HAJI,FIROZPUR,43,34674,village,Khai Phemeki,6.66,ICD Ludhiana,128.99,Deendayal Port (Kandla),953.62,Sri Guru Ram Dass Jee International Airport (ATQ),91.4,Attari ICP,23.1
LAKHMIRE KE HITHAR,FIROZPUR,43,34708,village,Dodh,10.39,ICD Ludhiana,134.7,Deendayal Port (Kandla),947.54,Sri Guru Ram Dass Jee International Airport (ATQ),97.05,Attari ICP,29.48
LAMOCHAR,FIROZPUR,43,34619,village,Firozpur City,7.9,ICD Ludhiana,126.02,Deendayal Port (Kandla),959.99,Sri Guru Ram Dass Jee International Airport (ATQ),85.14,Attari ICP,16.73
MAMDOT UTTAR,FIROZPUR,43,34735,village,Jhoktahal Singh,8.86,ICD Ludhiana,134.47,Deendayal Port (Kandla),945.67,Sri Guru Ram Dass Jee International Airport (ATQ),99.03,Attari ICP,31.17
