village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
Uttar Chelagang,Gomati,654,272180,village,208,1.49,Belghoria Expressway,343.23,Teliamura,47.16,Bihara,192.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,353.25,ICD Amingaon,298.17,Sabroom ICP,34.81,Lokpriya Gopinath Bordoloi International Airport (GAU),290.39,MMLP Silchar,185.42,Karimganj Terminal,168.84,FCI Depot Agartala,60.4
Tairbhuma,Gomati,654,272176,village,208,5.89,Belghoria Expressway,338.28,Teliamura,46.46,Bihara,195.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,348.33,ICD Amingaon,298.19,Sabroom ICP,35.21,Lokpriya Gopinath Bordoloi International Airport (GAU),290.25,MMLP Silchar,188.4,Karimganj Terminal,170.85,FCI Depot Agartala,56.97
Dalak,Gomati,654,272172,village,208,1.67,Belghoria Expressway,344.42,Teliamura,40.28,Bihara,186.72,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,354.62,ICD Amingaon,291.23,Sabroom ICP,41.74,Lokpriya Gopinath Bordoloi International Airport (GAU),283.44,MMLP Silchar,180.09,Karimganj Terminal,162.64,FCI Depot Agartala,55.27
Paschim Daluma,Gomati,654,272178,village,208,1.21,Belghoria Expressway,342.6,Teliamura,43.84,Bihara,190.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,352.7,ICD Amingaon,295.04,Sabroom ICP,37.96,Lokpriya Gopinath Bordoloi International Airport (GAU),287.22,MMLP Silchar,183.71,Karimganj Terminal,166.51,FCI Depot Agartala,57.19
Purba Daluma,Gomati,654,272179,village,208,1.88,Belghoria Expressway,346.34,Teliamura,44.19,Bihara,188.12,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,356.44,ICD Amingaon,294.6,Sabroom ICP,38.45,Lokpriya Gopinath Bordoloi International Airport (GAU),286.9,MMLP Silchar,181.14,Karimganj Terminal,164.63,FCI Depot Agartala,59.6
Rangkang,Gomati,654,272173,village,208,1.9,Belghoria Expressway,339.94,Teliamura,41.1,Bihara,190.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,350.12,ICD Amingaon,292.77,Sabroom ICP,40.53,Lokpriya Gopinath Bordoloi International Airport (GAU),284.83,MMLP Silchar,183.85,Karimganj Terminal,165.76,FCI Depot Agartala,53.22
Paharpur,Gomati,654,272171,village,208,2.77,Belghoria Expressway,346.3,Teliamura,41.34,Bihara,186.13,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,356.46,ICD Amingaon,291.84,Sabroom ICP,41.17,Lokpriya Gopinath Bordoloi International Airport (GAU),284.11,MMLP Silchar,179.33,Karimganj Terminal,162.37,FCI Depot Agartala,57.24
Rajkang,Gomati,654,272174,village,208,1.8,Belghoria Expressway,338.42,Teliamura,39.21,Bihara,189.91,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,348.66,ICD Amingaon,291.07,Sabroom ICP,42.53,Lokpriya Gopinath Bordoloi International Airport (GAU),283.07,MMLP Silchar,183.72,Karimganj Terminal,165.05,FCI Depot Agartala,50.57
Amarpur,Gomati,654,922861,village,208,0.2,Belghoria Expressway,340.16,Teliamura,37.34,Bihara,187.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,350.44,ICD Amingaon,289.07,Srimantapur ICP,42.96,Lokpriya Gopinath Bordoloi International Airport (GAU),281.12,MMLP Silchar,181.38,Karimganj Terminal,162.72,FCI Depot Agartala,50.11
Paschim Malbassa,Gomati,654,272169,village,208,2.47,Belghoria Expressway,343.96,Teliamura,38.34,Bihara,185.71,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,354.2,ICD Amingaon,289.45,Sabroom ICP,43.55,Lokpriya Gopinath Bordoloi International Airport (GAU),281.63,MMLP Silchar,179.23,Karimganj Terminal,161.39,FCI Depot Agartala,53.39
Birganj,Gomati,654,272168,village,208,2.13,Belghoria Expressway,342.52,Teliamura,36.54,Bihara,185.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,352.81,ICD Amingaon,287.97,Srimantapur ICP,43.29,Lokpriya Gopinath Bordoloi International Airport (GAU),280.08,MMLP Silchar,179.2,Karimganj Terminal,160.82,FCI Depot Agartala,50.99
Purba Malbassa,Gomati,654,272170,village,208,5.5,Belghoria Expressway,347.21,Teliamura,37.62,Bihara,182.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,357.46,ICD Amingaon,287.99,Sabroom ICP,45.01,Lokpriya Gopinath Bordoloi International Airport (GAU),280.27,MMLP Silchar,176.27,Karimganj Terminal,158.85,FCI Depot Agartala,54.78
Rangamati,Gomati,654,272166,village,208,0.04,Belghoria Expressway,340.27,Teliamura,35.05,Bihara,185.96,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,350.6,ICD Amingaon,286.82,Srimantapur ICP,40.8,Lokpriya Gopinath Bordoloi International Airport (GAU),278.85,MMLP Silchar,179.93,Karimganj Terminal,160.9,FCI Depot Agartala,48.21
Debbari,Gomati,654,272165,village,208,1.54,Belghoria Expressway,338.15,Teliamura,35.05,Bihara,187.28,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,348.49,ICD Amingaon,287.0,Srimantapur ICP,39.74,Lokpriya Gopinath Bordoloi International Airport (GAU),278.95,MMLP Silchar,181.39,Karimganj Terminal,161.98,FCI Depot Agartala,46.7
Bampur,Gomati,654,272164,village,208,1.24,Belghoria Expressway,340.69,Teliamura,32.65,Bihara,184.12,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,351.07,ICD Amingaon,284.44,Srimantapur ICP,38.71,Lokpriya Gopinath Bordoloi International Airport (GAU),276.46,MMLP Silchar,178.22,Karimganj Terminal,158.87,FCI Depot Agartala,46.49
Gungia,Gomati,654,272167,village,208,5.33,Belghoria Expressway,345.68,Teliamura,34.1,Bihara,181.64,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,356.01,ICD Amingaon,284.99,Srimantapur ICP,42.49,Lokpriya Gopinath Bordoloi International Airport (GAU),277.18,MMLP Silchar,175.34,Karimganj Terminal,157.09,FCI Depot Agartala,51.07
Kamalaipara,Gomati,654,272201,village,208,1.33,Belghoria Expressway,338.36,Teliamura,31.63,Bihara,184.91,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,348.79,ICD Amingaon,283.6,Srimantapur ICP,36.45,Lokpriya Gopinath Bordoloi International Airport (GAU),275.53,MMLP Silchar,179.24,Karimganj Terminal,159.27,FCI Depot Agartala,43.86
Paschim Sarbong,Gomati,654,272163,village,208,3.01,Belghoria Expressway,343.22,Teliamura,30.66,Bihara,181.14,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,353.64,ICD Amingaon,282.17,Srimantapur ICP,38.15,Lokpriya Gopinath Bordoloi International Airport (GAU),274.26,MMLP Silchar,175.23,Karimganj Terminal,155.97,FCI Depot Agartala,46.69
Purba Sarbong,Gomati,654,272162,village,208,4.76,Belghoria Expressway,345.68,Teliamura,29.83,Bihara,178.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,356.11,ICD Amingaon,280.87,Srimantapur ICP,38.66,Lokpriya Gopinath Bordoloi International Airport (GAU),273.03,MMLP Silchar,172.85,Karimganj Terminal,153.86,FCI Depot Agartala,47.77
Sonachhara,Gomati,654,272199,village,208,0.31,Belghoria Expressway,340.41,Teliamura,29.96,Bihara,182.55,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,350.87,ICD Amingaon,281.84,Srimantapur ICP,35.97,Lokpriya Gopinath Bordoloi International Airport (GAU),273.82,MMLP Silchar,176.87,Karimganj Terminal,156.99,FCI Depot Agartala,44.03
Dakshin Chhangang,Gomati,654,272200,village,208,1.88,Belghoria Expressway,339.37,Teliamura,27.98,Bihara,181.96,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,349.88,ICD Amingaon,279.96,Srimantapur ICP,33.44,Lokpriya Gopinath Bordoloi International Airport (GAU),271.89,MMLP Silchar,176.49,Karimganj Terminal,156.06,FCI Depot Agartala,41.55
Chenchua,Gomati,654,272197,village,208,0.65,Belghoria Expressway,342.47,Teliamura,25.77,Bihara,178.57,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,353.01,ICD Amingaon,277.55,Srimantapur ICP,33.23,Lokpriya Gopinath Bordoloi International Airport (GAU),269.56,MMLP Silchar,173.05,Karimganj Terminal,152.8,FCI Depot Agartala,42.3
Ekjan Chhara,Gomati,654,272198,village,208,4.38,Belghoria Expressway,346.26,Teliamura,25.71,Bihara,175.81,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,356.8,ICD Amingaon,276.78,Srimantapur ICP,35.37,Lokpriya Gopinath Bordoloi International Airport (GAU),268.92,MMLP Silchar,170.07,Karimganj Terminal,150.45,FCI Depot Agartala,45.15
Uttar Chhangang,Gomati,654,272196,village,208,1.93,Belghoria Expressway,340.42,Teliamura,23.91,Bihara,178.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,351.02,ICD Amingaon,275.89,Srimantapur ICP,30.16,Lokpriya Gopinath Bordoloi International Airport (GAU),267.81,MMLP Silchar,173.53,Karimganj Terminal,152.54,FCI Depot Agartala,39.11
Melchi,Gomati,654,272195,village,208,0.25,Belghoria Expressway,342.76,Teliamura,23.42,Bihara,176.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,353.36,ICD Amingaon,275.24,Srimantapur ICP,31.27,Lokpriya Gopinath Bordoloi International Airport (GAU),267.24,MMLP Silchar,171.58,Karimganj Terminal,150.94,FCI Depot Agartala,40.75
Ampinagar,Gomati,654,272191,village,208,0.79,Belghoria Expressway,342.41,Teliamura,21.91,Bihara,176.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,353.05,ICD Amingaon,273.81,Srimantapur ICP,29.66,Lokpriya Gopinath Bordoloi International Airport (GAU),265.78,MMLP Silchar,171.04,Karimganj Terminal,150.06,FCI Depot Agartala,39.32
Gamaichhara,Gomati,654,272194,village,208,4.39,Belghoria Expressway,347.59,Teliamura,22.8,Bihara,173.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,358.19,ICD Amingaon,273.64,Srimantapur ICP,33.66,Lokpriya Gopinath Bordoloi International Airport (GAU),265.79,MMLP Silchar,167.41,Karimganj Terminal,147.45,FCI Depot Agartala,44.08
Baishyamani Para,Gomati,654,272190,village,208,1.42,Belghoria Expressway,341.73,Teliamura,20.17,Bihara,175.67,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,352.4,ICD Amingaon,272.15,Srimantapur ICP,27.57,Lokpriya Gopinath Bordoloi International Airport (GAU),264.07,MMLP Silchar,170.64,Karimganj Terminal,149.19,FCI Depot Agartala,37.4
Ampichhara,Gomati,654,272193,village,208,4.42,Belghoria Expressway,348.35,Teliamura,20.14,Bihara,170.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,359.0,ICD Amingaon,270.86,Srimantapur ICP,31.96,Lokpriya Gopinath Bordoloi International Airport (GAU),263.02,MMLP Silchar,165.37,Karimganj Terminal,145.02,FCI Depot Agartala,42.89
Dhanlekha,Gomati,654,272189,village,208,1.1,Belghoria Expressway,342.58,Teliamura,18.71,Bihara,174.25,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,353.29,ICD Amingaon,270.67,Srimantapur ICP,26.9,Lokpriya Gopinath Bordoloi International Airport (GAU),262.61,MMLP Silchar,169.28,Karimganj Terminal,147.71,FCI Depot Agartala,37.13
Haripur,Gomati,654,272192,village,208,2.46,Belghoria Expressway,346.83,Teliamura,18.77,Bihara,171.21,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,357.52,ICD Amingaon,270.02,Srimantapur ICP,29.93,Lokpriya Gopinath Bordoloi International Airport (GAU),262.11,MMLP Silchar,165.97,Karimganj Terminal,145.14,FCI Depot Agartala,40.84
Dakshin Taidu,Gomati,654,272187,village,208,0.09,Belghoria Expressway,344.85,Teliamura,17.31,Bihara,171.87,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,355.57,ICD Amingaon,269.06,Srimantapur ICP,27.39,Lokpriya Gopinath Bordoloi International Airport (GAU),261.07,MMLP Silchar,166.86,Karimganj Terminal,145.43,FCI Depot Agartala,38.23
Taidu Dhepa,Gomati,654,272188,village,208,2.48,Belghoria Expressway,343.28,Teliamura,15.49,Bihara,171.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,354.06,ICD Amingaon,267.46,Srimantapur ICP,24.63,Lokpriya Gopinath Bordoloi International Airport (GAU),259.39,MMLP Silchar,167.17,Karimganj Terminal,145.09,FCI Depot Agartala,35.57
Purba Taichhlong,Gomati,654,272185,village,208,3.94,Belghoria Expressway,349.86,Teliamura,16.61,Bihara,167.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,360.6,ICD Amingaon,266.93,Srimantapur ICP,30.2,Lokpriya Gopinath Bordoloi International Airport (GAU),259.1,MMLP Silchar,162.23,Karimganj Terminal,141.4,FCI Depot Agartala,41.88
Paschim Taichhlong,Gomati,654,272186,village,208,1.44,Belghoria Expressway,347.36,Teliamura,15.59,Bihara,168.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,358.12,ICD Amingaon,266.86,Srimantapur ICP,27.83,Lokpriya Gopinath Bordoloi International Airport (GAU),258.94,MMLP Silchar,163.96,Karimganj Terminal,142.6,FCI Depot Agartala,39.31
Palku Chhara,Gomati,654,272182,village,208,4.24,Belghoria Expressway,342.59,Teliamura,12.96,Bihara,170.91,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,353.43,ICD Amingaon,264.92,Srimantapur ICP,21.83,Lokpriya Gopinath Bordoloi International Airport (GAU),256.78,MMLP Silchar,166.44,Karimganj Terminal,143.69,FCI Depot Agartala,33.19
Jambuk Chhara,Gomati,654,272184,village,208,1.3,Belghoria Expressway,348.46,Teliamura,13.17,Bihara,166.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,359.27,ICD Amingaon,264.22,Srimantapur ICP,26.85,Lokpriya Gopinath Bordoloi International Airport (GAU),256.31,MMLP Silchar,161.86,Karimganj Terminal,140.17,FCI Depot Agartala,38.84
Paschim Kalajhari RF,Gomati,654,272161,village,208,4.29,Belghoria Expressway,351.64,Mungiakami,54.29,Bihara,191.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,361.49,ICD Amingaon,303.13,Sabroom ICP,31.5,Lokpriya Gopinath Bordoloi International Airport (GAU),295.65,MMLP Silchar,184.04,Karimganj Terminal,169.88,FCI Depot Agartala,70.67
Kurmachhara,Gomati,654,272177,village,208,4.08,Belghoria Expressway,339.25,Teliamura,44.03,Bihara,192.72,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,349.36,ICD Amingaon,295.71,Sabroom ICP,37.61,Lokpriya Gopinath Bordoloi International Airport (GAU),287.77,MMLP Silchar,186.18,Karimganj Terminal,168.42,FCI Depot Agartala,55.38
Nutan Bazar,Gomati,654,272181,village,208,2.05,Belghoria Expressway,348.05,Teliamura,46.65,Bihara,188.67,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,358.08,ICD Amingaon,296.56,Sabroom ICP,36.72,Lokpriya Gopinath Bordoloi International Airport (GAU),288.93,MMLP Silchar,181.46,Karimganj Terminal,165.6,FCI Depot Agartala,62.54
Purba Kalajhari RF,Gomati,654,272563,village,208,7.04,Belghoria Expressway,354.8,Mungiakami,52.27,Bihara,188.32,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,364.7,ICD Amingaon,300.62,Sabroom ICP,34.84,Lokpriya Gopinath Bordoloi International Airport (GAU),293.24,MMLP Silchar,180.41,Karimganj Terminal,166.55,FCI Depot Agartala,70.95
Dakshin Ekchhari,Gomati,654,272354,village,208,3.61,Belghoria Expressway,342.99,Teliamura,53.75,Bihara,197.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,352.85,ICD Amingaon,304.64,Sabroom ICP,28.35,Lokpriya Gopinath Bordoloi International Airport (GAU),296.9,MMLP Silchar,190.07,Karimganj Terminal,174.39,FCI Depot Agartala,65.99
Barabil,Gomati,654,272365,village,208,10.56,Belghoria Expressway,344.56,Teliamura,68.32,Bihara,207.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,354.04,ICD Amingaon,318.69,Sabroom ICP,15.31,Lokpriya Gopinath Bordoloi International Airport (GAU),311.07,MMLP Silchar,199.62,Karimganj Terminal,186.07,FCI Depot Agartala,79.61
Chakpur,Gomati,654,272350,village,208,9.55,Belghoria Expressway,357.3,Mungiakami,52.97,Bihara,187.21,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,367.19,ICD Amingaon,300.8,Sabroom ICP,35.77,Lokpriya Gopinath Bordoloi International Airport (GAU),293.5,MMLP Silchar,179.12,Karimganj Terminal,165.81,FCI Depot Agartala,72.97
Dakshin Chelagang,Gomati,654,272344,village,208,4.6,Belghoria Expressway,340.31,Teliamura,48.45,Bihara,195.2,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,350.31,ICD Amingaon,299.89,Sabroom ICP,33.2,Lokpriya Gopinath Bordoloi International Airport (GAU),292.02,MMLP Silchar,188.33,Karimganj Terminal,171.43,FCI Depot Agartala,59.91
Dakshin Karbook,Gomati,654,272357,village,208,0.65,Belghoria Expressway,345.2,Teliamura,58.46,Bihara,199.53,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,354.94,ICD Amingaon,308.84,Sabroom ICP,24.54,Lokpriya Gopinath Bordoloi International Airport (GAU),301.18,MMLP Silchar,191.84,Karimganj Terminal,177.17,FCI Depot Agartala,71.18
Ghorakappa,Gomati,654,272368,village,8,16.79,Belghoria Expressway,346.29,Teliamura,78.87,Bihara,215.4,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,355.48,ICD Amingaon,328.84,Sabroom ICP,9.66,Lokpriya Gopinath Bordoloi International Airport (GAU),321.3,MMLP Silchar,206.75,Karimganj Terminal,194.67,FCI Depot Agartala,89.72
Bagachatal,Gomati,654,272387,village,8,13.65,Belghoria Expressway,345.82,Teliamura,83.16,Bihara,219.34,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,354.9,ICD Amingaon,333.21,Sabroom ICP,8.78,Lokpriya Gopinath Bordoloi International Airport (GAU),325.67,MMLP Silchar,210.56,Karimganj Terminal,198.83,FCI Depot Agartala,93.42
Laogang,Gomati,654,272343,village,208,7.26,Belghoria Expressway,337.77,Teliamura,49.55,Bihara,197.55,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,347.75,ICD Amingaon,301.26,Sabroom ICP,32.14,Lokpriya Gopinath Bordoloi International Airport (GAU),293.32,MMLP Silchar,190.77,Karimganj Terminal,173.58,FCI Depot Agartala,59.47
Lebachhara,Gomati,654,272360,village,208,0.09,Belghoria Expressway,347.3,Teliamura,50.85,Bihara,192.31,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,357.23,ICD Amingaon,300.87,Sabroom ICP,32.49,Lokpriya Gopinath Bordoloi International Airport (GAU),293.24,MMLP Silchar,184.9,Karimganj Terminal,169.53,FCI Depot Agartala,65.66
Mukchhari,Gomati,654,272349,village,208,9.45,Belghoria Expressway,356.87,Mungiakami,49.05,Bihara,184.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,366.85,ICD Amingaon,297.02,Sabroom ICP,38.72,Lokpriya Gopinath Bordoloi International Airport (GAU),289.7,MMLP Silchar,176.62,Karimganj Terminal,162.67,FCI Depot Agartala,69.69
Paschim Ekchhari,Gomati,654,272345,village,208,4.95,Belghoria Expressway,342.26,Teliamura,51.68,Bihara,196.32,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,352.17,ICD Amingaon,302.75,Sabroom ICP,30.23,Lokpriya Gopinath Bordoloi International Airport (GAU),294.97,MMLP Silchar,189.16,Karimganj Terminal,173.06,FCI Depot Agartala,63.8
Paschim Manikyadewan,Gomati,654,272353,village,208,1.22,Belghoria Expressway,345.76,Teliamura,52.94,Bihara,194.95,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,355.64,ICD Amingaon,303.29,Sabroom ICP,29.93,Lokpriya Gopinath Bordoloi International Airport (GAU),295.62,MMLP Silchar,187.51,Karimganj Terminal,172.18,FCI Depot Agartala,66.67
Purba Manikyadewan,Gomati,654,272352,village,208,1.61,Belghoria Expressway,348.41,Teliamura,54.46,Bihara,194.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,358.25,ICD Amingaon,304.14,Sabroom ICP,29.64,Lokpriya Gopinath Bordoloi International Airport (GAU),296.56,MMLP Silchar,186.61,Karimganj Terminal,171.93,FCI Depot Agartala,69.24
Rambhadra,Gomati,654,272347,village,208,2.01,Belghoria Expressway,349.59,Teliamura,51.1,Bihara,190.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,359.52,ICD Amingaon,300.5,Sabroom ICP,33.29,Lokpriya Gopinath Bordoloi International Airport (GAU),292.95,MMLP Silchar,183.32,Karimganj Terminal,168.36,FCI Depot Agartala,66.99
Silachhari,Gomati,654,272366,village,208,13.7,Belghoria Expressway,345.11,Teliamura,71.49,Bihara,209.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,354.5,ICD Amingaon,321.73,Sabroom ICP,13.01,Lokpriya Gopinath Bordoloi International Airport (GAU),314.14,MMLP Silchar,201.69,Karimganj Terminal,188.61,FCI Depot Agartala,82.66
Suknachhari,Gomati,654,272367,village,208,16.93,Belghoria Expressway,345.49,Teliamura,74.73,Bihara,212.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,354.79,ICD Amingaon,324.88,Sabroom ICP,10.96,Lokpriya Gopinath Bordoloi International Airport (GAU),317.3,MMLP Silchar,203.98,Karimganj Terminal,191.32,FCI Depot Agartala,85.71
Uttar Ekchhari,Gomati,654,272346,village,208,2.67,Belghoria Expressway,343.56,Teliamura,49.44,Bihara,193.83,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,353.52,ICD Amingaon,300.32,Sabroom ICP,32.66,Lokpriya Gopinath Bordoloi International Airport (GAU),292.57,MMLP Silchar,186.71,Karimganj Terminal,170.51,FCI Depot Agartala,62.54
Amtali,Gomati,654,272239,village,8,2.41,Belghoria Expressway,317.3,Agartala,32.88,Bihara,201.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,327.74,ICD Amingaon,290.31,Agartala ICP (Akhaura),35.59,Lokpriya Gopinath Bordoloi International Airport (GAU),281.6,MMLP Silchar,196.91,Karimganj Terminal,174.18,FCI Depot Agartala,36.46
Bagabassa,Gomati,654,272206,village,8,1.84,Belghoria Expressway,317.54,Agartala,28.76,Bihara,199.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,328.08,ICD Amingaon,286.32,Agartala ICP (Akhaura),31.49,Lokpriya Gopinath Bordoloi International Airport (GAU),277.58,MMLP Silchar,194.65,Karimganj Terminal,171.28,FCI Depot Agartala,32.28
Bagma,Gomati,654,272145,village,8,2.4,Belghoria Expressway,320.99,Jirania,25.01,Bihara,194.18,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,331.63,ICD Amingaon,281.69,Agartala ICP (Akhaura),27.09,Lokpriya Gopinath Bordoloi International Airport (GAU),273.0,MMLP Silchar,189.93,Karimganj Terminal,166.34,FCI Depot Agartala,29.22
Barbhaiya,Gomati,654,272204,village,8,0.97,Belghoria Expressway,320.96,Jirania,28.0,Bihara,195.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,331.52,ICD Amingaon,284.58,Agartala ICP (Akhaura),30.14,Lokpriya Gopinath Bordoloi International Airport (GAU),275.93,MMLP Silchar,191.41,Karimganj Terminal,168.35,FCI Depot Agartala,32.28
Chandrapur RF,Gomati,654,272226,village,8,4.33,Belghoria Expressway,327.18,Jirania,39.77,Bihara,198.45,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,337.42,ICD Amingaon,294.37,Agartala ICP (Akhaura),42.27,Lokpriya Gopinath Bordoloi International Airport (GAU),286.02,MMLP Silchar,192.83,Karimganj Terminal,172.56,FCI Depot Agartala,46.11
Chharthai,Gomati,654,272153,village,208,8.82,Belghoria Expressway,332.73,Jirania,26.2,Bihara,185.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,343.31,ICD Amingaon,279.36,Agartala ICP (Akhaura),28.91,Lokpriya Gopinath Bordoloi International Airport (GAU),271.05,MMLP Silchar,180.64,Karimganj Terminal,158.81,FCI Depot Agartala,35.45
Chhataria,Gomati,654,272210,village,8,1.29,Belghoria Expressway,322.49,Jirania,31.77,Bihara,197.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,332.94,ICD Amingaon,287.96,Agartala ICP (Akhaura),34.05,Lokpriya Gopinath Bordoloi International Airport (GAU),279.39,MMLP Silchar,192.18,Karimganj Terminal,169.98,FCI Depot Agartala,36.73
Dakshin Chandrapur,Gomati,654,272220,village,8,0.36,Belghoria Expressway,323.26,Jirania,36.94,Bihara,199.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,333.58,ICD Amingaon,292.71,Agartala ICP (Akhaura),39.28,Lokpriya Gopinath Bordoloi International Airport (GAU),284.22,MMLP Silchar,194.35,Karimganj Terminal,173.09,FCI Depot Agartala,42.11
Dakshin Maharani,Gomati,654,272227,village,8,7.04,Belghoria Expressway,330.49,Jirania,39.28,Bihara,195.51,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,340.75,ICD Amingaon,292.78,Agartala ICP (Akhaura),41.88,Lokpriya Gopinath Bordoloi International Airport (GAU),284.53,MMLP Silchar,189.77,Karimganj Terminal,169.86,FCI Depot Agartala,46.63
Dhwajanagar,Gomati,654,272233,village,8,0.06,Belghoria Expressway,322.82,Jirania,30.25,Bihara,195.9,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,333.31,ICD Amingaon,286.45,Agartala ICP (Akhaura),32.53,Lokpriya Gopinath Bordoloi International Airport (GAU),277.88,MMLP Silchar,191.14,Karimganj Terminal,168.74,FCI Depot Agartala,35.35
