district,villages,rail_station_median_km,rail_station_mean_km,rail_station_within_10km_pct,rail_station_within_25km_pct,rail_station_within_50km_pct,icd_median_km,icd_mean_km,icd_within_10km_pct,icd_within_25km_pct,icd_within_50km_pct,port_median_km,port_mean_km,port_within_10km_pct,port_within_25km_pct,port_within_50km_pct,air_cargo_median_km,air_cargo_mean_km,air_cargo_within_10km_pct,air_cargo_within_25km_pct,air_cargo_within_50km_pct,icp_median_km,icp_mean_km,icp_within_10km_pct,icp_within_25km_pct,icp_within_50km_pct,census2011_population
Lakshadweep,30,322.345,313.24,0.0,0.0,0.0,335.555,335.39,0.0,0.0,0.0,334.36,332.39,0.0,0.0,0.0,341.67499999999995,335.44,0.0,0.0,0.0,2137.565,2142.72,0.0,0.0,0.0,64473.0
__STATE__,30,,313.24,0.0,0.0,0.0,,335.39,0.0,0.0,0.0,,332.39,0.0,0.0,0.0,,335.44,0.0,0.0,0.0,,2142.72,0.0,0.0,0.0,64473.0
