state,district,district_code,pop_2011,is_island,highway_access_dist_km,highway_access_time_min,nearest_rail_station_name,rail_station_straight_km,rail_station_road_distance_km,rail_station_drive_time_hours,rail_station_drive_time_min,nearest_freight_terminal_name,freight_terminal_straight_km,freight_terminal_road_distance_km,freight_terminal_drive_time_hours,freight_terminal_drive_time_min,nearest_port_name,port_straight_km,port_road_distance_km,port_drive_time_hours,port_drive_time_min,nearest_icd_name,icd_straight_km,icd_road_distance_km,icd_drive_time_hours,icd_drive_time_min,nearest_mmlp_name,mmlp_straight_km,mmlp_road_distance_km,mmlp_drive_time_hours,mmlp_drive_time_min,nearest_air_cargo_name,air_cargo_straight_km,air_cargo_road_distance_km,air_cargo_drive_time_hours,air_cargo_drive_time_min,nearest_icp_name,icp_straight_km,icp_road_distance_km,icp_drive_time_hours,icp_drive_time_min,nearest_toll_plaza_name,toll_plaza_straight_km,toll_plaza_road_distance_km,toll_plaza_drive_time_hours,toll_plaza_drive_time_min,nearest_expressway_name,expressway_straight_km,expressway_road_distance_km,expressway_drive_time_hours,expressway_drive_time_min
Bihar,Patna,230.0,5784679,False,3.5,6.0,Punpun,3.3,3.8,0.11,6.0,Pasraha,163.8,207.5,0.16,10.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,452.5,696.2,0.27,16.0,ICD Patna,16.1,27.4,0.11,7.0,MMLP Patna,15.4,28.5,0.12,7.0,Jay Prakash Narayan International Airport (PAT),14.1,19.8,0.13,8.0,Jogbani ICP,236.0,426.5,0.24,14.0,Vaishali Toll Plaza,42.1,47.4,0.11,7.0,Allahabad Bypass Expressway,289.1,384.5,0.19,11.0
Bihar,Purba Champaran,204.0,5146506,False,1.3,2.3,SEMRA,12.1,17.6,0.04,3.0,Semra,12.1,17.6,0.04,3.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,559.4,815.8,0.24,14.0,ICD Patna,115.2,485.0,0.16,9.0,MMLP Varanasi,238.1,451.3,0.16,10.0,Lal Bahadur Shastri International Airport (VNS),238.8,413.5,0.17,10.0,Raxaul ICP,38.6,57.8,0.1,6.0,Parsoni Khem,23.3,26.4,0.05,3.0,Allahabad Bypass Expressway,320.6,491.6,0.16,9.0
Bihar,Purnia,211.0,3251889,False,5.4,9.3,KATIHAR JN,31.9,51.9,0.17,10.0,Pasraha,73.5,114.8,0.2,12.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,363.6,484.8,0.28,17.0,ICD Patna,219.9,305.1,0.23,14.0,MMLP Patna,220.2,306.2,0.25,15.0,Jay Prakash Narayan International Airport (PAT),225.4,312.2,0.26,15.0,Jogbani ICP,66.2,168.7,0.23,14.0,Bhagalpur Toll Plaza,68.9,97.4,0.19,11.0,Belghoria Expressway,354.9,470.6,0.27,16.0
Bihar,Rohtas,234.0,2984513,False,1.1,1.8,ADSR,17.6,18.3,0.04,3.0,Lar Road,139.3,217.2,0.1,6.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,503.0,688.0,0.2,12.0,ICD Patna,132.3,183.6,0.08,5.0,MMLP Patna,131.8,184.7,0.09,6.0,Jay Prakash Narayan International Airport (PAT),127.3,167.1,0.1,6.0,Sunauli ICP,278.6,382.9,0.18,11.0,Sasaram,6.6,8.9,0.04,3.0,Allahabad Bypass Expressway,190.1,201.7,0.08,5.0
Bihar,Saharsa,214.0,1883790,False,5.2,8.9,SAHARSA JN,5.4,8.0,0.16,9.0,Budhma,24.6,31.6,0.18,11.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,395.0,574.4,0.29,17.0,ICD Patna,147.8,394.7,0.25,15.0,MMLP Patna,148.1,395.8,0.26,16.0,Jay Prakash Narayan International Airport (PAT),153.2,401.8,0.27,16.0,Jogbani ICP,86.7,165.9,0.23,14.0,Hariabara,88.3,127.4,0.18,11.0,Belghoria Expressway,388.1,560.3,0.28,17.0
Bihar,Samastipur,221.0,3912435,False,7.6,12.9,FATEHA HALT,18.5,25.7,0.22,13.0,Pasraha,95.7,132.3,0.26,16.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,427.6,621.0,0.37,22.0,ICD Patna,73.2,112.5,0.25,15.0,MMLP Patna,73.6,113.5,0.26,16.0,Jay Prakash Narayan International Airport (PAT),78.6,119.5,0.27,16.0,Jogbani ICP,152.7,351.4,0.34,20.0,Begusarai Toll Plaza,19.4,26.7,0.22,13.0,Allahabad Bypass Expressway,367.5,484.3,0.33,20.0
Bihar,Saran,219.0,3958308,False,11.5,19.7,DIGHWARA,29.0,49.1,0.34,20.0,Pasraha,201.3,258.1,0.4,24.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,508.7,746.8,0.51,31.0,ICD Patna,49.5,95.8,0.35,21.0,MMLP Patna,49.8,96.9,0.37,22.0,Jay Prakash Narayan International Airport (PAT),46.6,102.9,0.38,23.0,Jogbani ICP,248.4,477.2,0.48,29.0,Saran Toll Plaza,25.1,43.5,0.34,21.0,Allahabad Bypass Expressway,265.2,467.6,0.44,26.0
Bihar,Sheikhpura,228.0,662779,False,2.6,4.5,Sardar Patel Halt,39.5,56.8,0.09,5.0,Pasraha,96.7,297.7,0.16,10.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,376.1,726.2,0.25,15.0,ICD Patna,84.2,117.7,0.11,6.0,MMLP Patna,84.0,118.7,0.12,7.0,Jay Prakash Narayan International Airport (PAT),87.9,121.5,0.13,8.0,Jogbani ICP,197.0,485.8,0.23,14.0,Vaishali Toll Plaza,90.3,137.6,0.11,7.0,Allahabad Bypass Expressway,362.5,464.6,0.18,11.0
Bihar,Sheohar,205.0,683510,False,0.9,1.5,SITAMARHI JN,25.2,29.2,0.04,3.0,Semra,50.7,316.6,0.1,6.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,525.3,784.9,0.22,13.0,ICD Siliguri,308.7,416.1,0.17,10.0,MMLP Patna,98.8,653.2,0.2,12.0,Jay Prakash Narayan International Airport (PAT),100.0,659.2,0.21,13.0,Jogbani ICP,195.0,264.7,0.13,8.0,Darbhanga Toll Plaza,90.9,155.0,0.07,4.0,Allahabad Bypass Expressway,349.9,768.2,0.21,13.0
Bihar,Sitamarhi,206.0,3260983,False,5.8,10.0,Dumra,6.4,6.6,0.18,11.0,Semra,78.3,150.2,0.2,12.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,514.1,790.5,0.36,22.0,ICD Patna,114.7,595.2,0.31,19.0,MMLP Varanasi,291.7,561.5,0.32,19.0,Lal Bahadur Shastri International Airport (VNS),295.2,523.8,0.33,20.0,Raxaul ICP,86.2,190.4,0.26,15.0,Sitamarhi Toll Plaza,23.7,29.7,0.18,11.0,Allahabad Bypass Expressway,382.8,601.8,0.31,19.0
Bihar,Siwan,218.0,3346257,False,4.1,7.0,EKMA,23.7,29.2,0.13,8.0,Lar Road,46.6,186.4,0.18,11.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,553.2,917.0,0.34,20.0,ICD Patna,94.7,352.1,0.2,12.0,MMLP Patna,94.9,353.2,0.22,13.0,Lal Bahadur Shastri International Airport (VNS),166.4,289.9,0.22,13.0,Raxaul ICP,104.4,424.3,0.26,16.0,BALLIA Toll Plaza,39.7,70.2,0.13,8.0,Allahabad Bypass Expressway,233.4,369.8,0.2,12.0
Bihar,Supaul,208.0,2205224,False,2.5,4.2,Methai,40.7,50.8,0.09,5.0,Budhma,40.9,49.4,0.11,7.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,432.4,590.5,0.22,13.0,ICD Siliguri,166.0,227.0,0.17,10.0,MMLP Patna,179.1,413.6,0.19,11.0,Jay Prakash Narayan International Airport (PAT),183.9,419.6,0.2,12.0,Jogbani ICP,46.8,129.7,0.14,8.0,Hariabara,64.9,91.2,0.1,6.0,Belghoria Expressway,424.6,576.3,0.21,12.0
Bihar,Vaishali,220.0,3509985,False,6.0,10.3,DHABAULI HALT,8.8,11.7,0.18,11.0,Semra,119.2,241.1,0.23,14.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,454.2,785.9,0.36,22.0,ICD Siliguri,315.0,417.1,0.32,19.0,MMLP Varanasi,243.1,652.4,0.34,21.0,Lal Bahadur Shastri International Airport (VNS),251.8,614.7,0.35,21.0,Jogbani ICP,195.7,265.7,0.27,16.0,Darbhanga Toll Plaza,90.6,132.0,0.21,13.0,Allahabad Bypass Expressway,349.2,692.7,0.34,20.0
Chandigarh,CHANDIGARH,55.0,1055450,False,2.9,4.9,NEW MORINDA,25.6,34.2,0.09,5.0,Sanehwal,76.9,90.9,0.12,7.0,Deendayal Port (Kandla),1053.9,1225.0,0.43,26.0,ICD Baddi,25.2,51.5,0.15,9.0,MMLP Sangrur,104.1,127.2,0.17,10.0,Sri Guru Ram Dass Jee International Airport (ATQ),215.7,290.5,0.19,11.0,Kartarpur Sahib ICP,216.4,278.6,0.25,15.0,Sale Tax Barrier,8.3,15.8,0.09,5.0,Trans Haryana Expressway,75.6,83.0,0.1,6.0
Chhattisgarh,BALOD,645.0,1319276,False,2.1,3.5,Sankra,45.5,58.4,0.08,5.0,Sindi,231.7,354.5,0.15,9.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,756.0,969.0,0.29,18.0,ICD Raipur,75.2,127.9,0.12,7.0,MMLP Hyderabad,456.6,638.1,0.23,14.0,Dr. Babasaheb Ambedkar International Airport (NAG),218.2,327.1,0.19,11.0,Petrapole ICP,821.3,1044.4,0.36,22.0,DURG Toll Plaza,69.6,155.3,0.1,6.0,Allahabad Bypass Expressway,524.6,852.4,0.26,16.0
Chhattisgarh,BALODA BAZAR,646.0,1299581,False,8.0,13.7,Kendri,75.2,116.4,0.25,15.0,Sindi,357.8,445.6,0.34,21.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,619.8,942.8,0.46,27.0,ICD Raipur,76.6,101.6,0.28,17.0,MMLP Hyderabad,602.4,859.2,0.45,27.0,Dr. Babasaheb Ambedkar International Airport (NAG),335.3,418.1,0.38,23.0,Petrapole ICP,681.7,1018.2,0.52,31.0,DURG Toll Plaza,85.0,129.1,0.26,15.0,Allahabad Bypass Expressway,426.4,826.1,0.42,25.0
Chhattisgarh,BALRAMPUR,642.0,949237,False,8.9,15.2,BISHRAMPUR,70.3,105.6,0.28,17.0,Lar Road,283.7,435.2,0.38,23.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,500.8,678.2,0.42,25.0,ICD Patna,269.7,356.8,0.34,20.0,MMLP Patna,269.0,357.9,0.36,21.0,Jay Prakash Narayan International Airport (PAT),265.6,340.4,0.36,22.0,Raxaul ICP,389.0,673.1,0.46,27.0,SURAJPUR Toll Plaza,73.4,112.7,0.28,17.0,Allahabad Bypass Expressway,230.7,455.6,0.36,22.0
Chhattisgarh,BASTAR,414.0,717379,False,12.2,20.9,Bade Arapur,12.5,14.1,0.36,21.0,Amagura,34.3,51.6,0.37,22.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,762.3,989.7,0.59,35.0,ICD Raipur,232.0,575.5,0.51,31.0,MMLP Hyderabad,395.9,572.9,0.5,30.0,Dr. Babasaheb Ambedkar International Airport (NAG),356.5,841.7,0.6,36.0,Petrapole ICP,835.2,1065.1,0.65,39.0,KORAPUT Toll Plaza,103.8,148.1,0.38,23.0,NE 19,766.0,987.0,0.58,35.0
Chhattisgarh,BEMETARA,644.0,1112540,False,11.1,19.0,SARONA CABIN,48.4,81.3,0.34,20.0,Sindi,276.2,399.9,0.42,25.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,704.5,872.4,0.53,32.0,ICD Raipur,50.7,76.1,0.36,22.0,MMLP Varanasi,424.3,778.2,0.52,31.0,Dr. Babasaheb Ambedkar International Airport (NAG),251.1,372.5,0.45,27.0,Petrapole ICP,764.3,947.8,0.59,35.0,RAIPUR Toll Plaza,34.0,49.6,0.33,20.0,Allahabad Bypass Expressway,417.9,672.4,0.47,28.0
Chhattisgarh,BIJAPUR,417.0,252415,False,0.7,1.2,Bade Arapur,116.7,144.5,0.06,4.0,Amagura,149.3,182.1,0.08,5.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,878.6,1120.2,0.29,18.0,ICD Raipur,284.9,706.0,0.22,13.0,MMLP Hyderabad,279.7,703.3,0.2,12.0,Dr. Babasaheb Ambedkar International Airport (NAG),307.0,972.2,0.3,18.0,Petrapole ICP,950.8,1195.5,0.36,21.0,KORAPUT Toll Plaza,211.4,278.5,0.09,5.0,NE 19,882.0,1117.5,0.29,17.0
Chhattisgarh,BILASPUR,406.0,1140557,False,1.0,1.7,USALAPUR,6.9,13.7,0.04,3.0,Sindi,361.3,447.1,0.14,9.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,627.6,805.1,0.22,13.0,ICD Raipur,111.5,123.3,0.08,5.0,MMLP Varanasi,352.8,870.5,0.25,15.0,Dr. Babasaheb Ambedkar International Airport (NAG),334.3,419.7,0.18,11.0,Petrapole ICP,684.6,880.5,0.29,17.0,BILASPUR Toll Plaza,25.5,54.3,0.04,3.0,Allahabad Bypass Expressway,361.4,764.7,0.21,13.0
Chhattisgarh,DAKSHIN BASTAR DANTEWARA,416.0,168700,False,9.6,16.5,Bade Arapur,44.2,89.2,0.3,18.0,Amagura,75.7,126.7,0.32,19.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,811.4,1064.8,0.53,32.0,ICD Raipur,266.8,650.6,0.45,27.0,MMLP Hyderabad,347.8,648.0,0.44,26.0,Dr. Babasaheb Ambedkar International Airport (NAG),352.6,916.8,0.54,33.0,Petrapole ICP,884.6,1140.2,0.6,36.0,KORAPUT Toll Plaza,135.5,223.2,0.33,20.0,NE 19,815.3,1062.2,0.53,32.0
Chhattisgarh,DHAMTARI,412.0,803752,False,26.3,45.1,Sankra,26.5,39.2,0.76,46.0,Sindi,291.5,422.2,0.86,51.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,707.1,949.9,0.98,59.0,ICD Raipur,78.3,108.7,0.8,48.0,MMLP Hyderabad,479.4,705.8,0.93,56.0,Dr. Babasaheb Ambedkar International Airport (NAG),279.6,394.8,0.89,53.0,Petrapole ICP,774.3,1025.2,1.04,63.0,DURG Toll Plaza,80.3,136.2,0.78,47.0,Allahabad Bypass Expressway,539.1,833.2,0.95,57.0
Chhattisgarh,DURG,409.0,899331,False,0.9,1.6,BHILAI POWER HOUSE,2.8,4.0,0.03,2.0,Sindi,260.4,302.5,0.11,7.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,717.7,836.1,0.23,14.0,ICD Raipur,24.0,45.2,0.06,4.0,MMLP Hyderabad,513.2,728.1,0.22,13.0,Dr. Babasaheb Ambedkar International Airport (NAG),240.3,275.1,0.14,9.0,Petrapole ICP,780.7,911.4,0.29,18.0,DURG Toll Plaza,11.7,13.2,0.03,2.0,Allahabad Bypass Expressway,470.1,749.5,0.21,12.0
Chhattisgarh,GARIYABAND,647.0,1591045,False,1.4,2.5,Rajim,70.5,76.8,0.06,4.0,Sindi,347.2,465.3,0.16,10.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,659.9,962.5,0.28,17.0,ICD Raipur,109.3,121.4,0.1,6.0,MMLP Hyderabad,512.2,830.1,0.26,15.0,Dr. Babasaheb Ambedkar International Airport (NAG),335.3,437.9,0.2,12.0,Petrapole ICP,728.7,1037.9,0.34,20.0,DURG Toll Plaza,115.3,148.9,0.08,5.0,Allahabad Bypass Expressway,550.1,845.9,0.24,15.0
Chhattisgarh,GAURELA-PENDRA-MARWAHI,669.0,639668,False,18.8,32.3,KHODRI,18.9,21.8,0.56,33.0,Sindi,381.8,605.2,0.69,41.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,642.4,1267.4,0.84,50.0,ICD Raipur,175.7,471.2,0.67,40.0,MMLP Varanasi,287.7,688.4,0.71,43.0,Dr. Babasaheb Ambedkar International Airport (NAG),351.0,577.8,0.72,43.0,Rupaidiha ICP,606.0,1068.0,0.8,48.0,MANDLA Toll Plaza,165.2,236.2,0.6,36.0,Allahabad Bypass Expressway,288.0,582.6,0.67,40.0
Chhattisgarh,JANJGIR - CHAMPA,405.0,930498,False,0.4,0.7,IBH3,34.4,37.2,0.03,2.0,Lajkura,136.7,164.4,0.14,8.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,587.1,726.9,0.19,11.0,ICD Raipur,123.5,155.3,0.08,5.0,MMLP Varanasi,364.1,902.5,0.24,15.0,Dr. Babasaheb Ambedkar International Airport (NAG),369.6,451.6,0.17,10.0,Petrapole ICP,646.0,802.2,0.25,15.0,BILASPUR Toll Plaza,23.4,25.0,0.02,1.0,NE 19,586.1,724.2,0.19,11.0
Chhattisgarh,JASHPUR,402.0,854099,False,1.8,3.1,Kothari Road,142.1,178.0,0.1,6.0,Sindi,556.5,684.1,0.22,13.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,441.7,1042.1,0.3,18.0,ICD Raipur,287.4,360.3,0.16,10.0,MMLP Varanasi,293.8,1107.5,0.33,20.0,Dr. Babasaheb Ambedkar International Airport (NAG),529.6,656.7,0.26,16.0,Petrapole ICP,493.7,1117.5,0.37,22.0,BILASPUR Toll Plaza,184.0,291.3,0.12,7.0,Allahabad Bypass Expressway,353.1,1001.7,0.29,17.0
Chhattisgarh,KAWARDHA (KABIRDHAM),407.0,821339,False,0.8,1.4,SARONA CABIN,99.3,131.6,0.06,4.0,Sindi,278.7,450.1,0.14,8.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,717.3,922.6,0.25,15.0,ICD Raipur,101.7,126.4,0.08,5.0,MMLP Varanasi,388.4,707.5,0.21,13.0,Dr. Babasaheb Ambedkar International Airport (NAG),249.6,422.7,0.18,11.0,Rupaidiha ICP,680.0,1087.1,0.29,18.0,BALAGHAT Toll Plaza,53.5,69.5,0.04,3.0,Allahabad Bypass Expressway,374.5,601.7,0.17,10.0
Chhattisgarh,KHAIRGARH-CHHUIKHADAN-GANDAI,755.0,444624,False,44.5,76.3,BHILAI POWER HOUSE,55.7,60.9,1.28,77.0,Sindi,224.4,327.1,1.35,81.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,755.6,898.8,1.48,89.0,ICD Raipur,75.7,107.9,1.32,79.0,MMLP Hyderabad,518.1,752.7,1.46,87.0,Dr. Babasaheb Ambedkar International Airport (NAG),199.5,299.6,1.38,83.0,Petrapole ICP,815.9,974.1,1.54,93.0,DURG Toll Plaza,48.6,51.3,1.27,76.0,Allahabad Bypass Expressway,443.1,812.2,1.46,87.0
Chhattisgarh,KONDAGAON,648.0,697653,False,11.6,19.9,Bade Arapur,76.2,122.8,0.37,22.0,Amagura,80.1,108.8,0.37,22.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,737.5,1046.9,0.58,35.0,ICD Raipur,168.3,632.7,0.51,30.0,MMLP Hyderabad,424.5,663.7,0.5,30.0,Dr. Babasaheb Ambedkar International Airport (NAG),316.7,898.9,0.59,36.0,Petrapole ICP,808.4,1122.3,0.65,39.0,KORAPUT Toll Plaza,141.1,205.3,0.38,23.0,NE 19,740.3,1044.3,0.58,35.0
Chhattisgarh,KORBA,404.0,1211399,False,5.1,8.8,Kothari Road,40.1,54.3,0.16,10.0,Sindi,423.6,525.4,0.28,17.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,574.6,883.4,0.36,22.0,ICD Raipur,171.5,201.6,0.22,13.0,MMLP Varanasi,305.7,948.8,0.39,23.0,Dr. Babasaheb Ambedkar International Airport (NAG),395.7,497.9,0.32,19.0,Petrapole ICP,628.7,958.8,0.43,26.0,KORBA Toll Plaza,16.9,21.6,0.18,11.0,Allahabad Bypass Expressway,328.2,843.0,0.35,21.0
Chhattisgarh,KOREA,400.0,247263,False,8.8,15.0,BAIKUNTHPUR RD,9.0,9.9,0.26,16.0,Lar Road,337.0,583.5,0.41,25.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,593.9,826.4,0.45,27.0,ICD Patna,355.8,505.1,0.37,22.0,MMLP Patna,355.2,506.1,0.39,23.0,Jay Prakash Narayan International Airport (PAT),351.1,488.6,0.39,24.0,Raxaul ICP,454.9,821.4,0.49,29.0,MANENDRAGARH-CHIRMIRI-BHARATPUR Toll Plaza,15.4,25.3,0.26,16.0,Allahabad Bypass Expressway,217.7,603.8,0.39,24.0
Chhattisgarh,MAHASAMUND,411.0,1030211,False,5.0,8.5,ARANG MAHANADI,54.0,61.4,0.16,10.0,Sindi,370.0,424.7,0.25,15.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,610.7,721.9,0.32,19.0,ICD Raipur,87.4,131.1,0.2,12.0,MMLP Hyderabad,585.8,850.4,0.36,22.0,Dr. Babasaheb Ambedkar International Airport (NAG),350.8,397.3,0.29,17.0,Petrapole ICP,675.5,797.3,0.38,23.0,MAHASAMUND Toll Plaza,7.3,9.3,0.16,9.0,NE 19,611.3,719.3,0.31,19.0
Chhattisgarh,MANENDRAGARH-CHIRMIRI-BHARATPUR,758.0,412863,False,17.5,30.0,BAIKUNTHPUR RD,38.3,47.5,0.52,31.0,Lar Road,348.4,621.1,0.67,40.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,626.9,864.0,0.71,42.0,ICD Patna,378.0,542.7,0.63,38.0,MMLP Patna,377.4,543.8,0.64,39.0,Jay Prakash Narayan International Airport (PAT),373.1,526.2,0.65,39.0,Raxaul ICP,469.0,859.0,0.75,45.0,MANENDRAGARH-CHIRMIRI-BHARATPUR Toll Plaza,26.2,30.5,0.51,31.0,Allahabad Bypass Expressway,211.2,641.4,0.65,39.0
Chhattisgarh,MOHLA-MANPUR-AMBAGARH CHOWKI,756.0,468694,False,8.4,14.4,Sankra,85.5,108.4,0.27,16.0,Sindi,199.2,317.2,0.32,19.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,797.4,1019.1,0.49,29.0,ICD Raipur,117.9,177.9,0.31,18.0,MMLP Hyderabad,415.3,600.8,0.4,24.0,Dr. Babasaheb Ambedkar International Airport (NAG),190.6,289.7,0.36,22.0,Petrapole ICP,863.3,1094.5,0.55,33.0,DURG Toll Plaza,111.5,205.4,0.29,17.0,Mumbai Agra Highway Elevated Corridor,720.4,892.8,0.45,27.0
Chhattisgarh,MUNGELI,643.0,885696,False,17.7,30.3,USALAPUR,48.9,75.1,0.53,32.0,Sindi,321.7,508.5,0.63,38.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,675.1,866.5,0.71,43.0,ICD Raipur,108.3,184.7,0.57,34.0,MMLP Varanasi,358.7,931.9,0.74,44.0,Dr. Babasaheb Ambedkar International Airport (NAG),292.9,481.1,0.67,40.0,Petrapole ICP,730.9,941.9,0.78,47.0,BILASPUR Toll Plaza,72.5,115.7,0.53,32.0,Allahabad Bypass Expressway,354.0,826.1,0.7,42.0
Chhattisgarh,NARAYANPUR,415.0,144234,False,33.9,58.1,BALHARSHAH,189.0,224.1,1.02,61.0,Sindi,271.9,383.8,1.06,64.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,803.0,1344.2,1.29,77.0,ICD Nagpur (MIHAN),275.3,384.4,1.1,66.0,MMLP Hyderabad,362.3,592.7,1.12,67.0,Dr. Babasaheb Ambedkar International Airport (NAG),275.0,383.9,1.1,66.0,Rupaidiha ICP,961.5,1511.9,1.33,80.0,CHANDRAPUR Toll Plaza,190.8,229.8,1.03,62.0,Mumbai Agra Highway Elevated Corridor,758.8,939.6,1.19,71.0
Chhattisgarh,RAIGARH,403.0,1172143,False,24.3,41.7,Kothari Road,65.1,120.9,0.72,43.0,Sindi,479.3,627.0,0.85,51.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,504.5,985.0,0.93,56.0,ICD Raipur,204.5,303.2,0.79,47.0,MMLP Varanasi,337.0,1050.4,0.96,57.0,Dr. Babasaheb Ambedkar International Airport (NAG),454.0,599.5,0.88,53.0,Petrapole ICP,562.1,1060.4,0.99,60.0,BILASPUR Toll Plaza,106.3,234.2,0.75,45.0,Allahabad Bypass Expressway,377.6,944.6,0.91,55.0
Chhattisgarh,RAIPUR,410.0,953024,False,5.5,9.4,Telibandha,14.8,19.7,0.16,10.0,Sindi,302.8,352.5,0.25,15.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,675.3,795.2,0.35,21.0,ICD Raipur,18.5,58.9,0.2,12.0,MMLP Hyderabad,545.6,778.1,0.36,21.0,Dr. Babasaheb Ambedkar International Airport (NAG),282.3,325.1,0.28,17.0,Petrapole ICP,738.4,870.5,0.41,25.0,DURG Toll Plaza,27.9,36.1,0.16,10.0,Allahabad Bypass Expressway,457.9,763.2,0.34,20.0
Chhattisgarh,RAJNANDGAON,408.0,626305,False,1.0,1.8,Sondad,71.7,76.8,0.05,3.0,Sindi,197.3,231.7,0.09,6.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,781.0,907.0,0.25,15.0,ICD Raipur,87.2,116.2,0.08,5.0,MMLP Hyderabad,467.1,657.4,0.2,12.0,Dr. Babasaheb Ambedkar International Airport (NAG),178.5,204.3,0.13,8.0,Petrapole ICP,843.8,982.4,0.31,19.0,DURG Toll Plaza,52.5,59.6,0.04,3.0,Allahabad Bypass Expressway,495.4,763.6,0.21,13.0
Chhattisgarh,SAKTI,759.0,688072,False,11.1,19.0,IBH3,11.9,13.2,0.32,19.0,Lajkura,94.6,136.5,0.43,26.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,546.8,699.0,0.48,29.0,ICD Raipur,154.3,204.4,0.39,23.0,MMLP Patna,453.5,919.5,0.55,33.0,Dr. Babasaheb Ambedkar International Airport (NAG),408.6,500.8,0.48,29.0,Petrapole ICP,606.8,774.3,0.55,33.0,SAKTI Toll Plaza,13.4,15.8,0.33,20.0,NE 19,546.1,696.3,0.48,29.0
Chhattisgarh,SARANGARH-BILAIGARH,757.0,544096,False,0.6,1.0,IBH3,56.2,110.3,0.05,3.0,Lajkura,82.8,118.8,0.13,8.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,538.5,681.3,0.18,11.0,ICD Raipur,155.3,222.0,0.1,6.0,MMLP Patna,483.8,901.8,0.25,15.0,Dr. Babasaheb Ambedkar International Airport (NAG),418.0,488.2,0.18,11.0,Petrapole ICP,602.0,756.7,0.25,15.0,Chuipali toll gate,32.4,41.2,0.05,3.0,NE 19,538.7,678.7,0.18,11.0
