state,district,district_code,pop_2011,is_island,highway_access_dist_km,highway_access_time_min,nearest_rail_station_name,rail_station_straight_km,rail_station_road_distance_km,rail_station_drive_time_hours,rail_station_drive_time_min,nearest_freight_terminal_name,freight_terminal_straight_km,freight_terminal_road_distance_km,freight_terminal_drive_time_hours,freight_terminal_drive_time_min,nearest_port_name,port_straight_km,port_road_distance_km,port_drive_time_hours,port_drive_time_min,nearest_icd_name,icd_straight_km,icd_road_distance_km,icd_drive_time_hours,icd_drive_time_min,nearest_mmlp_name,mmlp_straight_km,mmlp_road_distance_km,mmlp_drive_time_hours,mmlp_drive_time_min,nearest_air_cargo_name,air_cargo_straight_km,air_cargo_road_distance_km,air_cargo_drive_time_hours,air_cargo_drive_time_min,nearest_icp_name,icp_straight_km,icp_road_distance_km,icp_drive_time_hours,icp_drive_time_min,nearest_toll_plaza_name,toll_plaza_straight_km,toll_plaza_road_distance_km,toll_plaza_drive_time_hours,toll_plaza_drive_time_min,nearest_expressway_name,expressway_straight_km,expressway_road_distance_km,expressway_drive_time_hours,expressway_drive_time_min
Madhya Pradesh,DATIA,422.0,814930,False,25.1,43.1,DATIA,30.0,44.5,0.73,44.0,Palwal,278.9,345.4,0.82,49.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1030.5,1393.0,1.05,63.0,ICD Ballabhgarh,298.2,367.4,0.81,48.0,MMLP Varanasi,431.7,613.8,0.88,53.0,Chaudhary Charan Singh International Airport (LKO),241.4,363.8,0.84,51.0,Rupaidiha ICP,370.4,673.1,0.88,53.0,Gwalior Bypass (Mehra),52.9,76.5,0.75,45.0,NE 731A,235.9,347.2,0.8,48.0
Madhya Pradesh,DEWAS,437.0,1565515,False,9.8,16.7,DAKACHA,35.0,68.2,0.3,18.0,Taloja Panchanand,521.0,742.1,0.46,27.0,Hazira Port,413.2,663.3,0.5,30.0,ICD Pithampur,65.1,81.2,0.38,23.0,MMLP Nashik,397.7,458.3,0.41,25.0,Pune Airport (PNQ),519.7,638.7,0.49,29.0,Rupaidiha ICP,774.8,2072.3,0.78,47.0,INDORE Toll Plaza,56.3,66.5,0.29,18.0,Mumbai Agra Highway Elevated Corridor,391.2,450.5,0.38,23.0
Madhya Pradesh,DHAR,438.0,2209040,False,0.8,1.3,RATLAM A CABIN,83.2,131.0,0.06,4.0,Taloja Panchanand,440.6,742.1,0.2,12.0,Hazira Port,308.5,594.5,0.23,14.0,ICD Surat (Sachana GIDC),288.3,555.9,0.19,11.0,MMLP Indore,64.0,67.8,0.14,8.0,Devi Ahilya Bai Holkar International Airport (IDR),58.5,64.7,0.1,6.0,Rupaidiha ICP,861.0,1439.4,0.38,23.0,DHAR Toll Plaza,43.7,49.5,0.05,3.0,Mumbai Agra Highway Elevated Corridor,312.4,638.7,0.17,10.0
Madhya Pradesh,DINDORI,453.0,708942,False,1.3,2.2,Rampuri,83.1,112.6,0.06,4.0,Sindi,304.8,455.3,0.15,9.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,751.0,1117.5,0.31,18.0,ICD Raipur,195.4,321.3,0.14,8.0,MMLP Varanasi,334.4,629.6,0.2,12.0,Dr. Babasaheb Ambedkar International Airport (NAG),271.3,427.9,0.19,11.0,Rupaidiha ICP,594.6,1009.3,0.29,17.0,MANDLA Toll Plaza,61.6,86.3,0.06,4.0,Allahabad Bypass Expressway,302.1,523.8,0.16,10.0
Madhya Pradesh,GUNA,458.0,1252959,False,7.0,12.0,RADOGARH,12.2,21.5,0.22,13.0,Shivpur - Godawari Commodity Pvt. Ltd.,108.9,124.6,0.29,17.0,Hazira Port,592.8,1146.9,0.54,32.0,ICD Ballabhgarh,417.8,509.7,0.33,20.0,MMLP Jalna,524.9,766.9,0.41,24.0,Jaipur International Airport (JAI),290.0,540.8,0.37,22.0,Rupaidiha ICP,571.8,845.7,0.41,25.0,GUNA Toll Plaza,13.2,16.8,0.2,12.0,NE 752D,201.2,263.5,0.28,17.0
Madhya Pradesh,GWALIOR,421.0,1786914,False,8.4,14.4,Milaoli,29.3,62.1,0.25,15.0,Palwal,244.4,296.6,0.33,20.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1080.1,1407.4,0.57,34.0,ICD Ballabhgarh,264.5,318.6,0.32,19.0,MMLP Varanasi,480.1,629.0,0.4,24.0,Chaudhary Charan Singh International Airport (LKO),278.6,363.9,0.37,22.0,Rupaidiha ICP,390.9,624.3,0.4,24.0,Gwalior Bypass (Mehra),19.9,27.7,0.26,16.0,NE 731A,285.5,362.4,0.33,20.0
Madhya Pradesh,HARDA,448.0,572680,False,12.6,21.6,MAGARDOH,79.9,167.8,0.41,24.0,Kalmeshwar,214.0,287.7,0.45,27.0,Hazira Port,469.1,975.3,0.66,39.0,ICD Nagpur (MIHAN),233.0,332.6,0.49,29.0,MMLP Jalna,289.0,491.9,0.5,30.0,Dr. Babasaheb Ambedkar International Airport (NAG),233.2,332.0,0.49,29.0,Rupaidiha ICP,780.1,1298.3,0.68,41.0,BETUL Toll Plaza,95.4,133.4,0.39,23.0,NE 752D,169.8,602.4,0.52,31.0
Madhya Pradesh,INDORE,439.0,3284305,False,1.2,2.0,RATLAM A CABIN,102.2,129.2,0.07,4.0,Taloja Panchanand,483.0,804.2,0.23,14.0,Hazira Port,364.8,656.7,0.26,15.0,ICD Surat (Sachana GIDC),343.9,618.0,0.22,13.0,MMLP Indore,5.3,6.4,0.14,8.0,Devi Ahilya Bai Holkar International Airport (IDR),1.0,3.3,0.1,6.0,Rupaidiha ICP,813.5,1437.7,0.39,23.0,DHAR Toll Plaza,97.7,111.6,0.07,4.0,Mumbai Agra Highway Elevated Corridor,353.3,700.8,0.2,12.0
Madhya Pradesh,JABALPUR,451.0,2462878,False,3.4,5.8,JABALPUR,7.1,9.5,0.11,6.0,Sindi,284.2,451.4,0.21,13.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,843.1,1271.8,0.4,24.0,ICD Raipur,271.5,475.5,0.24,14.0,MMLP Varanasi,374.8,743.6,0.29,17.0,Dr. Babasaheb Ambedkar International Airport (NAG),250.1,424.0,0.25,15.0,Rupaidiha ICP,572.4,1017.5,0.35,21.0,Titarpani,93.9,123.1,0.14,8.0,NE 731A,235.6,521.3,0.23,14.0
Madhya Pradesh,JHABUA,464.0,1032335,False,13.3,22.9,MANGAL MAHUDI,67.9,84.1,0.41,24.0,Taloja Panchanand,447.2,688.9,0.55,33.0,Hazira Port,286.9,541.4,0.57,34.0,ICD Surat (Sachana GIDC),269.4,502.7,0.53,32.0,MMLP Indore,115.1,146.1,0.52,31.0,Devi Ahilya Bai Holkar International Airport (IDR),109.4,143.0,0.47,28.0,Rupaidiha ICP,872.9,1461.6,0.74,44.0,DHAR Toll Plaza,19.5,31.2,0.4,24.0,Mumbai Agra Highway Elevated Corridor,323.8,585.5,0.52,31.0
Madhya Pradesh,KATNI,450.0,1289000,False,4.8,8.2,Sukrimangela,97.5,112.5,0.17,10.0,Sindi,344.2,392.9,0.24,14.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,820.3,1216.8,0.43,26.0,ICD Raipur,301.4,427.7,0.26,16.0,MMLP Varanasi,321.0,414.1,0.25,15.0,Dr. Babasaheb Ambedkar International Airport (NAG),310.1,365.5,0.27,16.0,Rupaidiha ICP,514.7,793.7,0.33,20.0,JABALPUR Toll Plaza,80.7,94.9,0.16,9.0,Allahabad Bypass Expressway,260.0,308.3,0.21,13.0
Madhya Pradesh,KHANDWA,466.0,1318985,False,13.2,22.6,MAGARDOH,142.6,212.6,0.43,26.0,Kalmeshwar,257.2,332.5,0.48,29.0,Hazira Port,404.5,1020.2,0.68,41.0,ICD Nagpur (MIHAN),274.9,377.4,0.51,31.0,MMLP Jalna,241.6,536.8,0.53,32.0,Dr. Babasaheb Ambedkar International Airport (NAG),274.9,376.9,0.51,31.0,Rupaidiha ICP,835.2,1343.1,0.7,42.0,BETUL Toll Plaza,146.7,178.3,0.42,25.0,NE 752D,153.1,647.3,0.54,33.0
Madhya Pradesh,KHARGONE,440.0,1872694,False,11.9,20.4,KHANDWA,63.0,79.9,0.37,22.0,Taloja Panchanand,414.1,636.4,0.49,30.0,Hazira Port,328.0,557.7,0.54,32.0,ICD Nashik,291.8,352.6,0.44,27.0,MMLP Nashik,291.2,352.6,0.45,27.0,Pune Airport (PNQ),411.2,533.1,0.53,32.0,Rupaidiha ICP,882.7,1966.6,0.82,49.0,BARWANI Toll Plaza,60.4,83.7,0.36,22.0,Mumbai Agra Highway Elevated Corridor,284.6,344.8,0.42,25.0
Madhya Pradesh,MAIHAR,768.0,664617,False,10.5,18.0,MAIHAR,25.3,35.9,0.33,20.0,Sathnaraini,172.1,286.3,0.41,25.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,755.4,1111.8,0.57,34.0,ICD Kanpur,253.5,491.6,0.43,26.0,MMLP Varanasi,228.7,309.0,0.39,23.0,Lal Bahadur Shastri International Airport (VNS),227.4,349.6,0.42,25.0,Rupaidiha ICP,452.7,688.6,0.47,28.0,SIDHI Toll Plaza,36.7,72.1,0.32,19.0,Allahabad Bypass Expressway,170.9,203.2,0.35,21.0
Madhya Pradesh,MANDLA,454.0,1057659,False,6.8,11.6,Rampuri,44.2,76.4,0.21,13.0,Sindi,266.4,419.1,0.3,18.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,781.4,1081.3,0.45,27.0,ICD Raipur,188.8,285.1,0.29,17.0,MMLP Varanasi,372.4,624.4,0.36,21.0,Dr. Babasaheb Ambedkar International Airport (NAG),232.8,391.7,0.34,20.0,Rupaidiha ICP,621.0,1004.0,0.44,26.0,MANDLA Toll Plaza,25.2,50.1,0.21,13.0,Allahabad Bypass Expressway,336.4,518.6,0.32,19.0
Madhya Pradesh,MANDSAUR,433.0,1305746,False,37.0,63.4,DHODHAR,60.1,79.3,1.07,64.0,Makansar,476.6,759.2,1.25,75.0,Hazira Port,440.1,823.7,1.31,79.0,ICD Jaipur (Sitapura),277.4,460.6,1.21,73.0,MMLP Indore,174.5,261.8,1.21,73.0,Devi Ahilya Bai Holkar International Airport (IDR),172.8,258.7,1.17,70.0,Rupaidiha ICP,725.2,1254.0,1.36,82.0,RATLAM Toll Plaza,57.7,76.7,1.07,64.0,Amritsar–Jamnagar Expressway,360.9,527.8,1.17,70.0
Madhya Pradesh,MAUGANJ,767.0,712157,False,1.9,3.3,KARCHANA,65.4,95.8,0.08,5.0,Sathnaraini,147.3,214.5,0.15,9.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,681.5,1040.0,0.31,18.0,ICD Kanpur,247.2,447.9,0.18,11.0,MMLP Varanasi,122.1,181.5,0.11,7.0,Lal Bahadur Shastri International Airport (VNS),121.8,222.1,0.14,9.0,Rupaidiha ICP,404.1,608.4,0.21,13.0,MAUGANJ Toll Plaza,13.9,16.0,0.07,4.0,Allahabad Bypass Expressway,84.8,131.4,0.09,5.0
Madhya Pradesh,MORENA,419.0,1970545,False,1.6,2.8,Jora Alapur,7.9,8.9,0.05,3.0,Palwal,198.3,234.2,0.12,7.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1120.5,1420.4,0.39,23.0,ICD Ballabhgarh,218.7,256.2,0.12,7.0,MMLP Varanasi,515.8,656.7,0.22,13.0,Chaudhary Charan Singh International Airport (LKO),298.5,376.8,0.18,11.0,Rupaidiha ICP,390.0,637.3,0.21,13.0,Choundha,16.6,24.0,0.07,4.0,Delhi-Dehradun Expressway,255.4,397.7,0.14,9.0
Madhya Pradesh,NARMADAPURAM,449.0,1243285,False,11.2,19.2,BUDNI,31.9,41.7,0.33,20.0,Kalmeshwar,179.7,257.5,0.4,24.0,Hazira Port,559.3,962.2,0.61,37.0,ICD Nagpur (MIHAN),199.0,302.4,0.44,26.0,MMLP Jalna,365.2,478.9,0.46,27.0,Dr. Babasaheb Ambedkar International Airport (NAG),199.5,301.8,0.44,26.0,Rupaidiha ICP,705.9,1101.0,0.59,35.0,SEHORE Toll Plaza,27.5,34.8,0.33,20.0,NE 752D,224.6,405.1,0.43,26.0
Madhya Pradesh,NARSIMHAPUR,452.0,1095959,False,0.5,0.9,NARSINGHPUR,12.8,14.5,0.03,2.0,Sindi,230.6,313.4,0.1,6.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,931.9,1280.3,0.32,19.0,ICD Nagpur (MIHAN),198.9,286.5,0.13,8.0,MMLP Varanasi,466.1,641.4,0.18,11.0,Dr. Babasaheb Ambedkar International Airport (NAG),199.7,286.0,0.13,8.0,Rupaidiha ICP,627.2,935.7,0.25,15.0,NARSIMHAPUR Toll Plaza,21.0,24.2,0.03,2.0,NE 731A,308.1,439.4,0.13,8.0
Madhya Pradesh,NEEMUCH,432.0,855651,False,31.0,53.2,DHODHAR,93.6,115.5,0.91,54.0,Makansar,473.2,710.9,1.07,64.0,Hazira Port,460.3,775.4,1.13,68.0,ICD Jaipur (Sitapura),242.8,412.3,1.03,62.0,MMLP Indore,218.2,298.1,1.05,63.0,Devi Ahilya Bai Holkar International Airport (IDR),216.3,295.0,1.01,61.0,Rupaidiha ICP,716.5,1205.7,1.18,71.0,Rithola,64.0,96.2,0.9,54.0,Amritsar–Jamnagar Expressway,337.7,479.5,0.99,60.0
Madhya Pradesh,NIWARI,753.0,373609,False,3.4,5.8,ORCHHA,9.9,11.7,0.11,6.0,Barabani,303.4,347.5,0.19,12.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1010.0,1326.2,0.42,25.0,ICD Kanpur,205.7,304.2,0.18,11.0,MMLP Varanasi,425.4,546.9,0.24,15.0,Chaudhary Charan Singh International Airport (LKO),269.1,309.0,0.21,13.0,Rupaidiha ICP,415.0,716.5,0.28,17.0,Babina,22.5,72.2,0.12,7.0,NE 731A,222.7,280.4,0.17,10.0
Madhya Pradesh,PANDHURNA,769.0,355812,False,14.0,23.9,TEEGAON,20.8,30.0,0.42,25.0,Sindi,97.1,159.0,0.44,27.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,983.2,1175.8,0.68,41.0,ICD Nagpur (MIHAN),75.0,132.1,0.48,29.0,MMLP Jalna,347.8,476.0,0.54,32.0,Dr. Babasaheb Ambedkar International Airport (NAG),75.6,131.5,0.48,29.0,Rupaidiha ICP,769.2,1203.3,0.69,42.0,NAGPUR Toll Plaza,23.9,34.3,0.41,24.0,NE 752D,333.8,581.0,0.55,33.0
Madhya Pradesh,PANNA,426.0,1016105,False,11.6,19.9,CHARKHARI ROAD,101.1,202.5,0.38,23.0,Barabani,288.5,501.6,0.46,28.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,845.2,1350.7,0.65,39.0,ICD Kanpur,218.9,328.7,0.42,25.0,MMLP Varanasi,295.6,571.5,0.48,29.0,Chaudhary Charan Singh International Airport (LKO),261.4,463.1,0.48,29.0,Rupaidiha ICP,438.7,801.1,0.53,32.0,CHHATARPUR Toll Plaza,84.0,164.6,0.37,22.0,NE 731A,112.9,304.9,0.41,24.0
Madhya Pradesh,RAISEN,446.0,1334815,False,23.2,39.7,BUDNI,72.4,112.8,0.69,41.0,Kalmeshwar,233.8,373.8,0.77,46.0,Hazira Port,606.9,1078.6,0.98,59.0,ICD Kanpur,407.0,536.2,0.8,48.0,MMLP Jalna,439.8,595.2,0.82,49.0,Dr. Babasaheb Ambedkar International Airport (NAG),252.3,415.1,0.81,48.0,Rupaidiha ICP,629.6,1008.6,0.91,54.0,RAISEN Toll Plaza,27.8,50.4,0.67,40.0,NE 752D,239.2,454.5,0.78,47.0
Madhya Pradesh,RAJGARH,442.0,1553614,False,7.3,12.5,BIYAVRA RAJGARH,14.6,21.1,0.23,14.0,Shivpur - Godawari Commodity Pvt. Ltd.,190.3,214.6,0.32,19.0,Hazira Port,514.1,1082.0,0.53,32.0,ICD Ballabhgarh,488.7,599.7,0.36,22.0,MMLP Jalna,447.5,694.2,0.4,24.0,Jaipur International Airport (JAI),334.6,475.9,0.36,22.0,Rupaidiha ICP,654.4,935.7,0.44,27.0,RAJGARH Toll Plaza,31.4,39.2,0.22,13.0,NE 752D,121.0,198.6,0.27,16.0
Madhya Pradesh,RATLAM,434.0,1465777,False,2.3,3.9,RATLAM A CABIN,20.7,24.4,0.08,5.0,Taloja Panchanand,514.6,895.2,0.28,17.0,Hazira Port,346.6,747.7,0.31,18.0,ICD Jaipur (Sitapura),369.1,549.7,0.25,15.0,MMLP Indore,125.9,157.0,0.2,12.0,Devi Ahilya Bai Holkar International Airport (IDR),121.5,153.9,0.16,10.0,Rupaidiha ICP,814.4,1343.1,0.4,24.0,RATLAM Toll Plaza,9.5,11.8,0.08,5.0,Amritsar–Jamnagar Expressway,340.4,616.9,0.21,13.0
Madhya Pradesh,REWA,430.0,1672831,False,18.6,31.8,KARCHANA,80.6,131.6,0.56,34.0,Sathnaraini,118.1,223.2,0.63,38.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,735.0,1048.7,0.78,47.0,ICD Kanpur,212.4,428.5,0.64,39.0,MMLP Varanasi,169.1,245.9,0.6,36.0,Lal Bahadur Shastri International Airport (VNS),164.7,286.6,0.63,38.0,Rupaidiha ICP,393.7,625.5,0.68,41.0,REWA Toll Plaza,37.0,60.8,0.54,32.0,Allahabad Bypass Expressway,101.7,140.1,0.56,34.0
Madhya Pradesh,SAGAR,427.0,2397707,False,4.6,7.8,MAKRONIA,7.7,13.3,0.14,8.0,Sindi,325.5,453.2,0.25,15.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,970.3,1377.1,0.46,28.0,ICD Kanpur,327.0,355.1,0.23,14.0,MMLP Varanasi,449.4,597.9,0.29,17.0,Dr. Babasaheb Ambedkar International Airport (NAG),296.7,425.8,0.28,17.0,Rupaidiha ICP,551.0,827.6,0.34,20.0,Chitora,10.4,35.5,0.15,9.0,NE 731A,263.2,331.3,0.21,13.0
Madhya Pradesh,SATNA,429.0,1566537,False,11.0,18.8,KAIMA,11.5,16.3,0.34,21.0,Barabani,246.5,589.0,0.47,28.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,790.7,1438.1,0.66,39.0,ICD Kanpur,196.6,416.1,0.43,26.0,MMLP Varanasi,227.6,658.9,0.48,29.0,Chaudhary Charan Singh International Airport (LKO),224.5,550.5,0.49,29.0,Rupaidiha ICP,401.7,888.5,0.53,32.0,CHHATARPUR Toll Plaza,95.8,117.7,0.34,21.0,NE 731A,58.1,392.3,0.41,25.0
Madhya Pradesh,SEHORE,445.0,1290236,False,30.5,52.3,ITAYAKALAN,48.7,101.7,0.9,54.0,Kalmeshwar,277.3,410.3,0.99,59.0,Hazira Port,497.6,1115.1,1.2,72.0,ICD Nagpur (MIHAN),296.9,455.2,1.02,61.0,MMLP Jalna,375.5,631.7,1.04,62.0,Dr. Babasaheb Ambedkar International Airport (NAG),297.3,454.7,1.02,61.0,Rupaidiha ICP,702.1,1028.0,1.12,67.0,BHOPAL Toll Plaza,33.3,49.5,0.89,53.0,NE 752D,128.1,290.9,0.95,57.0
Madhya Pradesh,SEONI,456.0,1392695,False,17.4,29.8,Samaswara,45.9,63.7,0.52,31.0,Sindi,179.7,217.7,0.55,33.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,870.0,1226.7,0.79,47.0,ICD Nagpur (MIHAN),144.5,190.8,0.59,35.0,MMLP Varanasi,463.8,614.5,0.66,39.0,Dr. Babasaheb Ambedkar International Airport (NAG),145.4,190.3,0.59,35.0,Rupaidiha ICP,678.8,994.1,0.74,44.0,Jaitpur,32.3,49.1,0.51,31.0,Allahabad Bypass Expressway,417.9,508.7,0.61,37.0
Madhya Pradesh,SHAHDOL,460.0,1067593,False,36.0,61.8,Manendragarh,90.3,137.8,1.08,65.0,Lar Road,370.8,754.5,1.22,73.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,703.4,997.4,1.26,76.0,ICD Patna,424.5,676.0,1.19,71.0,MMLP Patna,424.0,677.1,1.2,72.0,Jay Prakash Narayan International Airport (PAT),419.3,659.6,1.21,72.0,Raxaul ICP,495.2,992.4,1.3,78.0,SHAHDOL Toll Plaza,40.7,45.8,1.03,62.0,Allahabad Bypass Expressway,200.0,774.8,1.21,72.0
Madhya Pradesh,SHAJAPUR,436.0,837664,False,9.8,16.7,SHUJALPUR,11.9,13.4,0.28,17.0,Shivpur - Godawari Commodity Pvt. Ltd.,242.3,268.3,0.4,24.0,Hazira Port,472.9,1135.7,0.61,37.0,ICD Ballabhgarh,539.9,653.5,0.44,26.0,MMLP Jalna,395.5,748.0,0.48,29.0,Jaipur International Airport (JAI),378.7,529.7,0.45,27.0,Rupaidiha ICP,703.2,989.4,0.52,31.0,RAJGARH Toll Plaza,22.4,29.8,0.29,17.0,NE 752D,84.3,252.4,0.35,21.0
Madhya Pradesh,SHEOPUR,418.0,692342,False,7.5,12.9,Birpur,50.5,61.2,0.23,14.0,Palwal,264.6,374.4,0.32,19.0,Hazira Port,662.3,1178.2,0.56,34.0,ICD Ballabhgarh,284.6,396.4,0.32,19.0,MMLP Varanasi,597.9,796.9,0.42,25.0,Jaipur International Airport (JAI),160.1,285.4,0.32,19.0,Rupaidiha ICP,505.3,777.5,0.41,25.0,SAWAI MADHOPUR Toll Plaza,41.8,95.1,0.24,15.0,Trans Haryana Expressway,316.9,507.8,0.34,20.0
Madhya Pradesh,SHIVPURI,423.0,1659993,False,4.2,7.2,ORCHHA,80.0,98.9,0.15,9.0,Barabani,369.7,418.7,0.23,14.0,Hazira Port,697.2,1094.7,0.45,27.0,ICD Kanpur,272.3,387.4,0.23,14.0,MMLP Varanasi,507.5,630.2,0.29,17.0,Chaudhary Charan Singh International Airport (LKO),335.7,380.2,0.25,15.0,Rupaidiha ICP,463.4,764.9,0.31,19.0,SHIVPURI Toll Plaza,43.7,58.7,0.14,8.0,NE 731A,305.1,363.6,0.21,13.0
Madhya Pradesh,SIDHI,462.0,1134388,False,20.6,35.3,MAIHAR,93.3,155.5,0.64,39.0,Sathnaraini,184.2,345.6,0.71,43.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,688.7,1171.1,0.87,52.0,ICD Kanpur,279.3,550.9,0.73,44.0,MMLP Varanasi,174.5,368.3,0.69,41.0,Lal Bahadur Shastri International Airport (VNS),177.3,408.9,0.72,43.0,Rupaidiha ICP,454.9,747.9,0.77,46.0,SIDHI Toll Plaza,37.2,68.5,0.6,36.0,Allahabad Bypass Expressway,142.4,262.5,0.65,39.0
Madhya Pradesh,SINGRAULI,463.0,1186139,False,4.6,7.9,MAIHAR,161.6,216.0,0.2,12.0,Sathnaraini,214.7,406.2,0.27,16.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,623.6,1231.6,0.43,26.0,ICD Kanpur,314.8,611.4,0.29,18.0,MMLP Varanasi,130.2,428.9,0.25,15.0,Lal Bahadur Shastri International Airport (VNS),139.2,469.5,0.28,17.0,Rupaidiha ICP,463.1,808.5,0.33,20.0,SIDHI Toll Plaza,60.2,75.8,0.16,10.0,Allahabad Bypass Expressway,139.8,323.1,0.21,12.0
Madhya Pradesh,TIKAMGARH,424.0,1071848,False,21.0,36.0,Tikamgarh,22.8,29.8,0.62,37.0,Barabani,308.2,431.2,0.71,43.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,961.1,1392.8,0.93,56.0,ICD Kanpur,215.2,370.8,0.7,42.0,MMLP Varanasi,391.6,613.6,0.76,45.0,Chaudhary Charan Singh International Airport (LKO),275.0,392.6,0.73,44.0,Rupaidiha ICP,436.7,800.1,0.8,48.0,Babina,69.8,155.8,0.64,38.0,NE 731A,189.1,347.0,0.68,41.0
Madhya Pradesh,UJJAIN,435.0,1992614,False,15.0,25.7,Sipra Bridge,18.2,21.0,0.47,28.0,Shivpur - Godawari Commodity Pvt. Ltd.,306.2,398.1,0.58,35.0,Hazira Port,384.9,1195.5,0.78,47.0,ICD Jaipur (Sitapura),379.0,583.6,0.62,37.0,MMLP Jalna,376.5,885.6,0.66,40.0,Jaipur International Airport (JAI),383.6,589.4,0.61,37.0,Rupaidiha ICP,777.6,1119.2,0.7,42.0,RAJGARH Toll Plaza,114.8,247.1,0.49,30.0,NE 752D,18.1,25.2,0.45,27.0
Madhya Pradesh,UMARIA,431.0,646430,False,14.3,24.5,NOWROZABAD,27.1,36.9,0.42,25.0,Sindi,370.9,498.5,0.53,32.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,751.6,1264.3,0.71,43.0,ICD Raipur,268.9,515.4,0.56,33.0,MMLP Varanasi,271.9,461.6,0.53,32.0,Lal Bahadur Shastri International Airport (VNS),273.8,502.2,0.56,34.0,Rupaidiha ICP,514.8,841.2,0.61,37.0,MAIHAR Toll Plaza,62.5,116.3,0.44,27.0,Allahabad Bypass Expressway,227.3,355.8,0.49,29.0
Madhya Pradesh,VIDISHA,443.0,1469028,False,1.3,2.3,ITAYAKALAN,91.4,191.9,0.09,5.0,Kalmeshwar,305.0,500.5,0.18,11.0,Hazira Port,602.2,1205.3,0.39,23.0,ICD Nagpur (MIHAN),323.1,545.5,0.22,13.0,MMLP Jalna,478.5,722.0,0.24,14.0,Dr. Babasaheb Ambedkar International Airport (NAG),323.8,544.9,0.22,13.0,Rupaidiha ICP,592.9,1120.5,0.32,19.0,BHOPAL Toll Plaza,77.8,139.8,0.08,5.0,NE 752D,214.8,383.5,0.15,9.0
Maharashtra,AHILYANAGAR,522.0,4512419,False,6.1,10.4,VILAD,16.3,39.1,0.18,11.0,Taloja Panchanand,180.6,240.4,0.23,14.0,Jawaharlal Nehru Port (JNPT/Navi Mumbai),196.0,253.0,0.33,20.0,ICD Pune,122.9,140.2,0.22,13.0,MMLP Pune,123.1,139.6,0.21,13.0,Pune Airport (PNQ),113.9,131.7,0.27,16.0,Rupaidiha ICP,1186.2,1715.3,0.59,36.0,AHILYANAGAR Toll Plaza,43.2,54.7,0.2,12.0,Mumbai Agra Highway Elevated Corridor,139.3,177.1,0.21,13.0
Maharashtra,AKOLA,501.0,1792807,False,5.5,9.5,SHEGAON,51.3,87.6,0.18,11.0,Sindi,173.1,290.4,0.24,14.0,Hazira Port,465.2,716.8,0.39,24.0,ICD Nagpur (MIHAN),193.3,291.0,0.27,16.0,MMLP Jalna,168.0,233.4,0.24,14.0,Dr. Babasaheb Ambedkar International Airport (NAG),192.9,290.5,0.28,17.0,Rupaidiha ICP,917.8,1421.7,0.51,30.0,WASHIM Toll Plaza,38.8,52.5,0.19,11.0,Mumbai Agra Highway Elevated Corridor,357.4,467.4,0.27,16.0
Maharashtra,AMRAVATI,503.0,2874317,False,9.3,16.0,Khelpatta,27.3,33.8,0.28,17.0,Kalmeshwar,130.5,163.7,0.33,20.0,Hazira Port,508.7,802.8,0.52,31.0,ICD Nagpur (MIHAN),144.1,230.7,0.37,22.0,MMLP Jalna,229.9,319.4,0.37,22.0,Dr. Babasaheb Ambedkar International Airport (NAG),143.9,230.2,0.37,22.0,Rupaidiha ICP,860.6,1275.0,0.58,35.0,AMRAVATI Toll Plaza,23.8,91.7,0.3,18.0,Mumbai Agra Highway Elevated Corridor,412.4,553.5,0.4,24.0
