village,district,district_code,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
SUNDAN,ANAND,482.0,516944,village,VASAD JN,3.29,ICD Sabarmati,81.2,Dahej Port,95.67,Sardar Vallabhbhai Patel International Airport (AMD),79.01,Attari ICP,954.58
VASAD,ANAND,482.0,516943,village,VASAD JN,0.65,ICD Sabarmati,82.68,Dahej Port,98.12,Sardar Vallabhbhai Patel International Airport (AMD),80.36,Attari ICP,953.42
NAPAD VANTO,ANAND,482.0,516938,village,VADOD,5.28,ICD Sabarmati,77.02,Dahej Port,95.24,Sardar Vallabhbhai Patel International Airport (AMD),74.96,Attari ICP,953.18
ANKLAVDI,ANAND,482.0,516941,village,VASAD JN,3.17,ICD Sabarmati,81.37,Dahej Port,100.6,Sardar Vallabhbhai Patel International Airport (AMD),78.96,Attari ICP,950.97
NAPAD TALPAD,ANAND,482.0,516939,village,VADOD,4.84,ICD Sabarmati,75.26,Dahej Port,95.9,Sardar Vallabhbhai Patel International Airport (AMD),73.22,Attari ICP,952.02
KHANDHALI,ANAND,482.0,516937,village,Petlad Junction,5.58,ICD Sabarmati,72.49,Dahej Port,95.21,Sardar Vallabhbhai Patel International Airport (AMD),70.58,Attari ICP,951.54
MEGHVA GANA,ANAND,482.0,516925,village,Petlad Junction,5.89,ICD Sabarmati,71.0,Dahej Port,94.07,Sardar Vallabhbhai Patel International Airport (AMD),69.23,Attari ICP,951.91
ADAS,ANAND,482.0,516940,village,ADAS ROAD,0.47,ICD Sabarmati,78.91,Dahej Port,98.89,Sardar Vallabhbhai Patel International Airport (AMD),76.62,Attari ICP,951.21
VANS KHILIYA,ANAND,482.0,516927,village,Petlad Junction,4.58,ICD Sabarmati,71.42,Dahej Port,95.88,Sardar Vallabhbhai Patel International Airport (AMD),69.51,Attari ICP,950.66
GANA,ANAND,482.0,516926,village,Petlad Junction,4.24,ICD Sabarmati,69.94,Dahej Port,95.72,Sardar Vallabhbhai Patel International Airport (AMD),68.1,Attari ICP,950.31
NAVLI,ANAND,482.0,516936,village,VADOD,5.16,ICD Sabarmati,72.89,Dahej Port,96.89,Sardar Vallabhbhai Patel International Airport (AMD),70.87,Attari ICP,950.4
JAKHARIYA,ANAND,482.0,516935,village,VADOD,2.88,ICD Sabarmati,73.15,Dahej Port,98.74,Sardar Vallabhbhai Patel International Airport (AMD),71.01,Attari ICP,949.08
VADOD,ANAND,482.0,516934,village,VADOD,1.03,ICD Sabarmati,75.35,Dahej Port,100.06,Sardar Vallabhbhai Patel International Airport (AMD),73.07,Attari ICP,948.88
VAHERAKHADI,ANAND,482.0,516932,village,ADAS ROAD,4.48,ICD Sabarmati,78.87,Dahej Port,103.28,Sardar Vallabhbhai Patel International Airport (AMD),76.38,Attari ICP,947.82
RAMNAGAR,ANAND,482.0,516933,village,ADAS ROAD,3.21,ICD Sabarmati,76.78,Dahej Port,102.42,Sardar Vallabhbhai Patel International Airport (AMD),74.36,Attari ICP,947.62
KHERDA,ANAND,482.0,516931,village,ADAS ROAD,8.21,ICD Sabarmati,79.9,Dahej Port,106.42,Sardar Vallabhbhai Patel International Airport (AMD),77.26,Attari ICP,945.82
SANDESAR,ANAND,482.0,516924,village,BHATIEL,5.89,ICD Sabarmati,67.56,Dahej Port,94.9,Sardar Vallabhbhai Patel International Airport (AMD),65.89,Attari ICP,950.23
JITODIYA (PART),ANAND,482.0,516928,village,Petlad Junction,3.53,ICD Sabarmati,70.81,Dahej Port,98.72,Sardar Vallabhbhai Patel International Airport (AMD),68.74,Attari ICP,948.27
GOPALPURA,ANAND,482.0,516929,village,VADOD,1.64,ICD Sabarmati,72.68,Dahej Port,101.32,Sardar Vallabhbhai Patel International Airport (AMD),70.4,Attari ICP,946.9
HADGOOD,ANAND,482.0,516946,village,VADOD,2.89,ICD Sabarmati,71.63,Dahej Port,100.81,Sardar Vallabhbhai Patel International Airport (AMD),69.42,Attari ICP,946.92
MOGAR,ANAND,482.0,516930,village,VADOD,2.16,ICD Sabarmati,73.91,Dahej Port,102.61,Sardar Vallabhbhai Patel International Airport (AMD),71.54,Attari ICP,946.35
VAGHASI,ANAND,482.0,516922,village,VADOD,3.57,ICD Sabarmati,71.44,Dahej Port,103.68,Sardar Vallabhbhai Patel International Airport (AMD),69.07,Attari ICP,944.6
KHANPUR,ANAND,482.0,516919,village,ADAS ROAD,10.42,ICD Sabarmati,79.56,Dahej Port,108.74,Sardar Vallabhbhai Patel International Airport (AMD),76.82,Attari ICP,943.82
BEDVA,ANAND,482.0,516921,village,VADOD,4.64,ICD Sabarmati,73.94,Dahej Port,104.89,Sardar Vallabhbhai Patel International Airport (AMD),71.45,Attari ICP,944.56
SARSA,ANAND,482.0,516920,village,ADAS ROAD,7.31,ICD Sabarmati,75.98,Dahej Port,106.57,Sardar Vallabhbhai Patel International Airport (AMD),73.38,Attari ICP,944.04
VALASAN,ANAND,482.0,516923,village,Vadtal Swaminarayan,4.31,ICD Sabarmati,64.15,Dahej Port,98.59,Sardar Vallabhbhai Patel International Airport (AMD),62.38,Attari ICP,946.36
CHIKHODRA,ANAND,482.0,516916,village,Sadanapura,3.85,ICD Sabarmati,69.96,Dahej Port,105.63,Sardar Vallabhbhai Patel International Airport (AMD),67.53,Attari ICP,942.52
GAMDI,ANAND,482.0,516945,village,ANAND JN,1.79,ICD Sabarmati,67.82,Dahej Port,104.67,Sardar Vallabhbhai Patel International Airport (AMD),65.49,Attari ICP,942.57
RASNOL,ANAND,482.0,516917,village,Sadanapura,4.55,ICD Sabarmati,71.62,Dahej Port,108.24,Sardar Vallabhbhai Patel International Airport (AMD),69.02,Attari ICP,941.01
KHAMBHOLAJ,ANAND,482.0,516918,village,Bhalej,8.27,ICD Sabarmati,74.38,Dahej Port,110.9,Sardar Vallabhbhai Patel International Airport (AMD),71.61,Attari ICP,939.9
JOL,ANAND,482.0,516915,village,Vadtal Swaminarayan,1.61,ICD Sabarmati,61.95,Dahej Port,101.43,Sardar Vallabhbhai Patel International Airport (AMD),60.07,Attari ICP,943.49
LAMBHVEL,ANAND,482.0,516914,village,ANAND JN,3.08,ICD Sabarmati,64.82,Dahej Port,104.25,Sardar Vallabhbhai Patel International Airport (AMD),62.62,Attari ICP,941.97
KUNJRAO,ANAND,482.0,516911,village,Bhalej,4.68,ICD Sabarmati,70.8,Dahej Port,111.41,Sardar Vallabhbhai Patel International Airport (AMD),68.05,Attari ICP,938.12
TARNOL,ANAND,482.0,516912,village,Sadanapura,1.6,ICD Sabarmati,68.71,Dahej Port,108.84,Sardar Vallabhbhai Patel International Airport (AMD),66.13,Attari ICP,939.49
RAHTALAV,ANAND,482.0,516910,village,Sadanapura,1.64,ICD Sabarmati,66.43,Dahej Port,110.81,Sardar Vallabhbhai Patel International Airport (AMD),63.79,Attari ICP,937.1
SAMARKHA,ANAND,482.0,516913,village,Sadanapura,2.42,ICD Sabarmati,65.25,Dahej Port,108.59,Sardar Vallabhbhai Patel International Airport (AMD),62.77,Attari ICP,938.56
AJARPURA,ANAND,482.0,516908,village,Sadanapura,4.61,ICD Sabarmati,62.56,Dahej Port,110.62,Sardar Vallabhbhai Patel International Airport (AMD),60.03,Attari ICP,936.06
KASOR,ANAND,482.0,516909,village,Bhalej,2.8,ICD Sabarmati,63.9,Dahej Port,112.36,Sardar Vallabhbhai Patel International Airport (AMD),61.23,Attari ICP,935.0
GAMBHIRA,ANAND,482.0,517157,village,Anklav,12.58,ICD Sabarmati,94.88,Dahej Port,76.98,Sardar Vallabhbhai Patel International Airport (AMD),93.28,Attari ICP,973.92
DEVAPURA,ANAND,482.0,517156,village,Anklav,10.48,ICD Sabarmati,93.31,Dahej Port,78.98,Sardar Vallabhbhai Patel International Airport (AMD),91.65,Attari ICP,971.84
BAMANGAM,ANAND,482.0,517158,village,Padra,10.06,ICD Sabarmati,95.72,Dahej Port,79.76,Sardar Vallabhbhai Patel International Airport (AMD),93.97,Attari ICP,972.59
NARPURA,ANAND,482.0,517155,village,Anklav,9.41,ICD Sabarmati,93.13,Dahej Port,80.48,Sardar Vallabhbhai Patel International Airport (AMD),91.41,Attari ICP,970.77
CHAMARA,ANAND,482.0,517154,village,Anklav,9.81,ICD Sabarmati,94.68,Dahej Port,82.14,Sardar Vallabhbhai Patel International Airport (AMD),92.84,Attari ICP,970.5
NAVAPURA,ANAND,482.0,517147,village,Anklav,9.3,ICD Sabarmati,91.62,Dahej Port,79.7,Sardar Vallabhbhai Patel International Airport (AMD),89.97,Attari ICP,970.52
JHILOD,ANAND,482.0,517149,village,Anklav,8.27,ICD Sabarmati,92.78,Dahej Port,82.25,Sardar Vallabhbhai Patel International Airport (AMD),90.98,Attari ICP,969.44
BILPAD,ANAND,482.0,517148,village,Anklav,8.24,ICD Sabarmati,91.9,Dahej Port,81.3,Sardar Vallabhbhai Patel International Airport (AMD),90.16,Attari ICP,969.61
MANPURA,ANAND,482.0,517150,village,Anklav,6.79,ICD Sabarmati,91.95,Dahej Port,84.91,Sardar Vallabhbhai Patel International Airport (AMD),90.05,Attari ICP,967.24
NAVAKHAL,ANAND,482.0,517146,village,Anklav,6.08,ICD Sabarmati,90.78,Dahej Port,83.94,Sardar Vallabhbhai Patel International Airport (AMD),88.94,Attari ICP,967.3
KHADOL (UMETA),ANAND,482.0,517152,village,Anklav,9.39,ICD Sabarmati,94.61,Dahej Port,84.94,Sardar Vallabhbhai Patel International Airport (AMD),92.66,Attari ICP,968.62
HATHIPURA,ANAND,482.0,517145,village,Anklav,5.57,ICD Sabarmati,90.79,Dahej Port,86.19,Sardar Vallabhbhai Patel International Airport (AMD),88.85,Attari ICP,965.79
LALPURA,ANAND,482.0,517143,village,Davol,5.23,ICD Sabarmati,87.54,Dahej Port,83.14,Sardar Vallabhbhai Patel International Airport (AMD),85.83,Attari ICP,966.28
ASARMA,ANAND,482.0,517144,village,Anklav,5.62,ICD Sabarmati,90.67,Dahej Port,87.6,Sardar Vallabhbhai Patel International Airport (AMD),88.67,Attari ICP,964.77
KOSINDRA,ANAND,482.0,517142,village,Davol,4.0,ICD Sabarmati,86.43,Dahej Port,84.55,Sardar Vallabhbhai Patel International Airport (AMD),84.67,Attari ICP,964.82
AMROL,ANAND,482.0,517141,village,Anklav,4.88,ICD Sabarmati,89.11,Dahej Port,89.71,Sardar Vallabhbhai Patel International Airport (AMD),87.05,Attari ICP,962.54
JOSHIKUVA,ANAND,482.0,517136,village,Anklav,1.48,ICD Sabarmati,84.78,Dahej Port,87.7,Sardar Vallabhbhai Patel International Airport (AMD),82.91,Attari ICP,961.89
KAHANVADI,ANAND,482.0,517140,village,Bhetasi,4.12,ICD Sabarmati,88.32,Dahej Port,92.11,Sardar Vallabhbhai Patel International Airport (AMD),86.17,Attari ICP,960.45
AMBALI,ANAND,482.0,517137,village,Bhetasi,3.05,ICD Sabarmati,86.85,Dahej Port,90.65,Sardar Vallabhbhai Patel International Airport (AMD),84.79,Attari ICP,960.78
MUJKUVA,ANAND,482.0,517134,village,Anklav,1.53,ICD Sabarmati,84.37,Dahej Port,90.24,Sardar Vallabhbhai Patel International Airport (AMD),82.39,Attari ICP,959.92
BHANPURA,ANAND,482.0,517139,village,Bhetasi,3.04,ICD Sabarmati,86.71,Dahej Port,93.82,Sardar Vallabhbhai Patel International Airport (AMD),84.51,Attari ICP,958.45
AMBAV,ANAND,482.0,517135,village,Anklav,2.47,ICD Sabarmati,82.86,Dahej Port,89.27,Sardar Vallabhbhai Patel International Airport (AMD),80.95,Attari ICP,959.94
ASODAR,ANAND,482.0,517130,village,Anklav,3.15,ICD Sabarmati,82.27,Dahej Port,91.1,Sardar Vallabhbhai Patel International Airport (AMD),80.29,Attari ICP,958.38
HALDARI,ANAND,482.0,517129,village,Bhetasi,3.82,ICD Sabarmati,81.03,Dahej Port,92.73,Sardar Vallabhbhai Patel International Airport (AMD),79.0,Attari ICP,956.67
KANTHARIYA,ANAND,482.0,517131,village,Bhetasi,1.76,ICD Sabarmati,82.49,Dahej Port,93.98,Sardar Vallabhbhai Patel International Airport (AMD),80.36,Attari ICP,956.39
BHETASI VANTA,ANAND,482.0,517132,village,Bhetasi,2.13,ICD Sabarmati,84.37,Dahej Port,95.06,Sardar Vallabhbhai Patel International Airport (AMD),82.16,Attari ICP,956.45
KHADOL (HALDARI),ANAND,482.0,517128,village,Bhetasi,4.77,ICD Sabarmati,79.57,Dahej Port,94.34,Sardar Vallabhbhai Patel International Airport (AMD),77.49,Attari ICP,954.88
UMETA,ANAND,482.0,517151,village,Anklav,7.38,ICD Sabarmati,92.56,Dahej Port,86.29,Sardar Vallabhbhai Patel International Airport (AMD),90.58,Attari ICP,966.63
SANKHYAD,ANAND,482.0,517153,village,Anklav,9.33,ICD Sabarmati,94.5,Dahej Port,83.76,Sardar Vallabhbhai Patel International Airport (AMD),92.6,Attari ICP,969.34
KALU,ANAND,482.0,517121,village,Kathana,6.15,ICD Sabarmati,88.98,Dahej Port,67.95,Sardar Vallabhbhai Patel International Airport (AMD),88.13,Attari ICP,976.95
DALI,ANAND,482.0,517120,village,Kathana,5.46,ICD Sabarmati,87.75,Dahej Port,67.34,Sardar Vallabhbhai Patel International Airport (AMD),87.03,Attari ICP,976.92
GORVA,ANAND,482.0,517118,village,Bochasan Junction,11.5,ICD Sabarmati,88.86,Dahej Port,72.0,Sardar Vallabhbhai Patel International Airport (AMD),87.73,Attari ICP,974.24
KATHANA,ANAND,482.0,517119,village,Kathana,7.3,ICD Sabarmati,86.72,Dahej Port,69.32,Sardar Vallabhbhai Patel International Airport (AMD),85.91,Attari ICP,975.19
UMLAV,ANAND,482.0,517112,village,Bochasan Junction,10.41,ICD Sabarmati,88.33,Dahej Port,74.65,Sardar Vallabhbhai Patel International Airport (AMD),87.06,Attari ICP,972.27
KANBHA,ANAND,482.0,517109,village,Kathana,9.25,ICD Sabarmati,86.0,Dahej Port,71.2,Sardar Vallabhbhai Patel International Airport (AMD),85.09,Attari ICP,973.64
KATHOL,ANAND,482.0,517111,village,Bochasan Junction,9.39,ICD Sabarmati,86.9,Dahej Port,73.96,Sardar Vallabhbhai Patel International Airport (AMD),85.73,Attari ICP,972.12
NANI SHERDI,ANAND,482.0,517117,village,Davol,8.06,ICD Sabarmati,89.92,Dahej Port,80.29,Sardar Vallabhbhai Patel International Airport (AMD),88.28,Attari ICP,969.31
MOTI SHERDI,ANAND,482.0,517116,village,Davol,7.94,ICD Sabarmati,89.38,Dahej Port,79.84,Sardar Vallabhbhai Patel International Airport (AMD),87.78,Attari ICP,969.35
AMIYAD,ANAND,482.0,517106,village,Bochasan Junction,8.82,ICD Sabarmati,84.21,Dahej Port,73.6,Sardar Vallabhbhai Patel International Airport (AMD),83.22,Attari ICP,971.34
KANKAPURA,ANAND,482.0,517123,village,Kathana,9.25,ICD Sabarmati,89.52,Dahej Port,69.92,Sardar Vallabhbhai Patel International Airport (AMD),88.49,Attari ICP,975.86
KANDHROTI,ANAND,482.0,517108,village,Kathana,10.31,ICD Sabarmati,83.66,Dahej Port,72.26,Sardar Vallabhbhai Patel International Airport (AMD),82.82,Attari ICP,972.1
KINKHLOD,ANAND,482.0,517115,village,Anklav,6.92,ICD Sabarmati,89.74,Dahej Port,81.94,Sardar Vallabhbhai Patel International Airport (AMD),88.03,Attari ICP,968.13
SISVA,ANAND,482.0,517104,village,Bochasan Junction,8.11,ICD Sabarmati,86.04,Dahej Port,76.4,Sardar Vallabhbhai Patel International Airport (AMD),84.76,Attari ICP,970.14
BANEJDA,ANAND,482.0,517107,village,Bochasan Junction,10.02,ICD Sabarmati,82.45,Dahej Port,73.31,Sardar Vallabhbhai Patel International Airport (AMD),81.6,Attari ICP,970.96
BHADRANIYA,ANAND,482.0,517103,village,Borsad,6.23,ICD Sabarmati,85.59,Dahej Port,79.1,Sardar Vallabhbhai Patel International Airport (AMD),84.17,Attari ICP,968.14
PIPLI,ANAND,482.0,517101,village,Davol,5.19,ICD Sabarmati,86.86,Dahej Port,82.17,Sardar Vallabhbhai Patel International Airport (AMD),85.22,Attari ICP,966.63
VACHHIYEL,ANAND,482.0,517098,village,Borsad,5.86,ICD Sabarmati,84.15,Dahej Port,79.14,Sardar Vallabhbhai Patel International Airport (AMD),82.78,Attari ICP,967.52
VADELI,ANAND,482.0,517097,village,Bochasan Junction,5.53,ICD Sabarmati,83.46,Dahej Port,78.32,Sardar Vallabhbhai Patel International Airport (AMD),82.17,Attari ICP,967.8
RAS,ANAND,482.0,517105,village,Bochasan Junction,6.47,ICD Sabarmati,83.17,Dahej Port,75.96,Sardar Vallabhbhai Patel International Airport (AMD),82.06,Attari ICP,969.32
KHEDASA,ANAND,482.0,517102,village,Davol,5.56,ICD Sabarmati,86.47,Dahej Port,81.44,Sardar Vallabhbhai Patel International Airport (AMD),84.88,Attari ICP,966.95
JANTRAL,ANAND,482.0,517093,village,Bochasan Junction,8.22,ICD Sabarmati,80.48,Dahej Port,75.53,Sardar Vallabhbhai Patel International Airport (AMD),79.59,Attari ICP,968.73
SAIJPUR,ANAND,482.0,517095,village,Bochasan Junction,5.07,ICD Sabarmati,81.12,Dahej Port,77.4,Sardar Vallabhbhai Patel International Airport (AMD),80.03,Attari ICP,967.59
BHADRAN,ANAND,482.0,517099,village,Borsad,4.08,ICD Sabarmati,83.81,Dahej Port,81.16,Sardar Vallabhbhai Patel International Airport (AMD),82.33,Attari ICP,966.0
KHANPUR,ANAND,482.0,517091,village,Bochasan Junction,5.6,ICD Sabarmati,79.73,Dahej Port,77.61,Sardar Vallabhbhai Patel International Airport (AMD),78.71,Attari ICP,966.98
UNELI,ANAND,482.0,517089,village,Bochasan Junction,3.32,ICD Sabarmati,79.05,Dahej Port,79.5,Sardar Vallabhbhai Patel International Airport (AMD),77.92,Attari ICP,965.38
RANOLI,ANAND,482.0,517090,village,Bochasan Junction,4.44,ICD Sabarmati,78.02,Dahej Port,79.46,Sardar Vallabhbhai Patel International Airport (AMD),76.96,Attari ICP,965.08
CHUVA,ANAND,482.0,517088,village,Bochasan Junction,1.87,ICD Sabarmati,79.27,Dahej Port,80.53,Sardar Vallabhbhai Patel International Airport (AMD),78.05,Attari ICP,964.72
KASARI,ANAND,482.0,517087,village,Borsad,3.38,ICD Sabarmati,80.91,Dahej Port,82.08,Sardar Vallabhbhai Patel International Airport (AMD),79.49,Attari ICP,964.21
ALARSA,ANAND,482.0,517100,village,Davol,2.19,ICD Sabarmati,84.62,Dahej Port,85.9,Sardar Vallabhbhai Patel International Airport (AMD),82.85,Attari ICP,963.08
VASNA (BORSAD),ANAND,482.0,517086,village,Borsad,1.62,ICD Sabarmati,81.88,Dahej Port,83.74,Sardar Vallabhbhai Patel International Airport (AMD),80.32,Attari ICP,963.43
RUDEL,ANAND,482.0,517084,village,Bochasan Junction,2.44,ICD Sabarmati,80.27,Dahej Port,81.24,Sardar Vallabhbhai Patel International Airport (AMD),78.94,Attari ICP,964.56
NISARAYA,ANAND,482.0,517085,village,Davol,2.24,ICD Sabarmati,82.12,Dahej Port,85.24,Sardar Vallabhbhai Patel International Airport (AMD),80.46,Attari ICP,962.47
VIRSAD,ANAND,482.0,517092,village,Bochasan Junction,7.16,ICD Sabarmati,77.53,Dahej Port,78.28,Sardar Vallabhbhai Patel International Airport (AMD),76.61,Attari ICP,965.82
GOREL,ANAND,482.0,517083,village,Bochasan Junction,2.81,ICD Sabarmati,77.4,Dahej Port,80.98,Sardar Vallabhbhai Patel International Airport (AMD),76.25,Attari ICP,963.77
DABHASI,ANAND,482.0,517081,village,Bochasan Junction,1.84,ICD Sabarmati,77.26,Dahej Port,84.07,Sardar Vallabhbhai Patel International Airport (AMD),75.88,Attari ICP,961.46
DAVOL,ANAND,482.0,517080,village,Davol,1.45,ICD Sabarmati,81.19,Dahej Port,88.19,Sardar Vallabhbhai Patel International Airport (AMD),79.4,Attari ICP,960.01
BOCHASAN,ANAND,482.0,517082,village,Bochasan Junction,2.24,ICD Sabarmati,75.7,Dahej Port,83.97,Sardar Vallabhbhai Patel International Airport (AMD),74.42,Attari ICP,961.02
BODAL,ANAND,482.0,517079,village,Davol,3.07,ICD Sabarmati,80.11,Dahej Port,89.82,Sardar Vallabhbhai Patel International Airport (AMD),78.26,Attari ICP,958.39
VAHERA,ANAND,482.0,517075,village,Bochasan Junction,4.38,ICD Sabarmati,76.17,Dahej Port,86.49,Sardar Vallabhbhai Patel International Airport (AMD),74.68,Attari ICP,959.33
HARKHAPURA,ANAND,482.0,517078,village,Davol,4.72,ICD Sabarmati,79.68,Dahej Port,91.6,Sardar Vallabhbhai Patel International Airport (AMD),77.74,Attari ICP,956.93
PAMOL,ANAND,482.0,517076,village,Davol,4.5,ICD Sabarmati,78.06,Dahej Port,90.2,Sardar Vallabhbhai Patel International Airport (AMD),76.26,Attari ICP,957.31
SANTOKPURA,ANAND,482.0,517074,village,BHATIEL,4.24,ICD Sabarmati,74.01,Dahej Port,86.95,Sardar Vallabhbhai Patel International Airport (AMD),72.59,Attari ICP,958.27
KAVITHA,ANAND,482.0,517073,village,BHATIEL,5.17,ICD Sabarmati,74.39,Dahej Port,87.91,Sardar Vallabhbhai Patel International Airport (AMD),72.89,Attari ICP,957.67
SINGLAV,ANAND,482.0,517070,village,Borsad,5.3,ICD Sabarmati,76.26,Dahej Port,90.18,Sardar Vallabhbhai Patel International Airport (AMD),74.52,Attari ICP,956.64
DEDARDA,ANAND,482.0,517072,village,Borsad,5.2,ICD Sabarmati,75.25,Dahej Port,89.17,Sardar Vallabhbhai Patel International Airport (AMD),73.62,Attari ICP,957.03
KASUMBAD,ANAND,482.0,517077,village,Davol,6.49,ICD Sabarmati,77.97,Dahej Port,93.25,Sardar Vallabhbhai Patel International Airport (AMD),76.0,Attari ICP,955.04
DHOBIKUI,ANAND,482.0,517071,village,Borsad,6.78,ICD Sabarmati,73.88,Dahej Port,90.74,Sardar Vallabhbhai Patel International Airport (AMD),72.2,Attari ICP,955.39
DHUNDAKUVA,ANAND,482.0,517064,village,BHATIEL,4.57,ICD Sabarmati,73.12,Dahej Port,89.34,Sardar Vallabhbhai Patel International Airport (AMD),71.58,Attari ICP,956.19
NAMAN,ANAND,482.0,517069,village,Davol,7.06,ICD Sabarmati,75.55,Dahej Port,92.05,Sardar Vallabhbhai Patel International Airport (AMD),73.72,Attari ICP,955.0
DAHEMI,ANAND,482.0,517068,village,Davol,7.15,ICD Sabarmati,76.2,Dahej Port,93.23,Sardar Vallabhbhai Patel International Airport (AMD),74.28,Attari ICP,954.37
SUR KUVA,ANAND,482.0,517065,village,BHATIEL,5.08,ICD Sabarmati,72.03,Dahej Port,91.15,Sardar Vallabhbhai Patel International Airport (AMD),70.41,Attari ICP,954.47
NAPA VANTO,ANAND,482.0,517067,village,Petlad Junction,7.38,ICD Sabarmati,74.01,Dahej Port,93.51,Sardar Vallabhbhai Patel International Airport (AMD),72.15,Attari ICP,953.36
NAPA TALPAD,ANAND,482.0,517066,village,BHATIEL,7.05,ICD Sabarmati,72.61,Dahej Port,92.24,Sardar Vallabhbhai Patel International Airport (AMD),70.89,Attari ICP,953.84
VALVOD,ANAND,482.0,517113,village,Borsad,8.7,ICD Sabarmati,88.22,Dahej Port,77.22,Sardar Vallabhbhai Patel International Airport (AMD),86.8,Attari ICP,970.54
GAJANA,ANAND,482.0,517126,village,Borsad,13.31,ICD Sabarmati,92.32,Dahej Port,72.99,Sardar Vallabhbhai Patel International Airport (AMD),90.99,Attari ICP,975.16
SALOL,ANAND,482.0,517125,village,Bochasan Junction,12.68,ICD Sabarmati,90.53,Dahej Port,72.48,Sardar Vallabhbhai Patel International Airport (AMD),89.29,Attari ICP,974.65
BADALPUR,ANAND,482.0,517122,village,Kathana,5.33,ICD Sabarmati,91.16,Dahej Port,66.36,Sardar Vallabhbhai Patel International Airport (AMD),90.3,Attari ICP,978.85
KOTHIYA KHAD,ANAND,482.0,517127,village,Davol,9.79,ICD Sabarmati,91.07,Dahej Port,78.27,Sardar Vallabhbhai Patel International Airport (AMD),89.5,Attari ICP,971.18
METPUR,ANAND,482.0,517063,village,Kathana,12.96,ICD Sabarmati,84.16,Dahej Port,66.25,Sardar Vallabhbhai Patel International Airport (AMD),83.98,Attari ICP,977.0
VASNA,ANAND,482.0,517054,village,Kathana,11.63,ICD Sabarmati,83.37,Dahej Port,67.8,Sardar Vallabhbhai Patel International Airport (AMD),83.05,Attari ICP,975.48
SHAKARPUR,ANAND,482.0,517062,village,Kathana,14.07,ICD Sabarmati,82.52,Dahej Port,67.83,Sardar Vallabhbhai Patel International Airport (AMD),82.33,Attari ICP,975.42
VATRA,ANAND,482.0,517052,village,Kathana,9.13,ICD Sabarmati,84.06,Dahej Port,68.76,Sardar Vallabhbhai Patel International Airport (AMD),83.52,Attari ICP,974.8
BHUVEL,ANAND,482.0,517053,village,Kathana,10.9,ICD Sabarmati,82.33,Dahej Port,70.16,Sardar Vallabhbhai Patel International Airport (AMD),81.82,Attari ICP,973.31
KANSARI,ANAND,482.0,517061,village,Kathana,15.23,ICD Sabarmati,80.76,Dahej Port,69.59,Sardar Vallabhbhai Patel International Airport (AMD),80.56,Attari ICP,973.67
POPATVAV,ANAND,482.0,517048,village,Kathana,14.43,ICD Sabarmati,79.98,Dahej Port,71.05,Sardar Vallabhbhai Patel International Airport (AMD),79.66,Attari ICP,972.2
KHATNAL,ANAND,482.0,517050,village,Kathana,11.82,ICD Sabarmati,81.13,Dahej Port,71.97,Sardar Vallabhbhai Patel International Airport (AMD),80.54,Attari ICP,971.61
UNDEL,ANAND,482.0,517049,village,Kathana,12.96,ICD Sabarmati,81.0,Dahej Port,70.5,Sardar Vallabhbhai Patel International Airport (AMD),80.61,Attari ICP,972.8
VATADRA,ANAND,482.0,517051,village,Kathana,11.15,ICD Sabarmati,81.98,Dahej Port,72.49,Sardar Vallabhbhai Patel International Airport (AMD),81.25,Attari ICP,971.42
VADOLA,ANAND,482.0,517045,village,Kathana,14.78,ICD Sabarmati,79.11,Dahej Port,72.2,Sardar Vallabhbhai Patel International Airport (AMD),78.74,Attari ICP,971.08
NANA KALODRA,ANAND,482.0,517047,village,Kathana,14.25,ICD Sabarmati,81.1,Dahej Port,69.57,Sardar Vallabhbhai Patel International Airport (AMD),80.84,Attari ICP,973.68
NEJA,ANAND,482.0,517036,village,Kathana,19.36,ICD Sabarmati,78.92,Dahej Port,70.6,Sardar Vallabhbhai Patel International Airport (AMD),78.93,Attari ICP,972.85
SOKHADA,ANAND,482.0,517033,village,Kathana,20.91,ICD Sabarmati,78.12,Dahej Port,71.22,Sardar Vallabhbhai Patel International Airport (AMD),78.21,Attari ICP,972.37
LUNEJ,ANAND,482.0,517031,village,Kathana,22.0,ICD Sabarmati,79.45,Dahej Port,69.73,Sardar Vallabhbhai Patel International Airport (AMD),79.66,Attari ICP,974.11
VAINAJ,ANAND,482.0,517028,village,Kathana,29.82,ICD Sabarmati,83.4,Dahej Port,66.68,Sardar Vallabhbhai Patel International Airport (AMD),84.1,Attari ICP,979.22
JALUNDH,ANAND,482.0,517044,village,Kathana,14.48,ICD Sabarmati,78.63,Dahej Port,73.62,Sardar Vallabhbhai Patel International Airport (AMD),78.12,Attari ICP,969.77
KALI TALAVADI,ANAND,482.0,517038,village,Kathana,17.66,ICD Sabarmati,77.37,Dahej Port,73.01,Sardar Vallabhbhai Patel International Airport (AMD),77.15,Attari ICP,970.25
TIMBA,ANAND,482.0,517039,village,Kathana,16.54,ICD Sabarmati,77.49,Dahej Port,73.52,Sardar Vallabhbhai Patel International Airport (AMD),77.15,Attari ICP,969.73
