village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km,nearest_toll_plaza,dist_toll_plaza_km
Rajban,SIRMAUR,32.0,245770366,village,707,0.12,Delhi-Dehradun Expressway,41.33,DEHRADUN,41.99,Naultha,150.08,Dahej Port,1083.01,ICD Baddi,95.32,Attari ICP,295.81,Indira Gandhi International Airport (DEL),220.76,MMLP Sangrur,174.72,Varanasi Multi-Modal Terminal,765.08,FCI Depot Dehradun,41.73,DEHRAD@N Toll Plaza,12.61
Nahan,SIRMAUR,32.0,245770418,village,907A,0.28,Delhi-Dehradun Expressway,70.63,Barog,41.26,Sanehwal,127.84,Deendayal Port (Kandla),1070.66,ICD Baddi,64.59,Attari ICP,261.02,Indira Gandhi International Airport (DEL),219.63,MMLP Sangrur,141.75,Varanasi Multi-Modal Terminal,792.56,FCI Depot Dehradun,75.03,PANCHKULA Toll Plaza,32.99
Kedi,SHIMLA,33.0,245770944,village,707,8.47,Delhi-Dehradun Expressway,74.94,Salogra,50.98,Sanehwal,159.61,Dahej Port,1119.38,ICD Baddi,83.25,Kartarpur Sahib ICP,277.46,Indira Gandhi International Airport (DEL),260.72,MMLP Sangrur,186.9,Varanasi Multi-Modal Terminal,794.66,FCI Depot Dehradun,71.67,DEHRAD@N Toll Plaza,52.52
Rajgarh,SIRMAUR,32.0,245771001,village,907A,15.92,Delhi-Dehradun Expressway,91.29,Salogra,18.15,Sanehwal,124.36,Deendayal Port (Kandla),1094.78,ICD Baddi,49.26,Kartarpur Sahib ICP,248.57,Indira Gandhi International Airport (DEL),251.24,MMLP Sangrur,152.92,Varanasi Multi-Modal Terminal,815.04,FCI Depot Dehradun,90.92,SOLAN Toll Plaza,27.75
Chaupal,SHIMLA,33.0,245771041,village,705,16.71,Delhi-Dehradun Expressway,83.8,Salogra,43.51,Sanehwal,152.69,Deendayal Port (Kandla),1121.28,ICD Baddi,75.63,Kartarpur Sahib ICP,268.13,Indira Gandhi International Airport (DEL),265.6,MMLP Sangrur,182.8,Varanasi Multi-Modal Terminal,804.27,FCI Depot Dehradun,80.85,SOLAN Toll Plaza,55.64
Subathu,SOLAN,31.0,245771128,village,5,8.44,Trans Haryana Expressway,105.34,Dharampur Himachal,8.83,Sanehwal,96.6,Deendayal Port (Kandla),1087.02,ICD Baddi,18.94,Kartarpur Sahib ICP,216.69,Sri Guru Ram Dass Jee International Airport (ATQ),221.44,MMLP Sangrur,135.26,Varanasi Multi-Modal Terminal,845.01,FCI Depot Patiala,90.02,SOLAN Toll Plaza,9.45
Theog,SHIMLA,33.0,245771265,village,5,0.03,Delhi-Dehradun Expressway,110.86,Shimla,18.86,Sanehwal,133.81,Deendayal Port (Kandla),1121.28,ICD Baddi,56.46,Kartarpur Sahib ICP,240.44,Sri Guru Ram Dass Jee International Airport (ATQ),249.42,MMLP Sangrur,172.84,Varanasi Multi-Modal Terminal,832.79,FCI Depot Dehradun,108.58,SOLAN Toll Plaza,41.75
Dhalli,SHIMLA,33.0,245771267,village,5,0.04,Delhi-Dehradun Expressway,117.71,Shimla,5.03,Sanehwal,120.12,Deendayal Port (Kandla),1111.5,ICD Baddi,43.06,Kartarpur Sahib ICP,228.46,Sri Guru Ram Dass Jee International Airport (ATQ),236.57,MMLP Sangrur,160.79,Varanasi Multi-Modal Terminal,841.03,FCI Depot Patiala,114.8,SOLAN Toll Plaza,30.8
Arki,SOLAN,31.0,245771358,village,205,3.23,Trans Haryana Expressway,123.38,Jutogh,15.65,Sanehwal,99.38,Deendayal Port (Kandla),1100.88,ICD Baddi,26.89,Kartarpur Sahib ICP,205.48,Sri Guru Ram Dass Jee International Airport (ATQ),212.98,MMLP Sangrur,146.04,Varanasi Multi-Modal Terminal,860.42,FCI Depot Patiala,104.54,SOLAN Toll Plaza,28.91
Ani,KULLU,26.0,245771732,village,305,0.23,Delhi-Dehradun Expressway,130.28,Shimla,36.69,Chintpurni Marg,135.47,Deendayal Port (Kandla),1144.56,ICD Baddi,73.36,Kartarpur Sahib ICP,237.24,Sri Guru Ram Dass Jee International Airport (ATQ),249.81,MMLP Sangrur,192.64,Varanasi Multi-Modal Terminal,847.85,FCI Depot Dehradun,126.94,MANDI Toll Plaza,53.96
Nirmand,KULLU,26.0,245771815,village,5,3.51,Delhi-Dehradun Expressway,133.05,Shimla,52.62,Chintpurni Marg,146.98,Deendayal Port (Kandla),1159.96,ICD Baddi,89.75,Kartarpur Sahib ICP,248.62,Sri Guru Ram Dass Jee International Airport (ATQ),262.66,MMLP Sangrur,208.91,Varanasi Multi-Modal Terminal,845.12,FCI Depot Dehradun,128.87,MANDI Toll Plaza,54.69
Ghumarwin,BILASPUR,30.0,245771915,village,103,0.09,Trans Haryana Expressway,151.57,ANANDPUR SAHIB,30.29,Chintpurni Marg,69.14,Deendayal Port (Kandla),1111.6,ICD Baddi,53.41,Kartarpur Sahib ICP,170.3,Sri Guru Ram Dass Jee International Airport (ATQ),181.78,MMLP Sangrur,155.18,Varanasi Multi-Modal Terminal,900.3,FCI Depot Ludhiana,99.67,RUPNAGAR Toll Plaza,26.05
Barsar,HAMIRPUR,28.0,245772062,village,503A,0.11,Trans Haryana Expressway,161.79,Una Himachal,18.51,Chintpurni Marg,44.55,Deendayal Port (Kandla),1106.06,ICD Baddi,69.34,Kartarpur Sahib ICP,145.62,Sri Guru Ram Dass Jee International Airport (ATQ),157.77,MMLP Sangrur,153.03,Varanasi Multi-Modal Terminal,922.86,FCI Depot Ludhiana,89.34,Kiratpur Toll Plaza,36.4
Dhanotu,MANDI,27.0,245772107,village,154,0.57,Trans Haryana Expressway,165.15,JOGINDER NAGAR,49.09,Chintpurni Marg,82.18,Deendayal Port (Kandla),1131.98,ICD Baddi,65.66,Kartarpur Sahib ICP,183.88,Sri Guru Ram Dass Jee International Airport (ATQ),198.2,MMLP Sangrur,175.18,Varanasi Multi-Modal Terminal,896.81,FCI Depot Ludhiana,121.4,MANDI Toll Plaza,38.33
Niehar,KINNAUR,34.0,245772123,village,5,0.52,Delhi-Dehradun Expressway,141.22,Shimla,86.71,Chintpurni Marg,176.68,Deendayal Port (Kandla),1191.35,ICD Baddi,124.5,Kartarpur Sahib ICP,277.35,Sri Guru Ram Dass Jee International Airport (ATQ),293.62,MMLP Sangrur,243.11,Varanasi Multi-Modal Terminal,836.01,FCI Depot Dehradun,135.54,MANDI Toll Plaza,73.81
Amb,UNA,29.0,245772471,village,3,0.03,Trans Haryana Expressway,185.14,Amb Andora,1.73,Chintpurni Marg,7.69,Deendayal Port (Kandla),1102.54,ICD Ludhiana,89.68,Kartarpur Sahib ICP,109.2,Sri Guru Ram Dass Jee International Airport (ATQ),123.89,MMLP Sangrur,160.8,Varanasi Multi-Modal Terminal,958.04,FCI Depot Ludhiana,89.39,Toll Plaza,26.3
Namgia,KINNAUR,34.0,245772652,village,505,1.41,Delhi-Dehradun Expressway,181.13,Shimla,160.61,Chintpurni Marg,244.71,Dahej Port,1252.49,ICD Baddi,198.73,Demchok (planned/under development),286.15,Sri Guru Ram Dass Jee International Airport (ATQ),362.01,MMLP Sangrur,316.31,Varanasi Multi-Modal Terminal,821.0,FCI Depot Dehradun,173.86,MANDI Toll Plaza,137.55
Dehra Gopipur,KANGRA,24.0,245772743,village,503,0.05,Trans Haryana Expressway,203.38,TRIPAL HALT,14.11,Chintpurni Marg,23.87,Deendayal Port (Kandla),1125.9,ICD Ludhiana,112.98,Kartarpur Sahib ICP,114.86,Sri Guru Ram Dass Jee International Airport (ATQ),135.19,MMLP Jammu,158.14,Varanasi Multi-Modal Terminal,966.16,FCI Depot Ludhiana,112.67,Yol Cannt Toll,36.17
Nadaun,HAMIRPUR,28.0,245772744,village,303,0.15,Trans Haryana Expressway,190.98,Amb Andora,25.04,Chintpurni Marg,28.43,Deendayal Port (Kandla),1122.94,ICD Baddi,99.43,Kartarpur Sahib ICP,127.27,Sri Guru Ram Dass Jee International Airport (ATQ),145.21,MMLP Jammu,173.33,Varanasi Multi-Modal Terminal,950.87,FCI Depot Ludhiana,106.87,Yol Cannt Toll,44.28
Pulga,KULLU,26.0,245772916,village,3,28.81,Delhi-Dehradun Expressway,196.67,JOGINDER NAGAR,60.97,Chintpurni Marg,133.8,Deendayal Port (Kandla),1201.27,ICD Baddi,128.94,Kartarpur Sahib ICP,227.92,Sri Guru Ram Dass Jee International Airport (ATQ),249.61,MMLP Sangrur,244.48,Varanasi Multi-Modal Terminal,902.07,FCI Depot Ludhiana,191.17,KULLU Toll Plaza,29.51
Manali,KULLU,26.0,245773022,village,3,0.32,Delhi-Dehradun Expressway,229.93,JOGINDER NAGAR,46.74,Chintpurni Marg,121.07,Deendayal Port (Kandla),1209.47,ICD Baddi,145.87,Kartarpur Sahib ICP,206.08,Sri Guru Ram Dass Jee International Airport (ATQ),231.3,MMLP Jammu,223.54,Varanasi Multi-Modal Terminal,938.27,FCI Depot Ludhiana,193.27,KULLU Toll Plaza,19.81
Kangra,KANGRA,24.0,245773039,village,503,0.1,Trans Haryana Expressway,226.86,KANGRA MANDIR,1.03,Chintpurni Marg,46.73,Deendayal Port (Kandla),1149.09,ICD Baddi,134.49,Kartarpur Sahib ICP,119.31,Sri Guru Ram Dass Jee International Airport (ATQ),144.74,MMLP Jammu,148.73,Varanasi Multi-Modal Terminal,981.22,FCI Depot Ludhiana,137.5,Yol Cannt Toll,12.73
Kaza,LAHUL & SPITI,25.0,245773092,village,505,0.17,Delhi-Dehradun Expressway,215.28,JOGINDER NAGAR,122.76,Chintpurni Marg,197.29,Deendayal Port (Kandla),1257.47,ICD Baddi,183.67,Demchok (planned/under development),260.42,Sri Guru Ram Dass Jee International Airport (ATQ),311.71,MMLP Sangrur,302.47,Varanasi Multi-Modal Terminal,888.64,FCI Depot Dehradun,209.17,KULLU Toll Plaza,89.63
Nurpur,KANGRA,24.0,245773120,village,154,0.3,Facia -Aesthetic Clinic,214.2,NURPUR ROAD,3.55,Chintpurni Marg,65.2,Deendayal Port (Kandla),1149.07,ICD Ludhiana,153.59,Kartarpur Sahib ICP,89.31,Sri Guru Ram Dass Jee International Airport (ATQ),120.57,MMLP Jammu,106.59,Varanasi Multi-Modal Terminal,1021.73,FCI Depot Jammu,106.59,Lakhanpur/ Rajbagh,27.69
Hanse,LAHUL & SPITI,25.0,245773205,village,505,0.09,Delhi-Dehradun Expressway,240.36,JOGINDER NAGAR,112.34,Chintpurni Marg,187.47,Deendayal Port (Kandla),1264.98,ICD Baddi,192.06,Demchok (planned/under development),248.06,Sri Guru Ram Dass Jee International Airport (ATQ),297.87,MMLP Jammu,281.37,Varanasi Multi-Modal Terminal,920.33,FCI Depot Dehradun,234.67,KULLU Toll Plaza,80.0
Dalhousie,CHAMBA,23.0,245773312,village,154A,3.06,Facia -Aesthetic Clinic,196.15,NURPUR ROAD,30.43,Samba,80.08,Deendayal Port (Kandla),1176.08,ICD Ludhiana,179.95,Kartarpur Sahib ICP,109.57,Sri Guru Ram Dass Jee International Airport (ATQ),143.03,MMLP Jammu,106.6,Varanasi Multi-Modal Terminal,1034.83,FCI Depot Jammu,106.6,Lakhanpur/ Rajbagh,38.92
Tabo,LAHUL & SPITI,25.0,287241659,village,505,0.2,Delhi-Dehradun Expressway,204.33,JOGINDER NAGAR,149.64,Chintpurni Marg,222.47,Deendayal Port (Kandla),1264.98,ICD Baddi,194.64,Demchok (planned/under development),262.73,Sri Guru Ram Dass Jee International Airport (ATQ),338.52,MMLP Sangrur,314.12,Varanasi Multi-Modal Terminal,860.95,FCI Depot Dehradun,197.6,MANDI Toll Plaza,116.45
Dankhar,LAHUL & SPITI,25.0,287250979,village,505,1.09,Delhi-Dehradun Expressway,201.61,JOGINDER NAGAR,133.88,Chintpurni Marg,206.89,Deendayal Port (Kandla),1254.54,ICD Baddi,182.48,Demchok (planned/under development),268.53,Sri Guru Ram Dass Jee International Airport (ATQ),322.8,MMLP Sangrur,301.94,Varanasi Multi-Modal Terminal,869.06,FCI Depot Dehradun,195.2,MANDI Toll Plaza,101.25
Kibber,LAHUL & SPITI,25.0,287411317,village,505,4.76,Delhi-Dehradun Expressway,226.97,JOGINDER NAGAR,120.08,Chintpurni Marg,195.23,Deendayal Port (Kandla),1263.03,ICD Baddi,189.07,Demchok (planned/under development),252.53,Sri Guru Ram Dass Jee International Airport (ATQ),308.13,MMLP Jammu,296.8,Varanasi Multi-Modal Terminal,901.82,FCI Depot Dehradun,220.99,KULLU Toll Plaza,86.9
Losar,LAHUL & SPITI,25.0,287412212,village,505,0.03,Delhi-Dehradun Expressway,239.61,JOGINDER NAGAR,102.5,Chintpurni Marg,177.49,Deendayal Port (Kandla),1257.56,ICD Baddi,185.54,Demchok (planned/under development),254.93,Sri Guru Ram Dass Jee International Airport (ATQ),287.51,MMLP Jammu,271.28,Varanasi Multi-Modal Terminal,924.82,FCI Depot Dehradun,234.15,KULLU Toll Plaza,70.52
Kullu,KULLU,26.0,287468687,village,3,0.66,Delhi-Dehradun Expressway,203.23,JOGINDER NAGAR,30.14,Chintpurni Marg,102.68,Deendayal Port (Kandla),1179.53,ICD Baddi,113.47,Kartarpur Sahib ICP,196.95,Sri Guru Ram Dass Jee International Airport (ATQ),218.33,MMLP Sangrur,223.14,Varanasi Multi-Modal Terminal,918.02,FCI Depot Ludhiana,165.17,KULLU Toll Plaza,7.29
Pandoh,MANDI,27.0,287479967,village,3,0.02,Delhi-Dehradun Expressway,177.15,JOGINDER NAGAR,43.09,Chintpurni Marg,94.69,Deendayal Port (Kandla),1150.97,ICD Baddi,81.61,Kartarpur Sahib ICP,195.21,Sri Guru Ram Dass Jee International Airport (ATQ),211.93,MMLP Sangrur,194.12,Varanasi Multi-Modal Terminal,896.87,FCI Depot Ludhiana,140.74,MANDI Toll Plaza,18.99
Paonta Sahib,SIRMAUR,32.0,299539934,village,7,0.13,Delhi-Dehradun Expressway,37.63,DEHRADUN,41.42,Naultha,140.79,Dahej Port,1073.7,ICD Baddi,97.17,Attari ICP,294.51,Indira Gandhi International Airport (DEL),211.49,MMLP Sangrur,169.96,Varanasi Multi-Modal Terminal,761.22,FCI Depot Dehradun,41.2,DEHRAD@N Toll Plaza,9.05
Kalpa,KINNAUR,34.0,299636580,village,5,2.1,Delhi-Dehradun Expressway,141.52,Shimla,112.9,Chintpurni Marg,207.7,Dahej Port,1207.37,ICD Baddi,151.14,Kartarpur Sahib ICP,308.2,Sri Guru Ram Dass Jee International Airport (ATQ),324.68,MMLP Sangrur,267.89,Varanasi Multi-Modal Terminal,816.38,FCI Depot Dehradun,134.83,MANDI Toll Plaza,103.74
Rekong Peo,KINNAUR,34.0,299636581,village,505A,0.11,Delhi-Dehradun Expressway,142.85,Shimla,115.1,Chintpurni Marg,209.56,Dahej Port,1209.18,ICD Baddi,153.34,Kartarpur Sahib ICP,309.98,Sri Guru Ram Dass Jee International Airport (ATQ),326.58,MMLP Sangrur,270.08,Varanasi Multi-Modal Terminal,816.06,FCI Depot Dehradun,136.11,MANDI Toll Plaza,105.36
Bilaspur,BILASPUR,30.0,299642899,village,205,4.05,Trans Haryana Expressway,140.45,KIRATPUR SAHIB,24.94,Chintpurni Marg,79.15,Deendayal Port (Kandla),1105.37,ICD Baddi,41.52,Kartarpur Sahib ICP,179.27,Sri Guru Ram Dass Jee International Airport (ATQ),188.96,MMLP Sangrur,148.52,Varanasi Multi-Modal Terminal,888.55,FCI Depot Ludhiana,97.74,RUPNAGAR Toll Plaza,17.93
Sumdo,LAHUL & SPITI,25.0,299646431,village,505,0.05,Delhi-Dehradun Expressway,204.87,JOGINDER NAGAR,170.18,Chintpurni Marg,242.31,Dahej Port,1273.42,ICD Baddi,208.52,Demchok (planned/under development),261.23,Sri Guru Ram Dass Jee International Airport (ATQ),358.76,MMLP Sangrur,327.62,Varanasi Multi-Modal Terminal,846.27,FCI Depot Dehradun,197.79,MANDI Toll Plaza,135.6
Gramphoo,LAHUL & SPITI,25.0,299659789,village,505,0.05,Delhi-Dehradun Expressway,243.41,JOGINDER NAGAR,62.58,Chintpurni Marg,135.14,Deendayal Port (Kandla),1226.67,ICD Baddi,163.37,Kartarpur Sahib ICP,215.46,Sri Guru Ram Dass Jee International Airport (ATQ),242.25,MMLP Jammu,226.74,Varanasi Multi-Modal Terminal,947.23,FCI Depot Ludhiana,210.1,KULLU Toll Plaza,37.38
Nalagarh,SOLAN,31.0,302559648,village,105,0.09,Trans Haryana Expressway,107.85,GHANAULI,11.98,Sanehwal,73.21,Deendayal Port (Kandla),1076.98,ICD Baddi,11.32,Kartarpur Sahib ICP,191.03,Sri Guru Ram Dass Jee International Airport (ATQ),194.89,MMLP Sangrur,120.87,Varanasi Multi-Modal Terminal,868.31,FCI Depot Ludhiana,82.67,RUPNAGAR Toll Plaza,19.9
葱莎,KINNAUR,34.0,342111603,village,34,14.37,Delhi-Dehradun Expressway,134.37,HARRAWALA,126.75,Dhamora,263.02,Dahej Port,1204.37,ICD Baddi,209.64,Demchok (planned/under development),357.35,Indira Gandhi International Airport (DEL),333.14,MMLP Sangrur,314.02,Varanasi Multi-Modal Terminal,738.71,FCI Depot Dehradun,126.76,DEHRAD@N Toll Plaza,113.24
Keylong,LAHUL & SPITI,25.0,342115051,village,3,0.05,Facia -Aesthetic Clinic,259.65,BAIJNATH MANDIR,67.02,Chintpurni Marg,130.71,Deendayal Port (Kandla),1230.62,ICD Baddi,178.3,Kartarpur Sahib ICP,199.74,Sri Guru Ram Dass Jee International Airport (ATQ),229.01,MMLP Jammu,202.79,Varanasi Multi-Modal Terminal,975.81,FCI Depot Jammu,202.79,KULLU Toll Plaza,55.78
Phadej,SHIMLA,33.0,342115073,village,707,0.13,Delhi-Dehradun Expressway,68.3,Salogra,58.6,Sanehwal,166.66,Dahej Port,1118.9,ICD Baddi,90.82,Kartarpur Sahib ICP,285.76,Indira Gandhi International Airport (DEL),258.09,MMLP Sangrur,191.98,Varanasi Multi-Modal Terminal,786.71,FCI Depot Dehradun,64.57,DEHRAD@N Toll Plaza,48.11
Batra,SHIMLA,33.0,342115079,village,707,4.54,Delhi-Dehradun Expressway,72.62,Salogra,55.8,Sanehwal,164.38,Dahej Port,1121.11,ICD Baddi,88.06,Kartarpur Sahib ICP,282.01,Indira Gandhi International Airport (DEL),261.2,MMLP Sangrur,191.13,Varanasi Multi-Modal Terminal,791.08,FCI Depot Dehradun,68.97,DEHRAD@N Toll Plaza,51.78
Shamta,SHIMLA,33.0,342115088,village,707,7.14,Delhi-Dehradun Expressway,75.33,Salogra,55.97,Sanehwal,164.87,Dahej Port,1123.95,ICD Baddi,88.21,Kartarpur Sahib ICP,281.07,Indira Gandhi International Airport (DEL),264.22,MMLP Sangrur,192.61,Varanasi Multi-Modal Terminal,793.1,FCI Depot Dehradun,71.53,DEHRAD@N Toll Plaza,54.8
Antroli(001),SHIMLA,33.0,342115194,village,707,0.07,Delhi-Dehradun Expressway,65.24,Salogra,59.43,Sanehwal,166.94,Dahej Port,1116.24,ICD Baddi,91.55,Kartarpur Sahib ICP,287.4,Indira Gandhi International Airport (DEL),255.09,MMLP Sangrur,191.16,Varanasi Multi-Modal Terminal,784.16,FCI Depot Dehradun,61.61,DEHRAD@N Toll Plaza,44.98
Gumma,SHIMLA,33.0,342115200,village,707,0.05,Delhi-Dehradun Expressway,63.88,Salogra,58.27,Sanehwal,165.3,Dahej Port,1113.59,ICD Baddi,90.27,Kartarpur Sahib ICP,286.86,Indira Gandhi International Airport (DEL),252.64,MMLP Sangrur,188.88,Varanasi Multi-Modal Terminal,783.69,FCI Depot Dehradun,60.51,DEHRAD@N Toll Plaza,42.79
anubasa,SHIMLA,33.0,342115393,village,707,0.05,Delhi-Dehradun Expressway,94.37,Shimla,57.86,Sanehwal,171.85,Dahej Port,1144.81,ICD Baddi,94.14,Kartarpur Sahib ICP,277.25,Indira Gandhi International Airport (DEL),285.82,MMLP Sangrur,205.77,Varanasi Multi-Modal Terminal,806.09,FCI Depot Dehradun,89.72,DEHRAD@N Toll Plaza,75.81
Sawra,SHIMLA,33.0,342115402,village,707,0.12,Delhi-Dehradun Expressway,96.78,Shimla,55.82,Sanehwal,170.15,Deendayal Port (Kandla),1145.62,ICD Baddi,92.46,Kartarpur Sahib ICP,274.6,Sri Guru Ram Dass Jee International Airport (ATQ),285.15,MMLP Sangrur,204.86,Varanasi Multi-Modal Terminal,808.96,FCI Depot Dehradun,92.23,SOLAN Toll Plaza,74.86
Hatkoti,SHIMLA,33.0,342115414,village,705,0.34,Delhi-Dehradun Expressway,97.7,Shimla,55.31,Sanehwal,169.75,Deendayal Port (Kandla),1145.86,ICD Baddi,92.07,Kartarpur Sahib ICP,273.79,Sri Guru Ram Dass Jee International Airport (ATQ),284.42,MMLP Sangrur,204.76,Varanasi Multi-Modal Terminal,809.94,FCI Depot Dehradun,93.17,SOLAN Toll Plaza,74.62
Bhuntar,KULLU,26.0,342116240,village,3,0.84,Delhi-Dehradun Expressway,194.85,JOGINDER NAGAR,35.01,Chintpurni Marg,104.25,Deendayal Port (Kandla),1175.19,ICD Baddi,107.0,Kartarpur Sahib ICP,200.5,Sri Guru Ram Dass Jee International Airport (ATQ),220.8,MMLP Sangrur,218.48,Varanasi Multi-Modal Terminal,909.98,FCI Depot Ludhiana,162.29,KULLU Toll Plaza,1.32
Bajaura,KULLU,26.0,342116246,village,3,0.73,Delhi-Dehradun Expressway,190.11,JOGINDER NAGAR,38.16,Chintpurni Marg,105.2,Deendayal Port (Kandla),1172.57,ICD Baddi,103.32,Kartarpur Sahib ICP,202.45,Sri Guru Ram Dass Jee International Airport (ATQ),222.12,MMLP Sangrur,215.76,Varanasi Multi-Modal Terminal,905.5,FCI Depot Ludhiana,160.62,MANDI Toll Plaza,5.88
Palchan,KULLU,26.0,342116314,village,3,0.03,Delhi-Dehradun Expressway,236.93,JOGINDER NAGAR,50.52,Chintpurni Marg,123.62,Deendayal Port (Kandla),1214.61,ICD Baddi,152.43,Kartarpur Sahib ICP,206.08,Sri Guru Ram Dass Jee International Airport (ATQ),232.1,MMLP Jammu,220.87,Varanasi Multi-Modal Terminal,944.51,FCI Depot Ludhiana,197.99,KULLU Toll Plaza,26.47
Marhi,KULLU,26.0,342116320,village,3,5.86,Delhi-Dehradun Expressway,239.85,JOGINDER NAGAR,56.41,Chintpurni Marg,129.28,Deendayal Port (Kandla),1220.46,ICD Baddi,157.64,Kartarpur Sahib ICP,210.75,Sri Guru Ram Dass Jee International Airport (ATQ),237.13,MMLP Jammu,223.86,Varanasi Multi-Modal Terminal,945.61,FCI Depot Ludhiana,203.88,KULLU Toll Plaza,31.58
Koksar,LAHUL & SPITI,25.0,342116334,village,505,0.02,Delhi-Dehradun Expressway,246.34,JOGINDER NAGAR,62.66,Chintpurni Marg,134.45,Deendayal Port (Kandla),1227.23,ICD Baddi,165.02,Kartarpur Sahib ICP,213.63,Sri Guru Ram Dass Jee International Airport (ATQ),240.7,MMLP Jammu,224.0,Varanasi Multi-Modal Terminal,950.54,FCI Depot Ludhiana,210.45,KULLU Toll Plaza,38.96
Patseo,LAHUL & SPITI,25.0,342116360,village,3,0.03,Facia -Aesthetic Clinic,265.4,JOGINDER NAGAR,95.25,Chintpurni Marg,160.39,Deendayal Port (Kandla),1259.58,ICD Baddi,202.14,Kartarpur Sahib ICP,227.01,Sri Guru Ram Dass Jee International Airport (ATQ),257.19,MMLP Jammu,223.5,Varanasi Multi-Modal Terminal,979.59,FCI Depot Jammu,223.5,KULLU Toll Plaza,76.31
Jamta,SIRMAUR,32.0,342116374,village,907A,1.61,Delhi-Dehradun Expressway,71.32,Barog,38.69,Sanehwal,128.95,Deendayal Port (Kandla),1075.31,ICD Baddi,63.39,Attari ICP,262.11,Indira Gandhi International Airport (DEL),224.12,MMLP Sangrur,144.93,Varanasi Multi-Modal Terminal,794.12,FCI Depot Dehradun,74.71,PANCHKULA Toll Plaza,35.03
Karaghat,SOLAN,31.0,342116397,village,205,0.11,Trans Haryana Expressway,130.75,Jutogh,20.38,Sanehwal,101.62,Deendayal Port (Kandla),1106.55,ICD Baddi,32.95,Kartarpur Sahib ICP,201.44,Sri Guru Ram Dass Jee International Airport (ATQ),210.1,MMLP Sangrur,150.93,Varanasi Multi-Modal Terminal,866.58,FCI Depot Ludhiana,109.75,RUPNAGAR Toll Plaza,30.05
Bharaighat,SOLAN,31.0,342116403,village,205,0.07,Trans Haryana Expressway,132.21,Jutogh,27.52,Chintpurni Marg,94.35,Deendayal Port (Kandla),1104.65,ICD Baddi,32.97,Kartarpur Sahib ICP,194.02,Sri Guru Ram Dass Jee International Airport (ATQ),202.74,MMLP Sangrur,148.32,Varanasi Multi-Modal Terminal,873.37,FCI Depot Ludhiana,104.28,RUPNAGAR Toll Plaza,23.53
Ghaghas,BILASPUR,30.0,342116409,village,103,7.34,Trans Haryana Expressway,145.0,KIRATPUR SAHIB,30.86,Chintpurni Marg,80.65,Deendayal Port (Kandla),1111.23,ICD Baddi,45.66,Kartarpur Sahib ICP,181.51,Sri Guru Ram Dass Jee International Airport (ATQ),192.17,MMLP Sangrur,154.38,Varanasi Multi-Modal Terminal,888.72,FCI Depot Ludhiana,103.46,RUPNAGAR Toll Plaza,23.84
Nerchowk,MANDI,27.0,342116421,village,154,1.21,Trans Haryana Expressway,171.44,JOGINDER NAGAR,43.38,Chintpurni Marg,82.15,Deendayal Port (Kandla),1137.67,ICD Baddi,71.95,Kartarpur Sahib ICP,183.52,Sri Guru Ram Dass Jee International Airport (ATQ),198.9,MMLP Sangrur,180.96,Varanasi Multi-Modal Terminal,900.62,FCI Depot Ludhiana,126.06,MANDI Toll Plaza,33.29
Slapper,MANDI,27.0,342116430,village,154,4.03,Trans Haryana Expressway,149.83,KIRATPUR SAHIB,37.63,Chintpurni Marg,83.54,Deendayal Port (Kandla),1117.79,ICD Baddi,50.32,Kartarpur Sahib ICP,184.95,Sri Guru Ram Dass Jee International Airport (ATQ),196.6,MMLP Sangrur,160.93,Varanasi Multi-Modal Terminal,888.2,FCI Depot Ludhiana,110.17,RUPNAGAR Toll Plaza,30.53
Barmana,BILASPUR,30.0,342116437,village,154,4.04,Trans Haryana Expressway,149.87,KIRATPUR SAHIB,36.08,Chintpurni Marg,81.17,Deendayal Port (Kandla),1116.61,ICD Baddi,50.4,Kartarpur Sahib ICP,182.54,Sri Guru Ram Dass Jee International Airport (ATQ),194.13,MMLP Sangrur,159.76,Varanasi Multi-Modal Terminal,890.12,FCI Depot Ludhiana,108.25,RUPNAGAR Toll Plaza,29.18
Beri,BILASPUR,30.0,342116443,village,154,6.52,Trans Haryana Expressway,147.74,KIRATPUR SAHIB,33.58,Chintpurni Marg,80.58,Deendayal Port (Kandla),1114.09,ICD Baddi,48.33,Kartarpur Sahib ICP,181.74,Sri Guru Ram Dass Jee International Airport (ATQ),192.92,MMLP Sangrur,157.24,Varanasi Multi-Modal Terminal,889.76,FCI Depot Ludhiana,105.88,RUPNAGAR Toll Plaza,26.66
Sissu,LAHUL & SPITI,25.0,342116474,village,3,0.0,Delhi-Dehradun Expressway,254.83,JOGINDER NAGAR,61.77,Chintpurni Marg,130.34,Deendayal Port (Kandla),1226.68,ICD Baddi,168.66,Kartarpur Sahib ICP,205.81,Sri Guru Ram Dass Jee International Airport (ATQ),233.72,MMLP Jammu,213.75,Varanasi Multi-Modal Terminal,960.93,FCI Depot Ludhiana,209.54,KULLU Toll Plaza,43.64
