village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km,nearest_toll_plaza,dist_toll_plaza_km
John Lawrance (FC),SOUTH ANDAMANS,640,645541,village,4,26.38,Acharya Jagadish Chandra Bose Flyover,1242.53,Paradip,1122.81,Paradeep,1123.26,Paradip Port,1116.57,ICD Bhubaneswar,1173.54,Zorinpui ICP,1190.47,Biju Patnaik International Airport (BBI),1172.93,MMLP Visakhapatnam,1213.01,Paradip Terminal,1116.57,FCI Depot Bhubaneswar,1176.72,Pipili Toll Gate,1162.87
R.M.Point (FC),SOUTH ANDAMANS,640,645540,village,4,19.33,Acharya Jagadish Chandra Bose Flyover,1297.93,Paradip,1162.29,Paradeep,1162.69,Paradip Port,1156.43,ICD Bhubaneswar,1208.87,Zorinpui ICP,1266.28,Biju Patnaik International Airport (BBI),1208.02,MMLP Visakhapatnam,1221.8,Paradip Terminal,1156.43,FCI Depot Bhubaneswar,1212.08,Srikakulam Toll Plaza,1191.43
Krishna Nagar (RV),SOUTH ANDAMANS,640,645520,village,4,27.69,Acharya Jagadish Chandra Bose Flyover,1251.19,Paradip,1129.27,Paradeep,1129.71,Paradip Port,1123.08,ICD Bhubaneswar,1179.43,Zorinpui ICP,1201.77,Biju Patnaik International Airport (BBI),1178.79,MMLP Visakhapatnam,1215.17,Paradip Terminal,1123.08,FCI Depot Bhubaneswar,1182.62,Pipili Toll Gate,1168.67
Radha Nagar (RV),SOUTH ANDAMANS,640,645521,village,4,26.42,Acharya Jagadish Chandra Bose Flyover,1250.95,Paradip,1128.45,Paradeep,1128.89,Paradip Port,1122.27,ICD Bhubaneswar,1178.49,Zorinpui ICP,1202.52,Biju Patnaik International Airport (BBI),1177.84,MMLP Visakhapatnam,1213.53,Paradip Terminal,1122.27,FCI Depot Bhubaneswar,1181.68,Pipili Toll Gate,1167.71
Lakshmanpur (RV),SOUTH ANDAMANS,640,645525,village,4,36.38,Acharya Jagadish Chandra Bose Flyover,1269.59,Paradip,1146.54,Paradeep,1146.97,Paradip Port,1140.38,ICD Bhubaneswar,1196.3,Zorinpui ICP,1219.83,Biju Patnaik International Airport (BBI),1195.63,MMLP Visakhapatnam,1228.65,Paradip Terminal,1140.38,FCI Depot Bhubaneswar,1199.49,Pipili Toll Gate,1185.48
Neil Kendra (RV),SOUTH ANDAMANS,640,645524,village,4,37.35,Acharya Jagadish Chandra Bose Flyover,1270.88,Paradip,1148.04,Paradeep,1148.48,Paradip Port,1141.88,ICD Bhubaneswar,1197.84,Zorinpui ICP,1220.6,Biju Patnaik International Airport (BBI),1197.18,MMLP Visakhapatnam,1230.33,Paradip Terminal,1141.88,FCI Depot Bhubaneswar,1201.03,Pipili Toll Gate,1187.02
Bharatpur (RV),SOUTH ANDAMANS,640,645359,village,4,38.81,Acharya Jagadish Chandra Bose Flyover,1271.03,Paradip,1148.52,Paradeep,1148.96,Paradip Port,1142.35,ICD Bhubaneswar,1198.4,Zorinpui ICP,1220.17,Biju Patnaik International Airport (BBI),1197.73,MMLP Visakhapatnam,1231.29,Paradip Terminal,1142.35,FCI Depot Bhubaneswar,1201.58,Pipili Toll Gate,1187.59
Ram Nagar (RV),SOUTH ANDAMANS,640,645526,village,4,37.88,Acharya Jagadish Chandra Bose Flyover,1272.68,Paradip,1149.94,Paradeep,1150.38,Paradip Port,1143.78,ICD Bhubaneswar,1199.75,Zorinpui ICP,1222.01,Biju Patnaik International Airport (BBI),1199.08,MMLP Visakhapatnam,1232.18,Paradip Terminal,1143.78,FCI Depot Bhubaneswar,1202.94,Pipili Toll Gate,1188.93
Sitapur (RV),SOUTH ANDAMANS,640,645353,village,4,39.67,Acharya Jagadish Chandra Bose Flyover,1272.32,Paradip,1149.99,Paradeep,1150.43,Paradip Port,1143.82,ICD Bhubaneswar,1199.9,Zorinpui ICP,1221.01,Biju Patnaik International Airport (BBI),1199.24,MMLP Visakhapatnam,1232.89,Paradip Terminal,1143.82,FCI Depot Bhubaneswar,1203.09,Pipili Toll Gate,1189.09
Pahargaon part (RV),SOUTH ANDAMANS,640,645527,village,4,0.7,Acharya Jagadish Chandra Bose Flyover,1278.83,Paradip,1146.9,Paradeep,1147.31,Paradip Port,1140.94,ICD Bhubaneswar,1194.52,Zorinpui ICP,1243.04,Biju Patnaik International Airport (BBI),1193.73,MMLP Visakhapatnam,1214.38,Paradip Terminal,1140.94,FCI Depot Bhubaneswar,1197.73,Srikakulam Toll Plaza,1180.95
Garacharma (CT),SOUTH ANDAMANS,640,645551,village,4,0.76,Acharya Jagadish Chandra Bose Flyover,1279.83,Paradip,1147.45,Paradeep,1147.86,Paradip Port,1141.5,ICD Bhubaneswar,1194.95,Zorinpui ICP,1244.69,Biju Patnaik International Airport (BBI),1194.16,MMLP Visakhapatnam,1214.11,Paradip Terminal,1141.5,FCI Depot Bhubaneswar,1198.16,Srikakulam Toll Plaza,1180.98
Brookshabad part (RV),SOUTH ANDAMANS,640,645531,village,4,3.41,Acharya Jagadish Chandra Bose Flyover,1282.28,Paradip,1150.76,Paradeep,1151.18,Paradip Port,1144.8,ICD Bhubaneswar,1198.46,Zorinpui ICP,1245.38,Biju Patnaik International Airport (BBI),1197.67,MMLP Visakhapatnam,1218.5,Paradip Terminal,1144.8,FCI Depot Bhubaneswar,1201.66,Srikakulam Toll Plaza,1185.04
Prothrapur (CT),SOUTH ANDAMANS,640,645550,village,4,0.98,Acharya Jagadish Chandra Bose Flyover,1281.39,Paradip,1149.35,Paradeep,1149.76,Paradip Port,1143.39,ICD Bhubaneswar,1196.92,Zorinpui ICP,1245.51,Biju Patnaik International Airport (BBI),1196.13,MMLP Visakhapatnam,1216.35,Paradip Terminal,1143.39,FCI Depot Bhubaneswar,1200.13,Srikakulam Toll Plaza,1183.13
Calicut (CT),SOUTH ANDAMANS,640,645536,village,4,2.38,Acharya Jagadish Chandra Bose Flyover,1283.17,Paradip,1150.79,Paradeep,1151.21,Paradip Port,1144.85,ICD Bhubaneswar,1198.27,Zorinpui ICP,1247.63,Biju Patnaik International Airport (BBI),1197.48,MMLP Visakhapatnam,1217.08,Paradip Terminal,1144.85,FCI Depot Bhubaneswar,1201.48,Srikakulam Toll Plaza,1184.14
Teylorabad (RV),SOUTH ANDAMANS,640,645533,village,4,2.01,Acharya Jagadish Chandra Bose Flyover,1283.17,Paradip,1150.56,Paradeep,1150.97,Paradip Port,1144.62,ICD Bhubaneswar,1197.98,Zorinpui ICP,1248.04,Biju Patnaik International Airport (BBI),1197.19,MMLP Visakhapatnam,1216.48,Paradip Terminal,1144.62,FCI Depot Bhubaneswar,1201.19,Srikakulam Toll Plaza,1183.66
Sippighat (RV),SOUTH ANDAMANS,640,645534,village,4,2.37,Acharya Jagadish Chandra Bose Flyover,1282.75,Paradip,1149.28,Paradeep,1149.69,Paradip Port,1143.35,ICD Bhubaneswar,1196.49,Zorinpui ICP,1249.16,Biju Patnaik International Airport (BBI),1195.68,MMLP Visakhapatnam,1213.89,Paradip Terminal,1143.35,FCI Depot Bhubaneswar,1199.7,Srikakulam Toll Plaza,1181.51
Bimilitan (RV) & Kodiyaghat,SOUTH ANDAMANS,640,645535,village,4,3.39,Acharya Jagadish Chandra Bose Flyover,1284.94,Paradip,1152.01,Paradeep,1152.43,Paradip Port,1146.08,ICD Bhubaneswar,1199.35,Zorinpui ICP,1250.14,Biju Patnaik International Airport (BBI),1198.55,MMLP Visakhapatnam,1217.25,Paradip Terminal,1146.08,FCI Depot Bhubaneswar,1202.56,Srikakulam Toll Plaza,1184.69
Chidiyatapu (RV),SOUTH ANDAMANS,640,645539,village,4,10.0,Acharya Jagadish Chandra Bose Flyover,1291.37,Paradip,1157.82,Paradeep,1158.23,Paradip Port,1151.9,ICD Bhubaneswar,1204.95,Zorinpui ICP,1256.91,Biju Patnaik International Airport (BBI),1204.14,MMLP Visakhapatnam,1221.34,Paradip Terminal,1151.9,FCI Depot Bhubaneswar,1208.16,Srikakulam Toll Plaza,1189.48
Brichgunj (RV),SOUTH ANDAMANS,640,645532,village,4,2.93,Acharya Jagadish Chandra Bose Flyover,1282.92,Paradip,1151.1,Paradeep,1151.52,Paradip Port,1145.15,ICD Bhubaneswar,1198.72,Zorinpui ICP,1246.46,Biju Patnaik International Airport (BBI),1197.93,MMLP Visakhapatnam,1218.3,Paradip Terminal,1145.15,FCI Depot Bhubaneswar,1201.93,Srikakulam Toll Plaza,1185.04
Rangachang (RV),SOUTH ANDAMANS,640,645538,village,4,5.5,Acharya Jagadish Chandra Bose Flyover,1286.1,Paradip,1153.9,Paradeep,1154.31,Paradip Port,1147.95,ICD Bhubaneswar,1201.4,Zorinpui ICP,1249.93,Biju Patnaik International Airport (BBI),1200.6,MMLP Visakhapatnam,1220.13,Paradip Terminal,1147.95,FCI Depot Bhubaneswar,1204.61,Srikakulam Toll Plaza,1187.26
Dollygunj (RV),SOUTH ANDAMANS,640,645529,village,4,1.66,Acharya Jagadish Chandra Bose Flyover,1278.12,Paradip,1145.99,Paradeep,1146.4,Paradip Port,1140.04,ICD Bhubaneswar,1193.57,Zorinpui ICP,1242.77,Biju Patnaik International Airport (BBI),1192.78,MMLP Visakhapatnam,1213.23,Paradip Terminal,1140.04,FCI Depot Bhubaneswar,1196.78,Srikakulam Toll Plaza,1179.87
Govinda Nagar (RV),SOUTH ANDAMANS,640,645517,village,4,27.46,Acharya Jagadish Chandra Bose Flyover,1249.35,Paradip,1128.09,Paradeep,1128.54,Paradip Port,1121.89,ICD Bhubaneswar,1178.42,Zorinpui ICP,1199.04,Biju Patnaik International Airport (BBI),1177.79,MMLP Visakhapatnam,1215.2,Paradip Terminal,1121.89,FCI Depot Bhubaneswar,1181.6,Pipili Toll Gate,1167.69
Shyam Nagar (RV),SOUTH ANDAMANS,640,645519,village,4,27.44,Acharya Jagadish Chandra Bose Flyover,1250.31,Paradip,1128.66,Paradeep,1129.1,Paradip Port,1122.47,ICD Bhubaneswar,1178.9,Zorinpui ICP,1200.54,Biju Patnaik International Airport (BBI),1178.25,MMLP Visakhapatnam,1215.08,Paradip Terminal,1122.47,FCI Depot Bhubaneswar,1182.08,Pipili Toll Gate,1168.14
Viper Island,SOUTH ANDAMANS,640,,village,4,3.27,Acharya Jagadish Chandra Bose Flyover,1275.54,Paradip,1143.41,Paradeep,1143.82,Paradip Port,1137.45,ICD Bhubaneswar,1191.01,Zorinpui ICP,1240.48,Biju Patnaik International Airport (BBI),1190.22,MMLP Visakhapatnam,1210.95,Paradip Terminal,1137.45,FCI Depot Bhubaneswar,1194.22,Srikakulam Toll Plaza,1177.44
Mohwa Dera (RV),SOUTH ANDAMANS,640,645472,village,4,4.8,Acharya Jagadish Chandra Bose Flyover,1274.03,Paradip,1139.83,Paradeep,1140.24,Paradip Port,1133.92,ICD Bhubaneswar,1186.94,Zorinpui ICP,1242.7,Biju Patnaik International Airport (BBI),1186.12,MMLP Visakhapatnam,1204.3,Paradip Terminal,1133.92,FCI Depot Bhubaneswar,1190.15,Srikakulam Toll Plaza,1171.8
Mohwa Dera (RV),SOUTH ANDAMANS,640,645472,village,4,4.62,Acharya Jagadish Chandra Bose Flyover,1271.8,Paradip,1137.64,Paradeep,1138.05,Paradip Port,1131.73,ICD Bhubaneswar,1184.78,Zorinpui ICP,1240.66,Biju Patnaik International Airport (BBI),1183.97,MMLP Visakhapatnam,1202.44,Paradip Terminal,1131.73,FCI Depot Bhubaneswar,1187.99,Srikakulam Toll Plaza,1169.79
Manpur (RV),SOUTH ANDAMANS,640,645471,village,4,2.94,Acharya Jagadish Chandra Bose Flyover,1270.87,Paradip,1137.17,Paradeep,1137.58,Paradip Port,1131.25,ICD Bhubaneswar,1184.43,Zorinpui ICP,1239.06,Biju Patnaik International Airport (BBI),1183.62,MMLP Visakhapatnam,1202.8,Paradip Terminal,1131.25,FCI Depot Bhubaneswar,1187.64,Srikakulam Toll Plaza,1169.85
Colinpur (RV),SOUTH ANDAMANS,640,645470,village,4,3.88,Acharya Jagadish Chandra Bose Flyover,1268.94,Paradip,1135.14,Paradeep,1135.55,Paradip Port,1129.22,ICD Bhubaneswar,1182.39,Zorinpui ICP,1237.52,Biju Patnaik International Airport (BBI),1181.58,MMLP Visakhapatnam,1200.83,Paradip Terminal,1129.22,FCI Depot Bhubaneswar,1185.6,Srikakulam Toll Plaza,1167.83
Herbertabad (RV),SOUTH ANDAMANS,640,645457,village,4,3.48,Acharya Jagadish Chandra Bose Flyover,1267.29,Paradip,1133.87,Paradeep,1134.28,Paradip Port,1127.94,ICD Bhubaneswar,1181.22,Zorinpui ICP,1235.43,Biju Patnaik International Airport (BBI),1180.42,MMLP Visakhapatnam,1200.34,Paradip Terminal,1127.94,FCI Depot Bhubaneswar,1184.43,Srikakulam Toll Plaza,1167.04
Temple Myo (RV),SOUTH ANDAMANS,640,645455,village,4,2.11,Acharya Jagadish Chandra Bose Flyover,1268.05,Paradip,1134.9,Paradeep,1135.31,Paradip Port,1128.96,ICD Bhubaneswar,1182.31,Zorinpui ICP,1235.65,Biju Patnaik International Airport (BBI),1181.51,MMLP Visakhapatnam,1201.7,Paradip Terminal,1128.96,FCI Depot Bhubaneswar,1185.52,Srikakulam Toll Plaza,1168.3
Tusnabad (RV),SOUTH ANDAMANS,640,645490,village,4,0.96,Acharya Jagadish Chandra Bose Flyover,1271.21,Paradip,1137.94,Paradeep,1138.35,Paradip Port,1132.01,ICD Bhubaneswar,1185.3,Zorinpui ICP,1238.62,Biju Patnaik International Airport (BBI),1184.5,MMLP Visakhapatnam,1204.2,Paradip Terminal,1132.01,FCI Depot Bhubaneswar,1188.51,Srikakulam Toll Plaza,1171.05
Aniket (RV),SOUTH ANDAMANS,640,645464,village,4,0.16,Acharya Jagadish Chandra Bose Flyover,1269.28,Paradip,1136.58,Paradeep,1136.99,Paradip Port,1130.63,ICD Bhubaneswar,1184.09,Zorinpui ICP,1235.96,Biju Patnaik International Airport (BBI),1183.3,MMLP Visakhapatnam,1203.94,Paradip Terminal,1130.63,FCI Depot Bhubaneswar,1187.3,Srikakulam Toll Plaza,1170.38
Ferrargunj (RV),SOUTH ANDAMANS,640,645458,village,4,0.22,Acharya Jagadish Chandra Bose Flyover,1268.58,Paradip,1136.14,Paradeep,1136.56,Paradip Port,1130.19,ICD Bhubaneswar,1183.72,Zorinpui ICP,1234.88,Biju Patnaik International Airport (BBI),1182.94,MMLP Visakhapatnam,1204.01,Paradip Terminal,1130.19,FCI Depot Bhubaneswar,1186.93,Srikakulam Toll Plaza,1170.26
Muslim Basti (RV),SOUTH ANDAMANS,640,645475,village,4,0.55,Acharya Jagadish Chandra Bose Flyover,1273.74,Paradip,1140.62,Paradeep,1141.03,Paradip Port,1134.68,ICD Bhubaneswar,1187.99,Zorinpui ICP,1240.6,Biju Patnaik International Airport (BBI),1187.19,MMLP Visakhapatnam,1206.81,Paradip Terminal,1134.68,FCI Depot Bhubaneswar,1191.2,Srikakulam Toll Plaza,1173.73
Homfreygunj (RV),SOUTH ANDAMANS,640,645482,village,4,1.0,Acharya Jagadish Chandra Bose Flyover,1281.03,Paradip,1147.41,Paradeep,1147.82,Paradip Port,1141.49,ICD Bhubaneswar,1194.61,Zorinpui ICP,1247.87,Biju Patnaik International Airport (BBI),1193.8,MMLP Visakhapatnam,1212.0,Paradip Terminal,1141.49,FCI Depot Bhubaneswar,1197.82,Srikakulam Toll Plaza,1179.59
Maymyo (RV),SOUTH ANDAMANS,640,645483,village,4,3.42,Acharya Jagadish Chandra Bose Flyover,1279.25,Paradip,1145.09,Paradeep,1145.5,Paradip Port,1139.18,ICD Bhubaneswar,1192.17,Zorinpui ICP,1247.23,Biju Patnaik International Airport (BBI),1191.36,MMLP Visakhapatnam,1209.03,Paradip Terminal,1139.18,FCI Depot Bhubaneswar,1195.38,Srikakulam Toll Plaza,1176.81
Hashmatabad (RV),SOUTH ANDAMANS,640,645485,village,4,3.0,Acharya Jagadish Chandra Bose Flyover,1281.06,Paradip,1146.96,Paradeep,1147.36,Paradip Port,1141.05,ICD Bhubaneswar,1194.04,Zorinpui ICP,1248.73,Biju Patnaik International Airport (BBI),1193.22,MMLP Visakhapatnam,1210.78,Paradip Terminal,1141.05,FCI Depot Bhubaneswar,1197.25,Srikakulam Toll Plaza,1178.63
Bindraban (RV),SOUTH ANDAMANS,640,645459,village,4,1.29,Acharya Jagadish Chandra Bose Flyover,1268.81,Paradip,1136.6,Paradeep,1137.02,Paradip Port,1130.65,ICD Bhubaneswar,1184.24,Zorinpui ICP,1234.68,Biju Patnaik International Airport (BBI),1183.45,MMLP Visakhapatnam,1204.8,Paradip Terminal,1130.65,FCI Depot Bhubaneswar,1187.45,Srikakulam Toll Plaza,1170.95
Mathura (RV),SOUTH ANDAMANS,640,645454,village,4,1.99,Acharya Jagadish Chandra Bose Flyover,1267.89,Paradip,1135.97,Paradeep,1136.38,Paradip Port,1130.0,ICD Bhubaneswar,1183.67,Zorinpui ICP,1233.41,Biju Patnaik International Airport (BBI),1182.89,MMLP Visakhapatnam,1204.7,Paradip Terminal,1130.0,FCI Depot Bhubaneswar,1186.88,Srikakulam Toll Plaza,1170.65
Alipur (RV),SOUTH ANDAMANS,640,645448,village,4,2.26,Acharya Jagadish Chandra Bose Flyover,1266.93,Paradip,1135.14,Paradeep,1135.56,Paradip Port,1129.17,ICD Bhubaneswar,1182.89,Zorinpui ICP,1232.32,Biju Patnaik International Airport (BBI),1182.11,MMLP Visakhapatnam,1204.2,Paradip Terminal,1129.17,FCI Depot Bhubaneswar,1186.1,Srikakulam Toll Plaza,1170.02
Stewartgunj (RV),SOUTH ANDAMANS,640,645451,village,4,5.17,Acharya Jagadish Chandra Bose Flyover,1269.2,Paradip,1138.13,Paradeep,1138.55,Paradip Port,1132.15,ICD Bhubaneswar,1186.03,Zorinpui ICP,1233.11,Biju Patnaik International Airport (BBI),1185.26,MMLP Visakhapatnam,1208.03,Paradip Terminal,1132.15,FCI Depot Bhubaneswar,1189.23,Srikakulam Toll Plaza,1173.61
Wimberlygunj (CT),SOUTH ANDAMANS,640,645449,village,4,5.85,Acharya Jagadish Chandra Bose Flyover,1267.98,Paradip,1136.96,Paradeep,1137.38,Paradip Port,1130.98,ICD Bhubaneswar,1184.89,Zorinpui ICP,1231.93,Biju Patnaik International Airport (BBI),1184.12,MMLP Visakhapatnam,1207.1,Paradip Terminal,1130.98,FCI Depot Bhubaneswar,1188.09,Srikakulam Toll Plaza,1172.57
Mannarghat (RV),SOUTH ANDAMANS,640,645446,village,4,5.9,Acharya Jagadish Chandra Bose Flyover,1266.2,Paradip,1135.39,Paradeep,1135.81,Paradip Port,1129.4,ICD Bhubaneswar,1183.38,Zorinpui ICP,1230.01,Biju Patnaik International Airport (BBI),1182.62,MMLP Visakhapatnam,1206.06,Paradip Terminal,1129.4,FCI Depot Bhubaneswar,1186.59,Srikakulam Toll Plaza,1171.32
Mount Harriet (RV)*,SOUTH ANDAMANS,640,645450,village,4,7.89,Acharya Jagadish Chandra Bose Flyover,1267.82,Paradip,1137.68,Paradeep,1138.1,Paradip Port,1131.67,ICD Bhubaneswar,1185.81,Zorinpui ICP,1230.31,Biju Patnaik International Airport (BBI),1185.05,MMLP Visakhapatnam,1209.17,Paradip Terminal,1131.67,FCI Depot Bhubaneswar,1189.01,Srikakulam Toll Plaza,1174.18
Malapuram (RV),SOUTH ANDAMANS,640,645445,village,4,5.73,Acharya Jagadish Chandra Bose Flyover,1264.15,Paradip,1133.56,Paradeep,1133.98,Paradip Port,1127.56,ICD Bhubaneswar,1181.61,Zorinpui ICP,1227.83,Biju Patnaik International Airport (BBI),1180.85,MMLP Visakhapatnam,1204.79,Paradip Terminal,1127.56,FCI Depot Bhubaneswar,1184.82,Srikakulam Toll Plaza,1169.83
Wright Myo (RV),SOUTH ANDAMANS,640,645443,village,4,5.87,Acharya Jagadish Chandra Bose Flyover,1263.11,Paradip,1132.7,Paradeep,1133.12,Paradip Port,1126.7,ICD Bhubaneswar,1180.81,Zorinpui ICP,1226.62,Biju Patnaik International Airport (BBI),1180.05,MMLP Visakhapatnam,1204.33,Paradip Terminal,1126.7,FCI Depot Bhubaneswar,1184.01,Srikakulam Toll Plaza,1169.21
Kalatang (RV),SOUTH ANDAMANS,640,645442,village,4,5.96,Acharya Jagadish Chandra Bose Flyover,1261.6,Paradip,1131.35,Paradeep,1131.77,Paradip Port,1125.34,ICD Bhubaneswar,1179.5,Zorinpui ICP,1225.02,Biju Patnaik International Airport (BBI),1178.74,MMLP Visakhapatnam,1203.4,Paradip Terminal,1125.34,FCI Depot Bhubaneswar,1182.7,Srikakulam Toll Plaza,1168.11
Mile Tilek (RV) & Mile Tilek (EFA),SOUTH ANDAMANS,640,645447,village,4,0.2,Acharya Jagadish Chandra Bose Flyover,1260.07,Paradip,1128.48,Paradeep,1128.89,Paradip Port,1122.5,ICD Bhubaneswar,1176.33,Zorinpui ICP,1225.96,Biju Patnaik International Airport (BBI),1175.55,MMLP Visakhapatnam,1198.64,Paradip Terminal,1122.5,FCI Depot Bhubaneswar,1179.53,Srikakulam Toll Plaza,1163.96
Balughat (RV),SOUTH ANDAMANS,640,645477,village,4,3.24,Acharya Jagadish Chandra Bose Flyover,1275.07,Paradip,1141.12,Paradeep,1141.53,Paradip Port,1135.21,ICD Bhubaneswar,1188.29,Zorinpui ICP,1243.18,Biju Patnaik International Airport (BBI),1187.48,MMLP Visakhapatnam,1205.88,Paradip Terminal,1135.21,FCI Depot Bhubaneswar,1191.5,Srikakulam Toll Plaza,1173.31
Wandur (RV),SOUTH ANDAMANS,640,645484,village,4,5.34,Acharya Jagadish Chandra Bose Flyover,1278.75,Paradip,1144.19,Paradeep,1144.6,Paradip Port,1138.29,ICD Bhubaneswar,1191.18,Zorinpui ICP,1247.47,Biju Patnaik International Airport (BBI),1190.36,MMLP Visakhapatnam,1207.57,Paradip Terminal,1138.29,FCI Depot Bhubaneswar,1194.39,Srikakulam Toll Plaza,1175.53
North Bay (RV),SOUTH ANDAMANS,640,645462,village,4,4.19,Acharya Jagadish Chandra Bose Flyover,1272.24,Paradip,1141.79,Paradeep,1142.21,Paradip Port,1135.8,ICD Bhubaneswar,1189.82,Zorinpui ICP,1234.7,Biju Patnaik International Airport (BBI),1189.05,MMLP Visakhapatnam,1212.33,Paradip Terminal,1135.8,FCI Depot Bhubaneswar,1193.02,Srikakulam Toll Plaza,1177.74
Hope Town (RV),SOUTH ANDAMANS,640,645461,village,4,2.18,Acharya Jagadish Chandra Bose Flyover,1272.36,Paradip,1141.3,Paradeep,1141.72,Paradip Port,1135.32,ICD Bhubaneswar,1189.18,Zorinpui ICP,1235.85,Biju Patnaik International Airport (BBI),1188.4,MMLP Visakhapatnam,1210.86,Paradip Terminal,1135.32,FCI Depot Bhubaneswar,1192.38,Srikakulam Toll Plaza,1176.61
Shore Point (RV),SOUTH ANDAMANS,640,645463,village,4,2.49,Acharya Jagadish Chandra Bose Flyover,1271.96,Paradip,1140.57,Paradeep,1140.98,Paradip Port,1134.59,ICD Bhubaneswar,1188.37,Zorinpui ICP,1236.08,Biju Patnaik International Airport (BBI),1187.59,MMLP Visakhapatnam,1209.65,Paradip Terminal,1134.59,FCI Depot Bhubaneswar,1191.57,Srikakulam Toll Plaza,1175.56
Badmash Pahar (RV),SOUTH ANDAMANS,640,645478,village,4,0.42,Acharya Jagadish Chandra Bose Flyover,1275.98,Paradip,1142.85,Paradeep,1143.27,Paradip Port,1136.92,ICD Bhubaneswar,1190.21,Zorinpui ICP,1242.58,Biju Patnaik International Airport (BBI),1189.41,MMLP Visakhapatnam,1208.79,Paradip Terminal,1136.92,FCI Depot Bhubaneswar,1193.42,Srikakulam Toll Plaza,1175.83
Craikabad (RV),SOUTH ANDAMANS,640,645479,village,4,0.29,Acharya Jagadish Chandra Bose Flyover,1277.22,Paradip,1144.11,Paradeep,1144.52,Paradip Port,1138.18,ICD Bhubaneswar,1191.46,Zorinpui ICP,1243.65,Biju Patnaik International Airport (BBI),1190.66,MMLP Visakhapatnam,1209.92,Paradip Terminal,1138.18,FCI Depot Bhubaneswar,1194.67,Srikakulam Toll Plaza,1177.03
Namunaghar (RV),SOUTH ANDAMANS,640,645466,village,4,2.69,Acharya Jagadish Chandra Bose Flyover,1271.91,Paradip,1139.47,Paradeep,1139.88,Paradip Port,1133.52,ICD Bhubaneswar,1187.02,Zorinpui ICP,1237.81,Biju Patnaik International Airport (BBI),1186.23,MMLP Visakhapatnam,1206.95,Paradip Terminal,1133.52,FCI Depot Bhubaneswar,1190.23,Srikakulam Toll Plaza,1173.39
Dundas Point (RV),SOUTH ANDAMANS,640,645467,village,4,2.89,Acharya Jagadish Chandra Bose Flyover,1274.11,Paradip,1142.11,Paradeep,1142.52,Paradip Port,1136.15,ICD Bhubaneswar,1189.75,Zorinpui ICP,1239.01,Biju Patnaik International Airport (BBI),1188.96,MMLP Visakhapatnam,1210.01,Paradip Terminal,1136.15,FCI Depot Bhubaneswar,1192.96,Srikakulam Toll Plaza,1176.35
Kadakachang (RV),SOUTH ANDAMANS,640,645460,village,4,3.82,Acharya Jagadish Chandra Bose Flyover,1269.46,Paradip,1137.81,Paradeep,1138.23,Paradip Port,1131.84,ICD Bhubaneswar,1185.57,Zorinpui ICP,1234.32,Biju Patnaik International Airport (BBI),1184.79,MMLP Visakhapatnam,1206.79,Paradip Terminal,1131.84,FCI Depot Bhubaneswar,1188.78,Srikakulam Toll Plaza,1172.68
Govindapuram (RV),SOUTH ANDAMANS,640,645452,village,4,5.0,Acharya Jagadish Chandra Bose Flyover,1269.36,Paradip,1138.12,Paradeep,1138.54,Paradip Port,1132.14,ICD Bhubaneswar,1185.98,Zorinpui ICP,1233.53,Biju Patnaik International Airport (BBI),1185.2,MMLP Visakhapatnam,1207.74,Paradip Terminal,1132.14,FCI Depot Bhubaneswar,1189.18,Srikakulam Toll Plaza,1173.42
Knapuram (RV),SOUTH ANDAMANS,640,645453,village,4,5.08,Acharya Jagadish Chandra Bose Flyover,1268.68,Paradip,1137.4,Paradeep,1137.82,Paradip Port,1131.42,ICD Bhubaneswar,1185.26,Zorinpui ICP,1232.98,Biju Patnaik International Airport (BBI),1184.49,MMLP Visakhapatnam,1207.06,Paradip Terminal,1131.42,FCI Depot Bhubaneswar,1188.46,Srikakulam Toll Plaza,1172.71
Shoal Bay (RV),SOUTH ANDAMANS,640,645440,village,4,7.38,Acharya Jagadish Chandra Bose Flyover,1257.13,Paradip,1127.86,Paradeep,1128.28,Paradip Port,1121.83,ICD Bhubaneswar,1176.28,Zorinpui ICP,1219.44,Biju Patnaik International Airport (BBI),1175.54,MMLP Visakhapatnam,1201.93,Paradip Terminal,1121.83,FCI Depot Bhubaneswar,1179.48,Pipili Toll Gate,1165.26
Guptapara (RV),SOUTH ANDAMANS,640,645488,village,4,5.28,Acharya Jagadish Chandra Bose Flyover,1284.87,Paradip,1150.71,Paradeep,1151.12,Paradip Port,1144.8,ICD Bhubaneswar,1197.75,Zorinpui ICP,1252.18,Biju Patnaik International Airport (BBI),1196.93,MMLP Visakhapatnam,1214.02,Paradip Terminal,1144.8,FCI Depot Bhubaneswar,1200.96,Srikakulam Toll Plaza,1182.12
