village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
Tamsi-B,ADILABAD,532,568972,village,44,7.75,Solapur–Chennai Economic Corridor,385.53,UMRAM,3.91,Jankampet,114.75,Visakhapatnam Port,543.88,ICD Nagpur (MIHAN),165.67,Sunauli ICP,982.37,Dr. Babasaheb Ambedkar International Airport (NAG),164.77,MMLP Nagpur (Sindi),109.84,Vedadri Terminal,363.95,FCI Depot Nagpur,171.78
Kuchalapoor,ADILABAD,532,569123,village,161A,15.24,Solapur–Chennai Economic Corridor,382.78,KOSAI,5.7,Jankampet,111.7,Visakhapatnam Port,551.87,ICD Nagpur (MIHAN),169.64,Rupaidiha ICP,985.85,Dr. Babasaheb Ambedkar International Airport (NAG),168.74,MMLP Nagpur (Sindi),113.94,Vedadri Terminal,368.47,FCI Depot Nagpur,175.81
Kandli,ADILABAD,532,569666,village,7,6.61,Solapur–Chennai Economic Corridor,357.31,BODHADI BUJRUG,21.05,Jankampet,87.03,Visakhapatnam Port,537.07,ICD Nagpur (MIHAN),193.39,Sunauli ICP,1008.84,Dr. Babasaheb Ambedkar International Airport (NAG),192.49,MMLP Nagpur (Sindi),137.59,Vedadri Terminal,342.68,FCI Depot Nagpur,199.43
Danthanpalle,ADILABAD,532,569590,village,61,35.56,Solapur–Chennai Economic Corridor,361.73,ADILABAD,49.58,Ramagundam,87.24,Visakhapatnam Port,489.91,ICD Nagpur (MIHAN),194.84,Sunauli ICP,998.35,Dr. Babasaheb Ambedkar International Airport (NAG),193.96,MMLP Nagpur (Sindi),141.86,Vedadri Terminal,307.28,FCI Depot Nagpur,200.26
Gundi,ADILABAD,532,569625,village,44,4.18,Solapur–Chennai Economic Corridor,352.86,TALMADUGU,31.29,Jankampet,84.56,Visakhapatnam Port,525.74,ICD Nagpur (MIHAN),197.62,Sunauli ICP,1011.01,Dr. Babasaheb Ambedkar International Airport (NAG),196.72,MMLP Nagpur (Sindi),142.07,Vedadri Terminal,331.05,FCI Depot Nagpur,203.54
Kupti (Khurd),ADILABAD,532,569712,village,44,0.43,Solapur–Chennai Economic Corridor,350.97,BODHADI BUJRUG,29.17,Jankampet,81.91,Visakhapatnam Port,529.51,ICD Nagpur (MIHAN),199.47,Sunauli ICP,1013.57,Dr. Babasaheb Ambedkar International Airport (NAG),198.57,MMLP Nagpur (Sindi),143.81,Vedadri Terminal,333.01,FCI Depot Nagpur,205.44
Kumari,ADILABAD,532,569713,village,44,2.57,Solapur–Chennai Economic Corridor,350.37,BODHADI BUJRUG,26.45,Jankampet,80.78,Visakhapatnam Port,532.46,ICD Nagpur (MIHAN),200.12,Sunauli ICP,1014.73,Dr. Babasaheb Ambedkar International Airport (NAG),199.22,MMLP Nagpur (Sindi),144.39,Vedadri Terminal,335.06,FCI Depot Nagpur,206.12
Jhari,ADILABAD,532,569137,village,44,13.02,Solapur–Chennai Economic Corridor,374.03,KOSAI,4.94,Jankampet,103.08,Visakhapatnam Port,546.05,ICD Nagpur (MIHAN),177.51,Sunauli ICP,994.37,Dr. Babasaheb Ambedkar International Airport (NAG),176.61,MMLP Nagpur (Sindi),121.7,Vedadri Terminal,359.12,FCI Depot Nagpur,183.64
Devapur,ADILABAD,532,569140,village,44,4.11,Solapur–Chennai Economic Corridor,377.22,UMRAM,5.89,Jankampet,106.89,Visakhapatnam Port,537.87,ICD Nagpur (MIHAN),173.47,Sunauli ICP,989.27,Dr. Babasaheb Ambedkar International Airport (NAG),172.57,MMLP Nagpur (Sindi),117.67,Vedadri Terminal,354.62,FCI Depot Nagpur,179.52
Arli (Khurd),ADILABAD,532,569139,village,44,6.79,Solapur–Chennai Economic Corridor,377.54,TALMADUGU,3.96,Jankampet,106.96,Visakhapatnam Port,540.59,ICD Nagpur (MIHAN),173.37,Sunauli ICP,989.57,Dr. Babasaheb Ambedkar International Airport (NAG),172.47,MMLP Nagpur (Sindi),117.54,Vedadri Terminal,356.89,FCI Depot Nagpur,179.45
Goureepur,ADILABAD,532,569181,village,44,9.05,Solapur–Chennai Economic Corridor,369.84,ADILABAD,21.24,Jankampet,102.59,Visakhapatnam Port,519.52,ICD Nagpur (MIHAN),181.02,Sunauli ICP,993.19,Dr. Babasaheb Ambedkar International Airport (NAG),180.12,MMLP Nagpur (Sindi),125.82,Vedadri Terminal,336.02,FCI Depot Nagpur,186.85
Ananthapur,ADILABAD,532,569647,village,44,6.29,Solapur–Chennai Economic Corridor,365.69,TALMADUGU,15.65,Jankampet,95.65,Visakhapatnam Port,535.18,ICD Nagpur (MIHAN),184.88,Sunauli ICP,1000.14,Dr. Babasaheb Ambedkar International Airport (NAG),183.98,MMLP Nagpur (Sindi),129.11,Vedadri Terminal,345.93,FCI Depot Nagpur,190.91
Mahagaon,ADILABAD,532,569247,village,353B,23.87,Solapur–Chennai Economic Corridor,379.23,ADILABAD,35.48,Ramagundam,102.33,Visakhapatnam Port,497.88,ICD Nagpur (MIHAN),175.58,Sunauli ICP,981.38,Dr. Babasaheb Ambedkar International Airport (NAG),174.7,MMLP Nagpur (Sindi),122.36,Vedadri Terminal,324.72,FCI Depot Nagpur,181.06
Bhadi,ADILABAD,532,569106,village,353B,4.64,Solapur–Chennai Economic Corridor,393.2,ADILABAD,17.48,Sindi,124.7,Visakhapatnam Port,516.83,ICD Nagpur (MIHAN),158.18,Sunauli ICP,969.52,Dr. Babasaheb Ambedkar International Airport (NAG),157.29,MMLP Nagpur (Sindi),103.48,Vedadri Terminal,347.93,FCI Depot Nagpur,163.93
Sonala,ADILABAD,532,569673,village,161A,13.48,Solapur–Chennai Economic Corridor,354.03,BODHADI BUJRUG,14.86,Jankampet,83.15,Visakhapatnam Port,543.62,ICD Nagpur (MIHAN),197.26,Sunauli ICP,1013.58,Dr. Babasaheb Ambedkar International Airport (NAG),196.36,MMLP Nagpur (Sindi),141.43,Vedadri Terminal,346.07,FCI Depot Nagpur,203.36
Kamgiri,ADILABAD,532,569602,village,44,3.48,Solapur–Chennai Economic Corridor,363.02,TALMADUGU,23.9,Jankampet,94.57,Visakhapatnam Port,525.59,ICD Nagpur (MIHAN),187.47,Sunauli ICP,1000.94,Dr. Babasaheb Ambedkar International Airport (NAG),186.57,MMLP Nagpur (Sindi),131.95,Vedadri Terminal,336.82,FCI Depot Nagpur,193.39
Girnur,ADILABAD,532,569664,village,7,5.85,Solapur–Chennai Economic Corridor,359.1,TALMADUGU,20.97,Jankampet,88.9,Visakhapatnam Port,536.45,ICD Nagpur (MIHAN),191.55,Sunauli ICP,1006.93,Dr. Babasaheb Ambedkar International Airport (NAG),190.65,MMLP Nagpur (Sindi),135.76,Vedadri Terminal,343.2,FCI Depot Nagpur,197.59
Wadoni,ADILABAD,532,569561,village,44,27.55,Solapur–Chennai Economic Corridor,372.76,ADILABAD,34.29,Ramagundam,102.24,Visakhapatnam Port,501.11,ICD Nagpur (MIHAN),181.05,Sunauli ICP,988.08,Dr. Babasaheb Ambedkar International Airport (NAG),180.17,MMLP Nagpur (Sindi),127.3,Vedadri Terminal,323.23,FCI Depot Nagpur,186.62
Nippani,ADILABAD,532,568957,village,44,8.51,Solapur–Chennai Economic Corridor,392.96,UMRAM,10.69,Jankampet,122.24,Visakhapatnam Port,543.76,ICD Nagpur (MIHAN),158.17,Sunauli ICP,974.91,Dr. Babasaheb Ambedkar International Airport (NAG),157.27,MMLP Nagpur (Sindi),102.34,Vedadri Terminal,368.1,FCI Depot Nagpur,164.27
Sangdi,ADILABAD,532,569074,village,353B,4.71,Solapur–Chennai Economic Corridor,403.13,PIMPALKHUTI,17.75,Sindi,115.06,Visakhapatnam Port,517.33,ICD Nagpur (MIHAN),148.38,Sunauli ICP,959.66,Dr. Babasaheb Ambedkar International Airport (NAG),147.48,MMLP Nagpur (Sindi),93.86,Vedadri Terminal,354.33,FCI Depot Nagpur,154.1
Bandemregad,ADILABAD,532,569741,village,44,0.33,Solapur–Chennai Economic Corridor,338.34,BODHADI BUJRUG,35.19,Jankampet,69.84,Visakhapatnam Port,528.26,ICD Hyderabad (Sanathnagar),195.98,Sunauli ICP,1025.76,Dr. Babasaheb Ambedkar International Airport (NAG),211.19,MMLP Nagpur (Sindi),156.46,Vedadri Terminal,324.82,FCI Depot Hyderabad,203.13
Kunikasa,ADILABAD,532,569225,village,353B,14.05,Solapur–Chennai Economic Corridor,394.76,LINGTI,28.78,Ramagundam,104.86,Visakhapatnam Port,490.89,ICD Nagpur (MIHAN),162.93,Sunauli ICP,965.45,Dr. Babasaheb Ambedkar International Airport (NAG),162.07,MMLP Nagpur (Sindi),111.38,Vedadri Terminal,329.16,FCI Depot Nagpur,168.2
Sangvi,ADILABAD,532,569111,village,353B,13.89,Solapur–Chennai Economic Corridor,385.93,ADILABAD,25.73,Ramagundam,113.53,Visakhapatnam Port,507.02,ICD Nagpur (MIHAN),166.94,Sunauli ICP,975.55,Dr. Babasaheb Ambedkar International Airport (NAG),166.05,MMLP Nagpur (Sindi),112.97,Vedadri Terminal,335.99,FCI Depot Nagpur,172.55
Ghotkuri,ADILABAD,532,568968,village,44,3.39,Solapur–Chennai Economic Corridor,392.08,ADILABAD,6.63,Jankampet,121.84,Visakhapatnam Port,537.75,ICD Nagpur (MIHAN),158.54,Sunauli ICP,974.42,Dr. Babasaheb Ambedkar International Airport (NAG),157.64,MMLP Nagpur (Sindi),102.75,Vedadri Terminal,363.07,FCI Depot Nagpur,164.59
Nirala,ADILABAD,532,569045,village,353B,0.28,Solapur–Chennai Economic Corridor,394.7,ADILABAD,9.13,Sindi,121.54,Visakhapatnam Port,528.2,ICD Nagpur (MIHAN),155.79,Sunauli ICP,969.88,Dr. Babasaheb Ambedkar International Airport (NAG),154.89,MMLP Nagpur (Sindi),100.32,Vedadri Terminal,357.42,FCI Depot Nagpur,161.7
Mangrool,ADILABAD,532,569080,village,353B,1.54,Solapur–Chennai Economic Corridor,404.74,LINGTI,14.52,Sindi,116.33,Visakhapatnam Port,507.41,ICD Nagpur (MIHAN),148.67,Sunauli ICP,956.79,Dr. Babasaheb Ambedkar International Airport (NAG),147.78,MMLP Nagpur (Sindi),95.38,Vedadri Terminal,347.93,FCI Depot Nagpur,154.2
Dhonnora,ADILABAD,532,569748,village,44,1.62,Solapur–Chennai Economic Corridor,338.06,BODHADI BUJRUG,37.8,Jankampet,70.31,Visakhapatnam Port,525.38,ICD Hyderabad (Sanathnagar),194.74,Sunauli ICP,1025.52,Dr. Babasaheb Ambedkar International Airport (NAG),211.52,MMLP Nagpur (Sindi),156.86,Vedadri Terminal,322.27,FCI Depot Hyderabad,201.88
Keslapur,ADILABAD,532,569183,village,44,14.3,Solapur–Chennai Economic Corridor,372.42,ADILABAD,22.96,Jankampet,106.36,Visakhapatnam Port,514.4,ICD Nagpur (MIHAN),178.99,Sunauli ICP,989.89,Dr. Babasaheb Ambedkar International Airport (NAG),178.1,MMLP Nagpur (Sindi),124.14,Vedadri Terminal,333.52,FCI Depot Nagpur,184.76
Kinnerpalle,ADILABAD,532,569648,village,44,3.57,Solapur–Chennai Economic Corridor,364.91,TALMADUGU,17.79,Jankampet,95.23,Visakhapatnam Port,532.52,ICD Nagpur (MIHAN),185.57,Sunauli ICP,1000.37,Dr. Babasaheb Ambedkar International Airport (NAG),184.67,MMLP Nagpur (Sindi),129.85,Vedadri Terminal,343.39,FCI Depot Nagpur,191.57
Umri (B),ADILABAD,532,569162,village,44,5.61,Solapur–Chennai Economic Corridor,367.77,ADILABAD,21.29,Jankampet,99.8,Visakhapatnam Port,522.91,ICD Nagpur (MIHAN),182.85,Sunauli ICP,995.78,Dr. Babasaheb Ambedkar International Airport (NAG),181.95,MMLP Nagpur (Sindi),127.46,Vedadri Terminal,337.47,FCI Depot Nagpur,188.73
Narayanapur,ADILABAD,532,569745,village,7,0.46,Solapur–Chennai Economic Corridor,332.73,BODHADI BUJRUG,37.5,Jankampet,64.07,Visakhapatnam Port,529.64,ICD Hyderabad (Sanathnagar),191.18,Sunauli ICP,1031.52,Rajiv Gandhi International Airport (HYD),214.91,MMLP Nagpur (Sindi),162.04,Vedadri Terminal,322.81,FCI Depot Hyderabad,198.36
Shankarapur,ADILABAD,532,569733,village,44,1.09,Solapur–Chennai Economic Corridor,341.08,BODHADI BUJRUG,31.8,Jankampet,71.99,Visakhapatnam Port,530.56,ICD Hyderabad (Sanathnagar),199.33,Sunauli ICP,1023.5,Dr. Babasaheb Ambedkar International Airport (NAG),208.47,MMLP Nagpur (Sindi),153.68,Vedadri Terminal,328.26,FCI Depot Hyderabad,206.5
Rolmanda,ADILABAD,532,569735,village,44,0.46,Solapur–Chennai Economic Corridor,341.94,BODHADI BUJRUG,33.08,Jankampet,73.26,Visakhapatnam Port,528.6,ICD Hyderabad (Sanathnagar),199.48,Sunauli ICP,1022.28,Dr. Babasaheb Ambedkar International Airport (NAG),207.59,MMLP Nagpur (Sindi),152.85,Vedadri Terminal,327.14,FCI Depot Hyderabad,206.63
Bondadi,ADILABAD,532,569730,village,44,6.98,Solapur–Chennai Economic Corridor,339.36,BODHADI BUJRUG,28.02,Jankampet,69.24,Visakhapatnam Port,536.47,ICD Hyderabad (Sanathnagar),199.78,Sunauli ICP,1026.38,Dr. Babasaheb Ambedkar International Airport (NAG),210.4,MMLP Nagpur (Sindi),155.51,Vedadri Terminal,332.15,FCI Depot Hyderabad,206.99
Tejapur,ADILABAD,532,569192,village,44,8.41,Solapur–Chennai Economic Corridor,367.27,ADILABAD,23.07,Jankampet,99.95,Visakhapatnam Port,520.04,ICD Nagpur (MIHAN),183.53,Sunauli ICP,995.82,Dr. Babasaheb Ambedkar International Airport (NAG),182.63,MMLP Nagpur (Sindi),128.29,Vedadri Terminal,334.9,FCI Depot Nagpur,189.38
Shantapur,ADILABAD,532,569166,village,44,4.56,Solapur–Chennai Economic Corridor,365.63,ADILABAD,22.88,Jankampet,97.5,Visakhapatnam Port,523.87,ICD Nagpur (MIHAN),184.93,Sunauli ICP,998.06,Dr. Babasaheb Ambedkar International Airport (NAG),184.03,MMLP Nagpur (Sindi),129.49,Vedadri Terminal,336.97,FCI Depot Nagpur,190.82
Gubba,ADILABAD,532,569598,village,44,1.96,Solapur–Chennai Economic Corridor,361.52,TALMADUGU,20.81,Jankampet,91.95,Visakhapatnam Port,531.89,ICD Nagpur (MIHAN),188.94,Sunauli ICP,1003.6,Dr. Babasaheb Ambedkar International Airport (NAG),188.04,MMLP Nagpur (Sindi),133.23,Vedadri Terminal,340.95,FCI Depot Nagpur,194.93
Narsapur (Khurd),ADILABAD,532,569566,village,44,23.2,Solapur–Chennai Economic Corridor,372.64,ADILABAD,30.39,Ramagundam,106.14,Visakhapatnam Port,505.47,ICD Nagpur (MIHAN),180.23,Sunauli ICP,988.61,Dr. Babasaheb Ambedkar International Airport (NAG),179.34,MMLP Nagpur (Sindi),126.08,Vedadri Terminal,326.6,FCI Depot Nagpur,185.86
Kuntala (Buzurg),ADILABAD,532,569721,village,44,7.98,Solapur–Chennai Economic Corridor,346.91,BODHADI BUJRUG,37.38,Jankampet,79.7,Visakhapatnam Port,522.03,ICD Hyderabad (Sanathnagar),202.03,Sunauli ICP,1016.27,Dr. Babasaheb Ambedkar International Airport (NAG),202.81,MMLP Nagpur (Sindi),148.29,Vedadri Terminal,324.59,FCI Depot Hyderabad,209.12
Gattepalle,ADILABAD,532,569174,village,353B,19.18,Solapur–Chennai Economic Corridor,380.56,ADILABAD,26.72,Ramagundam,110.59,Visakhapatnam Port,506.55,ICD Nagpur (MIHAN),172.26,Sunauli ICP,980.84,Dr. Babasaheb Ambedkar International Airport (NAG),171.37,MMLP Nagpur (Sindi),118.2,Vedadri Terminal,332.33,FCI Depot Nagpur,177.89
Sangvi,ADILABAD,532,569238,village,353B,19.48,Solapur–Chennai Economic Corridor,386.96,LINGTI,34.54,Ramagundam,102.53,Visakhapatnam Port,493.47,ICD Nagpur (MIHAN),169.44,Sunauli ICP,973.38,Dr. Babasaheb Ambedkar International Airport (NAG),168.57,MMLP Nagpur (Sindi),117.07,Vedadri Terminal,326.16,FCI Depot Nagpur,174.81
Ginnera,ADILABAD,532,569171,village,44,13.06,Solapur–Chennai Economic Corridor,376.62,ADILABAD,18.54,Jankampet,109.84,Visakhapatnam Port,516.91,ICD Nagpur (MIHAN),174.54,Sunauli ICP,986.06,Dr. Babasaheb Ambedkar International Airport (NAG),173.64,MMLP Nagpur (Sindi),119.56,Vedadri Terminal,338.01,FCI Depot Nagpur,180.33
Salewada (Khurd),ADILABAD,532,569573,village,44,21.69,Solapur–Chennai Economic Corridor,367.45,ADILABAD,32.05,Jankampet,103.81,Visakhapatnam Port,506.74,ICD Nagpur (MIHAN),185.09,Sunauli ICP,993.9,Dr. Babasaheb Ambedkar International Airport (NAG),184.2,MMLP Nagpur (Sindi),130.73,Vedadri Terminal,324.43,FCI Depot Nagpur,190.75
Kowtha(Khurd),ADILABAD,532,569674,village,44,11.09,Solapur–Chennai Economic Corridor,354.56,BODHADI BUJRUG,17.19,Jankampet,83.87,Visakhapatnam Port,541.12,ICD Nagpur (MIHAN),196.46,Sunauli ICP,1012.46,Dr. Babasaheb Ambedkar International Airport (NAG),195.56,MMLP Nagpur (Sindi),140.63,Vedadri Terminal,344.37,FCI Depot Nagpur,202.54
Kothapalle (G),ADILABAD,532,569210,village,353B,13.2,Solapur–Chennai Economic Corridor,394.53,LINGTI,27.93,Ramagundam,106.37,Visakhapatnam Port,492.93,ICD Nagpur (MIHAN),162.45,Sunauli ICP,965.79,Dr. Babasaheb Ambedkar International Airport (NAG),161.58,MMLP Nagpur (Sindi),110.59,Vedadri Terminal,330.58,FCI Depot Nagpur,167.76
Ratnapur,ADILABAD,532,569136,village,161A,9.6,Solapur–Chennai Economic Corridor,372.62,KOSAI,4.56,Jankampet,101.55,Visakhapatnam Port,550.07,ICD Nagpur (MIHAN),179.54,Rupaidiha ICP,995.99,Dr. Babasaheb Ambedkar International Airport (NAG),178.64,MMLP Nagpur (Sindi),123.79,Vedadri Terminal,361.44,FCI Depot Nagpur,185.7
Dhampur,ADILABAD,532,569156,village,44,1.05,Solapur–Chennai Economic Corridor,372.56,UMRAM,13.53,Jankampet,103.06,Visakhapatnam Port,531.13,ICD Nagpur (MIHAN),177.89,Sunauli ICP,992.51,Dr. Babasaheb Ambedkar International Airport (NAG),176.99,MMLP Nagpur (Sindi),122.21,Vedadri Terminal,346.71,FCI Depot Nagpur,183.87
Gudihathinur,ADILABAD,532,569154,village,44,0.66,Solapur–Chennai Economic Corridor,371.16,UMRAM,15.77,Jankampet,101.96,Visakhapatnam Port,529.28,ICD Nagpur (MIHAN),179.27,Sunauli ICP,993.54,Dr. Babasaheb Ambedkar International Airport (NAG),178.37,MMLP Nagpur (Sindi),123.65,Vedadri Terminal,344.45,FCI Depot Nagpur,185.23
Chorgaon,ADILABAD,532,569233,village,353B,17.61,Solapur–Chennai Economic Corridor,382.9,ADILABAD,28.58,Ramagundam,109.72,Visakhapatnam Port,504.3,ICD Nagpur (MIHAN),170.46,Sunauli ICP,978.29,Dr. Babasaheb Ambedkar International Airport (NAG),169.57,MMLP Nagpur (Sindi),116.68,Vedadri Terminal,332.02,FCI Depot Nagpur,176.03
Morekhandi,ADILABAD,532,569645,village,44,11.67,Solapur–Chennai Economic Corridor,368.39,TALMADUGU,10.91,Jankampet,97.72,Visakhapatnam Port,541.26,ICD Nagpur (MIHAN),182.62,Sunauli ICP,998.82,Dr. Babasaheb Ambedkar International Airport (NAG),181.71,MMLP Nagpur (Sindi),126.79,Vedadri Terminal,352.23,FCI Depot Nagpur,188.7
Waghapur,ADILABAD,532,569002,village,44,4.16,Solapur–Chennai Economic Corridor,372.02,TALMADUGU,11.36,Jankampet,102.01,Visakhapatnam Port,534.88,ICD Nagpur (MIHAN),178.53,Sunauli ICP,993.81,Dr. Babasaheb Ambedkar International Airport (NAG),177.63,MMLP Nagpur (Sindi),122.77,Vedadri Terminal,349.32,FCI Depot Nagpur,184.55
Sunkidi,ADILABAD,532,569125,village,44,9.04,Solapur–Chennai Economic Corridor,383.15,UMRAM,2.94,Jankampet,112.34,Visakhapatnam Port,544.18,ICD Nagpur (MIHAN),168.1,Sunauli ICP,984.82,Dr. Babasaheb Ambedkar International Airport (NAG),167.2,MMLP Nagpur (Sindi),112.27,Vedadri Terminal,362.82,FCI Depot Nagpur,174.21
Masala (Buzurg),ADILABAD,532,569105,village,353B,4.18,Solapur–Chennai Economic Corridor,394.71,ADILABAD,21.13,Ramagundam,123.45,Visakhapatnam Port,513.6,ICD Nagpur (MIHAN),157.17,Sunauli ICP,967.57,Dr. Babasaheb Ambedkar International Airport (NAG),156.28,MMLP Nagpur (Sindi),102.8,Vedadri Terminal,346.4,FCI Depot Nagpur,162.86
Hasnapur,ADILABAD,532,568974,village,44,4.2,Solapur–Chennai Economic Corridor,385.09,UMRAM,3.18,Jankampet,114.6,Visakhapatnam Port,539.97,ICD Nagpur (MIHAN),165.72,Sunauli ICP,981.9,Dr. Babasaheb Ambedkar International Airport (NAG),164.82,MMLP Nagpur (Sindi),109.9,Vedadri Terminal,360.73,FCI Depot Nagpur,171.79
Chaprala,ADILABAD,532,569100,village,353B,3.85,Solapur–Chennai Economic Corridor,398.56,LINGTI,20.66,Ramagundam,119.53,Visakhapatnam Port,506.39,ICD Nagpur (MIHAN),154.84,Sunauli ICP,962.87,Dr. Babasaheb Ambedkar International Airport (NAG),153.96,MMLP Nagpur (Sindi),101.4,Vedadri Terminal,343.32,FCI Depot Nagpur,160.38
Pohar,ADILABAD,532,569114,village,353B,4.21,Solapur–Chennai Economic Corridor,394.97,ADILABAD,23.3,Ramagundam,121.74,Visakhapatnam Port,511.38,ICD Nagpur (MIHAN),157.29,Sunauli ICP,967.03,Dr. Babasaheb Ambedkar International Airport (NAG),156.4,MMLP Nagpur (Sindi),103.15,Vedadri Terminal,344.89,FCI Depot Nagpur,162.94
Narsapur,ADILABAD,532,569627,village,44,7.89,Solapur–Chennai Economic Corridor,353.2,TALMADUGU,33.3,Jankampet,85.78,Visakhapatnam Port,522.0,ICD Nagpur (MIHAN),197.42,Sunauli ICP,1010.05,Dr. Babasaheb Ambedkar International Airport (NAG),196.52,MMLP Nagpur (Sindi),142.02,Vedadri Terminal,328.22,FCI Depot Nagpur,203.31
Patnapur,ADILABAD,532,569701,village,44,14.25,Solapur–Chennai Economic Corridor,343.01,BODHADI BUJRUG,19.71,Jankampet,72.05,Visakhapatnam Port,544.76,ICD Hyderabad (Sanathnagar),206.1,Sunauli ICP,1024.7,Dr. Babasaheb Ambedkar International Airport (NAG),207.51,MMLP Nagpur (Sindi),152.59,Vedadri Terminal,340.93,FCI Depot Hyderabad,213.34
Neradigonda,ADILABAD,532,569734,village,44,0.01,Solapur–Chennai Economic Corridor,343.71,BODHADI BUJRUG,30.57,Jankampet,74.58,Visakhapatnam Port,530.52,ICD Hyderabad (Sanathnagar),201.79,Sunauli ICP,1020.9,Dr. Babasaheb Ambedkar International Airport (NAG),205.84,MMLP Nagpur (Sindi),151.05,Vedadri Terminal,329.72,FCI Depot Hyderabad,208.95
Birlagondi,ADILABAD,532,569705,village,44,10.33,Solapur–Chennai Economic Corridor,341.44,BODHADI BUJRUG,23.61,Jankampet,70.79,Visakhapatnam Port,540.61,ICD Hyderabad (Sanathnagar),203.17,Sunauli ICP,1025.26,Dr. Babasaheb Ambedkar International Airport (NAG),208.64,MMLP Nagpur (Sindi),153.71,Vedadri Terminal,336.69,FCI Depot Hyderabad,210.4
Adegaon K,ADILABAD,532,569597,village,7,1.6,Solapur–Chennai Economic Corridor,358.42,TALMADUGU,23.26,Jankampet,88.81,Visakhapatnam Port,532.2,ICD Nagpur (MIHAN),192.06,Sunauli ICP,1006.73,Dr. Babasaheb Ambedkar International Airport (NAG),191.16,MMLP Nagpur (Sindi),136.34,Vedadri Terminal,339.42,FCI Depot Nagpur,198.05
Marlapalle,ADILABAD,532,569687,village,161A,16.85,Solapur–Chennai Economic Corridor,341.33,DHANORA DECCAN,19.46,Jankampet,70.27,Visakhapatnam Port,547.17,ICD Hyderabad (Sanathnagar),205.44,Sunauli ICP,1026.96,Dr. Babasaheb Ambedkar International Airport (NAG),209.51,MMLP Nagpur (Sindi),154.59,Vedadri Terminal,341.96,FCI Depot Hyderabad,212.69
Guda,ADILABAD,532,569019,village,44,4.08,Solapur–Chennai Economic Corridor,394.46,ADILABAD,8.87,Sindi,121.44,Visakhapatnam Port,538.64,ICD Nagpur (MIHAN),156.21,Sunauli ICP,972.23,Dr. Babasaheb Ambedkar International Airport (NAG),155.31,MMLP Nagpur (Sindi),100.4,Vedadri Terminal,365.12,FCI Depot Nagpur,162.26
Bhedoda,ADILABAD,532,569075,village,353B,4.58,Solapur–Chennai Economic Corridor,403.37,LINGTI,18.64,Sindi,115.22,Visakhapatnam Port,515.66,ICD Nagpur (MIHAN),148.39,Sunauli ICP,959.18,Dr. Babasaheb Ambedkar International Airport (NAG),147.49,MMLP Nagpur (Sindi),94.05,Vedadri Terminal,353.24,FCI Depot Nagpur,154.08
Kamgarpur,ADILABAD,532,569077,village,353B,5.49,Solapur–Chennai Economic Corridor,404.9,LINGTI,16.24,Sindi,114.28,Visakhapatnam Port,513.68,ICD Nagpur (MIHAN),147.23,Sunauli ICP,957.38,Dr. Babasaheb Ambedkar International Airport (NAG),146.34,MMLP Nagpur (Sindi),93.17,Vedadri Terminal,352.7,FCI Depot Nagpur,152.88
Chintalabori,ADILABAD,532,569671,village,161A,9.72,Solapur–Chennai Economic Corridor,351.62,BODHADI BUJRUG,11.25,Jankampet,80.54,Visakhapatnam Port,548.64,ICD Nagpur (MIHAN),200.35,Rupaidiha ICP,1016.99,Dr. Babasaheb Ambedkar International Airport (NAG),199.45,MMLP Nagpur (Sindi),144.55,Vedadri Terminal,348.75,FCI Depot Nagpur,206.49
Madhapur,ADILABAD,532,569610,village,44,4.67,Solapur–Chennai Economic Corridor,359.53,TALMADUGU,26.39,Jankampet,91.18,Visakhapatnam Port,525.38,ICD Nagpur (MIHAN),190.96,Sunauli ICP,1004.35,Dr. Babasaheb Ambedkar International Airport (NAG),190.06,MMLP Nagpur (Sindi),135.44,Vedadri Terminal,334.62,FCI Depot Nagpur,196.88
Salewada (Buzurg),ADILABAD,532,569572,village,44,23.28,Solapur–Chennai Economic Corridor,367.65,ADILABAD,33.22,Ramagundam,103.84,Visakhapatnam Port,505.15,ICD Nagpur (MIHAN),185.19,Sunauli ICP,993.54,Dr. Babasaheb Ambedkar International Airport (NAG),184.3,MMLP Nagpur (Sindi),130.96,Vedadri Terminal,323.29,FCI Depot Nagpur,190.83
Kopergadh,ADILABAD,532,569574,village,44,20.03,Solapur–Chennai Economic Corridor,368.25,ADILABAD,30.18,Jankampet,104.03,Visakhapatnam Port,508.46,ICD Nagpur (MIHAN),184.0,Sunauli ICP,993.3,Dr. Babasaheb Ambedkar International Airport (NAG),183.11,MMLP Nagpur (Sindi),129.52,Vedadri Terminal,326.3,FCI Depot Nagpur,189.69
Tejapur,ADILABAD,532,569168,village,44,6.54,Solapur–Chennai Economic Corridor,363.84,ADILABAD,25.16,Jankampet,96.12,Visakhapatnam Port,522.13,ICD Nagpur (MIHAN),186.8,Sunauli ICP,999.54,Dr. Babasaheb Ambedkar International Airport (NAG),185.9,MMLP Nagpur (Sindi),131.43,Vedadri Terminal,334.54,FCI Depot Nagpur,192.68
